@relation jAudio
@ATTRIBUTE "MFCC0" NUMERIC
@ATTRIBUTE "MFCC1" NUMERIC
@ATTRIBUTE "MFCC2" NUMERIC
@ATTRIBUTE "MFCC3" NUMERIC
@ATTRIBUTE "MFCC4" NUMERIC
@ATTRIBUTE "MFCC5" NUMERIC
@ATTRIBUTE "MFCC6" NUMERIC
@ATTRIBUTE "MFCC7" NUMERIC
@ATTRIBUTE "MFCC8" NUMERIC
@ATTRIBUTE "MFCC9" NUMERIC
@ATTRIBUTE "MFCC10" NUMERIC
@ATTRIBUTE "MFCC11" NUMERIC
@ATTRIBUTE "MFCC12" NUMERIC

@DATA
-2.72699488E2,-1.139133722E1,4.382440862E0,7.381112678E-1,-4.483784282E0,-1.623426143E0,2.30580416E-1,8.451199607E-2,5.318130628E-2,7.921004189E-1,-8.260850319E-1,2.53982075E-2,5.746144624E-1
-2.887984616E2,-1.008174378E1,1.768369337E0,-1.949040504E0,-2.482771543E0,-1.765877447E-2,-1.131107213E0,-2.154575231E0,-1.961152109E-1,-1.146809313E-1,-9.127755612E-1,-6.649083779E-1,1.191890484E0
-2.582417665E2,-9.591100804E0,6.771263329E0,-6.341143629E-1,-6.01223135E0,-1.354108491E0,2.421534108E-1,-1.110305571E0,1.955486399E0,1.41085793E0,-2.507050135E0,-2.375423293E0,-3.674806808E-1
-2.535784997E2,-1.00977021E1,3.074822825E0,-1.542668729E0,-6.463600589E0,-1.596374004E0,-1.831066149E0,-1.20870705E-1,-1.302974103E0,2.275654296E0,-1.443990928E0,-2.822825457E0,2.908179315E-1
-2.503812617E2,-9.020297713E0,2.321049281E0,-1.816844724E-1,-5.355041919E0,-1.618098963E0,-7.069866021E-1,3.151324847E-1,-1.751688058E-1,-1.396211013E0,-2.83281542E0,-2.504839536E0,-1.164993502E0
-2.45660247E2,-6.349920663E0,2.520204996E0,7.335877877E-1,-3.834953423E0,-1.94075344E0,1.641102619E0,6.385698788E-1,-3.245995686E-1,5.458476809E-1,3.97544191E-2,-1.054741078E-1,1.209191828E0
-2.398249523E2,-8.896381749E0,1.957288793E0,-1.263965987E0,-3.967655136E0,1.271335804E-1,1.16614918E0,-1.177634465E0,3.794173786E-1,7.562723963E-1,-8.802219489E-1,2.878670893E0,-3.977676448E-1
-2.122319155E2,9.707773762E0,5.663772884E0,1.155458287E0,-4.24011888E0,-1.301365829E0,3.774196464E0,2.477329555E0,-3.424093918E0,-2.560787541E0,-7.736929894E-1,1.498947875E0,-6.283970473E-1
-1.994390304E2,1.464522541E1,4.417037257E0,-6.963174492E-1,-2.152181199E0,1.670397674E-1,2.051350449E0,1.361172875E0,-2.66065021E0,-4.12850199E0,-2.786653191E-1,2.141786653E0,2.764974201E-2
-1.871121421E2,1.608046463E1,6.719549339E0,4.032746675E-2,-1.935897559E0,6.670626393E-1,2.490555248E0,1.910926378E0,-2.581503221E0,-3.314601225E0,-1.100226606E0,1.46269588E0,-5.758885961E-1
-1.845566014E2,1.614574213E1,7.576764414E0,4.355872257E-1,-2.456870588E0,-5.928329957E-2,8.980231224E-1,4.492651245E0,-2.927262158E0,-5.357967357E0,-9.133193151E-1,8.741338645E-1,2.352154108E-1
-1.751902211E2,1.297389156E1,3.406039929E0,-7.797333469E-1,-1.567314347E0,-7.036374331E-1,1.117085627E0,1.130151511E-1,-1.777976021E0,-1.659126517E0,-1.407306385E0,-6.541985681E-1,2.595545571E0
-1.075014704E2,-2.70734333E0,-8.412963402E0,1.775607655E-1,-3.095483744E0,3.293585343E-1,-6.05927865E-1,-8.584468638E-1,-1.416143101E0,-5.351898921E-1,-2.476404001E0,2.713904407E0,2.416271738E0
-1.313416504E2,5.535804211E0,3.147766636E0,2.311408809E0,7.411074605E-1,2.093233292E0,2.57834758E0,5.330846376E-1,6.683051984E-1,-1.032030622E0,-1.819860752E0,6.352578013E-1,1.409650221E0
-1.261971885E2,1.063296716E1,6.16970076E0,4.194372143E0,-6.432019805E-1,2.429384845E0,-8.609123952E-1,-2.596608567E0,-9.49326387E-1,-2.504682584E0,-1.235224578E0,6.524289645E-1,2.628255674E-1
-1.854505301E2,1.102189055E1,5.597897541E0,1.013743966E0,-9.430605541E-1,1.469819282E0,-6.834170583E-1,-2.091576274E0,1.535543106E-1,-2.984004489E-1,-1.258278504E0,-1.048313E0,-1.215807535E0
-1.972968522E2,4.389000171E0,5.107047084E0,3.31259208E0,-1.139969497E0,4.784559778E-1,1.453598211E0,1.758643716E0,-1.355334387E0,-2.333988074E0,-2.777109032E0,6.766637267E-1,2.818288147E-1
-1.881557796E2,6.599470784E0,2.903796729E0,2.445813673E0,-1.495896962E0,1.670779537E0,1.794466124E0,1.13085804E0,-1.295008853E0,-1.266699184E0,-1.250816178E0,-3.702898694E-1,7.010940961E-1
-1.762764092E2,4.682039281E0,2.124554559E0,4.076643612E0,8.887141592E-1,3.842157916E0,1.368121528E0,-4.34075666E-1,-6.215355785E-1,-1.381970294E0,-5.48998254E-1,4.446422403E-1,-1.813700617E-1
-1.773513266E2,1.653103456E-1,1.995287299E0,4.207915145E0,-6.00259523E-1,6.863699492E-1,-3.60663559E-1,1.388063481E0,-5.68329602E-1,-1.419875704E0,-1.273941181E0,3.27743152E-1,1.858430808E0
-1.536793447E2,-3.222884131E0,1.619883773E-1,4.053275352E0,-2.5127595E-1,1.478706369E0,-1.460181756E0,8.764242373E-1,-2.058549878E0,-3.546214745E0,-2.74519225E0,-5.234446925E-1,1.153648456E0
-1.780777963E2,6.352780125E0,2.953901541E0,2.35627421E0,3.972386142E-1,1.491373198E0,-2.947204542E0,-1.303024179E0,-3.417030076E-1,2.068858056E0,4.32876134E-1,1.915264847E0,5.72905755E-1
-1.863870038E2,8.885305144E-1,3.225863818E0,3.950078455E0,1.501393071E0,-4.560645457E-1,-1.346133695E-1,-9.28710558E-1,-2.911263355E0,-1.233335097E0,-2.060539226E-1,1.292720352E0,1.385947719E-1
-1.565566584E2,7.42953123E0,7.033665578E-1,-2.771014416E0,-4.177380953E0,1.486424731E0,-1.671327972E0,-1.384935452E0,-2.885447777E0,-1.907308531E0,-6.807620657E-1,3.096769656E-1,1.464951662E0
-1.49719504E2,2.260589238E0,3.085198783E0,4.577023446E0,-1.413032397E0,5.401103551E-1,3.175804011E-1,1.397359863E0,-1.539409525E0,-1.263640007E0,-8.651912411E-1,1.074768546E0,2.034250454E0
-1.368537661E2,-3.34982195E0,1.463292506E0,3.334768816E0,-2.728022491E0,4.959268359E-1,2.975725483E-1,3.823885257E-1,-4.880859753E-1,-1.625515078E0,-6.182432028E-2,1.922282558E0,3.235431686E0
-1.533458803E2,6.726082291E-2,2.485777107E0,-7.40924212E-1,-4.074025347E0,-9.84212848E-1,-4.319141818E-1,-4.663723453E-1,-5.013574279E-1,-1.997933703E0,1.272425902E-2,6.381637442E-1,1.318333589E0
-9.016646065E1,-1.267680073E0,-3.681169247E-1,2.735800106E0,-4.544954469E0,-1.335888622E-1,1.028487097E0,1.081655448E0,-3.651116328E0,-1.582456927E0,-1.087900486E0,1.008925779E0,1.088473894E0
-1.506046034E2,4.185334695E0,2.540915876E0,3.652599459E0,1.806097197E0,2.540591344E0,1.820399717E-1,2.015576334E0,3.705417655E-1,-1.580916193E0,-1.285910874E0,-7.280926212E-1,2.334966205E0
-1.426617901E2,3.995541664E0,2.400732068E0,5.653422691E0,3.340120892E0,1.235302146E-1,-1.006758246E0,-1.240153523E0,-2.396536683E0,-1.659086256E0,1.468401524E0,-1.583341615E0,9.562271525E-1
-1.387370822E2,5.754674384E0,1.806393476E0,4.661417248E0,-7.394075133E-2,-1.974361401E0,-8.126863555E-1,1.105585061E0,6.990734506E-1,-2.31113326E0,7.214182968E-1,-1.076729269E0,1.204404253E0
-1.409072593E2,8.085498715E0,1.910373596E0,3.783217616E0,-3.200076081E-1,-1.36361015E0,1.885766692E0,1.625258333E0,-1.503576076E0,-2.172236637E0,-5.264127361E-1,-1.134975428E0,1.853980994E0
-1.340960344E2,1.567613068E0,-1.764877335E0,5.821036937E-1,-7.125273833E0,-3.887026627E0,8.530140763E-1,1.366219452E0,-7.283865338E-1,-8.742312331E-1,-1.619449463E0,-8.279205568E-1,7.065300329E-1
-1.236071247E2,1.070795957E1,6.817248605E-1,4.57339705E0,1.617645034E0,-7.184187869E-1,1.339611873E0,1.624016362E0,-4.800686094E-2,-3.453294919E0,2.443136829E-1,-1.554975891E0,2.126122082E-1
-1.41887835E2,5.551812054E0,1.09433164E0,1.714901571E0,2.19692031E-1,-1.829619352E0,3.825628386E-1,1.980827199E0,3.877657192E-1,-1.037555163E0,-6.572087121E-1,-1.064765287E0,2.017658377E0
-1.32936206E2,7.341364931E0,1.505525123E0,3.750074432E0,2.088644186E0,-2.31445729E0,1.58525214E0,1.195314176E0,-2.100242958E-1,-8.736122606E-1,-9.449842169E-1,1.256498706E0,1.745225749E0
-1.828894339E2,6.594042302E0,6.808568236E-2,2.254104703E0,2.147497285E0,-2.042974456E0,-1.979821611E-1,1.528499528E0,7.236938796E-1,6.442715707E-1,1.281993897E0,-1.367317533E0,1.284957666E0
-1.349022063E2,6.814956504E0,7.458921392E-1,3.434010242E0,-9.710903048E-1,-1.630919144E0,-1.473511078E-1,-1.316533415E0,-5.619329859E-1,-1.024917656E0,4.324522264E-1,8.466249474E-1,8.819344865E-1
-1.332367088E2,8.972481627E0,-7.62294714E-1,2.402977545E0,1.592788547E0,-1.328480783E0,1.077771784E0,-8.077902035E-1,-1.138516445E0,-3.249619185E0,-9.413668368E-1,-1.476643824E0,1.062310182E0
-1.25527549E2,2.889670375E0,1.517725374E-2,3.523673117E0,-3.350357128E-1,-1.800697211E0,1.408521735E0,-4.467778923E-2,-7.796205331E-1,-1.518276701E0,-1.967020298E0,2.706863265E0,3.385070918E0
-1.40808311E2,6.127798841E0,-8.483271949E-1,2.84328436E0,1.005208408E0,-7.436621383E-1,7.295345325E-1,-2.581142904E0,-2.102680548E0,-3.642338487E0,-1.428771805E0,-1.131589629E0,1.230526107E0
-1.10418791E2,4.836183324E0,3.863534174E0,4.119115088E0,-1.528993553E0,1.514808425E0,-1.329136336E-1,-5.972025088E-1,-1.012836804E0,-4.451446429E-1,-8.453727544E-1,9.354192613E-1,1.394820014E0
-1.514981408E2,1.354494265E1,6.99636219E0,4.761341342E0,-1.148432738E0,-2.797263691E0,4.606383832E-2,-4.172072896E-1,1.20108088E0,8.700872908E-1,-1.464629147E0,-1.275546473E0,1.703192325E0
-1.865963821E2,1.130869515E1,5.259529524E0,2.236672189E0,-5.875286393E-1,1.605873425E0,9.472260934E-1,-4.383824235E-1,4.554907455E-1,-1.267149762E0,-8.793049354E-1,-5.732780753E-2,-2.83305643E-1
-1.753082273E2,1.198139832E1,5.733215025E0,4.184117318E0,-1.403837302E0,5.850195016E-2,9.047095468E-1,1.486782013E0,-1.20355235E0,-9.424058887E-1,-1.175805923E0,-1.216014014E0,-7.193240938E-2
-1.5609305E2,6.922217725E0,5.032234347E0,5.083408264E0,-3.098674641E-1,1.250363082E0,-9.669482724E-2,2.04151687E0,-1.901719131E0,-4.404760408E0,-4.142687906E-1,1.153868338E0,2.137028445E0
-1.261319355E2,3.37501157E0,-6.845533745E-1,6.667628814E0,-2.955702295E0,-2.276822262E0,-1.865331423E0,-1.709473714E0,1.295063081E0,1.013219095E0,4.530245403E-1,7.434946617E-2,1.454081051E0
-1.272399216E2,6.999836157E0,6.367881962E-1,6.801574995E0,-2.238048401E0,-1.760169237E0,-4.1591515E-1,-5.84783061E-1,-9.373890713E-1,-1.894772834E0,-1.041247486E0,-8.308209681E-1,1.275567837E0
-1.394571307E2,4.404508758E0,1.682071064E0,6.157046706E0,-1.355269481E0,-2.054757861E0,-3.074144219E-1,6.335534154E-1,2.757335751E-1,-1.999069413E0,-1.450101021E0,-3.6293757E-1,9.838598413E-1
-1.296560321E2,8.171681215E0,-7.5533568E-1,1.884598384E0,-1.606144754E0,-2.811331059E0,-1.085474765E0,-1.036116884E0,-1.615540298E0,-6.526751693E-1,1.320216788E0,-2.425227211E-1,1.233421911E0
-1.276511488E2,7.816479099E0,-1.671496579E0,3.568366074E0,-1.699837092E0,-1.402968983E0,4.431982715E-1,-1.163118269E0,-2.28827913E-1,-1.365693167E0,-2.573385175E0,1.344296183E-1,1.493830111E0
-1.28931825E2,4.71218285E0,1.618206803E0,5.912099953E0,-1.834957599E0,-1.444041443E0,-6.777295347E-1,2.555761683E0,1.200969549E0,-5.443681363E-1,-2.540001845E0,-5.327820942E-1,3.411605203E-1
-1.182628908E2,7.183997068E0,1.838958849E0,5.45126979E0,-1.840378924E0,7.28530217E-1,1.748717738E0,-8.342843648E-1,-1.474393915E0,-5.775705512E-1,-9.426851346E-1,1.262900496E0,2.504670615E0
-1.25734312E2,7.886812759E0,3.158210249E0,4.466315647E0,-3.416183262E-1,8.654476885E-1,4.315956277E-1,9.970780675E-1,-2.235413533E0,-2.867309707E0,-6.95832898E-1,-1.354446329E-1,2.862642798E0
-1.261261235E2,5.039832098E0,-1.120786394E0,3.311101163E0,-5.627395146E-1,-1.5227125E-1,-6.006186484E-1,1.275265466E0,1.031309383E0,-6.986567708E-1,-2.901932491E0,-8.903650404E-1,-4.407417072E-1
-1.270985181E2,6.661780356E0,1.281528435E0,3.303875808E0,-2.969739321E0,2.011079083E0,2.181429325E0,3.389161232E0,1.416868077E0,-1.147225597E0,-4.853992943E-1,-3.298757782E-1,2.769709712E0
-1.155977657E2,5.062470472E0,2.393587121E0,4.657526883E0,1.74402377E0,-3.757525574E-1,2.220222856E0,1.303440048E0,1.397550202E0,1.381771602E0,-1.422885032E0,2.612587204E-1,-2.016388843E-1
-1.11667474E2,2.601396969E0,4.388049997E0,3.380501248E0,-4.952866706E0,8.481377974E-1,-5.610068838E-2,3.423438081E-1,-1.117324605E0,-1.073607294E0,-4.857701134E0,-1.392480337E0,1.3857834E0
-1.366702564E2,1.027765337E1,3.760803719E0,4.655335713E0,1.78539645E-1,-8.122178882E-1,1.904217627E0,8.450133948E-1,5.901566132E-1,4.780891119E-1,-4.026065688E-1,-1.020290856E0,1.9985315E-1
-1.310211558E2,7.088623806E0,-1.757508673E0,1.502639507E0,-1.591827301E0,2.586534968E0,3.280296288E0,1.938594476E0,-1.838872978E-1,-3.117095548E0,-2.554096715E-2,3.870757141E-1,-3.904019266E-1
-1.296320866E2,8.103128867E0,9.730641884E-1,4.426874286E0,-2.576826871E0,1.2457439E0,1.825860341E0,2.118767127E0,1.574302552E0,-2.527365157E-1,-3.10770181E-1,-1.892951558E-1,-3.357335028E-1
-1.3596254E2,8.738196606E0,1.604568228E0,5.138347795E0,-7.558230182E-1,-1.06853355E-1,6.326143807E-2,1.043140503E0,4.69691673E-1,-2.216877464E0,-2.981968146E0,3.241175219E-2,8.19503513E-1
-1.406655263E2,1.254495126E1,5.748166108E0,3.14170583E0,-8.721051614E-1,-9.279008946E-1,2.106233669E0,1.206908162E0,6.181938131E-1,-2.259243941E0,-1.494600327E0,-8.031225084E-1,-4.133594841E-1
-1.412981817E2,1.042661461E1,4.483621E0,4.506688187E0,1.955249958E-1,-1.607950389E0,1.795289415E0,-5.575760116E-1,6.189000231E-1,-4.213430646E0,-2.02163909E0,-2.203677978E0,-1.066042398E0
-1.342812595E2,1.141471632E1,2.516773274E0,2.43504929E0,-1.251735046E0,1.308912371E0,-2.072324621E-1,-2.77993407E-1,1.805419829E0,-2.063378323E0,3.203279407E-1,2.894269211E-1,1.70619005E0
-1.346062875E2,1.123075509E1,4.285520491E0,2.984987011E0,1.960674208E0,-1.756110414E-1,1.171373257E0,6.965762858E-1,1.370953804E-1,-2.762658528E0,-1.32236192E0,-1.461430797E0,7.62426067E-1
-1.450909787E2,7.972144847E0,3.556572521E0,4.235307937E0,3.041594328E0,-2.788898754E0,-3.701570017E0,-6.325979131E-1,-8.485627499E-1,-1.92195087E0,-1.704618468E-1,-7.370488031E-2,1.585583285E0
-1.331708682E2,1.119881081E1,2.993982632E0,2.902829294E0,-9.128281698E-1,-1.740907476E-1,2.662101953E0,1.803589858E-1,-1.137388065E-1,-9.350521167E-1,9.516974217E-1,-1.6893589E0,1.276743878E0
-1.428438468E2,8.154111818E0,3.507919839E0,3.592702555E0,-1.828651701E-1,-2.22759994E0,1.221150622E0,6.666918265E-1,-1.101024791E0,-2.23383945E0,-4.106486888E-1,-2.749350642E-1,-1.082058032E-1
-1.400959154E2,4.911727069E0,7.607411895E-1,4.481408366E0,2.904918443E-1,-2.773088003E-1,-6.018072091E-1,-3.07658351E0,-2.130562396E-1,-1.534236052E0,1.012015417E-1,3.772907501E-1,1.852117614E0
-1.379295266E2,9.851113877E0,2.478079594E0,3.45013438E0,2.541299195E0,1.110420615E0,2.685376035E0,-1.28389494E0,-1.590701751E0,-1.74521134E0,-4.526913165E-1,-1.755501133E0,2.07541893E0
-1.372794219E2,9.055842161E0,4.202747178E0,4.543692326E0,1.207440089E-1,-1.018533921E0,1.051868911E0,7.956983632E-1,-1.351764068E0,-1.620016114E0,6.796080776E-1,9.664044912E-1,2.715594508E0
-1.329423924E2,6.729601598E0,4.889788291E-1,3.277286042E0,8.525055817E-1,2.231883918E0,1.10978005E0,3.944601E-1,9.859367293E-1,-6.71523897E-1,-5.392667294E-2,-7.553075536E-1,1.266744074E0
-1.410304216E2,7.432872381E0,3.477580197E0,2.59394234E0,4.143591278E-2,-6.445492323E-1,7.149033334E-1,5.199857461E-1,-5.593414845E-1,-1.256250228E0,-1.071205615E0,-6.15981096E-1,1.075014035E0
-1.335623019E2,7.148351929E0,2.338110682E0,1.837340068E0,-4.550419654E-1,2.798956892E0,1.493300261E0,1.110692238E0,3.351926296E-1,-3.87967657E0,-3.505436819E0,-1.333508111E0,1.178303462E0
-1.441561071E2,5.657007442E0,2.696959916E0,5.393373705E0,3.361837324E0,-1.632765787E0,-1.661247405E0,-4.107066225E-1,-1.780849688E0,-2.062435822E0,7.031044694E-1,1.118512396E0,1.622842792E0
-1.31043569E2,9.995650386E-1,4.037507488E0,4.915248084E0,-2.483100545E0,-5.473013849E-1,-2.53383831E0,8.056978467E-1,-1.537021347E-1,-1.118170603E0,-2.10556212E0,-3.008500434E-1,1.189704504E0
-1.324439809E2,4.005841193E0,2.325075737E0,8.454321301E0,2.266057437E0,1.419085741E0,-2.124915096E-1,-2.937397238E-1,2.693007436E-1,-1.601582307E0,-3.196567649E0,6.643050139E-1,1.389622283E0
-1.495941648E2,7.377236501E0,7.246691494E0,2.951237191E0,-2.9817687E-1,8.857554271E-1,1.79639856E0,3.203900837E0,-1.034052531E0,-1.587670545E0,-3.404056085E0,4.504890145E-1,2.431220494E0
-1.45672109E2,7.22438744E0,7.555403343E0,7.1256364E0,1.502123617E0,1.956037642E0,9.381407969E-1,-8.785433541E-1,-2.693113673E-1,-8.076945241E-1,-2.324367226E0,-3.943622917E-1,5.040996018E-2
-1.363375832E2,1.451506522E0,-2.078018317E0,5.801693825E-1,-2.504363065E0,-2.50723125E-1,2.195962671E-1,6.211447975E-1,-1.927592326E-1,-6.705762618E-1,-2.060290674E0,4.457202242E-1,3.73917363E-1
-1.561693286E2,2.698054184E0,3.766191731E0,3.980839517E0,6.334232772E-1,1.857081253E0,8.395127718E-1,-2.630984725E-1,-2.782254235E0,-1.882798517E0,-2.093303462E0,-1.416479173E0,9.952346502E-1
-1.367969849E2,7.264173684E0,3.198489944E0,3.796707535E0,1.53239358E0,-1.812066258E0,-2.47297172E0,8.777082935E-1,-1.217980424E0,-3.303727507E0,-9.747934669E-1,5.378856146E-1,1.336005727E0
-1.292553548E2,8.784363312E0,2.355054811E0,2.134585615E0,-1.057599532E0,-8.854518745E-1,2.168298003E0,3.358636296E0,5.597994331E-1,-1.052854456E0,-1.028512793E0,7.893624697E-1,3.838996208E0
-1.355826116E2,9.064983772E0,6.003495216E0,5.971226913E0,3.079339585E-1,-7.128085494E-1,1.341644884E0,1.845552035E0,3.117084794E-1,-1.661885605E-1,-1.232850979E0,-9.564797245E-1,1.559048851E0
-1.433228038E2,4.339053435E0,3.895194338E0,1.974578846E0,-9.220462587E-1,-1.02460514E0,-7.676666586E-1,-1.74830286E0,-1.265605855E0,-1.057686621E0,-1.625734852E0,-1.367707719E-1,2.961707065E0
-1.296918111E2,1.029118958E1,4.816490874E0,4.196755006E0,1.670080614E0,6.654275217E-1,1.088706311E0,4.822057156E-1,-1.826309688E0,-2.354257396E0,-2.458279585E0,-5.250223996E-1,1.572170044E0
