@RELATION 'Music feature'
%rows=2
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Average distance between zero-crossings of the time-domain signal and its variance' NUMERIC
@ATTRIBUTE 'Average distance between zero-crossings of the time-domain signal and its variance' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
4.2118645,4.151479,3108
5.3157897,6.574693,3109
6.185185,7.733383,3110
6.0365853,9.507949,3111
7.0147057,11.475668,3112
8.112904,14.380884,3113
6.5789475,8.423437,3114
4.2066116,4.674385,3115
6.7534246,7.2201786,3116
7.5384617,9.913591,3117
7.921875,13.198372,3118
5.521739,6.217923,3119
5.43617,5.03722,3120
5.5434785,4.848606,3121
5.9761906,4.995179,3122
6.5,4.9762254,3123
6.5526314,4.65492,3124
6.0117645,4.938431,3125
5.4888887,4.5928555,3126
6.618421,4.648053,3127
8.377049,5.587351,3128
6.631579,5.1550746,3129
7.8615384,8.1973295,3130
9.653846,12.630678,3131
7.183099,9.157941,3132
5.43617,8.359678,3133
7.522388,10.938578,3134
5.4946237,6.6875324,3135
3.729927,4.9294343,3136
6.375,12.503374,3137
8.095238,14.00761,3138
5.7272725,9.779068,3139
5.0495048,7.128768,3140
5.3977275,7.922264,3141
8.344262,12.151888,3142
13.076923,15.591557,3143
7.3939395,8.910122,3144
12.15,21.912952,3145
4.81,7.1507974,3146
8.241936,18.478134,3147
4.9126215,7.388139,3148
4.482456,6.1262054,3149
9.596154,11.366718,3150
6.0833335,7.8425097,3151
7.921875,8.883455,3152
7.4411764,12.452713,3153
7.0,7.518015,3154
7.0972223,7.463168,3155
6.6363635,6.5423875,3156
10.413043,11.835055,3157
6.195122,9.525882,3158
5.360465,8.603559,3159
5.2040815,8.535591,3160
4.321429,7.6744175,3161
4.5625,7.72147,3162
3.6241136,5.1247406,3163
5.5824175,6.7352867,3164
5.784091,6.465729,3165
3.7028985,5.2134295,3166
4.1709404,8.112763,3167
4.1463413,5.82772,3168
5.917647,10.93533,3169
4.016129,5.7934666,3170
12.75,12.941696,3171
8.77193,11.720454,3172
7.0833335,7.0034714,3173
7.712121,6.6714344,3174
6.9315066,5.859844,3175
8.474576,7.513504,3176
5.8352942,4.3920975,3177
5.677778,5.100823,3178
7.0895524,9.258689,3179
6.443038,8.12676,3180
5.214286,7.6615257,3181
5.1979165,8.516675,3182
5.2371135,8.762353,3183
5.9069767,7.5999203,3184
6.551282,8.162842,3185
6.891892,6.711361,3186
5.696629,4.1418786,3187
7.870968,8.531694,3188
16.166666,13.186062,3189
14.055555,12.9420595,3190
7.405797,9.842703,3191
9.296296,16.076933,3192
5.195122,6.8118243,3193
5.5108695,8.478226,3194
4.5855856,4.3298016,3195
5.3789473,4.9336205,3196
5.4731183,4.86946,3197
6.9863014,5.0245786,3198
7.2753625,5.699947,3199
8.316667,8.243162,3200
7.84375,6.3472896,3201
7.7272725,4.494257,3202
7.4558825,4.2476077,3203
7.2753625,4.221697,3204
6.468354,4.801992,3205
8.892858,10.536804,3206
5.9418607,10.87172,3207
6.5384617,20.165146,3208
4.1885247,6.413781,3209
4.3050847,6.160988,3210
5.195876,9.250957,3211
4.5945945,6.714752,3212
6.2625,7.259035,3213
7.8153844,7.2978234,3214
8.946428,7.9021235,3215
10.808511,3.6298895,3216
11.568182,2.4252248,3217
11.545455,2.472159,3218
7.8153844,6.910176,3219
10.08,14.300825,3220
5.368421,6.3875747,3221
7.742424,9.52558,3222
6.7733335,9.054757,3223
6.13253,11.069083,3224
5.651685,7.802479,3225
7.828125,8.4899845,3226
7.169014,10.659897,3227
11.674418,13.6138115,3228
7.4411764,8.789001,3229
10.3404255,10.028209,3230
7.4852943,11.672608,3231
7.115942,8.987166,3232
8.193548,9.092426,3233
7.921875,9.247136,3234
6.810811,8.491133,3235
5.6555557,7.4790983,3236
7.5454545,8.038133,3237
5.195876,6.5261397,3238
8.516666,9.233078,3239
7.279412,8.413654,3240
9.84,9.948587,3241
10.16,9.470713,3242
8.35,7.6894407,3243
7.0704226,6.873759,3244
7.4925375,7.50994,3245
6.8133335,7.0022726,3246
5.4731183,5.844934,3247
6.6666665,6.7593555,3248
5.4946237,6.1182323,3249
7.0,7.6409135,3250
6.8,8.128961,3251
6.6842103,7.992119,3252
7.90625,7.611091,3253
7.1571426,9.336007,3254
12.621622,17.052149,3255
8.129032,8.03718,3256
10.285714,10.083326,3257
8.377049,7.96954,3258
7.71875,7.319641,3259
7.214286,6.8470907,3260
9.415094,11.765691,3261
8.877193,9.780163,3262
7.285714,8.736038,3263
6.808219,7.164711,3264
6.1566267,6.6359406,3265
8.894737,8.544382,3266
11.333333,12.418624,3267
8.74138,10.066264,3268
5.894118,6.5834436,3269
4.847619,5.2857056,3270
4.9417477,5.512255,3271
5.009804,5.893657,3272
5.6444445,6.3127933,3273
4.857143,4.590733,3274
6.8513513,6.7697306,3275
5.895349,6.254355,3276
6.5789475,7.140071,3277
6.8783784,7.8927827,3278
7.3768115,8.063339,3279
8.063492,7.2503376,3280
6.0731707,6.2951403,3281
9.68,10.746981,3282
12.48718,19.572184,3283
8.0,8.271702,3284
7.289855,6.767573,3285
6.7105265,6.5791054,3286
7.1549296,6.8662224,3287
7.8125,8.31391,3288
11.266666,12.399642,3289
10.285714,12.120147,3290
8.0,9.014325,3291
7.0,7.098138,3292
5.4945054,5.771041,3293
5.9058824,6.1617866,3294
6.551282,7.3356304,3295
5.9058824,9.347693,3296
5.43617,7.757712,3297
4.603604,5.4248,3298
4.0079365,5.084205,3299
5.09,5.794989,3300
5.3125,6.8879614,3301
7.2985077,9.689223,3302
11.333333,15.948528,3303
6.4102564,7.596281,3304
5.6043954,7.494876,3305
4.857143,5.324568,3306
6.786667,8.557715,3307
7.590909,10.815221,3308
4.9029126,4.2369494,3309
4.8653846,5.6756186,3310
6.7105265,9.784273,3311
5.4666667,6.3459525,3312
4.9514565,5.4778967,3313
4.990196,5.1018934,3314
5.8488374,5.6166644,3315
7.0416665,13.101566,3316
6.611111,9.182646,3317
10.019608,20.311775,3318
8.4,16.481504,3319
5.5434785,11.265002,3320
4.1764708,6.9326253,3321
4.7314816,6.464442,3322
7.3076925,11.736757,3323
5.059406,7.1099176,3324
5.9418607,10.486264,3325
4.2735043,7.0074735,3326
3.6241136,4.022171,3327
3.785185,3.4841125,3328
3.8421052,3.1879523,3329
4.031746,3.6924129,3330
4.4051723,5.6811523,3331
5.3789473,7.1571517,3332
7.2714286,10.161442,3333
5.784091,9.587455,3334
6.259259,10.01453,3335
5.5,9.607165,3336
7.4558825,14.806034,3337
6.525641,10.405526,3338
5.2978725,8.234372,3339
5.11,9.865997,3340
4.901961,6.714792,3341
5.872093,10.983917,3342
4.792453,6.413013,3343
5.1938777,7.199289,3344
4.72549,7.4506965,3345
4.443478,10.288188,3346
4.241667,8.330662,3347
4.198347,7.316482,3348
3.9230769,5.58792,3349
7.3898306,9.5969925,3350
7.8615384,10.334226,3351
4.648148,4.788711,3352
4.9038463,5.846628,3353
5.090909,5.9273224,3354
5.009804,5.1268134,3355
4.4298244,4.5748534,3356
4.894231,7.094036,3357
6.7945204,11.749624,3358
6.551282,8.156557,3359
5.019802,6.5657077,3360
6.0117645,7.07189,3361
6.6363635,7.581435,3362
5.7294116,7.3442864,3363
10.075,13.600345,3364
8.45,16.752537,3365
5.7674417,11.096484,3366
7.265625,11.382885,3367
5.03125,6.1601086,3368
7.242857,11.685688,3369
5.5054946,6.740681,3370
7.8070173,16.19989,3371
10.822222,24.396074,3372
7.197183,12.987123,3373
4.2689075,6.3889313,3374
6.283951,9.453243,3375
6.0595236,5.8865285,3376
5.2040815,8.218892,3377
6.8358207,8.898427,3378
6.329114,9.240419,3379
6.443038,6.8487215,3380
6.0117645,7.5731635,3381
4.775701,5.895204,3382
4.703704,4.830956,3383
5.216495,6.288964,3384
5.8735633,7.248947,3385
4.783019,4.6520534,3386
4.7647057,5.40003,3387
4.2672415,3.7791574,3388
6.120482,7.6037364,3389
5.7613635,6.792366,3390
6.6973686,9.40887,3391
7.102941,12.9729805,3392
7.0555553,13.63705,3393
5.755814,10.424631,3394
5.6666665,6.0,3395
6.120482,7.7122927,3396
5.804598,8.745231,3397
6.44,9.348426,3398
13.833333,24.903704,3399
11.166667,17.290813,3400
7.6969695,14.011867,3401
7.560606,10.189312,3402
6.375,7.164801,3403
7.0285716,9.186903,3404
8.0,11.141321,3405
5.77907,7.7089515,3406
4.8846154,5.808329,3407
5.642857,6.8793044,3408
5.4731183,6.9970675,3409
5.08,5.4160504,3410
4.5675673,4.7941813,3411
9.283019,12.517727,3412
7.96875,11.055215,3413
3.984375,3.9449024,3414
6.048193,6.8949146,3415
5.7727275,5.365562,3416
5.918605,9.634259,3417
6.2469134,6.565023,3418
5.588889,7.0834618,3419
5.719101,7.170459,3420
5.151515,5.6753297,3421
6.13253,5.7535133,3422
4.7222223,4.521212,3423
5.788235,7.276221,3424
6.0963855,6.4446006,3425
7.8461537,14.948353,3426
8.810345,14.226562,3427
11.522727,27.683674,3428
6.9863014,15.165293,3429
5.6666665,7.7143445,3430
7.0422535,11.6322,3431
6.6363635,9.660348,3432
6.8,9.610411,3433
4.5636363,6.8907413,3434
4.5625,5.945859,3435
3.7426472,4.268552,3436
3.4295301,3.4896877,3437
3.5384614,3.4004714,3438
9.089286,13.356749,3439
8.508474,11.945317,3440
4.857143,5.7988973,3441
6.6712327,11.040467,3442
6.392405,10.856274,3443
5.3010755,7.6366196,3444
5.0309277,5.227709,3445
6.5972223,11.128866,3446
6.80597,12.958302,3447
7.3768115,12.716646,3448
5.784091,9.948103,3449
5.0495048,6.813464,3450
4.847619,7.2961583,3451
6.551282,9.415818,3452
6.375,8.251326,3453
6.111111,10.076253,3454
5.3125,9.010772,3455
3.6884058,4.913455,3456
3.9682539,5.6356807,3457
5.1,9.094503,3458
6.3125,8.903081,3459
5.4673915,6.917921,3460
6.308642,8.492033,3461
5.11,6.43412,3462
4.2689075,4.857114,3463
5.4347825,7.3474402,3464
5.263158,5.368937,3465
5.7954545,7.084168,3466
5.009901,5.850438,3467
5.730337,7.08498,3468
5.862069,8.52201,3469
5.6179776,8.721026,3470
7.742424,10.511625,3471
6.13253,7.7905893,3472
4.970297,4.9959497,3473
8.4,11.117853,3474
13.162162,26.200386,3475
7.5,13.503267,3476
5.21875,5.2305255,3477
6.743243,6.9048767,3478
6.3125,8.502343,3479
5.568182,7.6734424,3480
7.769231,14.083016,3481
14.7,21.93042,3482
7.405797,12.554021,3483
5.952941,9.71343,3484
6.8450704,9.173826,3485
8.45,13.504845,3486
7.4852943,9.680928,3487
7.4852943,11.493595,3488
5.7727275,7.5177474,3489
5.3020835,7.0830193,3490
4.866667,5.1456256,3491
5.8705883,7.2465625,3492
5.9418607,7.255078,3493
4.5945945,4.5428457,3494
5.9880953,8.088048,3495
5.0729165,6.825572,3496
4.375,5.012707,3497
5.11,6.046313,3498
6.3875,8.798429,3499
7.3,11.118004,3500
5.325843,5.6861258,3501
12.948718,21.897135,3502
7.626866,13.56668,3503
7.830769,12.300806,3504
4.970588,5.714543,3505
5.47191,5.0948086,3506
6.571429,6.7370434,3507
7.3432837,11.288023,3508
8.436363,15.0789,3509
8.803572,14.462291,3510
7.621212,13.172245,3511
8.095238,9.947025,3512
6.25641,7.955704,3513
5.9418607,6.2045646,3514
7.2753625,9.791869,3515
6.443038,9.596606,3516
4.4070797,5.793859,3517
4.285714,5.171257,3518
3.4391892,4.8479953,3519
4.08,4.570514,3520
4.513274,4.0660806,3521
6.9452057,9.323545,3522
13.694445,20.085676,3523
6.3625,8.725313,3524
5.132653,6.0838323,3525
5.952381,6.0747423,3526
5.3020835,5.504013,3527
5.5326085,5.8782043,3528
5.059406,5.382078,3529
6.525641,8.424209,3530
4.9411764,4.6501603,3531
5.0,5.414215,3532
4.9417477,5.0815206,3533
4.9029126,4.578367,3534
5.633333,6.4986324,3535
6.3875,10.916151,3536
11.111111,21.955736,3537
7.870968,12.619089,3538
7.5,10.031568,3539
9.264151,15.741006,3540
3.6969697,5.7458014,3541
6.0595236,8.102544,3542
8.225806,12.127574,3543
6.8194447,11.376543,3544
4.25,6.0266767,3545
3.7777777,5.133285,3546
3.5,3.070921,3547
4.2231407,4.3853393,3548
3.761194,2.945219,3549
4.0396824,4.522257,3550
4.535714,4.533464,3551
4.241667,4.833901,3552
4.047619,5.887648,3553
4.9514565,7.122205,3554
4.91,5.7272944,3555
5.7710843,7.862256,3556
8.909091,16.356564,3557
13.105263,22.440317,3558
8.45,14.390304,3559
6.0119047,9.322904,3560
9.290909,17.583746,3561
4.371681,6.1804643,3562
4.603604,6.0184093,3563
5.806818,10.351611,3564
3.7080293,5.739046,3565
3.524138,5.296821,3566
2.9651163,3.9412773,3567
4.490741,7.097855,3568
4.482456,5.052761,3569
6.4583335,8.23262,3570
8.666667,11.093436,3571
4.4561405,5.1997643,3572
5.4731183,5.787624,3573
6.367089,7.539226,3574
4.285714,4.4384546,3575
5.677778,7.183048,3576
5.061856,5.71454,3577
5.059406,6.189774,3578
5.8414636,6.9043455,3579
4.5779815,5.2414956,3580
5.1938777,5.882624,3581
5.426966,5.596724,3582
5.0495048,4.4552255,3583
7.2352943,10.201093,3584
6.43038,9.599161,3585
8.959184,14.567169,3586
6.2875,10.154056,3587
5.5111113,6.8023596,3588
5.715909,7.0112715,3589
5.860465,5.4987583,3590
8.978724,18.30183,3591
8.8,17.8146,3592
6.9054055,13.317504,3593
5.3510637,8.359868,3594
6.525641,9.253861,3595
5.4946237,6.6245284,3596
6.2533336,7.66306,3597
8.095238,11.316113,3598
5.6444445,7.562056,3599
4.989362,6.956544,3600
4.826923,6.1102724,3601
4.8,5.7856965,3602
4.5044246,4.436621,3603
5.882353,7.605589,3604
10.976745,20.286882,3605
6.423077,12.224942,3606
9.37037,14.943469,3607
8.216666,16.036512,3608
7.0972223,9.2468605,3609
6.6363635,7.5899954,3610
7.470588,11.704035,3611
8.928572,11.44374,3612
6.072289,7.6185937,3613
9.431373,12.867736,3614
6.9054055,7.9816833,3615
6.733333,6.932692,3616
7.1549296,9.996687,3617
7.0694447,8.278698,3618
7.0972223,7.7283025,3619
8.610169,10.428151,3620
9.603773,12.828829,3621
8.516666,11.3453245,3622
10.234042,13.640074,3623
6.7297297,6.9870486,3624
5.7764707,7.4854784,3625
9.471698,18.735098,3626
11.522727,20.776394,3627
8.196721,11.388547,3628
6.5384617,9.836734,3629
6.1445785,8.587091,3630
6.2266665,9.701647,3631
6.234568,9.065293,3632
13.756757,21.42795,3633
7.953125,12.212225,3634
12.317073,27.600317,3635
8.111111,13.089571,3636
7.546875,8.865188,3637
7.6969695,12.195341,3638
6.1445785,7.57951,3639
6.6842103,9.119399,3640
7.1449275,12.026873,3641
5.611111,9.329397,3642
4.9029126,6.020216,3643
4.8207545,5.5180616,3644
5.2040815,6.1626906,3645
4.5412846,4.7109714,3646
6.7945204,11.866794,3647
9.288462,14.199589,3648
6.7733335,11.74345,3649
4.08,5.996799,3650
4.8349514,5.6963573,3651
5.09,6.296181,3652
4.034483,3.6410756,3653
4.2881355,4.726596,3654
3.8931298,4.170511,3655
4.535714,5.9144626,3656
4.155738,5.439715,3657
4.155738,4.878895,3658
5.1616163,6.911719,3659
4.2166667,4.2075,3660
4.285714,3.874378,3661
4.1544714,3.8551676,3662
4.7570095,3.8689783,3663
4.8095236,4.9224367,3664
4.4054055,4.8292994,3665
4.4051723,4.9930615,3666
5.2826085,5.81476,3667
5.1649485,4.5784802,3668
4.3418803,4.271076,3669
5.3789473,4.2505207,3670
6.13253,7.128377,3671
6.050633,8.910098,3672
7.6060605,11.833284,3673
9.396227,13.633117,3674
7.6666665,8.673075,3675
6.047619,6.783918,3676
5.862069,5.7298822,3677
5.554348,4.741959,3678
5.9418607,5.25037,3679
6.097561,5.580038,3680
4.9417477,3.8511763,3681
5.059406,3.5399327,3682
4.6788993,4.2293878,3683
7.0972223,5.5955334,3684
4.6330276,3.235867,3685
6.0,4.60179,3686
5.11,4.137378,3687
7.3,6.412822,3688
5.7613635,4.929029,3689
6.9295774,6.269362,3690
6.6710525,6.2626467,3691
7.921875,8.482159,3692
5.862069,4.566677,3693
6.7236843,5.3029256,3694
6.392405,4.656336,3695
6.5128207,7.0360675,3696
7.629032,8.064726,3697
6.891892,5.1846123,3698
11.409091,11.605873,3699
9.622642,12.537079,3700
5.6153846,4.54953,3701
10.428572,11.135529,3702
6.233766,5.993278,3703
7.212121,7.091427,3704
6.231707,4.2521124,3705
6.231707,4.1180706,3706
8.079365,7.820002,3707
8.466666,7.1959867,3708
6.7105265,5.303464,3709
8.241936,6.356824,3710
8.542373,6.7102804,3711
7.0,5.7314324,3712
6.2875,5.065061,3713
7.470588,5.378253,3714
10.387755,8.2655325,3715
6.7236843,5.2979608,3716
7.0,5.1204667,3717
10.869565,11.262884,3718
7.3913045,5.3574204,3719
7.242857,5.8295693,3720
8.031746,4.7508335,3721
8.047619,5.449417,3722
7.7272725,6.2147074,3723
8.74138,10.432972,3724
7.830769,5.021704,3725
7.0694447,4.6107554,3726
7.560606,8.915647,3727
6.9589043,4.4887633,3728
7.522388,7.773584,3729
7.304348,6.6579022,3730
7.397059,6.5240273,3731
6.8783784,4.9971685,3732
7.5147057,5.157783,3733
8.278688,5.6832547,3734
8.810345,7.405629,3735
7.984375,5.242531,3736
6.8133335,3.628382,3737
7.447761,5.023181,3738
8.466666,7.599269,3739
6.644737,3.4247704,3740
7.8,5.1655664,3741
7.96875,5.9239154,3742
7.0416665,6.700824,3743
5.5934067,3.9585156,3744
8.241936,5.120123,3745
8.383333,6.0528,3746
8.559322,8.18695,3747
5.770115,4.6329684,3748
6.035714,5.2835016,3749
7.873016,7.013574,3750
7.8615384,6.7593284,3751
5.7738094,7.140347,3752
5.37234,5.3295326,3753
6.0,6.775388,3754
6.4594593,7.0254154,3755
7.4848485,7.6638513,3756
6.9054055,9.428492,3757
5.6555557,5.7060614,3758
7.257143,7.1926265,3759
5.11,5.6936717,3760
6.3875,6.3176217,3761
5.696629,6.0492444,3762
5.8255816,6.232309,3763
4.712963,4.786267,3764
4.362069,5.038467,3765
4.4,3.766673,3766
4.3965516,3.9389288,3767
4.282051,4.398613,3768
5.5326085,5.777488,3769
4.4122806,3.9086306,3770
4.4955754,4.9208317,3771
5.059406,4.920802,3772
5.4891305,4.2027283,3773
5.214286,4.594251,3774
4.728972,4.100536,3775
4.9504952,4.805888,3776
6.7236843,4.838439,3777
6.392405,5.0124345,3778
6.824324,5.264255,3779
5.43617,4.707528,3780
4.92233,4.059483,3781
4.3589745,4.4384904,3782
5.1010103,4.742873,3783
3.735294,3.6886857,3784
3.4324324,3.0406306,3785
3.75,3.1963904,3786
4.031746,3.7563417,3787
3.8914728,3.9965882,3788
3.725926,3.5806675,3789
4.4347825,4.2938385,3790
4.433628,4.365748,3791
5.724138,5.059848,3792
4.0555553,4.289717,3793
4.5363636,4.821688,3794
4.5585585,4.2947373,3795
4.064516,3.928272,3796
4.9038463,4.147565,3797
4.214876,3.7816577,3798
4.5945945,3.9372976,3799
4.262712,3.8254898,3800
5.2040815,5.120904,3801
4.3418803,4.40117,3802
3.9534883,3.9313104,3803
3.6402879,3.9219127,3804
4.866667,5.4073434,3805
4.2231407,4.2024937,3806
3.8461537,3.240279,3807
4.336207,4.3190517,3808
4.258333,4.038349,3809
4.8846154,5.172612,3810
3.813433,3.6978571,3811
4.6759257,4.315838,3812
5.009804,5.1439953,3813
4.1764708,3.7024794,3814
4.855769,4.313258,3815
4.754717,4.237771,3816
3.7153285,3.799633,3817
7.0277777,5.515061,3818
5.151515,4.427562,3819
5.6853933,4.4961796,3820
5.05,4.236449,3821
4.728972,3.8586476,3822
4.572727,4.4013615,3823
5.009804,4.7206163,3824
4.2231407,4.0482373,3825
3.5244756,2.855083,3826
3.8345864,3.511914,3827
3.642857,3.4765983,3828
3.4217687,3.3824782,3829
3.5103447,3.365376,3830
3.5524476,3.404395,3831
4.1382113,4.2317524,3832
4.482456,4.415349,3833
3.9307692,4.2357244,3834
5.4946237,5.443006,3835
4.5765767,4.4611425,3836
4.2083335,4.4513965,3837
4.210084,4.1905737,3838
4.990196,5.0864973,3839
5.111111,4.5812283,3840
4.6454544,4.0554934,3841
4.517857,4.282402,3842
4.016,3.8719172,3843
4.007874,4.3606977,3844
3.561151,3.6503968,3845
3.8923078,3.7174146,3846
3.8195488,3.7453423,3847
3.4489796,3.2286634,3848
4.522124,4.446531,3849
3.5486112,3.291044,3850
4.37931,4.7573085,3851
4.535714,4.505807,3852
4.8,4.5510855,3853
4.214876,4.748565,3854
5.151515,5.3680005,3855
4.4424777,4.121899,3856
5.8554215,5.1953,3857
4.866667,6.162972,3858
4.9134617,4.7355256,3859
4.8461537,5.457474,3860
6.3625,6.389921,3861
4.4051723,6.935638,3862
5.597701,6.4673533,3863
4.980392,6.973311,3864
5.2395835,10.158889,3865
5.7586207,9.400373,3866
5.6555557,11.070643,3867
6.7236843,15.463538,3868
4.8333335,7.575869,3869
6.821918,13.328662,3870
5.964706,10.290426,3871
4.864865,8.752335,3872
6.923077,18.883087,3873
