@RELATION 'Music feature'
%rows=2
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Average distance between zero-crossings of the time-domain signal and its variance' NUMERIC
@ATTRIBUTE 'Average distance between zero-crossings of the time-domain signal and its variance' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
14.542857,11.256345,1049
14.735294,12.317632,1050
7.712121,11.616035,1051
16.1,20.932192,1052
12.717949,19.570974,1053
15.090909,19.568626,1054
8.278688,7.909594,1055
11.590909,8.883893,1056
4.6666665,4.3758597,1057
6.8783784,6.1467476,1058
9.693877,6.749767,1059
10.387755,9.133513,1060
10.06,7.744443,1061
8.824561,7.056471,1062
12.170732,7.430663,1063
11.266666,6.17306,1064
13.486486,7.7690363,1065
17.172413,7.4744115,1066
15.272727,8.272894,1067
9.181818,12.183582,1068
6.0875,8.849003,1069
7.439394,10.039511,1070
4.3418803,5.5549507,1071
5.9634147,9.398294,1072
7.7460318,9.843164,1073
15.029411,18.363142,1074
6.808219,10.335015,1075
7.0416665,7.288571,1076
5.3789473,5.7950597,1077
7.0422535,5.8729186,1078
4.980392,3.7546844,1079
4.285714,3.2361999,1080
5.080808,4.275079,1081
7.9666667,12.052616,1082
10.183674,16.036531,1083
10.5625,13.162298,1084
8.516666,9.233078,1085
7.432836,7.602482,1086
6.8783784,6.87721,1087
8.431034,7.28511,1088
8.5,10.506348,1089
8.666667,11.3942995,1090
8.767858,8.892194,1091
10.931818,8.555694,1092
11.627907,10.65096,1093
13.555555,11.691508,1094
8.839286,9.261627,1095
10.2,13.906833,1096
5.2105265,7.6720886,1097
6.9558825,10.857951,1098
9.634615,15.799256,1099
12.166667,18.257309,1100
13.368421,20.540615,1101
7.984375,13.274143,1102
9.566038,11.906094,1103
6.0963855,5.6878953,1104
7.0694447,6.334049,1105
7.567164,7.895254,1106
8.064516,5.860945,1107
8.262295,9.431203,1108
4.460177,4.317151,1109
3.9302325,3.0479019,1110
3.785185,2.2685783,1111
4.5740743,4.2168174,1112
4.97,6.071993,1113
9.75,15.040916,1114
18.185184,22.801945,1115
9.895833,15.035014,1116
7.390625,10.182118,1117
8.483334,11.825808,1118
7.183099,10.9213705,1119
12.025,19.17614,1120
22.0,29.988403,1121
14.171429,23.458761,1122
6.816901,9.840001,1123
4.754717,6.837482,1124
4.6568627,6.417646,1125
5.7356324,9.601795,1126
10.6,15.510963,1127
10.847826,17.06123,1128
19.5,26.275782,1129
9.072727,13.849653,1130
9.617022,16.302399,1131
13.638889,22.443947,1132
30.8,28.94869,1133
21.227272,23.430616,1134
18.178572,26.604315,1135
22.217392,25.81364,1136
6.6285715,9.545637,1137
10.367347,16.1064,1138
8.178572,9.490798,1139
5.7727275,8.382513,1140
5.9634147,10.737948,1141
8.193548,13.901542,1142
4.6181817,6.3072567,1143
4.961165,6.9014173,1144
6.0117645,6.501573,1145
7.2753625,7.8756347,1146
9.42,14.899785,1147
11.589744,20.424618,1148
12.414634,19.207438,1149
10.434783,17.199156,1150
9.641509,13.710063,1151
6.76,8.857148,1152
8.0161295,9.719439,1153
10.282609,11.062398,1154
9.87234,11.779204,1155
10.851064,16.330338,1156
14.970589,24.932243,1157
7.3,8.700329,1158
6.551282,9.131022,1159
6.142857,10.200222,1160
11.068182,18.617437,1161
7.3913045,12.822329,1162
14.53125,20.970194,1163
6.9315066,10.108086,1164
6.134146,5.5672436,1165
6.9589043,4.8127637,1166
10.346939,4.9468646,1167
9.641509,5.5221486,1168
8.982142,6.200493,1169
9.788462,7.267781,1170
9.807693,5.526295,1171
9.107142,5.6747518,1172
7.169014,5.855023,1173
6.0117645,7.2395873,1174
4.3189654,7.4747844,1175
2.1982758,2.618633,1176
2.301802,2.7646248,1177
5.3789473,8.22727,1178
7.3636365,11.730091,1179
4.798077,5.9474945,1180
5.151515,7.65066,1181
6.8088236,10.347289,1182
6.4342103,11.784619,1183
5.784091,9.655955,1184
5.9302325,6.58891,1185
6.341772,5.649882,1186
5.009901,3.7693264,1187
5.2395835,5.014032,1188
4.7714286,3.889564,1189
3.8421052,2.464308,1190
3.9457364,2.0809586,1191
5.151515,3.8986235,1192
10.043478,15.278511,1193
8.45,10.602554,1194
7.5,9.37848,1195
7.921875,5.5686193,1196
6.5584416,6.1927767,1197
5.9761906,4.4667454,1198
5.4615383,4.2718287,1199
9.06,17.305964,1200
10.586957,18.12466,1201
12.763158,24.088034,1202
7.0,6.308724,1203
10.767442,8.352238,1204
10.5,12.55322,1205
8.17742,10.315231,1206
7.626866,10.149385,1207
5.951807,7.7255697,1208
7.0416665,10.755409,1209
11.086957,17.010004,1210
8.673077,15.684045,1211
4.961165,8.270807,1212
3.38,3.089056,1213
4.214876,4.3942237,1214
7.5396824,11.264251,1215
10.911111,15.475891,1216
12.526316,18.407288,1217
32.6,25.008799,1218
15.125,20.562025,1219
9.132075,14.131509,1220
12.414634,16.145641,1221
12.317073,17.604654,1222
10.87234,16.354605,1223
10.595745,16.625614,1224
20.44,25.634478,1225
10.166667,15.240207,1226
11.111111,14.8506975,1227
7.2285714,6.489929,1228
11.2,10.402137,1229
12.095238,14.733845,1230
19.153847,26.07488,1231
17.807692,29.984636,1232
8.912281,11.707369,1233
9.433962,10.963937,1234
7.707692,10.357789,1235
4.8461537,7.5622663,1236
6.234568,12.649376,1237
5.677778,13.085045,1238
3.9421487,6.3353887,1239
10.229167,18.490131,1240
8.163935,10.386278,1241
9.941176,12.705428,1242
8.810345,11.607752,1243
3.35,6.2185493,1244
4.056,8.513804,1245
5.554348,8.93742,1246
7.382353,10.287099,1247
6.9452057,10.701287,1248
7.246377,10.236912,1249
5.9418607,7.961177,1250
6.468354,8.513333,1251
7.405797,9.5770235,1252
6.9452057,7.770493,1253
5.0306125,6.221185,1254
5.451613,6.441659,1255
5.8023257,7.3370986,1256
7.25,8.958032,1257
8.516666,9.3157425,1258
7.888889,9.786793,1259
7.4558825,7.2850246,1260
12.625,15.235956,1261
6.271605,7.9597945,1262
5.5326085,6.7283487,1263
6.195122,6.874199,1264
6.7105265,7.276161,1265
5.4157305,6.0369816,1266
8.466666,9.84457,1267
5.8192773,7.2679267,1268
5.2421055,5.575729,1269
6.5394735,7.5401397,1270
6.0117645,6.0827513,1271
6.2625,6.9457607,1272
9.622642,9.068349,1273
8.145162,8.149504,1274
9.788462,13.038901,1275
13.361111,19.263023,1276
11.333333,12.940891,1277
9.314815,11.419321,1278
8.241936,9.074398,1279
9.7,9.436631,1280
7.96875,9.7307005,1281
10.23913,13.711602,1282
11.133333,14.918445,1283
7.5151515,14.22891,1284
7.888889,13.574148,1285
7.6666665,12.825559,1286
7.52459,14.312217,1287
8.241936,12.338879,1288
10.645833,14.967311,1289
6.8767123,9.5026245,1290
7.405797,10.222622,1291
5.9069767,9.893183,1292
6.1084337,7.1943955,1293
5.5434785,6.4814334,1294
5.37234,8.630702,1295
9.2,10.471433,1296
8.271187,9.472226,1297
7.1408453,8.848165,1298
6.379747,8.629217,1299
7.0972223,11.530346,1300
4.9417477,6.377791,1301
5.707865,7.702622,1302
11.651163,17.689682,1303
7.8615384,9.528705,1304
9.226415,10.278465,1305
8.377049,9.12062,1306
9.75,10.748658,1307
6.972603,7.3781843,1308
6.849315,7.951344,1309
10.021739,12.553346,1310
8.666667,10.607474,1311
9.921569,11.335945,1312
10.0,10.283968,1313
8.466666,9.66862,1314
8.17742,9.188921,1315
7.3235292,8.463488,1316
8.147541,11.278641,1317
7.681818,8.896985,1318
7.951613,10.685274,1319
6.5064936,7.33365,1320
6.0,7.429342,1321
7.347826,8.345486,1322
8.047619,9.036836,1323
6.2,7.72237,1324
7.3939395,9.243964,1325
6.219512,7.9172926,1326
7.3188405,9.216389,1327
9.519231,10.106149,1328
9.74,10.941317,1329
8.245902,16.010914,1330
8.45,13.444237,1331
7.78125,10.376459,1332
8.111111,9.669312,1333
8.586206,9.936062,1334
9.107142,9.925938,1335
8.293103,9.757418,1336
13.076923,19.52301,1337
10.808511,17.533722,1338
9.444445,12.195425,1339
8.271187,10.510415,1340
9.603773,11.736638,1341
8.25,8.407586,1342
9.2,10.811441,1343
12.25,13.770893,1344
7.2647057,9.196575,1345
7.367647,8.524885,1346
8.642858,9.379744,1347
9.641509,10.524176,1348
10.346939,9.888255,1349
9.163636,8.898955,1350
6.802817,5.961425,1351
7.1408453,9.246691,1352
10.428572,11.034269,1353
8.576271,8.912386,1354
8.366667,10.712869,1355
7.6,9.2400465,1356
8.859649,9.6344385,1357
18.615385,28.033052,1358
9.6,13.410443,1359
8.946428,15.981484,1360
5.597561,10.613912,1361
6.4675326,10.379281,1362
6.0833335,8.498191,1363
4.768421,5.404584,1364
16.419355,28.904486,1365
6.4722223,12.255353,1366
9.107142,14.502067,1367
7.0277777,9.691021,1368
6.051948,9.467505,1369
7.115942,9.070635,1370
9.641509,14.235346,1371
7.8461537,11.462623,1372
5.6666665,9.346419,1373
4.4955754,6.127154,1374
4.155738,5.6829057,1375
4.4051723,5.8926873,1376
5.918605,10.796441,1377
5.4946237,9.390711,1378
4.155738,5.1692986,1379
5.4302325,9.823489,1380
4.047619,5.0660043,1381
4.350427,6.5506787,1382
4.180328,4.942317,1383
5.423913,7.1539493,1384
9.551021,16.223013,1385
8.241936,15.301998,1386
7.9375,14.922586,1387
4.736842,5.4737854,1388
5.308511,6.926708,1389
5.273684,7.1883564,1390
5.2234044,5.5947433,1391
13.888889,29.97571,1392
6.375,12.196695,1393
9.730769,21.162481,1394
6.6578946,14.314652,1395
8.344262,11.24669,1396
7.197183,10.083622,1397
10.777778,13.163736,1398
7.197183,10.078033,1399
6.278481,10.8510475,1400
4.875,6.2275558,1401
4.6454544,6.4464035,1402
4.5315313,4.6650314,1403
6.231707,9.816982,1404
5.4505496,6.6535354,1405
6.1445785,10.06022,1406
4.9134617,6.617446,1407
8.5,12.990381,1408
5.9302325,7.836692,1409
6.202532,9.482001,1410
5.382979,6.830947,1411
5.918605,10.622722,1412
10.511111,18.988443,1413
6.9444447,10.286033,1414
5.214286,7.4918323,1415
4.6055045,5.336422,1416
6.623377,8.66556,1417
5.4946237,6.595247,1418
9.761905,20.397022,1419
8.74138,16.472088,1420
7.084507,15.714663,1421
10.2,17.75162,1422
8.793103,13.900829,1423
5.6629214,8.006941,1424
5.478261,7.70725,1425
5.9753084,8.534571,1426
9.0,12.87578,1427
5.2708335,6.847261,1428
5.1616163,6.2566442,1429
4.5405407,6.5054154,1430
4.096774,5.178148,1431
6.9589043,11.118833,1432
4.5625,4.8140073,1433
5.4712644,7.456909,1434
5.6043954,6.388312,1435
5.5934067,6.7155356,1436
5.677778,7.9145827,1437
5.9302325,6.8942018,1438
6.8513513,7.6612086,1439
15.413794,26.066914,1440
11.477273,15.269531,1441
9.622642,12.753433,1442
9.290909,11.120289,1443
11.222222,13.68842,1444
11.0,11.798305,1445
11.5348835,12.839526,1446
11.288889,13.317695,1447
8.209678,12.607137,1448
6.5384617,8.874759,1449
7.0,9.64152,1450
7.967742,14.001115,1451
5.719101,7.719796,1452
8.016666,10.962803,1453
9.2,15.070019,1454
8.842105,12.777158,1455
11.272727,13.450859,1456
9.692307,12.415155,1457
8.114754,11.160672,1458
8.237288,9.301611,1459
10.829787,12.99643,1460
5.633333,6.57005,1461
6.849315,9.769496,1462
7.289855,9.677557,1463
9.290909,13.684328,1464
9.181818,13.925896,1465
11.355556,14.953491,1466
6.644737,10.393196,1467
8.311476,15.3575325,1468
7.983051,16.75192,1469
5.141414,6.5257998,1470
4.2966104,5.916523,1471
5.369565,5.8042665,1472
3.8257575,3.7345564,1473
4.180328,3.348639,1474
3.9457364,3.3718169,1475
3.762963,2.8289702,1476
4.6272726,5.270603,1477
4.4347825,4.6515646,1478
5.6444445,8.869813,1479
5.141414,8.2731285,1480
12.325,16.86622,1481
11.613636,15.003357,1482
4.6826925,6.682734,1483
10.680851,15.212126,1484
5.707865,8.522544,1485
9.9,15.712733,1486
10.630435,16.78296,1487
8.457627,10.852356,1488
5.8023257,6.986398,1489
8.810345,9.966248,1490
13.944445,11.330746,1491
12.65,14.079329,1492
10.244898,13.989107,1493
6.733333,7.91005,1494
5.6629214,6.0465307,1495
4.517857,3.905084,1496
5.151515,4.2172413,1497
4.9134617,4.7497177,1498
7.0555553,6.5973244,1499
6.76,6.0549483,1500
7.1408453,6.5591474,1501
5.3655915,4.48842,1502
6.43038,5.490345,1503
6.7105265,5.430944,1504
8.032258,6.9768457,1505
6.9054055,8.387843,1506
7.819672,12.744022,1507
6.468354,9.453197,1508
5.3020835,8.349301,1509
6.0609756,8.855682,1510
4.775701,5.0071135,1511
5.3020835,6.880104,1512
7.75,11.120083,1513
9.769231,13.084952,1514
10.2,14.495517,1515
9.089286,12.19818,1516
5.5108695,7.1070914,1517
4.1885247,4.9129004,1518
4.3418803,4.3680315,1519
4.072,3.356608,1520
3.7777777,2.0061634,1521
8.45,16.318113,1522
5.6153846,11.367748,1523
6.6363635,13.398885,1524
6.271605,10.27524,1525
5.059406,6.0784016,1526
6.8133335,8.057614,1527
6.8,8.558816,1528
6.366197,10.852714,1529
9.489796,16.390793,1530
8.610169,15.061475,1531
6.5394735,8.674586,1532
8.084745,12.6896305,1533
11.311111,17.714806,1534
10.428572,15.2302065,1535
9.490566,13.291539,1536
5.677778,8.958953,1537
5.6179776,8.408804,1538
5.6444445,9.941284,1539
6.388889,9.108232,1540
17.62069,25.222342,1541
5.5434785,5.5997148,1542
10.08,9.678513,1543
8.344262,8.704409,1544
8.095238,9.250851,1545
10.361702,10.651991,1546
16.666666,21.573647,1547
8.946428,13.824693,1548
10.723404,15.564146,1549
9.826923,10.71254,1550
9.823529,10.399295,1551
12.578947,11.864656,1552
9.791667,14.857599,1553
11.066667,18.33806,1554
7.9206347,12.492921,1555
4.7314816,4.3919253,1556
10.019608,10.953539,1557
9.596154,10.637849,1558
14.057143,13.324398,1559
9.396227,11.407279,1560
12.4,14.475496,1561
6.76,11.599816,1562
9.705882,14.229621,1563
6.9863014,10.068932,1564
7.5625,10.82225,1565
7.123077,9.798756,1566
11.536586,18.51973,1567
24.0,29.094263,1568
13.447369,19.65719,1569
9.6470585,17.854338,1570
10.1,16.430763,1571
14.166667,19.474342,1572
11.0222225,14.942094,1573
14.806452,20.560562,1574
7.0704226,11.613887,1575
6.355263,10.136832,1576
5.717647,7.3813944,1577
7.183099,9.013777,1578
8.542373,18.195103,1579
6.0117645,5.965576,1580
5.827586,5.913567,1581
8.316667,11.539052,1582
8.875,13.431124,1583
6.917808,8.126994,1584
7.671875,8.308607,1585
7.2753625,7.8498297,1586
6.231707,5.0492663,1587
6.035714,5.174218,1588
7.626866,11.084258,1589
5.677778,7.7600513,1590
7.3913045,9.599544,1591
5.3626375,5.886316,1592
4.4,4.4287596,1593
6.9305553,8.295458,1594
5.2474227,6.980135,1595
7.470588,11.03,1596
6.6666665,6.6419544,1597
6.4933333,5.945022,1598
7.0140843,7.368553,1599
8.877193,8.975738,1600
6.3589745,7.6861086,1601
7.5076923,10.850201,1602
7.712121,10.812121,1603
6.195122,7.3059263,1604
4.7714286,3.511226,1605
6.160494,4.9801006,1606
6.8,5.3191476,1607
8.095238,6.199627,1608
8.466666,6.4380813,1609
8.912281,6.3474836,1610
6.9444447,5.751543,1611
8.793103,6.5778065,1612
8.366667,6.7130885,1613
10.574468,7.16298,1614
8.706897,7.265907,1615
7.405797,7.727832,1616
7.885246,12.4875,1617
6.786667,8.406812,1618
6.121951,7.5794816,1619
4.990196,5.4205403,1620
6.8472223,8.934422,1621
5.2268043,7.1009007,1622
9.254545,14.090898,1623
5.894118,8.557107,1624
4.7314816,4.9695487,1625
5.257732,5.779948,1626
5.08,5.513039,1627
4.6055045,5.8904657,1628
4.970588,6.141239,1629
4.8846154,4.9561687,1630
5.354839,6.279588,1631
4.8080807,6.140899,1632
13.586206,24.61499,1633
8.232142,11.4844475,1634
5.8735633,7.6621246,1635
6.52,8.832304,1636
6.76,9.266196,1637
6.13253,7.260673,1638
4.9417477,6.0944433,1639
9.408163,16.599628,1640
13.394737,27.181204,1641
9.90196,18.301672,1642
11.090909,16.622572,1643
7.873016,11.737191,1644
7.984375,13.099967,1645
9.127273,14.190976,1646
7.712121,12.000966,1647
4.969697,7.4215827,1648
5.7386365,8.459119,1649
5.740741,9.780023,1650
5.11,8.383191,1651
9.32653,12.614193,1652
7.803279,9.474417,1653
7.2714286,9.271956,1654
9.285714,13.79145,1655
10.765958,16.746181,1656
10.166667,14.425575,1657
5.8117647,8.605736,1658
3.154321,2.7945516,1659
3.221519,1.9636681,1660
4.6363635,4.855601,1661
5.6896553,7.5965967,1662
7.8461537,10.6514435,1663
9.978724,15.531012,1664
13.105263,19.615768,1665
8.360656,11.765513,1666
8.169811,16.831839,1667
10.520833,19.193087,1668
18.576923,39.61466,1669
10.787234,18.846453,1670
28.571428,46.39999,1671
8.625,13.184897,1672
6.571429,7.354526,1673
7.0972223,9.829321,1674
7.984375,11.379109,1675
4.7314816,7.222145,1676
7.183099,11.102987,1677
5.590909,9.099996,1678
6.5070424,12.516888,1679
7.0571427,9.427749,1680
11.613636,12.446642,1681
9.94,12.505055,1682
10.541667,15.301087,1683
8.610169,15.895865,1684
13.447369,24.74682,1685
5.483871,6.4167337,1686
7.112676,9.350076,1687
15.90625,19.546993,1688
7.029412,11.664389,1689
5.5384617,6.90486,1690
5.357895,6.653714,1691
5.1616163,5.396795,1692
4.92,5.07874,1693
5.784091,7.1738935,1694
4.7222223,5.708722,1695
4.857143,5.097952,1696
5.2268043,6.114888,1697
5.4623656,5.09598,1698
6.623377,7.8691225,1699
5.3655915,5.0092063,1700
6.6438355,8.288249,1701
6.9166665,9.253753,1702
6.8513513,8.281667,1703
5.2474227,6.8654685,1704
5.2040815,5.7070656,1705
5.6666665,5.806127,1706
6.7733335,7.1546226,1707
5.8809524,6.1128373,1708
6.443038,7.072405,1709
7.3188405,8.555857,1710
7.5,6.565283,1711
6.219512,7.3700523,1712
6.455696,6.2212324,1713
7.9375,9.258231,1714
5.6,5.227704,1715
6.4415584,7.1377788,1716
7.7846155,8.286212,1717
6.3625,6.386008,1718
8.031746,6.807951,1719
7.7272725,6.5794573,1720
7.169014,7.7786016,1721
8.262295,9.744105,1722
11.590909,13.1655855,1723
11.068182,15.346599,1724
8.344262,8.73449,1725
6.3246756,7.9109354,1726
7.1267605,8.208428,1727
9.125,10.720578,1728
9.181818,11.4702635,1729
6.8,8.4,1730
6.4615383,8.32773,1731
5.719101,5.087965,1732
7.590909,7.8912635,1733
8.241936,8.249507,1734
7.115942,7.700059,1735
5.715909,5.1255794,1736
6.4177217,6.2127013,1737
6.551282,7.192673,1738
8.311476,8.967228,1739
10.2,11.016352,1740
6.225,7.716824,1741
8.5172415,10.743468,1742
11.021739,12.391247,1743
8.111111,9.116723,1744
6.7466664,6.1948223,1745
9.290909,10.808537,1746
6.7105265,8.202721,1747
7.530303,7.8628774,1748
8.377049,8.382582,1749
9.425926,9.140066,1750
9.576923,9.16168,1751
9.236363,9.089381,1752
9.125,10.021517,1753
9.462963,9.368412,1754
8.925926,9.599097,1755
8.516666,10.582205,1756
6.9589043,8.984673,1757
6.4177217,8.257881,1758
6.088608,6.7565064,1759
7.5074625,9.080688,1760
6.25641,7.240265,1761
7.984375,8.698944,1762
8.4,8.807572,1763
9.272727,10.530396,1764
7.242857,9.269668,1765
10.1,10.976793,1766
8.534483,9.857984,1767
7.712121,8.586044,1768
7.8615384,8.564465,1769
11.181818,12.838636,1770
10.375,12.175154,1771
8.894737,10.485888,1772
9.941176,10.256345,1773
9.462963,10.46991,1774
10.822222,10.803885,1775
9.622642,9.800321,1776
10.717391,14.323381,1777
9.74,10.552364,1778
9.941176,11.272754,1779
9.036364,9.777457,1780
11.355556,14.940111,1781
9.089286,10.122952,1782
9.226415,10.543068,1783
7.984127,11.830136,1784
6.2077923,9.37299,1785
5.609195,9.231825,1786
8.275862,14.427934,1787
6.8,10.358893,1788
4.6764708,6.655621,1789
8.377049,11.048573,1790
7.4264708,8.858888,1791
7.405797,9.79843,1792
6.7105265,8.822542,1793
7.0571427,8.318458,1794
7.0833335,9.30315,1795
5.1030927,6.2068877,1796
6.9852943,10.283471,1797
12.205129,18.562685,1798
6.0897436,10.434393,1799
6.320513,8.949278,1800
6.234568,10.413988,1801
8.111111,17.26278,1802
7.169014,9.177416,1803
8.5,14.019998,1804
16.766666,28.441381,1805
9.860465,22.679344,1806
8.964912,15.325664,1807
8.596491,15.814561,1808
9.017858,13.959752,1809
8.45,13.982638,1810
8.433333,13.989718,1811
6.1084337,7.683517,1812
5.8505745,8.259482,1813
5.6153846,9.450588,1814
5.1836734,7.0179753,1815
4.6513762,5.6623273,1816
4.233333,4.018153,1817
5.9879518,8.751584,1818
5.6022725,6.6785607,1819
6.5844154,10.508315,1820
5.7727275,8.029388,1821
6.455696,10.435817,1822
5.741573,8.662885,1823
5.6,8.20932,1824
9.48,15.883627,1825
6.35,10.510828,1826
5.1,7.022108,1827
5.707865,9.324611,1828
5.195876,6.729898,1829
5.651685,7.2143755,1830
4.544554,5.5177927,1831
11.177778,21.314877,1832
6.8378377,11.28863,1833
7.2714286,14.682275,1834
6.0,6.7055726,1835
5.134021,5.235936,1836
5.326316,6.394804,1837
5.478261,7.6775765,1838
7.183099,9.627294,1839
5.8,10.998181,1840
6.191781,9.079041,1841
12.119047,18.063646,1842
6.1358023,9.652931,1843
6.605263,10.097002,1844
7.968254,7.2636695,1845
7.5454545,8.942885,1846
7.2058825,10.35908,1847
8.266666,10.387279,1848
12.102564,13.684719,1849
9.615385,12.635654,1850
6.329114,8.204231,1851
8.295082,9.845269,1852
10.553191,14.886534,1853
5.987342,8.171413,1854
6.308642,8.287492,1855
5.382979,5.0992413,1856
5.707865,6.4096174,1857
5.0495048,5.0431333,1858
6.7466664,6.8236713,1859
7.8615384,13.831821,1860
7.197183,9.10598,1861
6.368421,7.9980955,1862
6.808219,10.76735,1863
7.7272725,9.019416,1864
6.9054055,7.3229904,1865
5.7356324,6.973612,1866
5.8735633,6.109733,1867
3.9453125,3.9712021,1868
4.6605506,4.901264,1869
5.6666665,6.8215346,1870
5.09,5.943223,1871
7.358209,9.520914,1872
9.264151,13.599599,1873
8.080646,12.043334,1874
7.5,11.904646,1875
5.9879518,9.525481,1876
7.0,10.893423,1877
5.839506,7.862172,1878
6.891892,9.652849,1879
8.288136,11.31678,1880
6.3625,6.6562824,1881
4.970588,5.702521,1882
4.866667,5.435451,1883
5.070707,5.293893,1884
6.0833335,7.6239104,1885
7.1408453,8.037405,1886
9.12963,10.704873,1887
9.641509,10.056622,1888
10.765958,9.843915,1889
9.826923,12.207692,1890
10.489362,10.178978,1891
8.360656,8.317535,1892
11.111111,16.953823,1893
11.065217,16.110222,1894
13.513514,18.087807,1895
9.471698,12.345045,1896
9.98,9.902505,1897
10.061225,9.78839,1898
9.769231,12.461658,1899
16.32258,17.695246,1900
14.055555,15.477483,1901
11.738095,11.862425,1902
12.525,13.394005,1903
8.859649,11.283335,1904
12.725,18.915585,1905
7.1285715,12.027256,1906
10.645833,17.507725,1907
9.462963,15.243351,1908
8.944445,13.247525,1909
6.120482,8.622467,1910
4.764151,5.5347137,1911
6.644737,10.540278,1912
5.882353,7.1560946,1913
6.0833335,6.8281775,1914
7.90625,7.8256764,1915
8.031746,9.287248,1916
6.5384617,7.148054,1917
7.5692306,7.107892,1918
9.351851,10.342572,1919
8.491526,9.408566,1920
7.712121,10.228844,1921
9.730769,10.396218,1922
11.111111,12.577268,1923
8.963636,8.960445,1924
11.904762,11.145807,1925
7.5625,8.774742,1926
6.783784,7.846966,1927
13.026316,15.601091,1928
9.283019,12.005309,1929
8.383333,8.047964,1930
12.04878,15.596984,1931
10.306123,13.89054,1932
10.22449,12.917739,1933
10.367347,14.41611,1934
10.104167,19.772919,1935
15.25,29.019236,1936
9.807693,19.667465,1937
9.787234,22.153177,1938
16.733334,30.135178,1939
12.25,19.355555,1940
8.833333,13.981138,1941
7.362319,16.12359,1942
4.015873,10.313333,1943
5.3956046,14.003044,1944
5.6941175,14.314142,1945
8.618182,18.225348,1946
12.384615,16.5322,1947
8.892858,11.123782,1948
10.12,14.042279,1949
10.642858,13.352049,1950
7.639344,13.192189,1951
12.918919,23.398289,1952
15.59375,19.87124,1953
7.597015,11.804451,1954
6.455696,8.891466,1955
5.4731183,7.0139513,1956
6.4177217,11.229039,1957
4.6857142,6.2553816,1958
5.7386365,8.73537,1959
5.5434785,7.881477,1960
4.728972,7.428878,1961
6.2739725,8.72606,1962
9.584906,15.729355,1963
6.9589043,10.240182,1964
6.720588,9.004648,1965
6.8450704,9.649707,1966
6.5921054,8.175988,1967
10.367347,13.98205,1968
11.883721,13.71336,1969
7.78125,13.665043,1970
3.337931,5.6717334,1971
2.9479768,4.6610746,1972
2.5247524,4.418893,1973
2.407583,2.9857068,1974
3.6717558,5.7311826,1975
6.891892,10.961317,1976
7.4852943,10.57674,1977
6.9130435,11.388704,1978
8.440678,11.457026,1979
14.848485,22.310646,1980
9.86,17.889673,1981
6.6710525,6.8774767,1982
8.015873,8.489942,1983
7.551724,8.132889,1984
9.725491,9.511765,1985
10.2,8.388086,1986
7.5555553,6.756015,1987
7.567164,6.613473,1988
7.919355,10.557521,1989
10.5625,18.507776,1990
10.204082,12.027145,1991
7.661017,20.882732,1992
4.173913,11.035327,1993
6.1168833,14.231823,1994
3.6043165,5.7697034,1995
9.125,13.608115,1996
14.133333,28.651625,1997
10.26087,17.75122,1998
15.625,23.870419,1999
25.88889,28.286016,2000
25.5,40.09676,2001
11.136364,18.70293,2002
9.425926,13.671546,2003
5.7954545,9.144247,2004
12.666667,19.642641,2005
8.5,12.715476,2006
6.231707,8.743359,2007
7.19403,11.574856,2008
8.45283,11.256136,2009
16.9,11.841594,2010
9.634615,11.457327,2011
14.6,18.92119,2012
12.219512,14.014822,2013
31.125,22.682247,2014
8.298245,12.674003,2015
8.111111,12.671818,2016
7.7213116,12.653168,2017
14.428572,23.47191,2018
11.272727,20.22528,2019
8.538462,13.841773,2020
7.5820894,12.393003,2021
4.980392,7.138655,2022
5.898734,10.34542,2023
5.909091,12.441219,2024
3.5664337,8.113323,2025
4.288288,11.88639,2026
7.2786884,18.583557,2027
8.833333,17.126707,2028
22.217392,23.627464,2029
10.0,12.493198,2030
10.723404,15.01163,2031
8.644068,12.049,2032
9.941176,16.312407,2033
9.461538,20.45614,2034
8.603448,17.448387,2035
8.095238,9.915059,2036
9.107142,10.646392,2037
14.823529,27.180737,2038
17.714285,26.244534,2039
16.933332,22.643518,2040
34.846153,31.556656,2041
21.391304,23.23367,2042
10.87234,12.94607,2043
10.163265,13.051463,2044
8.810345,14.014102,2045
10.16,14.629231,2046
12.35,15.084015,2047
14.941176,19.297884,2048
8.542373,6.7706294,2049
8.5,9.399468,2050
7.3913045,12.6951065,2051
13.459459,17.225994,2052
11.0,18.273287,2053
10.765958,12.102774,2054
20.0,25.438553,2055
27.82353,31.295998,2056
8.964912,10.938368,2057
8.047619,11.070379,2058
8.947369,9.632586,2059
7.8153844,10.952895,2060
6.1375,6.230457,2061
11.311111,17.683416,2062
8.448276,7.6116347,2063
7.597015,8.224571,2064
8.5,8.59748,2065
13.157895,10.656173,2066
12.75,10.263406,2067
10.520833,11.530737,2068
20.4,12.9367695,2069
20.708334,19.346575,2070
8.767858,8.952236,2071
8.591837,15.076564,2072
16.185184,23.73002,2073
13.193548,20.261866,2074
10.06,13.480965,2075
11.690476,20.388475,2076
8.767858,9.910296,2077
7.8461537,10.90269,2078
17.62069,27.052202,2079
44.909092,53.06849,2080
42.166668,39.395077,2081
44.272728,38.86361,2082
40.916668,40.025948,2083
20.869566,30.916864,2084
7.214286,9.072554,2085
7.621212,13.05323,2086
