@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.88496083,0.10557396,2.7700976E-4,3.5150122E-5,342
0.9862006,0.01181814,3.929244E-5,3.190298E-6,343
0.999604,2.6513293E-4,4.1231364E-5,4.3935092E-6,344
0.91789305,0.07429177,2.8305693E-4,2.8472276E-5,345
0.73657894,0.21947303,0.004621716,1.5720914E-4,346
0.43625623,0.5286007,0.010640214,2.5728648E-4,347
0.6802009,0.26267108,0.004400383,2.465994E-4,348
0.91004413,0.086569466,5.667364E-4,6.176561E-5,349
0.9842486,0.013759472,9.599846E-5,4.0513078E-5,350
0.9997611,1.2731875E-4,1.0011283E-5,6.0198295E-6,351
0.99792916,0.0017813786,1.3744114E-4,7.002174E-5,352
0.57586735,0.41391364,0.0050792373,2.2396717E-4,353
0.4135145,0.5462922,0.00871752,4.5359947E-4,354
0.8482664,0.14301595,0.0022186998,1.422609E-4,355
0.9133909,0.07959364,1.7780719E-4,3.528969E-5,356
0.99360937,0.005693196,5.0105333E-5,2.474917E-6,357
0.9997708,1.7365803E-4,2.1026744E-5,5.760771E-6,358
0.92697024,0.067962915,5.1293033E-4,4.0579853E-5,359
0.7627207,0.2044252,0.0050585694,1.9463676E-4,360
0.47955307,0.48473632,0.007079266,2.9177664E-4,361
0.6499029,0.28381708,0.004102587,2.6293323E-4,362
0.8702196,0.12559544,0.0011104324,2.5819163E-4,363
0.9850559,0.01274239,0.0010650896,8.069068E-4,364
0.9964759,0.001742916,2.2625967E-4,0.0014857611,365
0.9954462,0.002778334,4.9499114E-4,0.0012079739,366
0.86713386,0.124306515,0.0026262715,7.718908E-4,367
0.9130391,0.07076686,0.010734895,0.0030951044,368
0.9143813,0.061701916,0.019298669,0.002943715,369
0.9409425,0.033274993,0.012184185,0.002648531,370
0.80761755,0.116559386,0.05123801,0.00985513,371
0.7483639,0.118897885,0.07617966,0.017601633,372
0.7947667,0.08096822,0.042419665,0.016929416,373
0.86008674,0.07543898,0.045360614,0.012991333,374
0.8442498,0.09281462,0.048593372,0.0105684595,375
0.88064754,0.08361198,0.021164788,0.009578983,376
0.7773535,0.13670251,0.044844203,0.029285172,377
0.813542,0.108347,0.03825784,0.034549132,378
0.7808818,0.10118299,0.05102288,0.06616442,379
0.72540987,0.09306022,0.06261407,0.11275603,380
0.8543417,0.1035589,0.021008803,0.009907248,381
0.92232853,0.065045916,0.008258496,0.0019794009,382
0.84189034,0.11121788,0.039589826,0.0060717626,383
0.8753166,0.1031574,0.016608771,0.004182191,384
0.88181394,0.07935806,0.026245993,0.007857736,385
0.7840943,0.15349938,0.05326799,0.0071639325,386
0.76979965,0.1748905,0.045000304,0.009071898,387
0.73505116,0.2016332,0.049946565,0.010046177,388
0.8388883,0.112019084,0.04047589,0.0055427905,389
0.78307956,0.16767685,0.033310663,0.011086842,390
0.83387446,0.122518025,0.032054156,0.009582756,391
0.78217834,0.16304474,0.030316463,0.009287049,392
0.9316861,0.05118077,0.013494482,0.0031883416,393
0.8425995,0.121231966,0.018008374,0.0072724014,394
0.87067956,0.09951126,0.020158598,0.0014222526,395
0.91867864,0.047835473,0.020369727,0.0028693706,396
0.8350856,0.12351535,0.02968178,0.0060800705,397
0.8568747,0.08541226,0.029332124,0.005182574,398
0.8512134,0.11065873,0.01984696,0.003512115,399
0.789669,0.15512766,0.015281621,0.005349816,400
0.80829245,0.15998101,0.021181637,0.00312046,401
0.91661066,0.06268394,0.0139286565,0.0029787698,402
0.94622,0.04501253,0.0068387184,0.0015991351,403
0.8986214,0.07891154,0.011041489,0.007654856,404
0.8408205,0.12311861,0.020944534,0.013934009,405
0.8566432,0.1080421,0.019202886,0.008270399,406
0.86202234,0.119771466,0.011270454,0.002235092,407
0.79461277,0.16911823,0.014864815,0.002418897,408
0.9124062,0.07280342,0.010607352,0.0032712284,409
0.8890436,0.090788424,0.013111638,0.0032659918,410
0.82941496,0.1393326,0.023804903,0.005011316,411
0.6866051,0.2719716,0.032099277,0.005448775,412
0.681678,0.28709316,0.01672825,0.005209511,413
0.7173411,0.25995943,0.012651846,0.0024661925,414
0.81931126,0.16229561,0.009514399,0.0030981563,415
0.6941603,0.269363,0.020763738,0.006677504,416
0.76123196,0.20727105,0.021561857,0.0061868797,417
0.81806004,0.15583117,0.02228809,0.0029802122,418
0.9197156,0.068059415,0.00959807,0.0023844128,419
0.87643117,0.09717916,0.016870879,0.0027681652,420
0.7768834,0.17467122,0.018788321,0.0040068743,421
0.89774525,0.06577181,0.022275401,0.0036061138,422
0.89665765,0.09192277,0.007084137,0.0022059986,423
0.9140971,0.074937105,0.0059831813,0.0014007776,424
0.8389004,0.14593866,0.011012344,0.0021811356,425
0.850934,0.12548354,0.01581458,0.0025729379,426
0.8849434,0.09340463,0.016701316,0.0016632559,427
0.88828987,0.098580904,0.011341021,0.0013349341,428
0.7618553,0.2002556,0.019180954,0.0032296893,429
0.9068198,0.07787684,0.0065568313,0.0012528626,430
0.89859897,0.08818693,0.009236124,0.0010055853,431
0.9264067,0.062207643,0.0074149244,0.0011153889,432
0.8086152,0.17076194,0.012841637,0.003058675,433
0.8668521,0.09147641,0.008313881,0.0017259045,434
0.8393017,0.13546185,0.012592433,0.0015595393,435
0.84717417,0.13391079,0.011946796,0.0033196665,436
0.84923583,0.08619187,0.052782524,0.010522615,437
0.6548736,0.1784775,0.1180664,0.015408978,438
0.80549896,0.13146435,0.04980725,0.009248353,439
0.6364101,0.28266436,0.054246075,0.015911454,440
0.6278329,0.25439873,0.09449358,0.01516591,441
0.69026875,0.21716921,0.077106446,0.013459877,442
0.8542301,0.119275406,0.019953385,0.0031508398,443
0.83167154,0.13754626,0.02313959,0.0042886185,444
0.8485486,0.124478675,0.019390684,0.0033289604,445
