@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE 'Sub-band energy ratio' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.8921313,0.09025789,0.0143509125,0.0028066358,958
0.92368114,0.05687145,0.011513497,0.005726642,959
0.9048932,0.06773502,0.018930089,0.006544226,960
0.8455943,0.11358396,0.022826072,0.0082561085,961
0.7508695,0.19264989,0.032776076,0.015505355,962
0.7447163,0.20809053,0.025778841,0.009786147,963
0.76819474,0.18727352,0.024616709,0.014275694,964
0.7070426,0.21688606,0.02443481,0.01041133,965
0.8932989,0.073635235,0.020385135,0.008129812,966
0.87590504,0.09768098,0.0098711355,0.009930404,967
0.7497934,0.16552271,0.025522845,0.010527114,968
0.8353092,0.13233304,0.021318285,0.0060315444,969
0.8566664,0.11123795,0.011730216,0.0060211346,970
0.77064425,0.1983793,0.019816056,0.007026949,971
0.8508452,0.11937255,0.02011274,0.003995179,972
0.90388036,0.07438096,0.008787916,0.004571043,973
0.9112114,0.07598391,0.0070887315,0.002916971,974
0.8913891,0.089310005,0.011988989,0.0053253067,975
0.84261525,0.13414377,0.016007934,0.0045730253,976
0.8336949,0.14511168,0.012438366,0.00556067,977
0.90466636,0.07118915,0.012553789,0.0051450073,978
0.92207056,0.05734594,0.012412841,0.0025475093,979
0.94565725,0.041430358,0.0065788645,0.0040963027,980
0.7950144,0.16918944,0.016791046,0.0062691653,981
0.7770984,0.16917488,0.01730425,0.0074513135,982
0.7642538,0.21086657,0.014193436,0.009295055,983
0.76060486,0.21362028,0.008127953,0.006528631,984
0.84694326,0.1344691,0.012398287,0.00452182,985
0.88947296,0.09025701,0.016110478,0.002810492,986
0.87744373,0.101520345,0.013310398,0.0053199395,987
0.8721901,0.09329224,0.022576094,0.0052174074,988
0.82456076,0.12915252,0.029483994,0.007456877,989
0.7592786,0.17561845,0.03737793,0.019745553,990
0.81758875,0.13897285,0.025228089,0.0126032615,991
0.7403506,0.20506778,0.017492639,0.009113718,992
0.90139365,0.07833141,0.011379487,0.0046212203,993
0.88325065,0.08433058,0.023585299,0.0047861626,994
0.9226746,0.06302861,0.009708676,0.0020689024,995
0.9346182,0.05068132,0.005715557,0.0017680222,996
0.8992899,0.07768054,0.010888305,0.0033203692,997
0.95640594,0.03349411,0.0051702685,0.002177779,998
0.9064978,0.07492004,0.011628358,0.0026750136,999
0.85200053,0.13001814,0.01244529,0.0053916792,1000
0.9117507,0.06711919,0.01204296,0.0055512716,1001
0.82777524,0.13309526,0.029854354,0.0049102483,1002
0.9015552,0.06735113,0.021935044,0.008456327,1003
0.8694819,0.087161675,0.021042088,0.016295273,1004
0.8474827,0.09831539,0.031509783,0.0151577,1005
0.87123424,0.09810073,0.02056558,0.008433349,1006
0.90790194,0.06780141,0.01756332,0.003093858,1007
0.96452725,0.022410091,0.0053671687,0.0023192856,1008
0.9096124,0.06745752,0.0120048355,0.003698328,1009
0.9660353,0.02028882,0.0070108306,0.002067956,1010
0.94843686,0.028240908,0.011419861,0.005665454,1011
0.8709868,0.09489333,0.013474243,0.0031049293,1012
0.7921244,0.18357609,0.015255308,0.0036702666,1013
0.8784541,0.07793246,0.016835697,0.0032438934,1014
0.9279382,0.056749605,0.0071036816,0.003908896,1015
0.87875026,0.09970019,0.016788952,0.004514338,1016
0.887791,0.08547799,0.017886136,0.008285182,1017
0.86577076,0.09126769,0.029990396,0.007456416,1018
0.7717376,0.1971699,0.021055218,0.0062182783,1019
0.89409155,0.07417126,0.02215663,0.005424737,1020
0.9325944,0.0479853,0.01065868,0.0062486576,1021
0.9201152,0.06069479,0.011093989,0.0075247735,1022
0.8921063,0.092948236,0.009869651,0.004334855,1023
0.9014366,0.06503922,0.019589392,0.0137300445,1024
0.8011618,0.10386575,0.070674755,0.019921375,1025
0.8229418,0.11162664,0.009848649,0.00510963,1026
0.54708225,0.41099635,0.014058958,0.0060294573,1027
0.8427857,0.09934667,0.007809252,0.0013306926,1028
0.8046431,0.16889887,0.019642202,0.006023369,1029
0.7208515,0.19574493,0.06394775,0.008194018,1030
0.8618046,0.10497463,0.024151366,0.0071216314,1031
0.8617755,0.1127306,0.014795024,0.0059214015,1032
0.82524544,0.13369188,0.02801229,0.00790981,1033
0.8775371,0.076008104,0.03469472,0.0043678703,1034
0.8580374,0.07486691,0.038654827,0.0075440244,1035
0.8540543,0.06904484,0.053338964,0.003370315,1036
0.9256111,0.041042786,0.019899942,0.007825824,1037
0.8343827,0.13319889,0.023480535,0.007176052,1038
0.79222345,0.13013594,0.06794018,0.007969387,1039
0.9554259,0.028886432,0.013516185,0.0019763706,1040
0.89441663,0.08606128,0.015831836,0.0020373717,1041
0.89901054,0.08053224,0.01474427,0.003380542,1042
0.8774701,0.09267059,0.022382054,0.0034471662,1043
0.7991273,0.11963064,0.06880406,0.010207621,1044
0.8170789,0.1047671,0.056899667,0.020254945,1045
0.8759583,0.075409815,0.038310416,0.009123619,1046
0.8887218,0.07580541,0.024961667,0.009041052,1047
0.8827561,0.09713576,0.012539762,0.001770691,1048
0.94449216,0.04406031,0.008627378,8.3016104E-4,1049
0.96772665,0.023072895,0.0069578486,8.1721524E-4,1050
0.9387453,0.029501125,0.029405063,0.0015514886,1051
0.9566054,0.020770997,0.019048728,0.0030168549,1052
0.9750341,0.012557946,0.009165259,0.0031672257,1053
0.97045237,0.017467527,0.009621343,0.002245344,1054
0.9225617,0.06168053,0.012336408,7.255756E-4,1055
0.9329951,0.061596278,0.0032312027,8.3267404E-4,1056
0.71733874,0.26456752,0.011704606,0.0024987007,1057
0.8741744,0.11713528,0.004619438,0.0018822999,1058
0.94088995,0.050462317,0.0051642926,0.0021925266,1059
0.95944315,0.030880036,0.006755726,0.0021281727,1060
0.9385178,0.054549973,0.0043311487,0.0017395304,1061
0.9025942,0.091713116,0.0018854982,0.001664807,1062
0.9366486,0.057188313,0.0019742902,5.6841783E-4,1063
0.95698816,0.037253596,0.002923061,5.851087E-4,1064
0.9852367,0.01147236,0.002698375,5.286933E-4,1065
0.98710704,0.009201938,0.0031097936,2.0137762E-4,1066
0.9894402,0.0074623446,0.0021816355,2.4497765E-4,1067
0.9239241,0.055447504,0.01652252,0.0025278197,1068
0.9233674,0.05343852,0.017250588,0.0053278604,1069
0.8581575,0.113941975,0.021476757,0.0057466603,1070
0.7181397,0.22662331,0.031082613,0.011882663,1071
0.7813173,0.19944409,0.010952351,0.0054178047,1072
0.88028216,0.1024644,0.012716351,0.0034572522,1073
0.9527419,0.030569786,0.0078059044,0.008108941,1074
0.9023003,0.08523338,0.008203234,0.0023243346,1075
0.8176597,0.15825,0.004227293,0.0010592018,1076
0.7981167,0.1819666,0.006033873,0.0016965979,1077
0.8777959,0.11366412,0.003374625,0.0016688496,1078
0.6598814,0.3201915,0.008409684,0.0020742158,1079
0.37152964,0.595869,0.008089031,0.0026395614,1080
0.66476494,0.28728178,0.010390062,0.004315604,1081
0.8836636,0.10893551,0.004684885,0.0018759748,1082
0.9435071,0.053307515,0.0023411682,4.744811E-4,1083
0.930464,0.066541046,0.0020028846,5.4235134E-4,1084
0.86789554,0.10915066,0.0012369931,2.7990533E-4,1085
0.8612881,0.1346518,0.0015732503,4.1988652E-4,1086
0.8212088,0.1481527,0.002694288,3.784175E-4,1087
0.9099409,0.08482098,0.0020745865,9.629906E-4,1088
0.91504955,0.06645883,0.0126141,0.0011942683,1089
0.93397945,0.059427332,0.003100231,0.0012824046,1090
0.93200374,0.05985957,0.0017084916,9.306301E-4,1091
0.9610454,0.036169827,0.001656788,5.2462355E-4,1092
0.9518929,0.045524053,0.0012249303,6.757884E-4,1093
0.97304505,0.024693629,0.0016544925,4.6593175E-4,1094
0.9468665,0.048890516,0.0030744877,7.8062917E-4,1095
0.9309938,0.050456446,0.011930537,0.006408733,1096
0.8592155,0.08810385,0.03909776,0.010094106,1097
0.91735256,0.060517386,0.012190854,0.008192679,1098
0.9512982,0.029982792,0.014449681,0.0028144675,1099
0.9641045,0.021334229,0.011428481,0.0022546898,1100
0.96534896,0.021619678,0.0106208725,0.002221944,1101
0.85019964,0.114087634,0.0030820703,0.0013484235,1102
0.88301325,0.10907092,0.005501641,9.671322E-4,1103
0.8854506,0.09419701,0.004158659,9.2807284E-4,1104
0.7746587,0.2115369,0.00478976,8.331661E-4,1105
0.81469595,0.14159769,0.002054157,8.333608E-4,1106
0.8861685,0.08854915,0.0010807265,3.423039E-4,1107
0.75981206,0.21043023,0.0030928443,4.4981934E-4,1108
0.5766568,0.40036067,0.009120122,0.009844582,1109
0.6610326,0.3041251,0.019298932,0.009211622,1110
0.29317638,0.67469543,0.0056506693,0.003131207,1111
0.5675299,0.42270154,0.002709509,0.0016638788,1112
0.6874063,0.3040798,0.0045452714,0.002213049,1113
0.8732896,0.12240612,0.0022291713,0.0012312626,1114
0.9475074,0.050288096,0.0013372116,6.588219E-4,1115
0.89270467,0.100523904,0.0024891337,0.002105818,1116
0.837555,0.15050954,0.0050969855,0.0028301177,1117
0.8294155,0.16633004,0.0021102712,0.0011326533,1118
0.80536795,0.18602273,0.0063760974,0.0013509804,1119
0.89233947,0.099078275,0.0066670855,0.0016300541,1120
0.9942397,0.0038388479,9.1217784E-4,5.300786E-4,1121
0.9222135,0.06784957,0.0016419044,9.1174984E-4,1122
0.8779949,0.067055136,0.04424999,0.010633555,1123
0.7474251,0.10787544,0.11028521,0.019619886,1124
0.757837,0.14780456,0.07595083,0.014269605,1125
0.87530166,0.08643214,0.02353887,0.0101680895,1126
0.97207826,0.016410219,0.0075123413,0.0032328535,1127
0.959667,0.016307194,0.018402927,0.004213254,1128
0.976063,0.018867277,0.0033392585,0.0010793055,1129
0.9492865,0.04499562,0.004295787,8.323233E-4,1130
0.9157377,0.07885057,0.0030878494,0.0012644018,1131
0.984241,0.01355809,0.0017047051,4.36489E-4,1132
0.9747842,0.020937864,0.0014750967,3.1044031E-4,1133
0.992554,0.005914341,0.0011982529,2.5257713E-4,1134
0.99628466,0.002640431,7.176331E-4,3.379314E-4,1135
0.99828637,0.0010990936,4.311764E-4,1.7131324E-4,1136
0.8646498,0.11776364,0.009478627,0.003953833,1137
0.9233833,0.0686026,0.0039959503,0.0016268772,1138
0.9157865,0.07590457,0.002540371,0.0015110681,1139
0.73807025,0.20383579,0.008594297,0.0013960166,1140
0.7891168,0.20444316,0.0021765316,9.833727E-4,1141
0.80911493,0.15643218,0.0013404461,2.1404492E-4,1142
0.56616765,0.41312855,0.008963388,0.009842255,1143
0.6943986,0.26070446,0.02293952,0.0054111723,1144
0.7773701,0.1763075,0.006147576,0.0017239318,1145
0.8585851,0.1266974,0.005886072,0.0044024633,1146
0.90162176,0.0833773,0.0025371143,0.0032600712,1147
0.9227099,0.07082372,8.6909014E-4,8.942531E-4,1148
0.9475111,0.043802287,0.0015534705,9.749236E-4,1149
0.87278706,0.08227497,0.030846119,0.012849119,1150
0.9438593,0.033493467,0.01430379,0.0030309963,1151
0.93092996,0.050139137,0.011619247,0.004642486,1152
0.8921164,0.07413083,0.019203145,0.00798072,1153
0.96761495,0.016718946,0.010333422,0.0025367958,1154
0.97392935,0.013815282,0.010945749,0.0012529448,1155
0.9678813,0.016362274,0.012141788,0.003286357,1156
0.9734127,0.017840285,0.0058654207,0.0024415653,1157
0.9001565,0.09430918,0.004218805,0.0012777433,1158
0.7791072,0.21136172,0.006415205,0.0017770916,1159
0.7964013,0.16900314,0.018721893,0.0075538247,1160
0.86532575,0.12516628,0.003505086,9.897451E-4,1161
0.9269932,0.060111485,0.008274506,0.0019764046,1162
0.9500421,0.04199296,0.0048598405,9.1027375E-4,1163
0.89932984,0.06961191,0.009974511,0.009310388,1164
0.78656256,0.20230895,0.0040824204,0.001648597,1165
0.89809483,0.094062835,0.0018067412,0.0012231226,1166
0.9405295,0.055466924,9.2946546E-4,5.8330054E-4,1167
0.9707029,0.02483779,0.0017923646,0.002116081,1168
0.97220105,0.020047668,0.0016700276,0.0013743896,1169
0.977963,0.014580325,0.0027842915,0.0019317372,1170
0.98004365,0.013356192,0.0043893266,0.0016149367,1171
0.9185236,0.075663164,0.0027919104,0.0015564539,1172
0.8121911,0.17322263,0.006957439,0.0031276299,1173
0.8705563,0.09918855,0.013530039,0.005629602,1174
0.8401296,0.06503843,0.0858129,0.005337639,1175
0.35565567,0.08159501,0.4886911,0.0695459,1176
0.4137538,0.11981974,0.43909043,0.026621893,1177
0.80878115,0.09092668,0.08721593,0.009355759,1178
0.91765434,0.056085646,0.017156884,0.0072462703,1179
0.8436307,0.1354642,0.012363546,0.0075297533,1180
0.82643193,0.13002764,0.034169376,0.006705444,1181
0.8911277,0.050966166,0.039110936,0.01672779,1182
0.89542395,0.055475358,0.036494974,0.011895581,1183
0.95771784,0.024379143,0.014320179,0.0026729333,1184
0.82603717,0.12946336,0.0085855,0.004624465,1185
0.84348994,0.11981947,0.0045370217,0.0027434682,1186
0.79263145,0.18507604,0.0067321016,0.0023573504,1187
0.8289105,0.13623756,0.007575242,0.0015522327,1188
0.72891116,0.2314192,0.004877151,8.868215E-4,1189
0.5785329,0.40191945,0.008845037,0.0016398268,1190
0.5682191,0.4110415,0.005035684,0.0020492051,1191
0.73118716,0.22567283,0.0054636155,0.0020567116,1192
0.94660205,0.04872044,0.002299484,0.0018654619,1193
0.87306845,0.113522336,0.0055790483,0.0025495926,1194
0.8994451,0.09590697,0.0017834646,9.817645E-4,1195
0.85402584,0.13614665,0.0017631146,0.001223477,1196
0.7767943,0.21456781,0.002183007,0.0012536834,1197
0.8112394,0.18524477,0.0015479544,0.0010052815,1198
0.7868961,0.17891245,0.016629394,0.0058796336,1199
0.9429232,0.049091678,0.0048963698,0.0011216943,1200
0.9644921,0.03064011,0.0038745077,8.016282E-4,1201
0.98176014,0.014781863,0.0020531646,3.4788644E-4,1202
0.94611615,0.04238194,0.008471504,0.0012644469,1203
0.97896403,0.016853733,0.001312587,3.5771573E-4,1204
0.9139304,0.08327549,0.0018588406,6.4471265E-4,1205
0.89237875,0.08439157,0.017897528,0.0017714977,1206
0.9379482,0.045999747,0.010426831,0.004667695,1207
0.9052222,0.048790783,0.036183618,0.0058772,1208
0.84314257,0.090966664,0.050263,0.011216187,1209
0.9059132,0.05751936,0.027296016,0.0067455363,1210
0.9062213,0.04004845,0.038078837,0.013655733,1211
0.74180925,0.20314308,0.033110354,0.017775772,1212
0.42734692,0.48352906,0.060820892,0.01565966,1213
0.63884765,0.29923773,0.047066525,0.0070660617,1214
0.85417074,0.13195735,0.008279288,0.0015731134,1215
0.8937163,0.10062652,0.0017478587,0.0010042978,1216
0.8864752,0.106985286,0.002587584,0.0013022957,1217
0.99208224,0.0069058817,5.4362824E-4,4.1489338E-4,1218
0.9312599,0.05309446,0.0032577154,0.0018438108,1219
0.8705067,0.11966757,0.0031860454,0.0026879879,1220
0.89925873,0.09460853,0.0027560184,0.0032340162,1221
0.91538674,0.074765116,0.0028369592,0.0034943703,1222
0.90760314,0.08606628,0.0036852167,0.002627654,1223
0.9736823,0.021208152,0.0025316393,0.0012489201,1224
0.99100363,0.0048214737,0.0021613603,0.0019433034,1225
0.9585147,0.03151491,0.0060251155,0.003591386,1226
0.93330073,0.060884938,0.00293224,0.001164068,1227
0.94117606,0.054123323,0.0028021846,0.0015233764,1228
0.96214646,0.033435293,0.002947662,0.0011630694,1229
0.964828,0.031751167,0.0010503533,4.5100923E-4,1230
0.9908845,0.004148987,0.0022354822,0.0024068486,1231
0.9854479,0.0038973598,0.006255508,0.004182927,1232
0.9295418,0.056232236,0.011417695,0.00249577,1233
0.9386699,0.03987964,0.012554998,0.0075384164,1234
0.9203716,0.05546081,0.012631035,0.011102005,1235
0.8756884,0.062853724,0.041439895,0.01807737,1236
0.92079836,0.053317606,0.016851332,0.008548387,1237
0.79327005,0.11888893,0.0506115,0.037000004,1238
0.59983945,0.23372012,0.119294934,0.041206945,1239
0.90760577,0.0670997,0.016381958,0.008171699,1240
0.8889354,0.08817587,0.01240709,0.006400029,1241
0.96748346,0.018760437,0.007295789,0.006066631,1242
0.9398185,0.03946124,0.011319715,0.0071949246,1243
0.552388,0.21597011,0.13712081,0.08834875,1244
0.5734725,0.19163416,0.095016025,0.1340794,1245
0.8468073,0.08058706,0.031278428,0.035233665,1246
0.8536904,0.10898039,0.025514523,0.00936338,1247
0.8219002,0.13622934,0.026495453,0.0061920187,1248
0.9077246,0.066566154,0.020795265,0.0021673073,1249
0.8058259,0.15344626,0.023595594,0.00882018,1250
0.8724088,0.08377121,0.030424902,0.009737683,1251
0.8945745,0.07213263,0.01753206,0.00497631,1252
0.86199576,0.10578409,0.023325173,0.00529256,1253
0.8606939,0.09375734,0.027751312,0.010503077,1254
0.80747414,0.14217366,0.031875543,0.012869153,1255
0.82642496,0.1450241,0.01734073,0.0065495158,1256
0.89917517,0.06907624,0.023977565,0.0061215917,1257
0.9270467,0.05120157,0.017355248,0.0026903318,1258
0.91641444,0.059569653,0.014645876,0.008550119,1259
0.8351844,0.14007011,0.018164407,0.0052233688,1260
0.95127386,0.03602612,0.008930631,0.0033042096,1261
0.9058127,0.059677523,0.02699131,0.006765558,1262
0.8498514,0.099707745,0.02526765,0.021968909,1263
0.85581434,0.10669949,0.024579866,0.009967222,1264
0.8533077,0.095280536,0.034459196,0.016399281,1265
0.8350114,0.12789147,0.012434536,0.0094682565,1266
0.8823235,0.09341046,0.015246174,0.0059443777,1267
0.87179995,0.0887765,0.023384362,0.009093094,1268
0.8363911,0.13858369,0.011783173,0.010059636,1269
0.8494856,0.124953076,0.016494846,0.007869401,1270
0.82027924,0.15363094,0.015936892,0.0074303662,1271
0.83411163,0.13862172,0.015261128,0.008618079,1272
0.8626594,0.12539941,0.0061803795,0.0041693808,1273
0.8738839,0.1124086,0.007347156,0.005859033,1274
0.9442214,0.0440279,0.006810474,0.0025704347,1275
0.96206635,0.032786008,0.0033571438,0.001096227,1276
0.9257719,0.061031435,0.007061937,0.0025890756,1277
0.8668057,0.115799434,0.006967267,0.004356613,1278
0.9560752,0.034745883,0.0052505163,0.0026857888,1279
0.9184714,0.06762104,0.009228404,0.0034467434,1280
0.8805076,0.10128367,0.013002373,0.003576014,1281
0.9500434,0.038798627,0.006328452,0.002062997,1282
0.9282484,0.06084789,0.006353628,0.0022296924,1283
0.95461977,0.032985937,0.00465503,0.0030742509,1284
0.85847855,0.1100357,0.018025476,0.0074208947,1285
0.8766473,0.100368895,0.013942872,0.0030722406,1286
0.93504465,0.056601577,0.00659558,0.0011449793,1287
0.92173415,0.055039693,0.0068388227,0.0024531907,1288
0.9273718,0.0530823,0.010099028,0.0044646873,1289
0.9244744,0.05031607,0.015554466,0.006844682,1290
0.8923944,0.06755384,0.024200186,0.009521344,1291
0.8718811,0.09299669,0.022427961,0.010311945,1292
0.77244407,0.16252558,0.022719529,0.009961049,1293
0.7458423,0.19769056,0.031719875,0.023870781,1294
0.8490958,0.09887633,0.027548278,0.023110257,1295
0.9390585,0.043577116,0.0071892827,0.0050944015,1296
0.9432746,0.041693185,0.008660905,0.0057530073,1297
0.9395455,0.042731952,0.010028161,0.0065676016,1298
0.8698088,0.07888791,0.034128357,0.010881444,1299
0.87360686,0.085094064,0.032630995,0.005294609,1300
0.7793711,0.18050374,0.028524451,0.0063696015,1301
0.859922,0.09708181,0.023958093,0.007761784,1302
0.95669734,0.035248604,0.005120043,0.0013858539,1303
0.9160358,0.06749799,0.008181342,0.0060912296,1304
0.9262137,0.062332857,0.005470917,0.0036496795,1305
0.89291185,0.09040255,0.008879744,0.004577939,1306
0.8627116,0.12088133,0.0049162563,0.002844442,1307
0.8428577,0.14208625,0.006823475,0.004201257,1308
0.8505246,0.12343712,0.014838053,0.0033018338,1309
0.9336581,0.05577542,0.0053910124,0.003688097,1310
0.87092894,0.121873364,0.0041888356,0.0025142785,1311
0.9050743,0.083809026,0.004467666,0.0024048428,1312
0.9085536,0.08752756,0.0022990366,0.0012725481,1313
0.8481209,0.14472228,0.002698057,0.0013712844,1314
0.9140879,0.08130625,0.00289503,0.0014840148,1315
0.8539393,0.12529571,0.015914047,0.0037261837,1316
0.90387577,0.07398638,0.010869197,0.005116903,1317
0.8278743,0.13767387,0.020289782,0.0102829505,1318
0.8661749,0.12045586,0.008055331,0.0043318057,1319
0.8715289,0.10943009,0.01264908,0.005935665,1320
0.8204903,0.1560813,0.013838255,0.009036014,1321
0.8350215,0.14237905,0.014420107,0.0075836186,1322
0.87154245,0.10474804,0.012032891,0.009091714,1323
0.8651952,0.11954909,0.0064806356,0.005989642,1324
0.9003194,0.08378983,0.007408976,0.0065787667,1325
0.79356945,0.19363536,0.0055897916,0.0063589215,1326
0.8836821,0.09873821,0.006023579,0.005733362,1327
0.90610886,0.076765396,0.007424647,0.0049202815,1328
0.87477684,0.11200881,0.008501364,0.0032136785,1329
0.8717457,0.11806832,0.005453428,0.0040010842,1330
0.8897561,0.09613205,0.0041872407,0.0018565145,1331
0.9164945,0.07430774,0.004105293,0.0013717788,1332
0.8938553,0.09140907,0.008467114,0.0031895086,1333
0.91509837,0.076076075,0.005688937,0.0029075148,1334
0.8862838,0.10366674,0.005831615,0.0037525592,1335
0.8680897,0.10953504,0.012655382,0.0042872266,1336
0.9651852,0.029472379,0.0025660482,7.0230855E-4,1337
0.9659596,0.02860063,0.0027013696,9.612203E-4,1338
0.916994,0.073894195,0.0034063512,0.0021420945,1339
0.9166773,0.075363435,0.004283965,0.0033712368,1340
0.9110776,0.07958925,0.004669518,0.0032208492,1341
0.8763112,0.104577556,0.0070958682,0.005099583,1342
0.9408697,0.049346264,0.0053278687,0.0037131712,1343
0.93338746,0.047080673,0.012071828,0.003871414,1344
0.92481756,0.052128874,0.011809547,0.0071536168,1345
0.87036026,0.076715015,0.025885746,0.009327098,1346
0.9253172,0.05673429,0.011289264,0.004120454,1347
0.9434885,0.04441926,0.007576355,0.004019214,1348
0.9381065,0.048609164,0.00861605,0.0037629434,1349
0.931029,0.052125383,0.00943043,0.0044127083,1350
0.9313787,0.04826316,0.013339737,0.0065753954,1351
0.9458565,0.038048785,0.010268474,0.0036867245,1352
0.93496966,0.04749267,0.011562877,0.005529069,1353
0.939352,0.040110495,0.009159182,0.006164862,1354
0.9306849,0.055949174,0.007018919,0.005244497,1355
0.93328816,0.052892137,0.008162097,0.0041948725,1356
0.8778893,0.10825507,0.0104483925,0.0030608117,1357
0.9803337,0.012109641,0.004068643,0.0027415159,1358
0.9020472,0.07471475,0.010698181,0.007482988,1359
0.9378233,0.04488149,0.010372037,0.004959065,1360
0.85569525,0.109387055,0.015405918,0.011657155,1361
0.8837328,0.090420276,0.016438778,0.009038651,1362
0.74344116,0.22554347,0.01445049,0.011282465,1363
0.7507341,0.22535405,0.016539209,0.005419644,1364
0.9640329,0.028318599,0.005194165,0.00201791,1365
0.8640957,0.08946281,0.01588597,0.0072451774,1366
0.9007114,0.08524808,0.007324499,0.004490334,1367
0.8978404,0.08344391,0.010605012,0.006722388,1368
0.8608157,0.101603195,0.014584084,0.0077272947,1369
0.8277457,0.145957,0.010599029,0.010421169,1370
0.95419884,0.03269453,0.008015864,0.003719142,1371
0.89724636,0.069213726,0.020283513,0.010476878,1372
0.86407316,0.090102024,0.026507603,0.015573498,1373
0.79084367,0.15956025,0.032836173,0.01310514,1374
0.71211076,0.19360119,0.04120061,0.05003899,1375
0.7089142,0.17706163,0.07009611,0.034928016,1376
0.834265,0.10787626,0.037526555,0.01818818,1377
0.8436137,0.12228156,0.015333423,0.015901629,1378
0.7185687,0.20186003,0.04319881,0.01866496,1379
0.8748826,0.073766254,0.022354087,0.02752311,1380
0.8365543,0.1032389,0.026375644,0.02042788,1381
0.7904003,0.10852913,0.031968433,0.035600577,1382
0.7040459,0.15558298,0.034924824,0.028879765,1383
0.82117105,0.085690945,0.028987963,0.03223528,1384
0.9234139,0.05600421,0.012302158,0.0069847386,1385
0.8762625,0.107808605,0.008017485,0.005399914,1386
0.9155341,0.070111476,0.0065600905,0.0071785618,1387
0.7093415,0.24818276,0.016273923,0.013828002,1388
0.7559831,0.21345893,0.020069191,0.008479928,1389
0.7782201,0.19758289,0.012595028,0.010415831,1390
0.68319225,0.2825457,0.019003805,0.0057960236,1391
0.9537732,0.038542617,0.0043136394,0.0029883222,1392
0.8862971,0.09542955,0.01091242,0.0041267537,1393
0.9520953,0.037926212,0.004264119,0.002642904,1394
0.8744149,0.10355391,0.010852137,0.0053388574,1395
0.83156693,0.11125382,0.008617009,0.00555123,1396
0.8954326,0.084140845,0.010578441,0.0026985118,1397
0.95471674,0.03092455,0.011180483,0.0023005223,1398
0.86887985,0.09705984,0.016972866,0.011471358,1399
0.81878376,0.113919735,0.052007496,0.01339919,1400
0.87056476,0.08947527,0.020073565,0.017924944,1401
0.7431244,0.20728883,0.029439779,0.011628435,1402
0.6710867,0.28264514,0.02236996,0.023592882,1403
0.76725817,0.1940179,0.015017373,0.010196215,1404
0.7841808,0.15437691,0.02781659,0.012037117,1405
0.86167955,0.09624785,0.018291803,0.0111562405,1406
0.8453601,0.09826185,0.021421783,0.0094664795,1407
0.88082796,0.09150429,0.016728038,0.008255075,1408
0.8437619,0.12956564,0.016214434,0.00924143,1409
0.87464535,0.10490928,0.011842511,0.007078919,1410
0.7964626,0.16837858,0.022933925,0.010104874,1411
0.940863,0.04204475,0.009592624,0.006438884,1412
0.9435618,0.039031643,0.0056709354,0.00508118,1413
0.8143029,0.14174409,0.01645581,0.009969938,1414
0.7640798,0.1685882,0.028551683,0.015629737,1415
0.68561023,0.24780516,0.027968539,0.01784186,1416
0.8595078,0.111930706,0.017117592,0.010674652,1417
0.8062216,0.16886948,0.017057937,0.0067609753,1418
0.96350616,0.027366344,0.005868988,0.002517421,1419
0.8793578,0.10159366,0.010081082,0.0051029474,1420
0.8996639,0.08418413,0.009313572,0.0044212746,1421
0.8977805,0.08364364,0.012017973,0.005035968,1422
0.9083098,0.07119407,0.010800947,0.006493068,1423
0.824172,0.13137433,0.0073500886,0.012282178,1424
0.85208994,0.1024902,0.030490458,0.011614974,1425
0.88911915,0.07654412,0.025515217,0.0073912553,1426
0.92081285,0.03618916,0.03155754,0.008461609,1427
0.8047618,0.14154987,0.041959204,0.01040529,1428
0.76239616,0.12293811,0.07395892,0.03468925,1429
0.8246626,0.121556416,0.030516319,0.020105653,1430
0.66668004,0.2474674,0.05823882,0.021722546,1431
0.8650623,0.10534043,0.01810846,0.0087522045,1432
0.78362197,0.17874661,0.019335136,0.009980666,1433
0.80774486,0.11743659,0.03167741,0.015378919,1434
0.87698823,0.08943556,0.018468263,0.010422204,1435
0.7959422,0.16719791,0.025430959,0.0070779356,1436
0.8828389,0.08491419,0.020646378,0.0028301037,1437
0.9091544,0.073607855,0.01265229,0.00340718,1438
0.880029,0.099729456,0.006571035,0.0026145338,1439
0.94262886,0.049200065,0.004242583,5.4193137E-4,1440
0.9409651,0.041794408,0.0058238115,0.0014827211,1441
0.94007254,0.053834748,0.003341783,5.7871646E-4,1442
0.93658036,0.056247126,0.005596755,7.597112E-4,1443
0.96697456,0.026046244,0.0036042265,5.414703E-4,1444
0.9331627,0.051715814,0.0064806426,0.0011875503,1445
0.9737147,0.021969322,0.0024377913,8.4857456E-4,1446
0.93850785,0.055530835,0.0044510644,9.0595725E-4,1447
0.9047066,0.06919275,0.005633851,0.0016320044,1448
0.9128018,0.069179885,0.012579492,0.0013111823,1449
0.9243308,0.06724536,0.0043797824,0.0010615733,1450
0.9426195,0.052543037,0.002515563,7.820116E-4,1451
0.8460098,0.1252041,0.013753734,0.006298213,1452
