@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral centroid' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2872.6624,1647
3202.6426,1648
3333.6714,1649
2909.2087,1650
3998.7217,1651
2308.5457,1652
2435.6694,1653
2250.947,1654
2436.5637,1655
2074.6206,1656
2334.368,1657
3163.6418,1658
3873.5637,1659
3594.3018,1660
2915.1665,1661
2512.6138,1662
2022.0327,1663
2476.3809,1664
2642.2937,1665
2650.6135,1666
1965.6426,1667
2235.991,1668
1913.5304,1669
2330.6995,1670
1827.586,1671
2508.603,1672
2740.1567,1673
2881.93,1674
2914.5837,1675
3189.7983,1676
3117.069,1677
3002.9456,1678
3038.1946,1679
2417.5786,1680
2372.3606,1681
2204.5042,1682
2208.3767,1683
2379.5903,1684
2493.7178,1685
2618.855,1686
2617.396,1687
2473.4631,1688
2881.7783,1689
3120.8088,1690
3085.3425,1691
3191.7307,1692
3221.7017,1693
2984.0955,1694
3112.0872,1695
3094.4512,1696
2933.3076,1697
2872.693,1698
2761.758,1699
2906.7058,1700
2545.4019,1701
2787.4543,1702
3078.7234,1703
2820.0488,1704
3194.5938,1705
2911.359,1706
2803.039,1707
2803.038,1708
2580.0686,1709
2680.0632,1710
2502.8198,1711
2830.8364,1712
2561.0186,1713
2719.4492,1714
2763.4153,1715
2613.061,1716
2474.8313,1717
2602.4712,1718
2619.6062,1719
2448.282,1720
2600.3406,1721
2351.502,1722
2157.0132,1723
1815.4686,1724
2454.3572,1725
2476.3262,1726
2061.2966,1727
2144.542,1728
2525.415,1729
2483.9373,1730
2862.7476,1731
2825.0007,1732
2590.9436,1733
2438.217,1734
2547.9019,1735
2457.1462,1736
2522.1743,1737
2630.0017,1738
2228.732,1739
2324.3757,1740
2487.5789,1741
2572.2786,1742
2234.5598,1743
2478.3242,1744
2459.4172,1745
2194.4326,1746
2419.8125,1747
2415.3086,1748
2411.2983,1749
2278.677,1750
2438.8472,1751
2488.007,1752
2318.1711,1753
2323.3604,1754
2347.1873,1755
2437.414,1756
2649.024,1757
2787.2048,1758
2950.644,1759
2827.5432,1760
2994.4263,1761
2622.1921,1762
2462.2915,1763
2458.86,1764
2337.6511,1765
2226.134,1766
2232.9993,1767
2187.6716,1768
2337.9282,1769
2128.758,1770
2017.0275,1771
1933.9493,1772
2431.5007,1773
2191.3835,1774
2284.9,1775
2431.2285,1776
1905.4723,1777
2151.9585,1778
2175.8035,1779
2334.4224,1780
2308.5854,1781
2266.4585,1782
2450.1707,1783
2676.216,1784
3018.629,1785
2748.837,1786
2636.51,1787
2904.237,1788
3026.8215,1789
2659.4653,1790
2904.1924,1791
2444.0115,1792
2595.756,1793
2732.1501,1794
2777.7783,1795
3019.2256,1796
2456.2153,1797
2543.61,1798
2740.7168,1799
2865.7134,1800
2720.2053,1801
2632.6777,1802
2867.06,1803
2534.0154,1804
2239.613,1805
2215.0815,1806
2532.6519,1807
2350.64,1808
2517.258,1809
2614.9768,1810
2399.5515,1811
3002.2742,1812
2789.4272,1813
3056.1365,1814
3065.5957,1815
3108.5532,1816
3325.9763,1817
3286.36,1818
3519.7551,1819
3097.001,1820
3158.9282,1821
3223.2817,1822
3062.469,1823
2862.9746,1824
2709.3005,1825
2896.5784,1826
2832.5198,1827
2827.0068,1828
3137.7317,1829
2934.1638,1830
3102.3594,1831
2412.2576,1832
2692.3381,1833
2621.082,1834
3031.5115,1835
2891.6565,1836
2793.6707,1837
2409.3445,1838
2977.0193,1839
3094.9146,1840
3156.1345,1841
2589.5356,1842
2985.1025,1843
2863.0806,1844
2554.4253,1845
2399.49,1846
2711.3533,1847
2501.5027,1848
2375.6274,1849
2472.4504,1850
2410.9753,1851
2666.1277,1852
2277.585,1853
2905.4902,1854
2600.2004,1855
2653.901,1856
2587.3428,1857
2703.7947,1858
2508.518,1859
2347.8872,1860
2403.803,1861
2714.8423,1862
2625.1975,1863
2381.1025,1864
2529.8486,1865
2764.399,1866
2900.25,1867
3310.3623,1868
3285.0884,1869
2889.6245,1870
3033.9321,1871
2792.3584,1872
2528.8855,1873
2705.0361,1874
2476.7908,1875
2718.5447,1876
2930.3728,1877
2897.3994,1878
2774.102,1879
2731.3005,1880
2863.7856,1881
3102.5056,1882
3080.259,1883
2986.9749,1884
3016.7517,1885
2597.087,1886
2389.7397,1887
2226.5745,1888
2286.498,1889
1916.2339,1890
2115.247,1891
2241.5442,1892
2128.2185,1893
1880.5227,1894
1794.3286,1895
2244.542,1896
1967.436,1897
1930.1279,1898
2145.9802,1899
1969.707,1900
1963.7275,1901
1707.6798,1902
2082.3467,1903
2386.1133,1904
2012.6158,1905
2560.2512,1906
2245.11,1907
2045.276,1908
2477.249,1909
2733.8079,1910
3038.2136,1911
2666.9456,1912
2945.7678,1913
3026.5747,1914
2756.4702,1915
2653.6682,1916
2680.3816,1917
2584.4172,1918
2607.563,1919
2441.374,1920
2320.581,1921
2658.8833,1922
2509.0676,1923
2328.806,1924
2302.861,1925
2270.4102,1926
2397.0469,1927
2254.959,1928
2181.4255,1929
2313.7043,1930
2047.547,1931
2430.2954,1932
2420.974,1933
2144.1487,1934
2495.0125,1935
1892.1436,1936
2102.647,1937
2113.2004,1938
1968.778,1939
2272.9915,1940
2420.9128,1941
3328.7183,1942
4048.2556,1943
3834.208,1944
3671.9307,1945
3394.2861,1946
1925.7906,1947
2574.8848,1948
2471.708,1949
2374.6018,1950
2221.787,1951
2138.2258,1952
1950.2588,1953
2350.2922,1954
2856.632,1955
2711.165,1956
2492.259,1957
2753.8093,1958
2744.2493,1959
2643.6233,1960
2532.1494,1961
2596.6858,1962
2237.1965,1963
2301.0063,1964
1944.0492,1965
2016.4388,1966
1963.0984,1967
1710.5392,1968
1830.4825,1969
2322.5918,1970
4102.158,1971
4532.9204,1972
4622.2803,1973
4706.3423,1974
3243.9546,1975
2363.4392,1976
2701.0076,1977
2666.1497,1978
2350.3018,1979
2132.4402,1980
2069.4436,1981
2254.4807,1982
2139.8682,1983
2143.1497,1984
1796.0225,1985
1791.1696,1986
1925.5916,1987
2105.6755,1988
2090.3994,1989
1849.6702,1990
1977.244,1991
3551.145,1992
4025.7754,1993
3377.0095,1994
3907.118,1995
2984.3337,1996
2153.4026,1997
2036.0533,1998
1848.6687,1999
1740.305,2000
1544.2787,2001
2503.315,2002
2774.5432,2003
3136.0571,2004
2761.6067,2005
2471.3005,2006
2746.318,2007
2656.6099,2008
2526.9849,2009
2124.6252,2010
2006.042,2011
1733.8115,2012
1813.6652,2013
1356.6763,2014
2195.3643,2015
2456.778,2016
2048.172,2017
1655.5432,2018
1859.7211,2019
1972.5398,2020
2662.2493,2021
3148.5742,2022
2954.9956,2023
3901.536,2024
4541.327,2025
3693.1152,2026
3338.4265,2027
3780.991,2028
1680.8623,2029
2192.1804,2030
2415.277,2031
2753.7632,2032
2792.44,2033
2342.9595,2034
2493.8286,2035
1974.6361,2036
1804.699,2037
1569.2197,2038
1541.7416,2039
1373.5708,2040
1229.7001,2041
1452.3533,2042
1952.7592,2043
2128.8008,2044
1675.258,2045
1885.0261,2046
1640.1464,2047
1452.8307,2048
1657.3112,2049
1782.809,2050
2347.8691,2051
1933.531,2052
1928.2792,2053
1989.9819,2054
1058.9308,2055
1217.066,2056
2238.334,2057
2461.039,2058
2360.368,2059
2424.9043,2060
2555.1907,2061
2009.0048,2062
2328.6963,2063
2214.1692,2064
1933.5356,2065
1823.0734,2066
1656.8329,2067
1690.5804,2068
1346.023,2069
1273.4504,2070
1928.6185,2071
2107.062,2072
1987.1926,2073
1694.1611,2074
2055.431,2075
1846.5422,2076
2062.1956,2077
1848.7968,2078
1635.7933,2079
1356.8976,2080
1219.2638,2081
1279.6339,2082
1240.3556,2083
1939.2047,2084
2680.0627,2085
2582.8562,2086
2910.4358,2087
2435.347,2088
1803.7861,2089
1562.0612,2090
2036.1594,2091
2059.381,2092
1599.8275,2093
1590.5702,2094
1805.2062,2095
2057.5347,2096
1586.4303,2097
2688.232,2098
3156.5813,2099
2145.773,2100
2073.3132,2101
2188.1458,2102
2258.2568,2103
2342.1465,2104
2119.6755,2105
3008.5437,2106
2095.1501,2107
2007.651,2108
2171.5078,2109
1730.2305,2110
1491.1914,2111
2323.7944,2112
2470.3157,2113
2929.9443,2114
2890.9678,2115
2763.6006,2116
2844.3457,2117
2873.922,2118
2703.1155,2119
2555.2336,2120
2479.305,2121
2812.699,2122
2172.747,2123
2552.0217,2124
1986.4487,2125
2384.3193,2126
1999.1561,2127
2042.959,2128
2325.6448,2129
2765.7366,2130
2738.8167,2131
2901.827,2132
2893.3354,2133
2616.013,2134
2738.9807,2135
2648.9832,2136
2375.3772,2137
2587.0989,2138
2749.885,2139
2687.9463,2140
2677.7986,2141
2576.3164,2142
2758.0251,2143
2575.4407,2144
2361.2397,2145
2205.0579,2146
2510.5386,2147
2065.1272,2148
1863.3665,2149
1966.9285,2150
2336.3606,2151
2425.925,2152
2158.1304,2153
2184.3713,2154
2481.5251,2155
1983.3577,2156
1973.8693,2157
1743.7322,2158
1524.8372,2159
1971.657,2160
2511.7852,2161
1819.1716,2162
2358.7964,2163
1816.0629,2164
1593.6261,2165
2358.6257,2166
2661.4192,2167
2188.3943,2168
2412.2048,2169
2435.1084,2170
2339.1187,2171
2320.5176,2172
1876.6359,2173
2179.709,2174
2151.6245,2175
1997.921,2176
1675.0547,2177
1673.1874,2178
1662.2382,2179
1668.5721,2180
2010.7422,2181
2019.9102,2182
1948.2908,2183
1933.6562,2184
1718.6974,2185
1954.1927,2186
2017.0681,2187
1943.5029,2188
1606.4202,2189
1797.9178,2190
4281.778,2191
4188.3403,2192
4099.552,2193
3776.05,2194
3361.8267,2195
2940.242,2196
2657.6191,2197
2401.2273,2198
2534.1318,2199
2256.0483,2200
2208.1326,2201
2165.0679,2202
2352.7466,2203
2126.075,2204
2316.0935,2205
2071.7974,2206
2146.2527,2207
2428.0078,2208
2348.9045,2209
2400.6426,2210
1411.7659,2211
1424.8458,2212
1173.3494,2213
1107.6831,2214
2538.5771,2215
1743.6101,2216
1761.1139,2217
1701.2523,2218
1807.2784,2219
1474.0854,2220
4331.3794,2221
3311.271,2222
2854.2322,2223
2686.5735,2224
2856.0867,2225
2731.3853,2226
2119.3496,2227
2320.4202,2228
2289.3704,2229
2031.9086,2230
2016.626,2231
2029.681,2232
1872.31,2233
1945.5953,2234
1904.5487,2235
2203.6638,2236
2522.692,2237
2785.4844,2238
2962.167,2239
3462.609,2240
3030.1016,2241
3357.9666,2242
3433.2476,2243
2725.3284,2244
2584.2292,2245
2719.2292,2246
3360.7542,2247
3055.364,2248
2633.625,2249
2815.4033,2250
2119.4011,2251
2178.3354,2252
2215.7095,2253
2346.878,2254
2306.556,2255
2898.8215,2256
2614.7668,2257
2510.312,2258
2775.477,2259
3076.2866,2260
3190.1995,2261
3186.6233,2262
3084.4912,2263
3134.2056,2264
2411.7434,2265
2774.1223,2266
2426.395,2267
2831.4204,2268
2792.1458,2269
2804.5454,2270
2756.8167,2271
2353.5872,2272
2649.3613,2273
2582.953,2274
2628.4224,2275
2562.4229,2276
2454.235,2277
2327.5525,2278
3020.5952,2279
3341.0332,2280
2554.798,2281
2853.3389,2282
3197.53,2283
3104.2417,2284
2490.4324,2285
2813.2139,2286
3032.7922,2287
2494.5361,2288
2958.6782,2289
3238.6956,2290
2616.2153,2291
2574.2373,2292
2765.57,2293
2657.6494,2294
2646.493,2295
2416.8274,2296
2342.972,2297
2337.8225,2298
2066.5024,2299
2183.8557,2300
2217.8987,2301
2007.6804,2302
2178.396,2303
3860.828,2304
4446.027,2305
2969.6282,2306
2290.29,2307
2143.8535,2308
1878.68,2309
2131.5344,2310
2242.8494,2311
2018.4214,2312
1823.9033,2313
1842.2834,2314
1874.5203,2315
1686.2858,2316
1335.545,2317
1246.0848,2318
2079.3857,2319
2407.3909,2320
2194.0557,2321
2028.9241,2322
2116.2017,2323
2273.262,2324
2550.4197,2325
2460.1685,2326
2563.2007,2327
2430.0876,2328
2545.761,2329
1968.1608,2330
2280.1948,2331
2581.6926,2332
3230.2874,2333
2888.5518,2334
2773.3713,2335
2631.099,2336
2664.8215,2337
2613.5586,2338
2727.6238,2339
2732.5154,2340
3021.2422,2341
3118.5366,2342
3032.825,2343
3111.6897,2344
3141.2754,2345
2958.1763,2346
2675.7778,2347
2947.353,2348
3312.2776,2349
3331.1274,2350
3062.5073,2351
3203.3545,2352
3478.3945,2353
3348.5725,2354
3187.363,2355
3021.6128,2356
2846.521,2357
2992.275,2358
3099.9736,2359
3131.8462,2360
2344.4976,2361
2557.191,2362
2979.1016,2363
2804.8135,2364
3022.1453,2365
3184.8557,2366
2863.0474,2367
2887.239,2368
2970.2236,2369
2855.5005,2370
2917.1995,2371
2859.5342,2372
2914.1387,2373
2701.715,2374
2351.6636,2375
2656.8447,2376
2839.215,2377
2742.3396,2378
2557.2095,2379
2833.4578,2380
2296.2927,2381
2751.2253,2382
2093.8525,2383
2117.6113,2384
2409.786,2385
2402.1548,2386
2059.1343,2387
2008.243,2388
2502.2148,2389
2565.1057,2390
2551.1135,2391
2690.318,2392
2786.1545,2393
2580.2505,2394
2443.5193,2395
2893.0872,2396
2879.1687,2397
2826.2678,2398
2712.2703,2399
2563.5027,2400
2580.3003,2401
2273.2258,2402
2447.7246,2403
2514.59,2404
2777.8057,2405
2598.8252,2406
2836.9543,2407
2624.8274,2408
2594.3308,2409
2635.4988,2410
2726.2502,2411
2620.062,2412
2606.098,2413
2485.593,2414
2320.112,2415
2559.275,2416
2944.127,2417
2651.212,2418
2476.1875,2419
2724.2917,2420
2663.5527,2421
2888.3528,2422
2681.1245,2423
3465.0933,2424
3459.658,2425
3435.6953,2426
3429.5476,2427
3384.0637,2428
2483.2686,2429
2573.6814,2430
2706.692,2431
2881.1833,2432
2882.7039,2433
3063.9512,2434
2601.8503,2435
2648.487,2436
2652.9229,2437
2276.2876,2438
2425.4563,2439
2479.107,2440
2981.7727,2441
2508.7305,2442
2783.8164,2443
2606.6807,2444
2567.2021,2445
2655.7363,2446
2548.078,2447
2682.9407,2448
2997.2542,2449
2832.0208,2450
3011.1653,2451
3088.7314,2452
3680.393,2453
4184.1865,2454
4054.23,2455
3118.9133,2456
2637.9204,2457
2595.454,2458
2865.29,2459
3171.9185,2460
2980.2686,2461
2940.9343,2462
2970.5034,2463
2877.785,2464
2694.821,2465
2806.45,2466
2740.6218,2467
2620.588,2468
2588.9258,2469
2540.205,2470
2615.2473,2471
2645.3274,2472
2919.0737,2473
2911.1367,2474
2852.3413,2475
2916.756,2476
2753.5547,2477
2686.001,2478
2664.677,2479
2835.389,2480
3140.323,2481
2990.0,2482
2779.9128,2483
2773.682,2484
2939.2126,2485
2698.543,2486
3062.217,2487
3067.82,2488
2878.9258,2489
3138.8608,2490
2364.8928,2491
2591.8472,2492
2665.4368,2493
2976.6606,2494
3009.3418,2495
2785.8638,2496
2983.2434,2497
2286.1619,2498
2434.5847,2499
2556.8376,2500
2724.4434,2501
2565.7102,2502
2746.3035,2503
2692.2202,2504
2697.5137,2505
2601.5432,2506
2561.929,2507
3017.589,2508
2988.3184,2509
2855.3445,2510
2600.7537,2511
2150.1572,2512
2229.5715,2513
2028.0145,2514
2369.6987,2515
2414.9272,2516
2483.0562,2517
2467.1243,2518
3228.3967,2519
2896.0742,2520
2572.8696,2521
2607.8445,2522
2566.9783,2523
2849.4143,2524
2329.707,2525
2449.1904,2526
2497.8904,2527
2765.193,2528
2716.3284,2529
2915.2654,2530
2769.1226,2531
2798.2263,2532
2886.6292,2533
2821.8298,2534
3242.0273,2535
3316.7666,2536
3482.2532,2537
3736.0867,2538
3164.9443,2539
2393.811,2540
2599.5334,2541
2920.282,2542
3152.161,2543
2924.5596,2544
2832.3628,2545
2734.9792,2546
2799.4465,2547
2844.0815,2548
2724.1619,2549
3086.6057,2550
3004.6477,2551
2577.9407,2552
2309.1597,2553
2251.1445,2554
2218.5078,2555
2514.898,2556
2590.0493,2557
2562.2468,2558
2717.352,2559
2809.5571,2560
3224.1863,2561
3037.5652,2562
3079.7402,2563
3682.802,2564
3795.3289,2565
3733.191,2566
2207.7356,2567
2766.9827,2568
2526.3027,2569
2952.0835,2570
3172.6438,2571
3429.7273,2572
3095.1199,2573
3031.645,2574
3239.867,2575
2616.1711,2576
2963.5908,2577
2596.588,2578
2728.36,2579
2843.6218,2580
2411.1826,2581
2666.7595,2582
2803.5483,2583
3267.0056,2584
2726.503,2585
3441.463,2586
2864.8599,2587
2590.4832,2588
2437.8513,2589
2462.6665,2590
2803.8906,2591
2609.6062,2592
2576.1023,2593
2453.5684,2594
2242.7466,2595
2694.1458,2596
2423.01,2597
2292.8745,2598
2619.9473,2599
2539.1091,2600
2253.8655,2601
2538.4004,2602
2140.8354,2603
2486.7412,2604
2266.4253,2605
2317.1477,2606
2084.977,2607
2499.6746,2608
2676.8604,2609
2911.0862,2610
3332.034,2611
3045.1575,2612
3214.5603,2613
2938.464,2614
3043.6692,2615
2880.1758,2616
2805.657,2617
3013.425,2618
3210.8215,2619
3903.0315,2620
3852.6687,2621
3289.5947,2622
2613.1167,2623
2370.587,2624
2234.4988,2625
2507.6277,2626
2535.7012,2627
2723.696,2628
2658.848,2629
2598.159,2630
2543.6328,2631
2685.163,2632
2706.4504,2633
2861.2217,2634
2530.1494,2635
2241.9353,2636
2505.3367,2637
2716.6917,2638
2795.899,2639
2614.4763,2640
2510.6013,2641
2529.591,2642
2129.0693,2643
2817.0708,2644
2930.1497,2645
2940.5398,2646
3201.009,2647
3415.9434,2648
2591.092,2649
2408.6548,2650
2874.1724,2651
2662.662,2652
2782.1702,2653
2645.0496,2654
2706.177,2655
2314.174,2656
2462.5488,2657
2753.4502,2658
2619.664,2659
2578.354,2660
2349.7024,2661
2515.7527,2662
2084.1904,2663
2224.4314,2664
2456.4348,2665
2487.471,2666
2568.9043,2667
2397.5037,2668
2546.012,2669
2745.6882,2670
2466.666,2671
2493.686,2672
2364.9106,2673
2287.5002,2674
2418.6687,2675
2602.1646,2676
2444.5986,2677
2423.0662,2678
2859.292,2679
3069.2034,2680
3134.4146,2681
2843.835,2682
3156.5095,2683
2778.351,2684
2777.4963,2685
2845.1453,2686
2972.1055,2687
2751.5166,2688
2901.621,2689
2536.0767,2690
2435.5513,2691
2768.9438,2692
2786.251,2693
2934.913,2694
3018.0107,2695
3188.435,2696
2620.1143,2697
3005.715,2698
2757.8076,2699
2551.4602,2700
2679.2737,2701
2821.1194,2702
2498.9917,2703
2475.8733,2704
2513.448,2705
2903.1846,2706
2891.4202,2707
2586.6296,2708
2787.2124,2709
2921.519,2710
2880.828,2711
2523.5635,2712
2521.419,2713
2631.183,2714
2718.9534,2715
2666.0986,2716
3178.0063,2717
2322.2483,2718
2523.117,2719
2375.3293,2720
2378.0605,2721
2237.0989,2722
2582.645,2723
2921.4336,2724
2822.259,2725
2769.369,2726
2860.325,2727
2874.5874,2728
2957.212,2729
3464.763,2730
2778.9734,2731
2571.8235,2732
2067.1074,2733
2227.4514,2734
2312.842,2735
2102.5708,2736
2375.284,2737
2488.6958,2738
2029.6064,2739
2084.5452,2740
1865.5162,2741
1771.7234,2742
1709.2511,2743
1916.573,2744
2551.339,2745
2807.8713,2746
3126.6868,2747
2889.2441,2748
2832.4165,2749
3315.5674,2750
3228.5789,2751
2986.8032,2752
2908.5183,2753
2828.0105,2754
2688.7944,2755
3053.2974,2756
2733.4448,2757
2632.0552,2758
2794.8813,2759
2410.2324,2760
2330.72,2761
2117.666,2762
2289.6003,2763
2310.3994,2764
2158.8967,2765
2324.3804,2766
2348.4197,2767
1887.7167,2768
1837.9523,2769
2165.141,2770
2450.7522,2771
2953.5247,2772
2659.952,2773
2796.89,2774
3070.879,2775
3166.9011,2776
3210.7827,2777
3147.1816,2778
3115.6377,2779
3002.2913,2780
3030.1016,2781
2669.748,2782
2831.624,2783
2937.4172,2784
2861.2905,2785
2978.714,2786
2580.084,2787
3204.8674,2788
3352.2163,2789
3392.7043,2790
3025.1416,2791
3149.6807,2792
3464.1562,2793
3548.717,2794
3368.1624,2795
3192.373,2796
2984.9744,2797
2963.0955,2798
3118.2979,2799
3014.8662,2800
2724.264,2801
2765.9756,2802
2868.352,2803
2988.1733,2804
3080.8225,2805
2885.3567,2806
2984.5369,2807
3082.24,2808
2752.566,2809
2856.3745,2810
2868.8032,2811
2906.2227,2812
2819.242,2813
2988.744,2814
2889.58,2815
3051.224,2816
2816.7703,2817
3082.1702,2818
3260.0867,2819
3166.2412,2820
2997.242,2821
2881.8228,2822
2281.83,2823
2602.0627,2824
2465.687,2825
2867.7048,2826
2490.8167,2827
2403.6484,2828
2538.674,2829
2426.3748,2830
2740.7407,2831
2931.356,2832
2765.5576,2833
2717.0146,2834
2955.6733,2835
2781.8777,2836
2852.0505,2837
2934.829,2838
2758.8228,2839
3339.1257,2840
2818.8467,2841
2405.0295,2842
2259.817,2843
2262.1016,2844
2507.5813,2845
2890.3904,2846
2719.8894,2847
2749.9204,2848
2480.5798,2849
2590.9365,2850
2786.8018,2851
2819.8044,2852
2733.1262,2853
2685.6501,2854
2176.4873,2855
2705.6682,2856
2742.5002,2857
2552.545,2858
2673.6155,2859
2820.737,2860
2706.9058,2861
2652.5278,2862
3112.6094,2863
3818.6626,2864
3546.5144,2865
3416.5554,2866
3483.849,2867
3855.6921,2868
2780.7769,2869
2308.7996,2870
2616.5256,2871
2927.158,2872
2656.3528,2873
2990.2437,2874
3048.6995,2875
2637.5195,2876
2681.4824,2877
2854.7021,2878
2864.9333,2879
2735.514,2880
2757.808,2881
2866.7349,2882
2711.3574,2883
2605.2327,2884
2985.7,2885
2958.3254,2886
3204.0503,2887
3244.4294,2888
2804.4917,2889
2977.3298,2890
2708.6172,2891
3053.1294,2892
3354.1646,2893
3132.3933,2894
3513.8433,2895
2500.5857,2896
2535.4539,2897
2726.9272,2898
2953.1194,2899
2777.3745,2900
2871.2034,2901
2798.088,2902
2957.3125,2903
2635.4402,2904
2982.4663,2905
2809.4812,2906
2845.2332,2907
2639.3298,2908
2912.6528,2909
2857.5376,2910
2256.0903,2911
2777.238,2912
2836.9326,2913
2907.2134,2914
3011.392,2915
2925.0007,2916
2897.833,2917
2934.0215,2918
2617.395,2919
2690.0886,2920
2781.8315,2921
2535.5237,2922
3150.2334,2923
3155.2363,2924
2852.841,2925
2699.5388,2926
2964.3313,2927
3357.8237,2928
3297.0786,2929
2912.752,2930
2618.221,2931
2555.6624,2932
2417.2231,2933
2794.9531,2934
2863.3997,2935
2658.1265,2936
2594.5662,2937
2282.4673,2938
2709.0876,2939
2604.864,2940
2517.1912,2941
2682.3357,2942
2634.7285,2943
2780.3916,2944
2943.794,2945
2470.9365,2946
2485.995,2947
2376.9604,2948
2730.006,2949
2551.9058,2950
2747.2454,2951
2274.9468,2952
2292.104,2953
2623.7166,2954
2826.3218,2955
2946.3357,2956
2859.6895,2957
2735.676,2958
2876.9238,2959
2558.6294,2960
2586.9563,2961
2645.6887,2962
2451.0264,2963
2740.093,2964
2685.423,2965
2478.496,2966
2557.7036,2967
2950.0056,2968
3304.9446,2969
3055.606,2970
3239.2905,2971
2673.7856,2972
3302.436,2973
3127.8481,2974
3074.1687,2975
2701.5889,2976
2772.6035,2977
3223.8525,2978
2610.2512,2979
2244.2454,2980
2272.7356,2981
2509.756,2982
2544.8687,2983
2343.65,2984
2483.9353,2985
2886.2065,2986
2361.0198,2987
2180.0476,2988
2141.4033,2989
2678.7368,2990
2856.788,2991
2361.3938,2992
2562.1091,2993
2611.013,2994
2662.9976,2995
2759.638,2996
2770.3943,2997
2669.6365,2998
2900.4214,2999
2779.9722,3000
2488.6907,3001
2320.0212,3002
2323.688,3003
2676.2463,3004
2575.3342,3005
3245.2769,3006
2819.767,3007
2427.9026,3008
2920.1562,3009
2911.7886,3010
3204.2546,3011
3002.8552,3012
2914.5566,3013
2917.6748,3014
2907.5635,3015
2822.0417,3016
2705.493,3017
2753.5063,3018
2888.1958,3019
2218.156,3020
2861.4712,3021
3142.3003,3022
3337.2249,3023
3019.0652,3024
3183.0684,3025
3023.8884,3026
2678.2578,3027
2542.7837,3028
2620.199,3029
2768.5366,3030
2451.4917,3031
2908.2366,3032
2749.0886,3033
2591.3218,3034
2484.0422,3035
2814.3462,3036
2543.4106,3037
2643.6028,3038
3082.1914,3039
2922.262,3040
2513.357,3041
2709.6855,3042
2430.334,3043
2612.9463,3044
2724.0466,3045
3054.586,3046
2984.4111,3047
2940.0342,3048
2927.794,3049
2964.8474,3050
3074.5369,3051
2890.425,3052
3234.07,3053
2920.3535,3054
2919.5325,3055
3038.4912,3056
3058.1807,3057
2900.9797,3058
3118.0588,3059
2777.157,3060
2767.9146,3061
2162.3508,3062
2427.0557,3063
2408.004,3064
2469.6135,3065
2672.7532,3066
2898.131,3067
2948.3093,3068
3459.907,3069
3309.9136,3070
3199.829,3071
2929.9817,3072
2885.4165,3073
2591.4775,3074
2196.3447,3075
2504.8206,3076
2246.1113,3077
2448.1602,3078
2607.1956,3079
2726.125,3080
2651.473,3081
2299.4827,3082
2646.0303,3083
2648.916,3084
2477.0535,3085
2551.7087,3086
2591.5205,3087
2502.863,3088
2201.8987,3089
2418.928,3090
2509.789,3091
2694.0952,3092
2557.3787,3093
2600.4976,3094
3073.4697,3095
3511.5693,3096
3634.885,3097
4243.448,3098
4324.5684,3099
3743.9749,3100
4282.4717,3101
2714.5364,3102
2413.3003,3103
2585.8193,3104
2931.5952,3105
3200.8306,3106
3008.0444,3107
3140.9429,3108
3073.4866,3109
2832.056,3110
2716.1406,3111
2940.9458,3112
2965.6768,3113
2819.9575,3114
3348.5732,3115
2616.009,3116
2692.958,3117
2633.5808,3118
3015.403,3119
3127.2788,3120
3171.4238,3121
2940.1377,3122
2894.174,3123
3092.4832,3124
3113.5305,3125
3081.4043,3126
2875.2285,3127
2860.0466,3128
2758.5378,3129
2539.2644,3130
2549.2825,3131
2938.166,3132
3265.6218,3133
3096.1506,3134
3315.7183,3135
3557.802,3136
2917.6558,3137
3146.9204,3138
3176.8228,3139
3142.3665,3140
3266.8171,3141
2727.9038,3142
2381.9783,3143
2681.1753,3144
2341.9028,3145
2802.9568,3146
3187.105,3147
3076.4868,3148
3084.965,3149
2876.4792,3150
2742.8499,3151
2486.523,3152
2528.3254,3153
2557.835,3154
2747.45,3155
2867.5469,3156
2439.7856,3157
2916.072,3158
3163.0986,3159
3333.6646,3160
3643.9246,3161
3282.7039,3162
3785.6643,3163
3030.617,3164
3258.3484,3165
3221.663,3166
3553.7883,3167
3650.7542,3168
3647.854,3169
3752.6155,3170
2221.2817,3171
2352.6409,3172
2759.377,3173
2533.3977,3174
2530.5325,3175
2410.3303,3176
2731.564,3177
2532.6213,3178
2787.6416,3179
3038.6765,3180
3287.431,3181
3266.8296,3182
3125.023,3183
3130.5444,3184
2906.6606,3185
2381.3247,3186
2514.8064,3187
3028.5344,3188
1937.8555,3189
1978.017,3190
2686.4434,3191
2607.7239,3192
3292.552,3193
3248.594,3194
3519.1548,3195
3081.044,3196
3142.7588,3197
2321.8257,3198
2200.289,3199
2307.4194,3200
2181.7,3201
2273.2124,3202
2221.3425,3203
2267.8389,3204
2717.0962,3205
2427.9534,3206
3060.7002,3207
2881.823,3208
3235.15,3209
3564.0688,3210
3873.296,3211
3538.8845,3212
2472.7395,3213
2150.8716,3214
2308.0864,3215
2049.3245,3216
1969.5359,3217
1993.7714,3218
2954.5479,3219
2335.53,3220
2746.9756,3221
2379.9558,3222
3010.673,3223
2948.273,3224
3166.7737,3225
2534.7002,3226
2548.476,3227
2492.269,3228
2752.2825,3229
2610.4788,3230
2652.8044,3231
2697.7974,3232
2711.1858,3233
