@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.96455336,0.80445504,0.8015844,0.7304269,509
0.93382955,0.862039,0.87078506,0.76678884,510
0.9441999,0.7819332,0.7866308,0.794344,511
0.8217482,0.6272645,0.8344296,0.802962,512
0.8394367,0.67480344,0.8921996,0.86494285,513
0.7326101,0.7554104,0.85533595,0.78501725,514
0.9734086,0.6874112,0.68340236,0.76299304,515
0.9776463,0.56034756,0.7843973,0.75943387,516
0.9245872,0.761447,0.83333844,0.7724583,517
0.82050586,0.8184283,0.8508252,0.80753744,518
0.8681731,0.7851205,0.81192666,0.8223645,519
0.93390906,0.773406,0.8273736,0.7651275,520
0.9622342,0.7619706,0.81519663,0.79584754,521
0.8978539,0.8377008,0.864529,0.8212381,522
0.75348264,0.7387103,0.8396228,0.7477243,523
0.9276485,0.8718739,0.7652317,0.78293836,524
0.8519599,0.8857606,0.7761216,0.7968874,525
0.87501764,0.88242,0.7983438,0.82635784,526
0.91708386,0.8828751,0.83335793,0.75982904,527
0.8812894,0.91707236,0.6556446,0.8056736,528
0.94700724,0.8928672,0.84808016,0.7992312,529
0.8769609,0.84989715,0.7947463,0.8034888,530
0.9627012,0.92924494,0.7371878,0.7771465,531
0.8619402,0.9286714,0.7794287,0.8120599,532
0.86237174,0.9311346,0.7646642,0.7250516,533
0.87981814,0.74382293,0.9165686,0.84635067,534
0.89880604,0.79718566,0.83838886,0.8251617,535
0.8375812,0.8944031,0.82122844,0.83422947,536
0.91600084,0.7586429,0.8497771,0.87923986,537
0.7183975,0.77196103,0.80226886,0.79119104,538
0.74710995,0.8464148,0.81553566,0.8672498,539
0.85929215,0.6750373,0.7863799,0.8244715,540
0.9132863,0.8633493,0.65086997,0.8622298,541
0.8460991,0.86838096,0.6304459,0.70042855,542
0.88433826,0.9184965,0.75492233,0.8041479,543
0.7329972,0.78249484,0.80107784,0.74423355,544
0.8887842,0.8213334,0.76243716,0.8195857,545
0.93080974,0.8241521,0.84966445,0.8363703,546
0.8967141,0.8237516,0.8238858,0.8476444,547
0.96606183,0.8364053,0.83630615,0.886409,548
0.8176101,0.6198894,0.74861115,0.8970378,549
0.7672757,0.7145333,0.80829895,0.84753746,550
0.9404171,0.60153705,0.8563729,0.8593695,551
0.79973185,0.868776,0.88942736,0.80543154,552
0.9297213,0.84710705,0.81191623,0.7801806,553
0.96201324,0.558621,0.67564577,0.78506833,554
0.91063035,0.87456006,0.72162336,0.87268174,555
0.7374981,0.88552123,0.7931279,0.82451755,556
0.868765,0.9517763,0.76017624,0.7639775,557
0.8407376,0.7868189,0.68965435,0.82198316,558
0.93176764,0.9112534,0.7385675,0.83276814,559
0.94109595,0.888565,0.7540398,0.82010084,560
0.90206176,0.85168403,0.8614148,0.7533824,561
0.947112,0.88634163,0.74474823,0.8374082,562
0.97038245,0.92958826,0.8713143,0.8012671,563
0.9567377,0.8286402,0.82710814,0.89719915,564
0.78441,0.92462075,0.5948265,0.8204814,565
0.6363197,0.9306528,0.7053049,0.7888084,566
0.81802857,0.7654776,0.7125148,0.8328341,567
0.9490398,0.8168168,0.7404342,0.84033626,568
0.9160136,0.90266067,0.76176095,0.8013778,569
0.90206915,0.9190533,0.80562085,0.75010353,570
0.9094642,0.95587623,0.7483489,0.7906951,571
0.83850044,0.89336073,0.82277375,0.7884152,572
0.96916056,0.82454437,0.862419,0.79935545,573
0.6175468,0.8345052,0.803099,0.8354224,574
0.6794383,0.86041516,0.8134705,0.8488324,575
0.69009084,0.8480337,0.75562465,0.8125275,576
0.951394,0.65336543,0.72216433,0.7526025,577
0.9212455,0.7041301,0.8575447,0.8317244,578
0.7501045,0.8714676,0.80956316,0.8664297,579
0.9459501,0.90015787,0.8753553,0.7574581,580
0.8883426,0.85787255,0.75975144,0.7152694,581
0.94191855,0.8819896,0.90336794,0.8187908,582
0.95391065,0.8672407,0.6747239,0.7705898,583
0.9691112,0.76789117,0.85766536,0.7390529,584
0.8017809,0.79505855,0.7022194,0.80177927,585
0.7968759,0.8901499,0.8517412,0.84087306,586
0.9387182,0.85925746,0.8664761,0.8261672,587
0.9338063,0.67258817,0.8688649,0.78462964,588
0.84598833,0.82809436,0.7261009,0.83043325,589
0.7730754,0.53206635,0.7226688,0.7965384,590
0.72409785,0.8259357,0.7734345,0.83254933,591
0.9268239,0.87501025,0.79588705,0.7829995,592
0.9329168,0.7603493,0.7968331,0.8041106,593
0.8879198,0.78502107,0.81681836,0.79457736,594
0.93292326,0.8484277,0.91070914,0.80740476,595
0.84740275,0.81390023,0.9197835,0.828186,596
0.90502495,0.87697315,0.84715945,0.7658347,597
0.825123,0.82350874,0.8212337,0.79326427,598
0.9149818,0.67111444,0.7939184,0.75199527,599
0.6758683,0.8626854,0.78460807,0.8673909,600
0.67703784,0.78439677,0.76219594,0.90927786,601
0.92679924,0.56746453,0.8424541,0.81176424,602
0.9175753,0.7023798,0.78025055,0.833802,603
0.80601346,0.8168798,0.8866537,0.7000136,604
0.8394242,0.6255174,0.75526077,0.74524254,605
0.8640729,0.70572644,0.87823987,0.8506343,606
0.7102565,0.8841952,0.71594584,0.85235715,607
0.86513895,0.7301551,0.8288973,0.7534423,608
0.9732655,0.7508821,0.87756103,0.78473276,609
0.73549855,0.7078713,0.74656886,0.7706216,610
0.8608561,0.7727289,0.7494367,0.83798414,611
0.8851415,0.7856598,0.8815875,0.7949598,612
0.8687123,0.78964174,0.8417779,0.81997424,613
0.8632994,0.86930877,0.9246837,0.80959857,614
0.93482316,0.79930943,0.85108054,0.76194197,615
0.94886017,0.8348416,0.689609,0.8125569,616
0.9042128,0.7973586,0.74332744,0.7540095,617
0.9636005,0.8490388,0.6379647,0.79216295,618
0.95053905,0.94924766,0.79860103,0.762071,619
0.9696748,0.91390216,0.84831065,0.77496004,620
0.8699267,0.87685317,0.7816689,0.71410835,621
0.836587,0.89574283,0.71361417,0.80368626,622
0.76989454,0.8366965,0.82232153,0.8125565,623
0.7010408,0.7739796,0.83149445,0.7632506,624
0.96767265,0.82190806,0.71581846,0.80091333,625
0.8441089,0.89515936,0.7460054,0.85225946,626
0.91769195,0.8592955,0.75127786,0.8604728,627
0.85467994,0.8290596,0.8809232,0.8330047,628
0.9357443,0.6993951,0.7406392,0.84523684,629
0.8810547,0.63005966,0.87892497,0.74936694,630
0.870828,0.68293786,0.7748988,0.8668887,631
0.9468285,0.7581681,0.8763573,0.79207087,632
0.94302636,0.7793578,0.8353928,0.76810354,633
0.9634953,0.8901994,0.8272784,0.74002564,634
0.879472,0.95979124,0.73063135,0.80218387,635
0.83652055,0.77123094,0.8873844,0.7975847,636
0.9351421,0.805547,0.8270865,0.74927276,637
0.96279716,0.74401313,0.6748342,0.74777234,638
0.8580613,0.8693589,0.7306088,0.72400546,639
0.6117615,0.8277645,0.861732,0.79530644,640
0.94301534,0.69168764,0.71687394,0.77831477,641
0.6833368,0.7880195,0.84057593,0.7955276,642
0.96111554,0.84479755,0.804189,0.7830275,643
0.97245336,0.7846533,0.86394316,0.8195334,644
0.96686375,0.87340826,0.54896694,0.8591233,645
0.75995594,0.8408765,0.6604116,0.80628663,646
0.8844753,0.78636545,0.7150639,0.8013065,647
0.64191705,0.83349013,0.68282515,0.8370912,648
0.84368986,0.7936685,0.89543337,0.82305396,649
0.9494603,0.83363813,0.83030164,0.811686,650
0.82677585,0.88568336,0.72844845,0.73431623,651
0.82798946,0.6331364,0.79281586,0.8183989,652
0.9267406,0.68877816,0.79950315,0.7539933,653
0.94292647,0.71201456,0.87809694,0.7206161,654
0.9655754,0.927285,0.8989105,0.86851126,655
0.8067033,0.7743526,0.9092295,0.78158575,656
0.8265806,0.88014805,0.7500321,0.7930705,657
0.7283563,0.93313533,0.77420545,0.75999945,658
0.85129803,0.7683368,0.8823837,0.768695,659
0.8908703,0.6523592,0.83179474,0.82843274,660
0.878778,0.75018674,0.8422566,0.8418952,661
0.90357757,0.56427914,0.71583474,0.8142922,662
0.74408627,0.6787331,0.7437401,0.8872757,663
0.8574032,0.60399854,0.8419174,0.8461329,664
0.9624564,0.72235733,0.8035333,0.8338768,665
0.8748554,0.76144415,0.7005102,0.8633963,666
0.8618031,0.858604,0.6795335,0.753386,667
0.9134596,0.80647814,0.7126306,0.81683505,668
0.800962,0.89989936,0.74438184,0.792813,669
0.90669864,0.82625055,0.8790989,0.8456125,670
0.7774191,0.8341089,0.73935175,0.8863011,671
0.88995135,0.90810764,0.78498834,0.8388422,672
0.98420346,0.79274565,0.7256745,0.8590935,673
0.9413476,0.9407921,0.84003156,0.8533334,674
0.88681406,0.8791831,0.78859985,0.7975456,675
0.74339306,0.89824194,0.7441319,0.72673887,676
0.9008294,0.73126644,0.7728598,0.80894995,677
0.97168475,0.8985019,0.69718057,0.75698,678
0.9239189,0.8115342,0.7748676,0.7282936,679
0.9512091,0.7789549,0.63486445,0.8444227,680
0.9769332,0.67283565,0.67523503,0.7705826,681
0.9563414,0.80454075,0.7472196,0.79209185,682
0.9056097,0.90769446,0.9396589,0.84961265,683
0.9115356,0.8595038,0.9000868,0.83702064,684
0.6219093,0.70855707,0.90752685,0.7997368,685
0.86979395,0.83852714,0.77322274,0.83329964,686
0.9314504,0.7296495,0.76907605,0.8426619,687
0.90686846,0.7908713,0.8525927,0.7692388,688
0.9434755,0.83697903,0.874363,0.8081809,689
0.90209806,0.97521436,0.7701446,0.7444248,690
0.6003732,0.89245063,0.8075489,0.8471252,691
0.98580086,0.83750266,0.7255717,0.6934597,692
0.64294064,0.8068174,0.75947577,0.8347233,693
0.86977786,0.7717077,0.6958359,0.733713,694
0.9480892,0.7094114,0.7051355,0.79041857,695
0.98438025,0.920643,0.65038,0.80792457,696
0.8933367,0.9226851,0.74265075,0.7811822,697
0.8646549,0.77613866,0.7664917,0.7837025,698
0.90988886,0.74428624,0.9040202,0.8011201,699
0.8052609,0.6967786,0.8849733,0.78645545,700
0.79322034,0.8153708,0.76311576,0.7549959,701
0.7978946,0.8177816,0.7466844,0.6908106,702
0.7318996,0.6586636,0.7494009,0.8474344,703
0.93728703,0.9546416,0.8020976,0.8626097,704
0.9324585,0.8454134,0.8793233,0.8052667,705
0.78137916,0.8633625,0.80764455,0.8889742,706
0.83150625,0.9361462,0.87658596,0.7960947,707
0.9234455,0.78879195,0.89234,0.835236,708
0.94054925,0.8738003,0.87267405,0.8032429,709
0.78103626,0.74864846,0.88248557,0.86670274,710
0.7678441,0.75084484,0.9099592,0.7296063,711
0.9217682,0.7009546,0.84100634,0.7527712,712
0.95936126,0.7205799,0.8124157,0.80908525,713
0.88563186,0.87863016,0.76836234,0.85218084,714
0.9608016,0.70716137,0.84204596,0.77309257,715
0.91664886,0.67874885,0.81897277,0.8355725,716
0.7963567,0.80778056,0.8272888,0.8401257,717
0.5434989,0.880918,0.84758943,0.79725033,718
0.70011044,0.8294847,0.8552184,0.8361925,719
0.776099,0.7835885,0.839268,0.7810774,720
0.6780239,0.78811884,0.902996,0.8895334,721
0.86191934,0.7386717,0.8044916,0.80804294,722
0.91230696,0.83124506,0.8245,0.7809424,723
0.8448597,0.81889224,0.8544101,0.8815283,724
0.9180243,0.65072817,0.71576726,0.7577765,725
0.74156886,0.9012387,0.8117898,0.8070784,726
0.9859968,0.8070352,0.739917,0.8150719,727
0.88791883,0.90405494,0.835682,0.7844582,728
0.8568978,0.9063737,0.6821392,0.75860906,729
0.77911264,0.81537515,0.736482,0.7473695,730
0.6359199,0.85688347,0.67504317,0.70835185,731
0.8894398,0.76656777,0.87136424,0.8828831,732
0.78583664,0.8187428,0.8962145,0.85106605,733
0.97292745,0.78956604,0.7160891,0.80701923,734
0.5643757,0.8051984,0.8279466,0.89735526,735
0.96501553,0.79930514,0.7231225,0.8043375,736
0.9626843,0.7670956,0.79525447,0.83841443,737
0.9175879,0.8485922,0.84939855,0.7671431,738
0.8515812,0.9476926,0.90916556,0.79993206,739
0.8554909,0.88106436,0.8244382,0.9048522,740
0.9445131,0.7338492,0.774584,0.8241803,741
0.92190415,0.85575306,0.8723383,0.78296965,742
0.72183275,0.7039997,0.86201406,0.8257456,743
0.927286,0.808629,0.8971942,0.7697646,744
0.7634308,0.70965135,0.8535976,0.83191377,745
0.86600125,0.87288797,0.8499213,0.7838913,746
0.8749638,0.811968,0.7865295,0.8407569,747
0.91069585,0.81691194,0.83074415,0.7861404,748
0.97613007,0.8060622,0.69291574,0.631213,749
0.79100615,0.7656947,0.8205652,0.79042006,750
0.7107294,0.9447024,0.73581165,0.8285836,751
0.6764824,0.7855778,0.82707465,0.7955812,752
0.7030324,0.7909165,0.84638053,0.7642726,753
0.75922793,0.7637231,0.81769365,0.822998,754
0.92797434,0.85334337,0.72287446,0.7336512,755
0.812722,0.73169506,0.7844698,0.8109799,756
0.7492922,0.8125796,0.8622698,0.80968523,757
0.8606049,0.782223,0.79008704,0.8000409,758
0.8071656,0.7483999,0.7444262,0.80881745,759
0.8444367,0.72308517,0.75815034,0.8620744,760
0.73322505,0.83864474,0.7934983,0.832041,761
0.7934526,0.77556956,0.79396427,0.7513786,762
0.7582088,0.82151717,0.7939516,0.775129,763
0.64030087,0.8228667,0.8787055,0.8070412,764
0.6929972,0.71799034,0.63236403,0.85136133,765
0.74651814,0.8832119,0.87728524,0.81922436,766
0.76295626,0.8960316,0.7483518,0.7541084,767
0.80857015,0.7710365,0.8033894,0.8196053,768
0.8173016,0.6041204,0.6528727,0.6561283,769
0.7759696,0.7155732,0.7395472,0.7412191,770
0.7103588,0.7649786,0.8360718,0.7431154,771
0.8671821,0.7522995,0.75602126,0.87597656,772
0.9115409,0.7209013,0.8733841,0.73426956,773
0.8029154,0.6269418,0.7911223,0.8677009,774
0.7311684,0.76746804,0.92440665,0.8310396,775
0.8942041,0.85955614,0.6770271,0.86553836,776
0.8577492,0.6466198,0.7893289,0.77506274,777
0.9775818,0.77440846,0.8829267,0.84271735,778
0.9836336,0.7954861,0.8080144,0.8450815,779
0.86728895,0.9048631,0.7314461,0.7226886,780
0.8431845,0.7632421,0.7035502,0.8257448,781
0.95258343,0.71852696,0.8447951,0.7526308,782
0.75841063,0.74804026,0.80522066,0.8246218,783
0.93143076,0.6957068,0.72880644,0.7706684,784
0.86501306,0.8391763,0.7838878,0.70836884,785
0.90748656,0.90596163,0.79474497,0.76619244,786
0.96327114,0.8681243,0.78801036,0.78164643,787
0.9636695,0.92727244,0.7344448,0.8137354,788
0.9555699,0.818683,0.6725428,0.7728777,789
0.8951871,0.698193,0.7568731,0.81973517,790
0.9473536,0.82547903,0.820073,0.8449606,791
0.8313123,0.5602159,0.8168999,0.9121395,792
0.8123789,0.7654681,0.83907336,0.80443627,793
0.88129926,0.87130105,0.75750077,0.7426952,794
0.9021333,0.67990595,0.84014565,0.73347217,795
0.952422,0.7687966,0.7019246,0.78301674,796
0.9256254,0.6539118,0.74248636,0.73133516,797
0.9323152,0.5285485,0.7817069,0.70288867,798
0.9423006,0.52891314,0.7218579,0.7762656,799
0.9413125,0.8544677,0.89409053,0.7737432,800
0.8962465,0.74228495,0.8157453,0.76046914,801
0.85204405,0.93147594,0.87442344,0.6524949,802
0.8479155,0.7943812,0.66826487,0.68992054,803
0.909205,0.82122827,0.7592218,0.7210136,804
0.8635377,0.6959593,0.83586913,0.83971035,805
0.9206919,0.55951864,0.85693336,0.7659425,806
0.94158554,0.9240513,0.91059875,0.78546536,807
0.89094865,0.7957916,0.8358185,0.80080765,808
0.8978038,0.8941321,0.63640285,0.84744114,809
0.8014215,0.8848676,0.75934184,0.7858569,810
0.8872522,0.85877395,0.6687907,0.74652016,811
0.883915,0.86599296,0.7033436,0.733394,812
0.95285726,0.7105776,0.8312581,0.7621802,813
0.90010655,0.8816367,0.74763304,0.8122842,814
0.9402113,0.8541397,0.83126074,0.83738756,815
0.7697639,0.5643532,0.88800806,0.9109769,816
0.9624367,0.7260138,0.82824075,0.8155078,817
0.8311964,0.73064786,0.86513203,0.77648544,818
0.6325659,0.67579854,0.67036855,0.85288256,819
0.9536563,0.8713862,0.8143813,0.8291273,820
0.8532728,0.8191161,0.83741677,0.78767306,821
0.9634071,0.66794956,0.9007431,0.77841413,822
0.924858,0.69717383,0.84125465,0.8062977,823
0.9479382,0.70282274,0.7663721,0.804608,824
0.739152,0.82508856,0.8208563,0.806387,825
0.96134436,0.9189906,0.81512296,0.7818743,826
0.96869373,0.86689126,0.75379026,0.85908985,827
0.9377004,0.68759507,0.7194815,0.8253265,828
0.7249982,0.8802296,0.78666395,0.85473984,829
0.9534175,0.7434077,0.7963956,0.7908148,830
0.96056163,0.81922084,0.7669054,0.85810965,831
0.8951288,0.7697064,0.7281648,0.8379442,832
0.77275395,0.5730628,0.80431306,0.8351388,833
0.64608616,0.66158795,0.87026906,0.7880398,834
0.8894098,0.7514752,0.8302097,0.79187703,835
0.9714586,0.77024597,0.834331,0.7133759,836
0.8902884,0.90138125,0.85909677,0.77975935,837
0.9586447,0.8620252,0.7829376,0.9013197,838
0.8345914,0.8868941,0.9507106,0.69577765,839
0.9859975,0.6449531,0.8692831,0.80022085,840
0.86587787,0.9103882,0.81077373,0.8814402,841
0.94705683,0.70387155,0.7408955,0.82480973,842
0.83733755,0.78633434,0.7553388,0.83490264,843
0.97057223,0.7910312,0.8566081,0.8579018,844
0.9255637,0.70733565,0.82937884,0.8106194,845
0.9400778,0.77522564,0.86864996,0.8117243,846
0.85793537,0.8253405,0.8247812,0.86768085,847
0.91737545,0.9640436,0.8488723,0.78558284,848
0.798821,0.64977646,0.878505,0.812067,849
0.8503406,0.8250513,0.74738276,0.8327596,850
0.5496463,0.7226583,0.7641671,0.78310513,851
0.9528643,0.7796076,0.81764144,0.8477362,852
0.93719834,0.7136831,0.86544126,0.8886067,853
0.88338315,0.8288171,0.7329331,0.80105597,854
0.8696183,0.82658356,0.9107294,0.7684582,855
0.8600313,0.7257288,0.84597623,0.7742582,856
0.9519939,0.72547024,0.83075553,0.8129201,857
0.8049562,0.75306344,0.7453914,0.83472043,858
0.8091023,0.68650097,0.762652,0.7696522,859
0.83664346,0.7475386,0.72039557,0.829035,860
0.8919819,0.76688886,0.7275271,0.7819557,861
0.95636886,0.75386167,0.79736596,0.8777162,862
0.8088006,0.89928454,0.91516715,0.8470808,863
0.86274046,0.8664375,0.86465687,0.7682919,864
0.8434447,0.88173246,0.8194555,0.83137184,865
0.8779468,0.77977735,0.83299077,0.75836265,866
0.9489049,0.8425804,0.8445431,0.85306907,867
0.8892984,0.815914,0.8000982,0.78225017,868
0.80496514,0.96084154,0.76380706,0.8751875,869
0.87208074,0.68846184,0.81272656,0.8360578,870
0.9493232,0.7244033,0.83799,0.7026738,871
0.9795532,0.82290995,0.7595043,0.79708165,872
0.9811436,0.78639007,0.8270589,0.8347108,873
0.9219732,0.8803385,0.6967937,0.8903425,874
0.9305006,0.7944355,0.8040576,0.8160406,875
0.72619605,0.7208327,0.8449915,0.7777866,876
0.80991465,0.81784505,0.8941898,0.85917234,877
0.929477,0.8965771,0.82914615,0.7736205,878
0.97437036,0.79351914,0.84400827,0.7497444,879
0.9434972,0.82149255,0.88826174,0.8143446,880
0.93309814,0.80225384,0.9263822,0.79336137,881
0.94806683,0.7463627,0.7837644,0.8231194,882
0.9489039,0.8454162,0.7744136,0.78116536,883
0.7840866,0.8455075,0.7430281,0.7912088,884
0.8223802,0.7957168,0.78179306,0.7681963,885
0.7660098,0.8497117,0.8517579,0.83013326,886
0.804145,0.816597,0.76600087,0.78032076,887
0.9293384,0.70471114,0.7971807,0.8182805,888
0.74316114,0.7235017,0.91915965,0.76565075,889
0.857324,0.8652107,0.86462533,0.86356103,890
0.7846929,0.72147375,0.80180126,0.8609336,891
0.84286463,0.8700528,0.81807303,0.8144789,892
0.94267225,0.8028943,0.8739432,0.85008943,893
0.7555921,0.7645284,0.7938461,0.71914905,894
0.9056239,0.8305835,0.59305215,0.85185784,895
0.9430774,0.96683764,0.8917093,0.8117579,896
0.83886856,0.82803094,0.8894084,0.8784337,897
0.9603806,0.90189147,0.82616067,0.85038555,898
0.8846083,0.7745896,0.7658494,0.81043094,899
0.7635762,0.59894514,0.75300455,0.7826327,900
0.8591376,0.7386399,0.72009206,0.8156273,901
0.8794964,0.71083105,0.815803,0.8141182,902
0.9819596,0.92360866,0.89168036,0.77666634,903
0.8370797,0.72292835,0.8526693,0.84781635,904
0.83204657,0.9108693,0.839556,0.8006285,905
0.40582183,0.81402165,0.8756339,0.7653721,906
0.90651023,0.8687962,0.89994615,0.8394905,907
0.8888395,0.7212655,0.86476934,0.7730532,908
0.8423576,0.9013483,0.90249115,0.80304897,909
0.8826293,0.82116723,0.8980435,0.73466915,910
0.9842363,0.8371475,0.8973625,0.8228087,911
0.9806309,0.920506,0.8011663,0.6726567,912
0.70516795,0.82882637,0.80903256,0.73256606,913
0.84504485,0.6852908,0.6260706,0.62719685,914
0.787765,0.85094154,0.7123711,0.7993681,915
0.97723234,0.7609641,0.7895574,0.88318586,916
0.96471965,0.8972819,0.8951411,0.79865766,917
0.93334234,0.9073513,0.76293,0.8490033,918
0.95826596,0.90157974,0.7844726,0.791299,919
0.6924314,0.7415684,0.7747273,0.6792042,920
0.94414115,0.7633238,0.696314,0.72776306,921
0.85095006,0.85198337,0.7761845,0.83527184,922
0.94906723,0.79233205,0.83891374,0.8127317,923
0.92477727,0.784689,0.72410154,0.7465855,924
0.9472665,0.8816081,0.86067545,0.849521,925
0.8041769,0.8068753,0.86669266,0.78429765,926
0.81542337,0.92146385,0.77701235,0.72706175,927
0.90516275,0.89818096,0.8715943,0.8044669,928
0.7068281,0.733979,0.9118682,0.8181818,929
0.82080585,0.74136305,0.76499194,0.7572973,930
0.87431204,0.83101225,0.8228584,0.7798948,931
0.90064514,0.815784,0.8701004,0.7121419,932
0.7823911,0.89518064,0.7814072,0.7130543,933
0.86917126,0.81079406,0.88887113,0.82264435,934
0.8185705,0.60081244,0.8772607,0.82662416,935
0.79653347,0.77438295,0.902865,0.7575762,936
0.8125086,0.7919215,0.80116606,0.8448454,937
0.8238815,0.7325614,0.8685963,0.7283081,938
0.96804017,0.90704143,0.81876546,0.736075,939
0.95262134,0.71131253,0.81478685,0.7696057,940
0.9109327,0.71177214,0.892249,0.7850551,941
0.9248843,0.7283874,0.83023036,0.83695614,942
0.91386014,0.8418464,0.7959258,0.7683213,943
0.9634658,0.82454747,0.82761705,0.8150814,944
0.9441519,0.87503517,0.89127904,0.78027475,945
0.97617894,0.9409811,0.8532642,0.8240035,946
0.94896936,0.7482916,0.7462521,0.7884235,947
0.7136357,0.8343295,0.75918996,0.8304192,948
0.94662064,0.9413624,0.7512501,0.70890814,949
0.89394784,0.8878571,0.827828,0.6781172,950
0.92945457,0.70492214,0.76009494,0.84823596,951
0.8741284,0.8565042,0.7956779,0.8654356,952
0.964663,0.96371084,0.83606696,0.8489325,953
0.99459285,0.91405034,0.8156623,0.7749865,954
0.8401509,0.7531563,0.87706804,0.8550819,955
0.76633054,0.88663125,0.8673047,0.79800564,956
0.94750154,0.86907756,0.8408564,0.82605124,957
0.94105864,0.8408711,0.83348227,0.8107036,958
0.8268211,0.95622087,0.8523897,0.85247785,959
0.89372087,0.73955697,0.81568944,0.7640156,960
0.86056536,0.9317241,0.93050843,0.8537584,961
0.75950795,0.94646287,0.86686635,0.8406843,962
0.9419755,0.84582025,0.7374545,0.7937948,963
0.89013064,0.84493315,0.84018946,0.8447752,964
0.7819536,0.7631866,0.8695272,0.70236266,965
0.97426265,0.6407416,0.8830702,0.76916337,966
0.95388454,0.9452699,0.87343097,0.7485449,967
0.907123,0.7437139,0.76097244,0.7540982,968
0.867301,0.73065144,0.89368033,0.8583359,969
0.85745156,0.9031121,0.8364599,0.7539277,970
0.9196922,0.9191489,0.7994758,0.79860187,971
0.9590405,0.8067248,0.85781324,0.8319927,972
0.84324735,0.8545899,0.91072,0.843915,973
0.86749256,0.81456685,0.8181038,0.7998215,974
0.6515422,0.80866957,0.83801,0.83180845,975
0.9155238,0.80167425,0.79109645,0.814088,976
0.6092523,0.8345928,0.87122166,0.8225021,977
0.95259464,0.7438711,0.79606986,0.8446864,978
0.8942763,0.9057684,0.8211127,0.85255927,979
0.7083413,0.7333534,0.8214001,0.7753204,980
0.8791103,0.85509914,0.7931147,0.84194124,981
0.83000314,0.73039037,0.82564926,0.83933884,982
0.8690035,0.8531778,0.8092809,0.8220074,983
0.9740908,0.749922,0.81592304,0.8792667,984
0.9797303,0.80175066,0.75728244,0.72902495,985
0.8058829,0.880239,0.7902402,0.8002225,986
0.862566,0.8556328,0.8985542,0.73312944,987
0.802259,0.8895857,0.7738303,0.77674615,988
0.87211645,0.78249216,0.8017474,0.8255135,989
0.955042,0.8327579,0.90025514,0.8388987,990
0.7982479,0.96523464,0.87903446,0.8786887,991
0.8237838,0.7438473,0.8545175,0.8040556,992
0.9664167,0.6660868,0.8430471,0.8530102,993
0.76823235,0.78660977,0.8669993,0.7983344,994
0.9540399,0.8930632,0.8247397,0.69478524,995
0.9393815,0.75301266,0.71140575,0.8397879,996
0.8283538,0.81034917,0.88449854,0.77621716,997
0.85364944,0.96689343,0.8888324,0.7590058,998
0.94404984,0.7946843,0.772848,0.7945299,999
0.9769209,0.8121619,0.9044867,0.79858965,1000
0.84825337,0.84347665,0.79561055,0.7881167,1001
0.77679974,0.63230795,0.7414441,0.71674436,1002
0.7400392,0.7674341,0.7094352,0.84395415,1003
0.8876768,0.7372689,0.83658755,0.81625146,1004
0.70508814,0.6964154,0.7553561,0.91047484,1005
0.90687466,0.8311633,0.8914112,0.88432384,1006
0.95327514,0.8857355,0.80901,0.8540204,1007
0.90886897,0.6537417,0.862349,0.8341163,1008
0.74128824,0.7812512,0.67337936,0.7829111,1009
0.8176091,0.7933841,0.69591653,0.75367135,1010
0.86905104,0.86554277,0.7694269,0.7866469,1011
0.89451945,0.8299602,0.8696668,0.80075455,1012
0.9710956,0.75723785,0.7498645,0.80112725,1013
0.6940931,0.90306675,0.8134375,0.77159584,1014
0.889088,0.8071277,0.81417984,0.76142186,1015
0.53794765,0.7266109,0.80511355,0.643318,1016
0.8718949,0.63949597,0.7448512,0.6267592,1017
0.72240317,0.79498345,0.8503542,0.7533395,1018
0.8575399,0.8527027,0.85832727,0.82711434,1019
0.7744229,0.63684267,0.926764,0.7515361,1020
0.76814896,0.808117,0.81622744,0.838578,1021
0.8521551,0.81215096,0.7517562,0.7448444,1022
0.86119395,0.50155914,0.75685585,0.76560265,1023
0.8963843,0.8500897,0.7049032,0.69744635,1024
0.74739736,0.91163456,0.75779974,0.8380402,1025
0.8828666,0.83526087,0.8162758,0.7659599,1026
0.981246,0.7280175,0.83714235,0.7344998,1027
0.92425996,0.65197223,0.68901265,0.78911924,1028
0.8843258,0.72769374,0.8765833,0.82624125,1029
0.79431343,0.6757676,0.68656516,0.8395033,1030
0.86989415,0.6434762,0.7308141,0.826307,1031
0.88782114,0.6144639,0.65158796,0.78441954,1032
0.770683,0.4467547,0.6845988,0.8597152,1033
0.8098414,0.4733082,0.6144383,0.812085,1034
0.85008466,0.5666009,0.6373977,0.7795796,1035
0.85739857,0.71946406,0.47254,0.70590526,1036
0.81536955,0.56436193,0.6131846,0.8325712,1037
0.6230834,0.53190637,0.7158935,0.68397427,1038
0.90517414,0.6028639,0.7089797,0.7087321,1039
0.55406654,0.63331157,0.64558834,0.7820023,1040
0.78036374,0.8346158,0.900727,0.8799507,1041
0.7857537,0.5275988,0.8954482,0.82301897,1042
