@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.580215,0.8528455,0.7916579,0.7085341,1559
0.5512498,0.6406291,0.524846,0.71067613,1560
0.6836192,0.74069315,0.82580453,0.6778346,1561
0.75580174,0.8615244,0.91957694,0.7869401,1562
0.6800477,0.7988286,0.8592731,0.87491727,1563
0.62314296,0.79551256,0.7295829,0.8185945,1564
0.7870328,0.878845,0.7189005,0.79522806,1565
0.92543024,0.7763119,0.67358243,0.7780681,1566
0.90602666,0.8245769,0.8760698,0.80047107,1567
0.7448201,0.9565926,0.8488938,0.8361605,1568
0.8017279,0.74422467,0.8504656,0.83663744,1569
0.76459754,0.9070669,0.7947701,0.7558511,1570
0.77867013,0.81486154,0.8382374,0.8272525,1571
0.7809139,0.50120366,0.83438945,0.8080487,1572
0.4748926,0.7411247,0.5845954,0.81704116,1573
0.8279897,0.7634066,0.6494064,0.7736902,1574
0.79354495,0.5330305,0.67416984,0.62309474,1575
0.7836766,0.79967135,0.8256319,0.8278074,1576
0.92513186,0.80171275,0.6400219,0.7526137,1577
0.5862983,0.81154865,0.58410805,0.80049694,1578
0.8034488,0.72293335,0.79348695,0.7618809,1579
0.89460325,0.6089908,0.8946101,0.7833979,1580
0.843271,0.6745947,0.6849094,0.7720355,1581
0.6931461,0.9180398,0.8957356,0.82093656,1582
0.8429361,0.8034409,0.75406516,0.76930565,1583
0.8564383,0.7317214,0.8215423,0.7748571,1584
0.7064206,0.6232518,0.670228,0.8085279,1585
0.78190696,0.5667691,0.7672728,0.7409229,1586
0.79542285,0.7348738,0.6333843,0.8135583,1587
0.7137952,0.8457771,0.5455857,0.74104106,1588
0.90096474,0.70332134,0.75971574,0.71419466,1589
0.8466934,0.85020757,0.9052608,0.7089139,1590
0.82601845,0.818072,0.7457549,0.8260567,1591
0.89325535,0.88881207,0.84106266,0.8182896,1592
0.8652252,0.83201474,0.8746398,0.7669211,1593
0.9120709,0.9551917,0.903249,0.709253,1594
0.76238585,0.86190224,0.7693526,0.8022153,1595
0.85189563,0.5031015,0.75699383,0.74681485,1596
0.8529623,0.6738011,0.6449477,0.77149725,1597
0.862585,0.64978915,0.70457,0.824059,1598
0.88405687,0.53916025,0.638692,0.81626487,1599
0.57733107,0.80004364,0.5774913,0.7709277,1600
0.88208175,0.7723226,0.6118963,0.7669143,1601
0.65776104,0.89249325,0.8082828,0.7139985,1602
0.729274,0.81205547,0.49584275,0.7565526,1603
0.45605484,0.74417347,0.7614719,0.7063784,1604
0.95977485,0.61639917,0.77575433,0.79734737,1605
0.5797792,0.48970923,0.61223793,0.77618957,1606
0.7858321,0.48066166,0.5409202,0.7635862,1607
0.77624065,0.43970466,0.7117537,0.6563283,1608
0.54167044,0.3814618,0.71042114,0.7078263,1609
0.7398463,0.41723,0.5874268,0.6287207,1610
0.57116646,0.55973667,0.7792087,0.72481436,1611
0.7868135,0.5391326,0.7955247,0.7109459,1612
0.9419918,0.48860034,0.78341365,0.7002785,1613
0.80817276,0.45595062,0.76769155,0.6713115,1614
0.83141375,0.5260803,0.6752958,0.59953713,1615
0.5933089,0.6662194,0.7965532,0.61886084,1616
0.55192435,0.46931118,0.8220978,0.84893763,1617
0.6219532,0.810685,0.84852874,0.76974857,1618
0.70494956,0.73532826,0.81901217,0.76853454,1619
0.95655715,0.89280295,0.78894997,0.6770213,1620
0.80387324,0.80824965,0.7457426,0.83054036,1621
0.84362835,0.89602196,0.6805982,0.8537759,1622
0.833694,0.8594259,0.725681,0.81215453,1623
0.7817961,0.8381035,0.81225836,0.82512915,1624
0.9134864,0.8700999,0.8010157,0.78310287,1625
0.52451104,0.95889044,0.75506365,0.7997048,1626
0.7828957,0.84964705,0.68525,0.7837185,1627
0.6325183,0.79393697,0.7596461,0.74256766,1628
0.67274487,0.74980044,0.8211079,0.75651985,1629
0.8083014,0.6145639,0.75751376,0.82572937,1630
0.58572936,0.6968772,0.7627423,0.77418125,1631
0.9305093,0.7570916,0.90825963,0.7887236,1632
0.9767129,0.84788305,0.8966412,0.73626226,1633
0.85378325,0.8302397,0.76882327,0.77404505,1634
0.848196,0.67024994,0.88529277,0.6256928,1635
0.8891919,0.90721095,0.86332124,0.73375076,1636
0.73424965,0.8481515,0.7515377,0.74968225,1637
0.8379345,0.8620621,0.8018316,0.69899935,1638
0.6756457,0.80909455,0.83768517,0.81099755,1639
0.95024693,0.8757723,0.8860466,0.8259866,1640
0.6303339,0.7420903,0.84356284,0.59164876,1641
0.77219653,0.69349664,0.8390102,0.6470287,1642
0.76124537,0.4962677,0.8167091,0.6037184,1643
0.6785265,0.57991445,0.7302673,0.7119412,1644
0.8614473,0.8958669,0.85015965,0.82621396,1645
0.746397,0.7967381,0.8191161,0.78085774,1646
0.8134743,0.8128914,0.8685281,0.858632,1647
0.7989881,0.9287782,0.8486297,0.81682324,1648
0.9010242,0.8887749,0.7766719,0.8009467,1649
0.8335795,0.7787917,0.86166453,0.73505336,1650
0.82135063,0.95122254,0.84144306,0.7228931,1651
0.71660113,0.7485311,0.8479065,0.80628735,1652
0.74091387,0.7716306,0.83057857,0.750117,1653
0.83795124,0.88048154,0.8731773,0.8064619,1654
0.74382514,0.89372516,0.72895,0.8309724,1655
0.72128075,0.91533756,0.86175376,0.83107764,1656
0.8158823,0.8121239,0.8122613,0.7942048,1657
0.7615935,0.83440566,0.86190236,0.80664706,1658
0.7481463,0.8474105,0.85903114,0.8576883,1659
0.7401006,0.85829633,0.80841124,0.8241334,1660
0.75381476,0.650949,0.699509,0.6749768,1661
0.7935195,0.66170645,0.88514805,0.70827055,1662
0.78199905,0.6305323,0.760693,0.7718302,1663
0.7986546,0.4970118,0.80841416,0.7352194,1664
0.6687096,0.70662665,0.8515628,0.69119287,1665
0.8054311,0.8213569,0.9173902,0.7953417,1666
0.8173333,0.8463355,0.8883743,0.7993903,1667
0.8988824,0.87115544,0.8745771,0.75491446,1668
0.85622686,0.7170299,0.916714,0.8023763,1669
0.9469834,0.8726292,0.8893254,0.8284601,1670
0.75798583,0.7403718,0.92804486,0.7405231,1671
0.95867217,0.82232726,0.7720319,0.8725173,1672
0.8279241,0.55588573,0.84580714,0.7924401,1673
0.8915122,0.73241115,0.70834106,0.8477847,1674
0.9473615,0.7576235,0.80645955,0.789024,1675
0.8949855,0.58702,0.7223746,0.8095617,1676
0.9645839,0.6485707,0.7550322,0.8105252,1677
0.6057396,0.70668596,0.86474884,0.7523057,1678
0.87825537,0.6824582,0.80546254,0.8070334,1679
0.6615885,0.7400439,0.6907483,0.7776977,1680
0.6043633,0.69515604,0.5039041,0.8257571,1681
0.47186503,0.8579256,0.7693957,0.79778665,1682
0.50403786,0.5350032,0.661462,0.7450252,1683
0.68749905,0.69309634,0.83635813,0.7345684,1684
0.946794,0.57156575,0.82886857,0.7217871,1685
0.98041725,0.8518991,0.7930769,0.78510004,1686
0.807188,0.68413085,0.84939104,0.8484207,1687
0.8996223,0.7062534,0.84854096,0.8488423,1688
0.7309874,0.82668173,0.8246711,0.81099665,1689
0.8477753,0.6816938,0.80072063,0.81498,1690
0.71791464,0.7004082,0.8431273,0.8610216,1691
0.86692137,0.82409817,0.71141154,0.8257347,1692
0.88912445,0.9103058,0.6960156,0.84650815,1693
0.9253099,0.6861605,0.73956835,0.789557,1694
0.8694132,0.6508945,0.8125673,0.76754963,1695
0.897222,0.7161517,0.7702501,0.801771,1696
0.9474076,0.6754566,0.83101,0.8503448,1697
0.93317485,0.71384966,0.77173424,0.79453266,1698
0.9080469,0.58941084,0.8239999,0.76155716,1699
0.75216955,0.5855784,0.83629763,0.75416625,1700
0.9174038,0.80137134,0.7969127,0.85537636,1701
0.7859348,0.7731566,0.7714421,0.7986359,1702
0.7279023,0.58411646,0.77711624,0.78895515,1703
0.88688505,0.61616325,0.80724853,0.8435553,1704
0.95728725,0.675591,0.8496825,0.85327995,1705
0.94488144,0.6629144,0.8495356,0.7816272,1706
0.91103995,0.5774179,0.8524634,0.7416427,1707
0.8794237,0.602857,0.7294547,0.7927115,1708
0.7620412,0.6596008,0.75190264,0.76328564,1709
0.8138757,0.5465877,0.5687413,0.84039694,1710
0.8948001,0.5307637,0.7141733,0.66026497,1711
0.7518454,0.56444633,0.77345407,0.85039985,1712
0.85258704,0.71605283,0.7827265,0.8127792,1713
0.9020293,0.6732841,0.8113389,0.78842235,1714
0.9233518,0.5000731,0.78265965,0.8066479,1715
0.7901678,0.5488103,0.80810314,0.83494204,1716
0.8830149,0.50472057,0.6866413,0.8634347,1717
0.9003265,0.6472702,0.77626437,0.8050177,1718
0.94811547,0.5484543,0.79223657,0.7504181,1719
0.8333053,0.592231,0.7700183,0.8129042,1720
0.82867783,0.71388775,0.77521646,0.80926216,1721
0.9280606,0.6165734,0.78779495,0.72839755,1722
0.8705506,0.6391332,0.8627472,0.8671869,1723
0.8507148,0.52960056,0.89594287,0.9121328,1724
0.8259528,0.53827465,0.76620525,0.8896868,1725
0.9391344,0.64996815,0.75307965,0.79082286,1726
0.887901,0.79187,0.67206085,0.8300158,1727
0.8917071,0.75086194,0.89050347,0.72028196,1728
0.87991285,0.51091737,0.7637423,0.7809188,1729
0.8535362,0.8679878,0.7719211,0.77888846,1730
0.7051098,0.86984307,0.5908675,0.70469445,1731
0.7093228,0.9303071,0.54686487,0.82142025,1732
0.83238935,0.838416,0.5856565,0.85802716,1733
0.8750026,0.8704763,0.5681331,0.8134726,1734
0.766625,0.825792,0.6006208,0.78310543,1735
0.81933475,0.62695295,0.5073089,0.79277664,1736
0.80183434,0.63333154,0.5693083,0.7292876,1737
0.8924536,0.75851583,0.5822586,0.79294807,1738
0.8112141,0.71378404,0.5045242,0.80246496,1739
0.76358986,0.75303704,0.59596324,0.83064944,1740
0.6917065,0.6706925,0.5132473,0.80776834,1741
0.7723698,0.7413691,0.6835256,0.7661472,1742
0.758492,0.8805008,0.6214982,0.660305,1743
0.7002251,0.68863934,0.425723,0.7281817,1744
0.88207775,0.5752601,0.46314248,0.7192442,1745
0.7671622,0.7946741,0.5008173,0.74677485,1746
0.82845587,0.60272515,0.3651462,0.6932337,1747
0.592668,0.67974216,0.52439207,0.81976736,1748
0.71192557,0.8390101,0.61609465,0.7644804,1749
0.7120888,0.66111183,0.5929747,0.7788196,1750
0.7118422,0.74308586,0.61790264,0.7929936,1751
0.70175457,0.81977695,0.6287227,0.7927779,1752
0.6649519,0.7594522,0.65846807,0.75942975,1753
0.7334977,0.70682,0.52112406,0.757639,1754
0.80724764,0.738207,0.5318702,0.6963336,1755
0.8257682,0.76502496,0.7536246,0.8034808,1756
0.8892122,0.8043657,0.8225496,0.7790536,1757
0.8182216,0.8272412,0.71944195,0.8865669,1758
0.76958495,0.73910403,0.666369,0.7380936,1759
0.63897026,0.69881415,0.5919066,0.7598553,1760
0.8643356,0.5768428,0.6004364,0.8350135,1761
0.7719557,0.6538187,0.7115163,0.7196178,1762
0.5616159,0.64032054,0.60432285,0.6892679,1763
0.8550972,0.756498,0.68047893,0.7328009,1764
0.6193278,0.7870052,0.5598913,0.7750505,1765
0.5211197,0.736658,0.5088766,0.8707164,1766
0.73255455,0.7116253,0.5890479,0.7930877,1767
0.680436,0.8068189,0.6504229,0.6690042,1768
0.8152034,0.7587633,0.70998293,0.81914836,1769
0.74601156,0.9163549,0.64622396,0.8023582,1770
0.64848375,0.80857784,0.6251336,0.78339136,1771
0.7204202,0.75971216,0.60441196,0.7532205,1772
0.6984831,0.76053876,0.59052354,0.8407952,1773
0.6224936,0.8067455,0.43339467,0.7664186,1774
0.72003096,0.7747361,0.6138301,0.797724,1775
0.5993524,0.69888175,0.67386806,0.76541233,1776
0.8686339,0.7825429,0.5365669,0.8070414,1777
0.67854893,0.683098,0.6470513,0.7313144,1778
0.7109974,0.738776,0.533405,0.7771704,1779
0.58807534,0.60863364,0.62061256,0.77158386,1780
0.46392405,0.6935631,0.7070547,0.80053186,1781
0.62966734,0.6937166,0.6878694,0.763724,1782
0.9122657,0.8962033,0.69619286,0.83349776,1783
0.79600793,0.7882864,0.6592891,0.80964816,1784
0.86094624,0.85034424,0.8110801,0.73344934,1785
0.9639084,0.6529213,0.87772757,0.8323508,1786
0.9523013,0.7109059,0.79492754,0.80456275,1787
0.8990969,0.67164457,0.81656116,0.8352396,1788
0.8982993,0.64895594,0.89958435,0.8048265,1789
0.8936131,0.5506423,0.8074457,0.8396558,1790
0.9211631,0.603105,0.73970354,0.76160586,1791
0.73989725,0.5593746,0.695043,0.81181407,1792
0.85738677,0.7910203,0.87244385,0.7773078,1793
0.8807308,0.69352335,0.70881057,0.7486234,1794
0.81889665,0.6365019,0.75468373,0.878564,1795
0.7535046,0.8165355,0.8921819,0.80976117,1796
0.9321849,0.6072809,0.814724,0.7678478,1797
0.92596763,0.6169739,0.77953273,0.70218784,1798
0.9560411,0.81299293,0.8189242,0.7873545,1799
0.9430547,0.48694035,0.8143511,0.7001943,1800
0.85818213,0.5938631,0.86266166,0.8506986,1801
0.7557353,0.59874403,0.8681652,0.74696666,1802
0.80209005,0.6707115,0.82619077,0.6976607,1803
0.76185983,0.90806735,0.8696401,0.86909825,1804
0.85969514,0.686476,0.74151045,0.8674024,1805
0.9890226,0.66947246,0.8615722,0.85624415,1806
0.92268425,0.6284417,0.91770965,0.8427766,1807
0.88633484,0.84188956,0.9447342,0.820052,1808
0.8218027,0.81858265,0.7568704,0.87930346,1809
0.952668,0.79619306,0.8486523,0.7615158,1810
0.9009069,0.78795546,0.8317196,0.73817474,1811
0.92429894,0.84729576,0.821015,0.8062057,1812
0.88187516,0.79616314,0.78887933,0.74599487,1813
0.9285044,0.85211927,0.8617048,0.82150376,1814
0.8331598,0.75141144,0.8277028,0.78010833,1815
0.96937764,0.9521285,0.83953714,0.7478859,1816
0.8998198,0.92583185,0.8651994,0.83228916,1817
0.9599473,0.787764,0.83546174,0.8849286,1818
0.8895974,0.85601145,0.789984,0.770882,1819
0.9492611,0.84467804,0.8288536,0.8308975,1820
0.9461805,0.7897154,0.78044057,0.88126284,1821
0.968215,0.7636095,0.84149516,0.862366,1822
0.84563464,0.7583934,0.79898673,0.88211435,1823
0.7522935,0.7833414,0.81963897,0.79825324,1824
0.97952265,0.87582964,0.8924237,0.82354146,1825
0.6209636,0.81294876,0.78970975,0.8063697,1826
0.96627015,0.90210897,0.8802101,0.76507103,1827
0.9560854,0.88022715,0.85886145,0.76844144,1828
0.9199852,0.76424336,0.836234,0.82806623,1829
0.9418385,0.8335045,0.89180607,0.80517775,1830
0.751985,0.891236,0.9420032,0.7730024,1831
0.91769403,0.81137383,0.8402927,0.84413654,1832
0.94027877,0.8641142,0.7949104,0.775727,1833
0.9023045,0.82905465,0.8090392,0.82213587,1834
0.7063641,0.79793733,0.8380094,0.7855753,1835
0.9086499,0.8909976,0.7945528,0.76581526,1836
0.7048337,0.8384482,0.6786318,0.76652837,1837
0.9191281,0.90742826,0.9322531,0.77743804,1838
0.8892854,0.80055046,0.82327944,0.8149254,1839
0.93144774,0.698327,0.8467395,0.8153111,1840
0.7620366,0.91203785,0.8777474,0.8418209,1841
0.69989014,0.9073969,0.8115058,0.8187815,1842
0.91979307,0.8118125,0.73672795,0.8108635,1843
0.8464627,0.9492857,0.671288,0.82882404,1844
0.760868,0.6895418,0.64836586,0.8132882,1845
0.88412744,0.68375695,0.6847564,0.7521316,1846
0.94786173,0.6924874,0.7253558,0.8392794,1847
0.714383,0.7437419,0.9184616,0.77991605,1848
0.6486143,0.7510376,0.87222683,0.8163475,1849
0.6922192,0.8878624,0.86104023,0.70037127,1850
0.9030987,0.78597933,0.8320714,0.7923875,1851
0.8175192,0.77111614,0.79798996,0.799472,1852
0.82046527,0.6781442,0.85353494,0.7520013,1853
0.854981,0.87828106,0.8571039,0.8671352,1854
0.91202426,0.7022554,0.787607,0.75199234,1855
0.84003043,0.62231934,0.7752653,0.75828385,1856
0.9488409,0.3639806,0.88670725,0.74024695,1857
0.8647287,0.68437135,0.89245486,0.79554665,1858
0.8944046,0.47818235,0.7895216,0.7633704,1859
0.9083302,0.55662006,0.8659213,0.7602327,1860
0.9020075,0.67407626,0.8509005,0.68536484,1861
0.85606694,0.68878084,0.7649417,0.7691692,1862
0.7230935,0.67872095,0.7972958,0.78167665,1863
0.93616813,0.5118181,0.78640574,0.7913435,1864
0.9757315,0.605019,0.884426,0.616906,1865
0.8645045,0.7526921,0.8776247,0.7680107,1866
0.8550394,0.7770154,0.93456036,0.68804,1867
0.96430403,0.7139812,0.88442314,0.74553436,1868
0.64321196,0.7490516,0.8123718,0.7465093,1869
0.85660523,0.6777092,0.85698813,0.7081608,1870
0.8036591,0.5151839,0.86785287,0.7020003,1871
0.6227069,0.70882756,0.82077414,0.76238656,1872
0.76260436,0.60824937,0.7810225,0.63084185,1873
0.94636357,0.48013994,0.8408846,0.68170696,1874
0.908399,0.59578705,0.755648,0.7388164,1875
0.92790693,0.80972546,0.8344206,0.88018876,1876
0.81494683,0.7599383,0.9218396,0.8044634,1877
0.7690927,0.6106603,0.89775777,0.7308725,1878
0.7501262,0.77533174,0.7622458,0.78312796,1879
0.84988755,0.8500383,0.8546514,0.79782695,1880
0.9323359,0.44805995,0.8204165,0.69937325,1881
0.8788209,0.71116936,0.8666123,0.77357036,1882
0.9800383,0.80916125,0.7201433,0.73866993,1883
0.89400446,0.7186867,0.6076898,0.7835134,1884
0.8582485,0.5817366,0.71313334,0.8615629,1885
0.8875766,0.7250381,0.7846861,0.83798707,1886
0.8970468,0.561056,0.73636466,0.8377386,1887
0.7193222,0.50191516,0.64388907,0.81240135,1888
0.72367185,0.45092604,0.66807693,0.85252905,1889
0.9347027,0.67749476,0.7710586,0.8186941,1890
0.77368563,0.61038077,0.59964633,0.7765894,1891
0.732364,0.57015574,0.6439891,0.69819224,1892
0.66040486,0.7022518,0.7855869,0.8101507,1893
0.97472167,0.639764,0.6910588,0.8034174,1894
0.8030706,0.67186487,0.62990254,0.74503285,1895
0.96509045,0.6520588,0.8631952,0.83107764,1896
0.6195753,0.32732967,0.8315949,0.77555597,1897
0.7314771,0.6582309,0.7887132,0.7817047,1898
0.93897974,0.67394406,0.79963964,0.73058075,1899
0.80725896,0.7620867,0.69109505,0.75991184,1900
0.6270204,0.77505314,0.7157565,0.8646639,1901
0.6929119,0.72237885,0.82210857,0.7976483,1902
0.96587205,0.80142844,0.7865264,0.8171108,1903
0.8816258,0.8550211,0.70687556,0.77159584,1904
0.6689517,0.47547787,0.84387314,0.7750494,1905
0.8675542,0.8312082,0.9126672,0.76067156,1906
0.8216021,0.73394716,0.8706931,0.8555708,1907
0.9305309,0.7982851,0.8441299,0.8136795,1908
0.95648384,0.73862535,0.8981822,0.7924983,1909
0.9534899,0.72241086,0.8342146,0.7846971,1910
0.89338547,0.61878395,0.72979593,0.79338425,1911
0.9477591,0.70494795,0.8228756,0.7964296,1912
0.9180126,0.6487696,0.8437243,0.84843445,1913
0.7660917,0.5935485,0.7097021,0.7225145,1914
0.7952758,0.676566,0.85466063,0.80773085,1915
0.8061585,0.48844385,0.8179705,0.84924614,1916
0.8829095,0.42256364,0.81932825,0.8480229,1917
0.93959886,0.5188049,0.57596403,0.794349,1918
0.7748423,0.5578059,0.6840637,0.7302595,1919
0.93962413,0.6179928,0.750651,0.87584287,1920
0.85806584,0.7348569,0.9245943,0.7887972,1921
0.79979,0.7061247,0.8447085,0.784784,1922
0.7481283,0.612978,0.8112753,0.81999665,1923
0.77980685,0.6917059,0.75691944,0.76998234,1924
0.8143978,0.51815194,0.7435539,0.80204135,1925
0.913094,0.631337,0.7963046,0.88542163,1926
0.787874,0.62645644,0.7548653,0.8398661,1927
0.7896778,0.8559555,0.7278315,0.84327734,1928
0.8303027,0.6559495,0.7850067,0.83205324,1929
0.77454907,0.6634807,0.7612678,0.77794343,1930
0.90846676,0.8178146,0.6968816,0.736757,1931
0.7923503,0.69049925,0.70904624,0.8109968,1932
0.8679831,0.66188276,0.72209877,0.7731166,1933
0.78173095,0.8552279,0.6676944,0.84931314,1934
0.61987454,0.9272162,0.7887252,0.81204915,1935
0.9651597,0.83383346,0.8094464,0.811035,1936
0.8137861,0.8198018,0.7784762,0.7930071,1937
0.96405834,0.8097962,0.71944803,0.78869224,1938
0.7971203,0.7532159,0.8278431,0.8253104,1939
0.93313813,0.8698368,0.7808847,0.7333643,1940
0.75235224,0.83779615,0.89871466,0.8161755,1941
0.71929276,0.83184445,0.8773085,0.85672045,1942
0.876694,0.9004991,0.91829365,0.72161794,1943
0.8011509,0.7842688,0.8173592,0.8189689,1944
0.8092991,0.83120626,0.84496826,0.87315464,1945
0.73936194,0.88935304,0.85624224,0.86417013,1946
0.83576894,0.82851404,0.81267065,0.8498378,1947
0.889253,0.72584265,0.92316115,0.7835561,1948
0.58001286,0.71532226,0.81590426,0.79140353,1949
0.62814355,0.67021406,0.58324945,0.76574516,1950
0.86649126,0.60277593,0.6272665,0.7883503,1951
0.6840018,0.5654297,0.65228254,0.72933877,1952
0.68561095,0.84975326,0.86872506,0.81856644,1953
0.8681216,0.7298489,0.90062153,0.70358217,1954
0.86337984,0.8750592,0.90737915,0.7239891,1955
0.63237613,0.7632551,0.872623,0.6946691,1956
0.7360379,0.85866207,0.88840026,0.5871416,1957
0.9640647,0.79715985,0.8228311,0.6108908,1958
0.7480169,0.37091348,0.89955914,0.5837258,1959
0.93532985,0.77327067,0.8767402,0.66202515,1960
0.7657929,0.7160068,0.75263083,0.8144502,1961
0.8641762,0.8088191,0.8755884,0.7259556,1962
0.8580661,0.7706072,0.87599397,0.68116856,1963
0.93354774,0.9257952,0.9380703,0.8459375,1964
0.922854,0.9072438,0.88971764,0.7489236,1965
0.94155693,0.7833797,0.817286,0.78565675,1966
0.93756,0.7844924,0.8473258,0.83304065,1967
0.935348,0.8107242,0.7002123,0.7656716,1968
0.8641858,0.634789,0.8103586,0.8059486,1969
0.7912786,0.95265514,0.89875156,0.76500976,1970
0.73171496,0.7876335,0.8417107,0.8151026,1971
0.85840863,0.89330316,0.8682846,0.8810548,1972
0.83349365,0.89670527,0.81552076,0.7718849,1973
0.9628298,0.85335076,0.8419133,0.7472826,1974
0.9658033,0.7408561,0.83418894,0.80477476,1975
0.8461764,0.84062356,0.8710797,0.8276499,1976
0.63662165,0.8368148,0.8967694,0.6874941,1977
0.8752859,0.86207306,0.8869271,0.749767,1978
0.61611634,0.76234204,0.84827644,0.6199536,1979
0.5581632,0.663482,0.89309275,0.65197295,1980
0.8873908,0.83527195,0.68303955,0.85000366,1981
0.74557644,0.3126521,0.7551561,0.76138175,1982
0.8971479,0.7973699,0.8518142,0.7668829,1983
0.7161237,0.61580014,0.8724757,0.8088651,1984
0.6844874,0.48676983,0.72959536,0.8056613,1985
0.662665,0.5078647,0.7854606,0.7601693,1986
0.92282677,0.56143236,0.7902319,0.79495764,1987
0.8890983,0.73054874,0.7994215,0.74414635,1988
0.9268698,0.69084984,0.84837496,0.7701694,1989
0.7030982,0.6436559,0.850788,0.72736335,1990
0.83180046,0.87634474,0.6425071,0.7310902,1991
0.8329072,0.7617696,0.75714004,0.8814261,1992
0.56302506,0.8689937,0.8295394,0.89369047,1993
0.66972363,0.9514908,0.90407264,0.8572511,1994
0.7735131,0.7496048,0.8921816,0.79415023,1995
0.97627777,0.89146596,0.9085834,0.85704684,1996
0.8485317,0.8358207,0.9088365,0.8323186,1997
0.8665378,0.92445546,0.7815842,0.7572537,1998
0.76916057,0.7641542,0.6436426,0.7046418,1999
0.8363796,0.8182462,0.576566,0.74589854,2000
0.7462943,0.74220365,0.8727577,0.79398674,2001
0.96918005,0.5826285,0.897857,0.859286,2002
0.8814116,0.8071683,0.8806664,0.82384443,2003
0.90605634,0.5305351,0.82355076,0.806822,2004
0.9336743,0.8661996,0.8873319,0.8085498,2005
0.88554865,0.7748977,0.90942985,0.80839175,2006
0.9658759,0.8671113,0.848902,0.77514166,2007
0.8658821,0.87119985,0.82424426,0.837952,2008
0.79894114,0.76741415,0.82204527,0.8040883,2009
0.7121958,0.76345456,0.91852003,0.7993328,2010
0.8646763,0.67238,0.88506174,0.70831895,2011
0.75286925,0.66910017,0.80347383,0.7866654,2012
0.5891398,0.8378521,0.83232045,0.70733476,2013
0.7375095,0.8131946,0.86963177,0.80235356,2014
0.59627444,0.7649339,0.8642276,0.7620508,2015
0.78574896,0.89322865,0.9026775,0.75048345,2016
0.8459916,0.81867915,0.75384325,0.80277103,2017
0.8229235,0.8412081,0.77355355,0.83357614,2018
0.91961884,0.91560477,0.8094431,0.83053184,2019
0.94566184,0.72764164,0.85150206,0.8006818,2020
0.90360695,0.8649624,0.7873743,0.7841588,2021
0.8837175,0.7347411,0.79797596,0.8636878,2022
0.89039,0.87233394,0.7668284,0.79290473,2023
0.89072776,0.8585252,0.80434114,0.8526615,2024
0.88549733,0.78917223,0.83783334,0.8785828,2025
0.9557984,0.8244113,0.88048905,0.8057417,2026
0.81351465,0.9189826,0.8721697,0.7915241,2027
0.815263,0.83261025,0.8456965,0.83758223,2028
0.8749514,0.8196876,0.8006599,0.66773295,2029
0.73582155,0.8431954,0.8330331,0.8337147,2030
0.8247063,0.8256999,0.74368745,0.7823754,2031
0.87541056,0.88867694,0.7980571,0.780661,2032
0.8211953,0.94392467,0.8650406,0.77908206,2033
0.95084995,0.89983535,0.84659964,0.78576255,2034
0.759717,0.9094846,0.922007,0.82688934,2035
0.8585872,0.8685202,0.8332507,0.71220773,2036
0.73042023,0.8137798,0.73064435,0.7632376,2037
0.8012543,0.8031992,0.8563195,0.7838748,2038
0.95194256,0.7116933,0.827429,0.8541371,2039
0.9368322,0.7196178,0.7966428,0.897805,2040
0.9420072,0.7768032,0.78434163,0.79613286,2041
0.8979235,0.85004824,0.7452991,0.7625646,2042
0.95115167,0.5837012,0.79207605,0.8215004,2043
0.83860815,0.65304196,0.8466518,0.8353298,2044
0.7867467,0.5512381,0.69383204,0.7463056,2045
0.8778406,0.76364833,0.64625156,0.79933757,2046
0.89333737,0.35663727,0.6224464,0.7423856,2047
0.881436,0.43101412,0.5975709,0.6528243,2048
0.8426772,0.49419284,0.5239904,0.6109749,2049
0.8826494,0.67519844,0.735807,0.759816,2050
0.8492805,0.77162397,0.86975926,0.74229884,2051
0.89357233,0.66723794,0.7677216,0.8052325,2052
0.7102692,0.8711095,0.8708177,0.75446475,2053
0.5250372,0.8495729,0.827798,0.78308964,2054
0.8890682,0.79039925,0.8434127,0.7102099,2055
0.7777028,0.80073816,0.9102578,0.8056,2056
0.78684175,0.61613774,0.9110947,0.76701343,2057
0.8894946,0.73389506,0.75075954,0.7882425,2058
0.7553133,0.77658,0.7417017,0.71511066,2059
0.8569264,0.6195337,0.6650803,0.67184156,2060
0.79028076,0.5644438,0.58542675,0.61323065,2061
0.63555163,0.53111714,0.6929132,0.56365186,2062
0.6350234,0.46584672,0.662964,0.6681768,2063
0.8722975,0.55168146,0.7287393,0.77937543,2064
0.6481242,0.4079641,0.89310694,0.69469345,2065
0.9375235,0.43344417,0.7136487,0.7269827,2066
0.8853683,0.39952147,0.72233266,0.6170277,2067
0.70168525,0.5247259,0.6578658,0.75650567,2068
0.7096594,0.44149253,0.8371051,0.63957924,2069
0.81361264,0.37925553,0.71769685,0.7011976,2070
0.8904587,0.5400643,0.66312057,0.8682824,2071
0.7633829,0.5166474,0.81537074,0.80690247,2072
0.9009756,0.51801264,0.7072576,0.8566252,2073
0.74286956,0.8336817,0.83022594,0.88813627,2074
