@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Discrepancy' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
6.3824316E-4,374
5.407211E-4,375
9.3408563E-4,376
3.6225663E-4,377
5.747878E-4,378
3.4687374E-4,379
2.0698577E-4,380
5.1820895E-4,381
0.001457841,382
4.7588043E-4,383
8.4718346E-4,384
6.667835E-4,385
4.3249116E-4,386
3.183584E-4,387
3.3145558E-4,388
4.7031083E-4,389
3.3617974E-4,390
3.897535E-4,391
2.6350512E-4,392
9.605856E-4,393
5.7034276E-4,394
7.909906E-4,395
0.0010099999,396
3.5063573E-4,397
3.902436E-4,398
3.628891E-4,399
3.0012222E-4,400
3.857379E-4,401
7.9108455E-4,402
0.0015437544,403
5.216249E-4,404
4.2932556E-4,405
4.3499362E-4,406
4.0423195E-4,407
4.261703E-4,408
0.0010847893,409
9.122295E-4,410
4.7784278E-4,411
3.4895894E-4,412
3.5272917E-4,413
7.228678E-4,414
5.6307827E-4,415
3.0101772E-4,416
3.6129227E-4,417
3.276206E-4,418
6.299756E-4,419
3.6010516E-4,420
2.8335123E-4,421
3.7880012E-4,422
6.999236E-4,423
0.0010644565,424
4.0754673E-4,425
3.0467234E-4,426
4.6517857E-4,427
4.5744693E-4,428
2.8979502E-4,429
6.874341E-4,430
6.729446E-4,431
7.42738E-4,432
2.6793385E-4,433
3.9539745E-4,434
3.4513263E-4,435
6.566567E-4,436
7.042319E-4,437
3.871711E-4,438
7.563806E-4,439
3.3134082E-4,440
3.0141024E-4,441
3.0898637E-4,442
5.5131095E-4,443
3.840187E-4,444
3.3699168E-4,445
3.1295072E-4,446
5.742176E-4,447
4.5768908E-4,448
2.6928834E-4,449
3.8657547E-4,450
0.0017710472,451
7.5141835E-4,452
2.5977383E-4,453
2.7489927E-4,454
2.1123883E-4,455
1.7228749E-4,456
7.0157566E-4,457
9.324252E-4,458
3.926042E-4,459
5.8193837E-4,460
4.843201E-4,461
0.0011382207,462
3.9737014E-4,463
8.657362E-4,464
0.0010520234,465
3.293541E-4,466
6.109753E-4,467
2.2985529E-4,468
3.1214012E-4,469
4.0095515E-4,470
4.4544283E-4,471
2.6543756E-4,472
4.8686066E-4,473
4.6894513E-4,474
5.203853E-4,475
5.8654684E-4,476
0.0012640716,477
0.0012615368,478
6.4895034E-4,479
6.307723E-4,480
3.8286284E-4,481
7.860382E-4,482
3.454186E-4,483
3.0555282E-4,484
3.355855E-4,485
3.3435132E-4,486
3.117771E-4,487
1.3536977E-4,488
2.1488716E-4,489
2.8870706E-4,490
3.720448E-4,491
6.5082265E-4,492
6.985378E-4,493
4.087947E-4,494
3.3853907E-4,495
4.2494535E-4,496
2.7719524E-4,497
3.1217834E-4,498
6.3810125E-4,499
2.2118835E-4,500
2.4054595E-4,501
3.7808288E-4,502
4.961287E-4,503
7.822564E-4,504
3.4148933E-4,505
0.0013267052,506
3.5317763E-4,507
0.0010088553,508
2.6108747E-4,509
3.0322428E-4,510
2.4221822E-4,511
3.668927E-4,512
0.0011102797,513
8.591289E-4,514
4.655988E-4,515
7.066073E-4,516
3.259419E-4,517
3.012454E-4,518
0.0016921647,519
7.6663675E-4,520
5.543056E-4,521
4.986356E-4,522
3.371588E-4,523
4.1196478E-4,524
4.2781903E-4,525
4.2600898E-4,526
1.5043672E-4,527
2.4074066E-4,528
2.0357087E-4,529
2.894957E-4,530
2.1341538E-4,531
6.3476025E-4,532
0.0011677543,533
0.0012170662,534
7.553496E-4,535
4.958533E-4,536
4.6878314E-4,537
3.3654718E-4,538
7.236489E-4,539
9.5056766E-4,540
0.0010648571,541
5.9566915E-4,542
6.916477E-4,543
3.2087186E-4,544
6.435952E-4,545
0.0011576501,546
7.8936777E-4,547
2.5287218E-4,548
3.912611E-4,549
7.4168656E-4,550
3.3091469E-4,551
4.8550274E-4,552
3.6600712E-4,553
2.540143E-4,554
2.3387511E-4,555
3.319722E-4,556
5.1211653E-4,557
7.1042206E-4,558
4.921101E-4,559
3.23925E-4,560
0.0014653507,561
6.0166203E-4,562
7.048756E-4,563
5.014001E-4,564
4.4779762E-4,565
4.0461493E-4,566
3.9794174E-4,567
0.0012324568,568
3.6538727E-4,569
5.6334696E-4,570
6.058315E-4,571
2.619814E-4,572
4.1682704E-4,573
8.9939527E-4,574
9.415896E-4,575
5.843118E-4,576
2.8553535E-4,577
5.6679145E-4,578
3.026086E-4,579
2.8567144E-4,580
4.0715162E-4,581
1.8553938E-4,582
1.9517874E-4,583
4.791894E-4,584
2.610221E-4,585
1.4547438E-4,586
6.957052E-4,587
0.001096595,588
4.6037688E-4,589
5.8830105E-4,590
7.727119E-4,591
6.082611E-4,592
6.495736E-4,593
2.9397797E-4,594
4.4301775E-4,595
3.960804E-4,596
2.842448E-4,597
2.1998116E-4,598
2.0948263E-4,599
3.8628952E-4,600
0.0012959098,601
6.9787307E-4,602
3.8033284E-4,603
4.465543E-4,604
4.7707034E-4,605
3.566583E-4,606
2.9411173E-4,607
2.8416116E-4,608
2.7922925E-4,609
3.2143982E-4,610
2.4155938E-4,611
4.3545445E-4,612
4.2505417E-4,613
1.5611954E-4,614
6.273941E-4,615
0.0013498071,616
0.0010342563,617
3.984757E-4,618
5.141912E-4,619
3.8305318E-4,620
3.1997086E-4,621
0.0015070095,622
7.810815E-4,623
0.0010772507,624
2.2225229E-4,625
1.348066E-4,626
2.2083761E-4,627
9.713432E-4,628
9.594174E-4,629
4.1894725E-4,630
2.3203563E-4,631
3.8504877E-4,632
2.945136E-4,633
4.2050693E-4,634
3.0292454E-4,635
1.8212119E-4,636
2.2658365E-4,637
4.039084E-4,638
3.760841E-4,639
3.6336674E-4,640
2.0742122E-4,641
2.8606365E-4,642
0.0014644188,643
8.718337E-4,644
0.0014562013,645
6.357777E-4,646
4.5454316E-4,647
7.3266734E-4,648
2.8034623E-4,649
0.0012464,650
6.233845E-4,651
6.6701905E-4,652
3.8002842E-4,653
4.2455943E-4,654
3.058944E-4,655
9.061393E-4,656
7.394517E-4,657
3.314288E-4,658
2.87387E-4,659
3.307642E-4,660
1.8875553E-4,661
4.983429E-4,662
1.9596591E-4,663
4.4354395E-4,664
3.5761425E-4,665
4.9191376E-4,666
9.675972E-4,667
0.0010373368,668
3.5053882E-4,669
5.364123E-4,670
8.761449E-4,671
6.67834E-4,672
7.5347174E-4,673
3.06258E-4,674
4.2945478E-4,675
4.560612E-4,676
5.3938356E-4,677
0.0010939017,678
2.7614064E-4,679
5.9261074E-4,680
2.2125326E-4,681
3.504613E-4,682
5.2860926E-4,683
9.247224E-4,684
0.0010237371,685
5.588565E-4,686
2.0961398E-4,687
2.899631E-4,688
2.704134E-4,689
1.7324308E-4,690
1.20141E-4,691
3.7982347E-4,692
4.3466012E-4,693
3.7892692E-4,694
6.413871E-4,695
5.0243654E-4,696
3.2845358E-4,697
0.0011033559,698
4.0172192E-4,699
5.8281067E-4,700
4.3249648E-4,701
7.32547E-4,702
5.849196E-4,703
4.1037935E-4,704
6.7032746E-4,705
8.214197E-4,706
8.3769386E-4,707
2.9255328E-4,708
1.8691535E-4,709
3.623869E-4,710
9.914676E-4,711
3.5272446E-4,712
6.2195683E-4,713
2.4226522E-4,714
2.9271227E-4,715
5.805623E-4,716
3.4104296E-4,717
5.190411E-4,718
3.6433144E-4,719
6.8348594E-4,720
2.2610233E-4,721
4.707858E-4,722
3.968794E-4,723
8.717561E-4,724
2.4428187E-4,725
2.7168772E-4,726
2.5772952E-4,727
3.2003742E-4,728
3.3713153E-4,729
3.9565543E-4,730
3.2784214E-4,731
7.300808E-4,732
3.8654578E-4,733
4.3115846E-4,734
4.1236126E-4,735
0.0011375174,736
2.313129E-4,737
0.0013929936,738
3.9764785E-4,739
6.666425E-4,740
4.0562864E-4,741
3.0365854E-4,742
2.681574E-4,743
4.230824E-4,744
3.1692276E-4,745
0.0013569901,746
8.7239244E-4,747
0.0015045657,748
4.8887957E-4,749
3.736602E-4,750
2.781646E-4,751
0.001353193,752
0.0010219954,753
6.7559304E-4,754
4.3847083E-4,755
3.512278E-4,756
3.4537032E-4,757
6.5420795E-4,758
9.026976E-4,759
0.0013348381,760
0.0014642647,761
6.510676E-4,762
4.6481463E-4,763
4.182706E-4,764
2.4651276E-4,765
2.3877637E-4,766
5.407384E-4,767
2.2519178E-4,768
3.616738E-4,769
1.7917859E-4,770
2.050992E-4,771
3.2182736E-4,772
0.0037908517,773
7.6432485E-4,774
6.776366E-4,775
2.1703298E-4,776
2.512675E-4,777
1.912939E-4,778
3.5488515E-4,779
5.84334E-4,780
8.249299E-4,781
2.4788274E-4,782
2.1284087E-4,783
1.4743808E-4,784
1.8307596E-4,785
2.179551E-4,786
0.0012055346,787
5.839258E-4,788
0.0011914645,789
3.308078E-4,790
2.3159177E-4,791
3.3505994E-4,792
2.7290863E-4,793
2.810678E-4,794
1.4484381E-4,795
1.2656227E-4,796
2.9207196E-4,797
9.103713E-5,798
1.2401777E-4,799
4.2877847E-4,800
0.001229812,801
7.577532E-4,802
0.0013177507,803
7.9912023E-4,804
5.310275E-4,805
2.0596916E-4,806
2.3721949E-4,807
0.0012946718,808
9.556672E-4,809
1.9325799E-4,810
7.3321577E-4,811
2.28985E-4,812
4.0168213E-4,813
4.4920115E-4,814
5.3890375E-4,815
6.7290594E-4,816
0.0012632081,817
4.323662E-4,818
7.216013E-4,819
7.9724885E-4,820
5.5036333E-4,821
8.853322E-4,822
4.874002E-4,823
3.267003E-4,824
4.7200304E-4,825
3.3178827E-4,826
3.0196088E-4,827
6.86478E-4,828
5.262424E-4,829
1.6914184E-4,830
2.515999E-4,831
3.20163E-4,832
2.1602088E-4,833
3.7898924E-4,834
3.5772778E-4,835
0.0015048494,836
4.2935283E-4,837
2.7241212E-4,838
3.645716E-4,839
3.362407E-4,840
3.045482E-4,841
0.0011922885,842
7.6864404E-4,843
9.512606E-4,844
9.3639304E-4,845
2.2943504E-4,846
3.781874E-4,847
6.825036E-4,848
0.0012578337,849
8.6833927E-4,850
3.586469E-4,851
3.5466882E-4,852
2.3459493E-4,853
3.5437933E-4,854
2.9180804E-4,855
5.6851236E-4,856
3.783427E-4,857
4.975471E-4,858
5.3480273E-4,859
4.9047236E-4,860
5.217182E-4,861
3.9249833E-4,862
4.6336863E-4,863
6.37053E-4,864
0.0010775276,865
3.7086007E-4,866
3.5477174E-4,867
3.029281E-4,868
9.461727E-4,869
9.055012E-4,870
6.643406E-4,871
3.0849848E-4,872
3.5640757E-4,873
5.260193E-4,874
1.7785479E-4,875
9.532474E-4,876
0.0011312433,877
3.1439879E-4,878
2.8727748E-4,879
2.0040566E-4,880
4.8681433E-4,881
2.6598474E-4,882
4.6874967E-4,883
0.0013943019,884
7.712526E-4,885
5.529826E-4,886
3.280468E-4,887
2.3061589E-4,888
3.9068112E-4,889
3.6376863E-4,890
3.8896853E-4,891
1.9029265E-4,892
1.8925517E-4,893
4.0668386E-4,894
2.9182082E-4,895
1.7254932E-4,896
4.371934E-4,897
0.002767079,898
5.2771706E-4,899
4.791315E-4,900
3.3717835E-4,901
2.6321103E-4,902
4.6523722E-4,903
0.0010526727,904
5.068842E-4,905
2.3019887E-4,906
8.759473E-5,907
1.1135582E-4,908
1.6054999E-4,909
1.2871124E-4,910
1.15841714E-4,911
1.9626929E-4,912
1.9864534E-4,913
2.1178239E-4,914
1.7386852E-4,915
7.581319E-5,916
4.2121133E-4,917
9.779353E-4,918
4.122683E-4,919
3.7179558E-4,920
3.233359E-4,921
2.2320655E-4,922
5.585273E-4,923
4.0141196E-4,924
4.709352E-4,925
3.272575E-4,926
4.3116935E-4,927
0.0010480272,928
6.6208566E-4,929
7.8172056E-4,930
6.0709886E-4,931
0.0012353417,932
5.3310813E-4,933
6.693771E-4,934
4.708981E-4,935
2.6805262E-4,936
3.6104498E-4,937
3.442629E-4,938
5.1030697E-4,939
2.0205745E-4,940
4.029134E-4,941
4.3655932E-4,942
3.5889732E-4,943
2.8707445E-4,944
2.9518074E-4,945
0.0025969353,946
4.6276304E-4,947
5.809186E-4,948
2.4262181E-4,949
5.672304E-4,950
5.068158E-4,951
0.0010536647,952
5.8567506E-4,953
7.155548E-4,954
1.216275E-4,955
3.452282E-4,956
3.6879902E-4,957
4.3078963E-4,958
0.001084242,959
5.8726146E-4,960
3.429931E-4,961
2.079562E-4,962
2.593684E-4,963
2.5884813E-4,964
3.2938115E-4,965
4.0805023E-4,966
7.0501125E-4,967
2.3771591E-4,968
3.9543986E-4,969
4.445191E-4,970
2.2743017E-4,971
3.4694656E-4,972
7.3038874E-4,973
9.255774E-4,974
4.3121268E-4,975
2.3016072E-4,976
2.827192E-4,977
4.8811003E-4,978
9.96087E-4,979
9.987823E-4,980
1.9003487E-4,981
1.8333142E-4,982
1.6133624E-4,983
1.8745354E-4,984
2.8291054E-4,985
7.3957065E-4,986
7.4933644E-4,987
7.5730076E-4,988
4.0640964E-4,989
2.6159757E-4,990
3.5822723E-4,991
3.190063E-4,992
7.5287785E-4,993
7.628485E-4,994
0.0014301866,995
0.0016269633,996
7.075342E-4,997
0.0012496044,998
3.6921445E-4,999
3.153025E-4,1000
3.6377765E-4,1001
5.571624E-4,1002
4.343622E-4,1003
3.1002876E-4,1004
2.9946267E-4,1005
4.3727786E-4,1006
5.355762E-4,1007
0.0017631791,1008
5.1473785E-4,1009
0.0010363477,1010
3.5585818E-4,1011
4.764977E-4,1012
7.620434E-4,1013
8.639258E-4,1014
9.62849E-4,1015
6.3528365E-4,1016
5.484507E-4,1017
3.3243131E-4,1018
3.1681728E-4,1019
5.348965E-4,1020
5.8858824E-4,1021
5.4166024E-4,1022
5.1173585E-4,1023
2.0470239E-4,1024
6.302024E-5,1025
2.0221519E-4,1026
2.64729E-4,1027
8.8548363E-4,1028
3.3812708E-4,1029
2.6469852E-4,1030
3.7667897E-4,1031
5.957178E-4,1032
5.68439E-4,1033
7.83555E-4,1034
4.5031105E-4,1035
4.0085491E-4,1036
5.1575067E-4,1037
4.026483E-4,1038
2.1377105E-4,1039
0.0012334624,1040
7.1453216E-4,1041
0.0012389009,1042
5.705709E-4,1043
2.2582062E-4,1044
1.5539477E-4,1045
2.715897E-4,1046
2.3302624E-4,1047
0.0012860111,1048
0.0017354725,1049
0.0015463771,1050
7.5908785E-4,1051
7.7092956E-4,1052
9.2675973E-4,1053
7.246383E-4,1054
0.0010896596,1055
0.0016170829,1056
3.2554686E-4,1057
4.871914E-4,1058
4.7721897E-4,1059
5.5190705E-4,1060
7.578578E-4,1061
0.0012608473,1062
0.0015467062,1063
0.0011079395,1064
0.0014792903,1065
0.0017451522,1066
0.0017070343,1067
9.194341E-4,1068
0.001268575,1069
8.3650043E-4,1070
4.313265E-4,1071
6.615505E-4,1072
4.6589313E-4,1073
4.6288554E-4,1074
0.0010244615,1075
9.079049E-4,1076
6.2695035E-4,1077
5.948748E-4,1078
2.453712E-4,1079
1.6225442E-4,1080
6.046414E-4,1081
0.0013201738,1082
0.0016172087,1083
0.0013335033,1084
0.0010712319,1085
8.819426E-4,1086
8.088104E-4,1087
7.5980125E-4,1088
8.9330104E-4,1089
0.001272544,1090
0.0011692015,1091
9.96956E-4,1092
0.0012419946,1093
0.0011783171,1094
0.0011782822,1095
0.0019237318,1096
4.6026366E-4,1097
8.9991814E-4,1098
8.7259E-4,1099
7.527211E-4,1100
4.3898483E-4,1101
0.0011199462,1102
8.273669E-4,1103
5.2939367E-4,1104
2.0458849E-4,1105
2.2228784E-4,1106
5.816493E-4,1107
3.8115645E-4,1108
2.6953968E-4,1109
1.6818014E-4,1110
4.0088443E-4,1111
4.453887E-4,1112
5.6778046E-4,1113
8.7165285E-4,1114
0.0013033492,1115
0.0014289785,1116
6.898844E-4,1117
9.742261E-4,1118
8.0998626E-4,1119
0.0012119388,1120
8.3368213E-4,1121
2.1842394E-4,1122
0.0015414656,1123
6.025062E-4,1124
4.3240996E-4,1125
4.497652E-4,1126
0.0013637049,1127
6.551906E-4,1128
0.003997207,1129
0.0019876305,1130
0.0011719096,1131
0.0013945966,1132
0.0012329387,1133
0.0014890723,1134
0.0011251192,1135
0.0018901093,1136
0.0015099033,1137
0.0012569408,1138
9.7349804E-4,1139
2.6058083E-4,1140
4.5578644E-4,1141
5.686042E-4,1142
1.8982239E-4,1143
2.3554714E-4,1144
7.9340255E-4,1145
8.2616846E-4,1146
7.16798E-4,1147
3.2651564E-4,1148
5.272161E-5,1149
7.47449E-4,1150
0.0021565848,1151
0.0012629867,1152
8.960661E-4,1153
0.0018843581,1154
0.0013551909,1155
4.5163147E-4,1156
6.62977E-4,1157
0.0010803096,1158
6.990679E-4,1159
4.57965E-4,1160
2.7197797E-4,1161
1.0766769E-4,1162
1.09463435E-4,1163
4.9585913E-4,1164
0.001020491,1165
0.0011039168,1166
0.0011692717,1167
8.2081364E-4,1168
0.0010564504,1169
8.95238E-4,1170
0.0014605509,1171
0.0013117444,1172
6.022215E-4,1173
7.173502E-4,1174
2.6273442E-4,1175
3.0996365E-4,1176
3.549303E-4,1177
7.354209E-4,1178
0.0011341181,1179
0.0011971336,1180
4.8289186E-4,1181
3.7780523E-4,1182
1.8787677E-4,1183
5.204314E-4,1184
4.9016566E-4,1185
4.8530992E-4,1186
3.233355E-4,1187
2.331246E-4,1188
3.3712087E-4,1189
2.0450386E-4,1190
3.9236777E-4,1191
5.492817E-4,1192
0.0022390387,1193
6.249475E-4,1194
0.0013641817,1195
6.823572E-4,1196
5.743647E-4,1197
6.406252E-4,1198
3.939447E-4,1199
0.0018227057,1200
0.0016864296,1201
0.0023816342,1202
3.7318806E-4,1203
9.26554E-4,1204
7.551815E-4,1205
0.0013593715,1206
0.0016044088,1207
6.1543647E-4,1208
2.8980587E-4,1209
2.4032117E-4,1210
2.0173438E-4,1211
4.3627105E-4,1212
3.4907152E-4,1213
2.8431846E-4,1214
8.709847E-4,1215
0.0017633246,1216
9.765727E-4,1217
0.0010753266,1218
7.823743E-4,1219
0.0013618243,1220
0.0016571382,1221
0.001201342,1222
0.0014872913,1223
0.0016211454,1224
0.0014026001,1225
0.0019195393,1226
0.0018113664,1227
0.0011452854,1228
0.0010230932,1229
0.0013631191,1230
7.316567E-4,1231
2.5523294E-4,1232
0.0017886434,1233
0.0013991559,1234
0.0016378784,1235
7.2142866E-4,1236
0.0012279326,1237
4.0773873E-4,1238
1.214807E-4,1239
0.0011218177,1240
0.0013285066,1241
0.0024394414,1242
0.0012866895,1243
1.06930456E-4,1244
1.11365975E-4,1245
3.5097392E-4,1246
5.0468236E-4,1247
5.024485E-4,1248
0.0012558257,1249
5.760188E-4,1250
7.4899476E-4,1251
0.0010432897,1252
7.4594986E-4,1253
4.560806E-4,1254
4.926428E-4,1255
5.9000205E-4,1256
8.0783525E-4,1257
0.0012193156,1258
9.718333E-4,1259
4.601726E-4,1260
0.0017313596,1261
7.3426287E-4,1262
4.3022158E-4,1263
6.178334E-4,1264
6.18702E-4,1265
7.031712E-4,1266
8.0594077E-4,1267
6.9271674E-4,1268
6.056309E-4,1269
7.129E-4,1270
6.5237796E-4,1271
6.3179294E-4,1272
8.132965E-4,1273
9.1796834E-4,1274
0.0015799297,1275
0.0022561264,1276
0.0010104924,1277
9.6099736E-4,1278
0.0012078863,1279
9.359879E-4,1280
5.017216E-4,1281
0.001227497,1282
7.82455E-4,1283
8.9745905E-4,1284
2.7636244E-4,1285
3.462543E-4,1286
7.325736E-4,1287
8.4011996E-4,1288
0.001128692,1289
