@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Discrepancy' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
9.6372457E-4,1290
5.008598E-4,1291
4.4154824E-4,1292
2.5796154E-4,1293
1.4508532E-4,1294
3.38341E-4,1295
9.774542E-4,1296
9.4175636E-4,1297
9.274394E-4,1298
5.162741E-4,1299
4.2093013E-4,1300
4.2169273E-4,1301
3.8354515E-4,1302
0.0017378167,1303
7.3435524E-4,1304
8.866999E-4,1305
7.3066616E-4,1306
9.575741E-4,1307
5.340163E-4,1308
5.085903E-4,1309
9.6498826E-4,1310
6.576486E-4,1311
7.693242E-4,1312
0.0010650216,1313
0.0012946287,1314
0.0011675211,1315
6.217508E-4,1316
0.0010972599,1317
6.982724E-4,1318
8.25925E-4,1319
9.295272E-4,1320
5.547799E-4,1321
5.767895E-4,1322
6.8191875E-4,1323
7.131754E-4,1324
8.291733E-4,1325
9.190138E-4,1326
8.003271E-4,1327
8.0930325E-4,1328
9.2969625E-4,1329
0.001087158,1330
0.0012688861,1331
0.0011566961,1332
6.18397E-4,1333
8.6460507E-4,1334
6.966887E-4,1335
5.366746E-4,1336
0.0023731517,1337
0.0012252195,1338
8.6084625E-4,1339
7.148058E-4,1340
6.0894515E-4,1341
6.569326E-4,1342
0.0012395292,1343
7.951072E-4,1344
0.0010298723,1345
5.0661096E-4,1346
7.870306E-4,1347
9.209604E-4,1348
7.8515837E-4,1349
8.8392966E-4,1350
5.9409335E-4,1351
8.53579E-4,1352
6.764551E-4,1353
8.09096E-4,1354
6.5203494E-4,1355
7.19917E-4,1356
6.674664E-4,1357
0.002053272,1358
5.0651364E-4,1359
6.80279E-4,1360
3.3144385E-4,1361
4.189048E-4,1362
2.8432696E-4,1363
4.4588905E-4,1364
0.001751834,1365
5.367096E-4,1366
6.561634E-4,1367
3.3818258E-4,1368
2.0571217E-4,1369
2.4929087E-4,1370
0.0017173071,1371
7.584948E-4,1372
5.1316683E-4,1373
4.8757304E-4,1374
2.7283982E-4,1375
1.3825604E-4,1376
4.065779E-4,1377
5.5499154E-4,1378
1.719133E-4,1379
3.3571295E-4,1380
3.2659346E-4,1381
2.3154184E-4,1382
1.9460378E-4,1383
2.3364728E-4,1384
7.9321925E-4,1385
7.4941304E-4,1386
8.529048E-4,1387
2.188276E-4,1388
3.0603813E-4,1389
3.9353233E-4,1390
2.1236365E-4,1391
0.0016311865,1392
5.4154644E-4,1393
0.0013328131,1394
4.972957E-4,1395
2.624753E-4,1396
6.0034776E-4,1397
0.0015643771,1398
6.593412E-4,1399
3.6261865E-4,1400
4.2590665E-4,1401
2.915998E-4,1402
2.2439896E-4,1403
3.0568516E-4,1404
2.1008032E-4,1405
2.965231E-4,1406
2.899022E-4,1407
3.5463265E-4,1408
3.9804768E-4,1409
3.9497367E-4,1410
1.9431941E-4,1411
9.6829317E-4,1412
0.0011825562,1413
5.1998603E-4,1414
2.5381707E-4,1415
1.8792725E-4,1416
2.9996515E-4,1417
3.8330193E-4,1418
0.0011016099,1419
6.5629766E-4,1420
6.410249E-4,1421
4.910977E-4,1422
5.2268617E-4,1423
2.6141788E-4,1424
2.1218814E-4,1425
0.0010222067,1426
0.0010250749,1427
4.2976535E-4,1428
1.6530382E-4,1429
3.0922785E-4,1430
1.9582563E-4,1431
4.1309485E-4,1432
2.2006423E-4,1433
2.3370904E-4,1434
2.862561E-4,1435
2.0527287E-4,1436
5.1451544E-4,1437
6.104014E-4,1438
6.396203E-4,1439
0.0017357435,1440
8.235116E-4,1441
0.0011608949,1442
7.6854025E-4,1443
0.0012351837,1444
8.5250696E-4,1445
0.0016488483,1446
8.348565E-4,1447
5.6793727E-4,1448
3.863034E-4,1449
4.039639E-4,1450
6.9139927E-4,1451
2.89491E-4,1452
0.0011905811,1453
0.0011173731,1454
0.0011064736,1455
7.258326E-4,1456
8.5580396E-4,1457
4.794932E-4,1458
4.9219E-4,1459
0.0013415958,1460
3.882557E-4,1461
0.0010205085,1462
4.977924E-4,1463
4.3274646E-4,1464
9.035726E-4,1465
6.575945E-4,1466
0.0014379887,1467
8.413307E-4,1468
0.0020815406,1469
4.3772775E-4,1470
3.6623926E-4,1471
2.8176943E-4,1472
1.6046842E-4,1473
1.8058498E-4,1474
1.8750688E-4,1475
1.6145776E-4,1476
1.5200514E-4,1477
4.027138E-4,1478
2.8067626E-4,1479
2.6580656E-4,1480
0.0015873172,1481
0.0013571471,1482
3.050245E-4,1483
7.881423E-4,1484
2.3419417E-4,1485
7.858856E-4,1486
7.6393987E-4,1487
7.0700306E-4,1488
7.027376E-4,1489
6.7441806E-4,1490
0.0011978978,1491
6.212827E-4,1492
0.0013390816,1493
8.1544823E-4,1494
4.730728E-4,1495
2.6991588E-4,1496
1.7702156E-4,1497
1.8115256E-4,1498
5.2320573E-4,1499
4.0291715E-4,1500
6.5656705E-4,1501
5.9524726E-4,1502
6.8652275E-4,1503
8.153688E-4,1504
9.697241E-4,1505
3.304539E-4,1506
1.4569415E-4,1507
0.0010444737,1508
6.342352E-4,1509
5.7459506E-4,1510
3.5093797E-4,1511
5.3392584E-4,1512
7.473632E-4,1513
5.1659584E-4,1514
0.0018968018,1515
0.001460695,1516
7.804098E-4,1517
3.991062E-4,1518
4.0615708E-4,1519
4.6184353E-4,1520
4.4219004E-4,1521
0.0016130196,1522
0.0010321157,1523
0.0019009449,1524
6.993848E-4,1525
5.9208384E-4,1526
8.155091E-4,1527
7.71729E-4,1528
0.0013719137,1529
0.0015545343,1530
0.0013080465,1531
4.9112045E-4,1532
5.903998E-4,1533
0.001059104,1534
4.5032706E-4,1535
0.0015183965,1536
7.762982E-4,1537
5.5549183E-4,1538
1.684383E-4,1539
1.3495119E-4,1540
0.0013746184,1541
2.1902681E-4,1542
0.0016786504,1543
5.729677E-4,1544
8.817568E-4,1545
0.0011482679,1546
4.2262988E-4,1547
6.295421E-4,1548
0.001670513,1549
8.739059E-4,1550
8.6029794E-4,1551
0.0018150603,1552
2.3156853E-4,1553
5.4090563E-4,1554
3.3850176E-4,1555
3.4400265E-4,1556
0.0014719462,1557
0.0012495827,1558
0.0016364517,1559
0.0011660219,1560
9.318715E-4,1561
3.931733E-4,1562
0.0025373127,1563
0.0016916022,1564
8.1628707E-4,1565
3.0957683E-4,1566
4.765375E-4,1567
0.0023820868,1568
0.0013287517,1569
0.0015559996,1570
0.0012062583,1571
0.001917664,1572
0.0010543388,1573
7.699383E-4,1574
1.1544019E-4,1575
1.6640381E-4,1576
0.0012290259,1577
0.0010256219,1578
0.0013350722,1579
3.8383302E-4,1580
6.5069424E-4,1581
3.5572515E-4,1582
9.3830813E-4,1583
7.7942165E-4,1584
8.307613E-4,1585
7.753514E-4,1586
3.1947103E-4,1587
9.9271296E-5,1588
1.4497431E-4,1589
2.8582508E-4,1590
0.0014509286,1591
6.67732E-4,1592
5.3663E-4,1593
4.2879992E-4,1594
4.8329707E-4,1595
6.327797E-4,1596
7.74771E-4,1597
3.5106938E-4,1598
5.836336E-4,1599
0.0013835132,1600
2.7735185E-4,1601
2.4826906E-4,1602
5.735921E-4,1603
0.0011359771,1604
5.151045E-4,1605
8.682524E-4,1606
7.254278E-4,1607
7.2112144E-4,1608
0.0012125378,1609
0.0014244094,1610
0.0013905141,1611
0.0014566063,1612
0.0013413113,1613
0.0014504815,1614
8.604767E-4,1615
6.020603E-4,1616
4.4803476E-4,1617
0.002202597,1618
0.0012515126,1619
3.0399262E-4,1620
5.0502975E-4,1621
1.8794647E-4,1622
2.4134964E-4,1623
2.6534358E-4,1624
4.2781152E-4,1625
0.0010866799,1626
5.4618064E-4,1627
8.7610923E-4,1628
6.022165E-4,1629
7.7584636E-4,1630
8.871714E-4,1631
4.840011E-4,1632
0.003448938,1633
8.3050947E-4,1634
7.857281E-4,1635
7.379198E-4,1636
7.8962924E-4,1637
5.492043E-4,1638
7.34517E-4,1639
0.0015767287,1640
6.780219E-4,1641
0.0011079905,1642
7.998081E-4,1643
9.7618985E-4,1644
4.269594E-4,1645
0.00182186,1646
0.0013139527,1647
5.5411045E-4,1648
1.5502088E-4,1649
2.7285263E-4,1650
2.753483E-4,1651
8.4394024E-4,1652
7.2026544E-4,1653
4.8538917E-4,1654
2.3769822E-4,1655
4.668121E-4,1656
1.906471E-4,1657
1.6370772E-4,1658
3.8515878E-4,1659
3.4104974E-4,1660
7.0761703E-4,1661
7.2588696E-4,1662
0.0013953965,1663
5.3897913E-4,1664
4.7813507E-4,1665
8.370547E-4,1666
0.0024097129,1667
9.39453E-4,1668
0.0016287635,1669
0.0019014258,1670
0.0028330726,1671
7.110934E-4,1672
0.0013088675,1673
0.001069019,1674
0.0010871892,1675
3.7679748E-4,1676
4.338384E-4,1677
5.6555384E-4,1678
9.1257214E-4,1679
0.0010484072,1680
0.0013423894,1681
0.0015086596,1682
0.0015665876,1683
8.664109E-4,1684
0.0016055019,1685
4.44114E-4,1686
8.026898E-4,1687
0.0010622091,1688
4.334269E-4,1689
3.9313454E-4,1690
3.8785313E-4,1691
3.1032675E-4,1692
2.394215E-4,1693
5.18989E-4,1694
3.257779E-4,1695
3.7735887E-4,1696
4.239155E-4,1697
4.5132329E-4,1698
5.562913E-4,1699
5.677538E-4,1700
6.568202E-4,1701
8.266256E-4,1702
4.7906392E-4,1703
9.2508795E-4,1704
4.3752248E-4,1705
6.1981974E-4,1706
5.620305E-4,1707
6.9987297E-4,1708
8.1853435E-4,1709
6.958457E-4,1710
8.4825105E-4,1711
5.7772524E-4,1712
6.135549E-4,1713
4.7080408E-4,1714
4.3958612E-4,1715
5.318443E-4,1716
9.131535E-4,1717
5.1819533E-4,1718
7.741347E-4,1719
7.312056E-4,1720
3.6711793E-4,1721
8.1806915E-4,1722
8.085076E-4,1723
0.0014725884,1724
3.12848E-4,1725
2.7517535E-4,1726
7.788445E-4,1727
0.0011524165,1728
0.0012587706,1729
8.291767E-4,1730
5.43772E-4,1731
4.4448778E-4,1732
5.095316E-4,1733
7.663502E-4,1734
5.573213E-4,1735
8.181923E-4,1736
5.3769693E-4,1737
4.79409E-4,1738
0.00116617,1739
0.0013642731,1740
0.0010020407,1741
7.389563E-4,1742
9.831856E-4,1743
6.9807115E-4,1744
6.343875E-4,1745
9.176586E-4,1746
8.9921925E-4,1747
8.067017E-4,1748
7.2785077E-4,1749
0.0010142294,1750
8.3755126E-4,1751
8.9784386E-4,1752
7.930164E-4,1753
8.193318E-4,1754
0.0010016138,1755
0.0013412148,1756
7.9469755E-4,1757
5.161465E-4,1758
5.49117E-4,1759
7.1201765E-4,1760
4.3542744E-4,1761
9.957899E-4,1762
0.0011113154,1763
6.145945E-4,1764
7.959929E-4,1765
7.7887415E-4,1766
9.327478E-4,1767
8.1513956E-4,1768
6.9162215E-4,1769
8.7410957E-4,1770
0.0011272947,1771
0.0011764005,1772
5.826433E-4,1773
8.5374573E-4,1774
7.309818E-4,1775
9.741064E-4,1776
0.0016492793,1777
9.820717E-4,1778
9.439053E-4,1779
6.4531947E-4,1780
7.6362246E-4,1781
8.571134E-4,1782
0.0012167603,1783
0.0014297211,1784
3.5494918E-4,1785
6.9987774E-4,1786
7.735493E-4,1787
4.4355512E-4,1788
2.5902793E-4,1789
5.038966E-4,1790
3.6429992E-4,1791
7.218906E-4,1792
4.775626E-4,1793
3.725605E-4,1794
3.168656E-4,1795
2.8990436E-4,1796
7.40439E-4,1797
0.0011846393,1798
4.23343E-4,1799
3.981971E-4,1800
5.3310185E-4,1801
8.211801E-4,1802
3.0476844E-4,1803
6.970274E-4,1804
0.0010920874,1805
6.247683E-4,1806
6.049248E-4,1807
9.5499086E-4,1808
5.380577E-4,1809
3.8876862E-4,1810
0.0016516678,1811
5.037782E-4,1812
6.0513284E-4,1813
5.663191E-4,1814
4.901697E-4,1815
3.0355007E-4,1816
1.7869275E-4,1817
3.3560605E-4,1818
1.6033888E-4,1819
2.9253075E-4,1820
1.9006025E-4,1821
3.6613754E-4,1822
2.7449103E-4,1823
5.862169E-4,1824
0.0010296728,1825
5.139961E-4,1826
4.2386056E-4,1827
4.806517E-4,1828
1.705452E-4,1829
3.7628E-4,1830
2.7895044E-4,1831
0.0019633009,1832
7.4730854E-4,1833
0.0011636798,1834
2.3890792E-4,1835
2.7894392E-4,1836
4.712115E-4,1837
9.5170137E-4,1838
7.904637E-4,1839
4.3492494E-4,1840
4.1353083E-4,1841
0.001917285,1842
6.191241E-4,1843
8.1588305E-4,1844
9.4835885E-4,1845
6.138967E-4,1846
4.4957903E-4,1847
8.644998E-4,1848
0.0013595691,1849
0.001101059,1850
0.001221607,1851
7.219468E-4,1852
0.0014541113,1853
2.179466E-4,1854
5.409598E-4,1855
5.480544E-4,1856
6.048581E-4,1857
4.1721243E-4,1858
5.221318E-4,1859
0.0011102507,1860
6.972873E-4,1861
4.1743665E-4,1862
5.639225E-4,1863
7.4493355E-4,1864
5.468924E-4,1865
8.7142165E-4,1866
5.29709E-4,1867
3.581457E-4,1868
4.7077413E-4,1869
8.312566E-4,1870
5.683752E-4,1871
9.127612E-4,1872
9.972124E-4,1873
6.212497E-4,1874
9.702753E-4,1875
4.474097E-4,1876
3.2840407E-4,1877
3.8328895E-4,1878
4.1352535E-4,1879
8.716166E-4,1880
7.8763085E-4,1881
3.3608923E-4,1882
3.128144E-4,1883
3.9801543E-4,1884
3.1997828E-4,1885
6.0937344E-4,1886
9.2026644E-4,1887
0.0010022412,1888
0.001275647,1889
0.0015160888,1890
0.0011229003,1891
6.9850567E-4,1892
0.0016439849,1893
0.0014262933,1894
0.001570025,1895
7.4769737E-4,1896
0.0013714584,1897
7.495426E-4,1898
3.348045E-4,1899
9.547622E-4,1900
8.2654064E-4,1901
0.0014336972,1902
8.524036E-4,1903
2.9862806E-4,1904
9.845422E-4,1905
0.0010320736,1906
0.001141969,1907
0.0016151064,1908
0.0011441668,1909
3.6800985E-4,1910
4.0128062E-4,1911
6.062552E-4,1912
5.6022604E-4,1913
4.9682736E-4,1914
6.533211E-4,1915
8.4785616E-4,1916
8.036374E-4,1917
6.915053E-4,1918
7.4577617E-4,1919
8.172088E-4,1920
0.0013331876,1921
0.001232774,1922
0.0013028538,1923
9.615798E-4,1924
0.0010978796,1925
7.850826E-4,1926
5.171083E-4,1927
6.764952E-4,1928
8.892833E-4,1929
7.632234E-4,1930
9.870962E-4,1931
6.960956E-4,1932
4.066534E-4,1933
8.384164E-4,1934
4.0947343E-4,1935
0.0015294839,1936
4.126093E-4,1937
4.6900986E-4,1938
7.384034E-4,1939
6.119726E-4,1940
0.001945463,1941
0.0011796925,1942
9.050257E-4,1943
0.0010906901,1944
8.36288E-4,1945
5.5926986E-4,1946
9.2793285E-4,1947
0.001152229,1948
0.0011350233,1949
7.8793376E-4,1950
7.81691E-4,1951
0.0010599457,1952
0.001037646,1953
9.3418034E-4,1954
3.940951E-4,1955
6.696559E-4,1956
0.0010664526,1957
4.8087712E-4,1958
6.4572995E-4,1959
5.536366E-4,1960
4.959112E-4,1961
8.687398E-4,1962
0.0012964809,1963
3.903713E-4,1964
7.3280814E-4,1965
3.7511182E-4,1966
2.4065592E-4,1967
9.71827E-4,1968
0.0010950974,1969
6.352068E-4,1970
4.7700785E-4,1971
4.4048956E-4,1972
5.268708E-4,1973
4.075416E-4,1974
5.721575E-4,1975
0.0026549385,1976
9.805409E-4,1977
0.0010537585,1978
0.0010563999,1979
0.0012000683,1980
5.716596E-4,1981
0.0014340715,1982
3.3270865E-4,1983
3.9064814E-4,1984
0.0012751966,1985
0.0013808288,1986
8.718233E-4,1987
4.977054E-4,1988
0.0012100416,1989
0.0016375473,1990
0.0012187464,1991
8.274938E-4,1992
0.0011352258,1993
7.6498796E-4,1994
3.3736028E-4,1995
4.623499E-4,1996
0.001385769,1997
4.6418587E-4,1998
3.8494595E-4,1999
8.033651E-4,2000
0.0013201237,2001
0.0010032238,2002
0.0013525678,2003
3.6963864E-4,2004
0.0018202444,2005
5.792333E-4,2006
1.8946906E-4,2007
3.3648932E-4,2008
7.628464E-4,2009
0.00171772,2010
5.991567E-4,2011
0.0017550897,2012
0.0015516762,2013
0.0025929064,2014
9.0124184E-4,2015
5.7687494E-4,2016
0.0016094765,2017
0.001860803,2018
0.001086726,2019
3.3998478E-4,2020
3.6878555E-4,2021
4.0271183E-4,2022
8.016565E-4,2023
4.391855E-4,2024
6.072153E-4,2025
7.689847E-4,2026
0.0010733154,2027
7.885467E-4,2028
0.0011047135,2029
0.0014739217,2030
0.0014132181,2031
6.4394117E-4,2032
3.2590883E-4,2033
4.366129E-4,2034
5.8203464E-4,2035
8.189077E-4,2036
6.9961906E-4,2037
0.0015642933,2038
0.0010362574,2039
0.0013653135,2040
0.0014675434,2041
0.002057639,2042
0.0014367518,2043
0.001198615,2044
0.0017791025,2045
4.6831107E-4,2046
8.346217E-4,2047
9.528251E-4,2048
8.5310184E-4,2049
8.325048E-4,2050
8.810189E-4,2051
0.0011284994,2052
0.0012968946,2053
0.0010247584,2054
0.0015883575,2055
0.0013669045,2056
0.0015536423,2057
0.0012764977,2058
0.0013409294,2059
0.0011099635,2060
6.914586E-4,2061
0.0012955439,2062
6.4812775E-4,2063
7.592969E-4,2064
9.959659E-4,2065
0.00117604,2066
0.0010520153,2067
9.293339E-4,2068
0.0015658,2069
0.0015836357,2070
0.0010444358,2071
0.0011957667,2072
0.001089407,2073
0.0014161378,2074
3.4631204E-4,2075
6.30666E-4,2076
1.6535686E-4,2077
4.026791E-4,2078
6.7861826E-4,2079
7.258162E-4,2080
8.1041444E-4,2081
4.6471492E-4,2082
0.0014638525,2083
0.0010259536,2084
0.0011196432,2085
0.0019376087,2086
0.0010092626,2087
0.002081105,2088
0.0016290739,2089
0.0024211456,2090
6.287513E-4,2091
0.0010381584,2092
0.0021541074,2093
0.0012612158,2094
9.135776E-4,2095
5.70705E-4,2096
5.259052E-4,2097
0.0010995065,2098
0.0010610757,2099
0.001483122,2100
0.0011164938,2101
0.0010476887,2102
7.231941E-4,2103
8.5020205E-4,2104
0.002134018,2105
4.073641E-4,2106
0.003279151,2107
0.0015710461,2108
0.0012585173,2109
0.002112759,2110
0.0015400627,2111
9.1256073E-4,2112
0.0014263788,2113
7.2356773E-4,2114
8.4111444E-4,2115
6.501085E-4,2116
3.69175E-4,2117
3.641648E-4,2118
6.690812E-4,2119
8.814679E-4,2120
7.513698E-4,2121
5.227586E-4,2122
0.0014511792,2123
7.581858E-4,2124
0.0013929391,2125
0.0013473218,2126
0.0014731531,2127
8.952224E-4,2128
0.0014366851,2129
4.56856E-4,2130
4.1262238E-4,2131
4.0219649E-4,2132
4.5684294E-4,2133
7.550233E-4,2134
7.5871986E-4,2135
0.0011974042,2136
0.0019417563,2137
0.0015692038,2138
0.0011919433,2139
4.328772E-4,2140
8.1144396E-4,2141
0.0012922313,2142
6.50471E-4,2143
7.75229E-4,2144
9.405659E-4,2145
0.0012008073,2146
5.273312E-4,2147
9.721178E-4,2148
0.0010264494,2149
8.133332E-4,2150
3.8230742E-4,2151
3.5042735E-4,2152
0.0012468945,2153
5.593263E-4,2154
7.34225E-4,2155
0.0014015194,2156
5.3475826E-4,2157
8.5126056E-4,2158
0.0024946984,2159
0.0014940028,2160
7.56482E-4,2161
0.0022867087,2162
0.0012113588,2163
7.693281E-4,2164
7.553464E-4,2165
1.7010744E-4,2166
8.8495295E-4,2167
0.001957765,2168
0.001445601,2169
0.0010624682,2170
7.834845E-4,2171
7.2895346E-4,2172
0.0019739564,2173
4.7381874E-4,2174
6.992645E-4,2175
9.6629426E-4,2176
0.0014130892,2177
0.0016064539,2178
0.0014652493,2179
0.0010703584,2180
0.0011178077,2181
0.0010115338,2182
0.0014955224,2183
6.901824E-4,2184
8.4976415E-4,2185
2.6021805E-4,2186
4.7558016E-4,2187
5.465788E-4,2188
9.41792E-4,2189
0.0011191482,2190
5.2861683E-4,2191
3.7900158E-4,2192
3.4645622E-4,2193
5.2862917E-4,2194
6.135143E-4,2195
6.1668496E-4,2196
7.864176E-4,2197
8.064825E-4,2198
6.578622E-4,2199
8.979986E-4,2200
2.1244476E-4,2201
9.96407E-4,2202
9.770129E-4,2203
9.466918E-4,2204
7.198215E-4,2205
0.0012536276,2206
7.9640106E-4,2207
7.169313E-4,2208
9.779598E-4,2209
7.2970707E-4,2210
0.0015445658,2211
5.9731153E-4,2212
6.750304E-4,2213
0.001690684,2214
6.9628353E-4,2215
0.0028913305,2216
0.0020432766,2217
0.0010680932,2218
5.403237E-4,2219
0.0011589585,2220
9.2952274E-4,2221
7.876045E-4,2222
7.185705E-4,2223
8.366053E-4,2224
4.4790897E-4,2225
3.7755613E-4,2226
0.001434212,2227
6.650266E-4,2228
0.0011500776,2229
9.0175954E-4,2230
7.11754E-4,2231
5.444871E-4,2232
8.636657E-4,2233
8.623647E-4,2234
0.0011379635,2235
0.0017355814,2236
0.0017640572,2237
7.0263026E-4,2238
6.5741123E-4,2239
2.0842344E-4,2240
4.2840792E-4,2241
2.62317E-4,2242
3.7986913E-4,2243
0.0011739485,2244
0.0014954344,2245
0.0013355417,2246
3.0014155E-4,2247
5.4759136E-4,2248
9.823346E-4,2249
6.675556E-4,2250
0.0023107976,2251
0.0018828965,2252
0.0015438701,2253
0.0012268665,2254
0.001116009,2255
3.837835E-4,2256
6.30352E-4,2257
0.0012466375,2258
7.648216E-4,2259
4.5751708E-4,2260
3.678777E-4,2261
2.7081568E-4,2262
3.4333832E-4,2263
4.5601843E-4,2264
0.0013340091,2265
0.0012000297,2266
0.0021739912,2267
7.512112E-4,2268
7.406163E-4,2269
4.439469E-4,2270
4.554879E-4,2271
0.0014406259,2272
6.963105E-4,2273
0.0010032125,2274
6.457016E-4,2275
8.2251E-4,2276
6.468717E-4,2277
0.001404332,2278
7.7129214E-4,2279
2.778144E-4,2280
9.382822E-4,2281
0.0015578921,2282
3.0297402E-4,2283
3.1036025E-4,2284
0.002321154,2285
5.4907805E-4,2286
3.4583567E-4,2287
0.0011252405,2288
7.9309766E-4,2289
7.09341E-4,2290
0.0017358263,2291
0.0012118305,2292
0.0011107441,2293
9.79887E-4,2294
4.8524322E-4,2295
8.0158934E-4,2296
6.1336113E-4,2297
6.293232E-4,2298
0.0013049301,2299
9.1145805E-4,2300
0.0014157658,2301
4.273935E-4,2302
3.4743836E-4,2303
3.9374264E-4,2304
1.5679168E-4,2305
5.5444136E-4,2306
0.0011841119,2307
0.0010797373,2308
0.0016273264,2309
7.369783E-4,2310
6.672015E-4,2311
7.391922E-4,2312
7.032286E-4,2313
9.51537E-4,2314
7.9259963E-4,2315
8.79839E-4,2316
0.0020645154,2317
0.003479708,2318
0.0014166571,2319
0.0010036081,2320
0.0019950715,2321
0.0018101918,2322
9.521797E-4,2323
0.0010587357,2324
0.0010376524,2325
0.0012992343,2326
0.0014977428,2327
0.0010021068,2328
1.301785E-4,2329
1.13786096E-4,2330
1.0093139E-4,2331
2.1798264E-4,2332
0.0014386957,2333
0.0020975035,2334
0.0012844229,2335
0.0013336773,2336
0.0012365626,2337
0.0015567485,2338
0.0015976197,2339
0.0011312286,2340
8.197769E-4,2341
4.7468944E-4,2342
3.2658307E-4,2343
5.6031407E-5,2344
1.3716512E-4,2345
6.70756E-4,2346
0.0014644995,2347
0.0013211934,2348
5.27296E-4,2349
8.399185E-4,2350
0.0013061904,2351
0.001015037,2352
4.4245494E-4,2353
6.8271667E-4,2354
9.2946424E-4,2355
6.7882746E-4,2356
8.924823E-4,2357
6.338362E-4,2358
6.051934E-4,2359
7.3955616E-4,2360
0.0011443016,2361
0.001307713,2362
7.526519E-4,2363
8.904426E-4,2364
7.3187076E-4,2365
4.2146168E-4,2366
6.1784766E-4,2367
5.584616E-4,2368
5.937172E-4,2369
7.4605836E-4,2370
9.177768E-4,2371
7.924191E-4,2372
7.8660593E-4,2373
6.147875E-4,2374
0.0013197331,2375
7.983925E-4,2376
8.2881335E-4,2377
5.6196E-4,2378
9.824486E-4,2379
5.3762377E-4,2380
0.0011006908,2381
3.7566203E-4,2382
0.0011227693,2383
7.436613E-4,2384
4.291292E-4,2385
4.437246E-4,2386
9.20516E-4,2387
0.0016927822,2388
0.0012582121,2389
0.0013430037,2390
7.7643397E-4,2391
7.572704E-4,2392
6.0967816E-4,2393
7.1713544E-4,2394
8.4951456E-4,2395
4.3313327E-4,2396
4.1560773E-4,2397
3.9521407E-4,2398
5.577656E-4,2399
4.1972572E-4,2400
5.3589605E-4,2401
0.0011973692,2402
9.923794E-4,2403
9.200564E-4,2404
6.243801E-4,2405
4.783879E-4,2406
5.524429E-4,2407
6.3822075E-4,2408
6.1418855E-4,2409
6.5259315E-4,2410
5.338916E-4,2411
5.476226E-4,2412
7.249465E-4,2413
7.278397E-4,2414
0.001131736,2415
0.0011142923,2416
5.287017E-4,2417
8.253694E-4,2418
7.1284274E-4,2419
6.451343E-4,2420
6.0428836E-4,2421
6.333596E-4,2422
0.0013186369,2423
4.5599404E-4,2424
4.2245336E-4,2425
3.786827E-4,2426
2.2281561E-4,2427
2.89011E-4,2428
9.5230853E-4,2429
0.0011298677,2430
7.723676E-4,2431
5.7995965E-4,2432
6.350795E-4,2433
4.6629805E-4,2434
7.9769315E-4,2435
8.925966E-4,2436
5.832408E-4,2437
8.624423E-4,2438
3.9768053E-4,2439
5.472694E-4,2440
2.7984518E-4,2441
6.838768E-4,2442
7.348001E-4,2443
7.3425577E-4,2444
0.0010691504,2445
8.558117E-4,2446
7.7337195E-4,2447
6.388641E-4,2448
5.90312E-4,2449
7.8429043E-4,2450
4.4059285E-4,2451
3.8046789E-4,2452
2.2280871E-4,2453
2.45516E-4,2454
3.1735163E-4,2455
5.803658E-4,2456
6.952821E-4,2457
0.0012227504,2458
4.1637712E-4,2459
4.2118356E-4,2460
5.700332E-4,2461
4.4158666E-4,2462
5.0400343E-4,2463
5.2172784E-4,2464
6.459704E-4,2465
8.858873E-4,2466
9.275809E-4,2467
0.0011030609,2468
0.001339864,2469
8.878209E-4,2470
9.0139156E-4,2471
9.265888E-4,2472
5.9887354E-4,2473
6.3098926E-4,2474
4.8447266E-4,2475
4.7125423E-4,2476
6.187107E-4,2477
6.132384E-4,2478
7.2778563E-4,2479
6.207085E-4,2480
2.6495E-4,2481
1.7773591E-4,2482
3.257003E-4,2483
6.0682686E-4,2484
4.82502E-4,2485
8.47445E-4,2486
2.8804687E-4,2487
1.5526901E-4,2488
3.5107124E-4,2489
2.176035E-4,2490
0.0010659441,2491
4.1231592E-4,2492
9.2293206E-4,2493
2.2063042E-4,2494
2.0481493E-4,2495
3.1214117E-4,2496
4.1552214E-4,2497
0.0010766189,2498
7.72499E-4,2499
4.4407125E-4,2500
4.8244357E-4,2501
5.578257E-4,2502
4.627576E-4,2503
4.612043E-4,2504
3.9291123E-4,2505
6.406187E-4,2506
5.800181E-4,2507
2.1793712E-4,2508
2.684728E-4,2509
1.9690859E-4,2510
7.0968363E-4,2511
0.0022692704,2512
9.146399E-4,2513
0.0016136642,2514
6.384125E-4,2515
9.5757114E-4,2516
8.395193E-4,2517
6.435207E-4,2518
1.3059923E-4,2519
2.1179012E-4,2520
7.4185774E-4,2521
4.42113E-4,2522
2.8715623E-4,2523
1.7522766E-4,2524
0.0010567848,2525
0.0011164966,2526
6.484084E-4,2527
9.105734E-4,2528
7.322655E-4,2529
3.9797334E-4,2530
3.6296263E-4,2531
4.5411327E-4,2532
4.8048495E-4,2533
5.46245E-4,2534
2.059877E-4,2535
1.9322068E-4,2536
2.4339928E-4,2537
1.853211E-4,2538
2.0295926E-4,2539
0.0011083735,2540
0.0013660803,2541
4.3629375E-4,2542
2.6788563E-4,2543
5.292765E-4,2544
6.7578076E-4,2545
6.138031E-4,2546
5.358781E-4,2547
