@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.10700758,215.33203,10.0,776
0.14383326,645.9961,16.0,777
0.11156541,172.26562,11.0,778
0.19723423,86.13281,15.0,779
0.24101824,86.13281,10.0,780
0.34411293,129.19922,10.0,781
0.13515139,86.13281,10.0,782
0.14213057,86.13281,6.0,783
0.11025705,732.1289,12.0,784
0.10770052,732.1289,19.0,785
0.15756038,1248.9258,16.0,786
0.43612528,86.13281,10.0,787
0.2820139,86.13281,11.0,788
0.37950826,86.13281,14.0,789
0.14877285,172.26562,10.0,790
0.11402857,645.9961,13.0,791
0.14914723,86.13281,6.0,792
0.12018011,86.13281,6.0,793
0.16143268,172.26562,13.0,794
0.11235572,129.19922,10.0,795
0.12236815,215.33203,9.0,796
0.19496721,129.19922,13.0,797
0.089063466,732.1289,26.0,798
0.1018242,732.1289,35.0,799
0.17874008,2627.0508,14.0,800
0.46771953,86.13281,6.0,801
0.34022617,43.066406,9.0,802
0.4456688,86.13281,6.0,803
0.327073,86.13281,14.0,804
0.2648768,86.13281,29.0,805
0.106122635,86.13281,6.0,806
0.10567606,215.33203,11.0,807
0.49412018,86.13281,12.0,808
0.3671914,129.19922,17.0,809
0.13288215,172.26562,14.0,810
0.3280072,86.13281,8.0,811
0.13520032,43.066406,10.0,812
0.19633676,129.19922,9.0,813
0.22560346,172.26562,21.0,814
0.27842653,86.13281,28.0,815
0.30998823,129.19922,16.0,816
0.39270952,129.19922,15.0,817
0.17640434,129.19922,14.0,818
0.30329794,129.19922,8.0,819
0.3450944,129.19922,8.0,820
0.23343782,258.39844,13.0,821
0.34891313,215.33203,10.0,822
0.20294057,172.26562,10.0,823
0.1403613,129.19922,7.0,824
0.2109125,172.26562,8.0,825
0.1697765,172.26562,18.0,826
0.16414794,172.26562,15.0,827
0.25818288,172.26562,42.0,828
0.22478634,215.33203,12.0,829
0.09530598,2627.0508,19.0,830
0.12609132,387.59766,31.0,831
0.13393885,86.13281,12.0,832
0.13091905,86.13281,9.0,833
0.16953942,129.19922,11.0,834
0.21940848,215.33203,12.0,835
0.52538455,86.13281,13.0,836
0.24871649,43.066406,7.0,837
0.1694422,43.066406,8.0,838
0.1873188,2756.25,30.0,839
0.21609952,86.13281,7.0,840
0.20580299,86.13281,11.0,841
0.39848548,129.19922,8.0,842
0.33699745,86.13281,20.0,843
0.3214659,86.13281,8.0,844
0.36144885,129.19922,8.0,845
0.121074736,3014.6484,14.0,846
0.17732272,387.59766,15.0,847
0.30299884,86.13281,11.0,848
0.44885862,215.33203,12.0,849
0.30517063,215.33203,13.0,850
0.1978677,172.26562,17.0,851
0.19780141,172.26562,11.0,852
0.1507427,86.13281,11.0,853
0.1991308,215.33203,35.0,854
0.13627575,2627.0508,12.0,855
0.23651005,129.19922,13.0,856
0.20404375,129.19922,7.0,857
0.23685847,129.19922,8.0,858
0.23297653,86.13281,9.0,859
0.2651359,86.13281,13.0,860
0.25466132,86.13281,7.0,861
0.21205044,86.13281,6.0,862
0.26163617,86.13281,8.0,863
0.30246407,86.13281,6.0,864
0.38527915,43.066406,5.0,865
0.20155433,172.26562,11.0,866
0.16290928,86.13281,14.0,867
0.18359901,215.33203,16.0,868
0.37690037,172.26562,9.0,869
0.3610707,86.13281,8.0,870
0.25684628,129.19922,8.0,871
0.19363607,86.13281,10.0,872
0.23046133,86.13281,26.0,873
0.29203779,86.13281,7.0,874
0.11211015,129.19922,8.0,875
0.2948189,215.33203,9.0,876
0.4225831,215.33203,12.0,877
0.14149128,129.19922,8.0,878
0.16249388,129.19922,17.0,879
0.11589126,215.33203,9.0,880
0.24744567,86.13281,6.0,881
0.15476061,86.13281,7.0,882
0.18773058,86.13281,7.0,883
0.47978035,215.33203,9.0,884
0.24687654,86.13281,13.0,885
0.24015047,86.13281,8.0,886
0.16254906,344.53125,10.0,887
0.16573894,129.19922,6.0,888
0.18574567,86.13281,12.0,889
0.22440657,86.13281,10.0,890
0.2566744,86.13281,11.0,891
0.16978875,86.13281,9.0,892
0.18121167,129.19922,14.0,893
0.2308358,86.13281,7.0,894
0.19887134,86.13281,9.0,895
0.11660328,129.19922,8.0,896
0.26706514,86.13281,11.0,897
0.683352,86.13281,16.0,898
0.24198763,172.26562,12.0,899
0.23987414,86.13281,9.0,900
0.25333452,129.19922,14.0,901
0.20231773,86.13281,10.0,902
0.19970438,258.39844,10.0,903
0.37954903,215.33203,8.0,904
0.24540694,172.26562,8.0,905
0.15677343,172.26562,9.0,906
0.08052145,215.33203,8.0,907
0.069474466,129.19922,7.0,908
0.09833682,215.33203,12.0,909
0.09023365,2627.0508,11.0,910
0.09173606,129.19922,7.0,911
0.15097497,2627.0508,28.0,912
0.10944076,2627.0508,28.0,913
0.11745648,172.26562,14.0,914
0.1264866,86.13281,14.0,915
0.060424034,559.8633,10.0,916
0.23631528,129.19922,15.0,917
0.40000466,86.13281,7.0,918
0.21047324,43.066406,17.0,919
0.22724923,86.13281,13.0,920
0.19027935,86.13281,9.0,921
0.13353899,86.13281,15.0,922
0.29354835,86.13281,8.0,923
0.17377225,172.26562,10.0,924
0.23971717,129.19922,17.0,925
0.18419011,172.26562,18.0,926
0.23289761,129.19922,8.0,927
0.38597915,129.19922,14.0,928
0.28812462,129.19922,9.0,929
0.31190127,172.26562,11.0,930
0.24842322,258.39844,11.0,931
0.42743993,215.33203,23.0,932
0.200182,86.13281,8.0,933
0.2332231,86.13281,8.0,934
0.1975692,86.13281,8.0,935
0.14214148,344.53125,15.0,936
0.19768399,86.13281,9.0,937
0.19036293,86.13281,7.0,938
0.22669537,129.19922,18.0,939
0.098428,129.19922,9.0,940
0.1940314,86.13281,8.0,941
0.23359749,129.19922,10.0,942
0.21795478,86.13281,12.0,943
0.186882,86.13281,8.0,944
0.19877975,215.33203,9.0,945
0.6758653,86.13281,8.0,946
0.256325,43.066406,7.0,947
0.29025176,86.13281,6.0,948
0.1509975,215.33203,18.0,949
0.28709334,86.13281,10.0,950
0.27556947,86.13281,24.0,951
0.38434923,86.13281,9.0,952
0.292836,86.13281,5.0,953
0.29146934,86.13281,7.0,954
0.10704599,86.13281,9.0,955
0.1647079,86.13281,9.0,956
0.17291471,387.59766,18.0,957
0.15974467,258.39844,9.0,958
0.43539023,215.33203,9.0,959
0.26193312,215.33203,13.0,960
0.20352736,86.13281,10.0,961
0.1381713,129.19922,12.0,962
0.14271073,86.13281,14.0,963
0.15634519,86.13281,6.0,964
0.14147288,86.13281,9.0,965
0.20405318,86.13281,9.0,966
0.30402154,129.19922,15.0,967
0.12419625,86.13281,5.0,968
0.24402098,86.13281,7.0,969
0.23241052,129.19922,6.0,970
0.16772932,129.19922,7.0,971
0.20118035,129.19922,10.0,972
0.2850315,129.19922,17.0,973
0.38436592,86.13281,12.0,974
0.23825234,43.066406,5.0,975
0.15528718,86.13281,6.0,976
0.15885437,129.19922,13.0,977
0.24557638,86.13281,9.0,978
0.29366714,172.26562,9.0,979
0.4108567,86.13281,11.0,980
0.14539827,129.19922,9.0,981
0.14557287,86.13281,6.0,982
0.13241681,86.13281,9.0,983
0.12832154,86.13281,6.0,984
0.17813776,86.13281,11.0,985
0.27292567,215.33203,9.0,986
0.3252763,215.33203,12.0,987
0.29157463,129.19922,11.0,988
0.21872213,129.19922,13.0,989
0.16330144,215.33203,12.0,990
0.20284869,86.13281,11.0,991
0.1490055,86.13281,10.0,992
0.24211055,258.39844,17.0,993
0.3494648,215.33203,12.0,994
0.42756754,129.19922,12.0,995
0.4432274,129.19922,10.0,996
0.2488205,172.26562,10.0,997
0.45889384,172.26562,10.0,998
0.15908733,129.19922,21.0,999
0.15670228,129.19922,9.0,1000
0.21666239,86.13281,8.0,1001
0.22231394,86.13281,8.0,1002
0.20028685,86.13281,8.0,1003
0.1699767,86.13281,9.0,1004
0.16052097,86.13281,8.0,1005
0.2323677,86.13281,8.0,1006
0.23047562,86.13281,8.0,1007
0.52621984,86.13281,12.0,1008
0.2189634,43.066406,8.0,1009
0.393853,86.13281,8.0,1010
0.2317603,172.26562,8.0,1011
0.250952,172.26562,8.0,1012
0.26520473,215.33203,10.0,1013
0.30214956,344.53125,16.0,1014
0.36846107,172.26562,14.0,1015
0.21611588,172.26562,9.0,1016
0.24263284,172.26562,9.0,1017
0.2039157,172.26562,8.0,1018
0.19502175,172.26562,8.0,1019
0.2635835,172.26562,8.0,1020
0.27518523,172.26562,8.0,1021
0.23075381,430.66406,21.0,1022
0.18032286,516.7969,21.0,1023
0.14333238,172.26562,9.0,1024
0.075767934,86.13281,8.0,1025
0.11781434,1722.6562,15.0,1026
0.1219361,3273.0469,20.0,1027
0.37914097,86.13281,8.0,1028
0.17098378,129.19922,6.0,1029
0.14310531,86.13281,9.0,1030
0.16638814,129.19922,10.0,1031
0.19229637,129.19922,9.0,1032
0.27992505,861.3281,18.0,1033
0.31743065,861.3281,22.0,1034
0.21099447,818.2617,30.0,1035
0.14689876,1894.9219,32.0,1036
0.19901478,602.9297,11.0,1037
0.1976756,430.66406,10.0,1038
0.14762065,172.26562,8.0,1039
0.4314639,430.66406,31.0,1040
0.25652963,258.39844,13.0,1041
0.34598774,387.59766,10.0,1042
0.23687616,172.26562,8.0,1043
0.14182411,172.26562,9.0,1044
0.117505446,129.19922,14.0,1045
0.15545774,172.26562,8.0,1046
0.16177598,215.33203,19.0,1047
0.4458802,430.66406,26.0,1048
0.54544055,430.66406,22.0,1049
0.4618374,430.66406,11.0,1050
0.27613208,215.33203,10.0,1051
0.38056594,215.33203,10.0,1052
0.34055325,215.33203,9.0,1053
0.27970266,215.33203,16.0,1054
0.27869812,258.39844,11.0,1055
0.4620635,473.73047,17.0,1056
0.15813027,473.73047,13.0,1057
0.22860113,645.9961,21.0,1058
0.23672883,732.1289,13.0,1059
0.18961072,516.7969,14.0,1060
0.2845813,559.8633,13.0,1061
0.4374007,559.8633,13.0,1062
0.467568,559.8633,13.0,1063
0.37243533,559.8633,13.0,1064
0.46384686,559.8633,13.0,1065
0.53916395,559.8633,15.0,1066
0.50504035,559.8633,14.0,1067
0.24179316,559.8633,15.0,1068
0.39183113,215.33203,12.0,1069
0.2821213,172.26562,8.0,1070
0.17790656,172.26562,11.0,1071
0.25106883,215.33203,9.0,1072
0.25364542,258.39844,10.0,1073
0.2625922,215.33203,13.0,1074
0.37294236,215.33203,14.0,1075
0.29426044,215.33203,14.0,1076
0.1911096,215.33203,9.0,1077
0.2607425,602.9297,10.0,1078
0.11290824,602.9297,20.0,1079
0.09426141,2928.5156,18.0,1080
0.19942786,1119.7266,40.0,1081
0.3741415,129.19922,10.0,1082
0.46521375,86.13281,10.0,1083
0.35915187,43.066406,9.0,1084
0.31573552,430.66406,11.0,1085
0.30644014,430.66406,11.0,1086
0.29642498,430.66406,11.0,1087
0.2817114,430.66406,12.0,1088
0.24154553,430.66406,9.0,1089
0.3774655,86.13281,10.0,1090
0.31071082,43.066406,8.0,1091
0.32044983,1033.5938,46.0,1092
0.36652875,430.66406,12.0,1093
0.37841046,430.66406,16.0,1094
0.34422138,430.66406,13.0,1095
0.5230452,215.33203,9.0,1096
0.18094392,215.33203,8.0,1097
0.3561549,215.33203,9.0,1098
0.37631965,172.26562,8.0,1099
0.35432097,172.26562,10.0,1100
0.2768934,172.26562,26.0,1101
0.41213158,172.26562,19.0,1102
0.2852084,172.26562,14.0,1103
0.20976156,818.2617,12.0,1104
0.10610712,775.1953,12.0,1105
0.099556774,129.19922,13.0,1106
0.2714207,861.3281,17.0,1107
0.17449103,172.26562,15.0,1108
0.15044363,129.19922,15.0,1109
0.0989455,129.19922,11.0,1110
0.14184108,3445.3125,181.0,1111
0.17814639,387.59766,21.0,1112
0.23678787,215.33203,16.0,1113
0.36691868,215.33203,9.0,1114
0.45074978,215.33203,9.0,1115
0.4206869,215.33203,10.0,1116
0.272334,215.33203,9.0,1117
0.35683444,172.26562,20.0,1118
0.332152,172.26562,8.0,1119
0.4038833,172.26562,9.0,1120
0.3394767,172.26562,15.0,1121
0.18758439,129.19922,11.0,1122
0.49576482,215.33203,9.0,1123
0.25948444,172.26562,13.0,1124
0.2078933,129.19922,39.0,1125
0.23870203,172.26562,14.0,1126
0.31652743,129.19922,19.0,1127
0.29128182,172.26562,41.0,1128
0.8345621,172.26562,13.0,1129
0.53319824,86.13281,9.0,1130
0.3326793,43.066406,8.0,1131
0.41601035,86.13281,8.0,1132
0.40403545,172.26562,13.0,1133
0.47149506,172.26562,8.0,1134
0.44480473,172.26562,9.0,1135
0.5278792,172.26562,255.0,1136
0.46350977,172.26562,17.0,1137
0.3535991,86.13281,12.0,1138
0.34200093,86.13281,9.0,1139
0.1446508,172.26562,9.0,1140
0.23274197,129.19922,11.0,1141
0.27792865,86.13281,10.0,1142
0.12727448,86.13281,28.0,1143
0.12108489,43.066406,4.0,1144
0.2571784,430.66406,11.0,1145
0.28306624,215.33203,10.0,1146
0.28684336,215.33203,9.0,1147
0.23913285,129.19922,9.0,1148
0.08126081,172.26562,9.0,1149
0.20943877,129.19922,7.0,1150
0.49097067,215.33203,38.0,1151
0.33547202,430.66406,14.0,1152
0.39676777,430.66406,19.0,1153
0.42806903,430.66406,14.0,1154
0.33270985,430.66406,17.0,1155
0.19285104,129.19922,7.0,1156
0.31262395,129.19922,7.0,1157
0.30537856,215.33203,9.0,1158
0.28527576,215.33203,10.0,1159
0.25181416,172.26562,14.0,1160
0.18353367,172.26562,12.0,1161
0.12133212,215.33203,13.0,1162
0.11352038,215.33203,9.0,1163
0.2676038,129.19922,9.0,1164
0.34048933,602.9297,34.0,1165
0.38904262,861.3281,26.0,1166
0.38204753,818.2617,26.0,1167
0.31773734,818.2617,21.0,1168
0.29323396,818.2617,22.0,1169
0.27127275,818.2617,14.0,1170
0.39449704,861.3281,28.0,1171
0.37171334,861.3281,13.0,1172
0.21580552,818.2617,27.0,1173
0.25915408,473.73047,15.0,1174
0.19165446,129.19922,10.0,1175
0.15195563,129.19922,12.0,1176
0.17503935,129.19922,108.0,1177
0.24016447,129.19922,12.0,1178
0.30388293,344.53125,34.0,1179
0.28381196,258.39844,14.0,1180
0.25860852,215.33203,13.0,1181
0.1964598,172.26562,8.0,1182
0.16490091,129.19922,6.0,1183
0.21185058,172.26562,20.0,1184
0.21668789,301.46484,12.0,1185
0.23086423,645.9961,17.0,1186
0.14098032,775.1953,14.0,1187
0.12514575,129.19922,8.0,1188
0.1706399,861.3281,27.0,1189
0.09119855,2540.918,18.0,1190
0.13688964,2411.7188,14.0,1191
0.15192142,215.33203,9.0,1192
0.53900325,86.13281,15.0,1193
0.26065734,43.066406,7.0,1194
0.42226762,43.066406,15.0,1195
0.2309867,818.2617,12.0,1196
0.25123453,818.2617,17.0,1197
0.23488924,818.2617,12.0,1198
0.21865378,818.2617,34.0,1199
0.5184839,86.13281,8.0,1200
0.4527136,86.13281,15.0,1201
0.5588545,86.13281,10.0,1202
0.16070688,602.9297,11.0,1203
0.31632972,602.9297,27.0,1204
0.26457936,430.66406,11.0,1205
0.33462352,430.66406,12.0,1206
0.3965065,387.59766,21.0,1207
0.28692544,430.66406,15.0,1208
0.19346634,215.33203,9.0,1209
0.1663321,215.33203,12.0,1210
0.18342239,129.19922,7.0,1211
0.22857483,172.26562,8.0,1212
0.14381003,172.26562,10.0,1213
0.16042009,215.33203,11.0,1214
0.3444841,215.33203,10.0,1215
0.45290846,215.33203,9.0,1216
0.37741405,215.33203,10.0,1217
0.3561527,172.26562,9.0,1218
0.3762837,215.33203,10.0,1219
0.44889387,215.33203,10.0,1220
0.5360245,215.33203,10.0,1221
0.44769275,215.33203,9.0,1222
0.42052564,215.33203,9.0,1223
0.4487899,215.33203,10.0,1224
0.40230387,215.33203,9.0,1225
0.4574755,172.26562,10.0,1226
0.52489936,86.13281,9.0,1227
0.32466954,732.1289,10.0,1228
0.31851134,86.13281,8.0,1229
0.36184448,129.19922,8.0,1230
0.32263556,129.19922,9.0,1231
0.20952964,129.19922,9.0,1232
0.45474774,215.33203,13.0,1233
0.2907398,344.53125,10.0,1234
0.4780036,344.53125,10.0,1235
0.23998274,129.19922,8.0,1236
0.32301846,129.19922,13.0,1237
0.24781536,129.19922,11.0,1238
0.12035658,258.39844,17.0,1239
0.40792328,86.13281,11.0,1240
0.42276612,387.59766,10.0,1241
0.5260535,387.59766,13.0,1242
0.39300382,344.53125,13.0,1243
0.0874058,43.066406,10.0,1244
0.092520826,86.13281,10.0,1245
0.22106892,129.19922,13.0,1246
0.23802577,86.13281,13.0,1247
0.24102937,86.13281,8.0,1248
0.34053373,430.66406,13.0,1249
0.22476669,86.13281,9.0,1250
0.24379154,516.7969,19.0,1251
0.2963195,516.7969,20.0,1252
0.30046228,516.7969,11.0,1253
0.17105965,387.59766,10.0,1254
0.24094729,387.59766,20.0,1255
0.17487894,430.66406,9.0,1256
0.23599567,430.66406,10.0,1257
0.3537965,430.66406,17.0,1258
0.28012913,430.66406,10.0,1259
0.17716359,430.66406,13.0,1260
0.4448596,215.33203,19.0,1261
0.27950728,387.59766,13.0,1262
0.18601803,344.53125,15.0,1263
0.24491906,430.66406,22.0,1264
0.25837666,430.66406,11.0,1265
0.21621138,430.66406,9.0,1266
0.28680506,430.66406,16.0,1267
0.2671607,430.66406,11.0,1268
0.24574505,430.66406,10.0,1269
0.24405308,430.66406,12.0,1270
0.24833483,430.66406,11.0,1271
0.23608139,430.66406,10.0,1272
0.23851885,430.66406,9.0,1273
0.28222856,430.66406,11.0,1274
0.40127367,172.26562,9.0,1275
0.49009076,86.13281,10.0,1276
0.38108918,430.66406,10.0,1277
0.36116555,430.66406,15.0,1278
0.32433158,430.66406,14.0,1279
0.2611499,1033.5938,36.0,1280
0.19430584,387.59766,10.0,1281
0.3447614,387.59766,11.0,1282
0.27200344,344.53125,16.0,1283
0.2932234,43.066406,11.0,1284
0.18149263,172.26562,12.0,1285
0.195541,86.13281,8.0,1286
0.34997776,129.19922,8.0,1287
0.28466743,344.53125,10.0,1288
0.3166906,344.53125,13.0,1289
0.27482298,129.19922,12.0,1290
0.22400819,86.13281,6.0,1291
0.23541293,172.26562,14.0,1292
0.13941462,86.13281,8.0,1293
0.10638794,172.26562,10.0,1294
0.18026084,86.13281,11.0,1295
0.35471913,387.59766,11.0,1296
0.30625132,172.26562,8.0,1297
0.2720704,516.7969,12.0,1298
0.2143351,129.19922,9.0,1299
0.225504,86.13281,10.0,1300
0.21517868,129.19922,8.0,1301
0.1611015,258.39844,13.0,1302
0.49620098,86.13281,8.0,1303
0.31108537,430.66406,11.0,1304
0.35101104,430.66406,10.0,1305
0.2793241,430.66406,10.0,1306
0.29864866,430.66406,21.0,1307
0.23639907,430.66406,10.0,1308
0.21824609,430.66406,11.0,1309
0.28400123,129.19922,10.0,1310
0.24042796,430.66406,11.0,1311
0.27300993,430.66406,16.0,1312
0.34763232,430.66406,10.0,1313
0.35375604,430.66406,12.0,1314
0.35731205,430.66406,11.0,1315
0.24297287,430.66406,20.0,1316
0.32390255,215.33203,9.0,1317
0.26340413,344.53125,13.0,1318
0.24874899,430.66406,11.0,1319
0.31972128,430.66406,10.0,1320
0.2446312,430.66406,10.0,1321
0.2631002,430.66406,11.0,1322
0.27717432,430.66406,14.0,1323
0.27761307,430.66406,21.0,1324
0.29175666,430.66406,12.0,1325
0.31038034,430.66406,15.0,1326
0.32439283,430.66406,20.0,1327
0.3303408,430.66406,16.0,1328
0.35455093,430.66406,12.0,1329
0.3390965,86.13281,10.0,1330
0.3317449,86.13281,9.0,1331
0.32576442,86.13281,5.0,1332
0.29198435,430.66406,16.0,1333
0.30567655,430.66406,16.0,1334
0.29653177,430.66406,12.0,1335
0.23457561,430.66406,14.0,1336
0.51995444,86.13281,10.0,1337
0.35867718,86.13281,9.0,1338
0.34057388,86.13281,8.0,1339
0.2517962,430.66406,10.0,1340
0.23830914,430.66406,10.0,1341
0.29545596,430.66406,11.0,1342
0.3577805,430.66406,12.0,1343
0.3046222,215.33203,9.0,1344
0.36453468,387.59766,18.0,1345
0.23445573,430.66406,12.0,1346
0.3073475,387.59766,11.0,1347
0.3307655,430.66406,16.0,1348
0.24868746,430.66406,16.0,1349
0.2824208,430.66406,10.0,1350
0.20475926,1033.5938,33.0,1351
0.2529662,86.13281,9.0,1352
0.21331216,430.66406,14.0,1353
0.27565104,387.59766,18.0,1354
0.2544261,430.66406,10.0,1355
0.29770115,430.66406,14.0,1356
0.29076207,430.66406,12.0,1357
0.57174367,86.13281,10.0,1358
0.18881586,387.59766,10.0,1359
0.24780425,43.066406,10.0,1360
0.16514148,86.13281,10.0,1361
0.23259063,172.26562,24.0,1362
0.15173367,86.13281,12.0,1363
0.18631783,172.26562,17.0,1364
0.5478656,86.13281,6.0,1365
0.24550323,43.066406,9.0,1366
0.31147817,86.13281,10.0,1367
0.18767603,86.13281,5.0,1368
0.17026782,86.13281,5.0,1369
0.15099283,86.13281,12.0,1370
0.5306712,215.33203,11.0,1371
0.3067036,215.33203,8.0,1372
0.23556276,172.26562,12.0,1373
0.22265273,86.13281,9.0,1374
0.18337615,215.33203,12.0,1375
0.10933593,86.13281,5.0,1376
0.23624597,172.26562,12.0,1377
0.23810302,215.33203,12.0,1378
0.1349512,129.19922,10.0,1379
0.21436144,86.13281,9.0,1380
0.18057597,86.13281,31.0,1381
0.15874043,86.13281,8.0,1382
0.09681625,172.26562,7.0,1383
0.1308479,172.26562,8.0,1384
0.3734662,172.26562,11.0,1385
0.34426764,86.13281,10.0,1386
0.35533437,43.066406,11.0,1387
0.10659164,129.19922,36.0,1388
0.15941763,86.13281,38.0,1389
0.17217779,86.13281,11.0,1390
0.12453829,129.19922,16.0,1391
0.5079127,86.13281,10.0,1392
0.255023,86.13281,11.0,1393
0.47454816,86.13281,10.0,1394
0.21167701,172.26562,10.0,1395
0.18481256,172.26562,17.0,1396
0.20019308,129.19922,13.0,1397
0.49288505,215.33203,11.0,1398
0.29897344,215.33203,9.0,1399
0.22039339,86.13281,8.0,1400
0.1709158,129.19922,8.0,1401
0.15856336,129.19922,9.0,1402
0.112224706,387.59766,12.0,1403
0.18804865,129.19922,13.0,1404
0.15753564,172.26562,9.0,1405
0.1992355,129.19922,17.0,1406
0.15438668,86.13281,10.0,1407
0.21512976,129.19922,9.0,1408
0.2468851,129.19922,9.0,1409
0.21542862,86.13281,9.0,1410
0.1384558,86.13281,5.0,1411
0.3136114,129.19922,9.0,1412
0.43962625,86.13281,12.0,1413
0.26108375,86.13281,6.0,1414
0.16297927,43.066406,6.0,1415
0.11059081,86.13281,6.0,1416
0.18701896,86.13281,10.0,1417
0.2159211,86.13281,20.0,1418
0.4058702,129.19922,9.0,1419
0.30207118,86.13281,15.0,1420
0.27736753,43.066406,9.0,1421
0.28796816,129.19922,9.0,1422
0.2580149,86.13281,11.0,1423
0.17280474,86.13281,6.0,1424
0.1356624,129.19922,7.0,1425
0.32975057,215.33203,36.0,1426
0.36908424,344.53125,22.0,1427
0.21935639,344.53125,19.0,1428
0.09573055,129.19922,9.0,1429
0.15445088,129.19922,8.0,1430
0.12804262,86.13281,7.0,1431
0.2148674,215.33203,13.0,1432
0.117447905,344.53125,18.0,1433
0.14269054,172.26562,10.0,1434
0.15336688,86.13281,9.0,1435
0.12864797,86.13281,10.0,1436
0.23612398,129.19922,12.0,1437
0.23337756,129.19922,16.0,1438
0.2616349,516.7969,12.0,1439
0.50971293,86.13281,12.0,1440
0.2546373,344.53125,10.0,1441
0.3481335,86.13281,7.0,1442
0.2655817,344.53125,10.0,1443
0.35326248,344.53125,11.0,1444
0.37472525,344.53125,12.0,1445
0.5169474,344.53125,12.0,1446
0.36470276,344.53125,13.0,1447
0.22375633,172.26562,8.0,1448
0.20516022,172.26562,27.0,1449
0.22990446,172.26562,8.0,1450
0.2591329,86.13281,10.0,1451
0.15358663,86.13281,7.0,1452
0.27758518,258.39844,20.0,1453
0.29493695,172.26562,8.0,1454
0.28231004,86.13281,9.0,1455
0.21666314,172.26562,12.0,1456
0.30641222,172.26562,9.0,1457
0.23624259,172.26562,8.0,1458
0.24936706,172.26562,8.0,1459
0.3553076,215.33203,13.0,1460
0.2237079,215.33203,15.0,1461
0.2943285,172.26562,21.0,1462
0.22754161,172.26562,9.0,1463
0.2715526,215.33203,14.0,1464
0.29426068,215.33203,9.0,1465
0.24152994,215.33203,8.0,1466
0.36339825,86.13281,13.0,1467
0.3785098,86.13281,12.0,1468
0.55031043,129.19922,8.0,1469
0.24343827,129.19922,8.0,1470
0.18943313,129.19922,19.0,1471
0.17267229,129.19922,7.0,1472
0.107152894,861.3281,16.0,1473
0.113774255,818.2617,12.0,1474
0.09274075,818.2617,25.0,1475
0.101080954,818.2617,11.0,1476
0.10815839,215.33203,13.0,1477
0.1938634,172.26562,13.0,1478
0.16716266,215.33203,9.0,1479
0.17221765,172.26562,10.0,1480
0.44235265,215.33203,30.0,1481
0.47115186,215.33203,11.0,1482
0.19017482,215.33203,47.0,1483
0.35538265,215.33203,60.0,1484
0.15948676,215.33203,14.0,1485
0.3124952,215.33203,9.0,1486
0.3194044,215.33203,9.0,1487
0.31920063,215.33203,10.0,1488
0.19423696,215.33203,9.0,1489
0.26080698,215.33203,9.0,1490
0.41155452,430.66406,11.0,1491
0.25689033,258.39844,10.0,1492
0.484633,258.39844,12.0,1493
0.24144907,301.46484,13.0,1494
0.1769539,258.39844,13.0,1495
0.13944359,2842.3828,13.0,1496
0.10911666,732.1289,20.0,1497
0.13457821,129.19922,11.0,1498
0.22209081,775.1953,29.0,1499
0.17817783,129.19922,12.0,1500
0.25168696,129.19922,7.0,1501
0.24318825,559.8633,11.0,1502
0.2914462,559.8633,11.0,1503
0.32876787,559.8633,13.0,1504
0.34527168,559.8633,40.0,1505
0.16321662,129.19922,11.0,1506
0.13358402,129.19922,12.0,1507
0.3126098,215.33203,20.0,1508
0.27030376,215.33203,8.0,1509
0.2627661,172.26562,13.0,1510
0.15422456,2670.1172,11.0,1511
0.18263489,172.26562,11.0,1512
0.29260638,215.33203,12.0,1513
0.2865329,215.33203,43.0,1514
0.54142106,215.33203,9.0,1515
0.45479345,215.33203,9.0,1516
0.29290125,215.33203,9.0,1517
0.13721447,2411.7188,18.0,1518
0.19602819,215.33203,9.0,1519
0.1523896,3316.1133,15.0,1520
0.16407114,3617.5781,178.0,1521
0.4676717,129.19922,34.0,1522
0.34108618,86.13281,9.0,1523
0.46205783,43.066406,9.0,1524
0.2206008,215.33203,9.0,1525
0.20397344,215.33203,9.0,1526
0.27829802,215.33203,9.0,1527
0.30397442,215.33203,9.0,1528
0.32162747,129.19922,51.0,1529
0.37118578,86.13281,5.0,1530
0.32647204,86.13281,10.0,1531
0.22141817,215.33203,10.0,1532
0.28825977,215.33203,9.0,1533
0.34057736,215.33203,9.0,1534
0.20427386,172.26562,8.0,1535
0.4742829,215.33203,13.0,1536
0.27765685,172.26562,8.0,1537
0.26868948,172.26562,12.0,1538
0.10810705,172.26562,16.0,1539
0.105759874,215.33203,16.0,1540
0.48426875,172.26562,12.0,1541
0.12741645,172.26562,8.0,1542
0.46434072,430.66406,12.0,1543
0.30122662,430.66406,44.0,1544
0.31379834,387.59766,11.0,1545
0.3474179,430.66406,11.0,1546
0.21692544,215.33203,10.0,1547
0.29635897,172.26562,9.0,1548
0.52703315,215.33203,9.0,1549
0.34323725,215.33203,9.0,1550
0.30460984,215.33203,10.0,1551
0.4214423,387.59766,16.0,1552
0.15699817,129.19922,11.0,1553
0.26852834,129.19922,9.0,1554
