@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.22639817,129.19922,9.0,1555
0.15341465,129.19922,7.0,1556
0.40715864,387.59766,12.0,1557
0.41347334,387.59766,14.0,1558
0.43014795,387.59766,13.0,1559
0.38737825,344.53125,11.0,1560
0.29952925,172.26562,8.0,1561
0.23007278,172.26562,9.0,1562
0.5683847,215.33203,12.0,1563
0.46759102,344.53125,11.0,1564
0.28250834,215.33203,9.0,1565
0.14618704,516.7969,14.0,1566
0.27871332,172.26562,19.0,1567
0.6076713,172.26562,9.0,1568
0.47250208,172.26562,18.0,1569
0.4152749,129.19922,13.0,1570
0.35952425,86.13281,9.0,1571
0.4318269,43.066406,9.0,1572
0.3277717,215.33203,9.0,1573
0.28374484,172.26562,9.0,1574
0.09500205,86.13281,13.0,1575
0.15384403,129.19922,12.0,1576
0.33448374,129.19922,10.0,1577
0.36220297,86.13281,10.0,1578
0.4053219,86.13281,8.0,1579
0.1485285,2239.4531,18.0,1580
0.2057677,430.66406,22.0,1581
0.1905877,129.19922,8.0,1582
0.2958977,215.33203,9.0,1583
0.329864,215.33203,14.0,1584
0.294296,215.33203,10.0,1585
0.2906951,215.33203,10.0,1586
0.15881525,904.39453,23.0,1587
0.06821184,215.33203,10.0,1588
0.11443148,129.19922,12.0,1589
0.13025737,129.19922,9.0,1590
0.465477,215.33203,9.0,1591
0.253481,344.53125,23.0,1592
0.1848991,344.53125,20.0,1593
0.19412614,172.26562,23.0,1594
0.2194408,215.33203,9.0,1595
0.24853773,172.26562,10.0,1596
0.23488022,645.9961,35.0,1597
0.1583111,645.9961,10.0,1598
0.18726362,430.66406,11.0,1599
0.45872262,430.66406,15.0,1600
0.16562407,215.33203,9.0,1601
0.1211769,172.26562,18.0,1602
0.27893165,258.39844,43.0,1603
0.2931935,301.46484,13.0,1604
0.18535869,2153.3203,11.0,1605
0.33925873,775.1953,13.0,1606
0.29432294,775.1953,12.0,1607
0.19618185,818.2617,13.0,1608
0.3631408,559.8633,17.0,1609
0.42896244,559.8633,12.0,1610
0.41159472,559.8633,18.0,1611
0.45049125,559.8633,13.0,1612
0.45027474,559.8633,10.0,1613
0.48552734,559.8633,34.0,1614
0.32806477,559.8633,12.0,1615
0.19002503,258.39844,10.0,1616
0.18493618,215.33203,11.0,1617
0.548737,258.39844,12.0,1618
0.37766317,215.33203,13.0,1619
0.13740587,2067.1875,23.0,1620
0.24167153,172.26562,10.0,1621
0.12615784,172.26562,12.0,1622
0.16785473,215.33203,12.0,1623
0.13880454,215.33203,13.0,1624
0.20717402,215.33203,16.0,1625
0.32408455,344.53125,11.0,1626
0.18544166,387.59766,35.0,1627
0.23955525,172.26562,9.0,1628
0.21147077,215.33203,9.0,1629
0.2805461,215.33203,10.0,1630
0.31303757,215.33203,9.0,1631
0.2136484,215.33203,17.0,1632
0.7119279,86.13281,8.0,1633
0.22993699,215.33203,9.0,1634
0.22655356,215.33203,9.0,1635
0.28081602,215.33203,9.0,1636
0.30362126,215.33203,9.0,1637
0.22029582,215.33203,9.0,1638
0.22842626,215.33203,8.0,1639
0.43626332,86.13281,9.0,1640
0.26417395,43.066406,4.0,1641
0.34651875,172.26562,10.0,1642
0.28160957,129.19922,10.0,1643
0.29425928,129.19922,10.0,1644
0.20574406,215.33203,9.0,1645
0.5531006,215.33203,9.0,1646
0.39319944,215.33203,15.0,1647
0.23239946,215.33203,12.0,1648
0.14196526,129.19922,11.0,1649
0.18048133,129.19922,11.0,1650
0.17442793,129.19922,7.0,1651
0.29082453,215.33203,10.0,1652
0.27755183,430.66406,15.0,1653
0.2059282,215.33203,9.0,1654
0.12810133,301.46484,13.0,1655
0.25535655,129.19922,7.0,1656
0.10927738,215.33203,14.0,1657
0.11902763,344.53125,11.0,1658
0.11949112,129.19922,50.0,1659
0.12756003,3488.379,13.0,1660
0.26223624,215.33203,10.0,1661
0.28691146,215.33203,9.0,1662
0.39673433,172.26562,10.0,1663
0.24712484,129.19922,9.0,1664
0.23742293,172.26562,8.0,1665
0.24770072,129.19922,12.0,1666
0.61674106,86.13281,13.0,1667
0.3640089,86.13281,13.0,1668
0.47517985,43.066406,12.0,1669
0.5509744,172.26562,10.0,1670
0.68926257,86.13281,16.0,1671
0.22246598,516.7969,19.0,1672
0.35168862,344.53125,20.0,1673
0.34178197,172.26562,13.0,1674
0.39645892,172.26562,8.0,1675
0.17082469,861.3281,19.0,1676
0.22082725,86.13281,8.0,1677
0.21705413,86.13281,5.0,1678
0.28838983,129.19922,10.0,1679
0.3124281,86.13281,8.0,1680
0.40501842,387.59766,11.0,1681
0.38217512,387.59766,33.0,1682
0.34620363,129.19922,9.0,1683
0.34634972,172.26562,13.0,1684
0.4262767,172.26562,8.0,1685
0.1321255,473.73047,15.0,1686
0.24477583,86.13281,12.0,1687
0.4493303,86.13281,14.0,1688
0.21170427,43.066406,18.0,1689
0.18202427,172.26562,13.0,1690
0.15524459,172.26562,12.0,1691
0.15195417,559.8633,11.0,1692
0.11884645,129.19922,12.0,1693
0.19085635,215.33203,9.0,1694
0.15850149,818.2617,16.0,1695
0.1936649,172.26562,15.0,1696
0.17872953,818.2617,20.0,1697
0.20479336,818.2617,12.0,1698
0.21509622,818.2617,25.0,1699
0.21436687,818.2617,22.0,1700
0.23731776,301.46484,18.0,1701
0.30706212,344.53125,12.0,1702
0.21256185,344.53125,14.0,1703
0.3264557,172.26562,13.0,1704
0.20044659,129.19922,14.0,1705
0.2285492,129.19922,8.0,1706
0.21654898,215.33203,9.0,1707
0.20377867,818.2617,22.0,1708
0.24443856,818.2617,12.0,1709
0.23272353,818.2617,27.0,1710
0.28119215,818.2617,27.0,1711
0.23474781,818.2617,26.0,1712
0.21534462,818.2617,11.0,1713
0.22350211,818.2617,18.0,1714
0.20998663,818.2617,12.0,1715
0.2360519,818.2617,13.0,1716
0.3082437,86.13281,9.0,1717
0.2126478,861.3281,12.0,1718
0.3292857,818.2617,12.0,1719
0.2516,818.2617,13.0,1720
0.16025707,818.2617,11.0,1721
0.29661813,86.13281,9.0,1722
0.28173637,602.9297,18.0,1723
0.43155357,86.13281,9.0,1724
0.19565064,430.66406,17.0,1725
0.16895762,215.33203,9.0,1726
0.252847,215.33203,9.0,1727
0.3442719,473.73047,19.0,1728
0.34796587,215.33203,9.0,1729
0.2959986,473.73047,13.0,1730
0.20860448,473.73047,14.0,1731
0.20242026,1162.793,32.0,1732
0.19699383,1162.793,44.0,1733
0.22100663,473.73047,17.0,1734
0.23990728,430.66406,12.0,1735
0.24035636,1119.7266,29.0,1736
0.19463708,1076.6602,33.0,1737
0.20473102,129.19922,10.0,1738
0.31968838,129.19922,13.0,1739
0.33950737,129.19922,9.0,1740
0.3154028,430.66406,12.0,1741
0.30817023,86.13281,9.0,1742
0.2876377,86.13281,8.0,1743
0.23963864,430.66406,20.0,1744
0.24576145,1033.5938,34.0,1745
0.26909593,86.13281,10.0,1746
0.25185165,86.13281,13.0,1747
0.27734426,430.66406,12.0,1748
0.3162006,430.66406,12.0,1749
0.3715705,430.66406,11.0,1750
0.31816775,430.66406,15.0,1751
0.32528082,430.66406,11.0,1752
0.25326282,430.66406,11.0,1753
0.28106967,430.66406,23.0,1754
0.33784878,430.66406,14.0,1755
0.35728577,215.33203,9.0,1756
0.23369761,430.66406,16.0,1757
0.20632479,430.66406,22.0,1758
0.2517929,430.66406,12.0,1759
0.3081644,430.66406,11.0,1760
0.2427612,430.66406,15.0,1761
0.35450882,430.66406,11.0,1762
0.39813325,430.66406,10.0,1763
0.24300407,430.66406,14.0,1764
0.27319008,430.66406,12.0,1765
0.27213773,430.66406,14.0,1766
0.2940419,430.66406,10.0,1767
0.25611556,172.26562,10.0,1768
0.25770965,430.66406,16.0,1769
0.29231146,430.66406,13.0,1770
0.33782357,430.66406,16.0,1771
0.33283046,387.59766,11.0,1772
0.24124947,430.66406,12.0,1773
0.31752613,430.66406,21.0,1774
0.28850397,430.66406,11.0,1775
0.3763159,430.66406,17.0,1776
0.41114533,86.13281,9.0,1777
0.31705284,86.13281,8.0,1778
0.31198546,86.13281,9.0,1779
0.23435073,430.66406,17.0,1780
0.32250136,430.66406,11.0,1781
0.3498979,430.66406,13.0,1782
0.35950708,215.33203,10.0,1783
0.38707286,172.26562,9.0,1784
0.21365899,172.26562,12.0,1785
0.2815857,172.26562,10.0,1786
0.29326546,129.19922,8.0,1787
0.22704647,129.19922,12.0,1788
0.14171016,129.19922,12.0,1789
0.22526573,559.8633,15.0,1790
0.17412397,215.33203,13.0,1791
0.218686,387.59766,21.0,1792
0.1910565,387.59766,10.0,1793
0.16081673,430.66406,18.0,1794
0.16901703,86.13281,9.0,1795
0.19277342,86.13281,9.0,1796
0.27251112,129.19922,10.0,1797
0.43724772,86.13281,12.0,1798
0.2324708,43.066406,10.0,1799
0.19466719,129.19922,13.0,1800
0.25434694,86.13281,13.0,1801
0.30877864,129.19922,8.0,1802
0.1846638,86.13281,8.0,1803
0.29850206,129.19922,8.0,1804
0.3074823,129.19922,9.0,1805
0.2582853,43.066406,10.0,1806
0.32643643,129.19922,8.0,1807
0.37886167,129.19922,8.0,1808
0.26076564,129.19922,8.0,1809
0.1742434,129.19922,7.0,1810
0.49462974,215.33203,21.0,1811
0.18629308,172.26562,18.0,1812
0.24701905,172.26562,12.0,1813
0.2374406,172.26562,10.0,1814
0.22873592,129.19922,11.0,1815
0.19059844,129.19922,10.0,1816
0.1406265,86.13281,6.0,1817
0.20999777,172.26562,8.0,1818
0.112912096,172.26562,7.0,1819
0.17489001,86.13281,12.0,1820
0.124524064,86.13281,10.0,1821
0.23049809,86.13281,10.0,1822
0.19053333,86.13281,8.0,1823
0.23965277,129.19922,9.0,1824
0.36370948,129.19922,12.0,1825
0.27928755,86.13281,9.0,1826
0.21258907,43.066406,20.0,1827
0.27852052,86.13281,9.0,1828
0.0882478,2454.7852,17.0,1829
0.23431212,86.13281,9.0,1830
0.14611016,129.19922,8.0,1831
0.48251343,86.13281,8.0,1832
0.3275328,86.13281,8.0,1833
0.42165723,86.13281,9.0,1834
0.12814695,473.73047,24.0,1835
0.14095224,86.13281,11.0,1836
0.23473799,129.19922,8.0,1837
0.25843102,344.53125,16.0,1838
0.31562126,215.33203,9.0,1839
0.19148463,129.19922,9.0,1840
0.1813709,86.13281,8.0,1841
0.5703785,215.33203,9.0,1842
0.2787699,172.26562,15.0,1843
0.32388288,215.33203,12.0,1844
0.32683447,473.73047,12.0,1845
0.22033797,430.66406,16.0,1846
0.17106931,215.33203,10.0,1847
0.25283742,172.26562,9.0,1848
0.33838257,215.33203,9.0,1849
0.32526186,215.33203,10.0,1850
0.3030001,215.33203,10.0,1851
0.241701,430.66406,10.0,1852
0.42131987,86.13281,9.0,1853
0.122431986,172.26562,13.0,1854
0.22154932,86.13281,9.0,1855
0.22273524,86.13281,9.0,1856
0.20277752,129.19922,13.0,1857
0.18851455,559.8633,13.0,1858
0.1784647,559.8633,24.0,1859
0.36339086,86.13281,8.0,1860
0.21209852,172.26562,8.0,1861
0.17449027,172.26562,8.0,1862
0.19324623,86.13281,13.0,1863
0.27365905,86.13281,12.0,1864
0.18169494,2239.4531,26.0,1865
0.36430728,215.33203,11.0,1866
0.16852179,129.19922,11.0,1867
0.20368691,559.8633,13.0,1868
0.20288013,86.13281,13.0,1869
0.26220176,129.19922,13.0,1870
0.19987555,86.13281,13.0,1871
0.3057955,215.33203,11.0,1872
0.33066538,86.13281,5.0,1873
0.22937712,43.066406,8.0,1874
0.35430118,86.13281,12.0,1875
0.2003779,129.19922,16.0,1876
0.18222997,215.33203,12.0,1877
0.19581859,172.26562,12.0,1878
0.20605524,301.46484,12.0,1879
0.31867573,258.39844,23.0,1880
0.31506774,559.8633,12.0,1881
0.1615183,473.73047,22.0,1882
0.11170944,732.1289,11.0,1883
0.16230999,215.33203,10.0,1884
0.14146695,473.73047,13.0,1885
0.20174834,258.39844,17.0,1886
0.30422527,129.19922,7.0,1887
0.30563894,516.7969,12.0,1888
0.4085342,516.7969,18.0,1889
0.43765408,172.26562,9.0,1890
0.324009,172.26562,11.0,1891
0.2758865,516.7969,13.0,1892
0.4379041,172.26562,11.0,1893
0.4030789,172.26562,13.0,1894
0.37168673,129.19922,10.0,1895
0.26471087,172.26562,9.0,1896
0.39851615,516.7969,15.0,1897
0.2575319,516.7969,13.0,1898
0.18409681,172.26562,20.0,1899
0.29046035,387.59766,13.0,1900
0.3165605,387.59766,15.0,1901
0.39783326,430.66406,12.0,1902
0.23900886,430.66406,14.0,1903
0.17544602,215.33203,9.0,1904
0.35486594,172.26562,16.0,1905
0.36441538,129.19922,11.0,1906
0.3880022,86.13281,6.0,1907
0.35346952,172.26562,18.0,1908
0.4017694,86.13281,9.0,1909
0.21438412,86.13281,9.0,1910
0.18972266,129.19922,9.0,1911
0.23829664,86.13281,9.0,1912
0.24586867,86.13281,10.0,1913
0.23109142,818.2617,21.0,1914
0.26346862,818.2617,16.0,1915
0.29004568,818.2617,17.0,1916
0.30480686,818.2617,21.0,1917
0.2590126,818.2617,12.0,1918
0.28055283,818.2617,10.0,1919
0.28270563,215.33203,10.0,1920
0.40944034,215.33203,9.0,1921
0.40389782,172.26562,9.0,1922
0.3653235,215.33203,9.0,1923
0.27839264,818.2617,12.0,1924
0.31433257,172.26562,9.0,1925
0.23541409,172.26562,9.0,1926
0.18680364,818.2617,11.0,1927
0.28333387,215.33203,9.0,1928
0.27414787,129.19922,8.0,1929
0.25333905,818.2617,17.0,1930
0.32856598,215.33203,19.0,1931
0.24522683,86.13281,8.0,1932
0.17405348,215.33203,10.0,1933
0.33482093,215.33203,10.0,1934
0.19831915,86.13281,6.0,1935
0.42970213,86.13281,15.0,1936
0.19958815,43.066406,11.0,1937
0.23476729,86.13281,8.0,1938
0.34024006,86.13281,7.0,1939
0.25164524,86.13281,9.0,1940
0.52982885,215.33203,10.0,1941
0.43746877,86.13281,14.0,1942
0.33281714,129.19922,7.0,1943
0.35589993,129.19922,10.0,1944
0.28469178,129.19922,152.0,1945
0.27021635,129.19922,10.0,1946
0.28532928,301.46484,13.0,1947
0.31370103,172.26562,8.0,1948
0.33531657,258.39844,13.0,1949
0.2234335,86.13281,10.0,1950
0.27165675,172.26562,12.0,1951
0.32676852,172.26562,12.0,1952
0.3109237,172.26562,11.0,1953
0.3218144,172.26562,49.0,1954
0.19153993,215.33203,12.0,1955
0.21286944,86.13281,10.0,1956
0.3793657,172.26562,8.0,1957
0.1653331,129.19922,9.0,1958
0.21923135,215.33203,10.0,1959
0.23323278,172.26562,10.0,1960
0.14638004,3402.246,14.0,1961
0.34534448,129.19922,9.0,1962
0.4312782,86.13281,9.0,1963
0.21963504,86.13281,26.0,1964
0.22452298,86.13281,5.0,1965
0.17797422,86.13281,12.0,1966
0.14431489,86.13281,19.0,1967
0.32867566,86.13281,10.0,1968
0.3046166,86.13281,10.0,1969
0.2772591,129.19922,13.0,1970
0.21180359,172.26562,9.0,1971
0.22005334,172.26562,39.0,1972
0.19439882,172.26562,9.0,1973
0.18786255,172.26562,85.0,1974
0.21079531,516.7969,17.0,1975
0.6256963,215.33203,9.0,1976
0.2696836,172.26562,15.0,1977
0.35176396,172.26562,16.0,1978
0.27475435,86.13281,5.0,1979
0.3462444,258.39844,15.0,1980
0.28360826,86.13281,10.0,1981
0.34875098,516.7969,42.0,1982
0.16013864,516.7969,16.0,1983
0.15953362,215.33203,12.0,1984
0.34056562,86.13281,12.0,1985
0.38738993,86.13281,8.0,1986
0.28866276,86.13281,9.0,1987
0.21691485,775.1953,11.0,1988
0.40313864,172.26562,10.0,1989
0.48591763,86.13281,10.0,1990
0.34152952,430.66406,11.0,1991
0.30647376,86.13281,5.0,1992
0.30284512,86.13281,190.0,1993
0.25100696,172.26562,63.0,1994
0.17587852,215.33203,16.0,1995
0.28218123,172.26562,9.0,1996
0.4826141,86.13281,9.0,1997
0.22683465,215.33203,9.0,1998
0.15897025,387.59766,13.0,1999
0.3373427,172.26562,9.0,2000
0.4102036,86.13281,14.0,2001
0.3156567,86.13281,7.0,2002
0.45035484,215.33203,9.0,2003
0.18225408,215.33203,13.0,2004
0.5296691,172.26562,48.0,2005
0.28964356,172.26562,24.0,2006
0.12315043,129.19922,9.0,2007
0.2055573,86.13281,11.0,2008
0.25907522,258.39844,10.0,2009
0.51758873,430.66406,17.0,2010
0.2727166,430.66406,11.0,2011
0.381677,172.26562,9.0,2012
0.44594777,387.59766,12.0,2013
0.4250021,387.59766,45.0,2014
0.29321897,172.26562,8.0,2015
0.2549205,172.26562,9.0,2016
0.422147,86.13281,9.0,2017
0.43831894,86.13281,8.0,2018
0.3945946,86.13281,11.0,2019
0.21799839,86.13281,7.0,2020
0.24561039,86.13281,6.0,2021
0.20926493,86.13281,6.0,2022
0.2558713,86.13281,9.0,2023
0.23990159,86.13281,5.0,2024
0.2623872,172.26562,14.0,2025
0.25110775,86.13281,12.0,2026
0.29719004,86.13281,20.0,2027
0.3355485,172.26562,13.0,2028
0.41582248,172.26562,11.0,2029
0.3882301,215.33203,9.0,2030
0.41378623,215.33203,9.0,2031
0.24657303,172.26562,8.0,2032
0.2042248,86.13281,6.0,2033
0.2551463,86.13281,19.0,2034
0.27807733,86.13281,7.0,2035
0.25831,430.66406,38.0,2036
0.21292247,387.59766,13.0,2037
0.49317095,86.13281,12.0,2038
0.4076256,86.13281,14.0,2039
0.40078017,172.26562,9.0,2040
0.4406919,172.26562,18.0,2041
0.49193597,172.26562,19.0,2042
0.46560475,172.26562,19.0,2043
0.33724606,215.33203,10.0,2044
0.51189864,86.13281,6.0,2045
0.18830279,43.066406,6.0,2046
0.29281655,86.13281,18.0,2047
0.25202233,818.2617,12.0,2048
0.2714605,86.13281,6.0,2049
0.26091945,818.2617,30.0,2050
0.2617359,43.066406,13.0,2051
0.3722986,86.13281,9.0,2052
0.28914973,387.59766,49.0,2053
0.32987466,387.59766,10.0,2054
0.44193494,172.26562,18.0,2055
0.34450376,172.26562,8.0,2056
0.40536964,172.26562,8.0,2057
0.42353693,215.33203,9.0,2058
0.32793245,387.59766,17.0,2059
0.28232172,215.33203,13.0,2060
0.22345531,2024.1211,24.0,2061
0.34887585,86.13281,5.0,2062
0.2223132,559.8633,12.0,2063
0.25994462,86.13281,7.0,2064
0.2736579,559.8633,29.0,2065
0.34613407,559.8633,12.0,2066
0.3422541,559.8633,16.0,2067
0.28357404,559.8633,14.0,2068
0.38596135,559.8633,45.0,2069
0.36701608,559.8633,15.0,2070
0.31152514,172.26562,9.0,2071
0.32846123,86.13281,8.0,2072
0.36109683,86.13281,7.0,2073
0.36606434,129.19922,9.0,2074
0.19156884,387.59766,15.0,2075
0.30904704,86.13281,8.0,2076
0.11358466,86.13281,9.0,2077
0.1866474,215.33203,13.0,2078
0.3315043,86.13281,12.0,2079
0.3042861,86.13281,9.0,2080
0.3445971,129.19922,6.0,2081
0.20002021,43.066406,12.0,2082
0.42095885,86.13281,11.0,2083
0.3712899,86.13281,13.0,2084
0.26520756,258.39844,11.0,2085
0.5310828,215.33203,9.0,2086
0.42248702,172.26562,9.0,2087
0.53981996,172.26562,16.0,2088
0.45795727,172.26562,14.0,2089
0.45091015,172.26562,12.0,2090
0.27190545,172.26562,13.0,2091
0.36655945,172.26562,9.0,2092
0.47425163,430.66406,14.0,2093
0.38223112,86.13281,7.0,2094
0.39626133,86.13281,12.0,2095
0.30012032,86.13281,12.0,2096
0.19590056,172.26562,17.0,2097
0.369827,86.13281,11.0,2098
0.36167336,86.13281,13.0,2099
0.416204,301.46484,37.0,2100
0.36180103,301.46484,12.0,2101
0.36105615,86.13281,6.0,2102
0.2181313,86.13281,13.0,2103
0.273197,258.39844,13.0,2104
0.4913091,86.13281,7.0,2105
0.18428324,86.13281,14.0,2106
0.6409616,86.13281,13.0,2107
0.34624812,258.39844,13.0,2108
0.3158659,258.39844,10.0,2109
0.4369508,215.33203,12.0,2110
0.37757683,86.13281,10.0,2111
0.29930705,258.39844,11.0,2112
0.35676503,215.33203,9.0,2113
0.26605725,172.26562,9.0,2114
0.29142407,172.26562,11.0,2115
0.21509586,172.26562,8.0,2116
0.14218426,86.13281,5.0,2117
0.16657129,775.1953,18.0,2118
0.20619455,1765.7227,29.0,2119
0.23910089,172.26562,16.0,2120
0.24217765,689.0625,16.0,2121
0.2548576,430.66406,16.0,2122
0.40569183,430.66406,11.0,2123
0.27012467,172.26562,9.0,2124
0.34993228,172.26562,9.0,2125
0.4272645,430.66406,16.0,2126
0.41571218,86.13281,9.0,2127
0.33177525,86.13281,7.0,2128
0.46615428,86.13281,7.0,2129
0.22191004,86.13281,13.0,2130
0.21774386,129.19922,17.0,2131
0.1901256,86.13281,7.0,2132
0.19905137,818.2617,15.0,2133
0.25053152,172.26562,9.0,2134
0.2972988,86.13281,19.0,2135
0.39329994,172.26562,10.0,2136
0.53605294,172.26562,15.0,2137
0.509093,172.26562,10.0,2138
0.43088353,172.26562,10.0,2139
0.20056853,818.2617,13.0,2140
0.29131967,215.33203,19.0,2141
0.32053682,172.26562,19.0,2142
0.22783722,818.2617,15.0,2143
0.24797632,86.13281,14.0,2144
0.29884055,86.13281,13.0,2145
0.34903002,129.19922,14.0,2146
0.22862284,129.19922,9.0,2147
0.3178786,129.19922,9.0,2148
0.31281447,86.13281,14.0,2149
0.27455184,86.13281,15.0,2150
0.18434018,172.26562,13.0,2151
0.19515762,86.13281,10.0,2152
0.4029151,86.13281,11.0,2153
0.27593485,86.13281,12.0,2154
0.3792267,172.26562,8.0,2155
0.4362783,86.13281,5.0,2156
0.21715285,215.33203,16.0,2157
0.2916244,129.19922,9.0,2158
0.5964212,172.26562,255.0,2159
0.43943226,172.26562,10.0,2160
0.2786526,215.33203,14.0,2161
0.57387304,86.13281,15.0,2162
0.35211226,129.19922,9.0,2163
0.33431736,86.13281,14.0,2164
0.28648055,129.19922,10.0,2165
0.15450476,172.26562,39.0,2166
0.2911985,301.46484,21.0,2167
0.3708931,215.33203,12.0,2168
0.419874,172.26562,13.0,2169
0.36687404,861.3281,28.0,2170
0.23712018,818.2617,26.0,2171
0.24301594,215.33203,12.0,2172
0.5136538,172.26562,12.0,2173
0.18534772,86.13281,8.0,2174
0.29366362,86.13281,12.0,2175
0.3468789,86.13281,12.0,2176
0.39267766,86.13281,6.0,2177
0.43065324,86.13281,7.0,2178
0.3524271,129.19922,11.0,2179
0.28438157,172.26562,11.0,2180
0.27632642,86.13281,12.0,2181
0.29447266,86.13281,11.0,2182
0.44389328,86.13281,10.0,2183
0.25523996,86.13281,11.0,2184
0.26925024,430.66406,10.0,2185
0.16871458,86.13281,5.0,2186
0.23959544,86.13281,7.0,2187
0.261047,86.13281,10.0,2188
0.28313714,430.66406,12.0,2189
0.3362688,387.59766,24.0,2190
0.2148986,172.26562,103.0,2191
0.17292452,172.26562,13.0,2192
0.19365564,172.26562,72.0,2193
0.17476384,258.39844,12.0,2194
0.2792038,215.33203,8.0,2195
0.27033266,86.13281,8.0,2196
0.25250432,301.46484,45.0,2197
0.25099033,215.33203,8.0,2198
0.22027233,172.26562,9.0,2199
0.279774,172.26562,10.0,2200
0.15241392,129.19922,12.0,2201
0.3024444,86.13281,16.0,2202
0.2649983,258.39844,39.0,2203
0.26861912,258.39844,12.0,2204
0.24212027,86.13281,10.0,2205
0.3492281,129.19922,10.0,2206
0.27822518,172.26562,10.0,2207
0.24649471,86.13281,10.0,2208
0.36069906,86.13281,36.0,2209
0.35978904,86.13281,6.0,2210
0.47490624,86.13281,6.0,2211
0.26052147,172.26562,10.0,2212
0.28504688,129.19922,19.0,2213
0.44157055,129.19922,11.0,2214
0.32271445,86.13281,7.0,2215
0.6111529,86.13281,9.0,2216
0.48546073,86.13281,12.0,2217
0.2876465,86.13281,13.0,2218
0.24341124,129.19922,12.0,2219
0.3759845,86.13281,13.0,2220
0.33435106,129.19922,13.0,2221
0.29195142,215.33203,12.0,2222
0.282729,215.33203,9.0,2223
0.3137604,129.19922,10.0,2224
0.19535846,86.13281,15.0,2225
0.20034152,215.33203,15.0,2226
0.374214,172.26562,15.0,2227
0.25302145,86.13281,10.0,2228
0.33523548,344.53125,13.0,2229
0.28875458,86.13281,7.0,2230
0.22786461,301.46484,14.0,2231
0.32506222,129.19922,8.0,2232
0.33301336,129.19922,13.0,2233
0.32785878,301.46484,12.0,2234
0.3695505,301.46484,14.0,2235
0.34317458,645.9961,12.0,2236
0.46742976,215.33203,13.0,2237
0.23153698,129.19922,9.0,2238
0.26515588,172.26562,10.0,2239
0.10756572,86.13281,7.0,2240
0.17495598,1894.9219,14.0,2241
0.15463024,861.3281,22.0,2242
0.21824782,861.3281,27.0,2243
0.30674687,86.13281,10.0,2244
0.4294972,86.13281,11.0,2245
0.40001202,86.13281,12.0,2246
0.16355926,86.13281,11.0,2247
0.22294375,86.13281,11.0,2248
0.28479585,129.19922,10.0,2249
0.25305983,129.19922,8.0,2250
0.56162393,86.13281,10.0,2251
0.5184154,86.13281,13.0,2252
0.4260808,86.13281,37.0,2253
0.37684715,215.33203,18.0,2254
0.32692853,86.13281,35.0,2255
0.20281355,86.13281,9.0,2256
0.27865043,129.19922,8.0,2257
0.39312202,215.33203,12.0,2258
0.2698759,172.26562,14.0,2259
0.23212278,215.33203,11.0,2260
0.17744058,172.26562,11.0,2261
0.14065745,775.1953,12.0,2262
0.13890211,775.1953,13.0,2263
0.1659521,1851.8555,28.0,2264
0.39655235,129.19922,10.0,2265
0.42331624,86.13281,6.0,2266
0.5512884,86.13281,12.0,2267
0.28821844,86.13281,10.0,2268
0.26098558,86.13281,10.0,2269
0.17142507,215.33203,11.0,2270
0.1984583,775.1953,18.0,2271
0.43014887,86.13281,11.0,2272
0.2513157,43.066406,9.0,2273
0.3377049,86.13281,16.0,2274
0.2284985,86.13281,17.0,2275
0.30031952,86.13281,12.0,2276
0.2709984,775.1953,25.0,2277
0.40469232,215.33203,18.0,2278
0.3672447,215.33203,13.0,2279
0.15786354,172.26562,8.0,2280
0.2687688,215.33203,17.0,2281
0.47290775,215.33203,13.0,2282
0.15567277,344.53125,15.0,2283
0.20972478,172.26562,12.0,2284
0.59456223,215.33203,11.0,2285
0.29283065,215.33203,9.0,2286
0.18535969,129.19922,14.0,2287
0.31082103,258.39844,18.0,2288
0.2737067,215.33203,8.0,2289
0.30688453,129.19922,12.0,2290
0.44494188,344.53125,13.0,2291
0.32885087,215.33203,9.0,2292
0.3433281,86.13281,8.0,2293
0.23116767,43.066406,17.0,2294
0.17032982,86.13281,6.0,2295
0.27711046,2067.1875,29.0,2296
0.24585423,129.19922,8.0,2297
0.27456617,344.53125,13.0,2298
0.4148765,344.53125,16.0,2299
0.309783,344.53125,14.0,2300
0.3785897,344.53125,13.0,2301
0.21644473,129.19922,14.0,2302
0.23219414,129.19922,7.0,2303
0.21496162,129.19922,12.0,2304
0.097098954,258.39844,9.0,2305
0.22403868,301.46484,28.0,2306
0.36571872,344.53125,11.0,2307
0.34307972,301.46484,12.0,2308
0.33495584,129.19922,15.0,2309
0.2412592,1851.8555,27.0,2310
0.25028193,1851.8555,16.0,2311
0.22492638,301.46484,14.0,2312
0.2883673,301.46484,14.0,2313
0.3566228,301.46484,14.0,2314
0.3081299,301.46484,11.0,2315
0.35132116,301.46484,14.0,2316
0.50456214,344.53125,15.0,2317
0.7343364,344.53125,15.0,2318
0.40489218,344.53125,13.0,2319
0.32473817,732.1289,14.0,2320
0.5554904,732.1289,28.0,2321
0.403839,732.1289,27.0,2322
