@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral bandwidth' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2142.7524,970
2216.7395,971
2098.0227,972
2251.3376,973
2193.7185,974
2232.8818,975
2118.3428,976
2060.5276,977
2260.9915,978
2170.1528,979
2314.6912,980
2202.6414,981
2191.6855,982
2197.962,983
1944.3256,984
1953.7283,985
2053.19,986
2249.0593,987
2489.37,988
2361.6348,989
2610.8167,990
2541.5422,991
2024.002,992
2244.0642,993
2453.7302,994
2239.3933,995
2182.3281,996
2198.7737,997
1979.921,998
1859.7766,999
1888.0619,1000
2062.8877,1001
2391.9163,1002
2257.2996,1003
2519.664,1004
2397.8132,1005
2246.9048,1006
2172.469,1007
2149.263,1008
2281.5544,1009
2199.9663,1010
2488.5906,1011
2366.975,1012
2104.917,1013
2227.4702,1014
2261.8357,1015
2162.0168,1016
2415.1868,1017
2296.9849,1018
2299.3542,1019
2411.2273,1020
2384.5403,1021
2237.4941,1022
2069.1846,1023
2599.4807,1024
3120.5378,1025
1360.0292,1026
1697.374,1027
2078.7043,1028
2144.9792,1029
2465.237,1030
2324.8281,1031
2171.5789,1032
2292.2336,1033
2341.0461,1034
2301.4343,1035
2220.8079,1036
2106.0222,1037
2334.6694,1038
2844.2275,1039
2232.7195,1040
2092.429,1041
2254.835,1042
2318.7354,1043
2649.5227,1044
3046.8103,1045
2861.193,1046
2802.941,1047
2108.6138,1048
2058.5117,1049
1836.2747,1050
2338.133,1051
2514.6436,1052
2319.8218,1053
2107.7952,1054
1783.3276,1055
1797.743,1056
1774.3004,1057
1780.8651,1058
1702.2119,1059
1619.1847,1060
1552.4888,1061
1647.1632,1062
1463.4027,1063
1418.7902,1064
1249.1431,1065
1238.0575,1066
1184.2395,1067
2072.0522,1068
2398.6477,1069
2563.4924,1070
2531.4773,1071
2375.4954,1072
2196.4895,1073
2481.7383,1074
2165.1445,1075
1866.1014,1076
1695.3445,1077
1580.4248,1078
1549.6188,1079
1307.369,1080
1640.5604,1081
1941.3024,1082
1652.2275,1083
1699.6869,1084
1538.2942,1085
1580.8524,1086
1592.8248,1087
1597.6906,1088
1952.6423,1089
1828.9049,1090
1578.692,1091
1275.8419,1092
1368.1484,1093
1289.9323,1094
1671.2158,1095
2367.016,1096
2613.0488,1097
2484.3062,1098
2466.7827,1099
2372.5242,1100
2298.7495,1101
2036.1716,1102
1738.8206,1103
1564.0924,1104
1520.128,1105
1434.4116,1106
1319.667,1107
1692.8171,1108
1975.5845,1109
1926.9381,1110
1049.8962,1111
1675.7196,1112
1961.1565,1113
2038.3282,1114
1840.8331,1115
2104.597,1116
2145.5347,1117
1935.0856,1118
2032.4175,1119
2195.9453,1120
1406.5626,1121
1946.9064,1122
3075.1284,1123
3247.815,1124
2894.5693,1125
2695.6145,1126
2136.7617,1127
2448.4204,1128
2009.5791,1129
2037.6531,1130
1802.488,1131
1523.3065,1132
1423.245,1133
1282.7559,1134
1205.3647,1135
1004.6378,1136
2306.3005,1137
1859.6034,1138
1827.8628,1139
1754.7418,1140
2070.6768,1141
1922.2645,1142
1959.8383,1143
2200.5771,1144
1850.6779,1145
2016.3412,1146
1887.925,1147
1950.029,1148
1743.9197,1149
2502.2349,1150
2236.439,1151
2226.6084,1152
2438.197,1153
2039.6102,1154
2065.6172,1155
2220.299,1156
2153.626,1157
1712.1127,1158
1965.7772,1159
2485.709,1160
2003.9803,1161
1963.2434,1162
1949.1953,1163
2374.723,1164
1675.688,1165
1389.8047,1166
1289.4053,1167
1329.6536,1168
1288.5809,1169
1415.235,1170
1578.9053,1171
1653.0236,1172
1824.405,1173
2105.1511,1174
3045.3154,1175
3395.7927,1176
3456.4395,1177
2757.151,1178
2368.6035,1179
2363.0757,1180
2577.3682,1181
2914.2893,1182
2761.5427,1183
2322.1736,1184
1820.8348,1185
1646.3687,1186
1527.7649,1187
1685.6517,1188
1498.7051,1189
1383.6893,1190
1238.44,1191
1466.144,1192
2065.5938,1193
1925.0981,1194
1849.841,1195
1529.5934,1196
1553.3458,1197
1304.7831,1198
1885.535,1199
2138.9084,1200
1792.3873,1201
1669.3917,1202
1584.4528,1203
1238.1831,1204
1658.8738,1205
2049.7139,1206
2262.885,1207
2596.575,1208
2755.6208,1209
2637.031,1210
2946.2976,1211
3022.3608,1212
2363.074,1213
2486.3298,1214
2188.0923,1215
1935.4413,1216
1965.2288,1217
1329.5333,1218
1995.9368,1219
2082.0945,1220
2245.001,1221
2142.99,1222
2048.0637,1223
1740.6317,1224
1577.7905,1225
2226.1729,1226
1833.3419,1227
1587.4459,1228
1617.0355,1229
1494.7755,1230
1778.1614,1231
2420.406,1232
2213.8157,1233
2300.3433,1234
2475.9084,1235
2965.4978,1236
2740.4233,1237
3403.427,1238
2796.5884,1239
2818.4211,1240
2468.4407,1241
2199.871,1242
2420.8577,1243
3569.4458,1244
3702.9583,1245
3436.5469,1246
2335.1694,1247
2411.7764,1248
2313.6667,1249
2382.2024,1250
2547.5415,1251
2359.9092,1252
2533.649,1253
2518.179,1254
2533.976,1255
2236.4116,1256
2269.9941,1257
2094.9785,1258
2238.4143,1259
2086.351,1260
2019.1019,1261
2299.4282,1262
2624.35,1263
2370.9524,1264
2462.228,1265
2177.969,1266
2193.6504,1267
2232.6758,1268
2167.6038,1269
2284.0122,1270
2184.0623,1271
2195.7605,1272
1978.9972,1273
2054.863,1274
1925.7938,1275
1662.908,1276
1871.1995,1277
2022.2734,1278
1795.3115,1279
1885.7823,1280
2084.7065,1281
2030.2272,1282
2011.3391,1283
2020.4749,1284
2416.6587,1285
2177.6445,1286
2095.5864,1287
1903.6361,1288
2107.3096,1289
2410.5684,1290
2411.8313,1291
2633.8525,1292
2329.5364,1293
2537.4438,1294
2786.4175,1295
2033.6371,1296
2079.7031,1297
2079.6304,1298
2536.0498,1299
2511.5483,1300
2423.2874,1301
2226.3445,1302
2023.4926,1303
2109.6375,1304
1948.8938,1305
2006.7394,1306
1862.247,1307
1970.526,1308
2083.7788,1309
1915.9731,1310
1856.5684,1311
1826.3401,1312
1657.9668,1313
1783.0857,1314
1757.0452,1315
2070.9114,1316
2303.1755,1317
2424.4146,1318
2032.6449,1319
2048.0054,1320
2271.766,1321
2227.158,1322
2246.5051,1323
2114.3176,1324
2102.8958,1325
2072.2715,1326
2068.5012,1327
2095.1956,1328
2040.9681,1329
2136.5647,1330
1900.2766,1331
1898.9406,1332
1999.4805,1333
1929.8378,1334
1910.9536,1335
2081.0642,1336
1662.7665,1337
1673.1753,1338
1974.174,1339
1951.5657,1340
1914.3627,1341
2082.0881,1342
1982.0149,1343
2159.8262,1344
2272.2896,1345
2381.5547,1346
2098.7705,1347
1999.2037,1348
1955.6674,1349
1980.8757,1350
2142.3254,1351
2109.7686,1352
2097.4546,1353
1982.5968,1354
2068.5625,1355
2013.9135,1356
2039.1609,1357
2143.6082,1358
2344.7568,1359
2314.7083,1360
2522.0393,1361
2475.7986,1362
2334.4165,1363
2233.9082,1364
2219.5454,1365
2541.2783,1366
2354.423,1367
2301.5134,1368
2342.2031,1369
2233.9653,1370
2341.48,1371
2548.4407,1372
2779.7798,1373
2791.1729,1374
3017.2434,1375
2886.1418,1376
2917.2783,1377
2585.0933,1378
2687.1052,1379
2874.4326,1380
2639.0212,1381
2954.9927,1382
2614.8044,1383
2750.8823,1384
2509.1548,1385
2409.8867,1386
2509.78,1387
2038.4639,1388
2332.582,1389
2284.7036,1390
1975.3187,1391
2289.2795,1392
2416.4534,1393
2240.0967,1394
2301.1357,1395
2208.7004,1396
2062.9673,1397
2285.7754,1398
2568.207,1399
2859.8738,1400
2567.5796,1401
2378.3794,1402
2390.7952,1403
2191.7388,1404
2477.9558,1405
2496.2466,1406
2457.9177,1407
2475.0696,1408
2486.8123,1409
2348.1594,1410
2174.863,1411
2216.3042,1412
2381.028,1413
2541.8074,1414
2708.9631,1415
2509.5383,1416
2378.0925,1417
2233.837,1418
2273.4915,1419
2308.7346,1420
2422.2515,1421
2433.4854,1422
2431.1887,1423
2204.3018,1424
2330.0837,1425
2634.885,1426
2592.0063,1427
2676.3848,1428
2934.5889,1429
2829.7842,1430
2671.7656,1431
2474.5938,1432
2269.8203,1433
2569.862,1434
2424.3062,1435
2204.1318,1436
2418.5242,1437
2059.3828,1438
1862.0988,1439
1947.772,1440
1790.5852,1441
1709.8646,1442
1741.0853,1443
1579.0594,1444
1812.6256,1445
1656.7726,1446
1694.589,1447
1928.9639,1448
1968.1587,1449
1905.8358,1450
1926.9758,1451
2234.9275,1452
2032.2653,1453
2105.9048,1454
2080.5425,1455
2091.0247,1456
1829.4209,1457
2019.3567,1458
1837.1105,1459
2133.4036,1460
2355.6567,1461
2029.7327,1462
2200.0815,1463
2137.9436,1464
1911.247,1465
1892.5999,1466
1945.0975,1467
2152.2598,1468
2324.3833,1469
2513.2424,1470
2547.5847,1471
2493.239,1472
2204.8564,1473
2295.47,1474
2052.7776,1475
2247.1272,1476
2362.6013,1477
2252.301,1478
2476.8135,1479
2736.779,1480
2083.2573,1481
2354.376,1482
2589.1548,1483
2705.0261,1484
2704.2732,1485
2359.621,1486
2290.3882,1487
2135.525,1488
1865.4684,1489
1776.0077,1490
1652.3588,1491
2013.3091,1492
1853.9949,1493
1945.1234,1494
1857.2468,1495
1438.451,1496
1646.2384,1497
1880.9258,1498
1772.6743,1499
1841.4117,1500
1877.1318,1501
1616.4299,1502
1702.8215,1503
1636.7916,1504
1597.3511,1505
1811.9047,1506
2298.517,1507
2261.2896,1508
2888.1006,1509
2661.832,1510
2284.1968,1511
2136.19,1512
2224.7036,1513
2461.7527,1514
2030.2926,1515
2005.0936,1516
1951.7329,1517
1420.3282,1518
1856.237,1519
1466.3632,1520
1254.0299,1521
2127.2783,1522
1965.2156,1523
1901.4381,1524
1727.0659,1525
1672.9955,1526
1664.2183,1527
1870.5864,1528
1939.7461,1529
1989.0414,1530
1698.3733,1531
1784.5739,1532
1907.1804,1533
1631.5411,1534
1901.8104,1535
2374.32,1536
2727.0286,1537
2714.577,1538
2716.478,1539
2428.4768,1540
1858.8771,1541
1777.0519,1542
1795.4066,1543
1957.3031,1544
1714.1327,1545
1730.5403,1546
1632.347,1547
1810.6818,1548
2061.2605,1549
1797.6095,1550
1577.3176,1551
1403.1263,1552
1940.7152,1553
1678.4991,1554
2251.617,1555
1932.8379,1556
1999.0233,1557
1859.3229,1558
1651.2008,1559
1617.462,1560
1736.4282,1561
2298.433,1562
1992.2231,1563
2424.9568,1564
2506.3506,1565
2414.9597,1566
2921.2695,1567
1975.0112,1568
2187.5999,1569
1992.7772,1570
1891.7175,1571
1642.0991,1572
1850.1082,1573
1807.7239,1574
2170.2117,1575
2670.0552,1576
2171.2405,1577
2026.9039,1578
2115.1948,1579
1552.9028,1580
1594.2443,1581
1846.9847,1582
1739.4531,1583
1880.1622,1584
1793.8253,1585
1658.2448,1586
1647.6664,1587
1581.092,1588
1785.576,1589
1683.0248,1590
2154.671,1591
2248.1362,1592
2374.352,1593
2306.7444,1594
2365.7458,1595
2004.0693,1596
1586.1512,1597
1679.8975,1598
1649.2932,1599
1688.1194,1600
1848.3602,1601
1915.2146,1602
1876.4957,1603
1652.3827,1604
1579.8633,1605
1533.4834,1606
1466.5243,1607
1536.2612,1608
1542.2192,1609
1442.1517,1610
1813.5046,1611
1772.5939,1612
1524.4098,1613
1544.0591,1614
1652.9875,1615
1371.4497,1616
1776.5929,1617
2127.2075,1618
2399.8098,1619
2179.578,1620
2283.7263,1621
2352.289,1622
2433.67,1623
2356.44,1624
2085.8384,1625
1944.4719,1626
1829.5521,1627
1835.0479,1628
1852.4453,1629
1787.7466,1630
1903.2546,1631
1949.1627,1632
1813.5815,1633
1924.0349,1634
1749.3242,1635
1822.6769,1636
1803.7444,1637
1842.8063,1638
2139.9856,1639
2003.0695,1640
2032.4546,1641
1814.5078,1642
1688.3569,1643
1657.6389,1644
2251.561,1645
2521.1406,1646
2610.0386,1647
2864.0208,1648
2813.0508,1649
2572.4062,1650
3246.5957,1651
1995.5396,1652
1925.0753,1653
1897.8507,1654
1985.3771,1655
1916.0663,1656
2039.1997,1657
2555.448,1658
2091.0967,1659
1832.5514,1660
1934.4014,1661
1802.9772,1662
1698.3562,1663
2279.806,1664
2429.1465,1665
