@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral bandwidth' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2038.9395,1666
1778.6278,1667
2005.7128,1668
1816.413,1669
2124.4934,1670
1751.3417,1671
2008.276,1672
2291.6475,1673
2493.9275,1674
2627.3457,1675
2600.3467,1676
2743.9167,1677
2801.6714,1678
2777.28,1679
2009.8999,1680
1966.0378,1681
1932.7386,1682
1971.378,1683
2209.56,1684
2343.1267,1685
1915.6649,1686
2183.451,1687
2176.642,1688
2049.5977,1689
2347.28,1690
2458.9465,1691
2391.453,1692
2320.1267,1693
2511.0237,1694
2411.075,1695
2486.1313,1696
2416.6758,1697
2140.6423,1698
2258.8384,1699
2214.3296,1700
2000.0752,1701
2355.9817,1702
2391.0671,1703
2396.0803,1704
2584.8865,1705
2427.0889,1706
2166.0999,1707
2335.282,1708
2019.8887,1709
2178.7517,1710
1974.4751,1711
2298.2139,1712
2109.7773,1713
2106.3416,1714
2098.278,1715
1951.1077,1716
2024.5549,1717
1932.8595,1718
1794.5118,1719
1811.8932,1720
1919.606,1721
1906.1824,1722
1720.1395,1723
1631.1282,1724
1855.7428,1725
1883.2234,1726
1567.9849,1727
1652.384,1728
2150.3904,1729
2099.6687,1730
2312.9954,1731
2169.4805,1732
1982.1813,1733
1983.3379,1734
1902.6705,1735
1835.1439,1736
1902.5618,1737
2184.0576,1738
1915.591,1739
1989.8876,1740
2033.375,1741
2138.3223,1742
1907.322,1743
1928.634,1744
1807.0245,1745
1799.1165,1746
1917.0326,1747
1853.1432,1748
1881.8955,1749
1786.8773,1750
1956.5,1751
1978.8364,1752
1904.6554,1753
1778.3312,1754
1861.2288,1755
2054.7896,1756
2254.2322,1757
2323.9204,1758
2190.6936,1759
2286.1357,1760
2285.3494,1761
2148.842,1762
1924.7095,1763
1927.8856,1764
1900.7682,1765
1740.1956,1766
1818.9052,1767
1751.0952,1768
1713.0707,1769
1738.9802,1770
1685.3693,1771
1607.4325,1772
1944.6259,1773
1705.2509,1774
1825.0236,1775
1900.6008,1776
1644.1896,1777
1869.0314,1778
1858.0587,1779
1886.08,1780
1903.6785,1781
1871.7483,1782
2103.7197,1783
2399.0513,1784
2622.1655,1785
2502.181,1786
2400.013,1787
2530.18,1788
2605.2373,1789
2243.8655,1790
2424.0393,1791
2121.666,1792
2251.4958,1793
2355.4622,1794
2417.433,1795
2519.0312,1796
2138.2998,1797
2309.9333,1798
2454.9294,1799
2384.833,1800
2497.9832,1801
2350.5234,1802
2372.0076,1803
2242.1367,1804
2061.7415,1805
2013.1493,1806
2295.013,1807
2149.1313,1808
2203.7275,1809
2166.1414,1810
2114.242,1811
2590.3997,1812
2455.169,1813
2747.9397,1814
2606.587,1815
2496.5059,1816
2327.8557,1817
2833.0579,1818
2609.2837,1819
2736.7764,1820
2681.9893,1821
2844.5044,1822
2566.2383,1823
2413.283,1824
2433.013,1825
2578.841,1826
2394.1643,1827
2458.9622,1828
2091.0483,1829
2441.02,1830
2372.91,1831
2225.9836,1832
2368.6519,1833
2403.0728,1834
2309.7373,1835
2196.4294,1836
2301.8667,1837
2056.1775,1838
2646.089,1839
2707.9807,1840
2697.542,1841
2370.987,1842
2634.1868,1843
2447.7063,1844
1985.0999,1845
1882.7888,1846
2296.408,1847
2169.3171,1848
2088.0278,1849
2118.9695,1850
2098.478,1851
2125.175,1852
2065.8318,1853
2178.612,1854
1981.5,1855
2043.5422,1856
1991.9316,1857
1884.4622,1858
1941.7681,1859
1988.2749,1860
1810.6794,1861
2035.8717,1862
2164.565,1863
1930.8878,1864
1751.939,1865
2265.3494,1866
2132.6143,1867
2531.5134,1868
2663.5015,1869
2409.773,1870
2294.8586,1871
2382.6958,1872
2187.3506,1873
2239.85,1874
2243.5583,1875
2456.1423,1876
2549.1514,1877
2528.9756,1878
2376.6755,1879
2389.8132,1880
2367.098,1881
2391.9675,1882
2411.4436,1883
2316.0693,1884
2437.5825,1885
2207.6746,1886
2052.3938,1887
1863.5704,1888
1844.0992,1889
1622.8511,1890
1796.0546,1891
1765.3466,1892
1903.4092,1893
1669.7598,1894
1562.4812,1895
1901.8184,1896
1568.5668,1897
1561.2682,1898
1787.1012,1899
1643.5349,1900
1576.2488,1901
1389.7354,1902
1763.9391,1903
1857.5326,1904
1762.4921,1905
2358.5757,1906
2018.2086,1907
1847.577,1908
2264.1196,1909
2244.712,1910
2472.3801,1911
2261.1611,1912
2531.7192,1913
2364.245,1914
2275.7266,1915
2204.9119,1916
2165.918,1917
2101.3108,1918
2104.4316,1919
1958.7789,1920
1973.3885,1921
2286.794,1922
2171.199,1923
1894.0918,1924
1992.3035,1925
1888.3665,1926
1893.4816,1927
1889.0309,1928
1851.7662,1929
1883.6456,1930
1808.308,1931
2206.4082,1932
2005.2653,1933
1867.634,1934
2206.7854,1935
1780.0707,1936
1969.0566,1937
1997.3456,1938
1863.0084,1939
1993.1776,1940
2149.5063,1941
3148.899,1942
3760.8474,1943
3730.4976,1944
3606.7727,1945
3308.6372,1946
1655.1396,1947
2207.4954,1948
2168.9194,1949
2084.7664,1950
2001.8292,1951
1962.8374,1952
1773.354,1953
1883.6084,1954
2127.929,1955
2256.137,1956
2108.818,1957
1759.3604,1958
1968.4098,1959
1855.7944,1960
1653.6345,1961
2055.3948,1962
1949.5107,1963
1865.0636,1964
1654.7172,1965
1567.7196,1966
1653.4648,1967
1395.7769,1968
1553.8379,1969
2073.964,1970
3537.5955,1971
3764.0476,1972
3655.4644,1973
3541.9656,1974
2696.0198,1975
2128.4414,1976
2324.3887,1977
2311.7527,1978
1973.9282,1979
1934.0073,1980
1867.8079,1981
1625.5094,1982
1658.4612,1983
1576.9441,1984
1452.8394,1985
1469.2261,1986
1484.6484,1987
1391.8223,1988
1739.8179,1989
1602.3784,1990
1683.9836,1991
3486.31,1992
3968.623,1993
3337.5173,1994
3687.469,1995
2661.3186,1996
2036.4248,1997
1799.5815,1998
1594.6416,1999
1572.5646,2000
1444.3304,2001
2166.5554,2002
2445.8943,2003
2672.5977,2004
2576.0396,2005
2166.0007,2006
2249.571,2007
2205.0781,2008
2163.431,2009
1711.9805,2010
1637.3555,2011
1503.0466,2012
1513.1003,2013
1147.155,2014
1934.0134,2015
1999.0846,2016
1867.7065,2017
1507.8423,2018
1730.7218,2019
1698.6963,2020
2365.8962,2021
2767.7876,2022
2582.3674,2023
3533.4785,2024
4435.8477,2025
3647.6711,2026
3312.497,2027
3692.5588,2028
1446.1384,2029
1882.4034,2030
2131.865,2031
2423.8228,2032
2547.4507,2033
2189.11,2034
2333.967,2035
1574.9873,2036
1294.2698,2037
1412.1743,2038
1348.2487,2039
1196.9594,2040
1072.597,2041
1291.2621,2042
1629.7007,2043
1774.0498,2044
1478.2667,2045
1388.6427,2046
1227.7738,2047
1094.5968,2048
1237.4873,2049
1340.8462,2050
1855.7878,2051
1676.1769,2052
1620.9327,2053
1679.0441,2054
908.4173,2055
1086.0309,2056
1856.9097,2057
2087.3867,2058
1954.8584,2059
1954.0182,2060
1875.179,2061
1720.7651,2062
1779.1022,2063
1735.5939,2064
1546.1846,2065
1455.9667,2066
1251.4266,2067
1338.3984,2068
1042.9767,2069
972.47296,2070
1551.7626,2071
1794.8964,2072
1720.0701,2073
1514.1416,2074
1648.1527,2075
1650.6422,2076
1556.3499,2077
1567.6353,2078
1500.539,2079
1239.735,2080
1097.2976,2081
1161.945,2082
1144.3325,2083
1764.3021,2084
2280.4927,2085
2345.557,2086
2594.6873,2087
2238.241,2088
1653.1323,2089
1437.2161,2090
1793.1813,2091
1702.7579,2092
1292.1112,2093
1398.1512,2094
1671.6206,2095
1750.7266,2096
1364.085,2097
2515.2988,2098
2945.393,2099
1808.5143,2100
1872.693,2101
1873.9594,2102
1810.5753,2103
1939.4899,2104
1890.8293,2105
2131.4126,2106
1977.477,2107
1806.0436,2108
1989.5912,2109
1563.9032,2110
1313.921,2111
1659.8068,2112
2084.5303,2113
2459.7498,2114
2429.4385,2115
2345.1948,2116
2289.0508,2117
2026.9891,2118
2008.1514,2119
2145.9854,2120
2118.511,2121
2331.4788,2122
1895.124,2123
2313.0696,2124
1747.1968,2125
1948.8242,2126
1723.8804,2127
1715.189,2128
2103.2292,2129
2220.6648,2130
2162.7856,2131
2325.8972,2132
2170.7358,2133
2255.0566,2134
2373.9387,2135
2334.8232,2136
2120.896,2137
2332.535,2138
2441.7454,2139
2092.2888,2140
2174.777,2141
2226.6348,2142
2169.4614,2143
2240.9282,2144
2115.219,2145
1963.1056,2146
1938.3285,2147
1806.7659,2148
1630.2872,2149
1726.0908,2150
2035.2473,2151
2218.6443,2152
2020.8444,2153
1913.758,2154
2214.8667,2155
1866.2056,2156
1841.0251,2157
1636.7743,2158
1384.623,2159
1805.1617,2160
2077.2603,2161
1678.567,2162
2237.0437,2163
1731.8042,2164
1459.0356,2165
2171.0374,2166
2095.8445,2167
1820.6821,2168
2080.8425,2169
1863.2672,2170
1911.3457,2171
1848.8075,2172
1581.6008,2173
1851.4567,2174
1772.041,2175
1599.7108,2176
1395.616,2177
1373.0837,2178
1358.7571,2179
1369.3772,2180
1577.6716,2181
1620.5972,2182
1671.9226,2183
1579.8196,2184
1462.0734,2185
1598.358,2186
1776.4829,2187
1656.0975,2188
1275.0435,2189
1537.8574,2190
3499.8232,2191
3129.8562,2192
3165.5383,2193
3042.0857,2194
2876.135,2195
2388.3723,2196
2145.8994,2197
1913.6217,2198
2052.5276,2199
1941.7809,2200
1870.546,2201
1818.9747,2202
1925.6956,2203
1730.8075,2204
1815.6079,2205
1758.9766,2206
1807.1289,2207
2025.6805,2208
2091.6492,2209
2131.813,2210
1315.9435,2211
1260.5002,2212
1042.9768,2213
1000.65344,2214
2161.6614,2215
1600.9642,2216
1600.8738,2217
1580.4316,2218
1574.7668,2219
1361.2863,2220
3876.446,2221
2860.1125,2222
2440.8027,2223
2247.8716,2224
2365.9558,2225
2245.841,2226
1927.6938,2227
2011.0436,2228
1818.5972,2229
1570.3759,2230
1674.1094,2231
1747.4055,2232
1624.7997,2233
1600.6187,2234
1618.0323,2235
1703.0793,2236
2174.9958,2237
2284.0989,2238
2575.8008,2239
2555.0476,2240
2165.907,2241
2507.0217,2242
2286.9536,2243
2456.925,2244
2397.088,2245
2519.9092,2246
2668.118,2247
2485.349,2248
2235.6013,2249
2370.1902,2250
2000.7384,2251
2097.0972,2252
2127.4348,2253
2192.8047,2254
2187.5732,2255
2571.2566,2256
2167.4578,2257
2166.5361,2258
2165.585,2259
2394.2383,2260
2473.4863,2261
2145.2607,2262
2150.8164,2263
1934.07,2264
2190.523,2265
2499.2327,2266
2272.236,2267
2325.1465,2268
2346.6155,2269
2230.0178,2270
2044.7869,2271
2090.3423,2272
2019.5854,2273
2149.4238,2274
2173.4473,2275
2079.5232,2276
1809.3186,2277
2029.8096,2278
2669.533,2279
2617.4631,2280
2193.4167,2281
2590.932,2282
2613.5876,2283
2493.7258,2284
2263.2527,2285
2499.9688,2286
2667.4915,2287
2201.2307,2288
2721.6614,2289
2851.3586,2290
2169.854,2291
2058.461,2292
2207.935,2293
2026.4127,2294
1952.153,2295
1614.0972,2296
1972.5828,2297
1807.1494,2298
1669.7318,2299
1695.826,2300
1852.5155,2301
1719.3467,2302
1890.4724,2303
3654.6567,2304
3833.1958,2305
2584.8586,2306
1837.0452,2307
1576.0354,2308
1362.9897,2309
1361.815,2310
1114.5209,2311
1348.3077,2312
1369.4401,2313
1473.9835,2314
1346.8928,2315
1323.4905,2316
1021.9369,2317
911.2864,2318
1418.7051,2319
1765.7031,2320
1471.1523,2321
1262.8204,2322
1339.0916,2323
1426.1466,2324
1674.9059,2325
1654.3376,2326
1748.4807,2327
1760.9147,2328
1786.0638,2329
1557.9855,2330
1821.3635,2331
2041.16,2332
2315.1143,2333
1958.2441,2334
1616.9017,2335
1655.4698,2336
1725.0557,2337
1581.2527,2338
1637.7173,2339
1684.8334,2340
1784.6761,2341
1576.2568,2342
1063.7131,2343
1300.0089,2344
1181.2256,2345
1850.1298,2346
2258.4783,2347
2581.0515,2348
2490.5183,2349
2416.3987,2350
2370.6062,2351
1738.3937,2352
2287.4565,2353
2223.55,2354
1857.1147,2355
1985.1449,2356
2072.8079,2357
2279.2473,2358
2047.9756,2359
1815.1978,2360
1944.1688,2361
2052.7034,2362
2229.3987,2363
1949.4042,2364
1620.5813,2365
2186.2861,2366
1847.7268,2367
1843.1411,2368
1924.1802,2369
1652.0724,2370
1464.4326,2371
1668.4048,2372
1626.2592,2373
1740.823,2374
1995.6956,2375
2072.342,2376
1402.5502,2377
1685.8842,2378
1515.6594,2379
1628.2758,2380
1953.8954,2381
1622.5496,2382
1840.665,2383
1870.0396,2384
2063.4092,2385
2042.8613,2386
1725.1758,2387
1682.6475,2388
2104.453,2389
2135.6982,2390
1995.4799,2391
2110.7698,2392
2162.305,2393
2105.8682,2394
1939.0513,2395
2255.3914,2396
2287.9019,2397
2172.7075,2398
2317.6772,2399
2149.4475,2400
2059.2769,2401
1957.87,2402
2169.2495,2403
2133.9807,2404
2311.0862,2405
2130.4917,2406
2213.1204,2407
2126.565,2408
2120.6077,2409
2103.465,2410
2183.0852,2411
2101.9758,2412
2205.8376,2413
2065.7417,2414
1893.9668,2415
1994.8329,2416
2372.2532,2417
2237.7825,2418
2091.8174,2419
2011.4097,2420
2136.216,2421
2468.6423,2422
2274.4236,2423
2927.0796,2424
2915.5962,2425
2952.471,2426
2845.5261,2427
2729.0747,2428
2143.1543,2429
2120.692,2430
2311.9868,2431
2278.7542,2432
2140.1958,2433
2136.9717,2434
2139.2825,2435
2240.0427,2436
2052.8162,2437
2003.2146,2438
2137.684,2439
2229.202,2440
2503.2385,2441
2134.3599,2442
2447.4314,2443
2246.3174,2444
2241.7898,2445
2295.2922,2446
2108.6501,2447
2249.8884,2448
2594.711,2449
2563.0884,2450
2675.8376,2451
2703.234,2452
3200.302,2453
3714.2114,2454
3750.801,2455
2612.6067,2456
2137.247,2457
2257.177,2458
2270.408,2459
2168.7056,2460
2429.0552,2461
2350.4934,2462
2032.1499,2463
2156.2297,2464
2077.9307,2465
2137.8982,2466
2072.3582,2467
2062.9639,2468
2079.8413,2469
1852.1876,2470
2050.7205,2471
2091.7625,2472
2051.5225,2473
2029.457,2474
2102.2876,2475
2108.4077,2476
2056.189,2477
2177.9087,2478
2095.9768,2479
2293.5356,2480
2516.0806,2481
2465.243,2482
2422.9631,2483
2551.3918,2484
2631.2073,2485
2473.7073,2486
2643.137,2487
2266.2512,2488
2533.7185,2489
2296.1912,2490
2233.5884,2491
2294.8806,2492
2435.974,2493
2355.1226,2494
2458.4624,2495
2385.3054,2496
2375.3425,2497
1825.4705,2498
1852.268,2499
1973.6962,2500
1940.6289,2501
1644.8013,2502
1969.6884,2503
2060.5652,2504
1916.697,2505
1879.6902,2506
1950.7351,2507
2144.7944,2508
2466.902,2509
1974.7896,2510
1816.08,2511
1943.1531,2512
1829.9503,2513
1712.2972,2514
1705.2201,2515
1829.1914,2516
2071.2122,2517
1810.8175,2518
2557.3438,2519
2425.338,2520
2381.2336,2521
2283.9592,2522
2227.9014,2523
2274.5283,2524
1924.9242,2525
1959.6171,2526
1955.5945,2527
1942.5754,2528
1931.2224,2529
2075.764,2530
1853.7089,2531
2136.2266,2532
2081.607,2533
2203.9773,2534
2605.8538,2535
2665.1428,2536
2706.8098,2537
2659.4749,2538
2175.2478,2539
2084.7727,2540
2280.8013,2541
2338.931,2542
2206.0417,2543
2314.9924,2544
2250.7092,2545
2238.6255,2546
2240.3743,2547
2467.2427,2548
2530.3765,2549
2455.519,2550
2527.5684,2551
1987.004,2552
1975.4397,2553
1930.8269,2554
1977.662,2555
2193.2024,2556
2226.2554,2557
2210.609,2558
2245.862,2559
2225.1196,2560
2734.6267,2561
2556.5564,2562
2858.2134,2563
3436.618,2564
3457.331,2565
3379.0715,2566
1995.3661,2567
2268.2258,2568
2048.29,2569
2372.569,2570
2474.2534,2571
2652.3457,2572
2545.5059,2573
2444.2554,2574
2303.721,2575
2264.3923,2576
2417.075,2577
2163.7432,2578
2246.4116,2579
2381.5862,2580
2125.4587,2581
2291.9526,2582
2237.5483,2583
2457.4556,2584
2538.4573,2585
2823.505,2586
2564.4436,2587
2028.0085,2588
1928.3049,2589
2077.262,2590
2159.0781,2591
1925.2098,2592
1871.4897,2593
2083.9832,2594
2061.9827,2595
2185.0234,2596
1940.596,2597
1948.7543,2598
1974.7858,2599
1808.3496,2600
2016.5371,2601
1751.3169,2602
1741.7714,2603
1937.0222,2604
1842.8429,2605
1660.6659,2606
1619.1404,2607
2203.1558,2608
2386.4697,2609
2507.1504,2610
2627.423,2611
2522.725,2612
2412.79,2613
2552.723,2614
2744.0723,2615
2417.2896,2616
2276.1685,2617
2609.6416,2618
2745.3245,2619
3583.9858,2620
3132.7832,2621
3168.877,2622
2177.764,2623
2100.7402,2624
1993.6387,2625
2161.462,2626
1999.16,2627
2220.0586,2628
2126.5798,2629
2224.475,2630
2156.157,2631
2077.3652,2632
2236.28,2633
2200.7285,2634
2027.3339,2635
1948.9581,2636
2133.7227,2637
2269.6147,2638
2341.837,2639
2185.6748,2640
1987.4757,2641
2183.4802,2642
1965.1638,2643
2407.6392,2644
2415.068,2645
2397.8826,2646
2322.5042,2647
2393.0745,2648
1945.6216,2649
2006.6901,2650
2052.258,2651
2106.5398,2652
2079.3372,2653
2034.637,2654
1985.1898,2655
2054.6028,2656
1900.8325,2657
2000.5076,2658
2050.7124,2659
2240.88,2660
1923.8302,2661
1955.1682,2662
1789.0898,2663
1903.9628,2664
2064.4907,2665
1836.5293,2666
1900.7007,2667
1909.0682,2668
2088.0413,2669
2219.3257,2670
1981.3507,2671
2087.7168,2672
2130.0042,2673
2023.2163,2674
1979.6815,2675
1814.8483,2676
2120.959,2677
2169.8645,2678
2538.7588,2679
2171.3064,2680
2298.6372,2681
2020.4487,2682
1813.7415,2683
1965.8602,2684
1863.4143,2685
1976.7192,2686
1888.8643,2687
1842.7885,2688
1855.265,2689
1877.7408,2690
1935.114,2691
1803.585,2692
1918.1423,2693
1843.4655,2694
2320.118,2695
2372.465,2696
2188.4646,2697
2075.896,2698
2206.0117,2699
2086.6418,2700
1932.5339,2701
1985.627,2702
2037.1333,2703
2059.963,2704
2158.8447,2705
2403.645,2706
2259.7693,2707
2313.5813,2708
2291.3901,2709
2354.2607,2710
2458.168,2711
2305.3472,2712
2337.7478,2713
2183.6875,2714
2218.766,2715
2270.1196,2716
2645.071,2717
2088.2388,2718
2171.265,2719
2066.1182,2720
2070.2473,2721
1940.0293,2722
2175.3445,2723
2570.3342,2724
2324.7656,2725
2381.5232,2726
2371.293,2727
2513.0457,2728
2598.36,2729
2921.059,2730
2015.7119,2731
2007.6553,2732
1721.3633,2733
1892.1348,2734
1688.8281,2735
1500.1849,2736
1531.967,2737
1565.6566,2738
1694.9594,2739
1585.4392,2740
1347.4763,2741
1294.1361,2742
1503.1147,2743
1715.479,2744
2130.1133,2745
2148.9226,2746
1988.2225,2747
1873.1852,2748
1895.2026,2749
1847.9968,2750
1931.8405,2751
1994.7949,2752
1920.1523,2753
1704.9915,2754
2180.2078,2755
2540.6506,2756
2371.9033,2757
2210.476,2758
1889.6346,2759
1895.4086,2760
1823.3713,2761
1772.6787,2762
1712.1583,2763
1534.1823,2764
1624.1993,2765
1799.1554,2766
2149.7905,2767
1751.6499,2768
1698.0182,2769
1929.9984,2770
2160.065,2771
2196.4578,2772
2220.5476,2773
2356.2153,2774
1855.4274,2775
1680.7811,2776
1663.4847,2777
1991.9153,2778
2132.6045,2779
2019.3997,2780
2170.3723,2781
2205.226,2782
2431.5037,2783
2471.5938,2784
2323.4521,2785
2125.9785,2786
2114.1018,2787
2206.5103,2788
2315.0952,2789
1802.1414,2790
2102.6733,2791
2308.9343,2792
1954.7974,2793
2217.191,2794
1681.341,2795
2011.1989,2796
2128.905,2797
1786.6882,2798
1800.6316,2799
1957.8715,2800
2202.1904,2801
2133.5674,2802
1895.6973,2803
1709.5701,2804
1695.1375,2805
1893.9315,2806
1469.7894,2807
2027.7312,2808
1950.167,2809
2011.1643,2810
1856.8176,2811
1693.4495,2812
1734.224,2813
1767.8969,2814
2282.1526,2815
1646.1549,2816
2230.7637,2817
2296.8572,2818
1971.7605,2819
1927.3503,2820
2142.0615,2821
2479.2666,2822
2072.648,2823
2246.539,2824
2154.1106,2825
2271.0247,2826
1920.1548,2827
1953.4637,2828
2206.5183,2829
2070.7603,2830
2253.1548,2831
2312.0408,2832
2129.8684,2833
2103.9424,2834
2045.8511,2835
2540.9788,2836
2566.44,2837
2582.2305,2838
2360.6616,2839
2541.4443,2840
2022.0435,2841
1759.0494,2842
1936.8818,2843
1887.7306,2844
1817.163,2845
1811.2054,2846
1753.0822,2847
1680.2424,2848
1708.0729,2849
1909.6965,2850
2149.3965,2851
2005.6166,2852
2243.95,2853
2244.272,2854
1877.7446,2855
2226.7502,2856
2272.35,2857
2032.684,2858
2188.136,2859
2075.2202,2860
2202.2598,2861
2238.4604,2862
2548.3713,2863
2789.6165,2864
2737.309,2865
2588.9695,2866
2739.833,2867
2500.5977,2868
2138.53,2869
2060.139,2870
2224.444,2871
2152.7976,2872
2044.3665,2873
2227.8582,2874
1880.8146,2875
1995.0009,2876
2116.0425,2877
1805.8428,2878
2132.5515,2879
2231.825,2880
2185.4246,2881
2133.2317,2882
2339.8193,2883
2125.743,2884
2048.3938,2885
2313.1567,2886
2247.8687,2887
2138.9297,2888
2147.3516,2889
2261.8594,2890
2415.5342,2891
2541.9866,2892
2496.133,2893
2643.8535,2894
2810.0388,2895
1829.1674,2896
2036.6082,2897
1999.4052,2898
2264.9988,2899
2303.2183,2900
2115.7996,2901
1992.5045,2902
2095.4187,2903
2039.4546,2904
2228.9114,2905
2108.9785,2906
2067.7861,2907
1907.4606,2908
2194.865,2909
2076.0312,2910
1876.0084,2911
2163.886,2912
2020.8599,2913
2054.729,2914
1870.3552,2915
1913.3538,2916
2166.4363,2917
1937.3534,2918
1987.4486,2919
1923.6002,2920
2105.5688,2921
2017.3328,2922
2646.1597,2923
2277.878,2924
2522.5498,2925
2447.7285,2926
2605.2441,2927
2829.8376,2928
2597.0996,2929
2448.145,2930
2305.653,2931
2182.2979,2932
2262.5496,2933
2388.036,2934
2390.8228,2935
2270.4348,2936
1606.1731,2937
1879.3513,2938
2036.1523,2939
1973.2732,2940
2052.1963,2941
1966.0374,2942
1998.1256,2943
1950.0717,2944
1970.1566,2945
1894.799,2946
1815.5964,2947
1710.189,2948
2218.489,2949
2259.1042,2950
2142.7952,2951
1973.5364,2952
1965.8763,2953
1946.4413,2954
2023.0245,2955
1964.5366,2956
2183.9102,2957
2323.0986,2958
2380.9197,2959
2049.1965,2960
2064.507,2961
2056.9453,2962
2061.7832,2963
2137.0269,2964
1997.02,2965
2059.583,2966
2073.7625,2967
1923.5702,2968
1995.0253,2969
2058.5603,2970
1996.169,2971
1881.6531,2972
2308.69,2973
2596.3872,2974
2607.3098,2975
2414.5454,2976
2507.2542,2977
2673.9907,2978
2184.4587,2979
1912.4434,2980
1929.8798,2981
2056.822,2982
1836.0616,2983
1861.7867,2984
1940.0854,2985
2060.6685,2986
1982.6676,2987
1731.4944,2988
1788.8887,2989
1826.1974,2990
2406.5886,2991
1997.777,2992
2165.6885,2993
2190.2144,2994
2223.717,2995
2210.073,2996
2237.3062,2997
2233.6826,2998
2254.5833,2999
2177.3818,3000
2122.2827,3001
2092.2527,3002
2125.4893,3003
2428.285,3004
2263.4873,3005
2382.3066,3006
2637.2983,3007
1986.183,3008
2243.9573,3009
2221.1707,3010
2163.7405,3011
2119.9497,3012
2139.8235,3013
2248.0195,3014
2217.638,3015
2181.5183,3016
2151.134,3017
2157.2617,3018
2072.2798,3019
1903.8047,3020
2318.945,3021
2778.8018,3022
2652.7236,3023
2469.7178,3024
2624.5032,3025
2637.8115,3026
2388.7732,3027
2290.7495,3028
2381.7847,3029
2483.8174,3030
2210.335,3031
2349.9585,3032
1674.1586,3033
1750.7756,3034
1972.236,3035
1836.5294,3036
1978.4877,3037
2143.1838,3038
2068.9912,3039
2151.1602,3040
2230.3308,3041
2276.8293,3042
2222.0435,3043
2343.0085,3044
2458.7234,3045
2723.4238,3046
2534.9268,3047
2455.6104,3048
2340.3955,3049
1983.6376,3050
2249.7722,3051
2207.287,3052
2182.6245,3053
2276.112,3054
2045.0709,3055
2455.0793,3056
2583.2708,3057
2479.137,3058
2587.7427,3059
2066.1575,3060
2048.5242,3061
1828.2903,3062
2116.8196,3063
2172.5693,3064
2027.8262,3065
2134.248,3066
2363.9148,3067
2183.3347,3068
1786.4836,3069
2054.945,3070
2386.199,3071
2399.112,3072
2138.7954,3073
1997.4816,3074
1905.4534,3075
2140.6755,3076
1881.1924,3077
2082.9211,3078
2241.2292,3079
2419.4814,3080
2322.4258,3081
1828.7238,3082
1855.4476,3083
1856.0344,3084
1768.3352,3085
1738.6469,3086
1885.2053,3087
1744.0089,3088
1836.3613,3089
2069.5264,3090
1785.5969,3091
1856.7258,3092
1747.0931,3093
1768.0437,3094
2381.3096,3095
3066.0193,3096
3381.7966,3097
3690.7932,3098
3713.0679,3099
3384.966,3100
3277.19,3101
1780.584,3102
2098.6501,3103
2110.531,3104
2261.6404,3105
2077.6106,3106
2102.0605,3107
2075.483,3108
2234.534,3109
2250.7126,3110
2359.8215,3111
2615.492,3112
2756.505,3113
2446.6091,3114
2652.5825,3115
2011.9283,3116
2164.8738,3117
2228.722,3118
2299.8809,3119
2328.1152,3120
2259.885,3121
2234.7483,3122
2250.465,3123
2209.7756,3124
2228.6726,3125
2101.3835,3126
2022.707,3127
1999.8927,3128
1780.652,3129
2056.536,3130
2223.0063,3131
2460.7095,3132
2718.7024,3133
2634.7842,3134
2670.8613,3135
2618.9436,3136
2628.674,3137
2641.17,3138
2691.4622,3139
2677.5986,3140
2752.9233,3141
2424.874,3142
2100.7153,3143
2191.8987,3144
2181.852,3145
2465.246,3146
2940.2937,3147
2698.9414,3148
2402.1794,3149
2350.9937,3150
2156.8037,3151
2134.4163,3152
2248.4856,3153
2131.1018,3154
2130.672,3155
2092.823,3156
2117.003,3157
2570.1487,3158
2876.4915,3159
3099.5376,3160
3302.6638,3161
3044.0706,3162
3151.5981,3163
2518.0364,3164
2613.7307,3165
2796.4634,3166
3222.9202,3167
3064.985,3168
3375.5103,3169
3449.7024,3170
1893.1555,3171
1963.2244,3172
2079.6057,3173
2032.269,3174
1821.6853,3175
1714.7987,3176
1674.0266,3177
1855.2133,3178
2480.5388,3179
2375.065,3180
2807.1948,3181
2946.4075,3182
2819.0857,3183
2698.3625,3184
2284.5532,3185
1703.6617,3186
1752.1147,3187
2381.6301,3188
1560.1143,3189
1619.452,3190
2178.7192,3191
2325.3699,3192
2626.58,3193
2834.3152,3194
2625.2222,3195
2412.9504,3196
2401.355,3197
1659.4785,3198
1478.958,3199
1520.0883,3200
1525.417,3201
1298.5377,3202
1309.4025,3203
1251.659,3204
1798.4551,3205
2146.7896,3206
2729.8936,3207
2730.1677,3208
2896.731,3209
2725.8196,3210
3053.182,3211
3054.085,3212
1976.676,3213
1709.294,3214
1649.9894,3215
1204.5259,3216
1113.685,3217
1170.242,3218
2023.6497,3219
2072.0554,3220
2377.5935,3221
2049.2283,3222
2642.649,3223
2617.5127,3224
2770.5688,3225
2133.7666,3226
2298.8252,3227
2188.4792,3228
2301.104,3229
2195.9817,3230
2405.4243,3231
2287.2373,3232
2233.5806,3233
2346.6494,3234
2274.0684,3235
2908.452,3236
2679.7122,3237
3111.681,3238
2799.3052,3239
1990.8241,3240
2059.5552,3241
2067.7986,3242
2144.6357,3243
