@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral skewness' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.9696847,949
1.0939516,950
1.0655252,951
1.1208467,952
1.1612052,953
1.2621814,954
1.0387158,955
1.0267085,956
1.3711452,957
1.1601199,958
1.1192871,959
1.0526006,960
0.99630725,961
0.89549226,962
0.98461723,963
0.8501417,964
0.93339753,965
1.0039006,966
1.0129179,967
0.9544344,968
0.9061583,969
1.2252802,970
0.9634064,971
1.1269159,972
1.2073331,973
1.2172858,974
1.132767,975
1.1507002,976
1.2195798,977
1.1161598,978
1.1229212,979
1.1515356,980
1.0620617,981
1.0383772,982
1.0560175,983
1.1784822,984
1.18947,985
1.1059599,986
1.0335283,987
0.91978616,988
0.98707855,989
0.7984514,990
0.89472514,991
1.0353422,992
1.09789,993
0.932589,994
1.0663533,995
1.1165092,996
1.1245745,997
1.360108,998
1.3385271,999
1.2785376,1000
1.2858951,1001
0.9177647,1002
1.0991485,1003
0.9679186,1004
0.9792208,1005
1.1268511,1006
1.1147609,1007
1.2852223,1008
1.1303135,1009
1.1690997,1010
1.0283995,1011
0.9810586,1012
1.0948507,1013
1.0410962,1014
1.1008742,1015
1.0047541,1016
0.94121593,1017
0.9707184,1018
0.9342453,1019
0.9106362,1020
1.061352,1021
1.1182219,1022
1.1391813,1023
0.8513979,1024
0.46852297,1025
1.5040048,1026
1.0837908,1027
1.0782815,1028
1.0303214,1029
0.7264747,1030
0.95351166,1031
1.0633054,1032
0.84745437,1033
0.84005266,1034
0.8488091,1035
0.8424902,1036
1.0641141,1037
0.910784,1038
0.5656618,1039
1.0432554,1040
1.1476276,1041
1.0330603,1042
0.95883244,1043
0.7083202,1044
0.585865,1045
0.6758825,1046
0.7474207,1047
1.0492879,1048
1.1083355,1049
1.2661579,1050
0.9511353,1051
0.902063,1052
1.0437014,1053
1.2432705,1054
1.3170519,1055
1.2901179,1056
1.0337884,1057
1.3076627,1058
1.4092053,1059
1.52737,1060
1.5778806,1061
1.4653633,1062
1.6259543,1063
1.6610556,1064
1.9419496,1065
1.8570046,1066
1.936981,1067
1.1197333,1068
1.0189582,1069
0.82565016,1070
0.8038614,1071
0.9156306,1072
1.0131555,1073
1.066782,1074
1.1282852,1075
1.174902,1076
1.2757149,1077
1.4901434,1078
1.1724614,1079
1.0435115,1080
1.3096099,1081
1.3204814,1082
1.5818298,1083
1.4764267,1084
1.3494197,1085
1.3404492,1086
1.2322747,1087
1.5372713,1088
1.1563431,1089
1.3970146,1090
1.6003332,1091
1.8277467,1092
1.7687895,1093
1.8685176,1094
1.4398135,1095
1.071483,1096
0.8391603,1097
1.0139214,1098
0.9503108,1099
1.0046395,1100
1.0543542,1101
1.3246722,1102
1.4429507,1103
1.4163189,1104
1.3744442,1105
1.6418865,1106
1.6971095,1107
1.2824907,1108
1.0393499,1109
0.99525,1110
1.2638701,1111
1.1922592,1112
1.0748471,1113
1.2495853,1114
1.3756266,1115
1.2356125,1116
1.1492786,1117
1.282131,1118
1.1735349,1119
1.1201202,1120
1.9681811,1121
1.3401425,1122
0.5925237,1123
0.38068482,1124
0.48579147,1125
0.8463871,1126
1.2309865,1127
0.9826653,1128
1.4173064,1129
1.2711705,1130
1.4578062,1131
1.817084,1132
1.8302616,1133
2.0332775,1134
2.204625,1135
2.4946055,1136
1.0209275,1137
1.4032133,1138
1.4991771,1139
1.107204,1140
0.99645305,1141
0.9011665,1142
0.94495696,1143
0.83345485,1144
1.1856635,1145
1.2822038,1146
1.5534178,1147
1.3243573,1148
1.6441145,1149
0.8744903,1150
1.1108823,1151
1.1413571,1152
0.9488013,1153
1.2613773,1154
1.15826,1155
1.1264218,1156
1.2633562,1157
1.3475428,1158
1.1287072,1159
0.95895827,1160
1.157404,1161
1.2424183,1162
1.3059759,1163
1.160188,1164
1.3914677,1165
1.6805305,1166
1.7558514,1167
1.8776265,1168
2.0064213,1169
1.8666154,1170
1.5498261,1171
1.4859029,1172
1.2973263,1173
1.1325382,1174
0.42616436,1175
-0.5288401,1176
-0.57068974,1177
0.6011193,1178
1.0905865,1179
0.9723883,1180
0.7806767,1181
0.68746954,1182
0.79017675,1183
0.99378675,1184
1.3682694,1185
1.5055103,1186
1.3986961,1187
1.2358956,1188
1.2054627,1189
1.0849777,1190
1.265381,1191
1.4301293,1192
1.3875248,1193
1.2917256,1194
1.4165833,1195
1.4216008,1196
1.3484414,1197
1.5395986,1198
1.1423893,1199
1.2081815,1200
1.5364414,1201
1.6964599,1202
1.5388769,1203
1.9834307,1204
1.5169487,1205
1.1271873,1206
1.1652418,1207
0.7959075,1208
0.68790483,1209
0.8454201,1210
0.66053575,1211
0.52063626,1212
0.5101888,1213
0.6529978,1214
1.016528,1215
1.3566089,1216
1.2743417,1217
2.0305033,1218
1.2920269,1219
1.2441472,1220
1.197351,1221
1.3001115,1222
1.3225766,1223
1.6229728,1224
1.7809564,1225
1.1633995,1226
1.5031283,1227
1.6681223,1228
1.6832665,1229
1.8062154,1230
1.631709,1231
1.097528,1232
1.0657291,1233
1.1056682,1234
0.9729425,1235
0.66116685,1236
0.8088607,1237
0.4634726,1238
0.49756554,1239
0.8014684,1240
0.96260434,1241
1.2320062,1242
1.0566617,1243
0.14320868,1244
0.12717801,1245
0.50634813,1246
0.9942845,1247
0.90547043,1248
0.94618416,1249
0.94043595,1250
0.8620721,1251
0.910632,1252
0.81519943,1253
0.8839696,1254
0.87389094,1255
1.011954,1256
0.9989616,1257
1.0857056,1258
1.1217358,1259
1.0877076,1260
1.3797395,1261
1.060224,1262
0.904112,1263
0.9748634,1264
0.96381474,1265
1.0831409,1266
1.1155037,1267
1.0519512,1268
1.1033033,1269
0.9886512,1270
1.0594968,1271
1.0846425,1272
1.2665842,1273
1.218797,1274
1.3600373,1275
1.627808,1276
1.3115644,1277
1.2299197,1278
1.4742364,1279
1.3193396,1280
1.1738931,1281
1.2550763,1282
1.2960792,1283
1.4154779,1284
1.0393475,1285
1.0973822,1286
1.2246366,1287
1.3486516,1288
1.2511649,1289
1.0149648,1290
1.0116906,1291
0.8870954,1292
0.98982084,1293
0.85702467,1294
0.8519693,1295
1.3548573,1296
1.3268639,1297
1.3034669,1298
0.8641807,1299
0.8593919,1300
0.8447114,1301
1.1087259,1302
1.3345677,1303
1.2102543,1304
1.3853567,1305
1.2417884,1306
1.351425,1307
1.2445042,1308
1.0852901,1309
1.4425884,1310
1.3976978,1311
1.4178747,1312
1.5730969,1313
1.3934225,1314
1.482966,1315
1.1397531,1316
1.0821993,1317
0.9304974,1318
1.2566274,1319
1.1828947,1320
1.0327754,1321
1.0734228,1322
1.1719763,1323
1.2776103,1324
1.2511203,1325
1.1433176,1326
1.2067972,1327
1.2259734,1328
1.190427,1329
1.200071,1330
1.3469499,1331
1.3412788,1332
1.2414112,1333
1.2975768,1334
1.3443692,1335
1.1348292,1336
1.6319073,1337
1.6233836,1338
1.388564,1339
1.3700384,1340
1.4068668,1341
1.2945763,1342
1.3249881,1343
1.1666907,1344
1.1297685,1345
0.9914293,1346
1.1855036,1347
1.2759935,1348
1.3522431,1349
1.321303,1350
1.1433104,1351
1.2382063,1352
1.2426677,1353
1.3367276,1354
1.2583658,1355
1.3099151,1356
1.1636666,1357
1.2849895,1358
1.0894651,1359
1.1663678,1360
0.9874044,1361
1.0055221,1362
1.0020542,1363
0.98137283,1364
1.2329401,1365
0.9670778,1366
1.0823963,1367
1.1503677,1368
1.1020377,1369
1.1578333,1370
1.0946435,1371
0.9482571,1372
0.781624,1373
0.73906446,1374
0.65789133,1375
0.64934486,1376
0.74492735,1377
0.9589619,1378
0.7246657,1379
0.843138,1380
0.8917366,1381
0.74385804,1382
0.78680074,1383
0.8454119,1384
1.0220823,1385
1.078161,1386
1.0418837,1387
0.9989926,1388
0.92983925,1389
1.0610288,1390
1.014812,1391
1.16438,1392
0.9877545,1393
1.2165415,1394
1.1467483,1395
1.1550364,1396
1.1738368,1397
1.0649714,1398
0.9681282,1399
0.70995927,1400
0.9155187,1401
0.86611485,1402
0.88921577,1403
1.124347,1404
0.9018068,1405
0.9641537,1406
0.9486764,1407
1.0130812,1408
1.0112664,1409
1.022286,1410
1.046732,1411
1.2230574,1412
1.1983708,1413
0.94513303,1414
0.7638129,1415
0.8605268,1416
1.0576043,1417
1.0305709,1418
1.1700275,1419
1.1268873,1420
0.98395306,1421
1.0575572,1422
1.1208646,1423
1.2136208,1424
1.0139261,1425
0.7884742,1426
0.8815464,1427
0.7206065,1428
0.584986,1429
0.7721259,1430
0.6781367,1431
0.97837216,1432
1.0302018,1433
0.879358,1434
1.0239305,1435
0.98896486,1436
0.89183456,1437
1.2357144,1438
1.2676316,1439
1.2851175,1440
1.4477167,1441
1.4760064,1442
1.4018642,1443
1.5836236,1444
1.3446248,1445
1.510488,1446
1.3530608,1447
1.2191613,1448
1.1473043,1449
1.2905728,1450
1.2633017,1451
1.0490347,1452
1.2373384,1453
1.2375982,1454
1.2749178,1455
1.1901059,1456
1.3828211,1457
1.2010125,1458
1.2079338,1459
1.1994154,1460
0.9186264,1461
1.2778085,1462
1.0474483,1463
1.1613609,1464
1.3887486,1465
1.4750103,1466
1.3817025,1467
1.1345447,1468
0.98185915,1469
0.73606944,1470
0.7977289,1471
0.7894547,1472
0.7759376,1473
0.74326324,1474
0.82876104,1475
0.73358905,1476
0.7409049,1477
1.0123355,1478
0.729789,1479
0.6127804,1480
1.1828711,1481
0.93331385,1482
0.7360317,1483
0.7310549,1484
0.68207264,1485
0.99672204,1486
1.1188775,1487
1.0550227,1488
1.0722482,1489
1.3632939,1490
1.5986693,1491
1.2061646,1492
1.4224827,1493
1.2204983,1494
1.0632534,1495
1.038736,1496
1.271218,1497
1.0777179,1498
1.2004179,1499
1.2480593,1500
1.2952023,1501
1.2853053,1502
1.230425,1503
1.2728815,1504
1.3492464,1505
1.3050313,1506
1.054903,1507
0.9508236,1508
0.78304476,1509
0.7957902,1510
0.8584996,1511
0.83808357,1512
1.0966468,1513
1.0468278,1514
1.2880261,1515
1.2538741,1516
1.0154561,1517
1.0548189,1518
0.936304,1519
0.9414442,1520
1.2109665,1521
1.0924995,1522
0.8946894,1523
1.1738532,1524
1.0327598,1525
0.9761431,1526
1.0976282,1527
1.1868284,1528
1.2534163,1529
1.1866277,1530
1.439046,1531
1.1421148,1532
1.2951297,1533
1.6072747,1534
1.2686396,1535
1.0596206,1536
0.73972225,1537
0.8042435,1538
0.72313607,1539
0.804034,1540
1.4676841,1541
1.0856032,1542
1.4714614,1543
1.1818926,1544
1.4962295,1545
1.4059244,1546
1.63922,1547
1.3438907,1548
1.2647569,1549
1.3718498,1550
1.5460004,1551
1.7912033,1552
1.3595314,1553
1.5226182,1554
1.0583495,1555
1.2585708,1556
1.2475989,1557
1.2773618,1558
1.5257838,1559
1.5715485,1560
1.5438995,1561
1.1312062,1562
1.4305979,1563
1.0068171,1564
1.0073327,1565
0.9961163,1566
0.8080141,1567
1.3037542,1568
1.1682227,1569
1.3108695,1570
1.323866,1571
1.5613089,1572
1.4222996,1573
1.361698,1574
1.0148076,1575
0.86943793,1576
1.1079209,1577
1.3390263,1578
1.3111424,1579
1.3346462,1580
1.3481901,1581
1.0219173,1582
1.3231717,1583
1.2912225,1584
1.2795221,1585
1.3766136,1586
1.2560507,1587
1.3046707,1588
1.1181614,1589
1.3038503,1590
1.1256242,1591
0.9747416,1592
0.8229903,1593
0.92733717,1594
0.9679283,1595
1.1220659,1596
1.398314,1597
1.2566205,1598
1.3908042,1599
1.2086625,1600
1.1977086,1601
1.1792481,1602
1.3484786,1603
1.4422146,1604
1.282966,1605
1.3483524,1606
1.5624412,1607
1.56886,1608
1.5933807,1609
1.6923,1610
1.3764997,1611
1.3594973,1612
1.5983409,1613
1.6137947,1614
1.4316772,1615
1.6709588,1616
1.3329561,1617
1.2272791,1618
0.9889811,1619
0.9188331,1620
1.03551,1621
0.9784244,1622
1.0017904,1623
0.96151406,1624
1.0605295,1625
1.1446013,1626
1.0278484,1627
0.8606702,1628
0.91837317,1629
1.0270518,1630
0.9901944,1631
0.9788689,1632
1.3931183,1633
1.1109332,1634
1.200582,1635
1.1598521,1636
1.1596177,1637
1.2094008,1638
0.9936793,1639
1.2577251,1640
1.1733164,1641
1.4574682,1642
