@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral skewness' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
1.568684,1643
1.5733223,1644
1.1353215,1645
0.9653459,1646
0.945297,1647
0.81481117,1648
0.6342958,1649
0.89058584,1650
0.4178059,1651
1.3083178,1652
1.1813735,1653
1.2565039,1654
1.2257291,1655
1.4242822,1656
1.1971229,1657
0.7651456,1658
0.7836508,1659
0.72577304,1660
1.0517033,1661
1.2916014,1662
1.5204059,1663
1.2125561,1664
1.1349155,1665
1.1556169,1666
1.5395993,1667
1.2893903,1668
1.4836181,1669
1.1254174,1670
1.5557314,1671
1.1979239,1672
1.1009632,1673
0.98458,1674
0.90916854,1675
0.77714396,1676
0.8302827,1677
0.8612849,1678
0.76179636,1679
1.2382486,1680
1.2612933,1681
1.3839889,1682
1.3992182,1683
1.1495225,1684
1.071901,1685
1.2032502,1686
1.0982462,1687
1.1375458,1688
0.9930355,1689
0.84589523,1690
0.8547469,1691
0.81945604,1692
0.84758025,1693
0.92638695,1694
0.86926144,1695
0.91328007,1696
0.97657776,1697
1.0469363,1698
1.0345839,1699
0.95473385,1700
1.2020426,1701
1.0348526,1702
0.9209052,1703
0.98891836,1704
0.78890926,1705
0.94071704,1706
1.1031741,1707
0.9899166,1708
1.1840953,1709
1.1018714,1710
1.24668,1711
0.9662107,1712
1.1523279,1713
1.086527,1714
1.0862031,1715
1.2078168,1716
1.3038383,1717
1.2638258,1718
1.3103848,1719
1.3230258,1720
1.2993634,1721
1.4042753,1722
1.4592805,1723
1.6192,1724
1.2650621,1725
1.2959968,1726
1.5870936,1727
1.471511,1728
1.1464504,1729
1.2360101,1730
1.0551338,1731
1.0737735,1732
1.2420776,1733
1.2453222,1734
1.304325,1735
1.396981,1736
1.2613316,1737
1.1794401,1738
1.3768069,1739
1.196542,1740
1.1070876,1741
1.0302227,1742
1.3691082,1743
1.296142,1744
1.3126233,1745
1.4607098,1746
1.3177508,1747
1.3062172,1748
1.3400099,1749
1.473958,1750
1.3163477,1751
1.3463157,1752
1.4066889,1753
1.3773464,1754
1.3819584,1755
1.3030523,1756
1.0934633,1757
1.0989933,1758
0.9829519,1759
1.0868356,1760
1.0156825,1761
1.1803346,1762
1.3934343,1763
1.2887013,1764
1.3983258,1765
1.5023181,1766
1.4114361,1767
1.5182468,1768
1.428672,1769
1.4984853,1770
1.5147462,1771
1.6737722,1772
1.3319498,1773
1.4871379,1774
1.4539392,1775
1.3013377,1776
1.6282656,1777
1.4879621,1778
1.501456,1779
1.4087437,1780
1.4843357,1781
1.4590802,1782
1.2176274,1783
1.0248221,1784
0.93349844,1785
1.0131229,1786
1.0567285,1787
0.90779454,1788
0.9059535,1789
1.1439255,1790
1.0293963,1791
1.2519761,1792
1.1982082,1793
1.0381316,1794
1.0637696,1795
0.91823095,1796
1.1472678,1797
1.1533298,1798
1.1088222,1799
1.0441905,1800
0.9975506,1801
1.1269258,1802
0.967141,1803
1.0994055,1804
1.1995839,1805
1.311948,1806
1.1355249,1807
1.2667203,1808
1.1952263,1809
1.1271716,1810
1.2388662,1811
0.8688362,1812
0.98078024,1813
0.8146123,1814
0.8826018,1815
0.82995224,1816
0.8074169,1817
0.7655801,1818
0.7817871,1819
0.8656089,1820
0.8958497,1821
0.84457016,1822
0.99014795,1823
1.0330768,1824
1.0498899,1825
1.0526896,1826
1.0353115,1827
1.0866464,1828
1.085438,1829
1.0381113,1830
0.89972275,1831
1.1646835,1832
1.1214308,1833
1.1455195,1834
1.0344118,1835
1.1288335,1836
1.0297695,1837
1.241453,1838
0.97189915,1839
0.86803174,1840
0.8359753,1841
1.1097212,1842
0.90452373,1843
1.0060624,1844
1.272387,1845
1.381429,1846
1.1008642,1847
1.206205,1848
1.245714,1849
1.2735937,1850
1.3268331,1851
1.1499037,1852
1.3769425,1853
1.1213831,1854
1.2510786,1855
1.1621575,1856
1.2680037,1857
1.1758133,1858
1.1414653,1859
1.1927987,1860
1.3108324,1861
1.2351657,1862
1.1820738,1863
1.3748162,1864
1.3741994,1865
1.0612445,1866
1.087514,1867
0.7685629,1868
0.8099857,1869
0.9728456,1870
0.9360666,1871
1.0351369,1872
1.2132975,1873
1.1434885,1874
1.1932563,1875
1.0208231,1876
0.93770576,1877
0.98265564,1878
1.0309522,1879
0.983458,1880
0.9923153,1881
0.85984737,1882
0.9605208,1883
0.98035604,1884
0.9944155,1885
1.1755997,1886
1.371401,1887
1.399194,1888
1.4382544,1889
1.6377438,1890
1.5316219,1891
1.4112027,1892
1.3208257,1893
1.5718281,1894
1.7619772,1895
1.2096997,1896
1.62375,1897
1.5525472,1898
1.4848884,1899
1.5806018,1900
1.727537,1901
1.6893493,1902
1.3950675,1903
1.2701732,1904
1.5392292,1905
1.1147368,1906
1.3553344,1907
1.4432571,1908
1.0672309,1909
0.95748883,1910
0.78998584,1911
1.044335,1912
0.8099366,1913
0.84231323,1914
1.012233,1915
1.0487711,1916
1.0077873,1917
1.0755655,1918
1.0962926,1919
1.2669266,1920
1.3189721,1921
1.1337342,1922
1.1339483,1923
1.3044832,1924
1.2523304,1925
1.3209085,1926
1.305075,1927
1.3383805,1928
1.3586371,1929
1.3576767,1930
1.4737847,1931
1.1083567,1932
1.1480489,1933
1.3806036,1934
1.0951687,1935
1.4321036,1936
1.247159,1937
1.292353,1938
1.3653358,1939
1.2666823,1940
1.1328644,1941
0.4433111,1942
0.15632424,1943
0.36758503,1944
0.46345577,1945
0.6185415,1946
1.5307916,1947
1.0591723,1948
1.1167375,1949
1.2347451,1950
1.2926886,1951
1.2727802,1952
1.430519,1953
1.414842,1954
1.1243842,1955
1.0650865,1956
1.1036389,1957
0.9408019,1958
0.9114475,1959
0.88481003,1960
1.0291002,1961
0.927069,1962
1.0941595,1963
1.2209767,1964
1.4107317,1965
1.3516554,1966
1.2953273,1967
1.6807024,1968
1.6176853,1969
1.2435747,1970
0.008263752,1971
-0.13538617,1972
-0.18956673,1973
-0.16576102,1974
0.62687427,1975
1.2131722,1976
1.0779563,1977
1.0442095,1978
1.2122766,1979
1.4022772,1980
1.4008713,1981
1.4052471,1982
1.4610354,1983
1.4989265,1984
1.6139644,1985
1.6508677,1986
1.5999064,1987
1.6895796,1988
1.4615911,1989
1.7442935,1990
1.7433562,1991
0.48545426,1992
0.29212266,1993
0.68989104,1994
0.47140673,1995
0.8869541,1996
1.3639736,1997
1.5816902,1998
1.7612191,1999
1.7849863,2000
1.922819,2001
1.2150975,2002
0.88774055,2003
0.7437824,2004
0.9593239,2005
1.2046418,2006
0.9984581,2007
1.1209044,2008
1.1662669,2009
1.5441507,2010
1.6005266,2011
1.7201751,2012
1.7422256,2013
2.1704166,2014
1.3652184,2015
1.2348417,2016
1.4798459,2017
1.7732441,2018
1.4630696,2019
1.2951937,2020
1.1976554,2021
0.7544846,2022
0.87661535,2023
0.4078748,2024
0.1659967,2025
0.49645132,2026
0.65294564,2027
0.45672843,2028
1.9415766,2029
1.4000248,2030
1.2747445,2031
0.96138334,2032
0.9264683,2033
1.2165186,2034
1.1266557,2035
1.6699958,2036
1.7907392,2037
1.7941762,2038
1.9823135,2039
2.060207,2040
2.354137,2041
1.8945912,2042
1.5786674,2043
1.4127072,2044
1.8187037,2045
1.749611,2046
1.9446294,2047
2.188598,2048
1.8259995,2049
1.7423636,2050
1.2624638,2051
1.5770543,2052
1.4688616,2053
1.5425329,2054
2.6285806,2055
2.4008377,2056
1.3799785,2057
1.1928694,2058
1.2665355,2059
1.3374494,2060
1.2322227,2061
1.4653299,2062
1.351985,2063
1.4399441,2064
1.6954756,2065
1.7761767,2066
2.0010896,2067
1.9430062,2068
2.4186935,2069
2.4370012,2070
1.4039164,2071
1.3391496,2072
1.4730166,2073
1.6948413,2074
1.3531569,2075
1.4105251,2076
1.2214699,2077
1.1844016,2078
1.4562886,2079
1.9523135,2080
2.3142672,2081
2.3452935,2082
2.2994723,2083
1.4537299,2084
0.9295575,2085
1.044237,2086
0.8760307,2087
1.1405678,2088
1.6321393,2089
1.8176947,2090
1.4336134,2091
1.545029,2092
1.9021169,2093
1.9456445,2094
1.3507164,2095
1.3086784,2096
1.7749292,2097
1.0871729,2098
0.80920786,2099
1.4060116,2100
1.3883615,2101
1.3418208,2102
1.3327413,2103
1.2799743,2104
1.4378788,2105
0.8550289,2106
1.3716068,2107
1.4703801,2108
1.3090512,2109
1.7283092,2110
2.0106084,2111
1.343184,2112
1.1366006,2113
0.9649611,2114
0.93411964,2115
1.0387818,2116
1.0390931,2117
1.1370664,2118
1.2389237,2119
1.2012272,2120
1.2241588,2121
1.0224111,2122
1.4258974,2123
1.0617051,2124
1.5160301,2125
1.3123475,2126
1.5427711,2127
1.5395911,2128
1.2544085,2129
0.9812758,2130
0.961575,2131
0.9342814,2132
0.9595153,2133
1.0175323,2134
0.8625379,2135
0.94790626,2136
1.1947261,2137
1.0048175,2138
0.90959007,2139
1.0676099,2140
1.0866139,2141
1.084814,2142
1.0501171,2143
1.0701576,2144
1.1660181,2145
1.260673,2146
1.1619364,2147
1.4375463,2148
1.6073418,2149
1.5094602,2150
1.1616437,2151
1.0700265,2152
1.2612505,2153
1.2628496,2154
1.2106977,2155
1.3895196,2156
1.3692116,2157
1.534854,2158
1.8132918,2159
1.4238067,2160
1.1060631,2161
1.5819153,2162
1.1117611,2163
1.5485628,2164
1.7765455,2165
1.1580477,2166
1.0164065,2167
1.3732721,2168
1.1760982,2169
1.2606821,2170
1.2593732,2171
1.3368318,2172
1.6503104,2173
1.3281962,2174
1.4420131,2175
1.6872749,2176
1.9577388,2177
1.8291084,2178
1.9369388,2179
1.7743229,2180
1.4985347,2181
1.5437747,2182
1.385059,2183
1.570315,2184
1.5809621,2185
1.3802829,2186
1.1121314,2187
1.1725504,2188
1.8973192,2189
1.7739055,2190
-0.06919698,2191
0.023107762,2192
0.061604604,2193
0.35949758,2194
0.5843938,2195
0.9406116,2196
1.1123617,2197
1.3043147,2198
1.1134356,2199
1.278184,2200
1.327126,2201
1.3557816,2202
1.175718,2203
1.2374711,2204
1.1041915,2205
1.2738197,2206
1.2081361,2207
0.9438093,2208
1.1378529,2209
1.1672199,2210
2.0626688,2211
1.9190092,2212
2.3090725,2213
2.3788536,2214
1.0921677,2215
1.6682868,2216
1.616065,2217
1.5054965,2218
1.4707851,2219
1.9947596,2220
-0.040976394,2221
0.5584373,2222
0.8920295,2223
1.0589525,2224
0.82189864,2225
0.98376864,2226
1.2856429,2227
1.3205128,2228
1.3253245,2229
1.472368,2230
1.4886526,2231
1.4387301,2232
1.3628811,2233
1.4606793,2234
1.4790975,2235
1.3980831,2236
1.1460829,2237
1.0107819,2238
0.87748194,2239
0.6905259,2240
0.90969497,2241
0.7768086,2242
0.7731003,2243
0.95154357,2244
0.9746768,2245
0.895613,2246
0.72752404,2247
0.79589987,2248
1.0368794,2249
0.9359818,2250
1.3773108,2251
1.1963799,2252
1.1563817,2253
1.1503484,2254
1.1304115,2255
0.8571945,2256
1.1419997,2257
1.150353,2258
1.0094994,2259
0.8076102,2260
0.8312729,2261
0.8696334,2262
0.8554424,2263
0.97843033,2264
1.1223849,2265
0.90208596,2266
1.1313347,2267
0.97853523,2268
0.9681901,2269
1.0264473,2270
1.0470004,2271
1.2273347,2272
1.1033472,2273
1.0516698,2274
1.0627482,2275
1.1503016,2276
1.3038843,2277
1.2644289,2278
0.84332734,2279
0.66892904,2280
1.0809494,2281
0.8936902,2282
0.74876666,2283
0.90555346,2284
1.1563089,2285
0.9363198,2286
0.7707745,2287
1.0806782,2288
0.82926714,2289
0.70301455,2290
1.0412952,2291
1.1477126,2292
1.0621799,2293
1.1317441,2294
1.243657,2295
1.3168278,2296
1.3312347,2297
1.4403294,2298
1.5583043,2299
1.4568561,2300
1.3529419,2301
1.2068157,2302
1.5312037,2303
0.53297585,2304
0.26808828,2305
1.0089301,2306
1.4318376,2307
1.5981029,2308
1.6325499,2309
1.3636346,2310
1.3548102,2311
1.2451355,2312
1.6505238,2313
1.5936931,2314
1.7201135,2315
2.006308,2316
2.4909434,2317
2.7453532,2318
1.6225358,2319
1.5359181,2320
1.711699,2321
1.757531,2322
1.6577718,2323
1.60457,2324
1.3509209,2325
1.4264957,2326
1.346414,2327
1.3322997,2328
1.39799,2329
1.7448615,2330
1.4379666,2331
1.3447134,2332
0.9179968,2333
1.1454962,2334
1.342035,2335
1.4116802,2336
1.2931645,2337
1.4051846,2338
1.3980889,2339
1.3283312,2340
1.1141373,2341
1.0350968,2342
1.4372827,2343
1.3275309,2344
1.4764286,2345
0.9830345,2346
0.99114597,2347
0.8342807,2348
0.66363966,2349
0.6642023,2350
0.7868559,2351
0.8950299,2352
0.725771,2353
0.73864484,2354
0.869988,2355
0.8676449,2356
0.9700988,2357
0.90370125,2358
1.0106905,2359
0.9090795,2360
1.2823739,2361
1.1888565,2362
0.9223576,2363
1.087491,2364
1.0389973,2365
0.8618086,2366
1.1037136,2367
1.0726273,2368
0.98448884,2369
1.0946785,2370
1.1436723,2371
1.0948081,2372
1.0252166,2373
1.0865086,2374
1.2805144,2375
1.0985839,2376
1.1866217,2377
1.2444878,2378
1.2174051,2379
1.1440574,2380
1.2386974,2381
1.2324494,2382
1.3888059,2383
1.415308,2384
1.2390845,2385
1.1928368,2386
1.5593611,2387
1.5910466,2388
1.1384223,2389
1.0755529,2390
1.1407292,2391
1.0587527,2392
1.0090789,2393
1.0904031,2394
1.2439235,2395
0.87964755,2396
0.9232717,2397
0.9849458,2398
0.96801275,2399
1.0935125,2400
1.117085,2401
1.2091063,2402
1.1095605,2403
1.10981,2404
0.9887543,2405
1.0449858,2406
0.93064517,2407
1.0788882,2408
1.087553,2409
1.067825,2410
0.99179983,2411
1.0370301,2412
1.0417707,2413
1.1199746,2414
1.2919762,2415
1.1355853,2416
0.84231234,2417
0.98518527,2418
1.1211133,2419
1.054657,2420
1.0497563,2421
0.8293715,2422
1.0526433,2423
0.4164845,2424
0.5118601,2425
0.5162304,2426
0.53433317,2427
0.5849312,2428
1.1167159,2429
1.1497629,2430
1.0313808,2431
0.9294584,2432
0.92802274,2433
0.87101626,2434
1.0410148,2435
0.9920582,2436
1.0964723,2437
1.2968185,2438
1.0378817,2439
1.0915008,2440
0.9355627,2441
1.1670347,2442
0.97861975,2443
0.98762244,2444
1.0844071,2445
1.0259637,2446
1.0865806,2447
1.0352196,2448
0.80075616,2449
0.86196035,2450
0.7808352,2451
0.8124056,2452
0.6296225,2453
0.39918268,2454
0.4517843,2455
0.9343787,2456
1.0588384,2457
1.0808399,2458
0.92741185,2459
0.77326834,2460
0.825596,2461
0.8662791,2462
0.99270904,2463
1.0052074,2464
1.0079367,2465
1.0287421,2466
1.0138378,2467
1.0921112,2468
1.0662396,2469
1.2036026,2470
1.0462074,2471
1.0569564,2472
0.94758916,2473
0.9244923,2474
0.9644272,2475
0.9498844,2476
1.0690786,2477
1.0647203,2478
0.9940713,2479
0.96345276,2480
0.75709665,2481
0.8233811,2482
0.9167168,2483
0.919375,2484
0.899572,2485
0.97361076,2486
0.7609167,2487
0.90427214,2488
0.892217,2489
0.82941943,2490
1.1912965,2491
1.0184325,2492
0.90516365,2493
0.9534769,2494
0.9470388,2495
0.88381743,2496
0.9695652,2497
1.4640093,2498
1.3247472,2499
1.1794765,2500
1.1433635,2501
1.3417506,2502
1.1016599,2503
1.0847462,2504
1.1355993,2505
1.231479,2506
1.2401527,2507
0.9696561,2508
0.85743195,2509
1.122668,2510
1.2735051,2511
1.4022355,2512
1.351393,2513
1.4961681,2514
1.3550085,2515
1.3193725,2516
1.2132978,2517
1.2742407,2518
0.76546323,2519
0.8591722,2520
1.0013708,2521
1.0188931,2522
1.0726999,2523
1.0081846,2524
1.346627,2525
1.3042479,2526
1.2633654,2527
1.0837449,2528
1.1137558,2529
1.0054938,2530
1.1532153,2531
1.0054903,2532
1.0916843,2533
1.0330244,2534
0.66321963,2535
0.6805631,2536
0.49524227,2537
0.49393186,2538
0.87636346,2539
1.1504836,2540
1.0149453,2541
0.90496796,2542
0.82118136,2543
0.83699346,2544
0.88547087,2545
0.92264324,2546
0.96184576,2547
0.86470354,2548
0.82956547,2549
0.846195,2550
0.8652085,2551
1.1395983,2552
1.3270693,2553
1.3211408,2554
1.3660977,2555
1.0764893,2556
0.95628846,2557
1.0013438,2558
1.0175935,2559
0.92298996,2560
0.72853744,2561
0.80610496,2562
0.822468,2563
0.5517744,2564
0.4845907,2565
0.48301905,2566
1.2307811,2567
0.926028,2568
1.131558,2569
0.94238204,2570
0.7837437,2571
0.6865144,2572
0.80737746,2573
0.9096174,2574
0.8558981,2575
1.1336228,2576
0.98378825,2577
1.1410692,2578
1.0637227,2579
0.8414089,2580
1.19412,2581
0.98619163,2582
0.888242,2583
0.6941388,2584
0.905692,2585
0.60076934,2586
0.8733368,2587
1.1338115,2588
1.2549121,2589
1.1462724,2590
0.9969343,2591
1.1577567,2592
1.1854026,2593
1.1586189,2594
1.307469,2595
1.0074959,2596
1.2731267,2597
1.2581903,2598
1.081441,2599
1.1924804,2600
1.2737536,2601
1.2195932,2602
1.4493091,2603
1.1395664,2604
1.3255618,2605
1.3403231,2606
1.6524743,2607
1.1495643,2608
0.9218517,2609
0.9187081,2610
0.6366161,2611
0.8180602,2612
0.7405543,2613
0.80907077,2614
0.792268,2615
0.91186666,2616
0.9092465,2617
0.815751,2618
0.7960251,2619
0.42847815,2620
0.46491867,2621
0.613782,2622
1.1313016,2623
1.1424484,2624
1.2391322,2625
1.0557973,2626
1.1864877,2627
1.070829,2628
1.0988407,2629
1.0797857,2630
1.118044,2631
1.1118586,2632
0.99294084,2633
0.97248256,2634
1.1387038,2635
1.2997526,2636
1.154882,2637
0.9728754,2638
0.9362264,2639
1.019043,2640
1.1182102,2641
1.0422357,2642
1.3298364,2643
0.9227988,2644
0.8231866,2645
0.8598052,2646
0.86381614,2647
0.7651698,2648
1.1253178,2649
1.2129534,2650
0.9770964,2651
1.154664,2652
1.0348372,2653
1.0130309,2654
1.0315511,2655
1.1604606,2656
1.140443,2657
1.062203,2658
1.1173652,2659
1.051571,2660
1.2790637,2661
1.1774557,2662
1.4871011,2663
1.3423928,2664
1.119484,2665
1.2472004,2666
1.1561931,2667
1.1893154,2668
1.0477281,2669
1.0592144,2670
1.2385435,2671
1.2022332,2672
1.1724607,2673
1.2301745,2674
1.2182881,2675
1.1786219,2676
1.1966125,2677
1.0638275,2678
0.86707634,2679
0.9059913,2680
0.835436,2681
0.9795897,2682
1.0411828,2683
1.0967785,2684
1.0713143,2685
1.0993294,2686
0.99220264,2687
1.0586491,2688
1.0645707,2689
1.1503971,2690
1.2692546,2691
1.234321,2692
1.0716108,2693
0.97675425,2694
0.8151898,2695
0.8084658,2696
1.060681,2697
0.97627366,2698
0.9651916,2699
1.0433841,2700
1.1038686,2701
1.0552491,2702
1.1979547,2703
1.1577909,2704
1.096104,2705
0.8359162,2706
0.9562839,2707
1.0195789,2708
0.9490993,2709
0.8277153,2710
0.8544997,2711
1.0386814,2712
1.0473348,2713
1.004435,2714
1.01524,2715
0.96173245,2716
0.82785857,2717
1.2430793,2718
1.1411015,2719
1.1876873,2720
1.1493825,2721
1.2173415,2722
0.99800223,2723
0.822873,2724
0.9769688,2725
0.98318464,2726
0.94642997,2727
0.91292673,2728
0.83872426,2729
0.69576174,2730
1.0591627,2731
1.1112834,2732
1.5224555,2733
1.3036627,2734
1.3582572,2735
1.6381382,2736
1.4984312,2737
1.3944803,2738
1.4919404,2739
1.6741449,2740
1.8659614,2741
1.8572813,2742
1.7282145,2743
1.4615086,2744
1.1576155,2745
1.053197,2746
0.9636247,2747
1.0142831,2748
1.0156722,2749
0.9375346,2750
0.9443314,2751
0.97151977,2752
1.1206975,2753
1.1142912,2754
1.0900372,2755
0.93112206,2756
1.0671064,2757
1.1187919,2758
1.1207342,2759
1.3145866,2760
1.4527571,2761
1.5511441,2762
1.481768,2763
1.4776121,2764
1.5420583,2765
1.3331558,2766
1.2628062,2767
1.6314275,2768
1.6416821,2769
1.4384276,2770
1.1571084,2771
0.91993856,2772
1.0815083,2773
0.99779385,2774
1.0219908,2775
1.0255485,2776
0.9425601,2777
0.88859975,2778
0.966922,2779
1.0136783,2780
0.9861989,2781
1.132505,2782
0.99736357,2783
0.94027895,2784
0.9870702,2785
0.9438175,2786
1.1414422,2787
0.70749754,2788
0.63297236,2789
0.7586393,2790
0.77776164,2791
0.78286225,2792
0.6659006,2793
0.64983046,2794
0.86440897,2795
0.86275023,2796
0.9050628,2797
0.94959396,2798
0.89911795,2799
0.92872286,2800
1.0462052,2801
1.048979,2802
1.0379021,2803
0.98199534,2804
1.0118964,2805
1.0146887,2806
1.079931,2807
0.9389325,2808
1.0416873,2809
0.9820206,2810
1.0196303,2811
1.0468259,2812
1.1180173,2813
0.9900296,2814
0.901415,2815
0.9974651,2816
0.9221313,2817
0.90649027,2818
0.8672103,2819
0.93015903,2820
0.90178794,2821
0.8930262,2822
1.2562912,2823
1.0012538,2824
1.0568472,2825
0.9565058,2826
1.2353956,2827
1.3053154,2828
1.100335,2829
1.2175194,2830
1.0289892,2831
0.94789773,2832
0.98537016,2833
1.095823,2834
0.94528455,2835
0.8889065,2836
0.856454,2837
0.7816848,2838
0.97595626,2839
0.887318,2840
1.1595125,2841
1.3141285,2842
1.3608093,2843
1.4146054,2844
1.3055248,2845
1.0970399,2846
1.1970577,2847
1.2665632,2848
1.3155738,2849
1.2204938,2850
0.9605862,2851
1.01898,2852
0.9700486,2853
1.0406857,2854
1.3339816,2855
1.02763,2856
1.026066,2857
1.1549282,2858
1.0871984,2859
0.96074504,2860
1.0129035,2861
0.9811736,2862
0.7763116,2863
0.37829757,2864
0.36817345,2865
0.47971204,2866
0.47854942,2867
0.2921111,2868
0.86160296,2869
1.2214897,2870
0.9796494,2871
0.91907954,2872
1.0819101,2873
0.8520655,2874
0.90296566,2875
1.0759846,2876
1.0818123,2877
1.0304061,2878
0.973397,2879
1.0397772,2880
1.0507809,2881
1.0256191,2882
0.9978724,2883
1.0371679,2884
0.9583659,2885
0.91690665,2886
0.8140455,2887
0.8539644,2888
1.0454459,2889
0.94158137,2890
1.0266037,2891
0.7505473,2892
0.737256,2893
0.80220854,2894
0.6446123,2895
1.2303543,2896
1.1164545,2897
1.0384576,2898
0.84370553,2899
0.9550116,2900
0.91819584,2901
1.0450892,2902
0.92692053,2903
1.109119,2904
0.85573083,2905
0.9655833,2906
0.9384226,2907
1.2012496,2908
0.9305902,2909
1.0014014,2910
1.3037474,2911
1.0662026,2912
1.0922942,2913
1.0238814,2914
0.93874395,2915
0.98563695,2916
0.98584706,2917
1.0016458,2918
1.1756897,2919
1.0979592,2920
1.1024495,2921
1.1917069,2922
0.71574086,2923
0.8443844,2924
0.93876255,2925
0.9419478,2926
0.7946022,2927
0.60363793,2928
0.6905741,2929
0.84172606,2930
0.9784992,2931
1.1111811,2932
1.0756193,2933
0.93650424,2934
0.87250996,2935
0.99050516,2936
1.2606887,2937
1.3565587,2938
1.0759075,2939
1.1901306,2940
1.2180948,2941
1.1662161,2942
1.1543603,2943
1.1758698,2944
1.0186622,2945
1.3220596,2946
1.3004637,2947
1.4078643,2948
0.99297166,2949
1.1118307,2950
1.0261909,2951
1.2729273,2952
1.2405467,2953
1.056445,2954
0.9814401,2955
1.0617046,2956
1.0245181,2957
1.0196253,2958
0.9618729,2959
1.2046669,2960
1.1837898,2961
1.15016,2962
1.208317,2963
1.0895284,2964
1.0713507,2965
1.1751577,2966
1.1252584,2967
1.0010973,2968
0.75239336,2969
0.8465862,2970
0.8260189,2971
1.107733,2972
0.71404123,2973
0.78205687,2974
0.80207115,2975
0.95911777,2976
0.91129774,2977
0.76638937,2978
1.1349953,2979
1.3307575,2980
1.3090891,2981
1.1006154,2982
1.203997,2983
1.2169957,2984
1.1521208,2985
0.9272939,2986
1.2160336,2987
1.411032,2988
1.3858851,2989
1.0867288,2990
0.9011458,2991
1.1853291,2992
1.1228492,2993
1.1123691,2994
1.0698932,2995
1.0234524,2996
1.0356597,2997
1.0773578,2998
1.0604181,2999
1.1013752,3000
1.1308544,3001
1.2528186,3002
1.1786934,3003
0.976821,3004
1.103224,3005
0.7213523,3006
0.88342375,3007
1.1512831,3008
0.9088243,3009
0.96270066,3010
0.87879795,3011
1.0427167,3012
0.99275887,3013
0.9543563,3014
0.94202477,3015
0.96058196,3016
1.0888414,3017
1.0519049,3018
0.9704218,3019
1.3053275,3020
0.9104333,3021
0.7242871,3022
0.66855097,3023
0.82388794,3024
0.73208505,3025
0.76869196,3026
0.9381857,3027
1.085914,3028
0.9634206,3029
0.83471936,3030
1.056121,3031
0.8917385,3032
1.1315815,3033
1.1775191,3034
1.0986446,3035
1.0085409,3036
1.1000661,3037
0.929361,3038
0.8984088,3039
0.91224873,3040
1.0225503,3041
0.9913894,3042
1.097684,3043
0.9996205,3044
0.91644806,3045
0.69239604,3046
0.82512254,3047
0.81647563,3048
0.8994322,3049
0.899252,3050
0.8038018,3051
0.9128471,3052
0.8226618,3053
0.848623,3054
0.9625302,3055
0.85435176,3056
0.8213106,3057
0.9075521,3058
0.75092906,3059
1.0311668,3060
1.0065784,3061
1.3393683,3062
1.130072,3063
1.1454114,3064
1.2436,3065
1.0285617,3066
0.89346194,3067
1.0090243,3068
0.9270638,3069
0.8735663,3070
0.7521451,3071
0.8020537,3072
0.88586897,3073
1.1332572,3074
1.2777581,3075
1.1246091,3076
1.2798262,3077
1.1512437,3078
0.9870228,3079
0.9268166,3080
0.94969445,3081
1.3812277,3082
1.1327155,3083
1.2093666,3084
1.3295723,3085
1.2347146,3086
1.1851975,3087
1.276265,3088
1.3789765,3089
1.1746845,3090
1.2602473,3091
1.1088562,3092
1.1898215,3093
1.2614993,3094
0.7966423,3095
0.44677177,3096
0.42320704,3097
0.18300489,3098
0.13745518,3099
0.398506,3100
0.15399769,3101
1.1574589,3102
1.1596783,3103
1.0531853,3104
0.8885194,3105
0.8474843,3106
0.87812674,3107
0.82590294,3108
0.86537945,3109
0.9584899,3110
0.94315785,3111
0.8362182,3112
0.80530965,3113
0.978369,3114
0.75036293,3115
1.2821336,3116
1.1120232,3117
1.0460012,3118
0.9342094,3119
0.8913394,3120
0.93938506,3121
1.0386176,3122
0.98966736,3123
0.995101,3124
0.9930475,3125
0.96680105,3126
1.0427594,3127
1.086414,3128
1.3128744,3129
1.2253393,3130
1.1522295,3131
0.8747714,3132
0.700373,3133
0.67363757,3134
0.63502926,3135
0.5102852,3136
0.8480091,3137
0.69349176,3138
0.7616562,3139
0.7023092,3140
0.57494354,3141
0.9142233,3142
1.1901515,3143
1.117797,3144
1.2221597,3145
0.97467715,3146
0.7752432,3147
0.88154334,3148
0.9948777,3149
0.98966974,3150
1.0659161,3151
1.1480457,3152
1.224774,3153
1.2119777,3154
1.0706323,3155
1.079276,3156
1.2238071,3157
0.92235374,3158
0.7594585,3159
0.6525287,3160
0.49002632,3161
0.68136233,3162
0.53507054,3163
0.92541504,3164
0.8378879,3165
0.80305195,3166
0.5793997,3167
0.5840343,3168
0.54470366,3169
0.61554754,3170
1.4137005,3171
1.2803556,3172
1.077057,3173
1.1665953,3174
1.3075477,3175
1.375032,3176
1.2004318,3177
1.2673054,3178
1.0783935,3179
0.93141836,3180
0.7941687,3181
0.6639495,3182
0.77046436,3183
0.8652862,3184
1.098412,3185
1.4749516,3186
1.3050327,3187
0.85450906,3188
1.6610205,3189
1.610878,3190
1.0511657,3191
1.0838346,3192
0.79039514,3193
0.8019713,3194
0.7786021,3195
0.9723876,3196
0.9993771,3197
1.6094067,3198
1.7403102,3199
1.685646,3200
1.7174686,3201
1.7996644,3202
1.7799885,3203
