@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.04662492,4134.375,14.0,737
0.03693219,2540.918,1.0,738
0.040156692,732.1289,7.0,739
0.047480937,3919.043,27.0,740
0.046038967,2497.8516,10.0,741
0.037361775,3660.6445,6.0,742
0.04438891,2196.3867,15.0,743
0.06375883,2411.7188,21.0,744
0.06112348,904.39453,14.0,745
0.039864227,1248.9258,13.0,746
0.040573947,2411.7188,9.0,747
0.041344374,1033.5938,16.0,748
0.038444053,1679.5898,16.0,749
0.024909433,4995.703,174.0,750
0.039072458,2627.0508,13.0,751
0.054171495,3186.914,191.0,752
0.055775046,3273.0469,18.0,753
0.058449924,2971.582,11.0,754
0.0558608,775.1953,6.0,755
0.041990176,3143.8477,6.0,756
0.041887578,3359.1797,15.0,757
0.059942525,3186.914,13.0,758
0.052195095,2627.0508,19.0,759
0.03534511,2885.4492,8.0,760
0.03189651,2756.25,13.0,761
0.059775617,645.9961,6.0,762
0.046262335,3273.0469,19.0,763
0.056463048,2627.0508,17.0,764
0.03850386,3316.1133,16.0,765
0.045583636,775.1953,5.0,766
0.035547536,1981.0547,19.0,767
0.023670048,2928.5156,3.0,768
NaN,NaN,NaN,769
0.022658186,3660.6445,11.0,770
0.051558126,3359.1797,14.0,771
0.05106969,2497.8516,18.0,772
0.03586815,1248.9258,9.0,773
0.076438926,2713.1836,15.0,774
0.036171567,3746.7773,178.0,775
0.0697913,2885.4492,17.0,776
0.0624251,1248.9258,8.0,777
0.05662615,1765.7227,19.0,778
0.056567106,2454.7852,17.0,779
0.07938554,861.3281,11.0,780
0.06331384,818.2617,11.0,781
0.066120826,2239.4531,14.0,782
0.050981387,1679.5898,12.0,783
0.04977679,3660.6445,11.0,784
0.04889897,1808.7891,9.0,785
0.059072807,1464.2578,4.0,786
0.08786516,2799.3164,11.0,787
0.063401505,3316.1133,21.0,788
0.08344897,1248.9258,5.0,789
0.054499306,5038.7695,168.0,790
0.05455327,1593.457,8.0,791
0.035066076,2756.25,10.0,792
0.05528144,3359.1797,17.0,793
0.053480186,1291.9922,12.0,794
0.036672678,1679.5898,16.0,795
0.027589507,1248.9258,14.0,796
0.02469033,2583.9844,11.0,797
0.025294906,3359.1797,16.0,798
0.03289858,2670.1172,13.0,799
0.078246236,473.73047,7.0,800
0.043941654,3359.1797,19.0,801
0.04671877,3703.711,21.0,802
0.051568236,3229.9805,15.0,803
0.043832082,1593.457,22.0,804
0.033740222,1291.9922,8.0,805
0.06957359,2497.8516,12.0,806
0.058980796,2067.1875,17.0,807
0.037027847,3746.7773,49.0,808
0.03905739,3875.9766,167.0,809
0.033000845,6158.496,20.0,810
0.028155254,6201.5625,125.0,811
0.02290758,6201.5625,9.0,812
0.043699536,559.8633,5.0,813
0.04512765,1593.457,20.0,814
0.020498289,7235.1562,103.0,815
0.025356615,5426.367,18.0,816
0.03478818,3832.9102,42.0,817
0.038550947,2024.1211,12.0,818
0.057502992,1851.8555,10.0,819
0.07228379,645.9961,14.0,820
0.07398039,3316.1133,9.0,821
0.06131387,2454.7852,14.0,822
0.06403742,2497.8516,6.0,823
0.053163145,990.52734,22.0,824
0.03951291,2024.1211,20.0,825
0.048112117,1033.5938,10.0,826
0.05578927,1808.7891,9.0,827
0.050719064,3660.6445,171.0,828
0.04828884,2885.4492,7.0,829
0.03727355,1851.8555,20.0,830
0.056281757,1981.0547,18.0,831
0.06819278,2067.1875,11.0,832
0.052951414,2239.4531,6.0,833
0.04856954,3402.246,8.0,834
0.049296297,2024.1211,14.0,835
0.037800767,3229.9805,9.0,836
0.06655489,1636.5234,10.0,837
0.0464888,2756.25,17.0,838
0.04475707,4177.4414,167.0,839
0.05336752,3617.5781,15.0,840
0.044690613,2799.3164,16.0,841
0.038977306,3574.5117,184.0,842
0.03794943,2067.1875,13.0,843
0.044991355,3316.1133,5.0,844
0.047300402,2368.6523,8.0,845
0.05521099,3574.5117,8.0,846
0.049781185,1894.9219,18.0,847
0.06021832,3273.0469,16.0,848
0.05068193,1291.9922,8.0,849
0.055415746,2540.918,9.0,850
0.056691125,3359.1797,33.0,851
0.049163587,3875.9766,30.0,852
0.050137512,3057.7148,12.0,853
0.032303777,2067.1875,18.0,854
0.07718127,689.0625,17.0,855
0.039721664,1033.5938,17.0,856
0.038154013,2239.4531,15.0,857
0.047291618,430.66406,8.0,858
0.05211932,3875.9766,37.0,859
0.03420028,1550.3906,19.0,860
0.05180715,2799.3164,6.0,861
0.052217856,1679.5898,15.0,862
0.04695121,2928.5156,11.0,863
0.046884302,1248.9258,13.0,864
0.06337562,861.3281,15.0,865
0.048298914,516.7969,1.0,866
0.042291623,3703.711,174.0,867
0.038657296,732.1289,12.0,868
0.050438263,689.0625,4.0,869
0.041304566,1636.5234,15.0,870
0.042586036,1679.5898,23.0,871
0.0354988,3703.711,171.0,872
0.042591445,3273.0469,13.0,873
0.055188056,3143.8477,22.0,874
0.050477657,1119.7266,8.0,875
0.06004689,1808.7891,19.0,876
0.040216148,947.46094,15.0,877
0.06619132,387.59766,4.0,878
0.05509298,2368.6523,8.0,879
0.0490905,2885.4492,5.0,880
0.04755306,3057.7148,12.0,881
0.03417729,3229.9805,5.0,882
0.053168956,3014.6484,11.0,883
0.06229284,1248.9258,27.0,884
0.055537637,3316.1133,13.0,885
0.051841445,1851.8555,22.0,886
0.05846292,3186.914,14.0,887
0.056906052,2454.7852,4.0,888
0.042531677,2799.3164,8.0,889
0.04116654,2885.4492,10.0,890
0.033817872,1464.2578,8.0,891
0.044971988,2196.3867,15.0,892
0.03905448,4995.703,140.0,893
0.030287744,3445.3125,6.0,894
0.054145228,430.66406,9.0,895
0.04543059,2971.582,5.0,896
0.04819739,2497.8516,18.0,897
0.028348962,2067.1875,25.0,898
0.023380842,3273.0469,21.0,899
0.023268638,2454.7852,23.0,900
0.021553677,3402.246,71.0,901
0.04405721,3273.0469,25.0,902
0.054353017,2713.1836,16.0,903
0.050109174,2239.4531,10.0,904
0.03823976,1808.7891,11.0,905
0.03376588,2497.8516,20.0,906
0.04086695,3014.6484,12.0,907
0.04450598,1335.0586,13.0,908
0.06471808,3014.6484,3.0,909
0.043330923,3057.7148,4.0,910
0.03817562,732.1289,8.0,911
0.023072226,6546.0938,164.0,912
0.030746255,4995.703,167.0,913
0.027634725,4995.703,42.0,914
0.026350727,5167.9688,79.0,915
0.04156218,2411.7188,19.0,916
0.05429948,4048.2422,20.0,917
0.03765092,775.1953,4.0,918
0.031263135,6158.496,114.0,919
0.025084363,5340.2344,11.0,920
0.03372394,4306.6406,18.0,921
0.037050653,1119.7266,35.0,922
0.047070935,2885.4492,15.0,923
0.05301175,689.0625,13.0,924
0.026876165,5340.2344,54.0,925
0.022352343,6201.5625,18.0,926
0.027711201,2497.8516,23.0,927
0.034343258,1205.8594,10.0,928
0.040280506,2368.6523,7.0,929
0.051606413,2368.6523,26.0,930
0.052533984,2583.9844,8.0,931
0.036549438,2540.918,3.0,932
0.063234314,990.52734,22.0,933
0.049273156,3617.5781,178.0,934
0.05447718,3057.7148,22.0,935
0.06598554,3014.6484,8.0,936
0.046718888,3746.7773,177.0,937
0.05252887,775.1953,17.0,938
0.035949107,818.2617,16.0,939
0.034764215,1765.7227,22.0,940
0.03706461,2239.4531,41.0,941
0.04155191,1765.7227,9.0,942
0.043358915,818.2617,10.0,943
0.058284447,2153.3203,16.0,944
0.046893302,818.2617,11.0,945
0.036743496,387.59766,1.0,946
0.051636863,2282.5195,20.0,947
0.05303926,818.2617,12.0,948
0.03679653,2411.7188,30.0,949
0.0267144,3186.914,12.0,950
0.03284165,1076.6602,1.0,951
0.037356485,1119.7266,4.0,952
0.03861004,2583.9844,16.0,953
0.037096992,3875.9766,19.0,954
0.03707496,1162.793,12.0,955
0.07725498,3875.9766,23.0,956
0.054838993,3014.6484,10.0,957
0.0459077,3832.9102,44.0,958
0.049910232,1894.9219,11.0,959
0.046449505,1636.5234,18.0,960
0.042904038,2583.9844,3.0,961
0.06120909,2885.4492,19.0,962
0.042432904,3962.1094,168.0,963
0.04332349,904.39453,32.0,964
0.070088565,2325.586,17.0,965
0.038250536,2153.3203,12.0,966
0.039758224,947.46094,18.0,967
0.0459969,3359.1797,17.0,968
0.035821285,1076.6602,8.0,969
0.056457918,1679.5898,21.0,970
0.049432743,1033.5938,17.0,971
0.057757262,645.9961,7.0,972
0.04115687,775.1953,8.0,973
0.04245109,1421.1914,11.0,974
0.045869265,2454.7852,14.0,975
0.050315958,2497.8516,12.0,976
0.052074473,3100.7812,18.0,977
0.040025644,2368.6523,5.0,978
0.05747231,1679.5898,31.0,979
0.034342613,2368.6523,1.0,980
0.04246951,2756.25,17.0,981
0.042025786,3316.1133,11.0,982
0.041349377,2756.25,13.0,983
0.06261143,1119.7266,12.0,984
0.0573183,3703.711,29.0,985
0.076012425,2368.6523,14.0,986
0.06706947,2971.582,24.0,987
0.06229703,516.7969,5.0,988
0.04836974,2756.25,11.0,989
0.042214822,4995.703,106.0,990
0.051544312,3574.5117,11.0,991
0.0713372,2799.3164,10.0,992
0.043013748,2411.7188,11.0,993
0.048783988,990.52734,22.0,994
0.04639565,4134.375,169.0,995
0.04472547,3660.6445,42.0,996
0.052346237,2799.3164,8.0,997
0.05101448,732.1289,5.0,998
0.044572446,3316.1133,9.0,999
0.052945904,3402.246,15.0,1000
0.04674732,2196.3867,14.0,1001
0.047803823,1464.2578,2.0,1002
0.032887835,4995.703,170.0,1003
0.044739638,3919.043,177.0,1004
0.044562455,3057.7148,11.0,1005
0.058357626,2713.1836,11.0,1006
0.054271787,2497.8516,14.0,1007
0.037841443,2110.254,7.0,1008
0.044867095,2842.3828,18.0,1009
NaN,NaN,NaN,1010
0.027248438,2799.3164,196.0,1011
0.028756045,3316.1133,9.0,1012
0.06838858,1076.6602,25.0,1013
0.036686193,3186.914,13.0,1014
0.043010753,2627.0508,6.0,1015
0.025650643,3962.1094,168.0,1016
0.02079574,7838.086,140.0,1017
0.06631538,2756.25,16.0,1018
0.05522646,2239.4531,7.0,1019
0.03746649,947.46094,32.0,1020
0.04527269,1033.5938,8.0,1021
0.03450234,1076.6602,6.0,1022
0.03924559,43.066406,1.0,1023
0.0264068,732.1289,1.0,1024
0.01471665,2110.254,68.0,1025
0.040799946,1937.9883,6.0,1026
0.083704375,1593.457,16.0,1027
0.06410295,3359.1797,11.0,1028
0.06214234,1722.6562,10.0,1029
0.058225,2842.3828,13.0,1030
0.046976294,2928.5156,51.0,1031
0.07050226,3273.0469,21.0,1032
0.0516749,3574.5117,6.0,1033
0.050384082,3660.6445,14.0,1034
0.08248241,86.13281,3.0,1035
0.065954946,2756.25,99.0,1036
0.031750757,2411.7188,2.0,1037
0.051131483,3273.0469,20.0,1038
0.026210291,5684.7656,42.0,1039
0.037215106,2928.5156,84.0,1040
0.04939911,1636.5234,19.0,1041
0.057429485,2411.7188,21.0,1042
0.056043707,732.1289,10.0,1043
0.041311715,2497.8516,8.0,1044
0.028635329,3746.7773,14.0,1045
0.023209713,6976.758,56.0,1046
0.017820243,1593.457,18.0,1047
0.06272077,1291.9922,13.0,1048
0.044462316,2583.9844,3.0,1049
0.030178323,3143.8477,16.0,1050
0.028925633,2928.5156,13.0,1051
0.024408484,3746.7773,82.0,1052
0.01440143,5254.1016,134.0,1053
0.02146236,2627.0508,4.0,1054
0.054686867,2411.7188,32.0,1055
0.052404474,3574.5117,9.0,1056
0.06349181,1162.793,26.0,1057
0.026465692,2756.25,19.0,1058
0.023033181,3746.7773,171.0,1059
0.026049037,861.3281,4.0,1060
0.07412701,1378.125,25.0,1061
0.06636588,3703.711,7.0,1062
0.06632993,215.33203,5.0,1063
0.0598843,2670.1172,23.0,1064
0.036034334,3359.1797,201.0,1065
0.034556217,1464.2578,29.0,1066
0.0191907,904.39453,6.0,1067
0.042634208,4694.2383,81.0,1068
0.0412098,1636.5234,12.0,1069
0.07621546,2583.9844,27.0,1070
0.062495112,2325.586,37.0,1071
0.039817292,818.2617,5.0,1072
0.029578652,3488.379,1.0,1073
0.014575568,10163.672,20.0,1074
0.04899113,3574.5117,6.0,1075
0.08288969,1378.125,17.0,1076
0.09992828,2756.25,13.0,1077
0.0643354,3531.4453,24.0,1078
0.079117045,3143.8477,8.0,1079
0.04762312,2454.7852,8.0,1080
0.040239442,2325.586,3.0,1081
0.058858927,1076.6602,4.0,1082
0.08521333,2713.1836,10.0,1083
0.07952861,3703.711,10.0,1084
0.09123242,1076.6602,12.0,1085
0.10220746,3316.1133,10.0,1086
0.080138914,129.19922,3.0,1087
0.050323825,2411.7188,25.0,1088
0.05286264,3703.711,189.0,1089
0.06652147,473.73047,2.0,1090
0.04952538,2799.3164,18.0,1091
0.04751839,3531.4453,180.0,1092
0.024633517,3789.8438,168.0,1093
NaN,NaN,NaN,1094
0.031467028,732.1289,1.0,1095
0.043973807,2411.7188,37.0,1096
0.0436867,1033.5938,28.0,1097
0.040598247,1033.5938,37.0,1098
0.021166485,2885.4492,23.0,1099
0.015419849,7235.1562,127.0,1100
NaN,NaN,NaN,1101
0.04540081,1937.9883,13.0,1102
0.070909314,1335.0586,6.0,1103
0.06344531,2799.3164,5.0,1104
0.06747158,990.52734,5.0,1105
0.052790817,3186.914,8.0,1106
0.06582588,3445.3125,182.0,1107
0.044214677,3143.8477,6.0,1108
0.04906614,2971.582,6.0,1109
0.045681756,3746.7773,12.0,1110
0.02663787,732.1289,23.0,1111
0.029414868,1636.5234,19.0,1112
0.043141145,3832.9102,6.0,1113
0.02538388,3919.043,165.0,1114
0.028446825,2713.1836,11.0,1115
0.042845592,3273.0469,5.0,1116
0.049831577,2756.25,5.0,1117
0.06726242,2713.1836,7.0,1118
0.059928086,3143.8477,3.0,1119
0.03379649,2411.7188,3.0,1120
NaN,NaN,NaN,1121
0.010570633,1851.8555,15.0,1122
0.051419254,7967.285,76.0,1123
0.04303156,4909.5703,47.0,1124
0.040915888,6029.297,116.0,1125
0.028069867,1248.9258,10.0,1126
NaN,NaN,NaN,1127
NaN,NaN,NaN,1128
0.053638723,1119.7266,7.0,1129
0.05516157,2756.25,5.0,1130
0.06727899,2454.7852,21.0,1131
0.02307261,818.2617,2.0,1132
0.02517642,2497.8516,9.0,1133
NaN,NaN,NaN,1134
NaN,NaN,NaN,1135
NaN,NaN,NaN,1136
0.062035497,3703.711,15.0,1137
0.06875095,3746.7773,176.0,1138
0.064436965,2583.9844,13.0,1139
0.043602508,1851.8555,32.0,1140
0.03399467,3919.043,9.0,1141
0.04243713,473.73047,8.0,1142
0.038592458,2110.254,21.0,1143
0.058760315,2368.6523,8.0,1144
0.10910264,3229.9805,15.0,1145
0.0786454,1851.8555,27.0,1146
0.060824674,3273.0469,22.0,1147
0.023030868,2799.3164,5.0,1148
0.011557726,1722.6562,9.0,1149
0.043783855,3143.8477,18.0,1150
NaN,NaN,NaN,1151
0.06792538,2670.1172,18.0,1152
0.049096342,2799.3164,10.0,1153
NaN,NaN,NaN,1154
NaN,NaN,NaN,1155
NaN,NaN,NaN,1156
0.0224416,3746.7773,189.0,1157
0.08170888,3703.711,180.0,1158
0.048695605,3789.8438,172.0,1159
0.029922288,1033.5938,39.0,1160
0.025389988,732.1289,9.0,1161
0.015175893,2713.1836,2.0,1162
0.011256882,3316.1133,191.0,1163
0.03499121,3574.5117,25.0,1164
0.0527331,3359.1797,3.0,1165
0.07864345,258.39844,11.0,1166
0.06816353,3014.6484,29.0,1167
0.028492318,3574.5117,179.0,1168
0.05137672,1378.125,11.0,1169
0.034269664,1378.125,11.0,1170
0.033502303,3359.1797,183.0,1171
0.08541014,2540.918,10.0,1172
0.07422667,3574.5117,173.0,1173
0.076429404,3273.0469,13.0,1174
0.021837031,3574.5117,66.0,1175
0.046413798,5943.164,25.0,1176
0.039438758,5124.9023,14.0,1177
0.0539399,1550.3906,28.0,1178
0.035711814,3057.7148,2.0,1179
0.052530967,689.0625,28.0,1180
0.0364673,2497.8516,6.0,1181
0.029995628,2153.3203,18.0,1182
0.020366246,5943.164,138.0,1183
NaN,NaN,NaN,1184
0.07725716,2411.7188,12.0,1185
0.077327296,2239.4531,7.0,1186
0.067797475,3229.9805,12.0,1187
0.067560464,947.46094,19.0,1188
0.070363626,3229.9805,20.0,1189
0.06356109,3359.1797,6.0,1190
0.08390257,1765.7227,15.0,1191
0.112368554,1808.7891,11.0,1192
0.052030485,689.0625,3.0,1193
0.07367722,3488.379,13.0,1194
0.09928703,2583.9844,8.0,1195
0.07576575,387.59766,6.0,1196
0.075594954,3229.9805,7.0,1197
0.09443592,430.66406,9.0,1198
0.07428966,3488.379,13.0,1199
0.06701785,3531.4453,179.0,1200
0.040454257,3100.7812,19.0,1201
0.06418601,2713.1836,14.0,1202
0.073229976,1033.5938,10.0,1203
0.03663978,2583.9844,5.0,1204
0.04812622,1507.3242,20.0,1205
0.08117196,3574.5117,178.0,1206
0.05318291,3531.4453,181.0,1207
0.03390113,2282.5195,8.0,1208
0.03292413,3574.5117,40.0,1209
0.016484383,3746.7773,36.0,1210
0.018493202,4651.172,95.0,1211
0.039358415,4952.6367,36.0,1212
0.06282974,2153.3203,49.0,1213
0.03847558,3875.9766,24.0,1214
0.05163376,3660.6445,22.0,1215
0.04979308,2627.0508,9.0,1216
0.043845303,473.73047,40.0,1217
NaN,NaN,NaN,1218
0.024963444,473.73047,7.0,1219
0.06013784,3273.0469,1.0,1220
0.057721235,2583.9844,14.0,1221
0.06681831,2282.5195,16.0,1222
0.07291351,2885.4492,7.0,1223
0.042319566,2067.1875,3.0,1224
0.021824688,2583.9844,196.0,1225
0.04544534,1162.793,1.0,1226
0.056046043,775.1953,3.0,1227
0.08095121,3229.9805,12.0,1228
0.04152832,3186.914,19.0,1229
0.050419815,3660.6445,171.0,1230
NaN,NaN,NaN,1231
0.007053258,1421.1914,2.0,1232
0.05703052,1722.6562,20.0,1233
0.040767595,3316.1133,8.0,1234
0.057239432,3488.379,30.0,1235
0.033214755,7407.422,84.0,1236
0.025008554,2540.918,24.0,1237
0.03100991,9948.34,57.0,1238
0.04079448,7364.3555,121.0,1239
0.037889615,3488.379,5.0,1240
0.046937555,5081.836,156.0,1241
0.045196697,2670.1172,194.0,1242
0.040203612,3617.5781,178.0,1243
0.031827062,5081.836,16.0,1244
0.030555189,645.9961,47.0,1245
0.02328367,7450.4883,30.0,1246
0.06416494,1593.457,22.0,1247
0.06620839,2282.5195,26.0,1248
0.05080379,1421.1914,25.0,1249
0.07402678,3273.0469,13.0,1250
0.05599082,2411.7188,8.0,1251
0.032888178,5081.836,8.0,1252
0.04575063,1033.5938,10.0,1253
0.048603326,3229.9805,7.0,1254
0.05461798,2842.3828,10.0,1255
0.0921471,3229.9805,19.0,1256
0.04174444,2411.7188,33.0,1257
0.051792875,43.066406,1.0,1258
0.0738546,2411.7188,8.0,1259
0.06324137,2497.8516,11.0,1260
0.0380647,3531.4453,174.0,1261
0.047505964,732.1289,1.0,1262
0.04311687,689.0625,3.0,1263
0.04411182,2885.4492,3.0,1264
0.06367494,5727.832,99.0,1265
0.08050776,3531.4453,11.0,1266
0.06011156,3574.5117,79.0,1267
0.06331477,689.0625,2.0,1268
0.049746905,2497.8516,22.0,1269
0.06833657,645.9961,3.0,1270
0.045154773,2583.9844,16.0,1271
0.10660899,3574.5117,179.0,1272
0.105768934,645.9961,4.0,1273
0.075616196,645.9961,3.0,1274
0.059667394,645.9961,4.0,1275
0.039475027,2411.7188,23.0,1276
0.03990462,2713.1836,9.0,1277
0.06265981,2885.4492,17.0,1278
0.059748687,2411.7188,5.0,1279
0.02550826,3832.9102,170.0,1280
0.04890742,602.9297,4.0,1281
0.03972581,2713.1836,5.0,1282
0.048704408,2756.25,17.0,1283
0.031052941,2368.6523,26.0,1284
0.02990114,1421.1914,13.0,1285
0.05220256,387.59766,11.0,1286
0.044426613,3359.1797,179.0,1287
0.058093965,1033.5938,11.0,1288
NaN,NaN,NaN,1289
0.04795888,3014.6484,15.0,1290
0.049968127,2885.4492,12.0,1291
0.03877959,2411.7188,12.0,1292
0.04787635,3316.1133,184.0,1293
0.046095654,3273.0469,15.0,1294
0.041656904,1033.5938,6.0,1295
0.041986905,2368.6523,20.0,1296
0.0638296,2713.1836,40.0,1297
0.051720157,2928.5156,13.0,1298
0.04698181,904.39453,31.0,1299
0.039742116,3273.0469,6.0,1300
0.05621625,732.1289,5.0,1301
0.046131205,1808.7891,21.0,1302
0.03492193,1076.6602,19.0,1303
0.052225042,3488.379,12.0,1304
0.057461314,2411.7188,25.0,1305
0.06797468,3531.4453,15.0,1306
0.09150956,2713.1836,17.0,1307
0.071373105,3746.7773,175.0,1308
0.076830156,2756.25,12.0,1309
0.04384471,2928.5156,13.0,1310
0.059919387,1076.6602,10.0,1311
0.03710799,2799.3164,18.0,1312
0.08135673,1076.6602,28.0,1313
0.08235077,1033.5938,36.0,1314
0.06259863,1033.5938,39.0,1315
0.08793151,2497.8516,24.0,1316
0.07075075,602.9297,1.0,1317
0.04296904,1550.3906,21.0,1318
0.054938164,1636.5234,29.0,1319
0.11879517,1033.5938,38.0,1320
0.054771647,645.9961,3.0,1321
0.03456552,2110.254,34.0,1322
0.038519602,1076.6602,3.0,1323
0.05892006,2540.918,28.0,1324
0.02465617,1765.7227,16.0,1325
0.082338504,1033.5938,11.0,1326
0.043688007,1076.6602,29.0,1327
0.051201455,2325.586,14.0,1328
0.07904037,3746.7773,19.0,1329
0.07293722,1033.5938,17.0,1330
0.068462215,645.9961,6.0,1331
0.058783423,2670.1172,22.0,1332
0.04397723,2110.254,13.0,1333
0.060425762,3746.7773,169.0,1334
0.08643702,86.13281,2.0,1335
0.061594166,3703.711,12.0,1336
0.047786497,3186.914,13.0,1337
0.041662827,3316.1133,5.0,1338
0.071765795,3531.4453,17.0,1339
0.05810071,645.9961,4.0,1340
0.061704163,645.9961,3.0,1341
0.07616898,3531.4453,179.0,1342
0.06974676,2454.7852,24.0,1343
0.047817823,3789.8438,175.0,1344
0.042455103,3402.246,13.0,1345
0.066577464,2799.3164,23.0,1346
0.056629602,2885.4492,22.0,1347
0.05012796,3531.4453,187.0,1348
0.037234984,2239.4531,10.0,1349
0.049385734,2885.4492,29.0,1350
0.035116993,3488.379,7.0,1351
0.044294447,645.9961,2.0,1352
0.031836934,3703.711,181.0,1353
NaN,NaN,NaN,1354
0.054231316,645.9961,3.0,1355
0.04119471,3832.9102,175.0,1356
0.058992915,3789.8438,175.0,1357
0.040989816,2282.5195,12.0,1358
0.039423678,1937.9883,9.0,1359
0.03982936,2411.7188,17.0,1360
0.036948882,689.0625,8.0,1361
0.031514715,1765.7227,17.0,1362
0.052587755,3186.914,10.0,1363
0.054003943,775.1953,1.0,1364
0.035647478,1033.5938,18.0,1365
0.036769763,3488.379,179.0,1366
0.046808537,2885.4492,11.0,1367
0.04231703,3660.6445,176.0,1368
0.0457727,2368.6523,15.0,1369
0.048884053,3186.914,10.0,1370
0.04528942,3359.1797,192.0,1371
0.044093996,3617.5781,33.0,1372
0.037764713,1937.9883,22.0,1373
0.050845195,3186.914,16.0,1374
0.036957406,602.9297,19.0,1375
0.036869913,3186.914,8.0,1376
0.034009576,5727.832,174.0,1377
0.052127343,3316.1133,11.0,1378
0.0477311,3832.9102,28.0,1379
0.03088175,1636.5234,6.0,1380
0.025815288,3832.9102,7.0,1381
0.0385353,818.2617,25.0,1382
0.036163583,2411.7188,8.0,1383
0.055052035,861.3281,7.0,1384
0.039117537,3273.0469,14.0,1385
0.053034347,3660.6445,176.0,1386
0.052039973,3574.5117,178.0,1387
0.028724236,3574.5117,7.0,1388
0.055681225,2928.5156,15.0,1389
0.05065299,3574.5117,174.0,1390
0.05018356,3531.4453,14.0,1391
0.038412362,2928.5156,13.0,1392
0.03067891,2239.4531,29.0,1393
0.043312117,3574.5117,180.0,1394
0.029577002,1851.8555,6.0,1395
0.024456806,861.3281,13.0,1396
0.04170817,3186.914,6.0,1397
0.04197268,3445.3125,187.0,1398
0.053134896,3359.1797,14.0,1399
0.0351475,3574.5117,4.0,1400
0.050915085,2110.254,18.0,1401
0.04641542,3703.711,29.0,1402
0.061879728,602.9297,9.0,1403
0.046199016,1593.457,14.0,1404
0.04143127,2454.7852,6.0,1405
0.034314003,1291.9922,13.0,1406
0.0417243,3316.1133,8.0,1407
0.031457353,3316.1133,23.0,1408
0.037604917,3617.5781,23.0,1409
0.03490721,4521.9727,170.0,1410
0.054610513,1636.5234,19.0,1411
0.047130167,2368.6523,5.0,1412
0.033343937,3445.3125,16.0,1413
0.04843952,430.66406,12.0,1414
0.047350485,3402.246,12.0,1415
0.04795511,3531.4453,6.0,1416
0.047996763,3273.0469,14.0,1417
0.053270843,4478.9062,49.0,1418
0.032424606,3445.3125,183.0,1419
0.03265732,3445.3125,7.0,1420
0.02757635,2885.4492,3.0,1421
0.02563358,2627.0508,3.0,1422
0.03546909,3057.7148,16.0,1423
0.04076959,3617.5781,178.0,1424
0.04272098,818.2617,19.0,1425
0.0462154,4521.9727,14.0,1426
0.0359627,3014.6484,42.0,1427
0.04887587,3143.8477,21.0,1428
0.041591574,3617.5781,42.0,1429
0.025283357,4651.172,84.0,1430
0.051350553,3402.246,18.0,1431
0.036549006,3229.9805,3.0,1432
0.033590216,818.2617,10.0,1433
0.038217943,3273.0469,10.0,1434
0.045834217,2110.254,19.0,1435
0.036042992,1894.9219,30.0,1436
0.04190308,3660.6445,16.0,1437
0.033313677,1464.2578,1.0,1438
0.056015912,1722.6562,21.0,1439
0.047830667,1937.9883,17.0,1440
0.05348921,1636.5234,21.0,1441
0.066859975,3273.0469,180.0,1442
0.042401437,3186.914,12.0,1443
0.04291674,2756.25,21.0,1444
0.034726918,43.066406,1.0,1445
0.039360374,3143.8477,23.0,1446
0.033060364,3229.9805,13.0,1447
0.043648206,3832.9102,15.0,1448
0.036017332,3789.8438,175.0,1449
0.036452673,1808.7891,12.0,1450
0.029071089,3574.5117,21.0,1451
0.04071352,2756.25,9.0,1452
0.048068177,2670.1172,24.0,1453
0.028756294,3660.6445,10.0,1454
0.060584374,2368.6523,13.0,1455
0.057325225,775.1953,3.0,1456
0.055288505,2368.6523,25.0,1457
0.039904892,2411.7188,10.0,1458
0.049343687,3359.1797,9.0,1459
0.04904334,2239.4531,24.0,1460
0.046376195,1679.5898,11.0,1461
0.027604165,2454.7852,4.0,1462
0.033966757,2583.9844,6.0,1463
0.029915286,3273.0469,6.0,1464
0.04741789,3789.8438,169.0,1465
0.026880406,1765.7227,9.0,1466
0.070754655,3402.246,8.0,1467
0.058044955,2411.7188,3.0,1468
0.049367286,3617.5781,13.0,1469
0.062350005,2368.6523,13.0,1470
0.04950284,3057.7148,14.0,1471
0.03951997,2799.3164,5.0,1472
0.051909856,3617.5781,16.0,1473
0.054585192,3574.5117,10.0,1474
0.07060081,2196.3867,14.0,1475
0.057594858,1851.8555,21.0,1476
0.05377346,2756.25,5.0,1477
0.05373785,2670.1172,7.0,1478
0.046076994,2670.1172,4.0,1479
0.043930233,3617.5781,14.0,1480
0.028609972,4263.574,163.0,1481
0.037431337,2799.3164,9.0,1482
0.046599943,3359.1797,11.0,1483
0.034158226,5727.832,136.0,1484
0.028424498,5297.168,134.0,1485
NaN,NaN,NaN,1486
0.024195218,645.9961,8.0,1487
0.05433492,4048.2422,172.0,1488
0.0714454,689.0625,37.0,1489
0.07459027,2928.5156,21.0,1490
0.035321694,861.3281,9.0,1491
0.022898847,5986.2305,168.0,1492
0.043928247,559.8633,6.0,1493
