@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.07505952,2368.6523,15.0,2240
0.059316605,2411.7188,12.0,2241
0.045263674,3402.246,12.0,2242
0.06417283,129.19922,10.0,2243
0.04879458,6503.0273,169.0,2244
0.051723618,2971.582,26.0,2245
0.04584273,5684.7656,75.0,2246
0.040261842,3875.9766,39.0,2247
0.054509554,3919.043,171.0,2248
0.04335423,516.7969,2.0,2249
0.048596967,1421.1914,5.0,2250
0.035058107,3359.1797,191.0,2251
NaN,NaN,NaN,2252
NaN,NaN,NaN,2253
NaN,NaN,NaN,2254
NaN,NaN,NaN,2255
0.030075902,1636.5234,27.0,2256
0.07827313,3445.3125,6.0,2257
0.05989191,2799.3164,13.0,2258
0.059332572,1937.9883,11.0,2259
0.06372546,2670.1172,6.0,2260
0.049922865,5986.2305,164.0,2261
0.08282487,3617.5781,64.0,2262
0.06599005,1851.8555,18.0,2263
0.08221583,2627.0508,4.0,2264
0.033380747,1076.6602,4.0,2265
0.052212596,3402.246,14.0,2266
NaN,NaN,NaN,2267
0.059518788,3660.6445,171.0,2268
0.031897146,6029.297,170.0,2269
0.06383792,1851.8555,7.0,2270
0.044057082,3660.6445,14.0,2271
0.02867623,2411.7188,16.0,2272
0.060537707,3660.6445,183.0,2273
0.06396046,2627.0508,15.0,2274
0.042814992,3186.914,17.0,2275
0.07995897,2627.0508,14.0,2276
0.039419107,3617.5781,182.0,2277
NaN,NaN,NaN,2278
0.038969982,2799.3164,14.0,2279
0.061800513,3402.246,11.0,2280
0.047253154,3746.7773,56.0,2281
0.036128767,3746.7773,170.0,2282
0.044848163,818.2617,7.0,2283
0.051557705,3316.1133,15.0,2284
0.029039355,5943.164,181.0,2285
0.03135199,3143.8477,23.0,2286
0.030599726,2454.7852,10.0,2287
0.042027634,3531.4453,18.0,2288
0.02925448,6287.6953,157.0,2289
0.04506289,861.3281,25.0,2290
0.06624595,3746.7773,169.0,2291
0.050279718,3832.9102,179.0,2292
0.06278432,3832.9102,175.0,2293
0.096688345,2024.1211,6.0,2294
0.057484575,645.9961,10.0,2295
0.07422218,2799.3164,24.0,2296
0.06284229,2110.254,9.0,2297
0.06829492,1076.6602,1.0,2298
0.04898261,3488.379,25.0,2299
0.056349598,2368.6523,7.0,2300
0.059018042,1937.9883,26.0,2301
0.03751662,3660.6445,171.0,2302
0.035353836,3531.4453,11.0,2303
0.028314544,9216.211,23.0,2304
0.03231649,7235.1562,112.0,2305
0.041193392,3229.9805,27.0,2306
0.058169812,3488.379,183.0,2307
0.057468258,645.9961,6.0,2308
0.035370436,4392.7734,168.0,2309
0.07643465,387.59766,10.0,2310
0.044549834,3746.7773,169.0,2311
0.03959613,904.39453,20.0,2312
0.046849865,2411.7188,6.0,2313
0.0538903,645.9961,7.0,2314
0.051295046,645.9961,10.0,2315
0.025654357,2842.3828,198.0,2316
NaN,NaN,NaN,2317
0.025090672,2067.1875,208.0,2318
0.074907236,689.0625,11.0,2319
0.07105516,2239.4531,6.0,2320
0.047398303,3919.043,17.0,2321
0.026699407,6675.293,157.0,2322
0.053648647,3832.9102,183.0,2323
0.061112057,1076.6602,8.0,2324
0.08223847,3832.9102,18.0,2325
0.074038886,3832.9102,174.0,2326
0.065464586,3789.8438,7.0,2327
0.028842896,3746.7773,6.0,2328
0.03280837,3186.914,23.0,2329
0.009707261,1894.9219,5.0,2330
0.010941792,7407.422,164.0,2331
0.029341467,4220.508,26.0,2332
0.088099256,387.59766,12.0,2333
0.061105113,4521.9727,45.0,2334
0.087930374,4521.9727,151.0,2335
0.07887399,3014.6484,9.0,2336
0.105284,2239.4531,26.0,2337
0.1251501,3316.1133,19.0,2338
0.06672475,2627.0508,9.0,2339
0.074685216,4091.3086,62.0,2340
0.072613046,4478.9062,44.0,2341
0.09155484,2540.918,9.0,2342
0.05736464,1851.8555,10.0,2343
0.029238885,645.9961,26.0,2344
0.034046195,1851.8555,20.0,2345
0.06314361,4263.574,19.0,2346
0.085913345,4091.3086,169.0,2347
0.050669633,559.8633,45.0,2348
0.07620712,387.59766,4.0,2349
0.049087223,6416.8945,157.0,2350
0.028030667,7019.824,103.0,2351
0.06245521,3919.043,12.0,2352
0.07090235,43.066406,1.0,2353
0.12505744,2799.3164,9.0,2354
0.030713568,1033.5938,33.0,2355
0.046233546,2067.1875,19.0,2356
0.0708446,2799.3164,10.0,2357
0.07044001,3531.4453,19.0,2358
0.04000388,602.9297,12.0,2359
0.049968418,689.0625,10.0,2360
0.057188965,1291.9922,16.0,2361
0.058106184,3832.9102,168.0,2362
0.04242555,602.9297,33.0,2363
0.043797445,3100.7812,11.0,2364
0.039400235,2842.3828,1.0,2365
0.056053195,3875.9766,166.0,2366
0.062280215,3057.7148,15.0,2367
0.07878255,2411.7188,1.0,2368
0.078075014,387.59766,4.0,2369
0.083928294,3832.9102,173.0,2370
0.095259,3832.9102,176.0,2371
0.08535039,3488.379,18.0,2372
0.1168966,344.53125,11.0,2373
0.1166445,3832.9102,180.0,2374
0.05945475,3488.379,7.0,2375
0.05917404,2799.3164,5.0,2376
0.098056726,3832.9102,176.0,2377
0.079331435,3875.9766,173.0,2378
0.052847747,3875.9766,174.0,2379
0.09239839,3832.9102,172.0,2380
0.052108273,3316.1133,15.0,2381
0.07343526,2067.1875,29.0,2382
0.04348893,732.1289,1.0,2383
0.04692654,2842.3828,18.0,2384
0.05117486,2454.7852,25.0,2385
0.038056366,3832.9102,13.0,2386
0.041957196,732.1289,3.0,2387
0.03056337,3660.6445,175.0,2388
0.046465654,2368.6523,13.0,2389
0.053749345,1119.7266,10.0,2390
0.048928857,2756.25,16.0,2391
0.044903077,1119.7266,8.0,2392
0.03619795,3789.8438,178.0,2393
0.057630844,3531.4453,192.0,2394
0.05702011,3488.379,16.0,2395
0.040713284,1119.7266,23.0,2396
0.048431534,2497.8516,29.0,2397
0.06443876,1076.6602,1.0,2398
0.059491195,2454.7852,7.0,2399
0.04742304,2799.3164,15.0,2400
0.06770926,3402.246,14.0,2401
0.05635153,3703.711,8.0,2402
0.06074047,3445.3125,184.0,2403
0.032136377,2497.8516,3.0,2404
0.05949001,387.59766,1.0,2405
0.059148625,2842.3828,27.0,2406
0.041046504,3789.8438,39.0,2407
0.0469176,2540.918,29.0,2408
0.04994984,43.066406,1.0,2409
0.11232394,3445.3125,14.0,2410
0.11432329,645.9961,4.0,2411
0.050843578,2540.918,43.0,2412
0.07023841,43.066406,1.0,2413
0.040937543,2756.25,9.0,2414
0.047189362,3789.8438,177.0,2415
0.03316997,3875.9766,167.0,2416
0.043937314,4048.2422,55.0,2417
0.05843461,2756.25,11.0,2418
0.03194395,5211.035,158.0,2419
0.05099998,2497.8516,25.0,2420
0.108871974,3488.379,15.0,2421
0.050230615,43.066406,1.0,2422
0.05298329,3660.6445,6.0,2423
0.046790536,4823.4375,11.0,2424
0.03637081,1119.7266,5.0,2425
0.044098053,1119.7266,16.0,2426
0.03082476,5297.168,21.0,2427
0.042052716,5081.836,23.0,2428
0.047622293,1076.6602,35.0,2429
0.0715549,3229.9805,12.0,2430
0.073702365,2239.4531,36.0,2431
0.07709277,2583.9844,7.0,2432
0.07586373,1119.7266,17.0,2433
0.055122707,3100.7812,19.0,2434
0.06516792,3057.7148,9.0,2435
0.062171344,732.1289,14.0,2436
0.044178136,3273.0469,11.0,2437
0.040654697,3229.9805,21.0,2438
0.03300745,3359.1797,11.0,2439
0.03472403,3789.8438,175.0,2440
0.042095132,1421.1914,16.0,2441
0.05121074,3488.379,189.0,2442
0.041895974,3445.3125,17.0,2443
0.025564793,5986.2305,141.0,2444
0.035017427,2110.254,24.0,2445
0.026819695,645.9961,3.0,2446
0.0293058,5297.168,176.0,2447
0.029556887,3531.4453,6.0,2448
0.04214647,2842.3828,11.0,2449
0.0310225,3531.4453,54.0,2450
0.034904823,2842.3828,12.0,2451
0.028165003,2067.1875,9.0,2452
0.030360213,516.7969,5.0,2453
0.030660905,9689.941,17.0,2454
0.032732125,3100.7812,14.0,2455
0.045738123,2928.5156,16.0,2456
0.045186248,1248.9258,11.0,2457
0.045367952,3143.8477,10.0,2458
0.06072879,1636.5234,11.0,2459
0.06282649,43.066406,1.0,2460
0.057985958,1937.9883,6.0,2461
0.066280596,1851.8555,6.0,2462
0.074234776,1679.5898,15.0,2463
0.056250293,2196.3867,8.0,2464
0.059469435,3273.0469,6.0,2465
0.06983849,1851.8555,26.0,2466
0.060445122,3316.1133,18.0,2467
0.057146776,3617.5781,173.0,2468
0.03727651,1679.5898,5.0,2469
0.054314326,775.1953,7.0,2470
0.066407606,1851.8555,16.0,2471
0.073595196,3617.5781,173.0,2472
0.06210227,1851.8555,20.0,2473
0.036118615,2842.3828,11.0,2474
0.046252634,2756.25,12.0,2475
0.0699199,3574.5117,11.0,2476
0.063304976,818.2617,24.0,2477
0.060830913,3617.5781,15.0,2478
0.06478341,861.3281,21.0,2479
0.03576764,732.1289,19.0,2480
0.046434958,1937.9883,10.0,2481
0.035797805,3229.9805,7.0,2482
0.036505528,2153.3203,13.0,2483
0.03238469,689.0625,2.0,2484
0.04066636,559.8633,10.0,2485
0.036297984,3229.9805,13.0,2486
0.04278241,1119.7266,8.0,2487
0.040852092,3229.9805,10.0,2488
0.039880075,1119.7266,22.0,2489
0.05653004,1335.0586,10.0,2490
0.034678575,3531.4453,32.0,2491
0.037845057,2713.1836,15.0,2492
0.016395386,1464.2578,4.0,2493
0.04369035,387.59766,4.0,2494
0.048089143,473.73047,3.0,2495
0.041814033,3746.7773,13.0,2496
0.04625956,2670.1172,11.0,2497
0.049954258,2454.7852,4.0,2498
0.05662823,1248.9258,9.0,2499
0.065703295,3445.3125,20.0,2500
0.086972326,1722.6562,22.0,2501
0.06554103,86.13281,3.0,2502
0.060217537,1378.125,5.0,2503
0.05063874,3143.8477,19.0,2504
0.06845196,2799.3164,10.0,2505
0.052297723,2411.7188,9.0,2506
0.0453403,2239.4531,19.0,2507
0.049289294,2583.9844,14.0,2508
0.04853315,3574.5117,12.0,2509
0.05767283,344.53125,3.0,2510
0.062938236,2024.1211,10.0,2511
0.031725198,2799.3164,2.0,2512
0.04611452,473.73047,3.0,2513
0.044946287,3660.6445,172.0,2514
0.044809777,2325.586,6.0,2515
0.05597128,3273.0469,20.0,2516
0.050998557,2756.25,25.0,2517
0.056068458,3143.8477,192.0,2518
0.03243664,2368.6523,23.0,2519
0.034113497,2971.582,16.0,2520
0.0321828,3875.9766,167.0,2521
0.033624288,904.39453,8.0,2522
0.038756568,904.39453,4.0,2523
0.045894302,2756.25,5.0,2524
0.05280477,2411.7188,12.0,2525
0.059259176,3617.5781,183.0,2526
0.079212025,3100.7812,18.0,2527
0.059081838,473.73047,3.0,2528
0.04378168,2239.4531,6.0,2529
0.04552268,3660.6445,16.0,2530
0.06952509,387.59766,6.0,2531
0.06279499,1937.9883,9.0,2532
0.06771862,2627.0508,6.0,2533
0.05542897,2067.1875,12.0,2534
0.038831126,3789.8438,172.0,2535
0.038294926,2497.8516,14.0,2536
0.02874442,4866.504,15.0,2537
0.042756364,3186.914,7.0,2538
0.05531043,2627.0508,12.0,2539
0.02897672,3832.9102,18.0,2540
0.052317932,3617.5781,172.0,2541
0.055575054,732.1289,17.0,2542
0.04545419,732.1289,40.0,2543
0.05149289,2756.25,8.0,2544
0.058454428,3531.4453,6.0,2545
0.045684066,1894.9219,13.0,2546
0.04469273,3057.7148,4.0,2547
0.032246232,5297.168,155.0,2548
0.029719787,3617.5781,176.0,2549
0.03343362,2282.5195,18.0,2550
0.03810713,3574.5117,13.0,2551
0.050827466,2885.4492,15.0,2552
0.05231966,2885.4492,17.0,2553
0.043812323,3746.7773,169.0,2554
0.032728665,1636.5234,16.0,2555
0.04213204,2239.4531,33.0,2556
0.042433962,3402.246,23.0,2557
0.019776896,4263.574,12.0,2558
0.03577148,2368.6523,5.0,2559
0.04414751,3488.379,59.0,2560
0.02346759,5943.164,131.0,2561
0.028041655,4220.508,39.0,2562
0.029334597,3617.5781,11.0,2563
0.028108949,2282.5195,25.0,2564
0.033123575,645.9961,5.0,2565
0.034449756,3789.8438,28.0,2566
0.044384502,3746.7773,175.0,2567
0.040513426,1765.7227,8.0,2568
0.028636487,1291.9922,19.0,2569
0.030470373,3100.7812,42.0,2570
0.041126095,5727.832,28.0,2571
0.04530431,1851.8555,10.0,2572
0.04788332,6029.297,134.0,2573
0.055948015,559.8633,8.0,2574
0.071980424,1119.7266,14.0,2575
0.088502206,559.8633,8.0,2576
0.04143531,2971.582,9.0,2577
0.054284785,1119.7266,19.0,2578
0.056052826,559.8633,25.0,2579
0.045349453,1464.2578,11.0,2580
0.054000385,1119.7266,18.0,2581
0.049181204,2454.7852,19.0,2582
NaN,NaN,NaN,2583
0.04887936,3746.7773,22.0,2584
0.031352106,3703.711,171.0,2585
0.033395518,602.9297,5.0,2586
0.025597759,1679.5898,26.0,2587
0.05344574,3832.9102,173.0,2588
0.07196418,3445.3125,181.0,2589
0.041931976,4263.574,181.0,2590
0.051465545,2067.1875,13.0,2591
0.0648772,2713.1836,10.0,2592
0.08247321,3617.5781,188.0,2593
0.037955076,2756.25,8.0,2594
NaN,NaN,NaN,2595
0.042650394,1076.6602,19.0,2596
0.074832715,2110.254,16.0,2597
0.04808037,2454.7852,7.0,2598
0.06927094,3402.246,13.0,2599
0.085917585,645.9961,4.0,2600
0.07373776,2842.3828,194.0,2601
0.06882085,2024.1211,11.0,2602
0.03352983,3919.043,171.0,2603
0.058670722,2497.8516,4.0,2604
0.072766475,2885.4492,20.0,2605
0.09485913,2627.0508,12.0,2606
0.08242028,2325.586,5.0,2607
0.032141972,1119.7266,14.0,2608
0.03615021,2497.8516,12.0,2609
0.045131374,3746.7773,10.0,2610
0.031336162,3703.711,27.0,2611
0.040451128,2713.1836,11.0,2612
0.048191313,3574.5117,16.0,2613
0.03536058,775.1953,3.0,2614
0.043544456,3703.711,3.0,2615
0.06016931,645.9961,11.0,2616
0.050682526,1076.6602,10.0,2617
0.02324992,6503.0273,105.0,2618
0.045120444,3746.7773,8.0,2619
0.025684807,2799.3164,3.0,2620
0.04197654,3488.379,10.0,2621
0.040884856,7062.8906,34.0,2622
0.03174571,2583.9844,3.0,2623
0.054371804,559.8633,5.0,2624
0.046899438,3229.9805,26.0,2625
0.05585062,1851.8555,12.0,2626
0.04367032,3660.6445,177.0,2627
0.06036014,3402.246,12.0,2628
0.04620654,3660.6445,172.0,2629
0.058572724,1808.7891,5.0,2630
0.05675308,1851.8555,20.0,2631
0.040446553,775.1953,12.0,2632
0.02602368,1033.5938,9.0,2633
0.045476213,473.73047,18.0,2634
0.06725338,3617.5781,65.0,2635
0.044517744,2368.6523,13.0,2636
0.042519286,2325.586,9.0,2637
0.03462504,2928.5156,11.0,2638
0.04271057,3617.5781,14.0,2639
0.03592816,2713.1836,25.0,2640
0.040135536,2583.9844,33.0,2641
0.048877314,3229.9805,18.0,2642
0.035100035,2842.3828,10.0,2643
0.031572435,3531.4453,12.0,2644
0.04193199,1894.9219,20.0,2645
0.04406541,3359.1797,15.0,2646
0.03293759,1119.7266,20.0,2647
0.04616246,473.73047,3.0,2648
0.039651997,5986.2305,166.0,2649
0.053029954,559.8633,3.0,2650
0.051204234,3445.3125,24.0,2651
0.08618415,3660.6445,179.0,2652
0.09941111,3660.6445,20.0,2653
0.05590321,2497.8516,8.0,2654
0.07410787,2497.8516,17.0,2655
0.058337715,2497.8516,5.0,2656
0.063866876,2497.8516,13.0,2657
0.062177766,4995.703,161.0,2658
0.04232656,1378.125,6.0,2659
0.04360076,2067.1875,18.0,2660
0.058152143,1378.125,33.0,2661
0.04927765,2842.3828,14.0,2662
0.03916663,1981.0547,2.0,2663
0.036383178,1851.8555,1.0,2664
0.03527611,1119.7266,12.0,2665
0.061427914,2670.1172,16.0,2666
0.060651187,43.066406,1.0,2667
0.054374307,2799.3164,19.0,2668
0.032634135,1593.457,17.0,2669
0.061054286,2153.3203,5.0,2670
0.052557997,2885.4492,15.0,2671
0.054236114,2239.4531,6.0,2672
0.045844607,2024.1211,5.0,2673
0.029600546,3402.246,181.0,2674
0.045273673,1119.7266,21.0,2675
0.043541033,602.9297,9.0,2676
0.07017379,2368.6523,8.0,2677
0.04717041,4220.508,164.0,2678
0.04111662,2067.1875,4.0,2679
0.047029443,2928.5156,9.0,2680
0.05606281,3832.9102,14.0,2681
0.086022384,947.46094,8.0,2682
0.055289254,1248.9258,16.0,2683
0.07783525,3143.8477,15.0,2684
0.052074518,3273.0469,54.0,2685
0.052268453,3100.7812,27.0,2686
0.11075149,3100.7812,11.0,2687
0.09287102,2497.8516,11.0,2688
0.05616494,3100.7812,18.0,2689
0.07855953,2540.918,6.0,2690
0.07577245,2928.5156,7.0,2691
0.069438905,2497.8516,9.0,2692
0.07383424,2842.3828,13.0,2693
0.094757974,3100.7812,12.0,2694
0.071388766,2670.1172,8.0,2695
0.034865554,1636.5234,17.0,2696
0.04190017,3746.7773,175.0,2697
0.061201256,3703.711,4.0,2698
0.06092898,3186.914,12.0,2699
0.09605929,559.8633,6.0,2700
0.06756212,559.8633,8.0,2701
0.07075356,1851.8555,1.0,2702
0.091533184,1937.9883,24.0,2703
0.056324847,3660.6445,4.0,2704
0.045517933,2411.7188,10.0,2705
0.03181738,4220.508,167.0,2706
0.06090091,1851.8555,22.0,2707
0.023236759,2799.3164,1.0,2708
0.04937738,1119.7266,9.0,2709
0.03603862,2239.4531,7.0,2710
0.037647255,1033.5938,6.0,2711
0.03605606,1033.5938,14.0,2712
0.03276058,3316.1133,40.0,2713
0.044729143,2928.5156,13.0,2714
0.041337047,3402.246,11.0,2715
0.032256685,3229.9805,10.0,2716
0.047328103,3617.5781,6.0,2717
0.034154624,3402.246,207.0,2718
0.028308287,1765.7227,29.0,2719
0.033419125,2325.586,28.0,2720
0.039925616,1722.6562,18.0,2721
0.045886032,3316.1133,16.0,2722
0.04310721,3445.3125,9.0,2723
0.032212358,6546.0938,115.0,2724
0.035750486,3832.9102,176.0,2725
0.04078762,2799.3164,23.0,2726
0.054529015,473.73047,6.0,2727
0.0327411,6546.0938,169.0,2728
0.051004283,2713.1836,35.0,2729
0.041668445,2368.6523,14.0,2730
0.04850301,818.2617,8.0,2731
0.082205996,2583.9844,10.0,2732
0.041003928,1421.1914,14.0,2733
0.06641468,2842.3828,13.0,2734
0.07364948,2110.254,12.0,2735
0.060150836,689.0625,5.0,2736
0.07758011,3057.7148,18.0,2737
0.09579436,2110.254,5.0,2738
0.041404102,2842.3828,17.0,2739
0.06990465,2799.3164,24.0,2740
0.055952612,3100.7812,199.0,2741
NaN,NaN,NaN,2742
0.033001915,3445.3125,195.0,2743
0.032077666,732.1289,5.0,2744
0.03477809,818.2617,1.0,2745
0.10167015,3919.043,176.0,2746
0.056386445,2153.3203,9.0,2747
0.06742466,3402.246,8.0,2748
0.046038307,645.9961,22.0,2749
0.07378697,3143.8477,2.0,2750
0.060209665,3143.8477,7.0,2751
0.037271332,1593.457,27.0,2752
0.035161797,1335.0586,19.0,2753
0.03458262,2971.582,8.0,2754
0.036884375,3057.7148,2.0,2755
0.038369652,3445.3125,19.0,2756
0.027597519,3746.7773,172.0,2757
0.040576074,43.066406,1.0,2758
0.065198675,1119.7266,8.0,2759
0.09723908,301.46484,2.0,2760
0.07673784,2110.254,9.0,2761
0.07201206,689.0625,6.0,2762
0.12858412,2110.254,18.0,2763
0.06981421,2799.3164,21.0,2764
0.118157975,2110.254,9.0,2765
0.074847065,1076.6602,8.0,2766
0.035169885,1636.5234,10.0,2767
0.021280315,904.39453,2.0,2768
0.012294888,4263.574,182.0,2769
0.012600949,3832.9102,31.0,2770
0.020219123,3875.9766,180.0,2771
0.048687246,3273.0469,9.0,2772
0.05677311,4048.2422,162.0,2773
0.058750253,4091.3086,169.0,2774
0.03691076,3143.8477,7.0,2775
0.05614891,4005.1758,15.0,2776
0.04747761,1119.7266,33.0,2777
0.06033894,43.066406,2.0,2778
0.04930212,1076.6602,29.0,2779
0.067759134,3316.1133,38.0,2780
0.030799959,3617.5781,9.0,2781
0.04939214,2627.0508,5.0,2782
0.03555598,2411.7188,22.0,2783
0.049011696,2583.9844,11.0,2784
0.05793269,559.8633,3.0,2785
0.104481585,2196.3867,8.0,2786
0.049448453,1248.9258,24.0,2787
0.06038312,689.0625,41.0,2788
0.05285324,2368.6523,21.0,2789
0.06607714,3746.7773,18.0,2790
0.06623912,2971.582,14.0,2791
0.051477484,3832.9102,29.0,2792
0.040216662,645.9961,12.0,2793
0.036935866,602.9297,6.0,2794
0.058781423,2411.7188,6.0,2795
0.07595759,3143.8477,10.0,2796
0.09013001,2411.7188,8.0,2797
0.100182086,3832.9102,173.0,2798
0.08691187,387.59766,5.0,2799
0.06676378,3531.4453,10.0,2800
0.05602378,3143.8477,2.0,2801
0.057814147,689.0625,22.0,2802
0.06494377,1033.5938,22.0,2803
0.04719447,516.7969,11.0,2804
0.06654825,3832.9102,174.0,2805
0.07586321,3531.4453,17.0,2806
0.055872515,387.59766,5.0,2807
0.06923523,387.59766,7.0,2808
0.084140204,3143.8477,8.0,2809
0.09184678,3832.9102,176.0,2810
0.09211778,387.59766,9.0,2811
0.08417889,3832.9102,176.0,2812
0.06776027,732.1289,40.0,2813
0.08562915,3832.9102,170.0,2814
0.050188735,1033.5938,32.0,2815
0.067471266,301.46484,9.0,2816
0.06426401,2497.8516,34.0,2817
0.07172112,3617.5781,115.0,2818
0.07359854,3488.379,18.0,2819
0.07730511,3617.5781,178.0,2820
0.05436162,2842.3828,3.0,2821
0.045729574,3617.5781,4.0,2822
0.031468995,2110.254,2.0,2823
0.021546643,3057.7148,6.0,2824
0.032160155,645.9961,9.0,2825
0.05302329,1722.6562,7.0,2826
0.08420136,2540.918,18.0,2827
NaN,NaN,NaN,2828
0.05702363,3488.379,24.0,2829
0.06057048,3359.1797,81.0,2830
0.054899935,3531.4453,21.0,2831
0.052380998,3574.5117,13.0,2832
0.053467114,3014.6484,41.0,2833
0.070997484,3488.379,11.0,2834
0.11039943,3919.043,171.0,2835
0.039705098,732.1289,24.0,2836
0.031680387,3574.5117,48.0,2837
0.031488154,5469.4336,165.0,2838
0.05190365,559.8633,5.0,2839
0.06350695,3402.246,15.0,2840
0.08315108,2110.254,7.0,2841
0.049675453,3789.8438,174.0,2842
0.07915913,2540.918,6.0,2843
0.09516597,2497.8516,7.0,2844
0.099458106,3057.7148,190.0,2845
0.0699189,2540.918,8.0,2846
0.11823778,3100.7812,13.0,2847
0.0542628,3746.7773,169.0,2848
0.07065633,1248.9258,21.0,2849
0.05949876,3359.1797,21.0,2850
0.051489715,2627.0508,4.0,2851
0.051796503,3962.1094,173.0,2852
0.03480158,2928.5156,10.0,2853
0.05223477,2885.4492,14.0,2854
0.048817698,1291.9922,14.0,2855
0.0685589,2454.7852,9.0,2856
0.057767812,3746.7773,15.0,2857
0.055557486,2497.8516,48.0,2858
0.04662449,3100.7812,15.0,2859
0.064559355,516.7969,2.0,2860
0.042487465,1636.5234,13.0,2861
0.050176922,947.46094,10.0,2862
0.03723869,1076.6602,14.0,2863
0.035003092,602.9297,30.0,2864
0.042610366,2713.1836,54.0,2865
0.038530212,5684.7656,18.0,2866
0.03809169,8096.4844,121.0,2867
0.04406545,2713.1836,8.0,2868
0.039522946,1722.6562,18.0,2869
0.045357034,2842.3828,5.0,2870
0.07580889,2239.4531,9.0,2871
0.05942879,4091.3086,88.0,2872
0.060026392,3703.711,177.0,2873
0.046811573,1119.7266,36.0,2874
0.06145792,3703.711,176.0,2875
0.03266505,2196.3867,28.0,2876
0.04788428,732.1289,11.0,2877
0.048988804,2971.582,6.0,2878
0.046844754,4005.1758,18.0,2879
0.069211185,3574.5117,9.0,2880
0.05834577,3402.246,18.0,2881
0.07449379,3014.6484,6.0,2882
0.055497963,2713.1836,8.0,2883
0.07288674,3143.8477,13.0,2884
0.06962952,43.066406,1.0,2885
0.060271576,2067.1875,24.0,2886
0.055924352,602.9297,12.0,2887
0.09054881,3445.3125,182.0,2888
0.05560526,1076.6602,22.0,2889
0.045627065,516.7969,6.0,2890
0.037975006,2411.7188,11.0,2891
0.04311709,3574.5117,58.0,2892
0.02792797,3100.7812,15.0,2893
0.029385874,3273.0469,4.0,2894
0.04074692,1119.7266,7.0,2895
0.07358201,3273.0469,8.0,2896
0.086163014,2110.254,34.0,2897
0.06551438,3402.246,13.0,2898
0.066160984,3875.9766,42.0,2899
0.07965531,3703.711,175.0,2900
0.10055633,818.2617,8.0,2901
0.075737976,3057.7148,11.0,2902
0.04391742,3660.6445,48.0,2903
0.08078546,3359.1797,12.0,2904
0.057299647,3617.5781,15.0,2905
0.060235053,3617.5781,59.0,2906
0.049670007,2756.25,12.0,2907
0.06670408,3316.1133,6.0,2908
NaN,NaN,NaN,2909
0.06441918,3574.5117,16.0,2910
0.07164756,3574.5117,21.0,2911
0.041703068,1378.125,14.0,2912
0.06243306,3057.7148,13.0,2913
0.05807771,3875.9766,23.0,2914
0.07259067,3014.6484,19.0,2915
0.070458554,3875.9766,171.0,2916
0.044794396,3875.9766,35.0,2917
0.06820025,3057.7148,16.0,2918
0.08653085,3531.4453,181.0,2919
0.074757576,2540.918,5.0,2920
0.059150916,2540.918,5.0,2921
0.056550626,861.3281,36.0,2922
0.035841923,3229.9805,18.0,2923
0.046283502,2368.6523,11.0,2924
0.032225717,2540.918,6.0,2925
0.047496848,2627.0508,18.0,2926
0.052029625,2756.25,1.0,2927
0.02713034,5469.4336,31.0,2928
0.04327452,430.66406,5.0,2929
0.04813105,732.1289,8.0,2930
0.046718776,3273.0469,10.0,2931
0.03896797,3617.5781,37.0,2932
0.035691198,3789.8438,10.0,2933
0.043251548,2411.7188,28.0,2934
0.030982692,516.7969,1.0,2935
0.031433,1033.5938,22.0,2936
0.09285568,689.0625,9.0,2937
0.07794445,2842.3828,24.0,2938
0.083883174,1679.5898,19.0,2939
0.06386038,732.1289,4.0,2940
0.049635366,2756.25,77.0,2941
0.059641574,430.66406,7.0,2942
0.05681753,3789.8438,188.0,2943
0.082694195,2756.25,26.0,2944
0.079357706,1679.5898,24.0,2945
0.06589061,1722.6562,7.0,2946
0.08661577,3100.7812,15.0,2947
0.049285218,990.52734,4.0,2948
0.054944083,645.9961,2.0,2949
0.04550506,2842.3828,16.0,2950
0.053538438,2627.0508,17.0,2951
0.07342277,602.9297,6.0,2952
0.046692345,2799.3164,9.0,2953
0.06911544,3746.7773,178.0,2954
0.050539006,732.1289,8.0,2955
0.0734359,3402.246,11.0,2956
0.059831172,3746.7773,171.0,2957
0.051632714,689.0625,14.0,2958
0.061437476,3445.3125,184.0,2959
0.07389844,1851.8555,16.0,2960
0.058084477,1593.457,9.0,2961
0.035273865,3359.1797,20.0,2962
0.06668684,2497.8516,22.0,2963
0.086387515,3789.8438,169.0,2964
0.091390766,2540.918,7.0,2965
0.05744312,1291.9922,23.0,2966
0.044333324,3057.7148,7.0,2967
0.067872085,4005.1758,26.0,2968
0.08582161,344.53125,7.0,2969
0.04878466,3057.7148,6.0,2970
0.07208696,2497.8516,4.0,2971
0.06633463,3746.7773,13.0,2972
0.060533747,2110.254,6.0,2973
0.023006538,6287.6953,110.0,2974
0.032269754,3273.0469,1.0,2975
0.036843706,5297.168,168.0,2976
0.029496504,5297.168,140.0,2977
0.03630883,2756.25,4.0,2978
0.07199639,2024.1211,9.0,2979
0.047527704,3789.8438,180.0,2980
0.060269568,3703.711,170.0,2981
