@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2.4675941,3.166798,4.6986704,2.5272756,1084
2.5609682,3.2436233,6.633212,3.356642,1085
2.489466,3.073719,5.7987494,2.902998,1086
2.4001205,2.991324,5.2819414,2.7883255,1087
2.5739613,2.9919324,6.3467984,2.2605758,1088
1.947681,2.1652646,6.2515597,2.0565305,1089
2.8001907,2.3087404,7.8297014,2.4550009,1090
2.301253,3.440893,10.173,2.3504565,1091
2.3183162,3.7720437,11.340601,3.411683,1092
2.4876962,3.6637533,11.669455,4.74028,1093
2.6393003,2.1379535,10.544753,3.6787782,1094
2.3006015,2.9880288,9.661591,3.9173658,1095
1.736348,2.8873847,5.875567,3.348817,1096
1.6020557,1.8482175,3.1409938,2.095649,1097
1.5505216,2.1068246,2.9469068,3.0659382,1098
2.006975,2.0833995,2.6364899,2.0228856,1099
2.0746846,3.2303886,2.6802533,2.4261913,1100
1.6489065,1.6688677,2.8337293,2.6570055,1101
2.105874,1.5956553,2.369886,3.188563,1102
1.3981614,2.1977046,2.6348186,3.1105907,1103
2.152699,3.4177792,4.308365,3.1507022,1104
1.7610221,2.898262,2.519428,2.6982622,1105
1.8911018,1.9957767,3.6169667,3.3752868,1106
3.162926,4.2153573,3.0666454,3.456889,1107
3.2246966,3.213453,2.4842517,2.3201919,1108
1.8749126,2.2881305,2.3139114,2.474859,1109
1.5568293,1.8591063,1.8472013,3.3342717,1110
1.8812671,1.9730204,2.078014,3.1247683,1111
2.0598352,1.5778526,2.7455378,5.4050603,1112
1.7484505,1.880735,1.721191,5.0154047,1113
2.0065193,1.660365,3.6664796,4.4550357,1114
2.6611016,2.2576954,2.642235,4.162066,1115
1.8259711,2.361236,2.2593045,2.7719884,1116
2.2741833,2.0888097,2.2066607,2.6109462,1117
1.8822862,1.6906651,2.127995,2.5449572,1118
2.1583014,1.75577,2.035833,3.275813,1119
1.848432,2.2967718,2.0074773,3.4304597,1120
1.5832548,1.8607806,2.1558745,2.9212725,1121
2.477885,2.4564176,2.0499153,2.7650533,1122
2.8991456,3.434549,1.8553587,2.4635422,1123
2.6159582,2.013823,2.5056913,2.215669,1124
1.8270016,2.0844462,2.4368613,3.9085066,1125
1.927816,2.442015,1.5834571,2.7207372,1126
1.8036808,3.3056734,3.8008125,3.2801728,1127
1.8287243,2.7817647,3.1585524,2.3726065,1128
1.9597192,1.805566,1.672024,2.2323287,1129
1.735768,2.409059,2.3175395,2.5813353,1130
2.0854516,3.2632577,4.228375,2.7585893,1131
2.0067,2.8786323,5.5442147,2.1947887,1132
1.8315943,2.166503,3.0670347,2.4208448,1133
1.5087384,2.4648778,5.523225,2.276918,1134
1.7419258,2.091679,2.54669,3.1506252,1135
2.099,2.9054208,2.0907567,2.722749,1136
1.6113981,2.5774655,1.8455529,2.6250815,1137
1.6553539,3.2747204,3.5938447,2.0877404,1138
1.8547883,3.0083127,3.3625684,2.5099077,1139
1.8292155,2.2940233,2.4366581,2.6347897,1140
1.482466,1.5351441,1.9990703,2.1100013,1141
1.3160522,1.9182836,2.1659734,2.9016325,1142
1.6863476,1.8907901,2.1938171,2.468424,1143
2.052121,2.5279517,3.1588352,2.16157,1144
2.2907813,2.1509602,2.557464,3.377488,1145
1.8891437,3.1440618,3.19768,2.525179,1146
1.8013846,2.1185038,2.2747233,2.9262059,1147
1.9820573,2.2841272,2.0330224,2.4534712,1148
1.3233379,1.9575002,2.9222727,2.1799052,1149
1.1497594,2.0721607,3.9232702,2.1452196,1150
1.5233587,2.5887337,2.6166208,2.7525563,1151
1.5251912,1.6076506,2.7460306,2.8270936,1152
2.2624893,2.3322015,4.487926,2.2870817,1153
2.2535,2.3059442,6.2698236,3.3641078,1154
2.105751,2.278459,6.4224277,2.563251,1155
1.4637938,1.9803637,2.1495306,2.5084543,1156
1.823652,2.1868913,2.332303,2.4795053,1157
1.825016,2.330931,3.2101896,3.521059,1158
1.744343,2.4211218,2.7164571,2.6510954,1159
2.6244738,1.4798666,3.0481687,2.1111321,1160
1.6491766,2.243185,2.2474852,2.5877218,1161
2.4466863,1.5869703,1.697797,3.928519,1162
2.8128712,2.1871219,2.7403595,1.962664,1163
1.6734377,2.129183,4.732885,3.2564716,1164
1.533012,3.902403,5.1224227,3.3921235,1165
1.454511,3.7877946,3.718673,3.2214262,1166
1.8872298,3.9720476,4.269776,2.806393,1167
1.7716852,3.997569,5.46423,3.0747907,1168
2.78096,4.2996974,5.822006,3.456497,1169
2.0314703,3.5759652,4.4260287,4.244966,1170
2.7299263,4.14389,6.5019426,4.4424357,1171
2.7869382,3.9246802,4.458688,2.5686462,1172
2.1896791,2.6559172,3.4117851,2.1885333,1173
3.1666534,4.5010247,4.2957544,3.3561537,1174
1.4159747,2.2676063,2.1188998,3.0142999,1175
2.3837607,1.9426415,2.652394,2.8920076,1176
1.7147353,1.9081053,2.612538,2.3330636,1177
1.4768051,2.1214957,1.7506279,2.304638,1178
1.5950403,2.9215932,2.0296018,2.5060577,1179
1.6501337,1.8945125,2.6214592,4.3585863,1180
1.8305006,2.1975353,1.7255306,2.119641,1181
1.597309,2.0627775,2.2824354,2.5844874,1182
2.383366,1.8554873,1.8011333,2.0644457,1183
1.988028,1.8631054,2.7710006,2.7308793,1184
1.7021427,2.3321297,2.043396,2.6049206,1185
1.6011063,3.6361308,2.8012786,3.2220936,1186
1.8735683,2.5443964,2.610627,2.8261514,1187
1.6251814,1.7440627,3.7665365,2.8803544,1188
1.6274743,2.7418904,2.6641328,2.6280074,1189
2.190326,1.8523501,2.6756365,2.478701,1190
2.0849223,2.4930944,2.8285344,2.6890285,1191
2.1394293,2.5304422,2.6210558,2.224745,1192
1.3289249,2.1722274,3.8618326,3.8175812,1193
1.7444186,2.7578833,4.4991593,2.4125283,1194
1.8198425,3.4075146,4.302324,3.3736985,1195
1.6070056,3.6375751,3.1339605,3.1386714,1196
2.154054,4.235561,3.4283757,2.2572646,1197
2.376677,3.7592413,4.6352334,2.1742568,1198
1.8066609,3.3345563,4.9115653,2.4097154,1199
2.0216963,2.85193,5.3158364,3.1392105,1200
2.0972848,2.919532,3.8009503,3.2060452,1201
1.6789819,2.7708333,4.413794,3.625463,1202
2.3765423,3.3809595,3.3178582,5.366236,1203
2.271572,4.3168364,4.5488067,2.5676227,1204
2.4291608,3.7810512,3.3799207,3.409457,1205
1.7176894,1.9930768,3.3086646,2.2798882,1206
2.016449,2.3936107,2.978151,1.9692785,1207
1.7985537,2.5758176,1.8713781,2.581236,1208
1.464484,1.7858104,2.1721163,2.2436192,1209
1.4112267,2.0219212,2.2738392,2.1155026,1210
1.4776224,1.8414826,1.8780395,1.7896281,1211
1.8971105,1.9615539,1.7410188,2.6794488,1212
2.015838,1.4443676,2.1859598,3.1849074,1213
2.9045203,1.8547899,2.1421907,1.9765618,1214
1.8590628,2.4371624,2.8718798,3.1224294,1215
1.7332273,2.1469858,1.8851756,3.3124008,1216
1.9380388,1.9514675,2.2042713,2.482051,1217
2.0100117,1.8373048,2.600185,3.218876,1218
1.9838239,1.9870416,2.5736208,2.6943784,1219
1.9806217,1.9867761,2.3121042,2.7941282,1220
2.865177,2.3037336,2.7613158,2.4916003,1221
1.7976902,1.9228691,1.9327922,2.7529292,1222
1.9467232,1.7176214,2.2153814,3.0214496,1223
1.9089725,2.4104798,2.0033557,3.4422095,1224
1.9998436,2.762607,2.6252506,2.6274521,1225
1.8825301,1.9508842,1.9704131,2.6460934,1226
2.3706787,2.831527,3.082512,2.2772558,1227
2.0354364,2.9808939,3.2729616,3.8476343,1228
2.006375,3.2553933,3.738294,2.3922877,1229
1.579591,2.8610106,4.3412323,3.6731694,1230
1.674306,2.7014217,3.9779549,2.52194,1231
1.9111533,2.2935348,2.5993893,4.7844605,1232
2.6763935,3.162027,1.8745247,2.6101718,1233
1.6301236,3.5917358,1.7933649,3.0906177,1234
2.3413646,3.1322935,3.2492626,2.427989,1235
1.7071195,4.247199,3.5008178,2.1258895,1236
2.1883373,2.2469418,2.0760648,2.1878228,1237
2.1929142,2.8560808,2.6246617,2.4874692,1238
2.1764536,2.0403638,1.9818316,2.2376568,1239
1.4901341,2.616444,2.6551943,2.172411,1240
2.6486,2.4010031,2.9747255,2.532115,1241
2.584826,2.3917892,4.9925337,2.3080323,1242
2.5642884,1.7150515,2.3031285,2.857847,1243
1.487499,2.6088703,2.7290154,3.174032,1244
1.5781012,2.5034347,2.485762,2.4513805,1245
1.7043738,2.2301135,2.10803,2.0724778,1246
1.7113189,1.5190786,3.0626986,2.8997557,1247
1.6728128,2.1186044,2.3382416,2.5792894,1248
2.0227034,2.8026521,3.1580398,2.7544813,1249
2.1495054,2.2199056,5.4085875,2.1490424,1250
1.8841406,4.869711,4.9651113,2.6248434,1251
1.7364376,4.7537045,6.592338,2.601333,1252
1.637872,5.011958,2.9708405,2.4823203,1253
1.8676771,3.103811,1.8243133,2.9585474,1254
2.1046345,2.172603,2.9206197,2.4770894,1255
1.5671792,2.6632278,6.756792,3.1438043,1256
1.7381446,2.597023,8.260152,2.1657395,1257
1.712446,2.473179,7.1646485,3.0608344,1258
1.8485626,2.6933866,5.9947305,2.7402089,1259
2.0489736,2.1252441,5.9985886,2.8916488,1260
1.2876849,2.3647244,3.0247414,3.241229,1261
2.045604,2.0297675,4.7656817,2.3148894,1262
1.6637937,2.2594419,5.367188,2.2132578,1263
2.080978,2.150271,4.395168,2.8328526,1264
2.2078404,2.3998754,6.1236973,3.2949054,1265
2.2760465,2.1503541,7.8338237,2.7236428,1266
2.3102508,1.8847986,6.6413383,2.8252141,1267
1.9414128,2.675067,6.523565,3.2306986,1268
1.9414634,2.4653602,6.331681,3.575255,1269
2.1766324,1.6596328,7.355442,4.7024,1270
2.1983085,2.6647859,7.5593505,4.669942,1271
2.4522092,2.939074,6.8040533,4.097837,1272
2.644262,2.180451,8.020699,4.4701724,1273
2.4210744,2.2748237,7.49255,4.658329,1274
2.1115062,1.9450805,5.6360765,3.6772346,1275
2.1607056,2.9507291,6.2138863,4.899919,1276
2.3359137,3.5285819,4.327657,4.315505,1277
2.4966192,2.1725829,4.6353087,3.5349731,1278
2.0808067,2.1983893,6.835314,3.5068147,1279
2.1370044,3.3269274,9.040542,4.2775555,1280
2.3382924,3.0497303,5.1990914,3.38366,1281
2.5619085,2.3075404,2.7103662,2.4262633,1282
2.1800854,1.929116,3.0391014,2.233857,1283
2.0951173,3.1882017,2.6388023,2.2300525,1284
1.4309051,2.4521315,2.4728374,2.344266,1285
1.4161602,1.6560118,1.6250616,3.005649,1286
1.5893497,2.1245816,1.6284572,2.5878363,1287
2.0802474,2.341532,2.300673,2.8727562,1288
1.9919562,2.2371755,2.3516924,2.230005,1289
1.9361405,2.8245573,2.441473,2.3053427,1290
1.8666589,2.0509717,1.7227433,2.4634244,1291
1.3774506,2.3860912,2.1324687,2.2114935,1292
1.8023691,2.7656431,2.6568613,2.960782,1293
1.6831461,2.1828618,1.8754715,2.4969988,1294
2.0808852,1.8590285,2.48107,2.505869,1295
2.4415083,1.778816,2.880063,2.4169662,1296
2.5044203,2.177697,4.5887327,3.1621776,1297
1.6470759,4.3076053,5.062737,4.3504057,1298
1.8292614,4.1475453,2.2623482,3.1359317,1299
1.7783251,2.8891363,2.0874405,2.4795136,1300
1.3574166,3.1297588,2.4039373,2.1577692,1301
2.2372966,1.5419797,1.8515851,2.6095755,1302
2.4429147,1.9348979,3.710816,2.6361804,1303
2.5287662,2.6156442,4.91302,2.466374,1304
2.509427,2.9741096,3.7756631,2.197285,1305
2.2416105,2.1130383,7.750943,2.7487714,1306
2.315138,1.9999375,5.7958827,2.842069,1307
2.474822,2.0037067,7.2755466,2.6933138,1308
2.1869025,1.6315804,3.6950836,2.9387105,1309
2.2522602,2.116095,5.1884894,2.841025,1310
2.5489955,2.5196757,5.011679,3.5290174,1311
2.3816717,1.9284762,4.5693073,2.7749999,1312
2.2808778,2.239291,3.72202,3.6849568,1313
2.704831,2.5316498,5.4875727,5.9270854,1314
2.603876,2.9567826,4.0066457,5.071243,1315
1.6077634,3.1803756,3.3546293,3.3567705,1316
1.7630688,1.7955747,3.9676626,3.2106392,1317
1.8534564,1.7249067,2.7482555,4.599736,1318
1.7282246,1.8411386,3.267776,4.4679775,1319
2.204954,2.5640144,4.7278385,6.5563917,1320
2.415936,1.8157235,4.3382435,5.25194,1321
2.3767626,2.7193005,2.2445085,4.6992707,1322
2.0023153,2.6501234,3.6485116,4.679607,1323
2.2257664,1.8209572,4.2307563,4.3404927,1324
2.4674819,2.2886782,5.230613,4.9900813,1325
2.2218595,2.0540462,3.9236915,5.606434,1326
2.6394086,1.8833926,5.169907,3.7754867,1327
2.0916426,1.7614592,4.2158794,3.8643389,1328
2.066214,2.196463,2.8790543,3.4806173,1329
2.639883,1.9068422,3.6113918,4.166595,1330
2.3930352,3.1687038,4.1492743,4.618755,1331
2.1154258,1.8744812,2.823802,3.1055534,1332
2.2878416,2.470021,2.6037734,3.037217,1333
2.3297272,2.756191,4.3193116,3.1009796,1334
2.331602,2.1867929,4.303873,3.7720053,1335
2.0635326,1.7093859,3.1443875,2.6244402,1336
1.9724101,2.112052,4.4735622,3.1293457,1337
2.3423786,2.5913103,4.001913,2.4742575,1338
2.25864,2.2434385,5.3857636,3.3601208,1339
2.2576666,1.9666213,5.9983044,3.596667,1340
2.3893347,1.9224786,4.9527564,2.8558908,1341
2.708559,2.2421958,5.6992493,2.8115408,1342
1.7817601,2.3073099,4.43988,2.8898637,1343
1.4306357,2.4053347,3.5540063,2.4638634,1344
1.8767354,1.9880651,4.626428,2.8194067,1345
2.3007596,1.9012958,5.7532444,2.9400039,1346
2.270091,1.9821424,6.1490784,2.9821317,1347
2.4202032,2.324339,5.5889153,3.303562,1348
1.8694963,2.5824375,5.9721866,2.3839476,1349
2.2095366,3.0497823,6.9392047,2.7579994,1350
1.9659891,2.4486737,7.098376,3.411917,1351
2.1660671,2.777096,7.4267273,4.0545163,1352
2.0049484,2.5557816,8.22122,2.5678542,1353
1.9293492,1.8641354,7.37334,2.7120986,1354
2.2271361,1.857025,5.1447515,3.2044551,1355
1.9702502,2.1684031,5.430612,2.9062777,1356
2.2576346,2.0421698,2.6848905,2.13041,1357
2.28156,2.2705626,2.980198,3.6181896,1358
1.8337067,2.815638,2.0511138,3.1993854,1359
1.5160229,2.4119215,2.8781545,2.1587212,1360
1.5568266,1.7442881,2.430181,3.293583,1361
1.5776525,2.0346694,2.2479496,5.229792,1362
1.4992458,1.96472,2.3825417,2.5059903,1363
1.4521656,1.5950549,2.1083245,3.1855552,1364
1.6198951,2.7134678,1.9576062,2.2543983,1365
1.7967584,2.2085392,2.945133,3.2399075,1366
1.9136971,2.6129918,1.9602342,2.5932295,1367
1.6017506,2.2545197,2.053746,2.1865985,1368
1.849007,2.4543388,2.339329,2.69895,1369
1.6800972,2.5796647,1.7718304,2.5347922,1370
2.113389,2.1835728,3.2391942,2.2995825,1371
2.3956308,1.7585132,3.0308857,2.9110148,1372
1.9286587,2.0724409,1.9822711,2.2848399,1373
1.760525,3.5874312,1.9576858,2.98005,1374
3.2273564,2.0023942,1.8656027,2.0312748,1375
1.7133734,1.8196483,2.2249556,2.7219634,1376
1.5349228,2.1885242,2.4059527,3.2842445,1377
2.2831519,2.1531677,2.0611088,3.0037472,1378
1.3503306,1.7251477,3.3557384,2.546633,1379
1.4802011,1.7663649,2.146334,3.2017841,1380
1.1492666,2.1456869,2.060686,3.3395922,1381
1.1828629,2.653014,2.3125916,3.1329238,1382
1.4814309,2.2550747,2.7558203,4.245235,1383
1.6085151,1.7067344,1.9348462,3.2090037,1384
2.1547291,2.3143919,2.633219,2.0765564,1385
1.4495707,2.7742949,2.318479,2.7349515,1386
1.5705935,2.1752284,2.2179465,2.4340143,1387
2.9156368,1.8626841,2.048308,2.9577765,1388
1.935012,2.0960932,1.9088167,2.3020778,1389
1.7825613,2.938167,2.0852575,4.118591,1390
2.1439745,1.6896036,2.323896,2.6401482,1391
2.386378,2.1996784,2.6791892,2.7496068,1392
1.743298,1.9056613,2.2941797,3.0021157,1393
1.7285167,2.5725455,2.0200808,2.960591,1394
1.2817632,1.7851322,1.7518276,3.326415,1395
1.7343665,2.199555,1.8034073,3.7224066,1396
2.6080868,2.9246907,2.2943382,3.537895,1397
3.1316216,3.1404035,2.3886218,3.8937366,1398
1.9195683,3.20603,2.18865,2.6192927,1399
2.1229725,1.918285,2.0046482,2.3836207,1400
1.6595701,2.0591185,3.0410032,3.1437213,1401
2.050525,2.7509048,2.627741,2.8893826,1402
1.8196487,2.6887152,2.5470617,3.0629573,1403
1.8056257,2.2858577,1.9806392,3.4468484,1404
1.9515696,1.7055689,2.8750613,2.1929688,1405
1.7295642,2.0388598,2.8060477,3.0724044,1406
1.614714,3.543328,1.946314,2.8672175,1407
1.9261308,1.7552918,2.5888803,2.2715497,1408
1.6680497,3.0182014,2.1783588,2.9933317,1409
1.8150868,3.2657108,1.983622,3.4558427,1410
2.149985,1.59788,2.8480358,2.9879274,1411
2.072213,3.120516,3.3211741,2.4449897,1412
2.3061965,2.8098264,1.7579889,2.3191376,1413
1.6712322,1.8291351,2.038394,2.672934,1414
1.6536083,1.9405445,2.2760797,2.3414931,1415
2.185028,3.2207532,1.8676168,2.2088692,1416
1.4315501,3.7320483,1.6551275,2.3399267,1417
1.7256933,2.6711638,3.1965072,2.5860822,1418
1.689632,2.2433915,2.3643188,2.3447845,1419
1.6309434,2.3805366,2.1323075,2.617141,1420
1.8490642,2.01316,2.352166,2.537905,1421
1.9643462,1.4717247,2.4063122,2.3110673,1422
1.7348292,2.858992,2.1886642,2.4223156,1423
1.2141091,2.1298032,1.7844337,2.5375035,1424
1.497679,2.519462,1.9876703,3.3195598,1425
1.4777485,2.3484826,2.0531826,2.8825233,1426
2.2651513,1.6931663,2.7040262,2.878532,1427
2.1574814,2.0123587,1.9551064,3.4882538,1428
1.2234695,2.065072,3.1559958,2.8370402,1429
1.5710675,2.5519848,2.4306157,2.4966803,1430
2.1289651,2.6811593,2.6596162,2.241321,1431
1.9540981,1.8056499,2.5252962,2.9782722,1432
1.2053846,1.9761353,2.2763216,2.059088,1433
1.4910573,1.5740905,2.3419886,2.9880192,1434
1.25469,1.994302,2.5253963,2.6061237,1435
1.2177047,1.7221346,2.4181721,2.995551,1436
1.5369323,2.3477633,3.5436573,2.921687,1437
1.1495667,2.0087304,1.9825901,3.3443303,1438
1.3406639,3.5238576,2.278527,2.9646866,1439
1.9172153,3.1481042,2.457557,2.5688038,1440
2.234721,2.1044357,3.1741652,2.8082666,1441
2.300188,2.1508539,2.3298638,3.1598885,1442
2.585574,2.6408944,1.9025306,4.2210336,1443
2.48971,2.3715458,1.7994609,2.2874157,1444
2.5263138,1.990381,2.8757167,2.795314,1445
2.3644042,3.444718,2.4947386,2.5070314,1446
2.4893734,2.662722,2.2208695,2.344274,1447
2.2171538,2.1588511,2.4569118,2.876049,1448
1.6761596,2.5061514,2.4832196,3.29266,1449
1.4243286,3.0039532,2.425608,2.5411649,1450
2.1025507,2.6990464,2.7213142,2.3613203,1451
1.3382415,2.0520816,2.2653017,3.009869,1452
1.3777332,2.2213953,2.305264,3.4772933,1453
2.554448,2.473033,3.4423554,2.5884573,1454
2.065695,2.4705439,3.9624631,2.6632516,1455
2.3572872,1.6623138,4.084747,2.5256,1456
1.8802474,1.9701487,2.2431986,2.58852,1457
1.8650043,1.9614358,1.902672,2.9288564,1458
2.1062067,2.1120718,2.6410432,2.0917358,1459
1.9022542,2.5114276,2.0005543,2.4497852,1460
1.5921131,2.302463,2.538641,2.3053105,1461
1.4984628,1.842092,4.039229,2.0906434,1462
1.5607607,1.9285898,2.4889698,2.4501984,1463
1.5332831,2.2427518,1.9574031,2.7304103,1464
1.7709904,1.8888584,2.0128422,2.602898,1465
1.835391,2.2997663,2.0063746,2.8136394,1466
1.6092619,2.4461136,2.8478022,2.6178768,1467
1.5388399,2.4265835,2.0647058,2.9916441,1468
1.5525717,1.7900792,2.4305522,2.7554855,1469
2.183056,2.4726717,3.4914312,2.2440088,1470
2.014309,1.7209308,3.0728712,2.8855035,1471
1.4163547,3.1872966,4.7573495,2.125092,1472
1.4690684,3.1637356,2.9063318,2.3203557,1473
1.8331907,3.1998298,3.3705375,2.207482,1474
1.6609856,2.356203,2.936352,2.5612586,1475
2.096972,2.8439333,3.3063655,2.6949167,1476
1.7436663,1.9697709,2.3207548,2.6025329,1477
2.0672464,2.3486416,3.0766597,3.781535,1478
2.3844857,2.4359941,3.5007484,4.741883,1479
2.0175862,2.685019,2.8689163,2.7557838,1480
1.9175743,2.9684036,1.9236197,1.9179934,1481
1.5745088,3.8542542,2.2212508,2.4599218,1482
1.4111468,1.9027103,2.3535173,2.5719109,1483
2.6106827,2.7523723,2.4878092,2.7956183,1484
1.4914491,2.1082036,2.3131447,3.2179027,1485
1.363255,1.8052778,2.0991683,2.7083418,1486
1.507905,1.9488953,3.290035,3.132722,1487
2.2850535,2.6204536,2.5140486,3.2086234,1488
1.7760941,4.5020514,2.8648875,3.5838506,1489
2.1302114,3.2175055,4.4877954,2.736545,1490
2.4951112,2.206539,3.368769,2.310934,1491
2.2305996,6.0157876,3.7284,4.9066443,1492
3.2999144,2.7902021,2.630006,3.6702244,1493
2.166873,2.6864552,6.8869777,3.7412972,1494
2.2869806,3.7223017,3.175391,2.6883998,1495
1.479953,2.0678158,2.1432135,3.3148234,1496
1.9863259,3.1265187,2.3020911,2.6654813,1497
1.4914502,2.1664853,2.3338466,2.7425046,1498
2.7662547,3.6372447,2.3104978,2.6444516,1499
2.187578,2.7291434,3.3049293,3.664078,1500
1.8666936,3.0859165,3.5250561,6.88592,1501
1.6790279,2.7257469,2.284115,3.7543695,1502
2.2743976,3.0466714,2.1379316,3.6684217,1503
1.9738097,4.1001005,2.5617504,4.442454,1504
2.255076,4.729052,4.72599,4.7181935,1505
2.1431077,3.629737,6.2535353,3.5558262,1506
3.4678442,2.1765733,2.4963849,2.776763,1507
1.8112539,2.409467,2.9953809,2.2506216,1508
1.9217669,2.9048429,2.1257095,2.4336464,1509
1.7377859,1.4447861,2.5261343,3.9977803,1510
1.8053007,1.8487252,3.09823,5.060722,1511
1.9647115,2.958409,4.4459095,5.047649,1512
3.745386,2.6858113,4.354697,2.386986,1513
2.6792583,2.3670025,3.9253953,2.332182,1514
2.2300339,2.0401614,2.3362749,2.4384263,1515
1.6083027,2.43789,3.6018379,3.507763,1516
1.6961237,2.1166973,2.16348,3.2891223,1517
2.6117568,1.7185591,1.8711262,3.062807,1518
1.4736602,2.8173134,2.70356,2.0425122,1519
1.7901702,4.177597,2.5385718,3.3103836,1520
1.6264864,3.1431043,1.9166079,3.2005641,1521
2.3695102,1.8229588,1.889819,3.13524,1522
1.6300188,1.967025,2.0894113,2.9225967,1523
1.4425241,3.1867917,2.0176885,2.802828,1524
1.6418833,2.429656,1.9218802,2.7864075,1525
1.6227871,2.1788821,2.1573615,2.9657102,1526
1.6638976,1.8746496,2.7562315,4.038533,1527
1.7055594,2.197139,1.7207943,3.1643517,1528
1.4301008,2.253416,2.1990376,3.0829298,1529
1.5840365,2.7403882,2.8378017,3.1601722,1530
1.7861804,3.0562427,1.9389226,3.3994098,1531
1.8211749,2.9526293,2.1364257,4.8380184,1532
1.878567,2.8974836,2.3484175,3.9092007,1533
2.0852807,3.4112864,3.0698016,3.6179361,1534
1.4431005,1.9502832,2.237313,3.3339806,1535
1.7476699,2.190291,2.8149629,2.634594,1536
2.0678053,2.0405223,2.2009778,3.490062,1537
1.960319,2.4390967,2.07343,3.5768642,1538
2.0014126,2.8495162,2.1723382,2.5420167,1539
2.0248418,2.5979545,2.0123613,4.305323,1540
1.9635613,2.2955408,1.9830672,5.1258445,1541
1.6387676,1.9032869,1.9274087,3.2357135,1542
2.0905178,3.0052705,1.9610914,2.0919483,1543
2.4449635,2.6937838,4.9902515,2.492337,1544
2.1261919,2.9703171,2.978678,4.5404735,1545
2.30121,2.0025253,3.0215516,5.556756,1546
1.5767764,1.8633977,2.774097,3.1234906,1547
1.5404775,2.2982059,2.4979625,2.1145246,1548
2.5802372,1.6985422,2.7244213,2.2772276,1549
2.0902526,2.8851151,6.5563245,2.3633082,1550
1.9536662,1.8077321,8.069462,2.5820858,1551
2.250058,2.2412212,5.8766727,3.6926672,1552
2.1810338,2.9455671,5.0618405,4.568618,1553
1.9996253,3.776819,2.8283856,3.2982266,1554
1.7690026,3.0186286,3.8529599,3.5998986,1555
1.5256512,2.32645,2.1019807,2.6426127,1556
2.1423018,2.2066548,2.9218884,2.0453568,1557
2.6244197,1.956318,3.3089688,2.3357894,1558
2.2892945,1.7435586,3.4560127,5.270015,1559
2.3469274,3.2845728,6.167689,4.3250284,1560
2.506756,2.8559098,2.8523192,4.6687455,1561
2.1036444,1.8903681,1.5715575,2.372785,1562
1.8017142,2.4233654,2.5851426,2.3836722,1563
2.4699833,2.6168573,3.6781757,2.605929,1564
1.9724936,1.8978971,5.5896277,2.9104846,1565
1.6460742,2.6734407,5.93533,2.5689452,1566
1.4759464,1.9125925,2.066215,2.5413792,1567
1.9147518,1.6365981,2.5146573,2.9209187,1568
1.9019967,2.5282137,1.9153025,2.555659,1569
1.8062037,1.7890382,2.931547,2.4347184,1570
1.9135201,1.9844748,2.3787172,2.8071346,1571
2.3783371,3.9477394,3.2009258,2.3633766,1572
2.4556382,2.6776476,4.9920297,2.805194,1573
1.8060707,2.2622411,3.0719388,4.5232015,1574
2.1129065,4.0461793,5.2315264,5.243322,1575
2.5565143,2.9136996,2.3235948,3.3691819,1576
1.830521,2.1185107,4.3273764,2.7232208,1577
2.4173021,2.7260115,6.4364495,3.0554805,1578
2.2610204,2.8184228,2.5414388,2.5652182,1579
1.7872547,3.585952,2.0165033,3.4601135,1580
1.8512461,2.3615162,2.983228,2.7342865,1581
2.3740237,1.3597711,2.066429,2.3057637,1582
1.8049597,1.9352293,3.1378684,2.6358895,1583
2.03767,2.3563843,5.0202794,2.1628258,1584
1.85023,2.9834156,5.141781,4.1273084,1585
2.2803564,2.8031127,3.05489,3.3993804,1586
1.954334,2.7120402,3.258258,3.0354064,1587
2.0448632,2.389139,3.9106472,4.305991,1588
1.945673,3.638725,3.50404,3.880032,1589
1.9058022,2.8735383,1.9217961,2.7038,1590
1.5406452,2.215314,2.6023526,2.9803813,1591
1.6539278,1.7925434,2.6594775,3.0912154,1592
1.4337157,2.2889986,2.4046197,4.151606,1593
1.6966238,1.744729,1.6707767,3.242059,1594
1.7196716,2.4035916,2.372471,2.8024843,1595
1.7065138,3.746087,3.0407677,4.345494,1596
1.6984429,3.604404,4.686797,4.598272,1597
1.6208743,3.0824664,4.2921405,2.7612453,1598
1.8456192,3.077946,4.6964355,3.3373082,1599
2.4462273,1.6525388,5.774174,2.6628485,1600
1.5893631,2.3500214,4.3863373,2.2744627,1601
1.7196692,1.8792024,4.975437,5.0525646,1602
2.7994752,2.1206977,5.9023504,2.987775,1603
2.489612,2.7320929,3.2934134,2.964917,1604
1.4380893,2.0808074,1.941268,3.6076276,1605
2.279815,3.8939204,3.932127,2.8611944,1606
2.1930804,3.624825,3.2995298,2.7001014,1607
2.527446,2.6537309,3.261483,4.564298,1608
2.5236592,3.761545,3.2492948,4.0067267,1609
2.0122752,3.6131172,4.482204,4.7792635,1610
2.7968812,3.3497717,2.920892,3.500993,1611
2.2282739,3.559749,3.08467,3.801475,1612
1.5926199,3.8782516,2.1690235,4.1861205,1613
