@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE 'Spectral crest factor' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
1.7485771,2.254028,2.1188293,3.3392184,538
2.3464441,2.1753335,2.7587621,2.361316,539
1.4584248,2.0127168,3.349672,3.4534168,540
1.4798201,2.1591141,2.1705744,2.7387261,541
1.6427156,2.0715594,3.7101324,4.5751634,542
1.501226,1.7993629,2.5220945,2.7324693,543
2.1722848,2.1915102,2.0887294,3.355569,544
1.540274,1.7917897,3.3363628,2.8891609,545
1.7413543,2.3998077,2.2402601,3.5195098,546
1.6116098,2.1409419,2.3495545,2.337612,547
1.5571811,2.2654865,2.4503458,2.4952214,548
1.9210877,2.214237,1.8826188,1.8511024,549
2.105892,2.172911,2.1231413,2.5336277,550
1.4167157,2.0848637,2.6787314,2.1417093,551
1.9356166,1.7255812,2.4516935,2.3524222,552
1.8221301,2.5481567,2.1243062,2.9283824,553
1.3854808,3.8245263,3.3964407,2.4004672,554
1.9325392,1.9361331,4.0024357,2.8906424,555
1.7057847,2.003514,2.495119,2.8501828,556
1.8340994,1.7773129,3.1372948,3.0054698,557
2.16774,2.322278,4.1118355,3.0913868,558
1.4914633,1.4817499,3.532574,2.495588,559
1.4592837,2.064411,2.7858288,2.5279453,560
1.528415,1.9332248,2.2560067,3.6577837,561
1.3417668,2.0103152,2.3260038,2.3039396,562
1.2480569,1.8798414,2.546554,2.9373627,563
1.3216203,2.140946,2.6471136,1.9055492,564
2.1296551,1.7724494,4.0136027,2.532013,565
2.3266613,1.7368172,4.0013514,2.659631,566
1.9161322,2.0609212,3.6645508,2.6096816,567
1.5330199,1.9880973,3.4463322,1.8872014,568
1.5021819,1.6979588,3.103448,2.6686168,569
1.6871134,1.693826,2.606871,4.7597313,570
1.7889153,1.5755336,3.5067518,2.4095144,571
1.6706603,1.5432594,2.313985,3.1529686,572
1.3815253,2.0596805,2.5322008,2.5156775,573
2.414995,1.6810787,1.9797819,3.2149038,574
2.4100225,2.0266292,2.2720947,2.051325,575
2.361748,2.0727713,2.6417944,2.4737325,576
1.6642892,2.6842809,2.2525334,3.0455291,577
1.4542893,1.8052442,2.125545,3.3475149,578
1.4907413,1.9250225,2.3830307,2.4673262,579
1.4773915,1.6048247,1.9879899,4.021656,580
1.8641162,1.9267911,4.011199,4.917281,581
1.6761351,2.1256545,1.8298615,3.8681557,582
1.4891539,1.5584208,3.2109573,3.232148,583
1.3753867,2.3794608,2.5120425,3.1022902,584
1.467383,2.1374636,3.7437725,2.9271295,585
2.2510493,1.7068807,1.9735866,2.0822647,586
1.6188507,2.2325943,1.9061816,2.8851898,587
1.6229777,2.5174294,2.3097754,2.7310271,588
1.9088699,2.279603,3.3144956,3.13052,589
2.1337864,4.028738,3.2637682,2.7724786,590
2.1851077,1.9815195,2.6682389,3.383646,591
1.6258651,1.6776145,2.5748181,2.7442727,592
1.510425,2.0501587,2.544395,3.7061348,593
1.703138,2.0619717,2.112632,2.7351625,594
1.5326836,2.1552105,1.6736746,2.8973145,595
1.594405,2.198263,2.0224345,2.0369968,596
1.5091231,1.9590628,2.005519,3.4144802,597
1.7343663,2.6235693,1.9174733,2.7679272,598
1.6196536,2.7840676,2.8450317,3.281471,599
2.0702465,2.2871876,2.1642036,2.192476,600
1.9058692,2.967621,2.2102077,2.3906746,601
1.6235898,3.7732325,2.9343443,2.960779,602
1.6766505,2.851221,2.2387238,2.9385202,603
1.823503,2.2389977,1.6637279,4.57348,604
2.0826938,2.558812,2.8128173,3.776982,605
1.4987422,2.6011195,3.1927447,2.6424634,606
2.43909,2.2481225,3.057575,2.8923814,607
1.8047546,2.5948472,1.9495736,2.3096633,608
1.4097492,2.6902378,2.4379923,2.6669703,609
1.9008216,2.6691778,2.5815113,4.503219,610
1.5573887,2.9678845,3.1873343,2.020304,611
1.7213084,2.2311087,2.991158,2.5403697,612
1.6159738,2.354844,2.0937796,2.3446698,613
2.1698508,1.869568,1.5263159,3.0895712,614
1.783417,2.2987735,3.1332572,3.4220054,615
1.4145521,1.9473419,2.8386886,3.4293103,616
1.8311485,2.4191375,3.3102381,5.8891063,617
1.4097056,1.7595747,3.7010024,3.7987385,618
1.5784073,1.7384264,2.870595,3.8894134,619
1.3463409,1.924766,2.4163897,3.267879,620
2.0187557,1.9470057,2.9718618,2.6216009,621
1.8445138,1.9892035,3.373727,3.287197,622
2.158738,2.2658432,2.6249259,3.0494132,623
1.7528404,2.0048895,2.201176,3.5896943,624
1.400985,2.0841234,2.9942148,2.6553304,625
1.8490613,1.9361311,2.8645358,2.2313418,626
1.7590796,1.7607515,2.3193023,1.9828979,627
1.803515,1.8860425,1.9088277,2.7454455,628
1.8895353,3.0230334,2.8803613,2.6987505,629
1.8472472,3.3994665,2.0157547,3.6509755,630
1.9006333,2.0809138,2.4839096,2.3674066,631
1.6628418,2.6354737,1.8402638,3.460094,632
1.5243304,2.0582411,2.241922,4.629949,633
1.4376699,2.346526,2.4186945,3.351861,634
1.6274424,1.4963181,2.0680335,2.9346278,635
1.4325346,2.2239087,3.1901588,3.3338087,636
1.5538795,2.6930895,2.6183882,3.4283898,637
1.5015389,2.5433974,3.0779302,4.6882114,638
1.5490911,1.9931328,3.8980424,4.566869,639
2.0582788,2.445186,2.5577245,2.875815,640
1.2847301,2.5282915,2.9095936,4.3136454,641
2.2526858,1.929554,2.4066603,2.5803914,642
1.4841624,1.9690038,2.8278763,3.5967424,643
1.3640826,1.9183979,2.94086,2.417072,644
1.370827,1.9004843,4.2894444,2.5889359,645
1.5220493,2.4562645,3.7846117,2.306676,646
1.5783266,2.6680846,2.86199,3.3405616,647
2.2396314,1.7630799,3.3463483,2.6828628,648
1.9711996,2.1255608,1.6912485,2.350497,649
1.7190496,1.9101427,2.369213,2.3532832,650
1.9271516,2.5305245,3.3386195,4.7142982,651
1.541748,4.496505,2.9855964,2.4256783,652
1.6139789,4.022454,2.901774,3.1295927,653
1.5373446,3.3031828,2.2624602,3.17022,654
1.4041301,1.9502386,1.8923024,2.26384,655
2.3532245,2.4149172,2.1194415,2.5439448,656
2.345055,2.184194,2.6611097,2.5701861,657
2.439526,1.9615002,2.2297618,2.808223,658
1.7715126,2.2617228,1.7840693,2.4542997,659
1.5749395,2.910475,2.0110724,3.130277,660
1.6065954,2.9036007,2.019062,2.1957424,661
1.7246845,2.442482,2.7339184,3.008701,662
1.7990689,3.427291,2.8729277,2.4494073,663
1.4841571,3.2895222,2.4380288,2.4646764,664
1.2884365,2.8668125,2.7677777,2.3228333,665
1.8432726,2.5951586,2.6859517,2.4413567,666
1.6542501,2.1417303,4.3480463,3.1164348,667
1.848211,2.3994856,4.9029903,2.8479354,668
1.8234631,2.032603,3.0080783,3.1368198,669
1.5915867,2.0306687,2.162358,3.074289,670
1.6009114,2.1126754,3.3287928,2.106485,671
1.9171057,1.8889328,2.869068,2.8560295,672
1.2686074,1.8389974,3.4005816,2.8531325,673
1.5870265,1.6758698,3.3241987,2.016829,674
1.9751365,1.4802647,2.8831503,3.238073,675
1.8548976,2.25964,3.542137,3.0709367,676
1.8490059,2.6847777,3.5798879,2.7740755,677
1.5630542,2.0380054,3.6598618,2.3842852,678
1.4951757,2.0286083,2.3522081,2.9452014,679
1.5014937,2.1119146,3.5385602,2.0423946,680
1.3179996,1.7888483,2.961917,3.4710476,681
1.2942785,2.0863242,2.770718,2.6803374,682
1.5315813,1.6073763,2.1123705,2.9356248,683
1.6878544,1.7635747,2.2652187,2.647492,684
2.2572718,2.0537353,1.8123258,2.648676,685
1.7641119,1.8053927,2.8998024,2.4253435,686
1.8306991,2.6494715,3.365343,2.3006942,687
1.6964517,2.215916,1.8090376,2.580315,688
1.7125906,2.1917896,2.0344195,2.145276,689
1.8305266,1.4435486,2.3485157,3.6120255,690
1.8002154,1.6445116,2.6589932,3.714467,691
1.1850935,1.7515274,3.9513059,4.543445,692
1.5918019,1.9819988,4.153329,4.8313947,693
1.846702,2.8189037,3.3898218,6.5444946,694
1.7100029,2.155181,4.63579,3.3278403,695
1.2515604,1.769866,2.7573347,3.144407,696
2.0487137,1.6982845,2.71935,2.7564194,697
1.9484099,1.7213082,3.4276264,3.2640073,698
1.4220124,2.2807238,1.9398314,3.5758352,699
2.081339,2.3066208,1.8115197,3.8722665,700
2.0769281,1.9304352,2.525386,4.2269244,701
2.082481,2.2294967,2.8167443,4.327973,702
2.108202,2.4438248,3.4859543,2.472091,703
1.7094293,1.5803992,2.0274894,2.9141045,704
1.5543203,1.6842711,1.8053174,3.490553,705
1.617728,2.016732,1.9833257,2.057204,706
1.7037423,1.8787483,2.0830798,2.9325442,707
1.5175399,2.3845727,2.1612108,1.8788501,708
1.6138884,2.0296617,2.0307343,3.390669,709
2.2674274,1.8500961,1.6599302,2.6400242,710
2.2591362,3.273049,1.7931156,2.7009828,711
1.3275882,2.8043082,1.9116234,3.782898,712
1.5326316,3.125741,2.1617696,3.616116,713
1.8133578,1.8186958,2.8336375,3.7905867,714
1.5488259,1.9093851,3.1241612,2.998737,715
1.4622545,3.0094516,3.2133844,3.2035441,716
2.3255517,2.297128,2.442929,2.855004,717
2.916304,1.7203249,1.7787752,2.2056901,718
2.435693,1.8255835,2.1525884,3.667249,719
1.7575625,2.155599,1.9185001,1.8829567,720
2.4108727,1.5875065,1.9699812,2.8529005,721
1.7790047,2.1086128,2.0400438,2.9416003,722
1.378952,2.345119,2.5858555,3.047029,723
1.9086795,1.564186,2.0961397,1.9377438,724
1.3502775,2.6871223,1.9849623,4.253305,725
1.8670269,2.1775718,2.2149591,2.4877102,726
1.2652812,1.7540611,3.4318902,2.7794893,727
1.8951739,1.8541178,2.436549,2.4952903,728
1.8074235,1.9431337,4.3567734,4.2696967,729
2.0422044,2.1149714,4.2252917,4.2621746,730
1.9869548,1.7059562,3.9761412,3.5819068,731
1.6113578,2.4656916,2.0584917,2.0924194,732
1.9782525,1.8098779,2.1323533,2.2136571,733
1.3534576,2.5274673,3.6777802,2.371178,734
2.1109133,2.0896094,1.8841423,1.9517012,735
1.3658668,3.1580904,2.2410183,2.5040412,736
1.372011,2.3703632,2.5984545,2.0058374,737
1.4336208,2.958393,1.8486537,3.0789504,738
1.7706673,1.8583093,2.3466027,2.639323,739
1.775006,2.4898725,2.2427201,2.1005049,740
1.4961542,2.7190957,2.9366515,3.4269733,741
1.671919,2.3327186,2.047761,2.9549875,742
2.3434181,2.2071838,2.1714857,3.5903087,743
1.5395515,2.2887442,2.392972,3.0473049,744
1.954026,2.275462,1.861054,2.9603472,745
1.6925424,1.8062035,2.1223197,4.0735207,746
1.6853019,1.7831668,2.4939868,2.3411212,747
1.5968472,3.1833415,2.4798977,4.505063,748
1.325536,1.4882424,3.3180404,5.4234633,749
2.0245976,1.9726406,3.1957564,2.7711666,750
2.0644882,1.5971086,2.4065425,2.8366082,751
2.4463086,2.5460672,1.8086939,3.7319572,752
2.2663543,1.870805,2.128601,2.6936,753
1.9256036,2.0374649,1.9332019,2.429975,754
1.3609947,1.8547757,2.3558104,4.2282047,755
1.737052,2.6269445,2.8756857,2.9872222,756
1.92734,2.4759867,2.433465,3.3428705,757
1.8275516,2.1989338,3.1244853,2.5500093,758
2.087215,3.2536833,2.998692,2.6067286,759
1.634228,2.4836714,3.6468425,2.3243356,760
1.8258567,1.6355902,2.6128988,2.4817903,761
2.0247161,2.3541641,3.5501158,3.814071,762
2.173271,2.59725,4.1320457,2.5395653,763
2.4470224,2.3684928,1.8912083,2.5808156,764
2.2434452,2.9098654,3.521318,2.6078763,765
1.7404721,1.9738188,2.2890286,2.6259975,766
2.0856576,2.2316797,3.2843578,2.994726,767
1.905279,3.026153,3.337859,3.3233018,768
1.7692537,3.6339025,3.8528788,3.880982,769
1.752927,3.052552,2.624308,4.409356,770
1.894368,2.9143784,2.242164,3.5101955,771
1.5037996,1.959422,2.9576046,2.060214,772
1.6384516,2.1427987,2.3212447,2.7463276,773
1.968486,2.049568,2.748767,2.4911475,774
2.0284512,2.4427261,2.3680687,2.2595713,775
1.6763964,2.5285485,3.319008,2.298042,776
1.8223176,3.5682776,2.7735724,2.8814883,777
1.2334062,2.410942,1.7976574,2.1308792,778
1.2387687,2.1196132,3.308175,2.3140154,779
1.5074627,2.17226,2.9281876,4.134506,780
1.6476676,2.3495514,3.3623667,2.6300704,781
1.4323766,2.0628633,2.8927069,4.0452423,782
1.5366224,2.2576044,2.8960562,2.704262,783
1.5408971,2.8092825,3.0010076,2.8864806,784
1.7389746,2.3919578,2.8112104,2.7308204,785
1.5226048,1.5466338,3.5138516,2.7065613,786
1.4658816,1.824014,2.8505003,3.4334235,787
1.3527838,1.7648281,2.7604415,2.6611738,788
1.4288745,2.6110725,4.353442,2.5087793,789
2.1038523,2.4355226,3.388058,2.3386717,790
1.3820426,2.3108735,3.4528298,2.3154452,791
1.6683484,3.371258,2.4981284,1.7568823,792
1.6711429,2.190686,2.400735,2.6213188,793
1.9325349,2.4969947,2.508023,3.4167354,794
1.7408082,3.2937024,2.3325405,2.9298415,795
1.283461,3.177029,3.1920896,2.945309,796
1.383493,3.591684,2.674102,3.588077,797
1.4022092,4.1114283,3.2507775,3.2690625,798
1.4337361,4.214459,3.5917253,4.317505,799
1.6052164,1.8798155,2.6294053,3.436809,800
1.8675306,2.0753481,3.0319643,3.803497,801
1.5547094,1.919803,2.10124,5.6292076,802
1.395868,2.713192,4.8875213,5.6374187,803
1.6208185,2.0070834,2.6314185,5.5994053,804
1.9712512,2.0522225,2.34244,3.234185,805
1.4391483,2.8779626,1.971691,3.689633,806
1.3394613,1.4108948,1.8510549,2.6020048,807
1.6036444,1.8273002,2.3496683,3.3995667,808
1.9466156,2.4427035,3.7020204,2.0807078,809
1.4949439,1.6631444,3.589859,3.822732,810
1.5001445,1.9248589,3.9753175,5.4994645,811
1.7521445,2.1259685,2.8872669,4.524848,812
1.6394184,2.2934344,3.6808908,4.1156383,813
1.4485075,1.8739107,2.4345763,2.4042008,814
1.602513,2.1982236,2.52623,2.8736465,815
1.7271184,3.319838,2.1604083,3.0081618,816
1.3720798,2.6720011,2.1949515,2.6619315,817
2.6062677,2.8517973,2.6791847,3.4621127,818
2.3544834,3.2624013,3.0713282,2.5889237,819
1.4188402,1.8475386,2.7572887,3.4204245,820
2.0125527,2.5524156,2.307247,2.4936984,821
1.2217505,3.6362126,2.7877061,2.5853524,822
1.8916367,2.4276779,2.5996032,3.3719475,823
1.2889863,2.9452753,2.5087464,3.2480628,824
1.7229017,2.9209528,2.7445755,3.2362049,825
1.3956646,1.9957832,1.7930828,3.6431515,826
1.3334545,2.1658304,2.896751,2.9564013,827
1.5172831,3.31289,3.0969868,2.9985802,828
2.3875542,1.8006318,3.273714,2.742405,829
1.4089761,2.1744661,2.1754234,3.263971,830
1.3943301,2.3388662,2.8144038,2.959085,831
1.8978052,2.0179942,2.4120917,2.340799,832
2.2105172,2.681286,2.127576,2.846302,833
3.0605109,3.325108,1.7923547,3.6427228,834
1.614348,2.2829647,2.3494058,2.8085728,835
1.4160246,2.6775234,1.7322764,3.8564773,836
1.5582945,1.8631282,2.3440442,4.9566298,837
1.3676476,2.1081872,2.6599004,2.0432281,838
1.693503,1.432297,1.6852304,6.0396547,839
1.2590091,1.8681326,1.9523814,2.6917317,840
1.79186,1.7190666,2.5288506,2.9373274,841
1.379636,2.5465786,3.083896,2.1386986,842
2.0327404,2.3525753,2.7494917,2.297553,843
1.3465201,2.2510693,2.5247235,2.6581328,844
1.4312758,2.0155733,2.2433112,3.1159155,845
1.3479397,1.9511132,1.7645435,3.59087,846
1.817058,2.3852417,2.514631,2.59166,847
1.7809652,1.5535574,2.4098485,3.4010105,848
2.4239984,3.520728,2.3618858,3.9413767,849
1.6697865,2.641578,2.062622,2.883043,850
1.6271747,2.749454,3.6973617,2.5327682,851
1.3014592,2.4392154,2.1790626,2.610356,852
1.463958,3.0703368,1.9795079,2.163797,853
1.7502284,2.6325917,2.521137,2.942347,854
1.4927381,1.8136919,1.7048123,3.637932,855
1.5716444,2.1021314,2.4692183,2.8136904,856
1.3703429,2.2120433,3.0694878,3.5569813,857
1.9290807,2.0547452,3.0611706,2.8259735,858
1.35962,2.7153285,2.2864976,3.0262206,859
1.9704467,2.7096295,2.844304,2.6431472,860
1.542523,2.497006,2.1717858,2.782862,861
1.3499473,2.2053685,2.2423162,2.6930404,862
1.7615237,1.8111044,1.8640208,2.228028,863
1.6821674,2.287733,1.7029058,3.3520875,864
1.9784704,1.7306247,2.478122,3.576649,865
1.7859784,2.5305057,1.7810591,2.6099188,866
1.6663688,2.4415827,1.9275346,2.8152442,867
1.9864627,2.3148186,2.395952,2.9293654,868
1.8064913,1.5357218,2.8417828,2.7080467,869
1.4212357,2.932687,2.7908409,3.3130596,870
1.2736527,3.593158,2.852413,2.7050939,871
1.173744,2.663014,3.593626,4.170537,872
1.3437899,2.7368112,2.9334898,2.5042882,873
1.6119231,1.7044513,3.1470234,1.9101757,874
1.6045918,2.4410968,2.2748406,2.497728,875
1.896944,2.0179093,2.1199763,3.1828136,876
1.6117729,2.8139014,2.2619524,2.9155538,877
1.8576351,1.7204448,1.8998743,3.0348306,878
1.3710524,2.8408442,2.1081765,2.6353393,879
1.3044522,2.3085673,2.0389576,2.8335657,880
1.5759213,1.9468138,1.71478,2.2415667,881
1.3828152,2.5324574,2.6000805,2.4146793,882
1.3698179,2.3960946,3.3663733,2.2246656,883
2.253961,1.7509371,2.8236964,4.4926476,884
1.5936707,2.0127563,3.2939863,2.83898,885
1.9660739,2.7280452,2.792656,2.6425416,886
1.9407947,3.6459975,3.235801,2.5595055,887
1.4672093,2.121947,2.583843,2.8122404,888
1.8892906,2.3043342,1.8873689,2.322611,889
1.5471315,1.6640848,2.3090281,2.3939145,890
1.4527073,2.498523,2.1538646,2.1936111,891
1.4684442,1.9097859,2.0850053,2.1937764,892
1.4870255,2.0223014,2.6817453,2.6199756,893
1.6079254,2.7874298,2.7631109,2.8282216,894
1.4033173,1.923662,4.0370684,2.4430025,895
1.4857508,1.4988142,2.2305865,3.0594227,896
1.62415,1.7498839,1.8542002,2.120689,897
1.3975188,1.9539561,3.035758,2.049943,898
1.8004723,3.1040719,2.5780132,2.7431638,899
2.0831678,2.7162452,3.856342,3.4856865,900
1.9320074,2.930204,3.6316066,3.6107068,901
1.7257453,2.1957471,2.15848,3.2122402,902
1.3588393,2.2149177,2.196068,2.906091,903
1.8784009,1.5822858,1.8235514,2.8041046,904
2.3171153,1.4738109,2.229856,2.5652604,905
2.4918604,2.0427432,1.8214673,2.859182,906
1.9478141,2.115276,1.848454,3.007297,907
1.450973,3.2880797,2.021304,2.8094175,908
2.061029,1.6149794,2.130268,2.4159522,909
1.9580563,2.5056562,1.729527,3.67648,910
1.2890306,2.0611565,2.441619,3.5674036,911
1.2655951,1.8990161,3.4282193,7.759944,912
2.1051996,2.3340855,3.0445995,6.5723915,913
2.0020275,2.8449645,5.294821,6.57861,914
2.0778868,1.8076138,4.706278,4.3110495,915
1.4508054,2.8214254,2.392513,2.3467665,916
1.3882146,1.5815552,2.0608888,2.452462,917
1.4014139,1.5005257,2.7790718,3.6904185,918
1.3604718,2.2082255,3.2918446,4.4287477,919
2.5391567,2.074957,4.031562,6.6831417,920
1.3715304,2.350954,3.8240516,6.187551,921
2.297886,2.1286826,2.7447982,3.608374,922
1.5944877,1.7909662,2.094861,3.645245,923
1.768337,1.5298089,2.5030427,3.1964412,924
1.2986394,1.9467517,2.6880474,2.1744487,925
1.5041116,2.855078,1.8177216,2.4109974,926
2.190716,1.8792511,3.2627437,2.5983949,927
1.4919882,1.9701236,2.1851015,2.5332997,928
2.1434987,2.3293548,1.9711354,2.6836822,929
1.9445628,2.2689602,2.9236026,2.3753486,930
1.991037,1.8967488,1.996697,3.3000848,931
1.7931359,2.4036329,2.0337064,3.1992106,932
1.7876261,1.828621,2.2539718,3.2095873,933
1.9286109,2.5613139,1.9404691,2.956635,934
2.1537535,3.2310636,2.4695673,3.1114483,935
2.1134212,2.7483876,1.9285705,4.1300044,936
1.7737796,2.3421853,2.251428,2.8304543,937
2.0488367,2.3490236,1.6580939,2.3207514,938
1.2333864,1.6590859,2.8835263,3.1627483,939
1.334839,2.715534,2.328484,3.7561913,940
1.5639564,2.9368758,1.9666816,2.6104076,941
1.7734956,3.2593825,2.709889,3.0519226,942
1.8333378,1.8135782,1.8289797,3.875407,943
1.4483883,2.817305,2.1284666,3.378961,944
1.7203181,1.9460372,2.1581032,3.9679651,945
1.4080057,1.7686155,2.6045418,2.8893356,946
1.5981246,3.2131636,3.429045,3.2988923,947
1.8950086,2.0660102,3.1081066,2.2738953,948
1.7340338,1.5922366,3.448687,4.3274117,949
1.5338308,1.5774062,2.0079534,3.7750947,950
1.3650665,3.1453154,2.1726036,2.7189786,951
1.3494252,2.0563564,2.98665,2.466502,952
1.3839631,1.4361811,2.9090567,2.2292407,953
1.1408203,2.220838,1.9085865,2.4680185,954
1.496821,2.0451007,2.0433402,2.8967497,955
2.021416,2.117866,2.01365,3.1511118,956
1.4632027,2.466697,2.3352149,2.684454,957
1.3009939,1.9160184,1.6163722,2.9569256,958
1.7423648,1.6421069,2.1115901,2.554192,959
1.8288206,2.0214846,2.281598,2.6272962,960
1.6593939,1.521357,1.6652274,2.3150275,961
1.8424168,1.6087844,2.0535662,2.8091967,962
1.3581111,2.224378,2.18009,2.897652,963
1.7351604,2.020321,2.207195,2.5771759,964
1.870791,2.5262434,2.027073,2.8061225,965
1.2409683,2.6888804,1.70049,4.1128163,966
1.3362796,1.3707199,2.068544,4.566554,967
1.4227722,2.2455137,2.4432776,2.987359,968
1.9349982,3.151777,2.7901742,3.1247783,969
1.377423,1.8473511,2.1807935,2.8220928,970
1.5850683,1.8296587,2.4623725,3.0383992,971
1.2465085,1.769777,1.9108026,3.253975,972
2.0738337,1.5492983,1.6418823,2.437471,973
1.8820697,1.972678,1.9795171,3.0484135,974
1.9493297,1.7870746,2.4673042,2.2613308,975
1.7953829,2.0069587,2.2081451,2.885418,976
2.7308648,2.2270246,1.8807191,2.4366276,977
1.3981715,2.4821637,2.8269126,2.3667097,978
1.9113691,1.5400014,2.229981,2.5835145,979
1.831846,3.176341,3.0227797,2.8141997,980
1.709132,2.1548662,3.7033832,2.542595,981
1.5936772,2.5997965,1.9713336,2.3513584,982
1.5459801,2.3263783,3.1782744,2.6746936,983
1.2404288,1.8790344,2.510898,2.1561954,984
1.3778766,2.4320567,2.7245307,2.1814132,985
2.0080712,1.9581522,2.1390429,2.7820835,986
1.4573959,2.0307453,2.1320922,3.129054,987
2.0344946,1.7945127,2.7249568,2.6460648,988
1.723287,2.774853,3.0321758,2.2068229,989
1.3402954,1.931076,1.9262905,2.9181046,990
2.091345,1.5456121,1.8315039,2.3944557,991
1.603015,2.0867343,2.3428862,3.6675737,992
1.4832404,2.209337,2.1514251,2.2541947,993
1.927956,2.3408647,1.871224,2.453559,994
1.3539534,2.452557,2.1475203,3.7064705,995
1.566853,3.4442365,2.036759,3.102637,996
1.9689586,2.291103,2.4383671,2.158819,997
1.6824462,1.6733471,2.4873013,3.1983058,998
1.7510823,2.2680082,3.468461,2.2573774,999
1.1877043,2.7802672,1.7346058,3.6300337,1000
1.8724351,1.8874534,2.5777109,2.3872416,1001
1.7398282,3.7203999,3.9467618,3.8931935,1002
1.8788618,2.4583533,2.6543903,2.3119946,1003
1.5771464,2.663427,2.5577579,2.6398563,1004
2.3128028,2.164575,2.5987701,2.0556602,1005
1.4493906,2.1236567,2.3547516,2.0961204,1006
1.6150218,2.0967035,2.3691144,2.4032528,1007
1.5133585,3.2667062,2.312249,3.0241864,1008
2.2285223,2.1544342,4.228395,2.635165,1009
2.0194545,2.5131266,3.8075054,3.5757508,1010
2.1127536,2.3357916,3.00807,3.1326756,1011
1.6982348,1.7446942,1.8587135,2.8726768,1012
1.4756054,2.9549942,2.5940826,4.475053,1013
2.138961,1.9256005,1.9350351,2.9456153,1014
1.6510286,1.7752081,2.0811946,4.4384537,1015
2.480867,3.091791,2.1932466,4.834466,1016
1.7998571,3.4073248,4.3984284,4.1419516,1017
2.1099286,3.3578956,2.8504696,3.3135867,1018
2.0702453,2.0826201,1.9594622,2.1768975,1019
1.8897129,2.5406613,1.8962448,5.338189,1020
2.2931957,2.2174158,2.5982184,3.8643644,1021
1.7645239,1.9797473,3.0392008,5.3983274,1022
1.6284479,3.5866485,3.4781663,5.2516894,1023
1.6748207,1.6095473,5.612178,7.658011,1024
1.6839801,1.6652241,4.721165,3.3705132,1025
1.6821012,2.142627,3.1335123,3.3336592,1026
1.2324286,2.942654,2.9469404,3.8146174,1027
1.5067132,3.3160632,3.4135575,3.8241177,1028
1.5309223,2.81153,2.7863183,2.15123,1029
2.1945229,2.7959409,3.5141177,2.07429,1030
1.9242924,3.7710848,3.1865888,2.5565717,1031
1.6860396,3.8642542,4.2650676,2.9137046,1032
2.30866,4.420346,4.2291846,2.3247542,1033
1.8501894,3.9169762,3.9947152,2.2230217,1034
1.9221276,3.4808707,3.8524215,4.5952396,1035
1.8076726,2.1782146,5.3901267,3.9770615,1036
2.1949499,3.1134703,5.1879115,2.7707405,1037
2.4770606,3.150965,2.6332889,3.3977444,1038
1.7263099,3.8514562,3.9355612,5.1008825,1039
2.4949005,2.8590333,3.0777354,2.7230918,1040
1.5992557,2.0523155,1.9067752,2.4173088,1041
1.8593954,2.9440093,2.4160662,2.3424249,1042
1.6939639,1.8386438,2.3464394,2.9012358,1043
2.2489178,2.0794358,3.6755438,2.3734543,1044
1.8762425,2.1517675,2.2313724,3.0540953,1045
2.106369,2.3882127,2.301508,2.9505374,1046
1.5660548,2.3079796,1.8151349,2.3304565,1047
2.2816982,2.5056782,2.6702113,2.0571132,1048
2.7115748,1.7733225,3.0064793,2.4373732,1049
2.3970022,3.419758,7.88724,2.0490983,1050
2.2029936,2.8407452,4.4683046,2.7463295,1051
2.9795873,2.392627,3.907862,2.767219,1052
2.1667533,1.9359962,2.7942142,2.7521944,1053
3.1764212,1.9819001,2.3556998,2.31157,1054
1.899705,3.090909,7.240131,2.4504552,1055
3.6303456,5.6552496,4.575135,2.3610275,1056
3.1725695,2.8895538,4.6973753,4.136068,1057
1.9764223,3.5363722,3.7985783,4.708008,1058
3.345666,3.2847512,4.3870363,3.4536107,1059
1.8267606,2.7036538,4.3399386,2.4941502,1060
1.9218477,3.139598,5.4532337,3.6817784,1061
2.1016946,3.843924,5.78904,2.6094773,1062
1.952429,3.7589586,5.601754,2.4669256,1063
2.4332974,3.6561759,6.1521306,3.0878372,1064
2.0966668,4.107523,5.9140453,3.7345686,1065
2.4635274,4.738212,4.582488,5.2919736,1066
2.0927382,5.1420755,5.8852277,2.96285,1067
1.1647742,2.6628418,1.886737,1.9243467,1068
1.6048036,3.8897069,2.1737401,2.0986378,1069
2.045747,2.7765393,1.9683195,2.7870169,1070
1.9833134,3.5261314,2.1373065,4.1957183,1071
3.1236029,2.7297058,1.9971151,5.4110055,1072
2.886982,4.477758,2.2785041,4.800901,1073
1.9691176,2.537473,2.397756,2.4519417,1074
2.4008315,1.8454491,4.0227757,2.9237785,1075
1.6496907,4.1671357,2.538283,2.5016947,1076
1.9932203,3.0569644,4.929545,3.992626,1077
1.7032393,4.120659,5.653953,2.6045678,1078
2.6762574,2.4232183,4.082934,2.650453,1079
1.2625631,2.8891618,1.6439017,2.720769,1080
2.0077827,2.6193974,4.7421803,2.5447223,1081
1.6419859,3.4784083,4.9551086,2.4926746,1082
2.3134513,2.1409075,7.046481,3.319746,1083
