@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.10469232,3186.914,11.0,2260
0.1347146,775.1953,13.0,2261
0.099030934,172.26562,10.0,2262
0.13342355,516.7969,8.0,2263
0.16439503,775.1953,21.0,2264
0.13348298,818.2617,14.0,2265
0.17718005,775.1953,31.0,2266
0.1952073,775.1953,55.0,2267
0.21183077,775.1953,13.0,2268
0.20947944,775.1953,31.0,2269
0.16913246,775.1953,30.0,2270
0.13261858,172.26562,7.0,2271
0.21207197,775.1953,32.0,2272
0.22674796,775.1953,14.0,2273
0.20913447,775.1953,8.0,2274
0.17090088,775.1953,25.0,2275
0.2171821,775.1953,30.0,2276
0.15781899,86.13281,12.0,2277
0.08773066,1851.8555,13.0,2278
0.09059728,602.9297,9.0,2279
0.08871514,387.59766,5.0,2280
0.07446217,861.3281,13.0,2281
0.052955322,2713.1836,36.0,2282
0.06620687,86.13281,2.0,2283
0.07590486,2368.6523,16.0,2284
0.06978999,516.7969,13.0,2285
0.07582994,559.8633,10.0,2286
0.051364414,990.52734,14.0,2287
0.063653685,2627.0508,17.0,2288
0.081633046,516.7969,9.0,2289
0.083543405,3488.379,30.0,2290
0.14721945,2670.1172,20.0,2291
0.1690341,2799.3164,22.0,2292
0.2171186,2756.25,24.0,2293
0.19997644,2713.1836,12.0,2294
0.1601999,344.53125,8.0,2295
0.21114813,344.53125,9.0,2296
0.1302434,387.59766,6.0,2297
0.11313698,2799.3164,18.0,2298
0.13098025,2799.3164,17.0,2299
0.1408521,2713.1836,15.0,2300
0.14035323,86.13281,2.0,2301
0.06272457,3402.246,20.0,2302
0.06851767,516.7969,25.0,2303
0.043643255,2799.3164,18.0,2304
0.079111226,430.66406,26.0,2305
0.08934186,1851.8555,15.0,2306
0.11325923,2239.4531,17.0,2307
0.21361266,1894.9219,31.0,2308
0.32052973,1894.9219,28.0,2309
0.15824237,172.26562,8.0,2310
0.16182037,3402.246,31.0,2311
0.18790025,2454.7852,30.0,2312
0.12698483,1851.8555,16.0,2313
0.11259742,3402.246,200.0,2314
0.2054004,1248.9258,15.0,2315
0.11074526,1248.9258,23.0,2316
0.11064676,990.52734,16.0,2317
0.10493105,689.0625,8.0,2318
0.2581076,1765.7227,20.0,2319
0.19671758,344.53125,11.0,2320
0.10102334,2110.254,25.0,2321
0.23477055,2110.254,26.0,2322
0.17449346,2067.1875,18.0,2323
0.16208237,2067.1875,14.0,2324
0.13490544,2799.3164,16.0,2325
0.116772495,2110.254,18.0,2326
0.1171985,2756.25,14.0,2327
0.0791992,2411.7188,22.0,2328
0.080761984,344.53125,10.0,2329
0.06425827,689.0625,11.0,2330
0.041167215,1119.7266,30.0,2331
0.052896276,1162.793,29.0,2332
0.12416864,4220.508,74.0,2333
0.19369863,2239.4531,18.0,2334
0.21986249,2282.5195,28.0,2335
0.21607736,1119.7266,21.0,2336
0.21378902,1119.7266,12.0,2337
0.2172834,1119.7266,12.0,2338
0.25925332,1851.8555,27.0,2339
0.20316003,1851.8555,19.0,2340
0.13865484,2239.4531,25.0,2341
0.13114391,732.1289,22.0,2342
0.10062516,2196.3867,11.0,2343
0.0410517,3186.914,11.0,2344
0.072004266,2411.7188,14.0,2345
0.15603812,258.39844,17.0,2346
0.16725506,2713.1836,23.0,2347
0.13745141,2713.1836,13.0,2348
0.09656695,3789.8438,16.0,2349
0.22737375,2454.7852,22.0,2350
0.24370903,2454.7852,53.0,2351
0.1610373,86.13281,6.0,2352
0.17591673,344.53125,30.0,2353
0.18901935,344.53125,13.0,2354
0.21747911,344.53125,14.0,2355
0.1922861,344.53125,12.0,2356
0.23292635,86.13281,8.0,2357
0.17640693,2454.7852,14.0,2358
0.19191422,2454.7852,17.0,2359
0.20438394,344.53125,13.0,2360
0.10907194,2411.7188,19.0,2361
0.13035198,2497.8516,16.0,2362
0.16304976,86.13281,3.0,2363
0.21509297,129.19922,8.0,2364
0.16156797,344.53125,39.0,2365
0.12460526,2454.7852,15.0,2366
0.16619943,86.13281,6.0,2367
0.1564733,344.53125,12.0,2368
0.18264453,2799.3164,15.0,2369
0.16178799,2799.3164,6.0,2370
0.13706277,129.19922,7.0,2371
0.16701445,129.19922,8.0,2372
0.20117964,86.13281,6.0,2373
0.18624318,2454.7852,17.0,2374
0.17856355,2454.7852,35.0,2375
0.1979815,2454.7852,37.0,2376
0.22510187,2799.3164,6.0,2377
0.18654358,344.53125,14.0,2378
0.2097581,344.53125,36.0,2379
0.16409631,2799.3164,13.0,2380
0.14261296,2454.7852,18.0,2381
0.13696389,344.53125,16.0,2382
0.1290197,2067.1875,30.0,2383
0.1646663,344.53125,8.0,2384
0.15578063,43.066406,3.0,2385
0.1368118,43.066406,1.0,2386
0.14003174,1076.6602,16.0,2387
0.19864592,732.1289,7.0,2388
0.2927722,732.1289,8.0,2389
0.29546362,86.13281,3.0,2390
0.1937041,86.13281,10.0,2391
0.1532818,129.19922,10.0,2392
0.15150192,129.19922,6.0,2393
0.18303384,86.13281,7.0,2394
0.21455473,86.13281,5.0,2395
0.119533464,86.13281,7.0,2396
0.15366477,732.1289,17.0,2397
0.12225897,1378.125,30.0,2398
0.14334911,344.53125,6.0,2399
0.12071815,43.066406,1.0,2400
0.084979825,645.9961,11.0,2401
0.19409436,602.9297,9.0,2402
0.18444414,602.9297,9.0,2403
0.16050251,1248.9258,36.0,2404
0.13800909,602.9297,13.0,2405
0.13757978,602.9297,10.0,2406
0.16330618,947.46094,8.0,2407
0.17603593,344.53125,9.0,2408
0.16230614,947.46094,16.0,2409
0.17558706,301.46484,9.0,2410
0.1689892,86.13281,2.0,2411
0.14492127,947.46094,16.0,2412
0.15244262,904.39453,41.0,2413
0.17947423,947.46094,15.0,2414
0.23679021,947.46094,13.0,2415
0.21348616,344.53125,14.0,2416
0.1682303,947.46094,28.0,2417
0.2189146,602.9297,7.0,2418
0.18071999,645.9961,16.0,2419
0.16819996,947.46094,16.0,2420
0.18003115,947.46094,21.0,2421
0.11706612,645.9961,9.0,2422
0.07900163,3402.246,14.0,2423
0.051805396,3531.4453,17.0,2424
0.10117599,430.66406,17.0,2425
0.061778635,3574.5117,16.0,2426
0.05195391,3789.8438,12.0,2427
0.08503756,602.9297,14.0,2428
0.25747404,129.19922,3.0,2429
0.14701681,2239.4531,37.0,2430
0.12602611,387.59766,11.0,2431
0.18474352,387.59766,4.0,2432
0.18335783,2583.9844,18.0,2433
0.14539212,344.53125,15.0,2434
0.13073964,2583.9844,12.0,2435
0.1646846,2583.9844,15.0,2436
0.17500839,344.53125,10.0,2437
0.11722278,43.066406,1.0,2438
0.047511857,2411.7188,12.0,2439
0.058465883,645.9961,23.0,2440
0.05197237,2627.0508,14.0,2441
0.12861986,732.1289,18.0,2442
0.11564295,516.7969,9.0,2443
0.04332799,3143.8477,17.0,2444
0.19200467,516.7969,6.0,2445
0.105004095,1033.5938,32.0,2446
0.14897643,1033.5938,23.0,2447
0.11284008,1033.5938,21.0,2448
0.17585072,516.7969,7.0,2449
0.15313709,516.7969,7.0,2450
0.057949897,3531.4453,13.0,2451
0.047500364,2756.25,19.0,2452
0.04666673,1119.7266,34.0,2453
0.0572053,2583.9844,21.0,2454
0.045669463,9862.207,39.0,2455
0.15956709,1679.5898,27.0,2456
0.18501402,1722.6562,15.0,2457
0.1296228,2368.6523,20.0,2458
0.10728084,559.8633,7.0,2459
0.13568878,258.39844,9.0,2460
0.13258727,2497.8516,28.0,2461
0.1041086,2239.4531,14.0,2462
0.17229459,258.39844,6.0,2463
0.11643694,2497.8516,13.0,2464
0.13229048,2497.8516,21.0,2465
0.1883634,2497.8516,20.0,2466
0.19600233,2454.7852,14.0,2467
0.20816338,2497.8516,21.0,2468
0.21203473,2497.8516,31.0,2469
0.16088332,2497.8516,27.0,2470
0.15931828,2497.8516,22.0,2471
0.18407965,2497.8516,22.0,2472
0.14830403,2497.8516,29.0,2473
0.15950274,86.13281,13.0,2474
0.12104837,3574.5117,180.0,2475
0.16276604,1937.9883,28.0,2476
0.18369283,1937.9883,26.0,2477
0.11012321,1937.9883,14.0,2478
0.12730315,2540.918,14.0,2479
0.13552895,1894.9219,24.0,2480
0.05418987,732.1289,29.0,2481
0.046614774,2842.3828,14.0,2482
0.05112047,732.1289,25.0,2483
0.04646491,3273.0469,12.0,2484
0.062129203,2411.7188,16.0,2485
0.068295404,2368.6523,19.0,2486
0.08378426,473.73047,16.0,2487
0.081489824,1765.7227,30.0,2488
0.047180466,3832.9102,181.0,2489
0.11254361,473.73047,9.0,2490
0.044963352,559.8633,7.0,2491
0.06324066,2411.7188,13.0,2492
0.064847656,2497.8516,37.0,2493
0.054448385,1162.793,21.0,2494
0.06583236,1033.5938,16.0,2495
0.05034012,1033.5938,25.0,2496
0.146286,645.9961,23.0,2497
0.2221615,732.1289,5.0,2498
0.24349095,732.1289,17.0,2499
0.14069429,1765.7227,30.0,2500
0.12958841,86.13281,6.0,2501
0.12922417,2067.1875,18.0,2502
0.12995614,86.13281,12.0,2503
0.1676381,86.13281,9.0,2504
0.1414357,86.13281,10.0,2505
0.19784889,129.19922,14.0,2506
0.20743452,86.13281,6.0,2507
0.08556942,215.33203,14.0,2508
0.08287726,1076.6602,18.0,2509
0.08044967,1162.793,13.0,2510
0.1305623,129.19922,9.0,2511
0.18430372,947.46094,34.0,2512
0.21402177,947.46094,17.0,2513
0.25509068,947.46094,27.0,2514
0.15298173,86.13281,11.0,2515
0.23818539,129.19922,9.0,2516
0.19293399,947.46094,12.0,2517
0.15940556,1894.9219,20.0,2518
0.059326172,1464.2578,19.0,2519
0.0955649,473.73047,15.0,2520
0.0713409,473.73047,10.0,2521
0.045871712,2454.7852,25.0,2522
0.06204677,1464.2578,29.0,2523
0.07209958,473.73047,9.0,2524
0.17718145,645.9961,15.0,2525
0.1873842,1894.9219,30.0,2526
0.2020184,86.13281,5.0,2527
0.15806851,172.26562,10.0,2528
0.17152035,215.33203,12.0,2529
0.076184794,86.13281,10.0,2530
0.08885736,215.33203,8.0,2531
0.14141808,215.33203,11.0,2532
0.16471882,2153.3203,18.0,2533
0.1339919,86.13281,5.0,2534
0.047192946,1248.9258,31.0,2535
0.055616304,645.9961,13.0,2536
0.066875905,430.66406,47.0,2537
0.070051536,2497.8516,14.0,2538
0.07463334,3229.9805,16.0,2539
0.1081642,3359.1797,16.0,2540
0.12898481,3057.7148,12.0,2541
0.10160791,3273.0469,14.0,2542
0.09443594,3014.6484,10.0,2543
0.0918028,2497.8516,13.0,2544
0.10753118,2756.25,17.0,2545
0.08695942,2497.8516,14.0,2546
0.08395238,2756.25,14.0,2547
0.04872268,1248.9258,21.0,2548
0.03972056,2454.7852,17.0,2549
0.06204499,473.73047,12.0,2550
0.06299499,2368.6523,43.0,2551
0.16843657,1636.5234,17.0,2552
0.13664155,559.8633,5.0,2553
0.130749,86.13281,2.0,2554
0.20383683,516.7969,10.0,2555
0.23077796,516.7969,17.0,2556
0.16622137,172.26562,4.0,2557
0.19470651,172.26562,7.0,2558
0.10859348,1119.7266,24.0,2559
0.12101466,3143.8477,15.0,2560
0.06912291,2454.7852,24.0,2561
0.06479789,2497.8516,41.0,2562
0.066900946,2756.25,19.0,2563
0.05439206,301.46484,8.0,2564
0.06397769,2454.7852,19.0,2565
0.075271554,559.8633,12.0,2566
0.17067993,344.53125,6.0,2567
0.06343877,2153.3203,22.0,2568
0.19564061,1808.7891,17.0,2569
0.16047698,1808.7891,32.0,2570
0.17565046,1851.8555,19.0,2571
0.07699591,2411.7188,17.0,2572
0.09706129,3229.9805,17.0,2573
0.10592572,1894.9219,18.0,2574
0.10396514,3359.1797,23.0,2575
0.16966309,301.46484,6.0,2576
0.09860737,3574.5117,181.0,2577
0.120200254,1894.9219,28.0,2578
0.14932488,301.46484,4.0,2579
0.10593943,3574.5117,26.0,2580
0.15718576,559.8633,13.0,2581
0.089748286,3359.1797,13.0,2582
0.15891868,2497.8516,57.0,2583
0.08596812,2454.7852,21.0,2584
0.040636837,1033.5938,31.0,2585
0.045499206,2540.918,28.0,2586
0.13842474,344.53125,14.0,2587
0.10758103,559.8633,6.0,2588
0.22117126,473.73047,27.0,2589
0.09293663,430.66406,34.0,2590
0.1034349,430.66406,5.0,2591
0.11064917,258.39844,7.0,2592
0.18867362,172.26562,7.0,2593
0.13262783,602.9297,4.0,2594
0.09879656,516.7969,39.0,2595
0.11554107,2110.254,18.0,2596
0.15279679,86.13281,3.0,2597
0.15278961,645.9961,9.0,2598
0.1207851,172.26562,4.0,2599
0.19615653,129.19922,3.0,2600
0.14329028,430.66406,16.0,2601
0.13156125,602.9297,8.0,2602
0.21609882,86.13281,3.0,2603
0.17798927,86.13281,3.0,2604
0.16608793,129.19922,3.0,2605
0.16027476,2067.1875,21.0,2606
0.19214723,645.9961,5.0,2607
0.08161582,645.9961,8.0,2608
0.15204223,430.66406,4.0,2609
0.080951735,387.59766,6.0,2610
0.07110667,301.46484,7.0,2611
0.07177304,387.59766,9.0,2612
0.08470738,344.53125,5.0,2613
0.055346403,3445.3125,57.0,2614
0.061246548,3359.1797,19.0,2615
0.099290214,344.53125,8.0,2616
0.09005004,258.39844,14.0,2617
0.079345234,2368.6523,33.0,2618
0.102284394,301.46484,20.0,2619
0.040222198,2411.7188,9.0,2620
0.06831897,344.53125,5.0,2621
0.05890239,473.73047,26.0,2622
0.15283427,301.46484,21.0,2623
0.19465646,301.46484,6.0,2624
0.11662207,2411.7188,20.0,2625
0.08434135,2368.6523,39.0,2626
0.15444764,2368.6523,22.0,2627
0.10529588,1808.7891,23.0,2628
0.10680995,1851.8555,22.0,2629
0.08620444,3402.246,14.0,2630
0.09146786,2368.6523,12.0,2631
0.14959219,2368.6523,26.0,2632
0.07219813,2325.586,31.0,2633
0.115833,2110.254,13.0,2634
0.16185233,516.7969,7.0,2635
0.20622909,387.59766,15.0,2636
0.16423999,559.8633,12.0,2637
0.15614744,86.13281,6.0,2638
0.17929684,559.8633,8.0,2639
0.17215462,559.8633,14.0,2640
0.18284334,86.13281,6.0,2641
0.1305132,559.8633,8.0,2642
0.06474201,516.7969,7.0,2643
0.042528287,2670.1172,8.0,2644
0.06622835,301.46484,5.0,2645
0.08494299,301.46484,5.0,2646
0.07719823,559.8633,6.0,2647
0.116893224,2411.7188,17.0,2648
0.22809896,2196.3867,16.0,2649
0.2086269,1894.9219,35.0,2650
0.1766532,1894.9219,28.0,2651
0.18625438,1851.8555,16.0,2652
0.15807578,1851.8555,33.0,2653
0.15205356,1851.8555,32.0,2654
0.18532349,1851.8555,31.0,2655
0.21635915,301.46484,5.0,2656
0.21721473,1851.8555,31.0,2657
0.17193069,1851.8555,24.0,2658
0.11522601,1894.9219,23.0,2659
0.09201865,43.066406,1.0,2660
0.12832424,301.46484,6.0,2661
0.07617085,602.9297,6.0,2662
0.18926471,559.8633,33.0,2663
0.20467913,129.19922,3.0,2664
0.2010777,86.13281,12.0,2665
0.116380185,215.33203,10.0,2666
0.14189282,301.46484,10.0,2667
0.23585247,818.2617,13.0,2668
0.18225344,215.33203,10.0,2669
0.12833384,516.7969,13.0,2670
0.099360555,86.13281,4.0,2671
0.06963498,1937.9883,13.0,2672
0.09697371,1421.1914,23.0,2673
0.06383396,1464.2578,26.0,2674
0.14620118,1808.7891,15.0,2675
0.25156626,301.46484,11.0,2676
0.19657834,645.9961,12.0,2677
0.09866873,602.9297,14.0,2678
0.08814984,2411.7188,21.0,2679
0.0879942,2540.918,11.0,2680
0.08134951,2282.5195,13.0,2681
0.1431067,172.26562,5.0,2682
0.15686572,645.9961,16.0,2683
0.18130434,2196.3867,22.0,2684
0.1934177,645.9961,13.0,2685
0.18546173,2196.3867,17.0,2686
0.16296987,86.13281,6.0,2687
0.17956232,602.9297,15.0,2688
0.16218825,602.9297,16.0,2689
0.15268695,2196.3867,27.0,2690
0.15202828,2196.3867,14.0,2691
0.14298913,258.39844,14.0,2692
0.14726624,215.33203,8.0,2693
0.11431841,258.39844,12.0,2694
0.12934321,86.13281,6.0,2695
0.09729514,559.8633,14.0,2696
0.12827331,2627.0508,17.0,2697
0.13053353,1894.9219,36.0,2698
0.09361841,3617.5781,177.0,2699
0.13686678,2497.8516,12.0,2700
0.12092972,2497.8516,13.0,2701
0.1966425,2497.8516,20.0,2702
0.13214713,559.8633,15.0,2703
0.1224375,559.8633,30.0,2704
0.09826324,3660.6445,179.0,2705
0.07722766,2497.8516,31.0,2706
0.07823778,2583.9844,20.0,2707
0.048827667,2325.586,19.0,2708
0.0929174,430.66406,9.0,2709
0.06385322,387.59766,19.0,2710
0.06653936,473.73047,13.0,2711
0.06642716,559.8633,11.0,2712
0.065838166,559.8633,24.0,2713
0.07546774,559.8633,7.0,2714
0.07275588,559.8633,6.0,2715
0.055414606,559.8633,17.0,2716
0.058569215,516.7969,12.0,2717
0.17097448,559.8633,7.0,2718
0.2233076,430.66406,7.0,2719
0.26947737,86.13281,3.0,2720
0.22726846,172.26562,4.0,2721
0.2574326,86.13281,3.0,2722
0.15483794,86.13281,3.0,2723
0.07698961,1205.8594,40.0,2724
0.08945674,2239.4531,39.0,2725
0.1565644,818.2617,23.0,2726
0.08418954,2239.4531,22.0,2727
0.076155424,516.7969,15.0,2728
0.1055374,258.39844,5.0,2729
0.04737447,387.59766,6.0,2730
0.21076389,2196.3867,18.0,2731
0.14880106,2239.4531,14.0,2732
0.24930987,732.1289,13.0,2733
0.1971958,861.3281,17.0,2734
0.1897933,172.26562,13.0,2735
0.21241975,172.26562,13.0,2736
0.1320443,689.0625,10.0,2737
0.13108687,1722.6562,15.0,2738
0.24349512,1033.5938,24.0,2739
0.25414455,1765.7227,18.0,2740
0.191719,43.066406,9.0,2741
0.22061844,1378.125,23.0,2742
0.1012664,387.59766,7.0,2743
0.048875783,2583.9844,21.0,2744
0.07282769,2497.8516,12.0,2745
0.15781063,645.9961,11.0,2746
0.14515692,301.46484,19.0,2747
0.18480584,172.26562,13.0,2748
0.15520166,215.33203,10.0,2749
0.13887867,86.13281,8.0,2750
0.13876927,2497.8516,16.0,2751
0.1617935,2454.7852,14.0,2752
0.1759513,2454.7852,15.0,2753
0.21139818,86.13281,29.0,2754
0.10033682,2454.7852,37.0,2755
0.04741786,2756.25,14.0,2756
0.1882708,344.53125,22.0,2757
0.0677672,3273.0469,14.0,2758
0.13950646,2196.3867,20.0,2759
0.21695055,732.1289,12.0,2760
0.18597084,689.0625,7.0,2761
0.16200817,1033.5938,14.0,2762
0.16443874,1033.5938,14.0,2763
0.18228202,86.13281,5.0,2764
0.236672,689.0625,10.0,2765
0.197647,129.19922,7.0,2766
0.082463965,689.0625,18.0,2767
0.18870623,215.33203,7.0,2768
0.037295412,1248.9258,17.0,2769
0.042557415,1248.9258,21.0,2770
0.033810772,1248.9258,27.0,2771
0.063145444,689.0625,14.0,2772
0.13256593,2583.9844,18.0,2773
0.12842873,2583.9844,41.0,2774
0.2199483,344.53125,13.0,2775
0.14205559,172.26562,8.0,2776
0.11270707,344.53125,15.0,2777
0.22636065,344.53125,14.0,2778
0.21874388,2583.9844,22.0,2779
0.23703979,2583.9844,42.0,2780
0.20373622,2583.9844,15.0,2781
0.092697784,86.13281,2.0,2782
0.11019849,387.59766,8.0,2783
0.15874785,86.13281,2.0,2784
0.122257605,86.13281,2.0,2785
0.17851081,2583.9844,25.0,2786
0.1990786,2454.7852,18.0,2787
0.14586446,2713.1836,22.0,2788
0.17334579,2713.1836,15.0,2789
0.11523354,344.53125,13.0,2790
0.25475368,2756.25,12.0,2791
0.23426044,2799.3164,22.0,2792
0.16043171,129.19922,12.0,2793
0.13178092,2799.3164,17.0,2794
0.11542443,129.19922,9.0,2795
0.18217455,2799.3164,14.0,2796
0.1285047,2799.3164,13.0,2797
0.14735699,86.13281,8.0,2798
0.15353109,2454.7852,11.0,2799
0.13418004,258.39844,14.0,2800
0.15014009,2799.3164,14.0,2801
0.14989543,2799.3164,17.0,2802
0.1889971,2799.3164,14.0,2803
0.20717949,2454.7852,35.0,2804
0.20956956,2454.7852,8.0,2805
0.18799475,129.19922,6.0,2806
0.119691245,172.26562,8.0,2807
0.18658356,86.13281,8.0,2808
0.20394975,86.13281,9.0,2809
0.16247073,2454.7852,14.0,2810
0.1584589,2799.3164,15.0,2811
0.20611772,2454.7852,35.0,2812
0.22414969,2799.3164,14.0,2813
0.14391719,2799.3164,12.0,2814
0.12109247,3832.9102,16.0,2815
0.11496824,43.066406,6.0,2816
0.2020914,2799.3164,16.0,2817
0.100629054,2411.7188,35.0,2818
0.12734081,86.13281,8.0,2819
0.1485747,2454.7852,30.0,2820
0.14575423,2497.8516,22.0,2821
0.13311496,344.53125,6.0,2822
0.12539563,387.59766,40.0,2823
0.061459325,2756.25,13.0,2824
0.21919562,344.53125,8.0,2825
0.07360889,43.066406,2.0,2826
0.23770916,129.19922,9.0,2827
0.13541749,1378.125,34.0,2828
0.12689216,86.13281,2.0,2829
0.17780213,1076.6602,15.0,2830
0.15418288,1076.6602,18.0,2831
0.1459081,1033.5938,45.0,2832
0.15375835,129.19922,7.0,2833
0.16124056,1033.5938,24.0,2834
0.15381223,344.53125,5.0,2835
0.112078086,344.53125,7.0,2836
0.0578794,689.0625,14.0,2837
0.06573413,1119.7266,28.0,2838
0.07959668,3273.0469,18.0,2839
0.10204303,430.66406,6.0,2840
0.17573817,129.19922,8.0,2841
0.14798193,43.066406,7.0,2842
0.1386793,2196.3867,13.0,2843
0.16047895,2153.3203,17.0,2844
0.15950531,2153.3203,27.0,2845
0.15633786,86.13281,6.0,2846
0.16382955,129.19922,10.0,2847
0.19088365,602.9297,21.0,2848
0.15985073,3100.7812,11.0,2849
0.08349895,172.26562,7.0,2850
0.109385885,602.9297,19.0,2851
0.1391124,2110.254,40.0,2852
0.06699798,2454.7852,16.0,2853
0.08313986,904.39453,13.0,2854
0.14366832,602.9297,8.0,2855
0.2201466,947.46094,43.0,2856
0.19690855,344.53125,12.0,2857
0.20126666,301.46484,14.0,2858
0.18741918,258.39844,6.0,2859
0.14872178,301.46484,10.0,2860
0.17031889,947.46094,8.0,2861
0.0772621,3402.246,20.0,2862
0.062910505,2325.586,39.0,2863
0.09375281,3316.1133,30.0,2864
0.10084598,3273.0469,16.0,2865
0.07277673,3402.246,24.0,2866
0.08202207,516.7969,43.0,2867
0.055159543,3445.3125,45.0,2868
0.13513513,3402.246,34.0,2869
0.39594385,387.59766,20.0,2870
0.13161202,430.66406,40.0,2871
0.14214547,2971.582,17.0,2872
0.20701437,86.13281,3.0,2873
0.15127088,2583.9844,15.0,2874
0.15776461,129.19922,7.0,2875
0.21835597,2583.9844,12.0,2876
0.21610549,2583.9844,11.0,2877
0.18353942,43.066406,17.0,2878
0.17870569,129.19922,8.0,2879
0.19816612,86.13281,2.0,2880
0.07991189,43.066406,2.0,2881
0.115452655,2454.7852,13.0,2882
0.07227698,3143.8477,22.0,2883
0.1986243,387.59766,9.0,2884
0.118645705,2368.6523,17.0,2885
0.12566869,2368.6523,14.0,2886
0.11089756,2368.6523,12.0,2887
0.15006062,258.39844,13.0,2888
0.14665271,2110.254,13.0,2889
0.10247709,2540.918,30.0,2890
0.06547716,430.66406,11.0,2891
0.09527765,258.39844,10.0,2892
0.055233058,1119.7266,28.0,2893
0.06852935,430.66406,5.0,2894
0.06116723,258.39844,4.0,2895
0.17287168,2153.3203,27.0,2896
0.22247088,559.8633,14.0,2897
0.15997258,473.73047,25.0,2898
0.14764091,2325.586,10.0,2899
0.14003383,516.7969,22.0,2900
0.14865212,516.7969,6.0,2901
0.15549031,2196.3867,15.0,2902
0.15155676,2239.4531,40.0,2903
0.22946595,86.13281,4.0,2904
0.14830768,129.19922,4.0,2905
0.16879848,129.19922,5.0,2906
0.19850653,2196.3867,39.0,2907
0.18636148,2196.3867,21.0,2908
0.13219556,2196.3867,9.0,2909
0.11007557,2196.3867,39.0,2910
0.1681149,516.7969,14.0,2911
0.15216006,2196.3867,21.0,2912
0.20008314,2196.3867,12.0,2913
0.19169167,2196.3867,36.0,2914
0.11061346,172.26562,8.0,2915
0.18589365,2239.4531,16.0,2916
0.19618252,2239.4531,39.0,2917
0.18098532,2239.4531,42.0,2918
0.2073543,129.19922,7.0,2919
0.12338979,2110.254,41.0,2920
0.124067575,129.19922,4.0,2921
0.15331493,86.13281,6.0,2922
0.075377986,258.39844,7.0,2923
0.061461482,559.8633,9.0,2924
0.044777695,1119.7266,13.0,2925
0.074807584,559.8633,18.0,2926
0.066798285,258.39844,7.0,2927
0.06154384,1119.7266,14.0,2928
0.057256956,2325.586,12.0,2929
0.08785944,2799.3164,16.0,2930
0.0645275,2713.1836,14.0,2931
0.07735319,861.3281,23.0,2932
0.04721536,2411.7188,48.0,2933
0.10368027,301.46484,5.0,2934
0.05528247,2627.0508,18.0,2935
0.14288555,258.39844,6.0,2936
0.13523926,3273.0469,16.0,2937
0.13517475,1679.5898,30.0,2938
0.21124522,172.26562,8.0,2939
0.20048618,1033.5938,15.0,2940
0.22457224,1033.5938,18.0,2941
0.18744925,172.26562,8.0,2942
0.17989226,129.19922,13.0,2943
0.11748969,86.13281,8.0,2944
0.12335444,2799.3164,15.0,2945
0.19569899,215.33203,14.0,2946
0.21861999,689.0625,11.0,2947
0.13277537,1981.0547,31.0,2948
0.089377135,1981.0547,36.0,2949
0.0920621,344.53125,8.0,2950
0.08632682,1808.7891,29.0,2951
0.13790284,1851.8555,30.0,2952
0.1987339,1851.8555,35.0,2953
0.15642887,1851.8555,40.0,2954
0.11655306,1851.8555,32.0,2955
0.12410282,2454.7852,12.0,2956
0.1710199,301.46484,17.0,2957
0.10345353,1851.8555,18.0,2958
0.08658403,1550.3906,27.0,2959
0.105264805,1248.9258,14.0,2960
0.1425269,1248.9258,15.0,2961
0.18930419,301.46484,13.0,2962
0.10554267,43.066406,1.0,2963
0.1392615,2497.8516,28.0,2964
0.14379643,2196.3867,15.0,2965
0.10391906,2368.6523,10.0,2966
0.12103442,2497.8516,17.0,2967
0.12985319,3703.711,22.0,2968
0.13405816,172.26562,7.0,2969
0.120998524,2411.7188,17.0,2970
0.10330371,3746.7773,14.0,2971
0.18514366,2196.3867,25.0,2972
0.08137091,3660.6445,11.0,2973
0.05207406,3660.6445,87.0,2974
0.056231737,2454.7852,36.0,2975
0.06073444,1248.9258,29.0,2976
0.055804648,1248.9258,32.0,2977
0.04955229,3402.246,16.0,2978
0.106899016,43.066406,1.0,2979
0.15706144,602.9297,10.0,2980
0.1729734,2239.4531,14.0,2981
0.1929947,86.13281,5.0,2982
0.12672609,2239.4531,19.0,2983
0.22264035,86.13281,4.0,2984
0.104250364,2196.3867,12.0,2985
0.13295048,2196.3867,13.0,2986
0.27342564,559.8633,41.0,2987
0.2644551,129.19922,4.0,2988
0.3136538,559.8633,9.0,2989
0.108686805,2497.8516,12.0,2990
0.09836546,2196.3867,27.0,2991
0.0709855,2454.7852,15.0,2992
0.20352921,86.13281,2.0,2993
0.094077796,2627.0508,20.0,2994
0.12694748,2110.254,31.0,2995
0.10762736,1851.8555,36.0,2996
0.11495377,3359.1797,16.0,2997
0.08278744,2110.254,13.0,2998
0.09405556,43.066406,1.0,2999
0.12206997,3402.246,12.0,3000
0.11086039,2067.1875,16.0,3001
0.05986594,2411.7188,16.0,3002
0.09257448,473.73047,6.0,3003
0.045088906,473.73047,15.0,3004
0.07408451,430.66406,37.0,3005
0.11913749,86.13281,5.0,3006
0.04947818,2024.1211,22.0,3007
0.15002804,1981.0547,13.0,3008
