@RELATION 'Music feature'
%rows=2
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Average distance between extremal spectral values and its variance' NUMERIC
@ATTRIBUTE 'Average distance between extremal spectral values and its variance' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
281.77734,142.7768,3228
306.5315,135.69223,3229
276.53165,143.39156,3230
321.0405,145.01837,3231
320.3064,174.58418,3232
312.23145,162.21521,3233
293.09082,127.52127,3234
291.6211,155.13669,3235
286.69922,151.98157,3236
313.57727,194.16765,3237
301.46484,192.88185,3238
308.19397,131.47134,3239
288.30566,188.76744,3240
267.46506,131.87558,3241
306.5315,166.7185,3242
285.16943,148.29378,3243
297.5497,148.56865,3244
274.69385,127.57945,3245
292.59824,136.89883,3246
303.92578,153.36992,3247
310.60013,163.13554,3248
298.93152,161.11983,3249
300.19818,167.93147,3250
280.54688,125.39919,3251
343.0462,184.27771,3252
273.52988,125.545586,3253
278.08594,141.65897,3254
282.84152,146.31638,3255
281.12793,167.25388,3256
285.46875,143.05225,3257
322.30344,164.76396,3258
284.7168,165.64177,3259
308.19397,131.91147,3260
281.67758,130.00935,3261
267.01172,123.3986,3262
294.2871,172.11603,3263
307.99005,169.67561,3264
312.57877,225.23672,3265
306.68503,122.15924,3266
267.46506,100.83421,3267
266.1283,117.78961,3268
289.50195,155.48076,3269
287.9297,138.79774,3270
326.47113,164.72882,3271
291.6211,165.06636,3272
275.14648,141.84982,3273
289.16016,150.09702,3274
306.68503,175.74036,3275
306.68503,174.77829,3276
296.6797,163.60756,3277
282.32422,138.60443,3278
270.038,127.696205,3279
310.60013,152.08087,3280
281.06497,158.61713,3281
270.36133,144.13173,3282
310.33145,163.75212,3283
296.54297,138.79774,3284
273.9502,121.874794,3285
318.96057,169.84613,3286
268.87405,142.09811,3287
281.12793,145.51025,3288
277.53906,124.09157,3289
306.68503,143.32909,3290
277.53906,139.71509,3291
329.24963,160.2269,3292
307.99005,165.99197,3293
301.46484,176.13725,3294
314.13144,147.91193,3295
315.8203,145.24133,3296
279.93164,159.6945,3297
258.39844,133.36508,3298
290.39062,170.827,3299
310.60013,175.42026,3300
274.69385,159.68709,3301
300.1598,160.95996,3302
281.12793,127.79033,3303
292.85156,165.6158,3304
292.85156,204.29488,3305
305.37997,145.51079,3306
274.69385,125.998,3307
326.47113,143.36784,3308
281.77734,143.51718,3309
347.50134,210.96054,3310
298.93152,169.37273,3311
278.73535,151.74963,3312
319.52496,139.98952,3313
337.35352,165.33736,3314
298.93152,152.42072,3315
317.61475,130.42706,3316
282.32422,158.70567,3317
284.23828,137.8125,3318
290.0649,131.83601,3319
283.5205,131.7168,3320
268.87405,155.89203,3321
297.66486,150.04965,3322
321.0405,154.76727,3323
291.33157,148.84187,3324
312.57877,147.96536,3325
267.46506,134.07784,3326
285.46875,133.47041,3327
292.59824,162.07791,3328
291.6211,174.12764,3329
333.04688,187.70015,3330
333.76465,172.93723,3331
291.6211,144.5264,3332
295.13156,164.53409,3333
309.2951,163.03111,3334
304.07492,160.76938,3335
333.41733,199.60612,3336
302.81067,174.43369,3337
300.1598,158.85109,3338
331.61133,197.40205,3339
277.02176,160.99675,3340
291.33157,160.8208,3341
311.90518,133.28058,3342
297.66486,163.28114,3343
316.26892,154.00734,3344
297.66486,136.33511,3345
358.88672,223.62607,3346
278.73535,140.83224,3347
289.16016,154.27547,3348
295.13156,131.34833,3349
279.93164,137.13042,3350
304.07492,167.61543,3351
297.5497,151.19357,3352
289.16016,149.74355,3353
272.3659,140.91092,3354
283.5205,155.40251,3355
301.46484,203.88095,3356
276.34277,171.47876,3357
262.8155,121.338776,3358
309.5398,178.03593,3359
320.3064,139.10912,3360
305.37997,147.04767,3361
344.53125,225.25478,3362
328.74023,173.86719,3363
281.77734,155.2245,3364
311.5981,163.17793,3365
284.23828,171.09268,3366
301.46484,192.59883,3367
277.02176,157.53459,3368
307.99005,153.68504,3369
291.33157,143.99858,3370
270.038,147.03683,3371
320.91418,136.5559,3372
304.1565,148.77304,3373
301.46484,161.4779,3374
241.99219,113.924545,3375
298.93152,154.90572,3376
290.39062,147.88167,3377
276.53165,141.67941,3378
319.52496,198.64659,3379
287.9297,125.989426,3380
300.19818,142.25545,3381
302.7699,158.49687,3382
327.86038,145.39963,3383
274.69385,142.07906,3384
286.26492,168.70833,3385
316.26892,174.47522,3386
350.6836,206.12646,3387
266.33173,118.9129,3388
310.60013,178.59544,3389
284.23828,156.53575,3390
290.39062,180.48087,3391
304.07492,171.91924,3392
284.7168,145.7903,3393
295.13156,191.21518,3394
269.7317,112.513695,3395
306.84814,152.16754,3396
268.87405,125.6211,3397
295.4834,198.17639,3398
288.66132,166.30333,3399
297.5497,160.91763,3400
287.5316,150.54071,3401
307.99005,164.97308,3402
300.1598,144.00482,3403
313.968,193.27904,3404
319.73544,193.19038,3405
268.87405,121.97691,3406
288.79825,188.4557,3407
284.7168,156.03206,3408
278.08594,151.77222,3409
281.12793,135.23358,3410
310.88562,145.54214,3411
282.84152,160.99675,3412
276.85547,124.08836,3413
316.26892,191.27296,3414
287.5316,152.34175,3415
311.90518,173.57558,3416
317.61475,142.32698,3417
293.8649,178.93549,3418
307.99005,174.89519,3419
320.12695,167.04857,3420
293.8649,148.62611,3421
273.52988,147.90958,3422
309.80026,169.96474,3423
301.46484,172.59158,3424
302.7315,144.53795,3425
282.32422,123.258415,3426
297.66486,135.9344,3427
301.46484,162.82358,3428
275.14648,163.76494,3429
268.87405,144.19919,3430
305.37997,145.89653,3431
274.69385,129.52911,3432
310.33145,202.74855,3433
296.3982,136.09366,3434
267.71008,134.75786,3435
300.11902,142.21877,3436
292.85156,136.49887,3437
318.96057,174.55824,3438
320.3064,161.11725,3439
313.57727,167.91563,3440
318.96057,140.32124,3441
353.44153,185.28026,3442
320.3064,156.74098,3443
267.46506,139.0809,3444
278.73535,174.49014,3445
295.13156,164.2022,3446
293.09082,131.49933,3447
310.60013,178.28047,3448
291.6211,120.09526,3449
287.10938,157.25629,3450
283.5205,148.62418,3451
307.99005,183.9786,3452
306.68503,193.40186,3453
316.26892,179.06557,3454
318.96057,181.39706,3455
301.46484,164.69734,3456
289.16016,153.24153,3457
307.99005,145.0301,3458
256.1899,135.46973,3459
277.53906,161.91939,3460
330.63885,172.05263,3461
268.5984,138.12177,3462
292.85156,156.06108,3463
289.16016,147.24553,3464
292.85156,162.38458,3465
283.5205,133.27219,3466
298.93152,193.99329,3467
266.33173,162.00227,3468
295.13156,148.13414,3469
308.19397,211.56012,3470
295.13156,134.62982,3471
289.16016,122.49191,3472
300.19818,150.0924,3473
292.59824,168.67503,3474
285.46875,155.81836,3475
307.79813,172.93954,3476
292.59824,124.37147,3477
291.6211,161.16792,3478
312.23145,185.86037,3479
326.47113,149.89624,3480
260.6651,126.50685,3481
302.7699,137.20958,3482
298.93152,167.103,3483
306.68503,173.16298,3484
293.8649,178.63036,3485
266.33173,120.137955,3486
299.0039,131.0088,3487
325.86914,196.628,3488
279.93164,162.57211,3489
284.7168,174.42862,3490
298.93152,178.46861,3491
285.46875,141.18791,3492
284.7168,142.57437,3493
316.26892,188.21835,3494
326.47113,180.00162,3495
281.12793,130.18681,3496
295.4834,151.29628,3497
300.19818,198.59097,3498
282.32422,190.29646,3499
307.99005,160.48311,3500
326.47113,161.05588,3501
293.8649,156.49263,3502
293.8649,125.11103,3503
279.34967,137.14949,3504
297.66486,159.2216,3505
289.16016,177.88681,3506
306.68503,142.14784,3507
300.1598,162.35066,3508
313.968,168.8254,3509
270.038,146.69553,3510
292.59824,165.73883,3511
301.46484,165.15213,3512
298.93152,184.18459,3513
290.39062,138.63403,3514
290.69824,144.76086,3515
270.038,126.908676,3516
298.93152,150.98236,3517
312.57877,187.5524,3518
305.15625,172.68698,3519
264.06506,140.48221,3520
279.93164,131.76569,3521
307.99005,162.91615,3522
291.6211,150.27847,3523
285.46875,136.9971,3524
320.3064,174.58418,3525
251.77284,132.4844,3526
284.23828,132.31973,3527
259.50272,108.375786,3528
297.66486,167.24217,3529
301.46484,173.21301,3530
287.9297,163.02666,3531
317.61475,212.00912,3532
285.46875,182.15926,3533
277.02176,136.0187,3534
296.24466,209.84825,3535
283.5205,150.6897,3536
277.02176,117.42705,3537
309.2951,174.68082,3538
325.0819,174.62462,3539
295.3125,152.74672,3540
300.19818,199.68669,3541
305.37997,171.0751,3542
291.6211,155.81836,3543
294.08203,145.7677,3544
271.55762,120.45746,3545
304.07492,157.9479,3546
342.99316,178.8616,3547
320.3064,160.75711,3548
305.15625,169.59056,3549
309.5398,142.60667,3550
327.86038,186.49983,3551
291.6211,140.81209,3552
285.46875,167.61496,3553
283.5205,139.68948,3554
316.26892,135.16669,3555
272.3659,137.67204,3556
322.99805,171.09526,3557
311.90518,165.2825,3558
311.5981,177.89232,3559
312.23145,163.99199,3560
266.54614,168.68945,3561
292.59824,171.24274,3562
295.13156,171.35513,3563
293.8649,163.6492,3564
330.63885,202.70514,3565
347.50134,153.38474,3566
279.93164,154.44643,3567
305.37997,150.44826,3568
347.60742,185.56738,3569
325.0819,201.35818,3570
312.23145,163.63818,3571
273.16406,148.4539,3572
296.54297,180.313,3573
271.20197,145.3968,3574
280.54688,143.89647,3575
280.5136,153.6952,3576
282.32422,150.3712,3577
301.46484,170.99428,3578
269.7317,136.0747,3579
255.16846,118.87713,3580
286.69922,155.4292,3581
353.75977,272.70572,3582
292.59824,183.84018,3583
310.88562,181.35712,3584
278.73535,152.76476,3585
281.1983,126.741875,3586
318.96057,147.56898,3587
277.02176,135.64967,3588
291.6211,157.17282,3589
326.47113,172.88072,3590
297.77344,165.15807,3591
302.7699,112.94463,3592
268.5984,136.34346,3593
292.85156,140.70451,3594
293.8649,137.57106,3595
281.12793,143.37015,3596
312.57877,226.56097,3597
288.30566,137.99908,3598
279.93164,146.92456,3599
310.60013,182.6407,3600
251.77284,126.985886,3601
301.46484,160.08995,3602
343.0462,170.5803,3603
309.5398,192.42947,3604
295.3125,156.17746,3605
361.4502,172.39604,3606
309.5398,189.39352,3607
320.91418,185.90903,3608
310.60013,183.56157,3609
329.24963,185.49332,3610
276.53165,121.260635,3611
264.06506,139.436,3612
294.2871,170.31056,3613
286.3334,150.59642,3614
298.93152,145.83641,3615
316.26892,162.78923,3616
350.47144,218.34758,3617
290.39062,153.85289,3618
267.71008,134.01184,3619
293.63458,187.1087,3620
295.3125,144.54735,3621
284.23828,143.46443,3622
310.33145,163.41866,3623
323.69266,114.660614,3624
293.8649,155.09204,3625
312.23145,134.47481,3626
290.39062,153.16248,3627
283.0078,151.75227,3628
279.93164,143.73402,3629
284.23828,123.62384,3630
297.66486,157.84523,3631
303.92578,146.65825,3632
289.16016,159.67673,3633
305.37997,172.38423,3634
287.9297,167.51556,3635
300.1598,151.23862,3636
302.7315,173.68015,3637
300.1598,139.2426,3638
322.30344,183.3269,3639
296.3982,163.74722,3640
344.53125,199.31584,3641
288.66132,164.17982,3642
285.46875,139.67853,3643
301.46484,153.86649,3644
297.66486,161.93927,3645
269.7317,125.63066,3646
295.13156,149.96408,3647
326.47113,175.96782,3648
281.12793,162.56772,3649
282.32422,157.07417,3650
284.23828,126.58887,3651
321.5625,159.49435,3652
309.2951,173.06459,3653
269.7317,158.2929,3654
294.2871,165.71086,3655
289.16016,153.58694,3656
271.20197,138.3298,3657
308.19397,168.21738,3658
261.71124,133.50217,3659
322.30344,167.28651,3660
291.6211,193.17184,3661
285.9131,155.99077,3662
300.19818,150.45541,3663
305.37997,159.8664,3664
298.85477,180.53036,3665
277.53906,157.07417,3666
261.71124,131.709,3667
298.93152,181.19865,3668
337.35352,173.7249,3669
303.92578,160.4618,3670
281.12793,126.16738,3671
273.52988,136.63486,3672
314.13144,176.18858,3673
289.16016,169.65305,3674
277.53906,132.91197,3675
302.6953,160.64098,3676
276.34277,145.82465,3677
304.1565,183.01244,3678
279.93164,159.84726,3679
331.073,185.68486,3680
297.66486,155.40724,3681
291.6211,150.63069,3682
266.54614,132.39467,3683
301.46484,160.44064,3684
278.73535,160.01233,3685
312.23145,149.96141,3686
314.9231,132.93047,3687
286.69922,120.91195,3688
317.61475,212.55519,3689
269.7317,135.35544,3690
269.4411,165.71362,3691
313.21024,164.34213,3692
288.66132,191.78111,3693
293.8649,150.08707,3694
305.15625,141.2951,3695
323.65057,163.60468,3696
295.4834,148.89354,3697
313.21024,167.72717,3698
301.46484,157.81691,3699
309.5398,155.06804,3700
336.84082,170.7414,3701
300.1598,188.61365,3702
333.76465,190.78467,3703
334.48242,194.73235,3704
325.0819,123.68128,3705
314.9231,166.94743,3706
356.01562,220.70103,3707
297.66486,167.89325,3708
261.79843,121.159966,3709
313.968,185.0558,3710
354.58008,176.05798,3711
319.73544,146.92021,3712
302.7315,148.26405,3713
276.53165,111.61971,3714
288.66132,133.9107,3715
286.3334,145.173,3716
321.65222,167.82932,3717
298.85477,148.7863,3718
305.37997,151.56483,3719
310.60013,149.84708,3720
287.49738,177.72368,3721
302.7699,159.2045,3722
341.56116,181.63788,3723
379.90723,182.37186,3724
285.16943,174.10399,3725
300.23438,159.64828,3726
303.92578,156.44867,3727
309.5398,135.94833,3728
341.75278,191.33205,3729
302.6953,167.10835,3730
314.13144,180.77315,3731
332.41882,176.66231,3732
294.2871,160.33844,3733
273.8582,147.4186,3734
301.46484,149.55162,3735
295.4834,177.32135,3736
309.5398,148.96771,3737
333.04688,172.2417,3738
332.41882,163.0116,3739
337.10602,207.33319,3740
287.5316,125.65487,3741
334.48242,153.54984,3742
301.46484,141.84799,3743
318.6914,193.11174,3744
318.96057,163.58836,3745
283.0078,159.24947,3746
379.90723,219.61261,3747
312.23145,190.48062,3748
280.54688,107.17093,3749
300.1598,123.40763,3750
277.02176,133.78925,3751
312.23145,131.8634,3752
298.7732,133.5829,3753
314.9231,191.52374,3754
302.81067,140.99084,3755
301.46484,139.85284,3756
349.1455,150.66177,3757
282.32422,148.64824,3758
307.99005,174.2513,3759
309.5398,171.0628,3760
330.17578,165.05669,3761
356.01562,169.71054,3762
341.56116,138.94531,3763
330.17578,179.7589,3764
301.46484,184.20201,3765
291.6211,148.50488,3766
305.37997,150.44826,3767
304.07492,186.65303,3768
285.9131,147.50298,3769
343.142,150.17923,3770
292.85156,118.63659,3771
348.9864,182.48581,3772
355.29785,217.66498,3773
301.46484,148.82031,3774
333.76465,158.96696,3775
272.7539,148.84067,3776
321.0405,155.49187,3777
272.3659,135.09926,3778
321.0405,172.94646,3779
310.88562,124.04245,3780
314.13144,172.74925,3781
333.76465,208.77216,3782
308.19397,176.62129,3783
322.34552,139.09575,3784
300.1598,133.4721,3785
279.34967,136.78351,3786
328.74023,209.94843,3787
286.69922,160.4618,3788
314.9231,168.67438,3789
295.4834,124.79881,3790
278.1857,148.37598,3791
253.01514,105.13298,3792
278.1857,142.8683,3793
301.46484,136.18793,3794
278.1857,130.77821,3795
313.57727,153.48898,3796
312.86478,170.4539,3797
308.19397,144.89357,3798
274.69385,148.63142,3799
277.53906,126.96455,3800
279.93164,138.25293,3801
300.1598,156.35478,3802
289.16016,173.97105,3803
291.0245,135.37262,3804
310.60013,197.4284,3805
314.9231,173.0838,3806
325.0819,158.83565,3807
302.7699,158.49687,3808
287.9297,143.67534,3809
303.92578,172.55542,3810
293.09082,149.81342,3811
301.46484,142.63823,3812
337.35352,160.0168,3813
305.37997,178.78607,3814
292.85156,132.15945,3815
305.37997,150.82138,3816
302.6953,142.8298,3817
269.7317,152.32178,3818
292.85156,137.6586,3819
346.0163,212.03456,3820
318.4304,143.40038,3821
305.15625,130.37163,3822
343.0462,181.12721,3823
287.10938,157.25629,3824
296.6797,155.86687,3825
309.2951,151.59856,3826
301.46484,139.04677,3827
312.86478,138.69193,3828
302.7699,168.13284,3829
277.53906,138.23222,3830
277.53906,138.23222,3831
277.53906,143.35516,3832
322.34552,198.66675,3833
288.66132,173.09726,3834
274.69385,139.58751,3835
322.34552,159.429,3836
322.30344,167.28651,3837
322.34552,225.68561,3838
273.52988,140.2556,3839
314.13144,167.29492,3840
280.54688,135.55276,3841
322.34552,167.00467,3842
310.88562,182.94809,3843
306.68503,171.20448,3844
312.86478,171.72925,3845
310.33145,170.2844,3846
287.49738,151.8685,3847
311.5981,138.9866,3848
333.04688,191.61191,3849
318.96057,151.44571,3850
319.73544,188.47815,3851
265.93506,134.43602,3852
329.24963,151.39517,3853
312.86478,196.05411,3854
321.0405,166.99446,3855
289.16016,106.277176,3856
277.66498,123.28279,3857
287.9297,120.39745,3858
294.2871,166.94984,3859
302.6953,168.05699,3860
363.83688,189.10913,3861
278.7983,154.24902,3862
276.34277,150.00435,3863
295.13156,159.14098,3864
277.66498,145.10562,3865
296.3982,136.4939,3866
307.99005,146.95499,3867
310.33145,150.19926,3868
308.19397,161.89667,3869
301.46484,155.44868,3870
270.54538,140.63695,3871
425.4961,195.77744,3872
289.50195,143.77383,3873
