@RELATION 'Music feature'
%rows=2
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Average distance between extremal spectral values and its variance' NUMERIC
@ATTRIBUTE 'Average distance between extremal spectral values and its variance' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
317.12537,145.29996,1093
297.5497,147.81012,1094
319.73544,169.31387,1095
322.34552,170.00653,1096
286.69922,150.58041,1097
279.93164,138.62508,1098
284.7168,170.8475,1099
291.6211,158.18105,1100
309.2951,184.69005,1101
269.4411,163.69243,1102
338.9743,182.63077,1103
340.2246,205.14261,1104
347.50134,209.13364,1105
341.66016,213.87239,1106
291.33157,151.38562,1107
323.69266,165.1267,1108
287.9297,142.56456,1109
314.9231,160.93729,1110
321.0405,258.20062,1111
335.62097,201.48557,1112
322.30344,166.92848,1113
341.66016,184.37698,1114
286.69922,130.19731,1115
303.92578,157.79773,1116
273.52988,175.21321,1117
293.8649,170.50566,1118
332.41882,211.32027,1119
304.07492,132.81975,1120
314.13144,170.52449,1121
364.52637,208.29001,1122
341.75278,252.29129,1123
347.50134,236.94785,1124
305.37997,174.00677,1125
306.84814,151.40384,1126
343.142,175.86908,1127
285.46875,143.05225,1128
289.50195,156.14207,1129
279.93164,111.23355,1130
282.32422,130.9595,1131
284.0055,177.838,1132
310.60013,134.42572,1133
284.7168,164.70602,1134
319.52496,179.0017,1135
340.2246,165.81032,1136
265.93506,130.94153,1137
260.55176,139.53448,1138
296.54297,128.90004,1139
291.6211,163.45331,1140
287.9297,145.14316,1141
335.91797,230.15358,1142
278.08594,156.92216,1143
305.26483,213.38976,1144
301.46484,160.80086,1145
310.88562,181.03725,1146
291.33157,160.8208,1147
350.47144,193.50131,1148
331.61133,147.58232,1149
337.58505,183.72652,1150
328.38135,199.32758,1151
313.21024,177.49539,1152
322.34552,159.07608,1153
294.2871,157.74695,1154
317.12537,180.80376,1155
287.9297,163.67548,1156
293.8649,174.9274,1157
301.46484,155.7892,1158
300.1598,199.61607,1159
295.13156,180.65329,1160
298.93152,200.62856,1161
320.3064,162.906,1162
282.32422,167.85602,1163
326.47113,162.16649,1164
273.8582,153.42555,1165
280.54688,205.99237,1166
274.69385,141.7258,1167
328.38135,146.73816,1168
321.0405,149.22066,1169
314.9231,170.04329,1170
286.69922,142.62827,1171
303.92578,142.99931,1172
274.69385,181.15897,1173
317.61475,170.14978,1174
316.26892,172.80626,1175
297.66486,174.27037,1176
289.50195,130.63126,1177
348.8379,135.89255,1178
295.4834,124.3853,1179
332.41882,175.67531,1180
322.30344,181.35822,1181
281.12793,140.09868,1182
307.99005,198.10014,1183
282.32422,178.56392,1184
290.69824,133.6582,1185
327.03552,193.75676,1186
289.16016,162.30998,1187
347.50134,177.00133,1188
310.88562,165.65681,1189
313.57727,214.58633,1190
295.3125,138.17458,1191
294.2871,144.09201,1192
329.72717,143.48668,1193
312.23145,160.77965,1194
319.73544,110.70577,1195
314.51526,177.8788,1196
330.63885,188.95692,1197
296.3982,182.34612,1198
287.9297,180.60666,1199
265.1984,122.42024,1200
280.5136,133.4445,1201
278.1857,162.8708,1202
333.41733,191.96648,1203
352.22168,168.79048,1204
343.142,200.06004,1205
307.79813,142.12004,1206
314.13144,187.0028,1207
329.24963,196.15346,1208
271.55762,94.03623,1209
267.46506,143.23022,1210
291.6211,137.38336,1211
310.88562,177.80688,1212
305.37997,153.40775,1213
296.3982,148.73404,1214
315.8203,180.75665,1215
299.0039,175.9011,1216
327.03552,154.1014,1217
288.66132,150.14594,1218
321.65222,179.1869,1219
325.6897,158.94418,1220
313.57727,195.35802,1221
318.4304,167.95041,1222
380.97205,241.47112,1223
343.0957,207.57928,1224
301.46484,169.39166,1225
321.0405,139.88937,1226
333.41733,197.49681,1227
297.77344,169.2778,1228
323.65057,164.97308,1229
356.01562,170.43756,1230
308.19397,171.96571,1231
281.12793,137.50041,1232
321.0405,191.1609,1233
302.6953,158.64937,1234
286.69922,141.88324,1235
284.7168,149.62703,1236
309.2951,175.00227,1237
300.1598,177.56255,1238
301.46484,162.87434,1239
281.06497,157.6913,1240
313.21024,172.68037,1241
294.08203,169.31357,1242
268.5984,141.26631,1243
318.96057,169.84613,1244
300.19818,167.60632,1245
329.24963,155.29678,1246
314.13144,163.33517,1247
271.64963,136.24165,1248
328.38135,162.8393,1249
276.53165,140.64212,1250
329.24963,122.07925,1251
319.73544,178.68126,1252
309.2951,157.41866,1253
261.71124,138.05544,1254
301.46484,130.04091,1255
275.8578,119.08821,1256
295.4834,140.34363,1257
276.53165,139.59712,1258
296.3982,156.59512,1259
291.6211,122.714195,1260
279.34967,159.45786,1261
306.68503,157.16962,1262
296.3982,136.09366,1263
296.54297,165.28635,1264
277.02176,120.378136,1265
295.13156,154.26743,1266
333.04688,160.34486,1267
291.6211,151.33266,1268
264.06506,147.5981,1269
287.9297,153.65594,1270
341.66016,167.87921,1271
306.68503,161.7516,1272
262.93173,162.2835,1273
290.69824,150.6897,1274
259.53177,135.64455,1275
333.76465,146.44162,1276
296.3982,171.87401,1277
271.64963,119.107346,1278
314.9231,182.85402,1279
305.37997,150.82138,1280
284.7168,181.37889,1281
318.4304,135.74953,1282
288.66132,125.804306,1283
266.54614,154.41634,1284
306.68503,174.77829,1285
267.46506,174.0016,1286
269.7317,156.7436,1287
317.61475,141.51018,1288
299.0039,200.66829,1289
334.48242,181.24881,1290
312.23145,196.76683,1291
344.53125,194.25206,1292
281.12793,139.73045,1293
310.60013,152.8182,1294
301.46484,155.27814,1295
286.3334,145.5179,1296
295.13156,147.76543,1297
285.16943,168.84198,1298
272.3659,148.53111,1299
268.5984,102.40782,1300
288.79825,127.725464,1301
305.37997,159.8664,1302
325.6897,155.62769,1303
304.07492,170.93567,1304
251.93848,125.02245,1305
290.39062,157.25949,1306
306.84814,154.06026,1307
264.06506,138.02875,1308
325.0819,166.1985,1309
305.15625,174.82185,1310
321.0405,133.72708,1311
283.5205,142.24777,1312
268.5984,138.8267,1313
254.29688,126.717705,1314
294.08203,145.03882,1315
298.93152,160.7809,1316
291.89453,137.73439,1317
307.99005,133.7398,1318
309.2951,153.07433,1319
300.23438,149.35884,1320
267.46506,175.12003,1321
291.6211,134.26213,1322
300.19818,173.36578,1323
254.0918,129.48601,1324
287.9297,152.2702,1325
306.68503,166.54512,1326
312.23145,178.21896,1327
298.93152,190.87505,1328
272.3659,146.4922,1329
284.7168,145.0818,1330
289.16016,145.43495,1331
314.13144,220.47145,1332
281.12793,122.8572,1333
291.33157,159.79997,1334
309.0648,139.93,1335
288.79825,163.00085,1336
296.3982,183.53885,1337
325.0819,144.64105,1338
329.24963,188.69118,1339
278.73535,161.61418,1340
281.12793,145.15576,1341
296.3982,163.41374,1342
309.5398,158.76175,1343
279.93164,199.81967,1344
296.3982,153.78305,1345
306.68503,155.00919,1346
280.54688,112.006454,1347
289.16016,132.4684,1348
264.06506,138.73416,1349
254.19684,125.3986,1350
309.80026,152.52553,1351
333.76465,188.9531,1352
259.53177,128.24629,1353
291.6211,158.5157,1354
264.06506,121.477585,1355
300.19818,161.64177,1356
311.90518,206.1389,1357
272.3659,158.96431,1358
279.93164,132.9335,1359
321.0405,171.96877,1360
284.7168,140.38951,1361
291.33157,168.11768,1362
281.77734,136.70946,1363
268.87405,131.08862,1364
292.85156,162.05792,1365
292.85156,178.25241,1366
297.66486,176.7568,1367
278.73535,161.93265,1368
274.69385,157.15573,1369
293.8649,167.9267,1370
287.49738,154.1617,1371
306.68503,147.95984,1372
330.63885,174.12657,1373
329.24963,167.52863,1374
260.6651,119.76853,1375
267.71008,151.2338,1376
335.91797,149.35208,1377
283.0078,140.13306,1378
286.69922,189.53214,1379
320.3064,163.26141,1380
325.0819,172.55667,1381
308.19397,219.6253,1382
326.47113,185.56613,1383
253.01514,134.88365,1384
287.5316,138.46037,1385
305.50232,149.71361,1386
287.49738,154.48651,1387
327.86038,210.60605,1388
272.3659,127.0687,1389
358.37402,195.68782,1390
310.60013,164.16585,1391
304.07492,179.90665,1392
318.96057,207.34009,1393
293.09082,195.47159,1394
325.0819,221.72183,1395
327.86038,162.86716,1396
275.14648,142.57437,1397
271.20197,134.65729,1398
335.91797,194.32448,1399
314.9231,196.30603,1400
283.0078,138.61218,1401
277.02176,124.06929,1402
305.37997,140.39978,1403
296.3982,168.34656,1404
278.73535,165.39534,1405
320.3064,217.45804,1406
287.9297,146.95734,1407
277.02176,150.03761,1408
305.15625,162.57095,1409
300.1598,159.55714,1410
325.0819,164.75226,1411
272.3659,163.62602,1412
312.86478,154.68288,1413
279.93164,134.85739,1414
347.50134,162.69247,1415
281.12793,147.61935,1416
312.23145,185.54825,1417
266.33173,146.8303,1418
273.52988,166.10771,1419
265.1984,159.47318,1420
323.65057,158.72237,1421
296.3982,156.94308,1422
327.86038,190.93825,1423
333.76465,198.23416,1424
279.93164,158.72371,1425
341.56116,217.82173,1426
283.0078,151.40266,1427
306.68503,198.2806,1428
318.96057,225.03468,1429
304.07492,168.61838,1430
290.39062,159.60086,1431
295.13156,164.2022,1432
338.78906,182.2862,1433
318.96057,179.46971,1434
307.99005,173.92845,1435
290.39062,154.88274,1436
283.5205,119.40739,1437
278.73535,156.75952,1438
320.91418,159.21187,1439
265.93506,124.776505,1440
310.88562,167.05046,1441
340.0761,212.59547,1442
279.93164,137.87978,1443
297.66486,150.775,1444
351.70898,183.41885,1445
297.5497,150.07422,1446
312.23145,156.39392,1447
319.73544,169.31387,1448
286.69922,172.86224,1449
281.12793,169.09198,1450
314.9231,159.49022,1451
325.0819,188.46602,1452
310.33145,145.02554,1453
311.90518,199.48805,1454
289.50195,149.74176,1455
274.69385,130.68495,1456
284.23828,135.8763,1457
320.91418,185.90903,1458
308.19397,178.90366,1459
295.13156,144.02643,1460
283.0078,156.90286,1461
318.96057,174.88997,1462
322.30344,180.03378,1463
355.29785,197.22916,1464
304.07492,215.7074,1465
288.79825,147.91193,1466
327.03552,183.93546,1467
301.46484,148.82031,1468
305.37997,166.41212,1469
302.7699,177.56255,1470
344.53125,215.77708,1471
320.3064,140.3535,1472
320.3064,176.23631,1473
282.32422,137.85901,1474
316.26892,170.10187,1475
351.95648,212.8132,1476
309.2951,159.54646,1477
291.6211,171.05728,1478
316.26892,163.14488,1479
289.16016,171.51692,1480
295.3125,175.96133,1481
291.6211,172.59929,1482
302.7699,165.77637,1483
287.9297,163.02666,1484
310.88562,149.08318,1485
302.7699,219.7205,1486
306.68503,144.50069,1487
290.0649,159.20145,1488
314.13144,181.67618,1489
286.69922,165.6615,1490
306.5315,150.91858,1491
302.7699,176.61041,1492
319.73544,226.90485,1493
286.69922,138.48105,1494
309.2951,141.6317,1495
303.92578,178.29488,1496
330.63885,190.5335,1497
332.41882,160.86412,1498
286.69922,141.50926,1499
284.23828,148.54565,1500
322.34552,169.67561,1501
294.2871,144.80534,1502
296.3982,138.47775,1503
305.37997,169.09244,1504
300.19818,166.62706,1505
306.68503,119.83674,1506
325.86914,179.19052,1507
327.03552,174.22589,1508
326.47113,184.59634,1509
314.9231,173.41833,1510
304.07492,165.9304,1511
292.59824,160.726,1512
292.59824,174.39922,1513
338.9743,137.38722,1514
295.4834,199.47202,1515
286.3334,151.26067,1516
283.73163,164.19731,1517
301.46484,182.09904,1518
333.76465,175.59796,1519
306.68503,167.55446,1520
331.61133,188.42886,1521
286.3334,158.3837,1522
350.27344,196.64372,1523
313.21024,163.65671,1524
329.24963,158.34886,1525
331.61133,169.78946,1526
314.13144,172.4332,1527
296.3982,154.84355,1528
338.9743,222.50386,1529
281.67758,130.39435,1530
284.0055,189.30678,1531
314.13144,175.25728,1532
347.50134,190.57286,1533
338.78906,193.79352,1534
325.6897,158.21318,1535
296.6797,162.02542,1536
318.96057,130.03067,1537
283.5205,134.0431,1538
298.93152,183.29391,1539
310.60013,177.3322,1540
313.57727,166.1808,1541
290.0649,134.70131,1542
282.84152,121.20811,1543
301.46484,145.95454,1544
302.7699,174.04591,1545
305.15625,144.99706,1546
306.68503,141.7519,1547
281.12793,142.28801,1548
290.39062,166.42744,1549
300.23438,142.45831,1550
301.46484,208.20026,1551
321.65222,138.71143,1552
307.79813,177.3006,1553
291.6211,160.50897,1554
305.37997,132.57588,1555
325.0819,164.02435,1556
300.23438,155.27325,1557
272.3659,143.02942,1558
353.14453,204.85611,1559
300.19818,161.64177,1560
317.61475,163.5496,1561
284.0055,127.62192,1562
272.7539,144.76428,1563
321.0405,166.31999,1564
271.20197,148.8045,1565
317.61475,174.85371,1566
313.57727,184.9959,1567
290.39062,142.7768,1568
264.8584,122.77703,1569
286.3334,139.53897,1570
289.50195,145.20012,1571
288.30566,150.84157,1572
259.44885,126.72023,1573
361.4502,186.78088,1574
281.12793,132.1507,1575
306.68503,133.5869,1576
312.86478,180.1018,1577
335.91797,198.72864,1578
329.72717,212.51683,1579
301.46484,181.51714,1580
277.02176,142.498,1581
296.3982,199.76302,1582
317.12537,178.61452,1583
284.23828,147.11179,1584
294.2871,158.39879,1585
287.9297,161.72124,1586
318.1357,175.59453,1587
318.96057,153.34732,1588
281.12793,106.69798,1589
310.33145,182.05112,1590
303.99817,175.69615,1591
300.1598,150.49355,1592
277.02176,148.6952,1593
325.0819,244.5613,1594
296.3982,135.69223,1595
312.23145,150.34741,1596
283.5205,159.65417,1597
341.66016,138.40935,1598
266.54614,141.18947,1599
291.6211,159.1829,1600
327.3047,231.81303,1601
292.85156,151.93175,1602
340.2246,227.7096,1603
307.79813,166.83876,1604
291.6211,124.85469,1605
277.53906,140.817,1606
325.6897,224.28087,1607
295.13156,141.3503,1608
310.33145,168.99814,1609
306.5315,162.07297,1610
302.6953,140.20866,1611
321.0405,196.38182,1612
271.64963,145.03358,1613
343.142,182.87366,1614
275.8578,156.23059,1615
317.61475,186.0941,1616
310.88562,183.26463,1617
300.23438,162.28198,1618
307.79813,126.69756,1619
283.5205,151.37193,1620
316.26892,172.80626,1621
302.81067,136.8182,1622
275.14648,137.42232,1623
275.14648,166.88126,1624
323.69266,163.30502,1625
297.5497,157.74289,1626
316.26892,179.38896,1627
379.6224,159.00998,1628
314.51526,184.08966,1629
346.0163,167.93529,1630
325.0819,184.2929,1631
311.90518,173.57558,1632
314.13144,141.50345,1633
354.92657,167.23782,1634
380.97205,157.87154,1635
343.142,176.54816,1636
296.3982,187.65373,1637
316.26892,205.30342,1638
306.5315,178.72015,1639
309.0648,209.80707,1640
354.58008,187.6178,1641
314.9231,119.61956,1642
317.12537,140.18126,1643
333.76465,158.96696,1644
317.12537,146.07153,1645
273.52988,142.73549,1646
282.32422,152.07465,1647
302.6953,134.4199,1648
365.26694,294.98547,1649
283.0078,160.90466,1650
289.35242,161.58311,1651
308.19397,170.61221,1652
284.0055,119.08821,1653
295.13156,137.43687,1654
316.26892,157.35799,1655
307.99005,212.34131,1656
317.61475,184.84409,1657
316.26892,172.80626,1658
348.8379,216.00569,1659
284.7168,170.8475,1660
284.7168,152.01817,1661
341.66016,220.42073,1662
343.0462,188.73558,1663
310.88562,152.16159,1664
335.91797,230.95804,1665
268.33685,114.34362,1666
285.16943,159.05803,1667
279.93164,137.13042,1668
304.1565,117.41891,1669
332.41882,193.56972,1670
296.3982,178.10866,1671
301.46484,180.96678,1672
259.44885,133.3305,1673
293.8649,184.93222,1674
301.46484,147.3468,1675
301.46484,173.21301,1676
321.0405,163.59427,1677
290.39062,156.58409,1678
327.86038,153.40872,1679
317.61475,141.51018,1680
270.038,144.9769,1681
302.7315,186.98993,1682
301.46484,162.5289,1683
314.9231,134.66324,1684
281.12793,120.742256,1685
297.66486,159.56384,1686
297.77344,202.62051,1687
267.23257,137.29372,1688
307.79813,148.13414,1689
268.5984,159.7508,1690
268.33685,133.88524,1691
348.8379,192.71114,1692
322.30344,169.41881,1693
291.6211,122.2816,1694
277.02176,151.36812,1695
316.26892,148.25473,1696
310.60013,155.37134,1697
318.96057,167.09383,1698
280.54688,134.76863,1699
278.73535,138.99107,1700
275.39835,120.00959,1701
271.20197,161.09769,1702
284.23828,128.66492,1703
306.68503,182.94817,1704
268.5984,156.66574,1705
297.77344,166.11784,1706
322.30344,165.1267,1707
316.26892,174.1427,1708
290.39062,137.09653,1709
332.41882,167.91563,1710
284.23828,167.96687,1711
291.33157,176.66147,1712
330.63885,154.46188,1713
288.66132,154.74937,1714
283.5205,136.7071,1715
307.79813,147.02524,1716
272.3659,154.1617,1717
300.19818,156.1488,1718
322.30344,144.2402,1719
331.61133,189.73672,1720
311.5981,146.99794,1721
306.5315,153.07196,1722
305.37997,155.95123,1723
306.5315,154.84355,1724
317.61475,187.64491,1725
323.69266,156.5716,1726
338.78906,217.82503,1727
331.073,175.4122,1728
287.10938,157.25629,1729
311.5981,149.93733,1730
279.93164,165.54715,1731
325.0819,177.0067,1732
291.6211,150.63069,1733
302.7699,179.76459,1734
291.6211,160.17848,1735
319.73544,171.29399,1736
292.85156,128.50006,1737
290.0649,148.93346,1738
283.5205,158.68314,1739
304.07492,125.41996,1740
286.3334,155.50917,1741
267.23257,145.69627,1742
305.26483,166.91566,1743
261.71124,126.553024,1744
281.77734,138.63403,1745
284.7168,167.49756,1746
283.5205,119.40739,1747
309.2951,157.06122,1748
346.0163,160.93431,1749
266.54614,134.27443,1750
284.7168,146.84662,1751
320.3064,178.5236,1752
314.9231,173.75223,1753
318.1357,185.21217,1754
320.3064,165.72787,1755
267.46506,120.26084,1756
286.3334,149.25903,1757
326.47113,188.12778,1758
292.85156,138.04301,1759
267.46506,164.78114,1760
301.46484,169.96646,1761
261.71124,122.737656,1762
272.3659,158.33237,1763
255.08563,141.12167,1764
327.03552,165.35039,1765
309.2951,173.06459,1766
327.86038,165.05655,1767
290.39062,152.8161,1768
300.19818,176.48428,1769
285.46875,127.3758,1770
303.92578,129.78967,1771
286.26492,151.32202,1772
275.8578,135.24959,1773
329.24963,166.45378,1774
300.19818,148.99808,1775
323.69266,158.4707,1776
297.66486,144.87057,1777
282.32422,167.24104,1778
286.26492,128.30199,1779
285.9131,147.15327,1780
266.54614,131.63524,1781
313.57727,181.83588,1782
334.48242,242.52246,1783
287.9297,132.94759,1784
310.60013,167.55446,1785
283.5205,142.6095,1786
301.46484,139.85284,1787
298.85477,167.27979,1788
307.99005,175.21625,1789
311.90518,158.3356,1790
279.93164,156.10541,1791
301.46484,149.56267,1792
264.21823,156.77597,1793
283.5205,159.00748,1794
318.96057,238.05133,1795
290.0649,186.06096,1796
340.0761,150.6135,1797
303.92578,170.08087,1798
314.9231,144.62456,1799
325.0819,173.93803,1800
312.94922,150.3971,1801
278.73535,135.9934,1802
260.6651,161.42644,1803
289.16016,170.2766,1804
272.7539,127.6563,1805
298.93152,160.44125,1806
295.13156,138.22842,1807
353.44153,196.34116,1808
286.69922,170.39215,1809
270.038,173.3241,1810
289.50195,170.04146,1811
284.23828,168.28206,1812
327.3047,248.54454,1813
319.52496,148.694,1814
347.50134,154.63057,1815
276.34277,145.11632,1816
264.06506,105.10648,1817
281.77734,133.17516,1818
340.2246,210.20348,1819
283.5205,170.57504,1820
283.5205,152.05112,1821
309.2951,158.84036,1822
293.8649,139.93,1823
278.73535,147.26994,1824
297.66486,168.86517,1825
318.96057,151.06252,1826
297.66486,201.01604,1827
273.52988,156.79324,1828
317.61475,154.06026,1829
344.53125,172.26562,1830
349.1455,190.64201,1831
287.5316,125.65487,1832
290.0649,159.88528,1833
327.86038,201.01283,1834
330.63885,163.85954,1835
333.04688,194.17596,1836
266.33173,141.41171,1837
300.19818,134.77275,1838
304.07492,164.22809,1839
319.52496,195.61154,1840
337.10602,245.98967,1841
294.08203,132.03337,1842
277.53906,165.38237,1843
300.19818,191.60075,1844
309.2951,180.69067,1845
314.9231,122.49227,1846
278.73535,146.5686,1847
297.66486,141.82622,1848
300.19818,132.73354,1849
312.86478,214.64919,1850
318.4304,178.33778,1851
296.6797,171.59973,1852
306.5315,174.70714,1853
313.57727,134.57579,1854
295.13156,174.50957,1855
326.47113,153.83586,1856
301.46484,123.64203,1857
267.71008,161.80257,1858
335.91797,201.20203,1859
310.60013,167.88956,1860
309.2951,188.60461,1861
269.16504,159.00748,1862
314.13144,195.55836,1863
312.86478,186.35391,1864
286.69922,141.88324,1865
277.53906,154.76115,1866
312.86478,168.52278,1867
292.59824,157.29538,1868
302.7699,138.43298,1869
283.0078,176.30518,1870
310.60013,128.439,1871
310.88562,179.75208,1872
282.32422,155.75665,1873
273.52988,141.32373,1874
298.93152,142.43016,1875
304.07492,188.74905,1876
305.37997,176.57184,1877
246.55518,139.21428,1878
290.0649,181.0082,1879
297.66486,177.987,1880
316.26892,159.189,1881
327.86038,177.28996,1882
295.4834,145.3922,1883
330.17578,148.90988,1884
284.7168,158.00076,1885
281.12793,166.32721,1886
267.46506,128.8807,1887
307.99005,139.09575,1888
323.65057,205.8909,1889
322.99805,185.54825,1890
300.23438,137.92232,1891
290.0649,141.80359,1892
326.47113,153.83586,1893
269.7317,142.72716,1894
278.7983,148.44414,1895
351.70898,222.97237,1896
292.85156,143.68588,1897
290.39062,164.18346,1898
337.10602,176.68958,1899
271.20197,139.41269,1900
338.59106,215.99161,1901
293.8649,134.7668,1902
328.38135,186.40529,1903
288.79825,133.16196,1904
271.20197,160.78622,1905
404.82422,196.03496,1906
271.64963,160.29756,1907
336.19583,209.67845,1908
303.92578,173.77948,1909
305.37997,172.70995,1910
284.7168,157.01949,1911
262.8155,131.13371,1912
291.6211,179.52197,1913
312.23145,154.15428,1914
309.2951,164.06207,1915
317.61475,164.60933,1916
353.44153,200.21185,1917
301.46484,169.06932,1918
265.38217,158.79376,1919
326.47113,167.96582,1920
288.30566,157.19711,1921
301.46484,184.20201,1922
329.72717,197.24031,1923
292.85156,145.1536,1924
351.95648,180.2729,1925
308.19397,157.17372,1926
269.7317,134.99435,1927
318.96057,170.52725,1928
291.6211,150.27847,1929
301.46484,155.45901,1930
306.68503,188.09825,1931
364.52637,211.13277,1932
310.88562,175.17972,1933
293.8649,189.8806,1934
298.85477,173.54614,1935
338.9743,221.69572,1936
275.14648,154.37228,1937
301.46484,170.99428,1938
361.4502,174.30661,1939
330.17578,174.52377,1940
319.73544,146.15312,1941
298.85477,185.44467,1942
337.35352,198.6301,1943
372.2168,197.09117,1944
314.9231,150.51598,1945
309.5398,172.41277,1946
333.04688,164.53146,1947
355.29785,246.2235,1948
297.66486,148.22075,1949
323.65057,154.41472,1950
274.69385,140.66072,1951
318.96057,196.13527,1952
261.79843,136.32462,1953
338.78906,205.55908,1954
330.17578,183.16588,1955
343.0462,188.05664,1956
345.9668,183.89014,1957
396.21094,216.87688,1958
355.29785,161.39645,1959
368.45703,258.48703,1960
300.1598,175.01201,1961
300.1598,158.49687,1962
325.0819,164.02435,1963
327.86038,190.62463,1964
314.13144,205.35507,1965
331.61133,158.09927,1966
311.90518,194.92812,1967
305.15625,124.97589,1968
281.67758,175.32144,1969
354.92657,153.26967,1970
297.66486,122.421135,1971
287.9297,168.14705,1972
330.63885,185.76363,1973
351.95648,202.02118,1974
272.3659,130.18639,1975
286.3334,163.67569,1976
306.5315,176.57063,1977
305.37997,169.09244,1978
328.38135,187.64491,1979
309.5398,195.12144,1980
281.12793,156.10083,1981
332.41882,177.64383,1982
292.85156,202.99379,1983
291.33157,143.99858,1984
382.4297,197.66307,1985
305.15625,184.55391,1986
322.34552,171.65155,1987
374.34647,172.99672,1988
332.0281,200.86876,1989
296.3982,141.59412,1990
353.14453,207.85211,1991
387.59766,203.05603,1992
277.66498,148.10196,1993
310.60013,192.81976,1994
356.01562,180.9928,1995
326.47113,159.93755,1996
279.93164,149.70352,1997
306.68503,123.985916,1998
326.47113,169.38463,1999
328.74023,156.65889,2000
346.06934,149.40033,2001
314.51526,186.51611,2002
340.36353,233.93727,2003
298.93152,189.72844,2004
290.39062,137.09653,2005
291.6211,161.49638,2006
272.3659,127.0687,2007
277.02176,142.498,2008
329.24963,148.60312,2009
359.38174,204.29,2010
347.60742,184.134,2011
315.8203,172.15683,2012
282.32422,160.96202,2013
302.7315,200.23232,2014
319.52496,179.0017,2015
285.46875,140.81209,2016
305.26483,181.6276,2017
314.51526,168.13284,2018
300.23438,148.29063,2019
273.52988,126.737755,2020
320.91418,222.52988,2021
307.99005,160.1325,2022
358.37402,219.31078,2023
368.29202,217.42651,2024
293.63458,135.13336,2025
290.0649,142.18776,2026
279.93164,145.16069,2027
332.65085,187.17503,2028
329.72717,182.9085,2029
350.27344,202.83418,2030
300.23438,162.6082,2031
309.2951,155.984,2032
277.53906,148.64824,2033
354.92657,186.75038,2034
343.0957,206.38452,2035
327.03552,198.77705,2036
299.0039,143.36942,2037
279.93164,152.98228,2038
343.0462,201.83553,2039
332.41882,174.01785,2040
291.6211,139.29863,2041
333.76465,171.25328,2042
330.63885,167.82788,2043
302.6953,189.68385,2044
305.15625,155.57524,2045
341.56116,205.11955,2046
328.38135,170.49008,2047
333.41733,166.24495,2048
359.9121,172.73192,2049
333.41733,175.01102,2050
309.5398,174.41812,2051
313.21024,144.31198,2052
321.0405,193.4987,2053
279.93164,173.30922,2054
291.6211,140.81209,2055
284.23828,157.54807,2056
306.5315,151.63977,2057
333.76465,194.99146,2058
324.34387,187.09874,2059
284.7168,165.64177,2060
340.0761,192.38113,2061
322.34552,185.8025,2062
301.46484,158.48705,2063
328.74023,159.39743,2064
283.5205,165.98268,2065
317.12537,146.07153,2066
260.55176,144.75374,2067
319.52496,154.99823,2068
292.59824,145.02554,2069
274.69385,123.58789,2070
278.73535,151.74963,2071
290.69824,128.54959,2072
295.13156,197.66782,2073
283.5205,169.3626,2074
278.7983,152.97809,2075
287.9297,179.42918,2076
301.46484,169.39166,2077
275.14648,146.14325,2078
264.06506,141.86514,2079
305.37997,147.04767,2080
319.52496,152.66466,2081
283.0078,158.91637,2082
340.2246,181.47606,2083
296.6797,189.84471,2084
292.85156,205.58772,2085
279.34967,139.68452,2086
279.3164,131.98749,2087
306.68503,203.04214,2088
309.2951,167.78809,2089
320.91418,203.13315,2090
297.5497,129.57437,2091
262.93173,137.53934,2092
318.4304,162.85342,2093
285.46875,156.49706,2094
304.07492,153.61855,2095
322.34552,182.13646,2096
286.69922,165.6615,2097
322.30344,190.05682,2098
299.0039,156.44867,2099
295.3125,133.09555,2100
333.41733,186.59294,2101
335.91797,198.72864,2102
320.3064,171.90778,2103
350.47144,224.98363,2104
360.8668,183.90633,2105
343.0462,142.3789,2106
340.36353,219.96527,2107
370.6787,226.81944,2108
420.32812,239.40584,2109
337.35352,196.43925,2110
322.34552,179.02406,2111
282.84152,158.48631,2112
276.53165,148.73804,2113
325.6897,228.88527,2114
293.8649,137.96703,2115
330.63885,214.18622,2116
274.69385,154.25833,2117
302.7699,165.437,2118
329.24963,173.49364,2119
302.7315,191.60075,2120
317.61475,167.40248,2121
338.78906,216.97188,2122
296.6797,174.57625,2123
290.39062,148.9528,2124
281.06497,137.52066,2125
265.1984,136.01807,2126
313.57727,182.78961,2127
327.03552,130.47565,2128
318.4304,116.11213,2129
285.46875,164.10043,2130
281.12793,156.10083,2131
310.60013,190.17834,2132
320.91418,194.71164,2133
281.06497,175.00264,2134
296.24466,141.35486,2135
322.30344,227.58939,2136
325.6897,158.21318,2137
368.29202,228.05046,2138
338.78906,202.22366,2139
298.93152,164.47069,2140
350.27344,239.97261,2141
284.0055,144.56514,2142
253.98137,127.45554,2143
350.27344,172.52861,2144
332.65085,158.69882,2145
305.15625,149.67276,2146
332.0281,165.24353,2147
343.0957,171.36005,2148
330.63885,165.3136,2149
318.1357,154.18674,2150
298.85477,138.21135,2151
318.4304,159.36488,2152
274.265,135.62088,2153
300.19818,136.78159,2154
340.36353,141.08813,2155
338.59106,216.8781,2156
336.19583,202.12352,2157
273.52988,130.6331,2158
292.59824,168.35132,2159
