@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Distances in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.19738434,811
0.1776772,812
0.19050917,813
0.19445686,814
0.1689236,815
0.1637465,816
0.16678862,817
0.18516469,818
0.1813703,819
0.19270465,820
0.21886283,821
0.21094464,822
0.2297729,823
0.20877428,824
0.19432968,825
0.20057929,826
0.20083758,827
0.2029214,828
0.21061619,829
0.18990533,830
0.20476146,831
0.2021472,832
0.18490516,833
0.18439978,834
0.19492102,835
0.15826543,836
0.19116342,837
0.1676189,838
0.20955679,839
0.19592895,840
0.2075023,841
0.15281183,842
0.1556122,843
0.13860819,844
0.15153985,845
0.17622082,846
0.16026223,847
0.18993127,848
0.20721969,849
0.2055068,850
0.1908867,851
0.18177147,852
0.1735175,853
0.17863984,854
0.20005293,855
0.1683786,856
0.17404546,857
0.17655905,858
0.17377862,859
0.16424003,860
0.15859093,861
0.1811775,862
0.14997299,863
0.1633882,864
0.14359222,865
0.160123,866
0.17044361,867
0.14836256,868
0.17888835,869
0.14325655,870
0.14413345,871
0.1369773,872
0.15531641,873
0.169058,874
0.14207467,875
0.20090947,876
0.20057175,877
0.2135833,878
0.20533845,879
0.19462974,880
0.19590701,881
0.18216062,882
0.1852706,883
0.20454805,884
0.20046839,885
0.19005632,886
0.16786933,887
0.17241617,888
0.16743824,889
0.16808398,890
0.14720793,891
0.17174959,892
0.1689838,893
0.16978267,894
0.17896408,895
0.17791893,896
0.17921901,897
0.14018703,898
0.1121103,899
0.12340255,900
0.12369635,901
0.15393184,902
0.20379755,903
0.18162721,904
0.16800267,905
0.17282283,906
0.16981798,907
0.18003708,908
0.19662262,909
0.17618626,910
0.16477017,911
0.1684747,912
0.14673904,913
0.14155783,914
0.14514135,915
0.1838741,916
0.18208738,917
0.1776316,918
0.1969005,919
0.19122325,920
0.20000923,921
0.17807336,922
0.2012855,923
0.18074265,924
0.16540769,925
0.15063895,926
0.15702757,927
0.17193685,928
0.17164643,929
0.16741098,930
0.2106497,931
0.20525531,932
0.23230511,933
0.20061639,934
0.18976858,935
0.18134077,936
0.1853873,937
0.1905209,938
0.18971518,939
0.18251216,940
0.17676003,941
0.17239009,942
0.16246618,943
0.18977353,944
0.17156322,945
0.13693564,946
0.15264998,947
0.1551658,948
0.15949923,949
0.17736892,950
0.17383984,951
0.13737558,952
0.123985946,953
0.12848975,954
0.13119689,955
0.18671869,956
0.15988822,957
0.17795965,958
0.19191484,959
0.18353418,960
0.19081782,961
0.18061887,962
0.18246232,963
0.18003644,964
0.21101104,965
0.17270476,966
0.1876918,967
0.19277415,968
0.18445188,969
0.18341358,970
0.17053409,971
0.16623788,972
0.15548937,973
0.15787798,974
0.14868312,975
0.14092118,976
0.15480734,977
0.15112326,978
0.18342145,979
0.14151199,980
0.13777009,981
0.13325977,982
0.14519146,983
0.16597785,984
0.16702211,985
0.21069449,986
0.21125624,987
0.2113564,988
0.1947494,989
0.20547761,990
0.18618014,991
0.2062216,992
0.1836373,993
0.1873479,994
0.1819217,995
0.16053666,996
0.16279396,997
0.16065219,998
0.1592463,999
0.16691628,1000
0.14989276,1001
0.18645078,1002
0.17411968,1003
0.16299197,1004
0.18112893,1005
0.19258186,1006
0.16548064,1007
0.14199576,1008
0.13505289,1009
0.1097479,1010
0.10000436,1011
0.1331662,1012
0.22207327,1013
0.19472761,1014
0.17435469,1015
0.19710541,1016
0.17673942,1017
0.17297736,1018
0.18267187,1019
0.17698592,1020
0.14690001,1021
0.15184136,1022
0.15414494,1023
0.1198424,1024
0.08808204,1025
0.1624315,1026
0.20811778,1027
0.20721896,1028
0.19692783,1029
0.20299493,1030
0.2021578,1031
0.19585694,1032
0.20623316,1033
0.20484309,1034
0.19658719,1035
0.18508844,1036
0.17989957,1037
0.16814479,1038
0.147915,1039
0.15117504,1040
0.18390666,1041
0.20741779,1042
0.18149768,1043
0.16428702,1044
0.12750323,1045
0.121896215,1046
0.11301849,1047
0.19274677,1048
0.1788017,1049
0.13641208,1050
0.14510041,1051
0.11513564,1052
0.10033727,1053
0.107286125,1054
0.18339832,1055
0.16467634,1056
0.17514412,1057
0.12766756,1058
0.113659784,1059
0.11286615,1060
0.12964565,1061
0.1891838,1062
0.17756335,1063
0.14738232,1064
0.124999955,1065
0.12242132,1066
0.121667095,1067
0.1592489,1068
0.22080947,1069
0.21512586,1070
0.2198235,1071
0.19196612,1072
0.15131724,1073
0.08990599,1074
0.19465914,1075
0.2323008,1076
0.21196954,1077
0.16974466,1078
0.18502232,1079
0.1688746,1080
0.21676782,1081
0.21930574,1082
0.18241785,1083
0.17877121,1084
0.18469842,1085
0.1996662,1086
0.19279416,1087
0.15392467,1088
0.19186226,1089
0.17430015,1090
0.15160945,1091
0.13076481,1092
0.13086924,1093
0.114797935,1094
0.16063741,1095
0.20503673,1096
0.17938751,1097
0.1686417,1098
0.11835255,1099
0.10020342,1100
0.075204134,1101
0.15431741,1102
0.1746607,1103
0.17214756,1104
0.13506335,1105
0.119449966,1106
0.12601118,1107
0.123534456,1108
0.19986376,1109
0.16836259,1110
0.2022131,1111
0.21303268,1112
0.17911844,1113
0.1564813,1114
0.10858619,1115
0.16452588,1116
0.17579721,1117
0.17336343,1118
0.18394095,1119
0.13219404,1120
0.046559058,1121
0.062415693,1122
0.3065665,1123
0.3013067,1124
0.23507464,1125
0.15727657,1126
0.13133998,1127
0.112534575,1128
0.15245523,1129
0.18556522,1130
0.16048366,1131
0.108845375,1132
0.07776894,1133
0.06577344,1134
0.046422683,1135
0.054135453,1136
0.2556772,1137
0.19458915,1138
0.19298859,1139
0.15756701,1140
0.14164388,1141
0.14947331,1142
0.16315055,1143
0.19115381,1144
0.22560951,1145
0.20660853,1146
0.13018195,1147
0.07269683,1148
0.02822101,1149
0.17812212,1150
0.21966615,1151
0.21494061,1152
0.1954597,1153
0.16588679,1154
0.12290294,1155
0.08386704,1156
0.08856578,1157
0.22326851,1158
0.21799304,1159
0.18140659,1160
0.084922925,1161
0.057457272,1162
0.03881843,1163
0.14864856,1164
0.2508568,1165
0.23765472,1166
0.17770627,1167
0.1526178,1168
0.15480989,1169
0.12881877,1170
0.16605285,1171
0.19239537,1172
0.19818042,1173
0.20187697,1174
0.1759366,1175
0.3236201,1176
0.346712,1177
0.31114632,1178
0.2180837,1179
0.26446265,1180
0.19698428,1181
0.14267299,1182
0.10675942,1183
0.118589886,1184
0.21191908,1185
0.18093051,1186
0.2005631,1187
0.187033,1188
0.20114948,1189
0.20631246,1190
0.21826598,1191
0.24234028,1192
0.21117884,1193
0.1979385,1194
0.21000697,1195
0.19560114,1196
0.21918254,1197
0.21019699,1198
0.23974614,1199
0.19672483,1200
0.14212577,1201
0.13419583,1202
0.12518947,1203
0.111985244,1204
0.13026868,1205
0.22986598,1206
0.21212177,1207
0.18032295,1208
0.14930998,1209
0.10457564,1210
0.0884857,1211
0.1953567,1212
0.2982039,1213
0.21420433,1214
0.17586842,1215
0.17407402,1216
0.1419453,1217
0.046238128,1218
0.11632286,1219
0.21244119,1220
0.19146658,1221
0.15982552,1222
0.16490836,1223
0.1559194,1224
0.088698655,1225
0.17323205,1226
0.1701898,1227
0.1821379,1228
0.13501829,1229
0.115244634,1230
0.054412812,1231
0.04599716,1232
0.21490267,1233
0.21314748,1234
0.2178069,1235
0.22617915,1236
0.18272771,1237
0.19982459,1238
0.20566982,1239
0.20230417,1240
0.21444896,1241
0.191573,1242
0.17993115,1243
0.17105037,1244
0.17454608,1245
0.16790418,1246
0.23334701,1247
0.21858254,1248
0.22149406,1249
0.2378772,1250
0.22021283,1251
0.21129282,1252
0.19982536,1253
0.21158072,1254
0.20257647,1255
0.20106195,1256
0.19144793,1257
0.19306372,1258
0.2012538,1259
0.18997362,1260
0.19367684,1261
0.20386027,1262
0.20820475,1263
0.21656208,1264
0.20663282,1265
0.2212334,1266
0.19504958,1267
0.19750838,1268
0.2050155,1269
0.20554659,1270
0.20636311,1271
0.20085233,1272
0.18258278,1273
0.19811966,1274
0.18623053,1275
0.16471589,1276
0.16972846,1277
0.19148691,1278
0.1660211,1279
0.16765226,1280
0.16291024,1281
0.14934844,1282
0.14222461,1283
0.13020925,1284
0.12789433,1285
0.13739364,1286
0.1355228,1287
0.16342232,1288
0.18268384,1289
0.20213683,1290
0.18324287,1291
0.162575,1292
0.16665998,1293
0.17364034,1294
0.1693865,1295
0.17316395,1296
0.16068122,1297
0.1654416,1298
0.1698038,1299
0.15522394,1300
0.20411773,1301
0.1862828,1302
0.14620885,1303
0.15766351,1304
0.16659239,1305
0.17592153,1306
0.19663085,1307
0.17734618,1308
0.18311083,1309
0.15718558,1310
0.15406407,1311
0.14333941,1312
0.1612332,1313
0.18798225,1314
0.1763486,1315
0.19109541,1316
0.19393106,1317
0.19322556,1318
0.18838991,1319
0.1941479,1320
0.1895402,1321
0.18833518,1322
0.17632133,1323
0.19187766,1324
0.17080553,1325
0.22153126,1326
0.18845685,1327
0.17532066,1328
0.1901071,1329
0.18332987,1330
0.18747365,1331
0.17340489,1332
0.15230092,1333
0.15749331,1334
0.15946905,1335
0.16790186,1336
0.16104673,1337
0.12259135,1338
0.13612114,1339
0.13723055,1340
0.1395847,1341
0.1684118,1342
0.17883632,1343
0.16698848,1344
0.18375011,1345
0.17277797,1346
0.16074175,1347
0.16298491,1348
0.16327468,1349
0.15713106,1350
0.15814064,1351
0.14938426,1352
0.15112863,1353
0.14804877,1354
0.14480078,1355
0.153276,1356
0.168662,1357
0.1381551,1358
0.14936328,1359
0.1405101,1360
0.15064014,1361
0.15407668,1362
0.16188087,1363
0.18891723,1364
0.1427301,1365
0.1615375,1366
0.1520499,1367
0.12995565,1368
0.11743688,1369
0.14800055,1370
0.18158184,1371
0.18999243,1372
0.18708375,1373
0.20159978,1374
0.20599225,1375
0.17759587,1376
0.17580971,1377
0.18003443,1378
0.16363826,1379
0.16133025,1380
0.17004652,1381
0.15944612,1382
0.17392981,1383
0.17461556,1384
0.16219273,1385
0.15953554,1386
0.1578764,1387
0.16340926,1388
0.163136,1389
0.16544472,1390
0.19320004,1391
0.13927016,1392
0.15393716,1393
0.14156188,1394
0.13088477,1395
0.12220275,1396
0.14799,1397
0.18557298,1398
0.18488646,1399
0.17850119,1400
0.1897696,1401
0.1859459,1402
0.1838796,1403
0.17482772,1404
0.15924352,1405
0.16002743,1406
0.14659306,1407
0.14016077,1408
0.15274283,1409
0.14765017,1410
0.15368953,1411
0.16205381,1412
0.15886995,1413
0.16085267,1414
0.16751006,1415
0.17337008,1416
0.16105181,1417
0.18258545,1418
0.13691862,1419
0.15049523,1420
0.14336812,1421
0.13005705,1422
0.1331409,1423
0.14849532,1424
0.16843587,1425
0.21615909,1426
0.20456502,1427
0.2092295,1428
0.17897989,1429
0.17478184,1430
0.19034484,1431
0.15540181,1432
0.16628353,1433
0.15427014,1434
0.14547992,1435
0.15907814,1436
0.1556258,1437
0.17177011,1438
0.18955715,1439
0.1543112,1440
0.13046202,1441
0.14404346,1442
0.15012418,1443
0.12842983,1444
0.13636333,1445
0.13181233,1446
0.14159039,1447
0.12360302,1448
0.1238304,1449
0.10983503,1450
0.101237774,1451
0.15530214,1452
0.18969561,1453
0.15433978,1454
0.15991567,1455
0.15990645,1456
0.14220479,1457
0.13131985,1458
0.14857405,1459
0.19030808,1460
0.19029906,1461
0.15993702,1462
0.16303337,1463
0.13094635,1464
0.120366,1465
0.1346882,1466
0.19993074,1467
0.19393568,1468
0.2022668,1469
0.20806935,1470
0.20000772,1471
0.17149943,1472
0.19257173,1473
0.2032641,1474
0.19646217,1475
0.18951115,1476
0.17061526,1477
0.15819159,1478
0.1720359,1479
0.14510742,1480
0.17450652,1481
0.16931058,1482
0.18505085,1483
0.1702292,1484
0.1591303,1485
0.124316074,1486
0.115914926,1487
0.19772886,1488
0.21840738,1489
0.1507089,1490
0.11796586,1491
0.11926243,1492
0.13508561,1493
0.18105724,1494
0.211697,1495
0.19702134,1496
0.15979539,1497
0.146949,1498
0.14998442,1499
0.13941287,1500
0.15449028,1501
0.2101736,1502
0.19033477,1503
0.19864303,1504
0.17820951,1505
0.115100615,1506
0.074862555,1507
0.19781779,1508
0.22465265,1509
0.20875622,1510
0.22089726,1511
0.23449826,1512
0.16699658,1513
0.14817579,1514
0.17318223,1515
0.1878551,1516
0.21311578,1517
0.21929249,1518
0.206445,1519
0.24703912,1520
0.26888067,1521
0.22360915,1522
0.26387474,1523
0.22708122,1524
0.21398476,1525
0.20771343,1526
0.20832694,1527
0.180071,1528
0.21044782,1529
0.19122568,1530
0.14536564,1531
0.16726461,1532
0.13038735,1533
0.091119945,1534
0.14095889,1535
0.1988275,1536
0.20250158,1537
0.17071606,1538
0.13135616,1539
0.115421936,1540
0.09705172,1541
0.18290323,1542
0.18707494,1543
0.16338412,1544
0.13966085,1545
0.15330867,1546
0.07060815,1547
0.09188753,1548
0.19171052,1549
0.17081812,1550
0.14898555,1551
0.118498504,1552
0.086349905,1553
0.08065169,1554
0.128502,1555
0.207117,1556
0.16783908,1557
0.16078304,1558
0.13536829,1559
0.118620284,1560
0.0997505,1561
0.13160172,1562
0.2239509,1563
0.21606578,1564
0.18954577,1565
0.1447387,1566
0.120208256,1567
0.102568984,1568
0.15547456,1569
0.19039446,1570
0.16100107,1571
0.13891992,1572
0.13264628,1573
0.09769458,1574
0.07047984,1575
0.14050902,1576
0.26016366,1577
0.19385448,1578
0.18636887,1579
0.19709326,1580
0.2225595,1581
0.13194196,1582
0.15338567,1583
0.18891504,1584
0.19990821,1585
0.18268855,1586
0.15247846,1587
0.1024221,1588
0.07517495,1589
0.17488623,1590
0.2754358,1591
0.2404891,1592
0.22787093,1593
0.18392505,1594
0.16593213,1595
0.16232772,1596
0.21020974,1597
0.18737736,1598
0.18192744,1599
0.17383994,1600
0.13167045,1601
0.09561216,1602
0.121744506,1603
0.25047442,1604
0.25108242,1605
0.22310549,1606
0.17904586,1607
0.16885139,1608
0.16166382,1609
0.16624881,1610
0.2217659,1611
0.23216495,1612
0.2020456,1613
0.18021326,1614
0.18165828,1615
0.14179015,1616
0.10086433,1617
0.2522644,1618
0.25751638,1619
0.22733952,1620
0.18653612,1621
0.13391344,1622
0.10950072,1623
0.104935765,1624
0.24812514,1625
0.25707003,1626
0.22420968,1627
0.2924285,1628
0.2635822,1629
0.2871998,1630
0.25937447,1631
0.26050118,1632
0.18185775,1633
0.20605186,1634
0.21130313,1635
0.190238,1636
0.20646161,1637
0.203344,1638
0.2626965,1639
0.17715447,1640
0.14590831,1641
0.14890766,1642
0.1262635,1643
0.11259526,1644
0.16374034,1645
0.22305012,1646
0.20495066,1647
0.17865147,1648
0.1406154,1649
0.117365874,1650
0.17333186,1651
0.1314029,1652
0.17144437,1653
0.13937268,1654
0.099675596,1655
0.075806856,1656
0.06863495,1657
0.13781436,1658
0.313168,1659
0.26436412,1660
0.24825282,1661
0.23042583,1662
0.16716081,1663
0.097284056,1664
0.110608764,1665
0.20592052,1666
0.1874914,1667
0.14063653,1668
0.13101599,1669
0.17236207,1670
0.092425525,1671
0.18549666,1672
0.26477408,1673
0.22237548,1674
0.22558707,1675
0.18930426,1676
0.16903031,1677
0.15753914,1678
0.18344294,1679
0.19183388,1680
0.17297897,1681
0.15774834,1682
0.15307996,1683
0.11071836,1684
0.1262917,1685
0.19669406,1686
0.21787809,1687
0.18505205,1688
0.22066611,1689
0.22974949,1690
0.20649101,1691
0.21856989,1692
0.22864072,1693
0.19621003,1694
0.18891476,1695
0.1936196,1696
0.19291423,1697
0.20268425,1698
0.17321576,1699
0.2143762,1700
0.2033021,1701
0.2135148,1702
0.21013618,1703
0.21238668,1704
0.20902646,1705
0.21051124,1706
0.19536349,1707
0.19847588,1708
0.19406204,1709
0.1824033,1710
0.18214636,1711
0.18646888,1712
0.16862446,1713
0.17418788,1714
0.19375111,1715
0.18315211,1716
0.18163022,1717
0.18415225,1718
0.19058436,1719
0.17989399,1720
0.18177181,1721
0.17754266,1722
0.14549914,1723
0.1179447,1724
0.126695,1725
0.1275085,1726
0.155361,1727
0.18280071,1728
0.18079402,1729
0.18274507,1730
0.1935413,1731
0.17568542,1732
0.17322284,1733
0.1792308,1734
0.16936822,1735
0.18746766,1736
0.1789169,1737
0.15906693,1738
0.16737896,1739
0.17548677,1740
0.19099021,1741
0.17942365,1742
0.14985394,1743
0.16294041,1744
0.18252607,1745
0.16288653,1746
0.18824756,1747
0.17882478,1748
0.16614619,1749
0.16191506,1750
0.16049935,1751
0.16924238,1752
0.16055794,1753
0.15825449,1754
0.16080374,1755
0.1846732,1756
0.18885483,1757
0.19475693,1758
0.20780757,1759
0.18592516,1760
0.1950765,1761
0.19504522,1762
0.18359117,1763
0.16613102,1764
0.16405378,1765
0.15346782,1766
0.16653933,1767
0.17271301,1768
0.19098581,1769
0.14912908,1770
0.14633413,1771
0.14258169,1772
0.15231857,1773
0.15973283,1774
0.15945825,1775
0.17634161,1776
0.1454306,1777
0.14048502,1778
0.1449874,1779
0.14585245,1780
0.1318115,1781
0.1474039,1782
0.1754885,1783
0.18600692,1784
0.17220046,1785
0.1581778,1786
0.16040637,1787
0.15642074,1788
0.15248117,1789
0.15468308,1790
0.14857551,1791
0.15155037,1792
0.15156491,1793
0.15800884,1794
0.14307564,1795
0.16204382,1796
0.17269555,1797
0.15770447,1798
0.1506458,1799
0.15215434,1800
0.13619846,1801
0.15897608,1802
0.15429315,1803
0.16333464,1804
0.1415578,1805
0.1263594,1806
0.13115084,1807
0.12711115,1808
0.12223781,1809
0.15770489,1810
0.17936161,1811
0.19072652,1812
0.1780863,1813
0.17896537,1814
0.17971408,1815
0.18953067,1816
0.19289319,1817
0.17876199,1818
0.16863352,1819
0.16308913,1820
0.14705084,1821
0.17080693,1822
0.16403365,1823
0.1829107,1824
0.16786183,1825
0.16208176,1826
0.1692677,1827
0.16323926,1828
0.17562161,1829
0.16546194,1830
0.19049737,1831
0.1785699,1832
0.1649078,1833
0.16546129,1834
0.17717922,1835
0.16859414,1836
0.17066288,1837
0.1913645,1838
0.18550487,1839
0.17679386,1840
0.18639168,1841
0.16626579,1842
0.16818458,1843
0.19866349,1844
0.19668724,1845
0.17919822,1846
0.15818459,1847
0.16029793,1848
0.14992616,1849
0.15148894,1850
0.17462935,1851
0.20194665,1852
0.17345493,1853
0.1860125,1854
0.19790383,1855
0.20583324,1856
0.20356922,1857
0.20451972,1858
0.19989029,1859
0.18941204,1860
0.196577,1861
0.17804241,1862
0.16960667,1863
0.17962497,1864
0.18391371,1865
0.23023172,1866
0.23270833,1867
0.22341193,1868
0.22447541,1869
0.22417533,1870
0.2196812,1871
0.21426046,1872
0.17576875,1873
0.16921186,1874
0.15504356,1875
0.13890629,1876
0.1437143,1877
0.15180244,1878
0.16491343,1879
0.20263535,1880
0.21751325,1881
0.19854109,1882
0.19770414,1883
0.1922906,1884
0.15690061,1885
0.16103512,1886
0.14886816,1887
0.15025839,1888
0.1583982,1889
0.14503701,1890
0.14162582,1891
0.16660456,1892
0.15963906,1893
0.13468914,1894
0.13694996,1895
0.16741031,1896
0.1441036,1897
0.12001311,1898
0.10380038,1899
0.11866601,1900
0.12127585,1901
0.12858331,1902
0.12897311,1903
0.12234359,1904
0.1312142,1905
0.17188399,1906
0.14823598,1907
0.14925133,1908
0.18259513,1909
0.1827584,1910
0.18987612,1911
0.18196379,1912
0.1839783,1913
0.19031404,1914
0.17255536,1915
0.17579956,1916
0.18700776,1917
0.16801389,1918
0.16666111,1919
0.17942643,1920
0.18653329,1921
0.17923397,1922
0.16354217,1923
0.15518229,1924
0.14695457,1925
0.14584003,1926
0.14800413,1927
0.14277907,1928
0.1303394,1929
0.1386023,1930
0.12372815,1931
0.1241026,1932
0.128447,1933
0.1418806,1934
0.11737815,1935
0.09617079,1936
0.073769435,1937
0.063133344,1938
0.07550687,1939
0.1209923,1940
0.18002899,1941
0.21661276,1942
0.263492,1943
0.20473695,1944
0.16998796,1945
0.11429421,1946
0.12562387,1947
0.1913586,1948
0.16200405,1949
0.140153,1950
0.12217775,1951
0.113653556,1952
0.08917368,1953
0.14193916,1954
0.16815712,1955
0.20232476,1956
0.2039787,1957
0.21307309,1958
0.20372437,1959
0.19986203,1960
0.23294556,1961
0.24085955,1962
0.19637854,1963
0.14240558,1964
0.13662022,1965
0.11985564,1966
0.09489005,1967
0.13653405,1968
0.13866392,1969
0.13262223,1970
0.27012143,1971
0.32439432,1972
0.33429766,1973
0.35370526,1974
0.27741024,1975
0.18715747,1976
0.19404641,1977
0.18205556,1978
0.1699912,1979
0.10572888,1980
0.11318434,1981
0.21668936,1982
0.13989925,1983
0.13019714,1984
0.15540268,1985
0.14214973,1986
0.14745542,1987
0.15892577,1988
0.17000069,1989
0.15879807,1990
0.13393967,1991
0.1603524,1992
0.23078065,1993
0.1278131,1994
0.18385139,1995
0.1516722,1996
0.09706811,1997
0.07451079,1998
0.068683214,1999
0.059047543,2000
0.05419582,2001
0.16535738,2002
0.2215186,2003
0.19608116,2004
0.17988677,2005
0.14609617,2006
0.13480449,2007
0.14920276,2008
0.16284437,2009
0.13419805,2010
0.11340919,2011
0.12343046,2012
0.11976442,2013
0.090920426,2014
0.120530434,2015
0.16871312,2016
