@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Angles in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
1.9460112,1655
1.8246287,1656
1.8102794,1657
1.7660247,1658
1.6896424,1659
1.8315562,1660
2.049587,1661
2.105476,1662
2.132285,1663
1.7295882,1664
1.7127246,1665
1.9544728,1666
2.0259364,1667
1.925176,1668
1.9441538,1669
1.8244283,1670
1.7099274,1671
1.7654204,1672
1.7777077,1673
1.6483988,1674
1.5085764,1675
1.5656682,1676
1.4554543,1677
1.3313581,1678
1.5704904,1679
1.8330238,1680
1.9336063,1681
1.7418586,1682
1.8060622,1683
1.6604552,1684
1.6125484,1685
1.8805418,1686
1.8300108,1687
1.8700863,1688
1.87467,1689
1.8123055,1690
1.7351701,1691
1.7462236,1692
1.7881902,1693
1.6890669,1694
1.6579478,1695
1.6695648,1696
1.6456431,1697
1.8194288,1698
1.7371973,1699
1.791819,1700
1.7773093,1701
1.745717,1702
1.7270793,1703
1.7543775,1704
1.6183685,1705
1.6982995,1706
1.8170393,1707
1.7223809,1708
1.8140981,1709
1.7444748,1710
1.8096548,1711
1.7185266,1712
1.809225,1713
1.7948273,1714
1.84777,1715
1.9521236,1716
1.8066806,1717
1.9178131,1718
2.004901,1719
1.9210018,1720
1.884937,1721
1.9442818,1722
1.952796,1723
1.8819573,1724
2.0248985,1725
1.9764042,1726
2.0807655,1727
2.0864236,1728
1.7750366,1729
1.7490592,1730
1.7747872,1731
1.747224,1732
1.8164259,1733
1.8245754,1734
1.9331551,1735
1.9315829,1736
1.9754139,1737
1.8502101,1738
1.8569679,1739
1.9242878,1740
1.8705866,1741
1.8746145,1742
1.9713565,1743
1.8976194,1744
2.0450454,1745
2.001781,1746
2.0735497,1747
1.965203,1748
1.9648353,1749
1.9772834,1750
1.8938261,1751
1.8776935,1752
1.9375284,1753
2.0392158,1754
1.9569931,1755
1.7863559,1756
1.7659564,1757
1.7649204,1758
1.8490725,1759
1.758473,1760
1.9030364,1761
1.866691,1762
1.8816752,1763
1.8954637,1764
1.8930607,1765
1.9857298,1766
1.9267046,1767
1.9663231,1768
2.0578341,1769
1.9557545,1770
1.9847277,1771
1.969572,1772
1.8905603,1773
2.0070803,1774
1.9843543,1775
1.9471701,1776
1.8891436,1777
1.9060153,1778
1.9566634,1779
1.9092044,1780
1.8442744,1781
1.8185456,1782
1.7707516,1783
1.6459905,1784
1.5201962,1785
1.6050283,1786
1.6125387,1787
1.7131813,1788
1.5734433,1789
1.6233902,1790
1.661304,1791
1.6929184,1792
1.7546065,1793
1.71646,1794
1.6680168,1795
1.8140116,1796
1.8276573,1797
1.8310857,1798
1.7392802,1799
1.7112432,1800
1.6200151,1801
1.7676617,1802
1.741799,1803
1.8425685,1804
1.7817513,1805
1.9028085,1806
1.8932109,1807
1.8558079,1808
1.8307844,1809
1.8097086,1810
1.6884211,1811
1.6721416,1812
1.7113615,1813
1.6593338,1814
1.740748,1815
1.7727724,1816
1.7150676,1817
1.6712393,1818
1.6157523,1819
1.5854201,1820
1.6378783,1821
1.6116341,1822
1.5541298,1823
1.743862,1824
1.7799821,1825
1.7411456,1826
1.8616586,1827
1.7550609,1828
1.8386613,1829
1.8096405,1830
1.819784,1831
1.8176448,1832
1.7484401,1833
1.7654805,1834
1.7068275,1835
1.761366,1836
1.870415,1837
1.841062,1838
1.5761187,1839
1.50027,1840
1.6525332,1841
1.7000916,1842
1.6151289,1843
1.6946325,1844
1.8170098,1845
1.7749971,1846
1.5476787,1847
1.702302,1848
1.7009324,1849
1.6994157,1850
1.7355876,1851
1.8499469,1852
1.832406,1853
1.8514078,1854
1.9544139,1855
1.9677163,1856
1.9827024,1857
1.9799043,1858
2.0242558,1859
1.997129,1860
2.0486956,1861
1.9235572,1862
1.8491908,1863
1.9853258,1864
1.9658843,1865
1.909942,1866
1.8604828,1867
1.6455306,1868
1.6472278,1869
1.7969377,1870
1.7994138,1871
1.7652935,1872
1.8016249,1873
1.8155572,1874
1.7612948,1875
1.6310515,1876
1.723142,1877
1.715021,1878
1.7154906,1879
1.6306285,1880
1.7127084,1881
1.7157946,1882
1.6641033,1883
1.7207891,1884
1.6595789,1885
1.7284602,1886
1.6832652,1887
1.8222253,1888
1.8815595,1889
1.94115,1890
2.0025353,1891
2.0153239,1892
1.9014597,1893
1.9270217,1894
2.0523505,1895
2.0758276,1896
2.115795,1897
2.076466,1898
2.0664513,1899
1.9733001,1900
1.9931245,1901
2.1384046,1902
1.9457549,1903
2.0277104,1904
1.9663316,1905
1.7727082,1906
1.7828332,1907
1.8206891,1908
1.7985754,1909
1.798409,1910
1.7024536,1911
1.7199452,1912
1.6315063,1913
1.6360571,1914
1.6681043,1915
1.7588197,1916
1.7751876,1917
1.6900038,1918
1.779751,1919
1.8062509,1920
1.8238024,1921
1.6966245,1922
1.7071462,1923
1.7624626,1924
1.7559594,1925
1.8328325,1926
1.9399489,1927
1.9431775,1928
1.8917391,1929
1.8293191,1930
1.8308692,1931
1.7271377,1932
1.7593143,1933
1.9563341,1934
1.8498198,1935
1.7807666,1936
1.7813969,1937
1.7343922,1938
1.7852266,1939
2.040134,1940
1.8886931,1941
1.5521524,1942
1.1501207,1943
0.99937695,1944
0.98843694,1945
1.1966536,1946
2.0142252,1947
1.815671,1948
1.715127,1949
1.6581832,1950
1.7694933,1951
1.7199242,1952
1.8270286,1953
1.9904282,1954
1.9428706,1955
1.9573283,1956
2.0635612,1957
2.034853,1958
2.0039587,1959
2.052138,1960
2.1190577,1961
2.0375788,1962
2.0727534,1963
2.081047,1964
2.1829417,1965
2.2424197,1966
2.17108,1967
2.2806847,1968
2.1507082,1969
1.6675504,1970
1.3373895,1971
1.2701005,1972
1.3279856,1973
1.2967886,1974
1.5839612,1975
1.7153836,1976
1.7790891,1977
1.8724688,1978
1.966259,1979
1.7742262,1980
2.0048065,1981
2.1964324,1982
2.176682,1983
2.1862562,1984
2.2155294,1985
2.215189,1986
2.1928747,1987
2.1596339,1988
2.1019797,1989
2.1306195,1990
1.9495238,1991
1.0862952,1992
0.7773859,1993
0.99634176,1994
1.2621481,1995
1.5602481,1996
1.7698565,1997
1.8975475,1998
1.9115648,1999
1.8562198,2000
1.8242553,2001
1.8727487,2002
1.7289666,2003
1.6115217,2004
1.5739212,2005
1.9177775,2006
1.8800496,2007
1.8775333,2008
1.8216977,2009
1.9144905,2010
1.9439129,2011
2.1802094,2012
2.0705705,2013
1.924459,2014
1.8428044,2015
1.9672714,2016
1.9332182,2017
2.045763,2018
2.0211225,2019
2.1456094,2020
1.9682275,2021
1.6255912,2022
1.5469176,2023
1.2354234,2024
0.7362652,2025
0.906507,2026
0.8653735,2027
0.9718727,2028
1.9769615,2029
1.9156007,2030
1.737693,2031
1.6204813,2032
1.4973186,2033
1.6235101,2034
1.665382,2035
2.0189512,2036
2.2454994,2037
2.1921697,2038
2.2959912,2039
2.1903646,2040
2.1027262,2041
2.0754366,2042
2.188149,2043
2.0429862,2044
2.14348,2045
2.2294407,2046
2.3585248,2047
2.4639246,2048
2.3761938,2049
2.2312787,2050
2.0854282,2051
2.0786588,2052
2.1086147,2053
2.0555434,2054
2.2013135,2055
2.0050156,2056
1.9735773,2057
1.8775609,2058
1.8778663,2059
1.8716524,2060
1.9637927,2061
1.9398787,2062
2.0716069,2063
2.1209352,2064
2.1707807,2065
2.197097,2066
2.3064804,2067
2.279187,2068
2.3461058,2069
2.3388658,2070
2.1327066,2071
1.9735712,2072
2.1047814,2073
2.1182947,2074
2.1724699,2075
2.1477475,2076
2.203747,2077
2.2122812,2078
2.2772214,2079
2.1451056,2080
2.1915803,2081
2.0669317,2082
1.9188504,2083
1.9739211,2084
1.8446883,2085
1.6693987,2086
1.6165626,2087
1.6642549,2088
1.595886,2089
1.7184714,2090
1.9748665,2091
2.0560513,2092
2.0376341,2093
2.0076935,2094
2.1455815,2095
2.128711,2096
2.180973,2097
1.8276689,2098
1.539595,2099
1.9764735,2100
1.7640289,2101
2.0535452,2102
2.0427084,2103
1.9699498,2104
2.0645971,2105
1.9127395,2106
1.724038,2107
1.8126613,2108
1.6432817,2109
1.780213,2110
2.1923833,2111
2.1534188,2112
1.8440987,2113
1.6610044,2114
1.6858883,2115
1.6369122,2116
1.628851,2117
1.8100252,2118
1.7205029,2119
1.7577153,2120
1.737624,2121
1.7219994,2122
1.6881157,2123
1.5343186,2124
1.8216356,2125
1.9059968,2126
2.0457509,2127
1.9394249,2128
1.8280528,2129
1.7540176,2130
1.7746046,2131
1.7737188,2132
1.813264,2133
1.7410567,2134
1.718394,2135
1.7161555,2136
1.7262105,2137
1.7042092,2138
1.7260029,2139
1.8256079,2140
1.8000621,2141
1.6866875,2142
1.7486567,2143
1.7510211,2144
1.717843,2145
1.8287977,2146
1.9116843,2147
1.9452772,2148
1.9222965,2149
1.9152141,2150
1.7721603,2151
1.7226351,2152
1.8416109,2153
1.8856279,2154
1.8172033,2155
1.8192095,2156
1.6295972,2157
1.6976725,2158
1.6238824,2159
1.7840751,2160
1.8526542,2161
1.9047765,2162
1.6096132,2163
1.7070186,2164
1.7451011,2165
1.6408708,2166
1.8956356,2167
1.8810631,2168
1.8971108,2169
1.871245,2170
1.8423914,2171
1.8908738,2172
2.0444088,2173
2.003049,2174
2.0954878,2175
2.2204995,2176
2.1753392,2177
2.35205,2178
2.282601,2179
2.2796087,2180
2.1628482,2181
2.0398269,2182
2.1650813,2183
2.1705885,2184
2.2319589,2185
2.2486222,2186
2.1258352,2187
2.1388435,2188
2.1468234,2189
1.8001645,2190
1.3156519,2191
1.4465592,2192
1.5415957,2193
1.3971434,2194
1.5470331,2195
1.8173155,2196
2.0028996,2197
2.0234048,2198
1.9928571,2199
1.993643,2200
2.0148706,2201
2.1564348,2202
2.1231744,2203
2.1589334,2204
2.1075902,2205
2.124981,2206
2.0741704,2207
1.9883184,2208
1.9784162,2209
2.0213783,2210
2.0021584,2211
2.1342647,2212
2.1039488,2213
2.1508188,2214
1.9624416,2215
1.9568603,2216
2.0673366,2217
2.0862896,2218
2.1796849,2219
1.9865137,2220
1.1804563,2221
1.4682094,2222
1.7202185,2223
1.8285415,2224
1.8049705,2225
1.7469552,2226
1.9548905,2227
1.8776292,2228
1.9962199,2229
2.0953007,2230
2.1274052,2231
2.1704082,2232
2.155355,2233
2.156719,2234
2.15331,2235
2.0578911,2236
1.8387022,2237
1.7457129,2238
1.5980735,2239
1.6510221,2240
1.7117759,2241
1.6478366,2242
1.6754805,2243
1.6455696,2244
1.5802473,2245
1.5602238,2246
1.5655173,2247
1.7605997,2248
1.599966,2249
1.6604949,2250
1.7682412,2251
1.5656047,2252
1.494004,2253
1.4441813,2254
1.5103809,2255
1.7291965,2256
1.8083596,2257
1.7301704,2258
1.8481222,2259
1.7638446,2260
1.6767522,2261
1.7578387,2262
1.8034582,2263
1.9241393,2264
1.7629856,2265
1.7139139,2266
1.7244967,2267
1.780243,2268
1.7807449,2269
1.7941831,2270
1.9013402,2271
1.8706256,2272
1.922609,2273
1.8565285,2274
1.8083948,2275
1.8768166,2276
2.0078917,2277
1.8358316,2278
1.6286469,2279
1.6340451,2280
1.6689714,2281
1.6187946,2282
1.6428576,2283
1.7047739,2284
1.6077068,2285
1.553201,2286
1.4602118,2287
1.6395124,2288
1.5222464,2289
1.5589983,2290
1.9004976,2291
1.9162663,2292
1.9472288,2293
2.0457356,2294
1.9685323,2295
2.1578987,2296
1.9725059,2297
2.0768878,2298
2.069211,2299
2.1034734,2300
2.0529966,2301
2.1300466,2302
1.8822422,2303
1.0707673,2304
1.1206969,2305
1.5325116,2306
1.9952763,2307
2.1760855,2308
2.3887591,2309
2.2533672,2310
2.237601,2311
2.264715,2312
2.247128,2313
2.1748753,2314
2.2606294,2315
2.0970998,2316
2.1474779,2317
2.19376,2318
2.372966,2319
1.9463832,2320
2.2188222,2321
2.1966116,2322
2.165668,2323
2.1285381,2324
2.0411384,2325
2.0564995,2326
2.0710182,2327
1.9669982,2328
1.9783295,2329
2.0471683,2330
1.8718251,2331
1.8290405,2332
1.775725,2333
1.8744256,2334
2.028098,2335
1.9802742,2336
1.9771436,2337
1.9654801,2338
1.9767271,2339
1.989854,2340
1.985564,2341
2.0364146,2342
2.078794,2343
2.0369053,2344
1.9830658,2345
1.9365143,2346
2.0137892,2347
1.8979746,2348
1.7415631,2349
1.8819268,2350
1.9468673,2351
2.0586984,2352
1.8436705,2353
1.9045681,2354
1.9578891,2355
1.948209,2356
1.9499521,2357
1.9005121,2358
1.9370494,2359
2.0489385,2360
2.014548,2361
1.9786596,2362
1.9361887,2363
2.0990329,2364
2.0897088,2365
1.9484817,2366
1.975251,2367
2.0676465,2368
2.0423005,2369
2.1322832,2370
2.1123123,2371
2.1290014,2372
2.1448288,2373
2.1557584,2374
2.1010537,2375
2.0682833,2376
2.1253827,2377
2.1277232,2378
2.2466817,2379
2.1446004,2380
2.0598361,2381
2.131049,2382
2.0571346,2383
1.9425646,2384
1.8620727,2385
1.8834056,2386
1.9165685,2387
1.8127992,2388
1.8312308,2389
1.7508565,2390
1.8374184,2391
1.8696179,2392
1.8433157,2393
1.7447627,2394
1.8802165,2395
1.7431725,2396
1.772253,2397
1.7778682,2398
1.7185613,2399
1.7745919,2400
1.8421124,2401
1.8607079,2402
1.8458565,2403
1.8287685,2404
1.7380016,2405
1.77051,2406
1.7113081,2407
1.7261294,2408
1.65052,2409
1.7904363,2410
1.9175137,2411
1.9057558,2412
1.8067183,2413
1.7893492,2414
1.8594733,2415
1.8206183,2416
1.7048758,2417
1.7262902,2418
1.7134103,2419
1.8667053,2420
1.8405044,2421
1.6763396,2422
1.8335267,2423
1.6378691,2424
1.5816296,2425
1.5474437,2426
1.5791715,2427
1.6669774,2428
1.8077788,2429
2.0086884,2430
1.8185979,2431
1.7908819,2432
1.884742,2433
1.8624002,2434
1.8177679,2435
1.8765779,2436
2.0024812,2437
1.8074387,2438
1.9169438,2439
1.85229,2440
1.7406867,2441
1.7138171,2442
1.6740929,2443
1.6633782,2444
1.584107,2445
1.6595188,2446
1.650881,2447
1.642734,2448
1.5604825,2449
1.5013251,2450
1.5910548,2451
1.6507708,2452
1.4093736,2453
1.071612,2454
1.0216453,2455
1.5724499,2456
1.870162,2457
1.787168,2458
1.8346462,2459
1.8235774,2460
1.7140218,2461
1.8256682,2462
1.823798,2463
1.8261563,2464
1.9611354,2465
1.8806182,2466
2.0058699,2467
1.9807069,2468
2.036419,2469
2.0588112,2470
1.9376839,2471
1.915452,2472
1.8973509,2473
1.9346905,2474
1.9300936,2475
1.9037907,2476
1.8944468,2477
1.8681484,2478
1.9051815,2479
1.8138227,2480
1.7965202,2481
1.7863072,2482
1.7658236,2483
1.6471747,2484
1.6760402,2485
1.7131268,2486
1.6373276,2487
1.685318,2488
1.642536,2489
1.7947527,2490
1.6706715,2491
1.7999837,2492
1.7656364,2493
1.6997188,2494
1.7356161,2495
1.8726736,2496
1.8777167,2497
1.9205065,2498
1.9329133,2499
1.947592,2500
1.8659638,2501
1.9124644,2502
1.9109213,2503
1.872977,2504
1.8881485,2505
1.8814484,2506
1.9248824,2507
1.7120689,2508
1.7347745,2509
1.831767,2510
1.8711921,2511
1.9993814,2512
2.009027,2513
2.009517,2514
1.9669752,2515
1.9226418,2516
1.8622739,2517
1.9627374,2518
1.698386,2519
1.695875,2520
1.6293916,2521
1.7044597,2522
1.7274507,2523
1.7821192,2524
1.8248564,2525
1.9193964,2526
1.8425663,2527
1.8901888,2528
1.8864005,2529
1.8169907,2530
1.8665885,2531
1.790249,2532
1.8296732,2533
1.8274723,2534
1.6729524,2535
1.6489627,2536
1.6318551,2537
1.5477273,2538
1.828633,2539
1.9027635,2540
1.9444728,2541
1.906025,2542
1.889421,2543
1.8531387,2544
1.9442363,2545
1.8981664,2546
1.8780084,2547
1.787658,2548
1.7240561,2549
1.7222798,2550
1.7845734,2551
1.7971555,2552
1.8053594,2553
1.7833825,2554
1.6816939,2555
1.6807286,2556
1.6838918,2557
1.695178,2558
1.6780005,2559
1.8578349,2560
1.7304019,2561
1.6596652,2562
1.5296283,2563
1.3258736,2564
1.2699512,2565
1.4199715,2566
1.8926113,2567
1.8606503,2568
1.8743984,2569
1.7861116,2570
1.7495606,2571
1.6709306,2572
1.7125138,2573
1.7836019,2574
1.8662086,2575
1.8097767,2576
1.7680931,2577
1.8735349,2578
1.9003135,2579
1.7557898,2580
1.799404,2581
1.8467578,2582
1.9538815,2583
1.8092341,2584
1.6428304,2585
1.6848073,2586
1.6525837,2587
1.9203995,2588
1.9378138,2589
1.8395317,2590
1.8587376,2591
1.9136903,2592
1.9582438,2593
1.8754194,2594
1.8413554,2595
1.8828868,2596
1.9679726,2597
1.9304552,2598
1.9343518,2599
2.0512512,2600
1.9924822,2601
2.0991824,2602
2.0522785,2603
1.934483,2604
1.9515524,2605
2.0972373,2606
2.0298307,2607
1.7721562,2608
1.6388127,2609
1.5937376,2610
1.708949,2611
1.7078631,2612
1.6992388,2613
1.6964251,2614
1.5156412,2615
1.7421048,2616
1.7975358,2617
1.7375348,2618
1.6294322,2619
1.3273779,2620
1.2282095,2621
1.2074245,2622
1.8088199,2623
1.8483523,2624
1.9439884,2625
1.8727862,2626
1.9565873,2627
1.8788252,2628
1.9097763,2629
1.9028164,2630
1.8945712,2631
1.9206909,2632
1.8882122,2633
1.8977362,2634
1.8791014,2635
1.8008914,2636
1.6800992,2637
1.7288363,2638
1.6641155,2639
1.6805917,2640
1.822255,2641
1.7518852,2642
1.7482338,2643
1.711764,2644
1.7931412,2645
1.7240245,2646
1.6462822,2647
1.6960205,2648
2.0300145,2649
1.9479017,2650
1.971242,2651
1.9157296,2652
1.9506565,2653
1.9374232,2654
1.9464608,2655
1.9772291,2656
2.052324,2657
1.9350138,2658
1.8401157,2659
1.7978039,2660
1.9248714,2661
1.8902202,2662
1.9058608,2663
1.8981354,2664
1.7662317,2665
1.8352745,2666
1.8790685,2667
1.8945122,2668
1.8276904,2669
1.8613955,2670
1.825785,2671
1.7413557,2672
1.7330452,2673
1.7708652,2674
1.9804966,2675
2.04481,2676
1.903988,2677
1.8287473,2678
1.7426885,2679
1.7691382,2680
1.7642734,2681
1.9132429,2682
1.9065733,2683
1.8952087,2684
2.0107164,2685
1.9727288,2686
1.9464893,2687
2.0193715,2688
1.9934254,2689
2.0125568,2690
1.9614458,2691
1.9512793,2692
1.8466238,2693
1.9976666,2694
1.7501597,2695
1.7460817,2696
1.8768115,2697
1.9292775,2698
1.8727539,2699
1.9250852,2700
1.916962,2701
1.9652519,2702
1.9439577,2703
1.9380974,2704
1.8833588,2705
1.7752681,2706
1.827226,2707
1.6823677,2708
1.7995957,2709
1.7663014,2710
1.7490139,2711
1.7817346,2712
1.8090894,2713
1.8610986,2714
1.8884667,2715
1.9175253,2716
1.7937535,2717
1.7161465,2718
1.693173,2719
1.6837672,2720
1.6920295,2721
1.7690203,2722
1.7481327,2723
1.6602942,2724
1.8139898,2725
1.6889063,2726
1.6704328,2727
1.7516845,2728
1.6505303,2729
1.5861344,2730
1.9176639,2731
1.9371644,2732
1.935774,2733
1.9575623,2734
2.033775,2735
2.1016438,2736
2.073994,2737
2.072317,2738
2.1298726,2739
2.142837,2740
2.1167502,2741
2.268058,2742
1.9404234,2743
1.8520992,2744
1.8187174,2745
1.9397671,2746
1.8704939,2747
1.9254159,2748
1.9252405,2749
1.8577268,2750
1.8966073,2751
1.9663337,2752
1.9970261,2753
2.0677118,2754
1.9936517,2755
1.7145948,2756
1.7199017,2757
1.824034,2758
1.9211978,2759
1.9375373,2760
1.9909256,2761
2.0179417,2762
2.0547812,2763
2.1793132,2764
2.0481215,2765
1.8765985,2766
1.8083204,2767
1.7282166,2768
1.7352214,2769
1.7828782,2770
1.8810389,2771
1.81719,2772
1.8509026,2773
1.9200937,2774
2.1042209,2775
2.0885296,2776
2.026323,2777
2.0121713,2778
2.0032046,2779
1.9681082,2780
1.8525984,2781
1.7745392,2782
1.6543437,2783
1.676465,2784
1.8060818,2785
1.847656,2786
2.0825052,2787
1.9289021,2788
1.8411695,2789
1.9532279,2790
1.9581919,2791
1.9006127,2792
1.9859756,2793
1.8283577,2794
2.0086696,2795
2.0251293,2796
1.8618659,2797
1.993381,2798
2.0326705,2799
2.009968,2800
1.9529063,2801
1.9890108,2802
2.038495,2803
2.0228722,2804
2.0106237,2805
1.9788193,2806
2.0834403,2807
1.9749043,2808
1.9574778,2809
2.0099072,2810
1.98694,2811
2.0541077,2812
2.0662944,2813
1.9402344,2814
1.9352424,2815
1.9337095,2816
2.0174708,2817
2.007935,2818
1.9213628,2819
1.9056077,2820
1.9173939,2821
1.7464975,2822
1.7655683,2823
1.7928329,2824
1.8283266,2825
1.8310024,2826
1.9286406,2827
1.9471667,2828
1.7252123,2829
1.7656488,2830
1.8036566,2831
1.7910391,2832
1.8057096,2833
1.7413882,2834
1.8463521,2835
1.5560722,2836
1.5781813,2837
1.707892,2838
1.7514437,2839
1.7350655,2840
2.0421617,2841
2.0563781,2842
2.0321884,2843
2.0315459,2844
1.9976707,2845
1.9600903,2846
2.0180714,2847
2.1536427,2848
2.055571,2849
1.9891726,2850
1.8136054,2851
1.8994998,2852
1.8773785,2853
1.8460153,2854
1.8478645,2855
1.7421651,2856
1.5996844,2857
1.7225472,2858
1.7027223,2859
1.7879919,2860
1.7047304,2861
1.8792156,2862
1.6886907,2863
1.604678,2864
1.6164387,2865
1.6915426,2866
1.6049249,2867
1.661035,2868
1.9344887,2869
1.8534333,2870
1.8920925,2871
1.9004154,2872
1.9241661,2873
1.8084147,2874
2.04344,2875
1.988434,2876
2.0149648,2877
2.0998595,2878
1.9587314,2879
1.8228629,2880
1.9185019,2881
1.9114386,2882
1.7501297,2883
1.8696923,2884
1.8785061,2885
1.8003494,2886
1.7952462,2887
1.8673652,2888
1.9256842,2889
1.8588604,2890
1.7093725,2891
1.6825411,2892
1.7145157,2893
1.673168,2894
1.6003679,2895
2.0387697,2896
2.0105624,2897
1.949933,2898
1.8662785,2899
1.8939182,2900
1.8763387,2901
1.9399732,2902
1.8872546,2903
1.9242378,2904
1.9118205,2905
1.8666486,2906
1.8955872,2907
1.9490561,2908
1.8385494,2909
1.8938836,2910
2.016265,2911
1.8543006,2912
1.9296713,2913
1.9363414,2914
1.915113,2915
1.9332463,2916
1.9473416,2917
1.9661345,2918
1.9032493,2919
1.9255022,2920
1.8809322,2921
1.8575478,2922
1.6468023,2923
1.7431574,2924
1.6979296,2925
1.8141878,2926
1.6888717,2927
1.6941866,2928
1.666837,2929
1.7318633,2930
1.73471,2931
1.8494271,2932
1.7178301,2933
1.7883712,2934
1.7794143,2935
1.7715958,2936
2.0615985,2937
1.9635637,2938
1.9140502,2939
1.896044,2940
1.8282747,2941
1.8676556,2942
1.8762347,2943
1.7635026,2944
1.8280518,2945
1.8327063,2946
1.9323844,2947
2.0272534,2948
1.8437123,2949
1.7495928,2950
1.9123787,2951
2.0335624,2952
2.0233889,2953
2.0374582,2954
1.9291158,2955
1.9486642,2956
1.8324747,2957
1.8075114,2958
1.7174715,2959
1.7829083,2960
1.8100294,2961
1.8309834,2962
1.8553795,2963
1.9217985,2964
2.0319345,2965
1.964783,2966
1.9135033,2967
1.9518261,2968
1.8949469,2969
1.96988,2970
1.9282907,2971
1.9997962,2972
1.8071243,2973
1.7011058,2974
1.7128181,2975
1.646788,2976
1.6685754,2977
1.6629369,2978
1.752433,2979
1.9631281,2980
1.9479973,2981
1.9389447,2982
2.029971,2983
1.995925,2984
1.8930722,2985
1.9428223,2986
1.9992852,2987
2.0398672,2988
2.037031,2989
2.0037289,2990
1.8247033,2991
1.8278983,2992
1.8263637,2993
1.8134049,2994
1.8488207,2995
1.855567,2996
1.9223272,2997
1.8672268,2998
1.8467168,2999
1.8632586,3000
1.7915208,3001
1.7620971,3002
1.7104572,3003
1.7351874,3004
1.7522675,3005
1.7715033,3006
1.6095355,3007
1.8723264,3008
1.7839264,3009
1.9091564,3010
1.7762796,3011
1.8061078,3012
1.9014664,3013
1.7727863,3014
1.9746481,3015
1.9431282,3016
1.9089519,3017
1.9380275,3018
1.9673332,3019
1.9116348,3020
1.7642157,3021
1.5533911,3022
1.6132383,3023
1.6362743,3024
1.6545768,3025
1.6359147,3026
1.7008483,3027
1.7413505,3028
1.688102,3029
1.6882623,3030
1.7580307,3031
1.7293392,3032
2.024687,3033
2.130463,3034
2.1142788,3035
2.0721123,3036
2.0758889,3037
1.9900353,3038
1.9347597,3039
1.9508072,3040
1.9378973,3041
1.8907012,3042
1.7240288,3043
1.8647257,3044
1.7686939,3045
1.6119134,3046
1.746847,3047
1.7353449,3048
1.893826,3049
1.896705,3050
1.8880738,3051
1.9331491,3052
1.873587,3053
1.8825563,3054
1.8991367,3055
1.7504699,3056
1.7892163,3057
1.7167257,3058
1.6959329,3059
1.9696081,3060
1.9386942,3061
1.981143,3062
1.808275,3063
1.7218679,3064
1.825504,3065
1.7817044,3066
1.6655513,3067
1.8378272,3068
1.8927002,3069
1.8369089,3070
1.8526993,3071
1.8603753,3072
1.8900285,3073
2.0293152,3074
1.8842951,3075
1.7831187,3076
1.7528106,3077
1.7221483,3078
1.7318852,3079
1.683548,3080
1.6530807,3081
1.9239492,3082
1.9273722,3083
1.9364582,3084
1.9611322,3085
1.9604479,3086
1.9430481,3087
2.0600681,3088
2.0161843,3089
2.0010664,3090
1.9734051,3091
1.961421,3092
2.0124252,3093
1.9513675,3094
1.7817011,3095
1.4552137,3096
1.3220446,3097
1.3120815,3098
1.2906954,3099
1.3667264,3100
1.367591,3101
1.9318517,3102
1.9180793,3103
1.9477402,3104
1.8348662,3105
1.8584058,3106
1.9001515,3107
1.8526103,3108
1.8087306,3109
1.7558146,3110
1.6913587,3111
1.6443137,3112
1.593264,3113
1.7129015,3114
1.69999,3115
1.8219086,3116
1.875729,3117
1.7956009,3118
1.7537357,3119
1.7678736,3120
1.6626204,3121
1.789143,3122
1.7353228,3123
1.8162042,3124
1.6855638,3125
1.8085881,3126
1.8176862,3127
1.9115115,3128
1.9084932,3129
1.8441147,3130
1.7824306,3131
1.6947829,3132
1.6573455,3133
1.5941035,3134
1.6083843,3135
1.6166381,3136
1.589171,3137
1.6631188,3138
1.5843455,3139
1.5274816,3140
1.6021023,3141
1.6835718,3142
1.7487377,3143
1.725475,3144
1.6470298,3145
1.5996852,3146
1.5103831,3147
1.515848,3148
1.5665832,3149
1.7494239,3150
1.830577,3151
1.880077,3152
1.825002,3153
1.8095294,3154
1.7993451,3155
1.8864096,3156
1.8691041,3157
1.583158,3158
1.5072533,3159
1.3590031,3160
1.3049903,3161
1.421228,3162
1.4031806,3163
1.5976607,3164
1.6035849,3165
1.4606589,3166
1.3990707,3167
1.4391669,3168
1.2768621,3169
1.2170591,3170
1.8362299,3171
1.8343122,3172
1.7672064,3173
1.8638682,3174
1.9865863,3175
2.049205,3176
2.0332696,3177
1.9455779,3178
1.7269411,3179
1.7043487,3180
1.5811465,3181
1.4562776,3182
1.4795377,3183
1.5887889,3184
1.6670884,3185
1.9332665,3186
1.8963795,3187
1.804046,3188
1.9904743,3189
1.9891719,3190
1.7275903,3191
1.7676704,3192
1.6378131,3193
1.5266765,3194
1.5949805,3195
1.634178,3196
1.6110175,3197
1.9069884,3198
2.0911105,3199
2.0522256,3200
2.0892866,3201
2.2336507,3202
2.3031487,3203
2.344794,3204
2.1276164,3205
1.7539986,3206
1.4958885,3207
1.4841193,3208
1.5908942,3209
1.5770433,3210
1.4411936,3211
1.4477777,3212
1.9431514,3213
2.021403,3214
1.9798439,3215
2.3727334,3216
2.4313226,3217
2.3832865,3218
2.0459661,3219
1.7904725,3220
1.7397128,3221
