@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral slope' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
-4.0921645E-6,1142
-2.9960995E-6,1143
-3.5000244E-6,1144
-6.0212274E-6,1145
-5.7882653E-6,1146
-4.881939E-6,1147
-2.494001E-6,1148
-1.2521489E-6,1149
-5.9349095E-6,1150
-7.5611974E-6,1151
-6.430908E-6,1152
-4.8387756E-6,1153
-5.908514E-6,1154
-4.446213E-6,1155
-2.8671764E-6,1156
-3.2045095E-6,1157
-6.1567303E-6,1158
-4.848302E-6,1159
-3.3324684E-6,1160
-2.8657767E-6,1161
-1.9770027E-6,1162
-1.6268717E-6,1163
-3.8899498E-6,1164
-6.2630625E-6,1165
-5.9766526E-6,1166
-5.394929E-6,1167
-4.7038775E-6,1168
-4.8131737E-6,1169
-4.3136297E-6,1170
-4.661437E-6,1171
-5.6768613E-6,1172
-5.170817E-6,1173
-4.827726E-6,1174
-2.1780052E-6,1175
-2.3684595E-7,1176
-4.403286E-7,1177
-6.0624334E-6,1178
-5.889495E-6,1179
-5.3801646E-6,1180
-4.1842536E-6,1181
-3.0003748E-6,1182
-2.3557789E-6,1183
-2.980105E-6,1184
-6.2389504E-6,1185
-5.3624485E-6,1186
-5.1512916E-6,1187
-4.4162534E-6,1188
-4.789894E-6,1189
-3.6409704E-6,1190
-4.759825E-6,1191
-6.6407993E-6,1192
-6.678925E-6,1193
-5.2804753E-6,1194
-6.2875533E-6,1195
-5.8896867E-6,1196
-5.0967874E-6,1197
-5.5463875E-6,1198
-4.8140946E-6,1199
-6.086194E-6,1200
-6.3647767E-6,1201
-6.1675214E-6,1202
-4.0347936E-6,1203
-4.7312633E-6,1204
-4.555986E-6,1205
-8.403754E-6,1206
-6.120499E-6,1207
-3.8443613E-6,1208
-3.1530778E-6,1209
-2.557377E-6,1210
-2.0831108E-6,1211
-2.9890211E-6,1212
-3.4618777E-6,1213
-3.4803525E-6,1214
-4.4822405E-6,1215
-5.4814714E-6,1216
-4.367951E-6,1217
-3.3676615E-6,1218
-3.8650733E-6,1219
-5.5903192E-6,1220
-4.9197943E-6,1221
-4.895699E-6,1222
-4.880186E-6,1223
-5.6124045E-6,1224
-4.4621706E-6,1225
-6.1815676E-6,1226
-7.2537277E-6,1227
-6.947006E-6,1228
-5.9585695E-6,1229
-5.884177E-6,1230
-2.8572233E-6,1231
-1.3574048E-6,1232
-7.3317433E-6,1233
-6.4589863E-6,1234
-6.1387473E-6,1235
-4.148303E-6,1236
-4.330129E-6,1237
-2.2877798E-6,1238
-2.7151705E-6,1239
-4.349467E-6,1240
-5.4380566E-6,1241
-6.414062E-6,1242
-4.7550966E-6,1243
-1.0305216E-6,1244
-1.0715673E-6,1245
-2.2018794E-6,1246
-5.927668E-6,1247
-5.20971E-6,1248
-6.2650843E-6,1249
-5.0924973E-6,1250
-5.031277E-6,1251
-5.512538E-6,1252
-4.5074194E-6,1253
-4.4132685E-6,1254
-4.266051E-6,1255
-5.2393316E-6,1256
-5.55597E-6,1257
-6.093757E-6,1258
-5.852374E-6,1259
-4.758305E-6,1260
-7.1119675E-6,1261
-5.5442456E-6,1262
-4.4543726E-6,1263
-5.152529E-6,1264
-4.747643E-6,1265
-5.1819643E-6,1266
-5.108461E-6,1267
-5.0105746E-6,1268
-5.0187746E-6,1269
-4.839099E-6,1270
-4.6992154E-6,1271
-4.6489904E-6,1272
-5.3466783E-6,1273
-5.46246E-6,1274
-6.753103E-6,1275
-7.5787107E-6,1276
-5.1549064E-6,1277
-5.4964426E-6,1278
-6.0915845E-6,1279
-5.447607E-6,1280
-4.554095E-6,1281
-5.3162835E-6,1282
-4.9286496E-6,1283
-4.8317725E-6,1284
-3.07846E-6,1285
-3.7280531E-6,1286
-4.1560284E-6,1287
-6.0897523E-6,1288
-6.255315E-6,1289
-5.485869E-6,1290
-4.830982E-6,1291
-3.7339737E-6,1292
-3.711435E-6,1293
-2.9827797E-6,1294
-3.5990522E-6,1295
-5.9837275E-6,1296
-5.4624343E-6,1297
-5.3072386E-6,1298
-3.8546377E-6,1299
-3.70098E-6,1300
-4.325655E-6,1301
-5.25769E-6,1302
-5.8652854E-6,1303
-4.7245335E-6,1304
-5.4490665E-6,1305
-5.257608E-6,1306
-6.183552E-6,1307
-4.6767464E-6,1308
-4.986636E-6,1309
-5.7199827E-6,1310
-4.9523132E-6,1311
-5.363647E-6,1312
-6.2657105E-6,1313
-5.7009493E-6,1314
-5.699231E-6,1315
-5.6303293E-6,1316
-5.7737584E-6,1317
-4.656494E-6,1318
-5.843183E-6,1319
-5.4303487E-6,1320
-4.4398666E-6,1321
-4.5833E-6,1322
-4.462596E-6,1323
-4.919882E-6,1324
-4.8882816E-6,1325
-5.117471E-6,1326
-5.0051854E-6,1327
-4.6451937E-6,1328
-5.743569E-6,1329
-5.327159E-6,1330
-5.9381678E-6,1331
-6.070309E-6,1332
-4.4367594E-6,1333
-5.325316E-6,1334
-4.8773345E-6,1335
-5.215466E-6,1336
-7.2515804E-6,1337
-6.029271E-6,1338
-4.8852935E-6,1339
-4.4025555E-6,1340
-4.8527186E-6,1341
-4.6762507E-6,1342
-6.723654E-6,1343
-5.3555077E-6,1344
-5.221276E-6,1345
-4.4712906E-6,1346
-4.9332175E-6,1347
-5.202979E-6,1348
-5.3523186E-6,1349
-5.2788305E-6,1350
-4.3205764E-6,1351
-4.7683893E-6,1352
-4.597258E-6,1353
-5.261856E-6,1354
-4.7366834E-6,1355
-5.050349E-6,1356
-5.566678E-6,1357
-5.36339E-6,1358
-4.0942173E-6,1359
-4.4294416E-6,1360
-3.4651105E-6,1361
-3.4328093E-6,1362
-3.8026942E-6,1363
-5.225043E-6,1364
-5.0907415E-6,1365
-3.9016895E-6,1366
-3.9961296E-6,1367
-3.6383926E-6,1368
-3.1060042E-6,1369
-3.8056783E-6,1370
-5.583461E-6,1371
-4.513913E-6,1372
-3.958954E-6,1373
-3.7008858E-6,1374
-2.5974211E-6,1375
-2.5222876E-6,1376
-3.0767055E-6,1377
-4.158647E-6,1378
-2.781088E-6,1379
-3.1962586E-6,1380
-3.3975355E-6,1381
-2.9099351E-6,1382
-2.987265E-6,1383
-3.2854743E-6,1384
-4.1629764E-6,1385
-4.279769E-6,1386
-4.0451955E-6,1387
-2.8633315E-6,1388
-3.4165257E-6,1389
-3.56512E-6,1390
-4.2387646E-6,1391
-4.8882043E-6,1392
-3.74487E-6,1393
-4.594798E-6,1394
-3.876739E-6,1395
-3.2322353E-6,1396
-4.3803116E-6,1397
-5.512486E-6,1398
-4.475824E-6,1399
-3.41066E-6,1400
-4.105408E-6,1401
-3.8371054E-6,1402
-3.1553527E-6,1403
-4.3194786E-6,1404
-3.3020035E-6,1405
-3.4123007E-6,1406
-3.5640016E-6,1407
-3.5159571E-6,1408
-3.4798657E-6,1409
-3.702738E-6,1410
-3.2748899E-6,1411
-5.21576E-6,1412
-4.659609E-6,1413
-3.8867715E-6,1414
-3.0254212E-6,1415
-3.1403833E-6,1416
-3.863548E-6,1417
-4.111983E-6,1418
-4.1176127E-6,1419
-4.3700256E-6,1420
-3.7939747E-6,1421
-3.5751357E-6,1422
-3.7183277E-6,1423
-3.6932781E-6,1424
-3.64319E-6,1425
-5.2538853E-6,1426
-4.884009E-6,1427
-3.927042E-6,1428
-2.8987438E-6,1429
-3.3653748E-6,1430
-2.9442897E-6,1431
-3.9706974E-6,1432
-3.6828944E-6,1433
-3.2459332E-6,1434
-3.5257292E-6,1435
-3.5661933E-6,1436
-3.8478415E-6,1437
-5.4326265E-6,1438
-5.5443506E-6,1439
-5.700866E-6,1440
-5.2968303E-6,1441
-5.9860163E-6,1442
-5.343352E-6,1443
-5.6761696E-6,1444
-4.6976606E-6,1445
-5.6560984E-6,1446
-5.2401383E-6,1447
-4.4399326E-6,1448
-4.0001455E-6,1449
-3.6692895E-6,1450
-3.9071497E-6,1451
-3.904891E-6,1452
-6.9035978E-6,1453
-5.4828047E-6,1454
-6.0380144E-6,1455
-5.4053635E-6,1456
-5.507436E-6,1457
-4.24776E-6,1458
-4.520032E-6,1459
-6.2550826E-6,1460
-4.1360336E-6,1461
-5.502992E-6,1462
-4.891469E-6,1463
-4.0889486E-6,1464
-4.910833E-6,1465
-4.641294E-6,1466
-7.1335216E-6,1467
-5.3114927E-6,1468
-5.628357E-6,1469
-3.6198192E-6,1470
-3.6817191E-6,1471
-3.2358394E-6,1472
-3.0699664E-6,1473
-3.0452059E-6,1474
-3.2498515E-6,1475
-3.03759E-6,1476
-2.892307E-6,1477
-3.7427942E-6,1478
-2.9803778E-6,1479
-2.5732215E-6,1480
-6.2832414E-6,1481
-5.137623E-6,1482
-3.314271E-6,1483
-3.5177102E-6,1484
-2.6963571E-6,1485
-3.633309E-6,1486
-3.503929E-6,1487
-4.7526964E-6,1488
-5.292174E-6,1489
-5.3356343E-6,1490
-5.294175E-6,1491
-4.0511754E-6,1492
-4.7882377E-6,1493
-4.498068E-6,1494
-4.7363897E-6,1495
-3.6908523E-6,1496
-3.2636044E-6,1497
-2.9587716E-6,1498
-3.927138E-6,1499
-3.823189E-6,1500
-4.201179E-6,1501
-4.8197962E-6,1502
-4.9432265E-6,1503
-4.695598E-6,1504
-5.141737E-6,1505
-3.2972944E-6,1506
-2.0793548E-6,1507
-6.9753537E-6,1508
-4.2023594E-6,1509
-4.1022836E-6,1510
-3.7971242E-6,1511
-4.3108926E-6,1512
-4.2788784E-6,1513
-3.1505253E-6,1514
-5.5603145E-6,1515
-5.5285454E-6,1516
-4.554097E-6,1517
-3.7486614E-6,1518
-4.2354072E-6,1519
-3.895406E-6,1520
-3.6260747E-6,1521
-5.375715E-6,1522
-5.361452E-6,1523
-6.201878E-6,1524
-5.198189E-6,1525
-4.860904E-6,1526
-4.953749E-6,1527
-4.6699815E-6,1528
-6.521179E-6,1529
-5.9423573E-6,1530
-5.3579765E-6,1531
-3.4503048E-6,1532
-3.5900744E-6,1533
-4.0214854E-6,1534
-5.4074876E-6,1535
-6.2114077E-6,1536
-4.4496956E-6,1537
-3.5459814E-6,1538
-2.6356458E-6,1539
-2.2490726E-6,1540
-4.096247E-6,1541
-4.1921476E-6,1542
-6.4969026E-6,1543
-4.4440712E-6,1544
-4.8475704E-6,1545
-5.1332754E-6,1546
-3.050237E-6,1547
-3.547309E-6,1548
-5.8049086E-6,1549
-5.6751924E-6,1550
-5.539557E-6,1551
-5.9444874E-6,1552
-2.5734862E-6,1553
-3.3740803E-6,1554
-3.2210141E-6,1555
-4.9616074E-6,1556
-5.536467E-6,1557
-5.341059E-6,1558
-5.482012E-6,1559
-4.5067723E-6,1560
-4.1215458E-6,1561
-3.2750659E-6,1562
-7.645574E-6,1563
-6.0820253E-6,1564
-5.000396E-6,1565
-3.6781662E-6,1566
-2.5680977E-6,1567
-4.659669E-6,1568
-5.028234E-6,1569
-6.6873536E-6,1570
-6.591433E-6,1571
-6.7057454E-6,1572
-5.049934E-6,1573
-3.978109E-6,1574
-1.7203611E-6,1575
-2.1312546E-6,1576
-7.242203E-6,1577
-5.65292E-6,1578
-5.5203623E-6,1579
-4.774264E-6,1580
-5.655778E-6,1581
-3.8324797E-6,1582
-5.317819E-6,1583
-5.959685E-6,1584
-5.3177973E-6,1585
-5.3174003E-6,1586
-4.080571E-6,1587
-2.3479204E-6,1588
-2.2004633E-6,1589
-3.5041055E-6,1590
-7.197717E-6,1591
-5.1064417E-6,1592
-4.057826E-6,1593
-4.083108E-6,1594
-3.9340725E-6,1595
-4.6915225E-6,1596
-6.3354073E-6,1597
-4.5987636E-6,1598
-5.5468763E-6,1599
-5.7279576E-6,1600
-3.6284885E-6,1601
-3.2023042E-6,1602
-3.779686E-6,1603
-7.047408E-6,1604
-5.4817474E-6,1605
-5.3546214E-6,1606
-5.1880647E-6,1607
-5.2343307E-6,1608
-5.7377115E-6,1609
-5.5522028E-6,1610
-6.334645E-6,1611
-6.323184E-6,1612
-6.0284237E-6,1613
-5.4036645E-6,1614
-4.7304748E-6,1615
-4.8808893E-6,1616
-3.3097353E-6,1617
-7.962175E-6,1618
-6.2552313E-6,1619
-4.165997E-6,1620
-4.7757403E-6,1621
-3.27127E-6,1622
-2.8339264E-6,1623
-3.0172735E-6,1624
-4.158521E-6,1625
-5.342153E-6,1626
-4.4672825E-6,1627
-5.137763E-6,1628
-4.490496E-6,1629
-5.025909E-6,1630
-4.668543E-6,1631
-4.713882E-6,1632
-7.1177255E-6,1633
-5.305969E-6,1634
-5.042376E-6,1635
-4.9701143E-6,1636
-4.929431E-6,1637
-4.428961E-6,1638
-6.1326677E-6,1639
-5.782573E-6,1640
-3.9425754E-6,1641
-4.8028014E-6,1642
-3.981694E-6,1643
-4.2384163E-6,1644
-4.183512E-6,1645
-6.250803E-6,1646
-5.1048496E-6,1647
-3.764904E-6,1648
-2.4951637E-6,1649
-2.8605184E-6,1650
-2.2964114E-6,1651
-5.02242E-6,1652
-4.9042987E-6,1653
-4.3389373E-6,1654
-3.2674006E-6,1655
-2.9383293E-6,1656
-2.4206788E-6,1657
-2.1251078E-6,1658
-3.4896036E-6,1659
-3.695455E-6,1660
-4.0845216E-6,1661
-4.7388867E-6,1662
-5.6959116E-6,1663
-3.0798135E-6,1664
-2.7104186E-6,1665
-7.1166814E-6,1666
-7.58832E-6,1667
-5.0598806E-6,1668
-4.5882916E-6,1669
-5.881956E-6,1670
-5.006251E-6,1671
-7.044206E-6,1672
-7.245958E-6,1673
-6.100124E-6,1674
-5.4090924E-6,1675
-3.980847E-6,1676
-3.6025049E-6,1677
-3.6705944E-6,1678
-4.0556456E-6,1679
-5.9215126E-6,1680
-5.7876136E-6,1681
-6.0024877E-6,1682
-5.839455E-6,1683
-3.925341E-6,1684
-4.165933E-6,1685
-5.900672E-6,1686
-6.4546966E-6,1687
-5.9583426E-6,1688
-5.416176E-6,1689
-4.743081E-6,1690
-4.3951736E-6,1691
-4.220272E-6,1692
-4.2054626E-6,1693
-4.621474E-6,1694
-3.942019E-6,1695
-4.2198417E-6,1696
-4.7558087E-6,1697
-5.0424496E-6,1698
-4.6805217E-6,1699
-5.1169777E-6,1700
-6.477219E-6,1701
-5.8442643E-6,1702
-4.618311E-6,1703
-5.7710886E-6,1704
-4.1691915E-6,1705
-5.050332E-6,1706
-4.7243193E-6,1707
-4.899759E-6,1708
-5.7230736E-6,1709
-5.22786E-6,1710
-5.382563E-6,1711
-4.5729516E-6,1712
-5.0484014E-6,1713
-4.7296253E-6,1714
-4.9269865E-6,1715
-5.193655E-6,1716
-5.573397E-6,1717
-5.0366375E-6,1718
-5.3146623E-6,1719
-5.5979604E-6,1720
-4.9705313E-6,1721
-5.9202976E-6,1722
-5.8394935E-6,1723
-6.159822E-6,1724
-3.876686E-6,1725
-3.891787E-6,1726
-5.920239E-6,1727
-7.4790028E-6,1728
-5.72979E-6,1729
-5.6343392E-6,1730
-4.7753697E-6,1731
-4.2734023E-6,1732
-5.0819144E-6,1733
-5.6059234E-6,1734
-4.8774095E-6,1735
-5.8973665E-6,1736
-4.8177253E-6,1737
-4.3217133E-6,1738
-5.8776427E-6,1739
-6.3203506E-6,1740
-5.5267947E-6,1741
-5.2501737E-6,1742
-5.7803345E-6,1743
-4.7898707E-6,1744
-4.8899014E-6,1745
-5.2944238E-6,1746
-4.8859056E-6,1747
-5.141604E-6,1748
-4.97114E-6,1749
-5.4126385E-6,1750
-4.8885177E-6,1751
-5.3933304E-6,1752
-5.137639E-6,1753
-4.7500926E-6,1754
-5.474537E-6,1755
-6.4757173E-6,1756
-5.515075E-6,1757
-5.074302E-6,1758
-4.5094243E-6,1759
-4.4195044E-6,1760
-4.0577625E-6,1761
-5.3522167E-6,1762
-5.7050415E-6,1763
-5.1631614E-6,1764
-5.310317E-6,1765
-5.528709E-6,1766
-5.7698426E-6,1767
-5.9106133E-6,1768
-6.1143537E-6,1769
-5.6738763E-6,1770
-5.9452614E-6,1771
-5.919762E-6,1772
-4.773693E-6,1773
-5.318458E-6,1774
-5.0964845E-6,1775
-5.254605E-6,1776
-6.4549035E-6,1777
-5.394852E-6,1778
-5.125929E-6,1779
-4.853614E-6,1780
-4.49745E-6,1781
-4.7673625E-6,1782
-5.97084E-6,1783
-5.5567916E-6,1784
-3.7489453E-6,1785
-4.352986E-6,1786
-4.249047E-6,1787
-3.8271596E-6,1788
-3.4569985E-6,1789
-4.44307E-6,1790
-3.622373E-6,1791
-4.993285E-6,1792
-4.417317E-6,1793
-3.83811E-6,1794
-3.6798654E-6,1795
-3.3861181E-6,1796
-5.3667213E-6,1797
-4.840907E-6,1798
-3.82333E-6,1799
-3.4459933E-6,1800
-3.5344892E-6,1801
-4.2960332E-6,1802
-3.2381943E-6,1803
-4.6268037E-6,1804
-5.0243193E-6,1805
-4.3591353E-6,1806
-3.5396115E-6,1807
-4.2239553E-6,1808
-4.0043847E-6,1809
-4.724111E-6,1810
-6.408917E-6,1811
-4.337267E-6,1812
-4.437764E-6,1813
-3.792167E-6,1814
-3.6289819E-6,1815
-3.5913565E-6,1816
-3.206789E-6,1817
-3.3608424E-6,1818
-2.5789454E-6,1819
-3.284365E-6,1820
-2.8911834E-6,1821
-3.3902634E-6,1822
-3.5884898E-6,1823
-4.5419174E-6,1824
-4.5292195E-6,1825
-3.7525108E-6,1826
-4.061883E-6,1827
-3.9593697E-6,1828
-3.4144205E-6,1829
-3.820433E-6,1830
-3.894127E-6,1831
-5.741275E-6,1832
-4.5724755E-6,1833
-4.9312353E-6,1834
-3.7666862E-6,1835
-4.1627904E-6,1836
-4.3025E-6,1837
-6.7877204E-6,1838
-4.380248E-6,1839
-4.0126442E-6,1840
-4.0560926E-6,1841
-4.6066934E-6,1842
-3.8222197E-6,1843
-4.904075E-6,1844
-6.241409E-6,1845
-5.567184E-6,1846
-4.602895E-6,1847
-4.9368214E-6,1848
-5.174243E-6,1849
-4.9357877E-6,1850
-6.1396663E-6,1851
-5.857713E-6,1852
-6.0601897E-6,1853
-4.150338E-6,1854
-5.348648E-6,1855
-4.862621E-6,1856
-5.029215E-6,1857
-4.9754035E-6,1858
-5.1378233E-6,1859
-5.8882206E-6,1860
-5.4695033E-6,1861
-4.14638E-6,1862
-4.3429964E-6,1863
-5.141943E-6,1864
-4.72866E-6,1865
-5.864674E-6,1866
-4.954305E-6,1867
-3.8654066E-6,1868
-4.194077E-6,1869
-5.2678115E-6,1870
-4.3888404E-6,1871
-5.3930703E-6,1872
-4.9622163E-6,1873
-4.48024E-6,1874
-4.950934E-6,1875
-3.7235807E-6,1876
-3.2790597E-6,1877
-3.4839068E-6,1878
-4.0805016E-6,1879
-5.66348E-6,1880
-5.4327234E-6,1881
-4.390577E-6,1882
-4.131598E-6,1883
-4.1765006E-6,1884
-3.818157E-6,1885
-5.1608167E-6,1886
-5.453859E-6,1887
-5.6217355E-6,1888
-6.044541E-6,1889
-6.7777714E-6,1890
-5.6532967E-6,1891
-5.0723015E-6,1892
-6.2356225E-6,1893
-6.2439417E-6,1894
-6.3931516E-6,1895
-5.950078E-6,1896
-5.2590326E-6,1897
-5.2902924E-6,1898
-3.8943263E-6,1899
-5.5537444E-6,1900
-4.8705692E-6,1901
-6.0204093E-6,1902
-5.6967074E-6,1903
-3.62396E-6,1904
-4.818558E-6,1905
-4.8768793E-6,1906
-5.6416534E-6,1907
-6.7616475E-6,1908
-5.714211E-6,1909
-4.5915376E-6,1910
-3.8152893E-6,1911
-5.1425827E-6,1912
-4.4336225E-6,1913
-4.4195813E-6,1914
-4.7245653E-6,1915
-5.3281556E-6,1916
-5.086781E-6,1917
-4.765835E-6,1918
-4.632826E-6,1919
-5.808154E-6,1920
-7.002533E-6,1921
-5.531537E-6,1922
-5.5541705E-6,1923
-5.6461017E-6,1924
-5.2682226E-6,1925
-5.505555E-6,1926
-5.044158E-6,1927
-5.526964E-6,1928
-5.748137E-6,1929
-4.9708187E-6,1930
-5.3236477E-6,1931
-4.3222494E-6,1932
-4.325154E-6,1933
-4.8411657E-6,1934
-3.5908195E-6,1935
-5.0302715E-6,1936
-2.957763E-6,1937
-2.5543657E-6,1938
-2.9418445E-6,1939
-4.0153736E-6,1940
-6.351634E-6,1941
-3.5720864E-6,1942
-2.5153784E-6,1943
-2.458428E-6,1944
-2.2965337E-6,1945
-2.3230818E-6,1946
-6.057076E-6,1947
-6.42374E-6,1948
-5.460718E-6,1949
-4.980082E-6,1950
-4.569079E-6,1951
-4.7871445E-6,1952
-4.385033E-6,1953
-4.8771008E-6,1954
-3.9934307E-6,1955
-4.1178246E-6,1956
-4.230326E-6,1957
-3.3627598E-6,1958
-3.4435086E-6,1959
-3.8010735E-6,1960
-5.2626187E-6,1961
-5.4429925E-6,1962
-5.62022E-6,1963
-4.1381345E-6,1964
-5.2041732E-6,1965
-4.3087903E-6,1966
-3.5525422E-6,1967
-6.7085984E-6,1968
-6.513267E-6,1969
-4.2637107E-6,1970
-2.1846145E-6,1971
-1.4775093E-6,1972
-1.5269983E-6,1973
-1.4140518E-6,1974
-5.3430813E-6,1975
-6.199018E-6,1976
-5.217928E-6,1977
-4.795701E-6,1978
-4.922868E-6,1979
-4.5776933E-6,1980
-4.064306E-6,1981
-6.527769E-6,1982
-4.2216066E-6,1983
-4.628717E-6,1984
-6.6671632E-6,1985
-6.0550656E-6,1986
-5.647642E-6,1987
-5.46255E-6,1988
-6.5572394E-6,1989
-6.9635576E-6,1990
-5.8248597E-6,1991
-2.5753602E-6,1992
-2.1250905E-6,1993
-2.277486E-6,1994
-2.028259E-6,1995
-3.4140078E-6,1996
-4.420577E-6,1997
-3.394882E-6,1998
-3.1621078E-6,1999
-3.265114E-6,2000
-3.8630055E-6,2001
-6.417767E-6,2002
-5.8045475E-6,2003
-4.076004E-6,2004
-4.7647327E-6,2005
-4.4992476E-6,2006
-3.1470854E-6,2007
-3.8759476E-6,2008
-5.332613E-6,2009
-5.395119E-6,2010
-4.5452557E-6,2011
-6.1134438E-6,2012
-5.264563E-6,2013
-6.331873E-6,2014
-4.3121886E-6,2015
-5.241524E-6,2016
-6.0573693E-6,2017
-6.280419E-6,2018
-4.6481628E-6,2019
-3.6322408E-6,2020
-3.4681884E-6,2021
-3.8058622E-6,2022
-5.0830904E-6,2023
-2.6613743E-6,2024
-1.2516541E-6,2025
-2.1415867E-6,2026
-2.5629233E-6,2027
-1.9456897E-6,2028
-5.599062E-6,2029
-8.020332E-6,2030
-5.754881E-6,2031
-4.394366E-6,2032
-3.224081E-6,2033
-3.267156E-6,2034
-3.5821088E-6,2035
-5.6991207E-6,2036
-6.8471686E-6,2037
-6.242298E-6,2038
-5.3113304E-6,2039
-5.788611E-6,2040
-4.8186366E-6,2041
-5.633452E-6,2042
-6.435006E-6,2043
-6.6638404E-6,2044
-6.5931904E-6,2045
-5.129153E-6,2046
-5.250875E-6,2047
-5.705379E-6,2048
-5.134366E-6,2049
-6.0860566E-6,2050
-6.349584E-6,2051
-6.090575E-6,2052
-5.8606524E-6,2053
-4.682846E-6,2054
-4.1940966E-6,2055
-4.143097E-6,2056
-7.8890425E-6,2057
-6.7369383E-6,2058
-6.6150396E-6,2059
-6.0050606E-6,2060
-4.6857235E-6,2061
-5.7561965E-6,2062
-4.448296E-6,2063
-5.744247E-6,2064
-5.792338E-6,2065
-5.5969135E-6,2066
-5.3002786E-6,2067
-5.0106646E-6,2068
-6.128653E-6,2069
-5.7989782E-6,2070
-6.1182322E-6,2071
-6.3780976E-6,2072
-5.9872687E-6,2073
-5.799892E-6,2074
-3.6417364E-6,2075
-4.3300547E-6,2076
-3.3458114E-6,2077
-4.2310626E-6,2078
-3.9271663E-6,2079
-3.6217136E-6,2080
-3.2600599E-6,2081
-2.84232E-6,2082
-3.862542E-6,2083
-5.1738903E-6,2084
-7.896734E-6,2085
-5.9676436E-6,2086
-5.0663753E-6,2087
-5.608311E-6,2088
-4.6136565E-6,2089
-5.3399394E-6,2090
-4.6356554E-6,2091
-6.9502057E-6,2092
-7.1356185E-6,2093
-6.010283E-6,2094
-4.1365606E-6,2095
-4.5417346E-6,2096
-4.499666E-6,2097
-4.645552E-6,2098
-4.608417E-6,2099
-5.327499E-6,2100
-4.6673445E-6,2101
-4.563706E-6,2102
-4.313099E-6,2103
-4.507509E-6,2104
-6.357518E-6,2105
-5.489263E-6,2106
-6.7029023E-6,2107
-5.4372517E-6,2108
-5.1628886E-6,2109
-5.525579E-6,2110
-6.192224E-6,2111
-5.8724618E-6,2112
-7.678099E-6,2113
-5.7026855E-6,2114
-5.076236E-6,2115
-5.147637E-6,2116
-4.3238297E-6,2117
-4.694901E-6,2118
-4.8847646E-6,2119
-5.193368E-6,2120
-4.796747E-6,2121
-3.7139534E-6,2122
-5.092427E-6,2123
-3.183901E-6,2124
-5.894102E-6,2125
-6.543297E-6,2126
-7.389549E-6,2127
-6.796002E-6,2128
-6.3785633E-6,2129
-4.9509563E-6,2130
-4.6806085E-6,2131
-5.037343E-6,2132
-5.0364665E-6,2133
-5.304382E-6,2134
-5.1146494E-6,2135
-5.6317294E-6,2136
-6.1804703E-6,2137
-4.969239E-6,2138
-4.768618E-6,2139
-5.1280376E-6,2140
-6.161033E-6,2141
-5.5833148E-6,2142
-4.511448E-6,2143
-4.670357E-6,2144
-4.8968104E-6,2145
-5.2209434E-6,2146
-4.6519385E-6,2147
-5.4643483E-6,2148
-5.6225913E-6,2149
-5.0025787E-6,2150
-3.7826908E-6,2151
-3.1472755E-6,2152
-4.4591948E-6,2153
-4.905915E-6,2154
-4.311529E-6,2155
-4.560908E-6,2156
-3.3104245E-6,2157
-3.5865112E-6,2158
-4.1871313E-6,2159
-5.067561E-6,2160
-5.931507E-6,2161
-6.3456787E-6,2162
-4.594712E-6,2163
-3.2471817E-6,2164
-3.3115953E-6,2165
-1.8027422E-6,2166
-5.2048767E-6,2167
-7.89913E-6,2168
-6.447773E-6,2169
-6.3681164E-6,2170
-5.2342384E-6,2171
-4.7510825E-6,2172
-6.4028704E-6,2173
-4.5429288E-6,2174
-5.115903E-6,2175
-5.993283E-6,2176
-6.801709E-6,2177
-6.6090693E-6,2178
-6.6762013E-6,2179
-5.724789E-6,2180
-7.057579E-6,2181
-6.844244E-6,2182
-7.0485908E-6,2183
-5.3343265E-6,2184
-5.2475266E-6,2185
-3.7995565E-6,2186
-3.9168212E-6,2187
-4.654347E-6,2188
-5.7512643E-6,2189
-4.863301E-6,2190
-2.3146515E-6,2191
-2.2186132E-6,2192
-1.9545616E-6,2193
-3.8753437E-6,2194
-4.5656575E-6,2195
-4.757373E-6,2196
-4.938033E-6,2197
-5.2127625E-6,2198
-3.8491366E-6,2199
-4.0577306E-6,2200
-3.0482659E-6,2201
-5.3138997E-6,2202
-5.49989E-6,2203
-5.728376E-6,2204
-5.1622833E-6,2205
-5.4654793E-6,2206
-5.16199E-6,2207
-5.0508784E-6,2208
-4.979877E-6,2209
-4.0310547E-6,2210
-4.4616063E-6,2211
-3.4092698E-6,2212
-3.097489E-6,2213
-4.2795964E-6,2214
-6.1839437E-6,2215
-7.3867163E-6,2216
-6.9441157E-6,2217
-4.3883183E-6,2218
-3.8251974E-6,2219
-4.1754533E-6,2220
-2.209436E-6,2221
-5.0163717E-6,2222
-5.95587E-6,2223
-5.834708E-6,2224
-4.499611E-6,2225
-4.189774E-6,2226
-5.2547307E-6,2227
-5.063682E-6,2228
-6.862811E-6,2229
-6.177549E-6,2230
-4.8041434E-6,2231
-4.1645117E-6,2232
-5.1371303E-6,2233
-5.04573E-6,2234
-5.4551842E-6,2235
-8.18198E-6,2236
-7.158163E-6,2237
-5.743261E-6,2238
-5.205764E-6,2239
-3.7806503E-6,2240
-4.735546E-6,2241
-3.7699715E-6,2242
-3.6762012E-6,2243
