@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude of maximum in the chromagram' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.21238822,3146
0.285844,3147
0.20239227,3148
0.208184,3149
0.26437286,3150
0.28210977,3151
0.31806126,3152
0.26879948,3153
0.21497317,3154
0.2554262,3155
0.15815493,3156
0.3844639,3157
0.2656293,3158
0.23053475,3159
0.20618579,3160
0.22978297,3161
0.22646013,3162
0.13771327,3163
0.2481388,3164
0.24690765,3165
0.14988382,3166
0.18591169,3167
0.10849729,3168
0.22271992,3169
0.12159127,3170
0.365211,3171
0.39455205,3172
0.17763689,3173
0.231533,3174
0.22427651,3175
0.25724646,3176
0.15934351,3177
0.2052029,3178
0.35442302,3179
0.24702011,3180
0.20076801,3181
0.18227197,3182
0.17687021,3183
0.12414345,3184
0.1156345,3185
0.21580195,3186
0.17896429,3187
0.13297303,3188
0.22152303,3189
0.27045435,3190
0.31292036,3191
0.4756727,3192
0.17620213,3193
0.272588,3194
0.24843058,3195
0.31364655,3196
0.25582063,3197
0.24975598,3198
0.25503615,3199
0.18340129,3200
0.1693496,3201
0.26611295,3202
0.28282738,3203
0.29694566,3204
0.2801575,3205
0.46047193,3206
0.24007486,3207
0.4393288,3208
0.23431864,3209
0.13641746,3210
0.095349774,3211
0.17180721,3212
0.3115061,3213
0.27222145,3214
0.2059772,3215
0.42703974,3216
0.4023056,3217
0.4108352,3218
0.3679928,3219
0.5158633,3220
0.27086157,3221
0.3684895,3222
0.22682102,3223
0.24408871,3224
0.16666596,3225
0.27768824,3226
0.46315005,3227
0.29956448,3228
0.28306615,3229
0.46935102,3230
0.4267722,3231
0.38430184,3232
0.3858793,3233
0.23815101,3234
0.30237427,3235
0.25473115,3236
0.33033732,3237
0.3467231,3238
0.38929614,3239
0.28870904,3240
0.32315087,3241
0.4649383,3242
0.35590193,3243
0.33504546,3244
0.33643514,3245
0.2951729,3246
0.3270786,3247
0.28209803,3248
0.243247,3249
0.2499392,3250
0.22439513,3251
0.27908266,3252
0.31647182,3253
0.28776795,3254
0.53596455,3255
0.32326788,3256
0.36931685,3257
0.36126572,3258
0.3372187,3259
0.32334992,3260
0.38987648,3261
0.29273084,3262
0.33449462,3263
0.23111612,3264
0.2697881,3265
0.37458622,3266
0.2732841,3267
0.29496956,3268
0.2639494,3269
0.19663931,3270
0.18998124,3271
0.23459181,3272
0.17338657,3273
0.25833973,3274
0.3107717,3275
0.30757165,3276
0.29096714,3277
0.21995884,3278
0.35702688,3279
0.31628415,3280
0.2520989,3281
0.32711428,3282
0.44869006,3283
0.2630243,3284
0.29708505,3285
0.23893014,3286
0.22272551,3287
0.2617289,3288
0.2917529,3289
0.350415,3290
0.3296064,3291
0.29662627,3292
0.24451746,3293
0.22385082,3294
0.27891505,3295
0.39255506,3296
0.19859523,3297
0.20256214,3298
0.21007517,3299
0.23035452,3300
0.2053008,3301
0.24386068,3302
0.3801974,3303
0.20317984,3304
0.24422213,3305
0.10890996,3306
0.2072652,3307
0.18709622,3308
0.1940219,3309
0.14583911,3310
0.26582465,3311
0.19293216,3312
0.16411519,3313
0.21269119,3314
0.1468507,3315
0.41860276,3316
0.21624918,3317
0.36092213,3318
0.33365682,3319
0.2811677,3320
0.1871256,3321
0.18106379,3322
0.4030144,3323
0.1611575,3324
0.20830046,3325
0.18777192,3326
0.08879576,3327
0.08295968,3328
0.100534424,3329
0.0994349,3330
0.22764878,3331
0.19952965,3332
0.26891422,3333
0.24487546,3334
0.270412,3335
0.27889007,3336
0.35722306,3337
0.22104186,3338
0.21692404,3339
0.21841514,3340
0.15850581,3341
0.27295643,3342
0.14868243,3343
0.26038158,3344
0.15087633,3345
0.15824325,3346
0.2822823,3347
0.19065009,3348
0.14412545,3349
0.29602566,3350
0.26425987,3351
0.15936458,3352
0.20764366,3353
0.14770204,3354
0.10684911,3355
0.13009417,3356
0.12126802,3357
0.14181632,3358
0.17687099,3359
0.12865807,3360
0.13013467,3361
0.16552906,3362
0.17210862,3363
0.27575925,3364
0.3324291,3365
0.25731346,3366
0.21527597,3367
0.14274244,3368
0.19252606,3369
0.21513832,3370
0.26754975,3371
0.2995873,3372
0.28831944,3373
0.086900525,3374
0.22292933,3375
0.11305327,3376
0.23427862,3377
0.37484375,3378
0.35416564,3379
0.22509044,3380
0.17703679,3381
0.16969375,3382
0.21107665,3383
0.14078338,3384
0.20234141,3385
0.17047364,3386
0.23320797,3387
0.123859785,3388
0.21635173,3389
0.1760969,3390
0.17288135,3391
0.24318425,3392
0.36954853,3393
0.28539565,3394
0.18316123,3395
0.15673602,3396
0.16700476,3397
0.22454037,3398
0.5198346,3399
0.18527703,3400
0.32673576,3401
0.2506701,3402
0.16250265,3403
0.1509122,3404
0.46219867,3405
0.2643868,3406
0.21251424,3407
0.168377,3408
0.11415596,3409
0.12725876,3410
0.17022619,3411
0.32319495,3412
0.2915654,3413
0.10286982,3414
0.201249,3415
0.15663344,3416
0.2292847,3417
0.18885702,3418
0.19875304,3419
0.16166705,3420
0.19118659,3421
0.19162391,3422
0.13826229,3423
0.17533533,3424
0.25587887,3425
0.40226048,3426
0.19304359,3427
0.35751367,3428
0.21258438,3429
0.16223742,3430
0.21183065,3431
0.22097923,3432
0.3355603,3433
0.18985885,3434
0.13078263,3435
0.12053945,3436
0.074483246,3437
0.1201377,3438
0.35896775,3439
0.29671034,3440
0.11120716,3441
0.20432329,3442
0.19654723,3443
0.16641586,3444
0.087800756,3445
0.26430163,3446
0.31817582,3447
0.38076994,3448
0.31528646,3449
0.15673974,3450
0.22335033,3451
0.2219233,3452
0.146423,3453
0.26782304,3454
0.12828276,3455
0.09374696,3456
0.17961329,3457
0.1787294,3458
0.23160027,3459
0.33179936,3460
0.41156346,3461
0.19900118,3462
0.1255745,3463
0.14178273,3464
0.15060809,3465
0.12568422,3466
0.17715333,3467
0.15573439,3468
0.203251,3469
0.10159724,3470
0.19192974,3471
0.22737168,3472
0.119927384,3473
0.27064928,3474
0.39676553,3475
0.20481125,3476
0.11327388,3477
0.13641123,3478
0.24167614,3479
0.24639705,3480
0.1910386,3481
0.319967,3482
0.2813658,3483
0.24175334,3484
0.22538453,3485
0.24691057,3486
0.24551928,3487
0.39556128,3488
0.24445082,3489
0.16528212,3490
0.12905334,3491
0.13117877,3492
0.1379094,3493
0.1569679,3494
0.29697594,3495
0.22091776,3496
0.17527454,3497
0.179834,3498
0.27152514,3499
0.20479672,3500
0.1452797,3501
0.411982,3502
0.3739448,3503
0.33523747,3504
0.087715305,3505
0.18077202,3506
0.15162434,3507
0.3788658,3508
0.42604515,3509
0.21290958,3510
0.17700893,3511
0.2117075,3512
0.16945137,3513
0.14864922,3514
0.36800438,3515
0.35193342,3516
0.25274384,3517
0.16113037,3518
0.18124294,3519
0.19720648,3520
0.14892499,3521
0.2659084,3522
0.48152402,3523
0.22458893,3524
0.18254726,3525
0.12575367,3526
0.11271906,3527
0.16268745,3528
0.20717515,3529
0.25711206,3530
0.11520855,3531
0.19028266,3532
0.20398243,3533
0.15433049,3534
0.206321,3535
0.2225666,3536
0.482182,3537
0.30656862,3538
0.20367639,3539
0.32628402,3540
0.14121819,3541
0.20542392,3542
0.41159508,3543
0.20823453,3544
0.15495893,3545
0.12467159,3546
0.08154016,3547
0.10688773,3548
0.102604456,3549
0.087489136,3550
0.11887221,3551
0.11440847,3552
0.10680163,3553
0.17065206,3554
0.1571684,3555
0.24157336,3556
0.43496495,3557
0.28842136,3558
0.18014997,3559
0.2530197,3560
0.347171,3561
0.17530152,3562
0.18049707,3563
0.2585519,3564
0.09628797,3565
0.15459268,3566
0.16693376,3567
0.15403047,3568
0.11227952,3569
0.38273293,3570
0.3970582,3571
0.16864812,3572
0.18005131,3573
0.2038274,3574
0.12798703,3575
0.13830544,3576
0.16436803,3577
0.13679537,3578
0.16375577,3579
0.15282011,3580
0.23000453,3581
0.1323959,3582
0.16375995,3583
0.35223663,3584
0.31992757,3585
0.31080738,3586
0.22333962,3587
0.16714919,3588
0.12928964,3589
0.1884545,3590
0.53108495,3591
0.23460728,3592
0.27234194,3593
0.11608152,3594
0.1640071,3595
0.1417765,3596
0.1915828,3597
0.47543812,3598
0.25656414,3599
0.17395666,3600
0.11618198,3601
0.13561022,3602
0.17412594,3603
0.24700472,3604
0.5034266,3605
0.20622434,3606
0.27103686,3607
0.4214908,3608
0.32865214,3609
0.22169168,3610
0.38976458,3611
0.46125102,3612
0.27062666,3613
0.3665627,3614
0.19286986,3615
0.1688362,3616
0.31138217,3617
0.15348765,3618
0.19353896,3619
0.16866098,3620
0.24084577,3621
0.21823007,3622
0.24110217,3623
0.20836933,3624
0.17419274,3625
0.3637545,3626
0.39283618,3627
0.3103974,3628
0.20426288,3629
0.23139669,3630
0.23955576,3631
0.13240138,3632
0.57049626,3633
0.34596023,3634
0.48996064,3635
0.2749328,3636
0.24255809,3637
0.18560149,3638
0.21182486,3639
0.30122557,3640
0.30707383,3641
0.23243468,3642
0.15171394,3643
0.13658948,3644
0.2272229,3645
0.21012065,3646
0.34857243,3647
0.26373953,3648
0.22241212,3649
0.13721797,3650
0.13941583,3651
0.12868783,3652
0.112325706,3653
0.09557153,3654
0.14218332,3655
0.15789309,3656
0.12906407,3657
0.15095334,3658
0.22441594,3659
0.105050854,3660
0.10559533,3661
0.08618674,3662
0.117119305,3663
0.1350819,3664
0.12744255,3665
0.11811485,3666
0.15978134,3667
0.12609969,3668
0.09861465,3669
0.14193106,3670
0.083820246,3671
0.13645752,3672
0.24662642,3673
0.19954567,3674
0.14181861,3675
0.110297985,3676
0.059471466,3677
0.10298043,3678
0.06661985,3679
0.07281937,3680
0.089832604,3681
0.07056579,3682
0.08081464,3683
0.072724044,3684
0.10427215,3685
0.069279894,3686
0.08126399,3687
0.1012546,3688
0.07350366,3689
0.11209354,3690
0.07190853,3691
0.09859534,3692
0.1124404,3693
0.08079314,3694
0.121052474,3695
0.08451215,3696
0.10814372,3697
0.07774608,3698
0.14064184,3699
0.105687745,3700
0.10445739,3701
0.20213547,3702
0.094415754,3703
0.07485563,3704
0.0841261,3705
0.055575565,3706
0.14287986,3707
0.10405009,3708
0.060801506,3709
0.110151365,3710
0.07811444,3711
0.07326078,3712
0.10538362,3713
0.10267113,3714
0.08260541,3715
0.07245566,3716
0.092176974,3717
0.14591314,3718
0.08010573,3719
0.061943114,3720
0.05339244,3721
0.07453089,3722
0.11233035,3723
0.060308132,3724
0.07996457,3725
0.09183393,3726
0.07972508,3727
0.075822674,3728
0.085507885,3729
0.060043573,3730
0.07852827,3731
0.060456876,3732
0.064641535,3733
0.057664208,3734
0.056472134,3735
0.07107932,3736
0.07105776,3737
0.05571489,3738
0.047897585,3739
0.06291367,3740
0.055927884,3741
0.075014144,3742
0.059434075,3743
0.06877606,3744
0.091246806,3745
0.07685988,3746
0.10065203,3747
0.06456038,3748
0.06175051,3749
0.06912318,3750
0.07814414,3751
0.035120104,3752
0.06566304,3753
0.05265249,3754
0.040836055,3755
0.06142887,3756
0.07405534,3757
0.051110577,3758
0.03825091,3759
0.037681416,3760
0.054430638,3761
0.039340153,3762
0.04824974,3763
0.036013424,3764
0.029137006,3765
0.024679404,3766
0.034501843,3767
0.027225448,3768
0.02116937,3769
0.03008051,3770
0.036666963,3771
0.026434459,3772
0.024509644,3773
0.030354645,3774
0.025064051,3775
0.018731417,3776
0.023252102,3777
0.022393981,3778
0.019502273,3779
0.017079202,3780
0.0194786,3781
0.024997689,3782
0.036658213,3783
0.018681757,3784
0.023830833,3785
0.030999072,3786
0.02479801,3787
0.019942893,3788
0.031441957,3789
0.03531085,3790
0.03085154,3791
0.027287945,3792
0.021408465,3793
0.034120616,3794
0.015388452,3795
0.0227681,3796
0.015923265,3797
0.011476422,3798
0.016268644,3799
0.017247528,3800
0.03379102,3801
0.019045677,3802
0.023288183,3803
0.015520954,3804
0.015970452,3805
0.01631762,3806
0.014721385,3807
0.014267734,3808
0.01609576,3809
0.015746318,3810
0.017168127,3811
0.014195918,3812
0.012087097,3813
0.009780551,3814
0.014827325,3815
0.010777311,3816
0.011184842,3817
0.018298011,3818
0.0073389243,3819
0.009251685,3820
0.008904821,3821
0.008639915,3822
0.010737907,3823
0.014375683,3824
0.0048237997,3825
0.015171435,3826
0.010214786,3827
0.007710919,3828
0.008445839,3829
0.008430344,3830
0.0075166933,3831
0.008607031,3832
0.007905274,3833
0.0055570435,3834
0.009522364,3835
0.0057419827,3836
0.0035674172,3837
0.0052182856,3838
0.006042617,3839
0.0052438537,3840
0.006609663,3841
0.0078494465,3842
0.005139569,3843
0.0057700304,3844
0.003810894,3845
0.0031278941,3846
0.0041589052,3847
0.0041886102,3848
0.003884882,3849
0.0027332806,3850
0.0044268947,3851
0.002476337,3852
0.0015960635,3853
0.0016067699,3854
0.0022154767,3855
0.0013030268,3856
0.0011174221,3857
0.0016018912,3858
0.0015432632,3859
0.0013477458,3860
0.0012027835,3861
0.001474887,3862
9.2096307E-4,3863
0.0013718568,3864
0.001092982,3865
0.0013940723,3866
8.753138E-4,3867
0.0014812218,3868
8.9723413E-4,3869
0.0015242158,3870
0.0011121605,3871
1.605109E-4,3872
4.9269142E-6,3873
