@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude of maximum in the chromagram' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.1583111,1598
0.18726362,1599
0.45872262,1600
0.16562407,1601
0.1211769,1602
0.27893165,1603
0.2931935,1604
0.18535869,1605
0.33925873,1606
0.29432294,1607
0.19618185,1608
0.3631408,1609
0.42896244,1610
0.41159472,1611
0.45049125,1612
0.45027474,1613
0.48552734,1614
0.32806477,1615
0.19002503,1616
0.18493618,1617
0.548737,1618
0.37766317,1619
0.13740587,1620
0.24167153,1621
0.12615784,1622
0.16785473,1623
0.13880454,1624
0.20717402,1625
0.32408455,1626
0.18544166,1627
0.23955525,1628
0.21147077,1629
0.2805461,1630
0.31303757,1631
0.2136484,1632
0.7119279,1633
0.22993699,1634
0.22655356,1635
0.28081602,1636
0.30362126,1637
0.22029582,1638
0.22842626,1639
0.43626332,1640
0.26417395,1641
0.34651875,1642
0.28160957,1643
0.29425928,1644
0.20574406,1645
0.5531006,1646
0.39319944,1647
0.23239946,1648
0.14196526,1649
0.18048133,1650
0.17442793,1651
0.29082453,1652
0.27755183,1653
0.2059282,1654
0.12810133,1655
0.25535655,1656
0.10927738,1657
0.11902763,1658
0.11949112,1659
0.12756003,1660
0.26223624,1661
0.28691146,1662
0.39673433,1663
0.24712484,1664
0.23742293,1665
0.24770072,1666
0.61674106,1667
0.3640089,1668
0.47517985,1669
0.5509744,1670
0.68926257,1671
0.22246598,1672
0.35168862,1673
0.34178197,1674
0.39645892,1675
0.17082469,1676
0.22082725,1677
0.21705413,1678
0.28838983,1679
0.3124281,1680
0.40501842,1681
0.38217512,1682
0.34620363,1683
0.34634972,1684
0.4262767,1685
0.1321255,1686
0.24477583,1687
0.4493303,1688
0.21170427,1689
0.18202427,1690
0.15524459,1691
0.15195417,1692
0.11884645,1693
0.19085635,1694
0.15850149,1695
0.1936649,1696
0.17872953,1697
0.20479336,1698
0.21509622,1699
0.21436687,1700
0.23731776,1701
0.30706212,1702
0.21256185,1703
0.3264557,1704
0.20044659,1705
0.2285492,1706
0.21654898,1707
0.20377867,1708
0.24443856,1709
0.23272353,1710
0.28119215,1711
0.23474781,1712
0.21534462,1713
0.22350211,1714
0.20998663,1715
0.2360519,1716
0.3082437,1717
0.2126478,1718
0.3292857,1719
0.2516,1720
0.16025707,1721
0.29661813,1722
0.28173637,1723
0.43155357,1724
0.19565064,1725
0.16895762,1726
0.252847,1727
0.3442719,1728
0.34796587,1729
0.2959986,1730
0.20860448,1731
0.20242026,1732
0.19699383,1733
0.22100663,1734
0.23990728,1735
0.24035636,1736
0.19463708,1737
0.20473102,1738
0.31968838,1739
0.33950737,1740
0.3154028,1741
0.30817023,1742
0.2876377,1743
0.23963864,1744
0.24576145,1745
0.26909593,1746
0.25185165,1747
0.27734426,1748
0.3162006,1749
0.3715705,1750
0.31816775,1751
0.32528082,1752
0.25326282,1753
0.28106967,1754
0.33784878,1755
0.35728577,1756
0.23369761,1757
0.20632479,1758
0.2517929,1759
0.3081644,1760
0.2427612,1761
0.35450882,1762
0.39813325,1763
0.24300407,1764
0.27319008,1765
0.27213773,1766
0.2940419,1767
0.25611556,1768
0.25770965,1769
0.29231146,1770
0.33782357,1771
0.33283046,1772
0.24124947,1773
0.31752613,1774
0.28850397,1775
0.3763159,1776
0.41114533,1777
0.31705284,1778
0.31198546,1779
0.23435073,1780
0.32250136,1781
0.3498979,1782
0.35950708,1783
0.38707286,1784
0.21365899,1785
0.2815857,1786
0.29326546,1787
0.22704647,1788
0.14171016,1789
0.22526573,1790
0.17412397,1791
0.218686,1792
0.1910565,1793
0.16081673,1794
0.16901703,1795
0.19277342,1796
0.27251112,1797
0.43724772,1798
0.2324708,1799
0.19466719,1800
0.25434694,1801
0.30877864,1802
0.1846638,1803
0.29850206,1804
0.3074823,1805
0.2582853,1806
0.32643643,1807
0.37886167,1808
0.26076564,1809
0.1742434,1810
0.49462974,1811
0.18629308,1812
0.24701905,1813
0.2374406,1814
0.22873592,1815
0.19059844,1816
0.1406265,1817
0.20999777,1818
0.112912096,1819
0.17489001,1820
0.124524064,1821
0.23049809,1822
0.19053333,1823
0.23965277,1824
0.36370948,1825
0.27928755,1826
0.21258907,1827
0.27852052,1828
0.0882478,1829
0.23431212,1830
0.14611016,1831
0.48251343,1832
0.3275328,1833
0.42165723,1834
0.12814695,1835
0.14095224,1836
0.23473799,1837
0.25843102,1838
0.31562126,1839
0.19148463,1840
0.1813709,1841
0.5703785,1842
0.2787699,1843
0.32388288,1844
0.32683447,1845
0.22033797,1846
0.17106931,1847
0.25283742,1848
0.33838257,1849
0.32526186,1850
0.3030001,1851
0.241701,1852
0.42131987,1853
0.122431986,1854
0.22154932,1855
0.22273524,1856
0.20277752,1857
0.18851455,1858
0.1784647,1859
0.36339086,1860
0.21209852,1861
0.17449027,1862
0.19324623,1863
0.27365905,1864
0.18169494,1865
0.36430728,1866
0.16852179,1867
0.20368691,1868
0.20288013,1869
0.26220176,1870
0.19987555,1871
0.3057955,1872
0.33066538,1873
0.22937712,1874
0.35430118,1875
0.2003779,1876
0.18222997,1877
0.19581859,1878
0.20605524,1879
0.31867573,1880
0.31506774,1881
0.1615183,1882
0.11170944,1883
0.16230999,1884
0.14146695,1885
0.20174834,1886
0.30422527,1887
0.30563894,1888
0.4085342,1889
0.43765408,1890
0.324009,1891
0.2758865,1892
0.4379041,1893
0.4030789,1894
0.37168673,1895
0.26471087,1896
0.39851615,1897
0.2575319,1898
0.18409681,1899
0.29046035,1900
0.3165605,1901
0.39783326,1902
0.23900886,1903
0.17544602,1904
0.35486594,1905
0.36441538,1906
0.3880022,1907
0.35346952,1908
0.4017694,1909
0.21438412,1910
0.18972266,1911
0.23829664,1912
0.24586867,1913
0.23109142,1914
0.26346862,1915
0.29004568,1916
0.30480686,1917
0.2590126,1918
0.28055283,1919
0.28270563,1920
0.40944034,1921
0.40389782,1922
0.3653235,1923
0.27839264,1924
0.31433257,1925
0.23541409,1926
0.18680364,1927
0.28333387,1928
0.27414787,1929
0.25333905,1930
0.32856598,1931
0.24522683,1932
0.17405348,1933
0.33482093,1934
0.19831915,1935
0.42970213,1936
0.19958815,1937
0.23476729,1938
0.34024006,1939
0.25164524,1940
0.52982885,1941
0.43746877,1942
0.33281714,1943
0.35589993,1944
0.28469178,1945
0.27021635,1946
0.28532928,1947
0.31370103,1948
0.33531657,1949
0.2234335,1950
0.27165675,1951
0.32676852,1952
0.3109237,1953
0.3218144,1954
0.19153993,1955
0.21286944,1956
0.3793657,1957
0.1653331,1958
0.21923135,1959
0.23323278,1960
0.14638004,1961
0.34534448,1962
0.4312782,1963
0.21963504,1964
0.22452298,1965
0.17797422,1966
0.14431489,1967
0.32867566,1968
0.3046166,1969
0.2772591,1970
0.21180359,1971
0.22005334,1972
0.19439882,1973
0.18786255,1974
0.21079531,1975
0.6256963,1976
0.2696836,1977
0.35176396,1978
0.27475435,1979
0.3462444,1980
0.28360826,1981
0.34875098,1982
0.16013864,1983
0.15953362,1984
0.34056562,1985
0.38738993,1986
0.28866276,1987
0.21691485,1988
0.40313864,1989
0.48591763,1990
0.34152952,1991
0.30647376,1992
0.30284512,1993
0.25100696,1994
0.17587852,1995
0.28218123,1996
0.4826141,1997
0.22683465,1998
0.15897025,1999
0.3373427,2000
0.4102036,2001
0.3156567,2002
0.45035484,2003
0.18225408,2004
0.5296691,2005
0.28964356,2006
0.12315043,2007
0.2055573,2008
0.25907522,2009
0.51758873,2010
0.2727166,2011
0.381677,2012
0.44594777,2013
0.4250021,2014
0.29321897,2015
0.2549205,2016
0.422147,2017
0.43831894,2018
0.3945946,2019
0.21799839,2020
0.24561039,2021
0.20926493,2022
0.2558713,2023
0.23990159,2024
0.2623872,2025
0.25110775,2026
0.29719004,2027
0.3355485,2028
0.41582248,2029
0.3882301,2030
0.41378623,2031
0.24657303,2032
0.2042248,2033
0.2551463,2034
0.27807733,2035
0.25831,2036
0.21292247,2037
0.49317095,2038
0.4076256,2039
0.40078017,2040
0.4406919,2041
0.49193597,2042
0.46560475,2043
0.33724606,2044
0.51189864,2045
0.18830279,2046
0.29281655,2047
0.25202233,2048
0.2714605,2049
0.26091945,2050
0.2617359,2051
0.3722986,2052
0.28914973,2053
0.32987466,2054
0.44193494,2055
0.34450376,2056
0.40536964,2057
0.42353693,2058
0.32793245,2059
0.28232172,2060
0.22345531,2061
0.34887585,2062
0.2223132,2063
0.25994462,2064
0.2736579,2065
0.34613407,2066
0.3422541,2067
0.28357404,2068
0.38596135,2069
0.36701608,2070
0.31152514,2071
0.32846123,2072
0.36109683,2073
0.36606434,2074
0.19156884,2075
0.30904704,2076
0.11358466,2077
0.1866474,2078
0.3315043,2079
0.3042861,2080
0.3445971,2081
0.20002021,2082
0.42095885,2083
0.3712899,2084
0.26520756,2085
0.5310828,2086
0.42248702,2087
0.53981996,2088
0.45795727,2089
0.45091015,2090
0.27190545,2091
0.36655945,2092
0.47425163,2093
0.38223112,2094
0.39626133,2095
0.30012032,2096
0.19590056,2097
0.369827,2098
0.36167336,2099
0.416204,2100
0.36180103,2101
0.36105615,2102
0.2181313,2103
0.273197,2104
0.4913091,2105
0.18428324,2106
0.6409616,2107
0.34624812,2108
0.3158659,2109
0.4369508,2110
0.37757683,2111
0.29930705,2112
0.35676503,2113
0.26605725,2114
0.29142407,2115
0.21509586,2116
0.14218426,2117
0.16657129,2118
0.20619455,2119
0.23910089,2120
0.24217765,2121
0.2548576,2122
0.40569183,2123
0.27012467,2124
0.34993228,2125
0.4272645,2126
0.41571218,2127
0.33177525,2128
0.46615428,2129
0.22191004,2130
0.21774386,2131
0.1901256,2132
0.19905137,2133
0.25053152,2134
0.2972988,2135
0.39329994,2136
0.53605294,2137
0.509093,2138
0.43088353,2139
0.20056853,2140
0.29131967,2141
0.32053682,2142
0.22783722,2143
0.24797632,2144
0.29884055,2145
0.34903002,2146
0.22862284,2147
0.3178786,2148
0.31281447,2149
0.27455184,2150
0.18434018,2151
0.19515762,2152
0.4029151,2153
0.27593485,2154
0.3792267,2155
0.4362783,2156
0.21715285,2157
0.2916244,2158
0.5964212,2159
0.43943226,2160
0.2786526,2161
0.57387304,2162
0.35211226,2163
0.33431736,2164
0.28648055,2165
0.15450476,2166
0.2911985,2167
0.3708931,2168
0.419874,2169
0.36687404,2170
0.23712018,2171
0.24301594,2172
0.5136538,2173
0.18534772,2174
0.29366362,2175
0.3468789,2176
0.39267766,2177
0.43065324,2178
0.3524271,2179
0.28438157,2180
0.27632642,2181
0.29447266,2182
0.44389328,2183
0.25523996,2184
0.26925024,2185
0.16871458,2186
0.23959544,2187
0.261047,2188
0.28313714,2189
0.3362688,2190
0.2148986,2191
0.17292452,2192
0.19365564,2193
0.17476384,2194
0.2792038,2195
0.27033266,2196
0.25250432,2197
0.25099033,2198
0.22027233,2199
0.279774,2200
0.15241392,2201
0.3024444,2202
0.2649983,2203
0.26861912,2204
0.24212027,2205
0.3492281,2206
0.27822518,2207
0.24649471,2208
0.36069906,2209
0.35978904,2210
0.47490624,2211
0.26052147,2212
0.28504688,2213
0.44157055,2214
0.32271445,2215
0.6111529,2216
0.48546073,2217
0.2876465,2218
0.24341124,2219
0.3759845,2220
0.33435106,2221
0.29195142,2222
0.282729,2223
0.3137604,2224
0.19535846,2225
0.20034152,2226
0.374214,2227
0.25302145,2228
0.33523548,2229
0.28875458,2230
0.22786461,2231
0.32506222,2232
0.33301336,2233
0.32785878,2234
0.3695505,2235
0.34317458,2236
0.46742976,2237
0.23153698,2238
0.26515588,2239
0.10756572,2240
0.17495598,2241
0.15463024,2242
0.21824782,2243
0.30674687,2244
0.4294972,2245
0.40001202,2246
0.16355926,2247
0.22294375,2248
0.28479585,2249
0.25305983,2250
0.56162393,2251
0.5184154,2252
0.4260808,2253
0.37684715,2254
0.32692853,2255
0.20281355,2256
0.27865043,2257
0.39312202,2258
0.2698759,2259
0.23212278,2260
0.17744058,2261
0.14065745,2262
0.13890211,2263
0.1659521,2264
0.39655235,2265
0.42331624,2266
0.5512884,2267
0.28821844,2268
0.26098558,2269
0.17142507,2270
0.1984583,2271
0.43014887,2272
0.2513157,2273
0.3377049,2274
0.2284985,2275
0.30031952,2276
0.2709984,2277
0.40469232,2278
0.3672447,2279
0.15786354,2280
0.2687688,2281
0.47290775,2282
0.15567277,2283
0.20972478,2284
0.59456223,2285
0.29283065,2286
0.18535969,2287
0.31082103,2288
0.2737067,2289
0.30688453,2290
0.44494188,2291
0.32885087,2292
0.3433281,2293
0.23116767,2294
0.17032982,2295
0.27711046,2296
0.24585423,2297
0.27456617,2298
0.4148765,2299
0.309783,2300
0.3785897,2301
0.21644473,2302
0.23219414,2303
0.21496162,2304
0.097098954,2305
0.22403868,2306
0.36571872,2307
0.34307972,2308
0.33495584,2309
0.2412592,2310
0.25028193,2311
0.22492638,2312
0.2883673,2313
0.3566228,2314
0.3081299,2315
0.35132116,2316
0.50456214,2317
0.7343364,2318
0.40489218,2319
0.32473817,2320
0.5554904,2321
0.403839,2322
0.29185545,2323
0.3591754,2324
0.3795099,2325
0.43626028,2326
0.47739616,2327
0.32598022,2328
0.09558519,2329
0.10507017,2330
0.099987455,2331
0.17530438,2332
0.43709618,2333
0.5245409,2334
0.25603908,2335
0.30753863,2336
0.33185557,2337
0.3322018,2338
0.34125784,2339
0.28577575,2340
0.23752713,2341
0.14197707,2342
0.14028208,2343
0.048352275,2344
0.0729207,2345
0.20206676,2346
0.4484242,2347
0.41821212,2348
0.22486445,2349
0.27234435,2350
0.30811736,2351
0.33187678,2352
0.18463977,2353
0.21170567,2354
0.29472774,2355
0.2258941,2356
0.26107913,2357
0.22674665,2358
0.21726044,2359
0.25194645,2360
0.3384648,2361
0.39909595,2362
0.24066684,2363
0.27541804,2364
0.27581686,2365
0.16020402,2366
0.23511243,2367
0.17146634,2368
0.19194822,2369
0.26625824,2370
0.27750728,2371
0.25752175,2372
0.24225469,2373
0.2026152,2374
0.40839246,2375
0.27465746,2376
0.23419215,2377
0.21199696,2378
0.29327345,2379
0.16781154,2380
0.3532989,2381
0.14472508,2382
0.37062073,2383
0.24221341,2384
0.1739668,2385
0.22699335,2386
0.2831229,2387
0.44614032,2388
0.35061854,2389
0.39268923,2390
0.33921492,2391
0.3466535,2392
0.2923384,2393
0.24415521,2394
0.27677146,2395
0.19535606,2396
0.16753519,2397
0.17449927,2398
0.20656712,2399
0.19569424,2400
0.21425144,2401
0.3582895,2402
0.36060324,2403
0.32890785,2404
0.26544616,2405
0.21362679,2406
0.16649923,2407
0.20023097,2408
0.18874082,2409
0.19019055,2410
0.20345628,2411
0.1952748,2412
0.21065336,2413
0.2149488,2414
0.28189152,2415
0.34273517,2416
0.21402347,2417
0.23705208,2418
0.22157729,2419
0.18281001,2420
0.202869,2421
0.28502187,2422
0.46793506,2423
0.20660408,2424
0.20636126,2425
0.19409978,2426
0.16119659,2427
0.17135656,2428
0.27440286,2429
0.37011147,2430
0.28834614,2431
0.19655368,2432
0.20841326,2433
0.16975865,2434
0.28930566,2435
0.3050383,2436
0.20315899,2437
0.26685306,2438
0.2027026,2439
0.28555283,2440
0.17421298,2441
0.26142174,2442
0.26799363,2443
0.24061546,2444
0.36254972,2445
0.3289448,2446
0.2681946,2447
0.2130697,2448
0.24879347,2449
0.28687954,2450
0.23115219,2451
0.22779337,2452
0.149384,2453
0.14226478,2454
0.17151287,2455
0.20804411,2456
0.27566653,2457
0.42771968,2458
0.20925601,2459
0.15376472,2460
0.21505588,2461
0.19337577,2462
0.17847662,2463
0.18952473,2464
0.22169773,2465
0.29073748,2466
0.28177297,2467
0.29114816,2468
0.37098557,2469
0.2559274,2470
0.24250758,2471
0.3025569,2472
0.22471784,2473
0.19459896,2474
0.18200819,2475
0.17082216,2476
0.2563161,2477
0.25145072,2478
0.2234312,2479
0.24214715,2480
0.17115833,2481
0.13381533,2482
0.18849804,2483
0.2827919,2484
0.27844533,2485
0.32226005,2486
0.2064571,2487
0.10572503,2488
0.1784585,2489
0.13780533,2490
0.41922706,2491
0.24000438,2492
0.41634825,2493
0.17962481,2494
0.13879956,2495
0.21241724,2496
0.20657608,2497
0.33915773,2498
0.25846982,2499
0.17816532,2500
0.22810256,2501
0.2819196,2502
0.24709176,2503
0.17716119,2504
0.18099062,2505
0.24519633,2506
0.22929248,2507
0.17823406,2508
0.16873707,2509
0.11566485,2510
0.33755544,2511
0.5462538,2512
0.30614063,2513
0.44331905,2514
0.2690187,2515
0.27670643,2516
0.3239444,2517
0.20694898,2518
0.106567845,2519
0.13744225,2520
0.32177043,2521
0.23371308,2522
0.16204007,2523
0.13212155,2524
0.30004397,2525
0.35333133,2526
0.22884923,2527
0.35969314,2528
0.31412554,2529
0.23058176,2530
0.23145063,2531
0.24175797,2532
0.1920409,2533
0.2752968,2534
0.13268396,2535
0.13500874,2536
0.15473184,2537
0.13330919,2538
0.13602985,2539
0.28223068,2540
0.42302245,2541
0.21234617,2542
0.13111542,2543
0.2047417,2544
0.22115226,2545
0.25290513,2546
0.23614989,2547
0.18382505,2548
0.31118205,2549
0.12573051,2550
0.23485158,2551
0.21101834,2552
0.36110365,2553
0.26737198,2554
0.2535457,2555
0.23160857,2556
0.19930811,2557
0.22648199,2558
0.1969209,2559
0.27890328,2560
0.19062,2561
0.14003646,2562
0.34001067,2563
0.22116508,2564
0.19055457,2565
0.24885441,2566
0.40229443,2567
0.1660856,2568
0.28623542,2569
0.22134161,2570
0.253517,2571
0.19306284,2572
0.19469689,2573
0.24014589,2574
0.17451042,2575
0.3163224,2576
0.19780378,2577
0.310882,2578
0.27905005,2579
0.2582871,2580
0.36974195,2581
0.3073559,2582
0.2540324,2583
0.14731868,2584
0.35362685,2585
0.14407705,2586
0.18092912,2587
0.20899655,2588
0.2235393,2589
0.23064725,2590
0.10655058,2591
0.2217011,2592
0.20256904,2593
0.26336575,2594
0.46964777,2595
0.16337363,2596
0.28621292,2597
0.25788411,2598
0.22709411,2599
0.21641098,2600
0.47410652,2601
0.17487374,2602
0.21732356,2603
0.19664182,2604
0.21832412,2605
0.18735456,2606
0.26288065,2607
0.40244868,2608
0.29828092,2609
0.24805306,2610
0.11396954,2611
0.16035886,2612
0.105587065,2613
0.16726603,2614
0.20730087,2615
0.20371322,2616
0.16454566,2617
0.21008964,2618
0.15620916,2619
0.22205666,2620
0.15446723,2621
0.55450696,2622
0.23520374,2623
0.3284427,2624
0.340024,2625
0.25419313,2626
0.27220058,2627
0.24911024,2628
0.23791565,2629
0.2154456,2630
0.29503176,2631
0.25941676,2632
0.21619573,2633
0.22626585,2634
0.26035744,2635
0.36479065,2636
0.21803935,2637
0.2131261,2638
0.21704152,2639
0.21462652,2640
0.25121877,2641
0.2287965,2642
0.40423808,2643
0.16805457,2644
0.20031919,2645
0.098115034,2646
0.08215282,2647
0.14148398,2648
0.32563588,2649
0.41616145,2650
0.21307842,2651
0.2450337,2652
0.22550668,2653
0.18500726,2654
0.25065893,2655
0.4601933,2656
0.2248569,2657
0.20113714,2658
0.15622443,2659
0.19490668,2660
0.13918771,2661
0.2279613,2662
0.36012957,2663
0.2799098,2664
0.22711268,2665
0.33916715,2666
0.2946927,2667
0.23651005,2668
0.21612655,2669
0.17769268,2670
0.1926094,2671
0.19387461,2672
0.2773397,2673
0.37485623,2674
0.41004622,2675
0.254593,2676
0.42647755,2677
0.3754783,2678
0.3638526,2679
0.13477735,2680
0.17223327,2681
0.1790725,2682
0.15812042,2683
0.19137499,2684
0.23501118,2685
0.21843791,2686
0.19504438,2687
0.18605901,2688
0.23253062,2689
0.21597424,2690
0.3681354,2691
0.21250783,2692
0.17004919,2693
0.19573034,2694
0.23617654,2695
0.13994579,2696
0.2887279,2697
0.19889054,2698
0.25140193,2699
0.2598342,2700
0.20678182,2701
0.23904555,2702
0.3090761,2703
0.28281546,2704
0.29138237,2705
0.21800146,2706
0.27360368,2707
0.3270616,2708
0.18089455,2709
0.15228139,2710
0.19637908,2711
0.32793963,2712
0.3071063,2713
0.18107504,2714
0.1454648,2715
0.1796206,2716
0.16479604,2717
0.63124985,2718
0.24750479,2719
0.38289866,2720
0.32387158,2721
0.3757068,2722
0.24707927,2723
0.26981625,2724
0.28295112,2725
0.23824345,2726
0.16951731,2727
0.21414508,2728
0.18964687,2729
0.20554799,2730
0.21267071,2731
0.35944495,2732
0.2839116,2733
0.32721785,2734
0.19998461,2735
0.26913866,2736
0.30363798,2737
0.33861834,2738
0.4576478,2739
0.3191575,2740
0.4122816,2741
0.24541254,2742
0.29121423,2743
0.3491475,2744
0.2890277,2745
0.35037097,2746
0.17110617,2747
0.251536,2748
0.18644604,2749
0.1728223,2750
0.17213173,2751
0.18875177,2752
0.18186086,2753
0.2700441,2754
0.32944778,2755
0.23555262,2756
0.21047956,2757
0.22038962,2758
0.19086261,2759
0.27297717,2760
0.25984454,2761
0.3595107,2762
0.28709942,2763
0.19711274,2764
0.25681648,2765
0.31570625,2766
0.30501226,2767
0.29233754,2768
0.2254912,2769
0.143017,2770
0.16874143,2771
0.14333114,2772
0.45735624,2773
0.34626707,2774
0.30057397,2775
0.35411116,2776
0.30057868,2777
0.24784262,2778
0.26705906,2779
0.24045956,2780
0.20894945,2781
0.28399584,2782
0.13490808,2783
0.18859419,2784
0.19470719,2785
0.25186348,2786
0.39829162,2787
0.15264975,2788
0.22272736,2789
0.22697018,2790
0.28698885,2791
0.3299508,2792
0.24172999,2793
0.15740903,2794
0.25462654,2795
0.18980056,2796
0.21037373,2797
0.16674806,2798
0.18023889,2799
0.1697708,2800
0.41487125,2801
0.24135645,2802
0.19552857,2803
0.23068772,2804
0.25372803,2805
0.20722303,2806
0.23799561,2807
0.20137575,2808
0.20575212,2809
0.26317492,2810
0.19607231,2811
0.23789912,2812
0.26864177,2813
0.16995183,2814
0.3041023,2815
0.20831397,2816
0.3253329,2817
0.2654866,2818
0.1886269,2819
0.18039535,2820
0.21949759,2821
0.2606921,2822
0.2862512,2823
0.22664644,2824
0.25767085,2825
0.22834036,2826
0.24302174,2827
0.28537616,2828
0.2956739,2829
0.3365042,2830
0.2337813,2831
0.17389633,2832
0.17757031,2833
0.16753161,2834
0.15448298,2835
0.31502756,2836
0.17425007,2837
0.22891171,2838
0.25410464,2839
0.1569139,2840
0.18079099,2841
0.3533766,2842
0.4273108,2843
0.4055967,2844
0.26328295,2845
0.17106542,2846
0.20337802,2847
0.27410832,2848
0.33864948,2849
0.37739474,2850
0.12566921,2851
0.1652127,2852
0.1658964,2853
0.16115725,2854
0.3994463,2855
0.2549349,2856
0.21988083,2857
0.20547207,2858
0.24105325,2859
0.21178149,2860
0.21093243,2861
0.3959247,2862
0.21292299,2863
0.16186175,2864
0.27705532,2865
0.14895368,2866
0.13106607,2867
0.10179861,2868
0.23065308,2869
0.42393497,2870
0.31144062,2871
0.15934083,2872
0.20746769,2873
0.16323656,2874
0.26173997,2875
0.22309223,2876
0.3082359,2877
0.32505992,2878
0.20126818,2879
0.23422566,2880
0.30540514,2881
0.24827868,2882
0.43452117,2883
0.23501422,2884
0.14127538,2885
0.19399339,2886
0.13141252,2887
0.18533486,2888
0.26649538,2889
0.29993764,2890
0.28829092,2891
0.15048617,2892
0.09812119,2893
0.13121238,2894
0.12876242,2895
0.2869125,2896
0.298691,2897
0.17192413,2898
0.21177207,2899
0.30740485,2900
0.18961029,2901
0.23192826,2902
0.24368694,2903
0.24792042,2904
0.27131358,2905
0.29867107,2906
0.2804797,2907
0.30586463,2908
0.24336457,2909
0.26445308,2910
0.40683958,2911
0.21811956,2912
0.23675439,2913
0.23809493,2914
0.20250192,2915
0.20637934,2916
0.21103336,2917
0.21553078,2918
0.3061133,2919
0.3431498,2920
0.29142436,2921
0.23397802,2922
0.12701228,2923
0.08321065,2924
0.16122636,2925
0.319298,2926
0.2624452,2927
0.15179908,2928
0.12123946,2929
0.20081592,2930
0.29267648,2931
0.22158822,2932
0.33197248,2933
0.20787673,2934
0.17451504,2935
0.18638165,2936
0.17709872,2937
0.38901266,2938
0.24894841,2939
0.2177939,2940
0.2931744,2941
0.20927745,2942
0.22060692,2943
0.2172225,2944
0.15774518,2945
0.20504321,2946
0.23738475,2947
0.33181116,2948
0.18105057,2949
0.23149027,2950
0.18109733,2951
0.345292,2952
0.36456442,2953
0.21837103,2954
0.1680718,2955
0.16160667,2956
0.17275405,2957
0.21611576,2958
0.19902007,2959
0.2225689,2960
0.20218286,2961
0.2151594,2962
0.22004573,2963
0.20244114,2964
0.281095,2965
0.3990213,2966
0.24160814,2967
0.15149699,2968
0.1719272,2969
0.13776033,2970
0.12319403,2971
0.27093723,2972
0.1969713,2973
0.16821624,2974
0.22384441,2975
0.24335648,2976
0.20879827,2977
0.14777486,2978
0.33330378,2979
0.3069963,2980
0.43157938,2981
0.21084787,2982
0.24391572,2983
0.26608557,2984
0.2976442,2985
0.22977594,2986
0.32840493,2987
0.2955825,2988
0.39714694,2989
0.25309795,2990
0.24751261,2991
0.27110305,2992
0.29660392,2993
0.3046551,2994
0.29069132,2995
0.2393185,2996
0.22361249,2997
0.24188675,2998
0.191521,2999
0.32632193,3000
0.22243048,3001
0.354715,3002
0.34947783,3003
0.26070404,3004
0.19905576,3005
0.12883134,3006
0.42409104,3007
0.36700466,3008
0.26130927,3009
0.20962177,3010
0.1589339,3011
0.19720645,3012
0.22255217,3013
0.22852625,3014
0.22643673,3015
0.2681683,3016
0.29431286,3017
0.20294534,3018
0.24333407,3019
0.4347499,3020
0.190907,3021
0.21865365,3022
0.14285032,3023
0.20522422,3024
0.099214844,3025
0.24237056,3026
0.2479391,3027
0.38128045,3028
0.26665968,3029
0.21428682,3030
0.29888666,3031
0.09461911,3032
0.16619416,3033
0.23092407,3034
0.301844,3035
0.16526552,3036
0.24257849,3037
0.3134269,3038
0.20818768,3039
0.24786153,3040
0.37400874,3041
0.25945488,3042
0.31246883,3043
0.24874026,3044
0.27763954,3045
0.24630445,3046
0.2160037,3047
0.24949086,3048
0.2772183,3049
0.16106923,3050
0.22199197,3051
0.30150893,3052
0.24005556,3053
0.21513624,3054
0.16615203,3055
0.2319393,3056
0.20983294,3057
0.2233192,3058
0.19140199,3059
0.21519351,3060
0.2682626,3061
0.36025086,3062
0.36671576,3063
0.39714217,3064
0.29316887,3065
0.21941005,3066
0.2247524,3067
0.18089706,3068
0.1836994,3069
0.16648076,3070
0.2288474,3071
0.2946966,3072
0.19430806,3073
0.23015307,3074
0.40960756,3075
0.34394503,3076
0.26984963,3077
0.20297286,3078
0.20902085,3079
0.26541936,3080
0.3438132,3081
0.2789941,3082
0.18470657,3083
0.13350382,3084
0.2604226,3085
0.23786734,3086
0.25936002,3087
0.21611416,3088
0.44436672,3089
0.41771215,3090
0.26814833,3091
0.23931077,3092
0.20976955,3093
0.19837727,3094
0.16204448,3095
0.24738728,3096
0.34434718,3097
0.24288595,3098
0.22261432,3099
0.28488365,3100
0.12407895,3101
0.19904752,3102
0.39172193,3103
0.34040263,3104
0.19698912,3105
0.11616114,3106
0.16586868,3107
0.16221993,3108
0.23763674,3109
0.22662283,3110
0.19837216,3111
0.16510607,3112
0.28843495,3113
0.21647927,3114
0.17797798,3115
0.20788406,3116
0.32487223,3117
0.35753325,3118
0.24786752,3119
0.20208617,3120
0.19324337,3121
0.25321227,3122
0.32096282,3123
0.269835,3124
0.27054787,3125
0.32683823,3126
0.34548327,3127
0.33350322,3128
0.27863353,3129
0.2761499,3130
0.4430731,3131
0.21884353,3132
0.19683005,3133
0.25733545,3134
0.11836674,3135
0.12213445,3136
0.30637476,3137
0.22764336,3138
0.1388541,3139
0.15173945,3140
0.107977964,3141
0.35624114,3142
0.4749331,3143
0.30701998,3144
0.471346,3145
