@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 4th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 4th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 4th spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
NaN,NaN,NaN,54
0.0035941817,1205.8594,228.0,55
0.0042204675,1248.9258,227.0,56
0.0046738256,1291.9922,230.0,57
0.0020544943,1378.125,224.0,58
0.0036557443,1421.1914,223.0,59
NaN,NaN,NaN,60
0.002984416,1550.3906,220.0,61
0.0030536077,602.9297,1.0,62
NaN,NaN,NaN,63
0.0023929777,1722.6562,216.0,64
0.0045946734,1765.7227,215.0,65
NaN,NaN,NaN,66
NaN,NaN,NaN,67
0.0071240896,1894.9219,212.0,68
0.0055334517,1076.6602,2.0,69
0.004889952,2024.1211,209.0,70
0.00515701,2067.1875,208.0,71
0.0048167184,2110.254,207.0,72
0.008229053,2153.3203,206.0,73
0.010608925,1162.793,1.0,74
0.008879348,2196.3867,211.0,75
0.009093429,2282.5195,210.0,76
0.009844927,2325.586,209.0,77
0.009548249,2368.6523,208.0,78
0.011547958,2411.7188,207.0,79
0.010851183,2454.7852,199.0,80
0.0097727105,2454.7852,206.0,81
0.009934692,2540.918,205.0,82
0.013029303,2583.9844,204.0,83
0.014901028,1421.1914,5.0,84
0.011216596,1421.1914,1.0,85
0.010545112,1464.2578,1.0,86
0.012235279,2756.25,192.0,87
0.018826567,1507.3242,1.0,88
0.017180834,2799.3164,199.0,89
0.01976757,2842.3828,190.0,90
0.0068490766,2928.5156,188.0,91
0.01707817,2928.5156,189.0,92
NaN,NaN,NaN,93
0.015610677,3014.6484,186.0,94
0.011801153,3057.7148,185.0,95
0.023989754,3057.7148,185.0,96
0.011744617,1679.5898,1.0,97
0.015669024,3143.8477,183.0,98
0.023630891,1679.5898,1.0,99
0.024855115,3186.914,192.0,100
0.019605717,3229.9805,181.0,101
0.02768618,3229.9805,182.0,102
0.0077186925,3316.1133,179.0,103
0.021682264,3316.1133,179.0,104
0.015078433,3359.1797,178.0,105
0.021142405,1808.7891,1.0,106
0.015950942,3402.246,177.0,107
0.029253589,3402.246,178.0,108
0.014824789,775.1953,15.0,109
0.013959425,3488.379,175.0,110
0.034477353,3445.3125,186.0,111
0.03379438,3488.379,176.0,112
0.034261733,3488.379,185.0,113
0.031286128,3531.4453,175.0,114
0.02547034,3574.5117,173.0,115
0.014504853,3617.5781,172.0,116
0.030150466,3574.5117,184.0,117
0.032880224,3617.5781,183.0,118
0.032230284,3617.5781,183.0,119
0.03722785,3660.6445,183.0,120
0.03300518,1593.457,28.0,121
0.033054918,3660.6445,182.0,122
0.038798682,1981.0547,11.0,123
0.03625341,3703.711,181.0,124
0.036449775,3703.711,181.0,125
0.032408115,1981.0547,19.0,126
0.042815268,3746.7773,180.0,127
0.037377812,2024.1211,18.0,128
0.036272347,2024.1211,18.0,129
0.01855419,3832.9102,25.0,130
0.028497567,3832.9102,167.0,131
0.04819583,3789.8438,179.0,132
0.03934529,3789.8438,179.0,133
0.03753378,3832.9102,179.0,134
0.04774441,3832.9102,179.0,135
0.044130612,3832.9102,179.0,136
0.04362012,3832.9102,178.0,137
0.0447463,3832.9102,178.0,138
0.035537142,3832.9102,178.0,139
0.052945804,3875.9766,178.0,140
0.039934777,3875.9766,178.0,141
0.047188118,3875.9766,178.0,142
0.04358297,3875.9766,19.0,143
0.042798553,3875.9766,180.0,144
0.044514794,3875.9766,178.0,145
0.039603673,3875.9766,178.0,146
0.049469028,1119.7266,19.0,147
0.040495712,2067.1875,13.0,148
0.080833435,1679.5898,24.0,149
0.0567677,3875.9766,26.0,150
0.035014793,3359.1797,13.0,151
0.04255797,1679.5898,8.0,152
0.046527475,1679.5898,16.0,153
0.057873227,3875.9766,177.0,154
0.055643372,3875.9766,19.0,155
0.05867145,732.1289,25.0,156
0.05417461,3875.9766,171.0,157
0.049540363,732.1289,26.0,158
0.050474737,1679.5898,31.0,159
0.051121917,732.1289,25.0,160
0.056646537,990.52734,16.0,161
0.05952086,1636.5234,24.0,162
0.048503026,3875.9766,178.0,163
0.05360092,3875.9766,178.0,164
0.05881183,3875.9766,178.0,165
0.061086442,3875.9766,178.0,166
0.055307467,3875.9766,178.0,167
0.048781306,3875.9766,173.0,168
0.06238115,1679.5898,5.0,169
0.053636122,3875.9766,20.0,170
0.052050907,3875.9766,19.0,171
0.05070593,2067.1875,15.0,172
0.052924033,2067.1875,21.0,173
0.04908157,3875.9766,15.0,174
0.06656483,2067.1875,20.0,175
0.051449213,2067.1875,23.0,176
0.05923117,1119.7266,29.0,177
0.0394435,2067.1875,13.0,178
0.0329641,3359.1797,13.0,179
0.059352707,1679.5898,10.0,180
0.051321372,3875.9766,26.0,181
0.044001028,2067.1875,10.0,182
0.043049492,2067.1875,12.0,183
0.059550595,3875.9766,26.0,184
0.05013699,1679.5898,22.0,185
0.0639762,1679.5898,24.0,186
0.069406636,1636.5234,22.0,187
0.041376375,2411.7188,9.0,188
0.048048873,3316.1133,19.0,189
0.054984096,1679.5898,5.0,190
0.059849784,2239.4531,12.0,191
0.049503524,3875.9766,21.0,192
0.055333875,1679.5898,5.0,193
0.061645478,2971.582,9.0,194
0.04836894,3316.1133,14.0,195
0.05790359,3875.9766,21.0,196
0.055633612,1679.5898,22.0,197
0.048879117,3875.9766,178.0,198
0.04867201,2067.1875,10.0,199
0.05312818,3875.9766,25.0,200
0.040417813,3875.9766,21.0,201
0.04943032,861.3281,21.0,202
0.040601272,3316.1133,19.0,203
0.031390682,4134.375,15.0,204
0.08368415,2239.4531,9.0,205
0.05508725,2928.5156,15.0,206
0.052005354,2239.4531,7.0,207
0.03922543,2239.4531,6.0,208
0.051490642,2756.25,9.0,209
0.047543656,2885.4492,11.0,210
0.044516675,2885.4492,17.0,211
0.031939577,3875.9766,16.0,212
0.03832447,2067.1875,20.0,213
0.04086388,3316.1133,22.0,214
0.044281363,3316.1133,17.0,215
0.054538447,818.2617,23.0,216
0.046351664,3875.9766,19.0,217
0.046635807,3875.9766,21.0,218
0.054023497,1679.5898,5.0,219
0.05923598,1679.5898,5.0,220
0.058416575,2928.5156,26.0,221
0.06430063,2756.25,19.0,222
0.05467121,3875.9766,19.0,223
0.058575407,4134.375,15.0,224
0.06575793,2756.25,30.0,225
0.0660244,1248.9258,24.0,226
0.057569474,2756.25,19.0,227
0.05558753,1679.5898,5.0,228
0.052038446,3875.9766,18.0,229
0.05168131,4134.375,165.0,230
0.050643303,3875.9766,10.0,231
0.04367381,1679.5898,9.0,232
0.051501203,2196.3867,17.0,233
0.044694383,3660.6445,15.0,234
0.054993246,775.1953,15.0,235
0.04766693,3316.1133,26.0,236
0.056302417,129.19922,9.0,237
0.058605045,3919.043,19.0,238
0.062976874,2799.3164,15.0,239
0.06598488,3875.9766,26.0,240
0.042612515,1679.5898,20.0,241
0.053678405,2067.1875,20.0,242
0.053729422,3316.1133,17.0,243
0.049494978,3875.9766,18.0,244
0.048398566,3875.9766,17.0,245
0.07773497,3316.1133,18.0,246
0.06958891,2756.25,10.0,247
0.0487038,3875.9766,10.0,248
0.049160175,2454.7852,10.0,249
0.04982266,3875.9766,13.0,250
0.047568664,3875.9766,178.0,251
0.054551285,2067.1875,25.0,252
0.044304643,1076.6602,22.0,253
0.046421777,3875.9766,29.0,254
0.043447953,1076.6602,14.0,255
0.06517591,3875.9766,22.0,256
0.06482152,1679.5898,10.0,257
0.06124338,1679.5898,21.0,258
0.06397753,1679.5898,24.0,259
0.05277636,1679.5898,20.0,260
0.059031773,2067.1875,20.0,261
0.052414674,2756.25,17.0,262
0.066995114,1119.7266,19.0,263
0.04987438,430.66406,10.0,264
0.064913124,732.1289,26.0,265
0.05860349,732.1289,23.0,266
0.08290381,2239.4531,10.0,267
0.049150366,2756.25,9.0,268
0.056648757,2756.25,17.0,269
0.06893879,2756.25,16.0,270
0.05155184,990.52734,19.0,271
0.06807814,1033.5938,19.0,272
0.04998541,3875.9766,29.0,273
0.04179016,3875.9766,29.0,274
0.034333147,4565.039,167.0,275
0.05043494,1076.6602,13.0,276
0.03951586,4134.375,167.0,277
0.042625,3057.7148,12.0,278
0.0453402,4134.375,15.0,279
0.04991827,2756.25,6.0,280
0.047307484,4565.039,155.0,281
0.04667475,4435.84,18.0,282
0.04599504,1679.5898,9.0,283
0.041904237,1636.5234,25.0,284
0.0702926,1679.5898,22.0,285
0.05034993,2067.1875,13.0,286
0.0635109,1119.7266,18.0,287
0.05207811,430.66406,17.0,288
0.056249388,1119.7266,19.0,289
0.05199878,1119.7266,27.0,290
0.06853204,1119.7266,18.0,291
0.064487256,2196.3867,12.0,292
0.044080853,2756.25,8.0,293
0.05207279,2756.25,32.0,294
0.06999054,2756.25,19.0,295
0.060438972,1636.5234,20.0,296
0.054830216,430.66406,11.0,297
0.06882771,2756.25,9.0,298
0.06342112,387.59766,11.0,299
0.0522918,2583.9844,6.0,300
0.067063965,387.59766,11.0,301
0.061345413,2756.25,9.0,302
0.06491597,2067.1875,16.0,303
0.050608452,2497.8516,5.0,304
0.051529985,3316.1133,12.0,305
0.04163739,4565.039,178.0,306
0.0432078,3359.1797,26.0,307
0.04835268,1076.6602,24.0,308
0.058480203,1033.5938,20.0,309
0.067163505,1033.5938,19.0,310
0.07073554,1076.6602,12.0,311
0.06562646,1119.7266,21.0,312
0.048896976,4134.375,165.0,313
0.059293173,3316.1133,18.0,314
0.07003589,1248.9258,13.0,315
0.06002782,1205.8594,14.0,316
0.0591577,3229.9805,11.0,317
0.054565262,818.2617,9.0,318
0.059596896,430.66406,8.0,319
0.059364673,1033.5938,19.0,320
0.045231353,2411.7188,7.0,321
0.047141142,3746.7773,15.0,322
0.058583636,2282.5195,7.0,323
0.07544083,1894.9219,16.0,324
0.08086959,3057.7148,5.0,325
0.062098596,1808.7891,16.0,326
0.06728618,430.66406,7.0,327
0.052781783,1378.125,15.0,328
0.03433641,1507.3242,15.0,329
0.036912523,2282.5195,12.0,330
0.020571966,947.46094,2.0,331
0.04087976,2583.9844,12.0,332
0.0422217,3574.5117,7.0,333
0.051693033,3746.7773,175.0,334
0.046962395,645.9961,22.0,335
0.031166436,689.0625,9.0,336
0.017259387,1205.8594,1.0,337
0.009914296,1593.457,223.0,338
0.057963714,3832.9102,172.0,339
0.053554572,2368.6523,7.0,340
0.054026056,3660.6445,173.0,341
0.029071324,3660.6445,176.0,342
0.012025282,2282.5195,8.0,343
NaN,NaN,NaN,344
0.014665031,3746.7773,169.0,345
0.046933487,3574.5117,19.0,346
0.038055077,172.26562,8.0,347
0.03540937,2411.7188,7.0,348
0.03210008,2239.4531,16.0,349
0.012194922,2368.6523,17.0,350
NaN,NaN,NaN,351
NaN,NaN,NaN,352
0.05279079,3660.6445,6.0,353
0.03885852,2368.6523,13.0,354
0.039170336,2713.1836,13.0,355
0.023416398,3660.6445,176.0,356
0.0074275667,1335.0586,29.0,357
NaN,NaN,NaN,358
0.02326476,3488.379,6.0,359
0.04087775,3574.5117,18.0,360
0.050878353,2411.7188,6.0,361
0.049846,3488.379,13.0,362
0.03858463,2583.9844,5.0,363
0.009549387,1765.7227,27.0,364
NaN,NaN,NaN,365
NaN,NaN,NaN,366
0.1017251,387.59766,1.0,367
0.06598677,2325.586,8.0,368
0.06048569,2670.1172,9.0,369
0.076879196,2454.7852,21.0,370
0.06809921,1679.5898,28.0,371
0.053015947,990.52734,10.0,372
0.09321222,947.46094,7.0,373
0.05805809,3402.246,16.0,374
0.052089125,1464.2578,15.0,375
0.0470307,3617.5781,184.0,376
0.077319235,602.9297,21.0,377
0.059659407,2454.7852,26.0,378
0.048860203,818.2617,14.0,379
0.037567496,1722.6562,31.0,380
0.05828198,2756.25,21.0,381
0.070132025,3445.3125,15.0,382
0.05706089,3057.7148,10.0,383
0.05886237,1033.5938,14.0,384
0.0569118,2842.3828,17.0,385
0.065233804,689.0625,5.0,386
0.05589646,3919.043,13.0,387
0.0694097,732.1289,16.0,388
0.06799484,2885.4492,12.0,389
0.07893048,3229.9805,17.0,390
0.060443375,3574.5117,20.0,391
0.058504745,2325.586,8.0,392
0.061953142,645.9961,35.0,393
0.065552644,3316.1133,16.0,394
0.070839204,2928.5156,11.0,395
0.05877048,1248.9258,10.0,396
0.07487626,3316.1133,20.0,397
0.07600349,2799.3164,20.0,398
0.08187061,2756.25,14.0,399
0.062782064,559.8633,11.0,400
0.069543175,430.66406,15.0,401
0.056147676,1722.6562,23.0,402
0.05641483,1679.5898,6.0,403
0.059102193,1119.7266,15.0,404
0.062923566,3316.1133,20.0,405
0.079534516,559.8633,11.0,406
0.049328867,602.9297,5.0,407
0.050282296,1679.5898,21.0,408
0.07220645,2368.6523,17.0,409
0.07731729,775.1953,7.0,410
0.068750404,3316.1133,16.0,411
0.07694717,2368.6523,10.0,412
0.0880808,732.1289,28.0,413
0.078045934,2540.918,33.0,414
0.08638189,2627.0508,7.0,415
0.056030817,2627.0508,9.0,416
0.0838504,3100.7812,9.0,417
0.034642417,3660.6445,13.0,418
0.04418172,3617.5781,175.0,419
0.045012075,2196.3867,29.0,420
0.061223783,2497.8516,16.0,421
0.045581568,1378.125,9.0,422
0.06491419,990.52734,12.0,423
0.061593678,3402.246,27.0,424
0.07325417,2454.7852,7.0,425
0.06720887,473.73047,4.0,426
0.0579159,2713.1836,16.0,427
0.08165647,430.66406,3.0,428
0.07917669,2756.25,11.0,429
0.07017098,1119.7266,19.0,430
0.064128876,3445.3125,18.0,431
0.06667529,1248.9258,21.0,432
0.057237554,3273.0469,12.0,433
0.06221476,602.9297,25.0,434
0.06548712,3143.8477,14.0,435
0.067595005,2239.4531,12.0,436
0.05683959,3703.711,98.0,437
0.050999206,3660.6445,55.0,438
0.05629313,5254.1016,15.0,439
0.05629477,3316.1133,19.0,440
0.053194214,5426.367,35.0,441
0.062480547,3402.246,7.0,442
0.05927112,732.1289,10.0,443
0.0475993,3875.9766,170.0,444
0.07051987,2411.7188,11.0,445
0.063372724,3359.1797,19.0,446
0.08240819,1851.8555,13.0,447
0.07257379,1679.5898,22.0,448
0.07439463,2411.7188,22.0,449
0.0665641,1335.0586,20.0,450
0.04192509,1248.9258,6.0,451
0.06267927,2196.3867,24.0,452
0.06915371,818.2617,14.0,453
0.08204084,2540.918,26.0,454
0.0692709,732.1289,11.0,455
0.075314425,387.59766,5.0,456
0.06772372,2842.3828,16.0,457
0.059077643,2239.4531,17.0,458
0.089820154,1679.5898,4.0,459
0.050747734,3229.9805,25.0,460
0.054064598,2799.3164,14.0,461
0.037228934,2842.3828,14.0,462
0.04887903,1765.7227,11.0,463
0.045277514,1808.7891,7.0,464
0.057851266,3789.8438,156.0,465
0.050546367,3402.246,36.0,466
0.038987346,3445.3125,17.0,467
0.037974186,2368.6523,8.0,468
0.056107435,3746.7773,27.0,469
0.054511473,3402.246,12.0,470
0.05087624,1033.5938,37.0,471
0.041257665,1033.5938,18.0,472
0.030053305,4694.2383,169.0,473
0.037897862,2239.4531,17.0,474
0.044759892,1033.5938,36.0,475
0.051124983,2799.3164,10.0,476
0.0669189,559.8633,6.0,477
0.06881241,1119.7266,36.0,478
0.050071146,602.9297,1.0,479
0.057094567,861.3281,8.0,480
0.053483002,3316.1133,18.0,481
0.06211986,2540.918,43.0,482
0.051041853,2454.7852,33.0,483
0.03750806,2713.1836,32.0,484
0.047520712,3445.3125,13.0,485
0.046806436,3832.9102,56.0,486
0.034328543,3273.0469,12.0,487
0.044873323,2239.4531,31.0,488
0.04131427,5297.168,119.0,489
0.04599174,9862.207,34.0,490
0.05150807,2842.3828,18.0,491
0.060752273,2756.25,13.0,492
0.044638555,3402.246,22.0,493
0.054901853,3402.246,75.0,494
0.04341486,2971.582,16.0,495
0.061388128,1033.5938,13.0,496
0.041844685,1076.6602,25.0,497
0.045760565,3014.6484,16.0,498
0.04654135,4220.508,165.0,499
0.04804296,3014.6484,21.0,500
0.052819453,2799.3164,10.0,501
0.042564474,861.3281,21.0,502
0.0633031,2756.25,11.0,503
0.05349981,2627.0508,17.0,504
0.075242,1076.6602,2.0,505
0.06981165,645.9961,9.0,506
0.079419665,2368.6523,10.0,507
0.0540477,602.9297,8.0,508
0.07196603,1248.9258,7.0,509
0.05339227,559.8633,4.0,510
0.060137868,1119.7266,4.0,511
0.049193572,1679.5898,7.0,512
0.0403946,1679.5898,17.0,513
0.06318192,3445.3125,19.0,514
0.054406706,3316.1133,18.0,515
0.046135973,3186.914,7.0,516
0.0439702,3660.6445,15.0,517
0.07349381,2885.4492,11.0,518
0.065791756,2368.6523,18.0,519
0.052348625,3574.5117,20.0,520
0.05098066,3402.246,7.0,521
0.06213582,732.1289,12.0,522
0.055982918,2583.9844,22.0,523
0.05255716,732.1289,18.0,524
0.048220433,775.1953,28.0,525
0.052178625,645.9961,8.0,526
0.057671346,1033.5938,20.0,527
0.033318207,1033.5938,25.0,528
0.04262435,1033.5938,15.0,529
0.03948727,1033.5938,12.0,530
0.046860818,2411.7188,9.0,531
0.06233095,473.73047,7.0,532
0.052276082,473.73047,9.0,533
0.06405958,3316.1133,11.0,534
0.042592794,2196.3867,5.0,535
0.04932285,1248.9258,16.0,536
0.05935011,3229.9805,15.0,537
0.050852805,3789.8438,16.0,538
0.06035833,559.8633,7.0,539
0.048969127,689.0625,3.0,540
0.039692927,1291.9922,10.0,541
0.042498995,3186.914,22.0,542
0.046608172,1291.9922,8.0,543
0.05514772,2971.582,11.0,544
0.063623905,473.73047,16.0,545
0.09065251,2540.918,23.0,546
0.04721045,3359.1797,5.0,547
0.045663092,818.2617,5.0,548
0.05487569,3919.043,172.0,549
0.057251446,3057.7148,11.0,550
0.05001837,3445.3125,4.0,551
0.07594882,2627.0508,7.0,552
0.06633122,559.8633,16.0,553
0.073808156,2368.6523,19.0,554
0.07666052,2411.7188,24.0,555
0.07731706,1679.5898,19.0,556
0.06637931,1894.9219,11.0,557
0.08477615,2627.0508,14.0,558
0.10473744,1679.5898,17.0,559
0.08445763,2627.0508,14.0,560
0.057922665,1248.9258,6.0,561
0.04372098,2239.4531,8.0,562
0.07277225,258.39844,11.0,563
0.0809557,1248.9258,10.0,564
0.058070246,2540.918,13.0,565
0.06017842,258.39844,8.0,566
0.07628022,818.2617,11.0,567
0.04914644,2239.4531,10.0,568
0.08068085,1679.5898,10.0,569
0.061780356,1679.5898,9.0,570
0.05506486,2799.3164,20.0,571
0.055208396,1119.7266,16.0,572
0.07100979,1248.9258,11.0,573
0.031659227,4134.375,66.0,574
0.04831019,2713.1836,37.0,575
0.048419714,3359.1797,22.0,576
0.04871416,2454.7852,7.0,577
0.07004946,2540.918,28.0,578
0.051816862,3402.246,8.0,579
0.047829278,861.3281,17.0,580
0.026390754,5167.9688,159.0,581
0.04696532,2885.4492,13.0,582
0.040454708,1076.6602,19.0,583
0.046750687,3316.1133,11.0,584
0.06650164,689.0625,12.0,585
0.044807542,3057.7148,13.0,586
0.074248604,2239.4531,24.0,587
0.05955853,3660.6445,176.0,588
0.08003125,2756.25,51.0,589
0.0681231,3875.9766,38.0,590
0.040812653,1119.7266,17.0,591
0.042504527,947.46094,33.0,592
0.05396183,3746.7773,47.0,593
0.044371083,990.52734,5.0,594
0.039802812,3703.711,182.0,595
0.0327825,3962.1094,56.0,596
0.05295798,602.9297,5.0,597
0.048374027,3789.8438,143.0,598
0.04830062,2411.7188,17.0,599
0.038177628,3186.914,117.0,600
0.053769216,1636.5234,19.0,601
0.055757146,3746.7773,44.0,602
0.035399213,3703.711,29.0,603
0.047087185,3617.5781,14.0,604
0.042179827,3100.7812,187.0,605
0.05783265,2368.6523,9.0,606
0.06271021,3186.914,9.0,607
0.048002232,3488.379,26.0,608
0.045066837,775.1953,17.0,609
0.06912136,732.1289,15.0,610
0.03940022,3746.7773,47.0,611
0.03914617,3746.7773,173.0,612
0.04020803,3445.3125,9.0,613
0.05477983,2799.3164,11.0,614
0.06591255,645.9961,9.0,615
0.057644404,1119.7266,12.0,616
0.106270626,559.8633,17.0,617
0.07259795,559.8633,6.0,618
0.10475667,689.0625,9.0,619
0.073896885,2799.3164,7.0,620
0.06552015,2454.7852,14.0,621
0.084758975,2756.25,23.0,622
0.037033573,3488.379,4.0,623
0.057125717,3316.1133,20.0,624
0.05576722,2756.25,21.0,625
0.04909647,3875.9766,16.0,626
0.04858238,2325.586,14.0,627
0.049093757,2024.1211,13.0,628
0.05686466,1593.457,22.0,629
0.060769714,602.9297,9.0,630
0.052444644,3057.7148,8.0,631
0.08574203,2239.4531,11.0,632
0.05224338,2928.5156,5.0,633
0.06645124,2411.7188,15.0,634
0.059687734,430.66406,10.0,635
0.05738396,1033.5938,14.0,636
0.060436476,3100.7812,14.0,637
0.053586088,1248.9258,5.0,638
0.056903612,3617.5781,17.0,639
0.066146314,602.9297,12.0,640
0.051183593,3316.1133,16.0,641
0.061865583,1550.3906,18.0,642
0.05926592,3402.246,183.0,643
0.054356206,3143.8477,21.0,644
0.06009474,2454.7852,15.0,645
0.06852758,1291.9922,2.0,646
0.06330214,3316.1133,33.0,647
0.07053279,3359.1797,25.0,648
0.06857037,3359.1797,24.0,649
0.05841294,2928.5156,26.0,650
0.09770518,1378.125,23.0,651
0.047477234,2842.3828,15.0,652
0.051725514,3273.0469,16.0,653
0.045914542,2756.25,7.0,654
0.044527184,3875.9766,172.0,655
0.08169587,3488.379,10.0,656
0.054970134,775.1953,7.0,657
0.058423694,732.1289,9.0,658
0.055367105,2411.7188,16.0,659
0.06410203,2368.6523,1.0,660
0.05003937,2540.918,8.0,661
0.058110874,2583.9844,9.0,662
0.0670223,1851.8555,19.0,663
0.07401108,1851.8555,15.0,664
0.060549293,1248.9258,6.0,665
0.05317466,1894.9219,11.0,666
0.065156735,2756.25,32.0,667
0.08197941,818.2617,9.0,668
0.07295741,2411.7188,20.0,669
0.057570525,1679.5898,12.0,670
0.05085655,2842.3828,20.0,671
0.06745067,2627.0508,11.0,672
0.07808278,2670.1172,24.0,673
0.06383376,1679.5898,9.0,674
0.083241105,430.66406,7.0,675
0.106783874,861.3281,9.0,676
0.08240193,1076.6602,9.0,677
0.055699248,2799.3164,17.0,678
0.07184909,1248.9258,19.0,679
0.09267967,1679.5898,18.0,680
0.062108245,1119.7266,9.0,681
0.053564623,2756.25,21.0,682
0.03995517,2411.7188,5.0,683
0.057137717,2540.918,20.0,684
0.054607213,2670.1172,24.0,685
0.044933267,2670.1172,11.0,686
0.05420955,1248.9258,28.0,687
0.04810933,732.1289,14.0,688
0.041711856,3014.6484,8.0,689
0.039536975,990.52734,22.0,690
0.04044026,1033.5938,15.0,691
0.051026408,473.73047,9.0,692
0.055522654,516.7969,6.0,693
0.0525254,1679.5898,28.0,694
0.035853513,5038.7695,156.0,695
0.050831195,1033.5938,17.0,696
0.061367307,2928.5156,10.0,697
0.06939642,1119.7266,51.0,698
0.07039729,301.46484,1.0,699
0.055647805,2540.918,22.0,700
0.052028008,3273.0469,16.0,701
0.07430427,947.46094,21.0,702
0.036429487,2627.0508,10.0,703
0.05150195,2885.4492,12.0,704
0.058256388,861.3281,9.0,705
0.043297354,2842.3828,17.0,706
0.04255278,3574.5117,12.0,707
0.038084045,10077.539,31.0,708
0.043971155,2756.25,123.0,709
0.043155365,473.73047,2.0,710
0.06172302,2842.3828,29.0,711
0.07172745,602.9297,12.0,712
0.05370789,1937.9883,11.0,713
0.07285167,1679.5898,22.0,714
0.07005074,1033.5938,14.0,715
0.06430912,3617.5781,179.0,716
0.044277932,645.9961,36.0,717
0.04334823,3531.4453,10.0,718
0.056013726,2756.25,12.0,719
0.041427914,4220.508,167.0,720
0.045974135,818.2617,33.0,721
0.04851827,3574.5117,18.0,722
0.089841895,732.1289,21.0,723
0.053008527,2799.3164,10.0,724
0.063281834,1636.5234,21.0,725
0.064518794,818.2617,12.0,726
0.07997852,2497.8516,27.0,727
0.06445585,2454.7852,13.0,728
0.07488239,1248.9258,12.0,729
0.11314728,2497.8516,10.0,730
0.09183383,2540.918,13.0,731
0.044782892,1550.3906,15.0,732
0.04655433,2497.8516,14.0,733
0.045694876,2411.7188,10.0,734
0.04206506,3229.9805,11.0,735
0.035435203,3273.0469,14.0,736
0.04868713,2627.0508,32.0,737
0.039822146,1679.5898,9.0,738
0.050678324,1464.2578,26.0,739
0.059516262,3359.1797,23.0,740
0.07273793,3746.7773,42.0,741
0.04737651,3316.1133,8.0,742
0.05460948,3746.7773,24.0,743
0.08774668,2713.1836,12.0,744
0.068402074,3186.914,16.0,745
0.051989604,3229.9805,15.0,746
0.045445167,1248.9258,22.0,747
0.050300676,3229.9805,189.0,748
0.04117322,3273.0469,38.0,749
0.044408005,1033.5938,20.0,750
0.041787777,1033.5938,12.0,751
0.082525276,818.2617,30.0,752
0.060392328,775.1953,18.0,753
0.060449287,3962.1094,36.0,754
0.068262376,2239.4531,20.0,755
0.056303512,2928.5156,8.0,756
0.06230424,1679.5898,14.0,757
0.06906672,1291.9922,7.0,758
0.058980454,3875.9766,176.0,759
0.04508036,861.3281,7.0,760
0.041257415,1679.5898,19.0,761
0.06433702,1248.9258,22.0,762
0.050218794,2454.7852,12.0,763
0.058112573,3273.0469,19.0,764
0.057746273,2067.1875,12.0,765
0.04952186,2497.8516,20.0,766
0.041157592,2971.582,16.0,767
0.03656461,2497.8516,14.0,768
0.030486424,775.1953,15.0,769
0.035090458,2239.4531,11.0,770
0.051725473,732.1289,11.0,771
