@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 4th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 4th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 4th spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.055324286,3402.246,12.0,772
0.046268377,3186.914,18.0,773
0.078945436,1248.9258,9.0,774
0.050461248,2713.1836,20.0,775
0.07616705,1851.8555,9.0,776
0.06564238,3316.1133,24.0,777
0.05687643,3186.914,13.0,778
0.0573758,3316.1133,19.0,779
0.07958018,473.73047,5.0,780
0.068319716,2540.918,26.0,781
0.07888026,732.1289,12.0,782
0.05206515,301.46484,2.0,783
0.05663826,1851.8555,19.0,784
0.04966274,3273.0469,192.0,785
0.060254145,3316.1133,7.0,786
0.10465827,1679.5898,11.0,787
0.07052545,2799.3164,17.0,788
0.08895009,4478.9062,193.0,789
0.06112644,2454.7852,9.0,790
0.059427712,4478.9062,176.0,791
0.03993431,1291.9922,4.0,792
0.071743466,2497.8516,45.0,793
0.07829778,645.9961,10.0,794
0.04453042,1248.9258,10.0,795
0.038380716,2239.4531,18.0,796
0.034112327,1722.6562,15.0,797
0.03454257,2583.9844,17.0,798
0.034442857,3402.246,13.0,799
0.08951708,3359.1797,16.0,800
0.045016102,1421.1914,13.0,801
0.047814645,4521.9727,78.0,802
0.06704032,1033.5938,34.0,803
0.044934954,3316.1133,17.0,804
0.036140624,3574.5117,174.0,805
0.07175815,301.46484,1.0,806
0.06383285,775.1953,14.0,807
0.04802063,1119.7266,18.0,808
0.04173093,3445.3125,9.0,809
0.04365985,3186.914,25.0,810
0.042055856,5340.2344,32.0,811
0.026611201,5684.7656,19.0,812
0.053680852,1119.7266,34.0,813
0.045602474,3402.246,7.0,814
0.021396762,2153.3203,5.0,815
0.030896435,1937.9883,14.0,816
0.035006173,3531.4453,25.0,817
0.06622322,732.1289,24.0,818
0.068091586,775.1953,8.0,819
0.07882129,2799.3164,5.0,820
0.075585425,2928.5156,15.0,821
0.0722894,3014.6484,19.0,822
0.06637891,1593.457,26.0,823
0.07412965,2024.1211,8.0,824
0.062331926,3229.9805,13.0,825
0.05214732,3100.7812,35.0,826
0.06434764,2670.1172,5.0,827
0.055494506,3359.1797,8.0,828
0.058976207,1981.0547,3.0,829
0.040044453,3789.8438,34.0,830
0.061605543,86.13281,3.0,831
0.07872363,2627.0508,12.0,832
0.060781866,3402.246,27.0,833
0.062084414,775.1953,13.0,834
0.06563031,2756.25,17.0,835
0.038252816,1119.7266,16.0,836
0.067359805,1119.7266,16.0,837
0.04836274,3746.7773,14.0,838
0.052287202,818.2617,8.0,839
0.06728457,2368.6523,19.0,840
0.056593347,1593.457,32.0,841
0.042904142,2196.3867,13.0,842
0.048244126,3445.3125,12.0,843
0.045176037,430.66406,6.0,844
0.054096665,3531.4453,13.0,845
0.059523266,3875.9766,19.0,846
0.075744204,2756.25,10.0,847
0.06344303,2756.25,8.0,848
0.07057031,1894.9219,19.0,849
0.05967268,3617.5781,172.0,850
0.069681175,2670.1172,15.0,851
0.054597437,2454.7852,14.0,852
0.051216323,2713.1836,8.0,853
0.058174662,3746.7773,14.0,854
0.08703241,2239.4531,16.0,855
0.040501907,602.9297,4.0,856
0.053470507,1076.6602,11.0,857
0.061848555,3445.3125,36.0,858
0.06752433,2885.4492,7.0,859
0.048203357,3057.7148,7.0,860
0.059700053,2411.7188,8.0,861
0.05794337,3660.6445,185.0,862
0.048711643,2497.8516,16.0,863
0.047068425,1593.457,15.0,864
0.06515652,473.73047,6.0,865
0.053974044,3919.043,179.0,866
0.05294233,2670.1172,10.0,867
0.046704393,3703.711,30.0,868
0.06375168,2799.3164,19.0,869
0.05160556,1119.7266,16.0,870
0.043027937,3703.711,21.0,871
0.0660709,559.8633,8.0,872
0.04289146,1248.9258,12.0,873
0.0573367,2627.0508,17.0,874
0.06209895,1593.457,13.0,875
0.07586091,818.2617,6.0,876
0.042200617,1851.8555,9.0,877
0.089351006,2368.6523,22.0,878
0.06661237,2842.3828,20.0,879
0.058235727,4995.703,171.0,880
0.05468637,2540.918,16.0,881
0.06723843,3919.043,19.0,882
0.054834437,861.3281,6.0,883
0.067411266,689.0625,8.0,884
0.071695745,732.1289,16.0,885
0.06588647,2971.582,10.0,886
0.06538107,2325.586,21.0,887
0.059110455,1248.9258,25.0,888
0.053649694,3919.043,179.0,889
0.04989663,3703.711,16.0,890
0.039734032,3402.246,15.0,891
0.04526932,3273.0469,18.0,892
0.042277038,2411.7188,68.0,893
0.04408672,2928.5156,52.0,894
0.054186147,2454.7852,8.0,895
0.047972918,3660.6445,182.0,896
0.048868794,645.9961,5.0,897
0.031686332,2799.3164,56.0,898
0.02690894,2196.3867,9.0,899
0.02927465,4995.703,167.0,900
0.029763816,1507.3242,19.0,901
0.044398002,1593.457,16.0,902
0.073362574,1033.5938,20.0,903
0.0572239,2713.1836,40.0,904
0.046044447,2540.918,26.0,905
0.036208954,3789.8438,5.0,906
0.041507658,2583.9844,9.0,907
0.051984567,2627.0508,14.0,908
0.06507493,2756.25,5.0,909
0.043752164,3359.1797,15.0,910
0.04250566,3014.6484,7.0,911
0.025279902,3703.711,19.0,912
0.04673407,43.066406,1.0,913
0.032570407,3229.9805,25.0,914
0.028888965,3919.043,36.0,915
0.044548146,172.26562,8.0,916
0.05462401,2368.6523,5.0,917
0.04288135,1119.7266,36.0,918
0.03736752,4823.4375,19.0,919
0.028203987,6158.496,18.0,920
0.047542583,5340.2344,26.0,921
0.041548736,2411.7188,16.0,922
0.054422073,645.9961,11.0,923
0.054097433,473.73047,5.0,924
0.031792372,3186.914,10.0,925
0.025651967,3574.5117,17.0,926
0.030718636,1507.3242,18.0,927
0.036586113,732.1289,12.0,928
0.041916788,3014.6484,22.0,929
0.053217214,732.1289,8.0,930
0.103818685,2368.6523,19.0,931
0.050896447,1033.5938,6.0,932
0.06540511,2282.5195,15.0,933
0.08727008,2627.0508,10.0,934
0.083515845,2627.0508,12.0,935
0.06917887,818.2617,8.0,936
0.057388417,2067.1875,11.0,937
0.060171936,2885.4492,25.0,938
0.049346957,3919.043,170.0,939
0.038980197,3660.6445,13.0,940
0.03717938,5254.1016,141.0,941
0.058621895,818.2617,23.0,942
0.052038405,559.8633,6.0,943
0.063710235,3574.5117,47.0,944
0.06638318,1550.3906,15.0,945
0.0453438,2454.7852,11.0,946
0.07187109,2756.25,14.0,947
0.05588311,1421.1914,32.0,948
0.04442327,3617.5781,35.0,949
0.048346333,559.8633,15.0,950
0.05293788,1421.1914,22.0,951
0.041458312,2756.25,28.0,952
0.052913874,861.3281,4.0,953
0.044124234,2454.7852,23.0,954
0.042279255,3186.914,10.0,955
0.091515854,2799.3164,6.0,956
0.05640869,3488.379,181.0,957
0.08014195,861.3281,14.0,958
0.05561174,861.3281,14.0,959
0.048841264,3057.7148,9.0,960
0.049899966,2368.6523,14.0,961
0.07227302,2067.1875,18.0,962
0.04747777,2583.9844,10.0,963
0.053979922,3100.7812,15.0,964
0.0873408,3445.3125,27.0,965
0.044587363,3531.4453,176.0,966
0.043484326,4995.703,173.0,967
0.06304263,559.8633,9.0,968
0.05686543,4995.703,167.0,969
0.060233094,3229.9805,16.0,970
0.05704242,3703.711,15.0,971
0.06192086,3402.246,12.0,972
0.041180436,3574.5117,179.0,973
0.048231363,2239.4531,20.0,974
0.048669912,3273.0469,20.0,975
0.0604919,2842.3828,12.0,976
0.0590492,2928.5156,4.0,977
0.056529265,2756.25,21.0,978
0.06164272,689.0625,9.0,979
0.05217684,1119.7266,34.0,980
0.052014302,1119.7266,19.0,981
0.042977218,2282.5195,9.0,982
0.05715333,1119.7266,20.0,983
0.06607682,2153.3203,18.0,984
0.06396937,2713.1836,14.0,985
0.07752422,775.1953,6.0,986
0.088384315,947.46094,13.0,987
0.07071508,2627.0508,21.0,988
0.058078714,3316.1133,24.0,989
0.059096776,2713.1836,8.0,990
0.05283431,775.1953,22.0,991
0.07378674,3919.043,173.0,992
0.048861656,3789.8438,169.0,993
0.054091174,2627.0508,14.0,994
0.054338552,3402.246,8.0,995
0.046912525,2540.918,16.0,996
0.054575562,2411.7188,16.0,997
0.061530303,473.73047,6.0,998
0.06022973,2670.1172,16.0,999
0.078079395,602.9297,5.0,1000
0.04855256,473.73047,3.0,1001
0.08107624,1722.6562,25.0,1002
0.045362018,2411.7188,36.0,1003
0.05087541,2067.1875,10.0,1004
0.074078806,861.3281,10.0,1005
0.06252483,1808.7891,11.0,1006
0.058091395,1808.7891,11.0,1007
0.045192014,1765.7227,18.0,1008
0.059356973,645.9961,3.0,1009
0.039647155,2799.3164,216.0,1010
0.031213785,387.59766,2.0,1011
0.032838494,2454.7852,10.0,1012
0.07529606,2239.4531,10.0,1013
0.043582022,818.2617,15.0,1014
0.045229957,3143.8477,17.0,1015
0.047198467,2454.7852,12.0,1016
0.057742473,3316.1133,47.0,1017
0.076847374,1851.8555,9.0,1018
0.057479363,3316.1133,20.0,1019
0.050100315,3273.0469,14.0,1020
0.06394044,1291.9922,17.0,1021
0.036596365,2928.5156,6.0,1022
0.057728354,1033.5938,12.0,1023
0.04829405,430.66406,7.0,1024
0.015192683,5340.2344,10.0,1025
0.056659486,818.2617,15.0,1026
0.08815856,129.19922,7.0,1027
0.07517948,1679.5898,11.0,1028
0.0680812,387.59766,7.0,1029
0.058276106,1808.7891,9.0,1030
0.061719757,2454.7852,9.0,1031
0.11328526,430.66406,3.0,1032
0.0589735,3316.1133,17.0,1033
0.051521707,2756.25,14.0,1034
0.09053108,387.59766,6.0,1035
0.090497285,129.19922,3.0,1036
0.045527488,2713.1836,13.0,1037
0.065857,3617.5781,61.0,1038
0.048883222,1765.7227,2.0,1039
0.041285552,2497.8516,18.0,1040
0.049654946,3143.8477,13.0,1041
0.06807763,129.19922,3.0,1042
0.06317521,3359.1797,27.0,1043
0.05093285,689.0625,15.0,1044
0.031395737,5211.035,36.0,1045
0.027372679,775.1953,34.0,1046
0.019655444,5254.1016,32.0,1047
0.06965193,3186.914,13.0,1048
0.05741493,3057.7148,12.0,1049
0.0346996,2497.8516,11.0,1050
0.037886955,6072.3633,88.0,1051
0.03421042,473.73047,2.0,1052
0.02028033,2627.0508,97.0,1053
0.023611933,3014.6484,13.0,1054
0.06326023,2928.5156,15.0,1055
0.057000767,3143.8477,6.0,1056
0.06458524,732.1289,9.0,1057
0.06674603,1119.7266,5.0,1058
0.040458392,3445.3125,5.0,1059
0.027177196,2885.4492,39.0,1060
0.14175084,1119.7266,7.0,1061
0.075378045,3316.1133,20.0,1062
0.067659296,3617.5781,179.0,1063
0.06530861,1421.1914,5.0,1064
0.12577346,818.2617,2.0,1065
0.04834778,3402.246,193.0,1066
0.023658177,3359.1797,198.0,1067
0.04904217,1076.6602,7.0,1068
0.057708655,3402.246,15.0,1069
0.08030804,3402.246,25.0,1070
0.07450982,3057.7148,14.0,1071
0.0659393,2497.8516,21.0,1072
0.034306906,3746.7773,174.0,1073
0.020531414,732.1289,10.0,1074
0.059776165,3359.1797,11.0,1075
0.09200871,2799.3164,18.0,1076
0.1306187,3531.4453,15.0,1077
0.0748401,2540.918,13.0,1078
0.093786255,2842.3828,9.0,1079
0.05780186,559.8633,32.0,1080
0.10172042,387.59766,10.0,1081
0.08386686,2885.4492,14.0,1082
0.09328147,3316.1133,23.0,1083
0.12084402,645.9961,3.0,1084
0.10088769,2842.3828,12.0,1085
0.13910893,1033.5938,21.0,1086
0.09073838,3531.4453,10.0,1087
0.05283928,3574.5117,179.0,1088
0.113716856,602.9297,4.0,1089
0.06652404,3359.1797,16.0,1090
0.05900879,3531.4453,13.0,1091
0.06491732,645.9961,3.0,1092
0.07120873,3531.4453,21.0,1093
0.04145696,3746.7773,192.0,1094
0.08041291,3531.4453,194.0,1095
0.08031199,3316.1133,184.0,1096
0.045070473,3488.379,22.0,1097
0.058188614,3316.1133,46.0,1098
0.026134713,3574.5117,21.0,1099
0.017654337,904.39453,14.0,1100
0.011756304,4392.7734,169.0,1101
0.056468632,3574.5117,17.0,1102
0.08194981,3359.1797,15.0,1103
0.09451571,2583.9844,10.0,1104
0.07108711,1550.3906,10.0,1105
0.07325554,2799.3164,12.0,1106
0.075715125,2799.3164,13.0,1107
0.053398926,3531.4453,11.0,1108
0.061221454,2282.5195,11.0,1109
0.053197663,2368.6523,22.0,1110
0.059735794,258.39844,11.0,1111
0.04781461,3186.914,9.0,1112
0.06902083,2411.7188,53.0,1113
0.039516523,2627.0508,14.0,1114
0.03512196,3875.9766,170.0,1115
0.044376433,645.9961,19.0,1116
0.053442936,2454.7852,9.0,1117
0.0713729,3316.1133,13.0,1118
0.08413738,3488.379,10.0,1119
0.052304156,2196.3867,46.0,1120
NaN,NaN,NaN,1121
0.01664512,3789.8438,172.0,1122
0.054694604,2325.586,28.0,1123
0.054283716,2799.3164,19.0,1124
0.042771146,4995.703,36.0,1125
0.041564684,645.9961,12.0,1126
NaN,NaN,NaN,1127
0.01662644,5857.0312,197.0,1128
0.056460883,775.1953,11.0,1129
0.055759367,3617.5781,178.0,1130
0.084868476,3316.1133,24.0,1131
0.025733463,3703.711,203.0,1132
0.035746124,3316.1133,191.0,1133
0.017632619,3703.711,177.0,1134
0.019141288,1291.9922,231.0,1135
NaN,NaN,NaN,1136
0.07606947,775.1953,7.0,1137
0.07939045,2627.0508,22.0,1138
0.08675596,3186.914,16.0,1139
0.06267021,559.8633,8.0,1140
0.059939284,2325.586,26.0,1141
0.045311704,2110.254,29.0,1142
0.04878562,2928.5156,3.0,1143
0.062744685,3229.9805,16.0,1144
0.11737337,818.2617,25.0,1145
0.08286484,3488.379,19.0,1146
0.06928001,818.2617,5.0,1147
0.02877984,645.9961,9.0,1148
0.011854202,2842.3828,15.0,1149
0.047361087,2282.5195,20.0,1150
0.036064554,3574.5117,178.0,1151
0.06797645,1076.6602,15.0,1152
0.05113522,3703.711,181.0,1153
0.05927026,2454.7852,200.0,1154
NaN,NaN,NaN,1155
NaN,NaN,NaN,1156
0.029694892,1076.6602,10.0,1157
0.10135676,2153.3203,5.0,1158
0.06314306,473.73047,36.0,1159
0.0494371,3143.8477,2.0,1160
0.027418207,2411.7188,13.0,1161
0.017269956,861.3281,23.0,1162
0.013548462,1636.5234,23.0,1163
0.04664915,602.9297,10.0,1164
0.0728065,3617.5781,9.0,1165
0.08122905,3186.914,10.0,1166
0.06924696,258.39844,11.0,1167
0.060941834,2497.8516,24.0,1168
0.055445064,2497.8516,12.0,1169
0.051635727,2540.918,203.0,1170
0.04319166,2540.918,20.0,1171
0.08751478,3316.1133,13.0,1172
0.07946215,3229.9805,17.0,1173
0.099265516,2756.25,19.0,1174
0.031246299,6201.5625,26.0,1175
0.050456032,6890.625,2.0,1176
0.049148463,6933.6914,21.0,1177
0.05889672,6244.629,29.0,1178
0.058629617,2024.1211,7.0,1179
0.05507054,2454.7852,5.0,1180
0.051173985,3488.379,189.0,1181
0.032965515,1291.9922,10.0,1182
0.021411298,2110.254,32.0,1183
0.01813568,5986.2305,166.0,1184
0.08437554,3660.6445,11.0,1185
0.0839591,1851.8555,15.0,1186
0.087999515,1851.8555,9.0,1187
0.072762534,387.59766,4.0,1188
0.071286045,2325.586,9.0,1189
0.06466281,1851.8555,14.0,1190
0.0952344,3789.8438,15.0,1191
0.11799771,2627.0508,13.0,1192
0.079663575,3316.1133,24.0,1193
0.10113627,818.2617,7.0,1194
0.113740996,3273.0469,25.0,1195
0.10227372,1894.9219,11.0,1196
0.08656535,3531.4453,12.0,1197
0.0976301,2411.7188,12.0,1198
0.088008806,2411.7188,12.0,1199
0.092955455,2713.1836,19.0,1200
0.07400808,2713.1836,14.0,1201
0.06620154,818.2617,4.0,1202
0.090046704,2713.1836,24.0,1203
0.040762745,1937.9883,15.0,1204
0.0699909,3617.5781,16.0,1205
0.08665309,732.1289,6.0,1206
0.053782046,2282.5195,13.0,1207
0.035717715,3574.5117,61.0,1208
0.039175916,775.1953,9.0,1209
0.017905304,2110.254,36.0,1210
0.018533234,1464.2578,20.0,1211
0.046378713,2842.3828,31.0,1212
0.06288987,4608.1055,9.0,1213
0.038827837,1679.5898,25.0,1214
0.054459784,3359.1797,6.0,1215
0.07906508,3660.6445,12.0,1216
0.06820506,3703.711,175.0,1217
0.013425243,861.3281,8.0,1218
0.029882858,2497.8516,22.0,1219
0.0630538,2885.4492,10.0,1220
0.061806455,3703.711,170.0,1221
0.070005774,2713.1836,13.0,1222
0.09052416,3316.1133,14.0,1223
0.06546071,473.73047,37.0,1224
0.023829808,1033.5938,7.0,1225
0.052607708,1378.125,7.0,1226
0.07089074,3617.5781,183.0,1227
0.101157956,2713.1836,20.0,1228
0.05933223,2411.7188,22.0,1229
0.072944865,2713.1836,24.0,1230
NaN,NaN,NaN,1231
0.010573171,775.1953,15.0,1232
0.061416123,2497.8516,17.0,1233
0.067307405,2756.25,44.0,1234
0.06949412,1679.5898,18.0,1235
0.0475285,5081.836,98.0,1236
0.025030866,1205.8594,34.0,1237
0.054698665,5081.836,55.0,1238
0.04925581,3014.6484,16.0,1239
0.03897905,4349.707,20.0,1240
0.06714291,3402.246,18.0,1241
0.046836626,2411.7188,9.0,1242
0.047542162,2842.3828,18.0,1243
0.037363477,645.9961,15.0,1244
0.03191337,4478.9062,28.0,1245
0.026454933,2799.3164,35.0,1246
0.06578288,602.9297,1.0,1247
0.06781701,1033.5938,8.0,1248
0.069913566,2497.8516,13.0,1249
0.07603194,2497.8516,11.0,1250
0.063488156,1076.6602,24.0,1251
0.047666818,3531.4453,44.0,1252
0.050787937,2756.25,37.0,1253
0.074208364,2713.1836,41.0,1254
0.06336693,2497.8516,26.0,1255
0.13217665,602.9297,4.0,1256
0.048037965,3316.1133,14.0,1257
0.066889636,3531.4453,180.0,1258
0.09548019,1076.6602,30.0,1259
0.07888328,3574.5117,24.0,1260
0.05268267,1550.3906,7.0,1261
0.05384446,3531.4453,11.0,1262
0.05422116,3531.4453,49.0,1263
0.06579023,1076.6602,8.0,1264
0.07974538,3316.1133,20.0,1265
0.11525971,602.9297,5.0,1266
0.072021805,2885.4492,23.0,1267
0.07379853,3574.5117,179.0,1268
0.09402328,3574.5117,179.0,1269
0.10658104,3574.5117,69.0,1270
0.08034904,172.26562,4.0,1271
0.116414644,645.9961,3.0,1272
0.11752335,3531.4453,180.0,1273
0.119130895,3531.4453,179.0,1274
0.09168682,3531.4453,179.0,1275
0.10152157,3531.4453,195.0,1276
0.0827984,43.066406,4.0,1277
0.10189501,3531.4453,12.0,1278
0.061877523,3488.379,195.0,1279
0.07936063,602.9297,4.0,1280
0.07241267,3359.1797,16.0,1281
0.041273076,3316.1133,20.0,1282
0.051348686,3617.5781,177.0,1283
0.039416503,2799.3164,10.0,1284
0.042017348,2842.3828,16.0,1285
0.056382984,3703.711,179.0,1286
0.048594654,2368.6523,15.0,1287
0.073673025,2799.3164,18.0,1288
0.034064993,3574.5117,175.0,1289
0.057321645,2067.1875,25.0,1290
0.06458636,2540.918,14.0,1291
0.03885303,3531.4453,10.0,1292
0.07066727,2799.3164,20.0,1293
0.051555056,2713.1836,11.0,1294
0.048793502,2885.4492,12.0,1295
0.055652402,2756.25,29.0,1296
0.09932247,1076.6602,5.0,1297
0.083459,2411.7188,30.0,1298
0.06251935,3316.1133,70.0,1299
0.055706665,2454.7852,46.0,1300
0.06563262,3316.1133,13.0,1301
0.055952203,3488.379,24.0,1302
0.047097374,2411.7188,21.0,1303
0.06483618,2670.1172,20.0,1304
0.08636615,1033.5938,5.0,1305
0.085809104,645.9961,3.0,1306
0.09910535,1076.6602,5.0,1307
0.09774014,645.9961,3.0,1308
0.07789648,645.9961,4.0,1309
0.06312098,3531.4453,180.0,1310
0.086754315,3531.4453,10.0,1311
0.06448129,3574.5117,11.0,1312
0.10272117,3531.4453,183.0,1313
0.09311394,645.9961,6.0,1314
0.10222349,645.9961,4.0,1315
0.08988777,172.26562,4.0,1316
0.074943796,3531.4453,29.0,1317
0.05251726,645.9961,5.0,1318
0.096102595,818.2617,10.0,1319
0.13736269,129.19922,4.0,1320
0.09398579,1033.5938,11.0,1321
0.09609409,86.13281,3.0,1322
0.04666242,2713.1836,40.0,1323
0.0617305,1076.6602,5.0,1324
0.08890202,1033.5938,26.0,1325
0.1085844,3746.7773,169.0,1326
0.04762316,2540.918,10.0,1327
0.0538115,732.1289,1.0,1328
0.07990821,1033.5938,14.0,1329
0.07582295,2411.7188,26.0,1330
0.07909786,2454.7852,39.0,1331
0.064003535,645.9961,10.0,1332
0.0646692,3531.4453,11.0,1333
0.063138805,3531.4453,18.0,1334
0.08845436,645.9961,2.0,1335
0.065728836,3316.1133,16.0,1336
0.07494019,3703.711,15.0,1337
0.044594303,1679.5898,18.0,1338
0.08080986,1033.5938,23.0,1339
0.06629178,3746.7773,187.0,1340
0.063197844,3746.7773,182.0,1341
0.07619387,645.9961,4.0,1342
0.10602968,645.9961,4.0,1343
0.04889852,2583.9844,23.0,1344
0.055640597,3746.7773,176.0,1345
0.08605103,645.9961,4.0,1346
0.08086721,86.13281,2.0,1347
0.071348764,2713.1836,30.0,1348
0.04358841,3746.7773,178.0,1349
0.10181446,602.9297,4.0,1350
0.06454524,2713.1836,31.0,1351
0.079332985,2411.7188,22.0,1352
0.04192216,2885.4492,17.0,1353
0.04219839,3229.9805,190.0,1354
0.068684034,2583.9844,22.0,1355
0.06084527,645.9961,4.0,1356
0.06339635,1378.125,19.0,1357
0.049474806,473.73047,5.0,1358
0.055806037,3617.5781,23.0,1359
0.04145024,3273.0469,21.0,1360
0.04659759,2885.4492,16.0,1361
0.03278203,2928.5156,10.0,1362
0.05600296,2540.918,29.0,1363
0.057757292,3832.9102,9.0,1364
0.045760345,2497.8516,21.0,1365
0.050194047,1636.5234,23.0,1366
0.048671506,3789.8438,20.0,1367
0.044068243,2368.6523,15.0,1368
0.045920692,2756.25,14.0,1369
0.0491613,2842.3828,6.0,1370
0.05239128,904.39453,4.0,1371
0.06133516,559.8633,18.0,1372
0.041952323,2928.5156,13.0,1373
0.06872223,4521.9727,88.0,1374
0.038321007,3832.9102,7.0,1375
0.042675823,2325.586,18.0,1376
0.044003155,559.8633,8.0,1377
0.059474513,3660.6445,178.0,1378
0.05319916,473.73047,25.0,1379
0.03176006,3875.9766,25.0,1380
0.029765062,2842.3828,4.0,1381
0.044349942,2454.7852,11.0,1382
0.042468894,1679.5898,29.0,1383
0.06511917,2454.7852,6.0,1384
0.046213854,2067.1875,13.0,1385
0.0589188,2325.586,19.0,1386
0.052460272,2583.9844,14.0,1387
0.06555245,2756.25,5.0,1388
0.05678048,2713.1836,5.0,1389
0.05439854,559.8633,18.0,1390
0.057615962,1722.6562,20.0,1391
0.046670586,2239.4531,28.0,1392
0.033841304,516.7969,12.0,1393
0.062289517,2627.0508,13.0,1394
0.043867715,2411.7188,13.0,1395
0.03707706,3746.7773,30.0,1396
0.05588368,602.9297,1.0,1397
0.04201695,2024.1211,16.0,1398
0.05905483,2842.3828,6.0,1399
0.04591577,3057.7148,22.0,1400
0.05904735,990.52734,19.0,1401
0.067052975,2411.7188,10.0,1402
0.06362498,3316.1133,8.0,1403
0.060240302,2756.25,16.0,1404
0.043621134,430.66406,7.0,1405
0.035451915,3832.9102,22.0,1406
0.042283114,2497.8516,20.0,1407
0.039406627,1722.6562,28.0,1408
0.06701808,2928.5156,17.0,1409
0.041603003,2928.5156,4.0,1410
0.06569223,2325.586,21.0,1411
0.04872369,3273.0469,185.0,1412
0.049384505,2153.3203,10.0,1413
0.053325962,2368.6523,18.0,1414
0.051921982,2368.6523,37.0,1415
0.049807116,2799.3164,10.0,1416
0.05218509,2713.1836,18.0,1417
0.064096004,3143.8477,5.0,1418
0.03919545,2497.8516,15.0,1419
0.035743047,861.3281,33.0,1420
0.04786771,2497.8516,49.0,1421
0.038856808,1248.9258,37.0,1422
0.045250993,2627.0508,6.0,1423
0.05971099,2799.3164,11.0,1424
0.05530921,2067.1875,9.0,1425
0.048402436,3660.6445,14.0,1426
0.041426245,5598.633,33.0,1427
0.05860409,5081.836,156.0,1428
0.05253816,2325.586,5.0,1429
0.039916664,1378.125,23.0,1430
0.056347232,2454.7852,25.0,1431
0.037163027,3531.4453,10.0,1432
0.04795312,2713.1836,27.0,1433
0.038856126,2842.3828,7.0,1434
0.049179815,3186.914,191.0,1435
0.05881221,2885.4492,7.0,1436
0.046717208,1593.457,36.0,1437
0.044409987,3229.9805,11.0,1438
0.079747885,3703.711,25.0,1439
0.06530636,3617.5781,180.0,1440
0.05831328,2799.3164,26.0,1441
0.08212179,2713.1836,23.0,1442
0.08141354,689.0625,13.0,1443
0.04512464,2454.7852,10.0,1444
0.057767782,2842.3828,30.0,1445
0.04836331,904.39453,15.0,1446
0.052096244,3789.8438,12.0,1447
0.06086016,2411.7188,29.0,1448
0.045107253,1248.9258,10.0,1449
0.036663976,2756.25,16.0,1450
0.0331091,2239.4531,10.0,1451
0.05167929,3359.1797,19.0,1452
0.04890165,4091.3086,21.0,1453
0.040682804,3273.0469,19.0,1454
0.061678488,3574.5117,181.0,1455
0.059596825,2411.7188,9.0,1456
0.059781764,3316.1133,16.0,1457
0.05589864,3316.1133,19.0,1458
0.054552525,2239.4531,37.0,1459
0.05290178,3660.6445,192.0,1460
0.06062978,2583.9844,15.0,1461
0.03977145,2670.1172,12.0,1462
0.03827365,3273.0469,6.0,1463
0.035443876,2497.8516,10.0,1464
0.050567877,3186.914,20.0,1465
0.046574637,3229.9805,10.0,1466
0.07543271,2540.918,17.0,1467
0.073779374,559.8633,6.0,1468
0.07041037,3186.914,8.0,1469
0.06525218,1981.0547,15.0,1470
0.054140553,3660.6445,44.0,1471
0.052550707,2540.918,14.0,1472
0.061325423,2110.254,10.0,1473
0.058703415,2454.7852,8.0,1474
0.07430401,215.33203,13.0,1475
0.062245473,3316.1133,12.0,1476
0.05986735,3057.7148,12.0,1477
0.068838865,3057.7148,12.0,1478
0.057315357,818.2617,10.0,1479
0.04399212,645.9961,32.0,1480
0.0334724,2928.5156,4.0,1481
0.045552038,2325.586,15.0,1482
0.049083874,4177.4414,14.0,1483
0.03876466,3617.5781,22.0,1484
0.036464006,3100.7812,5.0,1485
0.028969033,3531.4453,178.0,1486
0.031288568,3746.7773,60.0,1487
0.08736579,473.73047,4.0,1488
0.07802029,2497.8516,12.0,1489
0.12336576,645.9961,10.0,1490
0.03961346,1981.0547,15.0,1491
0.060462482,1981.0547,46.0,1492
0.045574285,2153.3203,206.0,1493
0.07860487,2239.4531,8.0,1494
0.08391749,1937.9883,18.0,1495
0.07141376,2067.1875,12.0,1496
0.054037318,2842.3828,11.0,1497
0.047711045,3875.9766,25.0,1498
0.06170952,2110.254,14.0,1499
0.055771902,2756.25,14.0,1500
0.12076177,818.2617,7.0,1501
0.1343056,2799.3164,15.0,1502
0.09114889,258.39844,6.0,1503
0.076643884,258.39844,6.0,1504
0.07483831,2454.7852,8.0,1505
0.04826448,3488.379,10.0,1506
0.02936618,2799.3164,16.0,1507
0.045408145,2713.1836,7.0,1508
0.057130232,2497.8516,13.0,1509
0.03638985,732.1289,15.0,1510
0.06862791,1851.8555,14.0,1511
0.08069624,1851.8555,40.0,1512
0.061258744,3617.5781,20.0,1513
0.024247464,2067.1875,11.0,1514
0.06073739,3574.5117,6.0,1515
0.055624414,3875.9766,173.0,1516
0.10536441,3488.379,8.0,1517
0.07796985,2799.3164,4.0,1518
0.07067453,3789.8438,169.0,1519
0.10606192,2411.7188,33.0,1520
0.09543497,2411.7188,16.0,1521
0.0772064,3014.6484,13.0,1522
0.09565588,430.66406,30.0,1523
0.09975849,2885.4492,13.0,1524
