@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral extent' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
3186.914,1693
2153.3203,1694
2842.3828,1695
2540.918,1696
1851.8555,1697
2842.3828,1698
1636.5234,1699
2627.0508,1700
2110.254,1701
1593.457,1702
2971.582,1703
861.3281,1704
2583.9844,1705
2411.7188,1706
2454.7852,1707
904.39453,1708
1550.3906,1709
1464.2578,1710
861.3281,1711
1033.5938,1712
861.3281,1713
1765.7227,1714
2325.586,1715
1851.8555,1716
1076.6602,1717
2196.3867,1718
1679.5898,1719
1679.5898,1720
1679.5898,1721
1679.5898,1722
645.9961,1723
430.66406,1724
2110.254,1725
2411.7188,1726
1808.7891,1727
1291.9922,1728
516.7969,1729
818.2617,1730
1636.5234,1731
1205.8594,1732
1205.8594,1733
1162.793,1734
1593.457,1735
1291.9922,1736
2411.7188,1737
1894.9219,1738
602.9297,1739
861.3281,1740
1033.5938,1741
1937.9883,1742
1033.5938,1743
1076.6602,1744
1076.6602,1745
1033.5938,1746
1076.6602,1747
1076.6602,1748
1076.6602,1749
1033.5938,1750
1033.5938,1751
1076.6602,1752
1033.5938,1753
1033.5938,1754
1033.5938,1755
990.52734,1756
1033.5938,1757
2067.1875,1758
3100.7812,1759
1076.6602,1760
2928.5156,1761
1033.5938,1762
1033.5938,1763
1981.0547,1764
1033.5938,1765
1033.5938,1766
1033.5938,1767
1076.6602,1768
2325.586,1769
818.2617,1770
516.7969,1771
602.9297,1772
1076.6602,1773
1033.5938,1774
1033.5938,1775
1033.5938,1776
430.66406,1777
990.52734,1778
1033.5938,1779
1076.6602,1780
645.9961,1781
645.9961,1782
516.7969,1783
430.66406,1784
2368.6523,1785
516.7969,1786
516.7969,1787
1291.9922,1788
2110.254,1789
861.3281,1790
1894.9219,1791
559.8633,1792
775.1953,1793
1679.5898,1794
1679.5898,1795
2713.1836,1796
645.9961,1797
559.8633,1798
1765.7227,1799
2454.7852,1800
559.8633,1801
559.8633,1802
2497.8516,1803
645.9961,1804
215.33203,1805
473.73047,1806
387.59766,1807
172.26562,1808
775.1953,1809
2110.254,1810
387.59766,1811
2196.3867,1812
1593.457,1813
1421.1914,1814
2454.7852,1815
2540.918,1816
3143.8477,1817
2540.918,1818
3359.1797,1819
2497.8516,1820
2713.1836,1821
2368.6523,1822
2497.8516,1823
2454.7852,1824
301.46484,1825
1808.7891,1826
2885.4492,1827
2368.6523,1828
3100.7812,1829
2497.8516,1830
3273.0469,1831
172.26562,1832
1981.0547,1833
215.33203,1834
2627.0508,1835
2713.1836,1836
2583.9844,1837
861.3281,1838
1076.6602,1839
2196.3867,1840
2583.9844,1841
215.33203,1842
689.0625,1843
1851.8555,1844
1765.7227,1845
1679.5898,1846
1033.5938,1847
473.73047,1848
430.66406,1849
430.66406,1850
473.73047,1851
2540.918,1852
559.8633,1853
2885.4492,1854
2540.918,1855
2454.7852,1856
2239.4531,1857
2971.582,1858
2282.5195,1859
2196.3867,1860
2756.25,1861
2799.3164,1862
2713.1836,1863
2239.4531,1864
2282.5195,1865
2411.7188,1866
2756.25,1867
2756.25,1868
2497.8516,1869
2497.8516,1870
2799.3164,1871
2196.3867,1872
1335.0586,1873
2239.4531,1874
516.7969,1875
473.73047,1876
1937.9883,1877
2110.254,1878
1421.1914,1879
1119.7266,1880
1162.793,1881
3229.9805,1882
3186.914,1883
2756.25,1884
2454.7852,1885
990.52734,1886
732.1289,1887
732.1289,1888
559.8633,1889
559.8633,1890
559.8633,1891
1076.6602,1892
516.7969,1893
516.7969,1894
516.7969,1895
1033.5938,1896
559.8633,1897
559.8633,1898
1162.793,1899
430.66406,1900
473.73047,1901
430.66406,1902
516.7969,1903
2497.8516,1904
387.59766,1905
301.46484,1906
516.7969,1907
344.53125,1908
732.1289,1909
1851.8555,1910
2325.586,1911
947.46094,1912
1076.6602,1913
2325.586,1914
861.3281,1915
818.2617,1916
861.3281,1917
861.3281,1918
861.3281,1919
861.3281,1920
818.2617,1921
861.3281,1922
818.2617,1923
861.3281,1924
818.2617,1925
818.2617,1926
1033.5938,1927
861.3281,1928
818.2617,1929
818.2617,1930
430.66406,1931
645.9961,1932
861.3281,1933
387.59766,1934
732.1289,1935
215.33203,1936
215.33203,1937
129.19922,1938
129.19922,1939
516.7969,1940
258.39844,1941
172.26562,1942
430.66406,1943
215.33203,1944
215.33203,1945
215.33203,1946
559.8633,1947
602.9297,1948
559.8633,1949
602.9297,1950
559.8633,1951
258.39844,1952
258.39844,1953
2368.6523,1954
2928.5156,1955
2454.7852,1956
2411.7188,1957
3402.246,1958
3660.6445,1959
3445.3125,1960
3402.246,1961
2799.3164,1962
1722.6562,1963
2497.8516,1964
1593.457,1965
2411.7188,1966
1033.5938,1967
1679.5898,1968
775.1953,1969
387.59766,1970
5469.4336,1971
6459.961,1972
6158.496,1973
6589.16,1974
2713.1836,1975
258.39844,1976
2067.1875,1977
2153.3203,1978
2368.6523,1979
258.39844,1980
430.66406,1981
2368.6523,1982
2239.4531,1983
2583.9844,1984
818.2617,1985
775.1953,1986
861.3281,1987
2282.5195,1988
775.1953,1989
516.7969,1990
430.66406,1991
258.39844,1992
258.39844,1993
215.33203,1994
2325.586,1995
990.52734,1996
129.19922,1997
387.59766,1998
387.59766,1999
215.33203,2000
129.19922,2001
645.9961,2002
516.7969,2003
2540.918,2004
215.33203,2005
516.7969,2006
2627.0508,2007
2583.9844,2008
732.1289,2009
473.73047,2010
602.9297,2011
430.66406,2012
430.66406,2013
387.59766,2014
387.59766,2015
2368.6523,2016
215.33203,2017
344.53125,2018
172.26562,2019
1119.7266,2020
1291.9922,2021
2411.7188,2022
2368.6523,2023
2454.7852,2024
5943.164,2025
215.33203,2026
215.33203,2027
215.33203,2028
301.46484,2029
559.8633,2030
430.66406,2031
430.66406,2032
602.9297,2033
387.59766,2034
301.46484,2035
818.2617,2036
1937.9883,2037
172.26562,2038
645.9961,2039
215.33203,2040
215.33203,2041
215.33203,2042
861.3281,2043
861.3281,2044
602.9297,2045
1808.7891,2046
1033.5938,2047
861.3281,2048
1851.8555,2049
861.3281,2050
2110.254,2051
602.9297,2052
430.66406,2053
430.66406,2054
215.33203,2055
215.33203,2056
689.0625,2057
689.0625,2058
689.0625,2059
2024.1211,2060
2024.1211,2061
559.8633,2062
2067.1875,2063
2067.1875,2064
602.9297,2065
559.8633,2066
559.8633,2067
559.8633,2068
559.8633,2069
559.8633,2070
602.9297,2071
602.9297,2072
473.73047,2073
387.59766,2074
1894.9219,2075
516.7969,2076
2713.1836,2077
1205.8594,2078
258.39844,2079
215.33203,2080
172.26562,2081
172.26562,2082
172.26562,2083
344.53125,2084
1291.9922,2085
258.39844,2086
559.8633,2087
258.39844,2088
215.33203,2089
215.33203,2090
516.7969,2091
861.3281,2092
430.66406,2093
387.59766,2094
129.19922,2095
1248.9258,2096
473.73047,2097
258.39844,2098
602.9297,2099
344.53125,2100
301.46484,2101
1937.9883,2102
2196.3867,2103
1679.5898,2104
344.53125,2105
3359.1797,2106
172.26562,2107
301.46484,2108
301.46484,2109
258.39844,2110
258.39844,2111
2756.25,2112
645.9961,2113
1894.9219,2114
1464.2578,2115
1808.7891,2116
1851.8555,2117
2670.1172,2118
1808.7891,2119
947.46094,2120
732.1289,2121
1119.7266,2122
430.66406,2123
430.66406,2124
430.66406,2125
473.73047,2126
602.9297,2127
775.1953,2128
602.9297,2129
2325.586,2130
2540.918,2131
2239.4531,2132
2368.6523,2133
861.3281,2134
1636.5234,2135
818.2617,2136
775.1953,2137
215.33203,2138
818.2617,2139
1937.9883,2140
1248.9258,2141
861.3281,2142
861.3281,2143
818.2617,2144
818.2617,2145
645.9961,2146
1679.5898,2147
602.9297,2148
602.9297,2149
602.9297,2150
645.9961,2151
430.66406,2152
129.19922,2153
775.1953,2154
387.59766,2155
215.33203,2156
215.33203,2157
215.33203,2158
172.26562,2159
215.33203,2160
1076.6602,2161
215.33203,2162
215.33203,2163
129.19922,2164
215.33203,2165
301.46484,2166
2196.3867,2167
645.9961,2168
602.9297,2169
904.39453,2170
861.3281,2171
1636.5234,2172
818.2617,2173
818.2617,2174
1851.8555,2175
2067.1875,2176
775.1953,2177
2024.1211,2178
775.1953,2179
775.1953,2180
2067.1875,2181
904.39453,2182
732.1289,2183
1765.7227,2184
473.73047,2185
1593.457,2186
516.7969,2187
2239.4531,2188
473.73047,2189
430.66406,2190
6244.629,2191
5598.633,2192
5512.5,2193
5167.9688,2194
2799.3164,2195
2670.1172,2196
2540.918,2197
2627.0508,2198
3014.6484,2199
301.46484,2200
645.9961,2201
2411.7188,2202
2583.9844,2203
2368.6523,2204
3057.7148,2205
1765.7227,2206
2368.6523,2207
2713.1836,2208
559.8633,2209
473.73047,2210
129.19922,2211
258.39844,2212
172.26562,2213
172.26562,2214
1722.6562,2215
172.26562,2216
215.33203,2217
172.26562,2218
301.46484,2219
172.26562,2220
4694.2383,2221
2067.1875,2222
1679.5898,2223
2368.6523,2224
2368.6523,2225
2239.4531,2226
215.33203,2227
775.1953,2228
1162.793,2229
1162.793,2230
861.3281,2231
689.0625,2232
344.53125,2233
1162.793,2234
301.46484,2235
689.0625,2236
861.3281,2237
2454.7852,2238
1593.457,2239
3574.5117,2240
2411.7188,2241
3100.7812,2242
3143.8477,2243
818.2617,2244
516.7969,2245
301.46484,2246
2756.25,2247
1937.9883,2248
861.3281,2249
1679.5898,2250
129.19922,2251
129.19922,2252
215.33203,2253
215.33203,2254
215.33203,2255
1636.5234,2256
2067.1875,2257
645.9961,2258
2153.3203,2259
3186.914,2260
2842.3828,2261
3186.914,2262
2885.4492,2263
2928.5156,2264
473.73047,2265
775.1953,2266
172.26562,2267
1851.8555,2268
1765.7227,2269
2110.254,2270
2583.9844,2271
775.1953,2272
1851.8555,2273
1808.7891,2274
1851.8555,2275
1808.7891,2276
1808.7891,2277
473.73047,2278
775.1953,2279
3359.1797,2280
818.2617,2281
258.39844,2282
2627.0508,2283
2411.7188,2284
258.39844,2285
947.46094,2286
1378.125,2287
559.8633,2288
430.66406,2289
2670.1172,2290
1981.0547,2291
2454.7852,2292
2756.25,2293
2713.1836,2294
2670.1172,2295
2067.1875,2296
2067.1875,2297
2067.1875,2298
689.0625,2299
2411.7188,2300
947.46094,2301
689.0625,2302
559.8633,2303
1679.5898,2304
7149.0234,2305
1808.7891,2306
1593.457,2307
1937.9883,2308
1894.9219,2309
3316.1133,2310
3402.246,2311
2497.8516,2312
1851.8555,2313
1205.8594,2314
1248.9258,2315
430.66406,2316
344.53125,2317
344.53125,2318
1765.7227,2319
1119.7266,2320
775.1953,2321
2110.254,2322
2067.1875,2323
2110.254,2324
2454.7852,2325
2110.254,2326
2067.1875,2327
732.1289,2328
2110.254,2329
689.0625,2330
1119.7266,2331
1162.793,2332
2282.5195,2333
2239.4531,2334
2282.5195,2335
2196.3867,2336
1894.9219,2337
2196.3867,2338
2239.4531,2339
2239.4531,2340
3359.1797,2341
3273.0469,2342
3229.9805,2343
3359.1797,2344
3273.0469,2345
3100.7812,2346
2454.7852,2347
2368.6523,2348
3617.5781,2349
2799.3164,2350
2497.8516,2351
2540.918,2352
3359.1797,2353
3488.379,2354
2713.1836,2355
2756.25,2356
2454.7852,2357
2497.8516,2358
2756.25,2359
2497.8516,2360
1162.793,2361
2411.7188,2362
2540.918,2363
2454.7852,2364
2799.3164,2365
3488.379,2366
2756.25,2367
2842.3828,2368
2799.3164,2369
2799.3164,2370
2799.3164,2371
2497.8516,2372
3143.8477,2373
2799.3164,2374
2411.7188,2375
2454.7852,2376
2799.3164,2377
2497.8516,2378
2497.8516,2379
2799.3164,2380
2110.254,2381
3402.246,2382
689.0625,2383
344.53125,2384
1076.6602,2385
861.3281,2386
1033.5938,2387
732.1289,2388
732.1289,2389
732.1289,2390
732.1289,2391
732.1289,2392
1205.8594,2393
1033.5938,2394
1033.5938,2395
2368.6523,2396
2670.1172,2397
2196.3867,2398
1378.125,2399
1421.1914,2400
2368.6523,2401
645.9961,2402
645.9961,2403
1205.8594,2404
1550.3906,2405
1981.0547,2406
2885.4492,2407
1248.9258,2408
947.46094,2409
990.52734,2410
2799.3164,2411
2627.0508,2412
947.46094,2413
947.46094,2414
947.46094,2415
990.52734,2416
3229.9805,2417
947.46094,2418
904.39453,2419
2928.5156,2420
1291.9922,2421
990.52734,2422
344.53125,2423
3488.379,2424
2540.918,2425
3186.914,2426
3531.4453,2427
3316.1133,2428
430.66406,2429
2282.5195,2430
2583.9844,2431
2971.582,2432
2627.0508,2433
2627.0508,2434
2282.5195,2435
2583.9844,2436
2583.9844,2437
387.59766,2438
645.9961,2439
602.9297,2440
2627.0508,2441
775.1953,2442
818.2617,2443
559.8633,2444
559.8633,2445
559.8633,2446
990.52734,2447
1033.5938,2448
775.1953,2449
559.8633,2450
1205.8594,2451
2454.7852,2452
2842.3828,2453
3574.5117,2454
3402.246,2455
1679.5898,2456
1722.6562,2457
1679.5898,2458
2411.7188,2459
3445.3125,2460
2497.8516,2461
2454.7852,2462
3273.0469,2463
2799.3164,2464
2497.8516,2465
2497.8516,2466
2497.8516,2467
2454.7852,2468
2454.7852,2469
2497.8516,2470
2497.8516,2471
2497.8516,2472
3273.0469,2473
2540.918,2474
3273.0469,2475
3229.9805,2476
1981.0547,2477
2497.8516,2478
2540.918,2479
1937.9883,2480
2799.3164,2481
2842.3828,2482
2110.254,2483
215.33203,2484
1162.793,2485
301.46484,2486
2325.586,2487
2670.1172,2488
1679.5898,2489
2842.3828,2490
215.33203,2491
1291.9922,2492
215.33203,2493
2756.25,2494
2540.918,2495
2325.586,2496
2540.918,2497
1550.3906,2498
1765.7227,2499
1808.7891,2500
2756.25,2501
2067.1875,2502
1937.9883,2503
2067.1875,2504
2110.254,2505
2024.1211,2506
1335.0586,2507
2540.918,2508
2756.25,2509
2756.25,2510
1808.7891,2511
215.33203,2512
947.46094,2513
947.46094,2514
1033.5938,2515
1033.5938,2516
947.46094,2517
1894.9219,2518
3014.6484,2519
2497.8516,2520
215.33203,2521
1076.6602,2522
1464.2578,2523
2540.918,2524
645.9961,2525
1894.9219,2526
1291.9922,2527
1378.125,2528
1378.125,2529
1851.8555,2530
2325.586,2531
1937.9883,2532
2411.7188,2533
2325.586,2534
3316.1133,2535
3229.9805,2536
3574.5117,2537
4478.9062,2538
3273.0469,2539
473.73047,2540
2196.3867,2541
3100.7812,2542
3402.246,2543
3057.7148,2544
2756.25,2545
2756.25,2546
3014.6484,2547
2239.4531,2548
172.26562,2549
2885.4492,2550
2497.8516,2551
1636.5234,2552
559.8633,2553
559.8633,2554
516.7969,2555
645.9961,2556
1033.5938,2557
689.0625,2558
1119.7266,2559
2885.4492,2560
2497.8516,2561
2497.8516,2562
516.7969,2563
1722.6562,2564
2497.8516,2565
2454.7852,2566
301.46484,2567
2153.3203,2568
1808.7891,2569
2067.1875,2570
1894.9219,2571
3186.914,2572
3186.914,2573
2368.6523,2574
3359.1797,2575
1937.9883,2576
2454.7852,2577
1937.9883,2578
2411.7188,2579
2454.7852,2580
559.8633,2581
904.39453,2582
2497.8516,2583
3402.246,2584
215.33203,2585
3057.7148,2586
645.9961,2587
2454.7852,2588
2153.3203,2589
2024.1211,2590
2713.1836,2591
2411.7188,2592
2540.918,2593
602.9297,2594
387.59766,2595
2368.6523,2596
1765.7227,2597
645.9961,2598
2368.6523,2599
2842.3828,2600
430.66406,2601
2670.1172,2602
2067.1875,2603
2110.254,2604
1076.6602,2605
2110.254,2606
818.2617,2607
430.66406,2608
430.66406,2609
2110.254,2610
3100.7812,2611
2583.9844,2612
3531.4453,2613
2411.7188,2614
1808.7891,2615
2368.6523,2616
2627.0508,2617
2368.6523,2618
2670.1172,2619
2411.7188,2620
3617.5781,2621
129.19922,2622
1679.5898,2623
516.7969,2624
301.46484,2625
1421.1914,2626
2325.586,2627
2024.1211,2628
2110.254,2629
1851.8555,2630
1248.9258,2631
2368.6523,2632
2282.5195,2633
2411.7188,2634
1937.9883,2635
516.7969,2636
1291.9922,2637
1119.7266,2638
2368.6523,2639
1119.7266,2640
1119.7266,2641
1119.7266,2642
215.33203,2643
2239.4531,2644
2928.5156,2645
2497.8516,2646
3100.7812,2647
2497.8516,2648
2153.3203,2649
1894.9219,2650
2239.4531,2651
2153.3203,2652
2454.7852,2653
2411.7188,2654
2497.8516,2655
516.7969,2656
2368.6523,2657
2670.1172,2658
2583.9844,2659
1421.1914,2660
1981.0547,2661
2239.4531,2662
559.8633,2663
559.8633,2664
861.3281,2665
861.3281,2666
861.3281,2667
818.2617,2668
818.2617,2669
1894.9219,2670
1636.5234,2671
1851.8555,2672
430.66406,2673
344.53125,2674
1636.5234,2675
1851.8555,2676
645.9961,2677
602.9297,2678
1636.5234,2679
2928.5156,2680
2842.3828,2681
2627.0508,2682
2842.3828,2683
2196.3867,2684
2196.3867,2685
2196.3867,2686
2928.5156,2687
2368.6523,2688
2196.3867,2689
2497.8516,2690
2196.3867,2691
2239.4531,2692
2627.0508,2693
2756.25,2694
2799.3164,2695
3229.9805,2696
2497.8516,2697
2713.1836,2698
2497.8516,2699
2454.7852,2700
2497.8516,2701
2497.8516,2702
1981.0547,2703
1981.0547,2704
1808.7891,2705
2497.8516,2706
2583.9844,2707
387.59766,2708
2454.7852,2709
2713.1836,2710
2540.918,2711
344.53125,2712
215.33203,2713
2454.7852,2714
2799.3164,2715
2368.6523,2716
3316.1133,2717
387.59766,2718
689.0625,2719
430.66406,2720
430.66406,2721
430.66406,2722
775.1953,2723
1205.8594,2724
2196.3867,2725
1464.2578,2726
2239.4531,2727
2411.7188,2728
1550.3906,2729
2756.25,2730
2239.4531,2731
2239.4531,2732
775.1953,2733
861.3281,2734
1722.6562,2735
1378.125,2736
1722.6562,2737
1765.7227,2738
1076.6602,2739
1722.6562,2740
689.0625,2741
1378.125,2742
344.53125,2743
301.46484,2744
1421.1914,2745
2583.9844,2746
3703.711,2747
2497.8516,2748
2842.3828,2749
3100.7812,2750
3488.379,2751
2799.3164,2752
2799.3164,2753
2713.1836,2754
2454.7852,2755
2368.6523,2756
990.52734,2757
1248.9258,2758
2799.3164,2759
2110.254,2760
1076.6602,2761
1119.7266,2762
1765.7227,2763
1765.7227,2764
1722.6562,2765
1033.5938,2766
215.33203,2767
215.33203,2768
215.33203,2769
344.53125,2770
645.9961,2771
2928.5156,2772
430.66406,2773
2497.8516,2774
2583.9844,2775
2583.9844,2776
2583.9844,2777
2583.9844,2778
2583.9844,2779
2627.0508,2780
2583.9844,2781
1679.5898,2782
1421.1914,2783
2325.586,2784
1981.0547,2785
2928.5156,2786
2497.8516,2787
3703.711,2788
3617.5781,2789
3057.7148,2790
2799.3164,2791
2799.3164,2792
3186.914,2793
3488.379,2794
2842.3828,2795
3143.8477,2796
3143.8477,2797
3143.8477,2798
2842.3828,2799
2842.3828,2800
2627.0508,2801
2756.25,2802
2799.3164,2803
2799.3164,2804
2799.3164,2805
2799.3164,2806
2842.3828,2807
2885.4492,2808
2799.3164,2809
2799.3164,2810
2799.3164,2811
2799.3164,2812
2799.3164,2813
3229.9805,2814
3143.8477,2815
2842.3828,2816
2799.3164,2817
3100.7812,2818
3014.6484,2819
3143.8477,2820
2842.3828,2821
2368.6523,2822
344.53125,2823
559.8633,2824
473.73047,2825
2454.7852,2826
1765.7227,2827
1076.6602,2828
689.0625,2829
1076.6602,2830
1378.125,2831
2756.25,2832
2756.25,2833
1507.3242,2834
3488.379,2835
473.73047,2836
1119.7266,2837
1981.0547,2838
2540.918,2839
2842.3828,2840
2583.9844,2841
2196.3867,2842
1679.5898,2843
2110.254,2844
2368.6523,2845
2540.918,2846
2540.918,2847
2540.918,2848
2325.586,2849
1248.9258,2850
2713.1836,2851
2756.25,2852
2368.6523,2853
1550.3906,2854
645.9961,2855
1076.6602,2856
947.46094,2857
990.52734,2858
947.46094,2859
2497.8516,2860
1808.7891,2861
516.7969,2862
2454.7852,2863
4392.7734,2864
4048.2422,2865
4134.375,2866
4048.2422,2867
5383.301,2868
3402.246,2869
387.59766,2870
2282.5195,2871
3014.6484,2872
2928.5156,2873
3229.9805,2874
2627.0508,2875
2583.9844,2876
2583.9844,2877
2583.9844,2878
2540.918,2879
2497.8516,2880
2497.8516,2881
2713.1836,2882
732.1289,2883
2454.7852,2884
3143.8477,2885
2411.7188,2886
3100.7812,2887
2670.1172,2888
2627.0508,2889
2583.9844,2890
430.66406,2891
2756.25,2892
3617.5781,2893
2756.25,2894
3359.1797,2895
2153.3203,2896
2411.7188,2897
2411.7188,2898
2756.25,2899
2368.6523,2900
2756.25,2901
2497.8516,2902
2627.0508,2903
2325.586,2904
2282.5195,2905
2239.4531,2906
2239.4531,2907
2196.3867,2908
2282.5195,2909
2497.8516,2910
559.8633,2911
2239.4531,2912
2239.4531,2913
2239.4531,2914
2670.1172,2915
2799.3164,2916
2239.4531,2917
2583.9844,2918
2454.7852,2919
2282.5195,2920
2282.5195,2921
2110.254,2922
2799.3164,2923
3316.1133,2924
1378.125,2925
516.7969,2926
2368.6523,2927
2756.25,2928
3186.914,2929
2756.25,2930
990.52734,2931
1679.5898,2932
129.19922,2933
2454.7852,2934
2583.9844,2935
2282.5195,2936
3014.6484,2937
1378.125,2938
2067.1875,2939
1722.6562,2940
1335.0586,2941
1722.6562,2942
1722.6562,2943
1808.7891,2944
2756.25,2945
1636.5234,2946
2024.1211,2947
1937.9883,2948
2024.1211,2949
775.1953,2950
2411.7188,2951
904.39453,2952
1851.8555,2953
2497.8516,2954
3402.246,2955
2627.0508,2956
2497.8516,2957
1894.9219,2958
2497.8516,2959
1808.7891,2960
1593.457,2961
1291.9922,2962
1291.9922,2963
2540.918,2964
2540.918,2965
2196.3867,2966
2497.8516,2967
3445.3125,2968
3703.711,2969
3014.6484,2970
3445.3125,2971
2497.8516,2972
3617.5781,2973
2583.9844,2974
2497.8516,2975
689.0625,2976
559.8633,2977
2713.1836,2978
1636.5234,2979
602.9297,2980
1679.5898,2981
2196.3867,2982
2325.586,2983
2196.3867,2984
2196.3867,2985
2627.0508,2986
818.2617,2987
2067.1875,2988
775.1953,2989
2756.25,2990
2239.4531,2991
602.9297,2992
1421.1914,2993
2067.1875,2994
2110.254,2995
2110.254,2996
2627.0508,2997
2067.1875,2998
2799.3164,2999
2325.586,3000
1550.3906,3001
301.46484,3002
215.33203,3003
387.59766,3004
732.1289,3005
3488.379,3006
258.39844,3007
1981.0547,3008
2282.5195,3009
2239.4531,3010
3014.6484,3011
2842.3828,3012
2885.4492,3013
2928.5156,3014
2497.8516,3015
2497.8516,3016
2454.7852,3017
2325.586,3018
3359.1797,3019
344.53125,3020
2583.9844,3021
1378.125,3022
3100.7812,3023
2497.8516,3024
2842.3828,3025
2196.3867,3026
732.1289,3027
344.53125,3028
387.59766,3029
645.9961,3030
430.66406,3031
2756.25,3032
2583.9844,3033
2799.3164,3034
2670.1172,3035
3057.7148,3036
3014.6484,3037
2971.582,3038
3359.1797,3039
3229.9805,3040
387.59766,3041
2583.9844,3042
215.33203,3043
559.8633,3044
602.9297,3045
1550.3906,3046
2583.9844,3047
2670.1172,3048
3057.7148,3049
3402.246,3050
3100.7812,3051
2971.582,3052
3402.246,3053
3057.7148,3054
3402.246,3055
2928.5156,3056
2670.1172,3057
2497.8516,3058
2713.1836,3059
3057.7148,3060
2885.4492,3061
645.9961,3062
645.9961,3063
645.9961,3064
645.9961,3065
1248.9258,3066
1335.0586,3067
2928.5156,3068
3445.3125,3069
3703.711,3070
3531.4453,3071
3057.7148,3072
3617.5781,3073
2368.6523,3074
430.66406,3075
1076.6602,3076
775.1953,3077
861.3281,3078
990.52734,3079
473.73047,3080
344.53125,3081
1033.5938,3082
2583.9844,3083
2842.3828,3084
1808.7891,3085
2110.254,3086
1765.7227,3087
2454.7852,3088
947.46094,3089
947.46094,3090
1894.9219,3091
2713.1836,3092
1894.9219,3093
2325.586,3094
3057.7148,3095
2713.1836,3096
645.9961,3097
4823.4375,3098
5297.168,3099
1981.0547,3100
5857.0312,3101
2627.0508,3102
387.59766,3103
2239.4531,3104
2885.4492,3105
3229.9805,3106
3143.8477,3107
3229.9805,3108
3316.1133,3109
2411.7188,3110
1205.8594,3111
1119.7266,3112
215.33203,3113
1808.7891,3114
3359.1797,3115
2153.3203,3116
2153.3203,3117
1033.5938,3118
1636.5234,3119
2842.3828,3120
2756.25,3121
1507.3242,3122
1076.6602,3123
2325.586,3124
1765.7227,3125
1894.9219,3126
1722.6562,3127
1119.7266,3128
2110.254,3129
1076.6602,3130
689.0625,3131
1851.8555,3132
3143.8477,3133
2497.8516,3134
3186.914,3135
3746.7773,3136
301.46484,3137
2713.1836,3138
2670.1172,3139
2583.9844,3140
3273.0469,3141
430.66406,3142
301.46484,3143
1851.8555,3144
301.46484,3145
1162.793,3146
689.0625,3147
2368.6523,3148
2454.7852,3149
2024.1211,3150
1981.0547,3151
861.3281,3152
861.3281,3153
1119.7266,3154
861.3281,3155
2497.8516,3156
559.8633,3157
645.9961,3158
1248.9258,3159
947.46094,3160
2756.25,3161
602.9297,3162
3445.3125,3163
1894.9219,3164
2368.6523,3165
2368.6523,3166
2670.1172,3167
3359.1797,3168
2196.3867,3169
3273.0469,3170
430.66406,3171
775.1953,3172
2239.4531,3173
1162.793,3174
2239.4531,3175
2196.3867,3176
2583.9844,3177
2196.3867,3178
775.1953,3179
2067.1875,3180
2153.3203,3181
1636.5234,3182
1421.1914,3183
2583.9844,3184
2325.586,3185
1464.2578,3186
1507.3242,3187
1507.3242,3188
387.59766,3189
387.59766,3190
1507.3242,3191
732.1289,3192
3273.0469,3193
1937.9883,3194
2756.25,3195
1765.7227,3196
2153.3203,3197
1378.125,3198
1808.7891,3199
1765.7227,3200
1765.7227,3201
1765.7227,3202
1464.2578,3203
1765.7227,3204
1722.6562,3205
645.9961,3206
2024.1211,3207
215.33203,3208
1894.9219,3209
3143.8477,3210
3660.6445,3211
2756.25,3212
2497.8516,3213
732.1289,3214
990.52734,3215
947.46094,3216
947.46094,3217
947.46094,3218
1808.7891,3219
947.46094,3220
947.46094,3221
602.9297,3222
1507.3242,3223
1205.8594,3224
2024.1211,3225
990.52734,3226
904.39453,3227
602.9297,3228
990.52734,3229
559.8633,3230
516.7969,3231
602.9297,3232
775.1953,3233
559.8633,3234
559.8633,3235
1119.7266,3236
602.9297,3237
1119.7266,3238
602.9297,3239
990.52734,3240
602.9297,3241
602.9297,3242
1162.793,3243
1162.793,3244
1119.7266,3245
1119.7266,3246
1119.7266,3247
1937.9883,3248
2282.5195,3249
1119.7266,3250
2583.9844,3251
1076.6602,3252
1636.5234,3253
1378.125,3254
559.8633,3255
1851.8555,3256
602.9297,3257
861.3281,3258
2713.1836,3259
2110.254,3260
602.9297,3261
602.9297,3262
559.8633,3263
2454.7852,3264
2756.25,3265
1248.9258,3266
732.1289,3267
1076.6602,3268
2282.5195,3269
2239.4531,3270
3359.1797,3271
3100.7812,3272
3316.1133,3273
3100.7812,3274
2368.6523,3275
2627.0508,3276
2368.6523,3277
2627.0508,3278
1119.7266,3279
1162.793,3280
2713.1836,3281
1291.9922,3282
732.1289,3283
1679.5898,3284
2497.8516,3285
2024.1211,3286
2842.3828,3287
3057.7148,3288
861.3281,3289
559.8633,3290
861.3281,3291
2713.1836,3292
1119.7266,3293
1119.7266,3294
1765.7227,3295
602.9297,3296
3617.5781,3297
2885.4492,3298
2842.3828,3299
2842.3828,3300
2799.3164,3301
1937.9883,3302
1205.8594,3303
1808.7891,3304
2497.8516,3305
2971.582,3306
2411.7188,3307
2110.254,3308
2928.5156,3309
2325.586,3310
1894.9219,3311
1808.7891,3312
2799.3164,3313
2928.5156,3314
2756.25,3315
818.2617,3316
1679.5898,3317
