@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.04234803,2368.6523,17.0,2978
0.08792161,2713.1836,28.0,2979
0.07013917,2196.3867,33.0,2980
0.15392078,602.9297,5.0,2981
0.11174545,2196.3867,28.0,2982
0.11579647,86.13281,4.0,2983
0.15850483,2239.4531,39.0,2984
0.09069251,818.2617,25.0,2985
0.08825583,86.13281,4.0,2986
0.073864676,2282.5195,4.0,2987
0.13727039,2239.4531,19.0,2988
0.16449709,2239.4531,27.0,2989
0.09241471,3617.5781,12.0,2990
0.05084971,559.8633,9.0,2991
0.057084717,1378.125,16.0,2992
0.090794004,2885.4492,19.0,2993
0.07969427,2110.254,32.0,2994
0.09378712,2368.6523,7.0,2995
0.09831313,2110.254,5.0,2996
0.08220059,1808.7891,13.0,2997
0.07446185,2368.6523,9.0,2998
0.09177284,3402.246,12.0,2999
0.11076642,516.7969,13.0,3000
0.07347166,3359.1797,26.0,3001
0.054386877,732.1289,13.0,3002
0.05882374,2497.8516,13.0,3003
0.044570923,2067.1875,32.0,3004
0.047395788,2454.7852,18.0,3005
0.05888311,2497.8516,17.0,3006
0.047168743,732.1289,19.0,3007
0.05557549,2454.7852,13.0,3008
0.106468156,559.8633,25.0,3009
0.06681818,3574.5117,179.0,3010
0.11065589,3273.0469,35.0,3011
0.08913075,2196.3867,6.0,3012
0.11410608,3273.0469,14.0,3013
0.13503638,1937.9883,15.0,3014
0.1078959,1937.9883,15.0,3015
0.109932154,3574.5117,180.0,3016
0.1030506,3617.5781,53.0,3017
0.08862516,2540.918,18.0,3018
0.11702198,2497.8516,15.0,3019
0.09099263,3617.5781,179.0,3020
0.08049815,2454.7852,18.0,3021
0.039588783,3617.5781,28.0,3022
0.044374514,2799.3164,11.0,3023
0.07178343,473.73047,11.0,3024
0.043000672,2454.7852,19.0,3025
0.04355529,3359.1797,15.0,3026
0.047044527,2454.7852,22.0,3027
0.053689938,1507.3242,5.0,3028
0.060696032,3574.5117,15.0,3029
0.036304582,559.8633,14.0,3030
0.055098157,732.1289,19.0,3031
0.039164785,2454.7852,30.0,3032
0.06691043,2713.1836,4.0,3033
0.16158938,129.19922,3.0,3034
0.12472232,387.59766,9.0,3035
0.123093694,2239.4531,21.0,3036
0.09449355,2239.4531,30.0,3037
0.08369778,3359.1797,5.0,3038
0.09885926,2971.582,9.0,3039
0.11827214,3445.3125,11.0,3040
0.06400854,2885.4492,20.0,3041
0.09289308,430.66406,16.0,3042
0.055564705,1033.5938,20.0,3043
0.044708956,1076.6602,15.0,3044
0.03706207,3057.7148,13.0,3045
0.04550815,1033.5938,40.0,3046
0.09388096,3143.8477,16.0,3047
0.07476455,559.8633,5.0,3048
0.070441894,732.1289,17.0,3049
0.12170964,2928.5156,13.0,3050
0.095951416,473.73047,6.0,3051
0.10277118,3186.914,6.0,3052
0.10152968,3100.7812,9.0,3053
0.081226096,3186.914,22.0,3054
0.1140681,3402.246,12.0,3055
0.06749636,3229.9805,18.0,3056
0.057638004,3186.914,14.0,3057
0.052853506,2196.3867,19.0,3058
0.046706196,1119.7266,11.0,3059
0.08844885,516.7969,11.0,3060
0.12390513,1205.8594,17.0,3061
0.06294133,3402.246,16.0,3062
0.077175386,2799.3164,43.0,3063
0.047858443,3273.0469,54.0,3064
0.082428284,1248.9258,37.0,3065
0.15788622,1248.9258,17.0,3066
0.053911,1335.0586,16.0,3067
0.08475497,3574.5117,27.0,3068
0.11888265,301.46484,25.0,3069
0.086147785,3746.7773,13.0,3070
0.07368758,3445.3125,12.0,3071
0.07556802,3057.7148,28.0,3072
0.09713988,2497.8516,28.0,3073
0.083884925,2497.8516,7.0,3074
0.05008113,2196.3867,14.0,3075
0.06706413,602.9297,5.0,3076
0.090014204,43.066406,1.0,3077
0.15502678,861.3281,15.0,3078
0.07945118,904.39453,16.0,3079
0.046457186,2713.1836,30.0,3080
0.04446947,2627.0508,25.0,3081
0.11406717,1421.1914,17.0,3082
0.15824276,129.19922,8.0,3083
0.09697834,3746.7773,176.0,3084
0.10851217,1808.7891,14.0,3085
0.10716611,3703.711,180.0,3086
0.1131318,301.46484,6.0,3087
0.08909529,3445.3125,23.0,3088
0.09007502,1851.8555,22.0,3089
0.09032267,2153.3203,15.0,3090
0.07914175,1894.9219,16.0,3091
0.112891324,1851.8555,13.0,3092
0.18467346,86.13281,10.0,3093
0.10158273,215.33203,5.0,3094
0.061989285,1765.7227,22.0,3095
0.056231212,2885.4492,17.0,3096
0.050037008,645.9961,6.0,3097
0.045527235,473.73047,6.0,3098
0.05425668,7019.824,37.0,3099
0.043297037,1378.125,37.0,3100
0.044946313,4694.2383,23.0,3101
0.14406344,2583.9844,16.0,3102
0.07407778,2282.5195,22.0,3103
0.16253008,2928.5156,15.0,3104
0.08787011,2885.4492,12.0,3105
0.07774089,3273.0469,8.0,3106
0.09973911,2540.918,11.0,3107
0.078996494,732.1289,6.0,3108
0.07614801,2971.582,22.0,3109
0.08211433,3014.6484,15.0,3110
0.06141608,2799.3164,46.0,3111
0.058748677,1119.7266,21.0,3112
0.04655996,1119.7266,18.0,3113
0.048116896,3746.7773,17.0,3114
0.057219815,3359.1797,18.0,3115
0.081276424,1981.0547,22.0,3116
0.16702005,732.1289,7.0,3117
0.12040751,904.39453,18.0,3118
0.06895386,1421.1914,6.0,3119
0.09443125,1894.9219,19.0,3120
0.11643289,1937.9883,13.0,3121
0.0686241,2799.3164,22.0,3122
0.04969142,2497.8516,12.0,3123
0.087290496,2368.6523,17.0,3124
0.08496996,1765.7227,12.0,3125
0.06623796,2110.254,9.0,3126
0.08985514,689.0625,7.0,3127
0.087396435,689.0625,5.0,3128
0.09635409,1765.7227,12.0,3129
0.08644946,1722.6562,17.0,3130
0.08614711,1378.125,12.0,3131
0.10586066,818.2617,26.0,3132
0.0541134,3789.8438,30.0,3133
0.07273124,2497.8516,30.0,3134
0.06297587,2540.918,22.0,3135
0.04015045,2497.8516,48.0,3136
0.05456995,559.8633,13.0,3137
0.056407824,2540.918,21.0,3138
0.046517503,732.1289,20.0,3139
0.055139318,689.0625,17.0,3140
0.03581995,2153.3203,21.0,3141
0.05532224,2497.8516,14.0,3142
0.062841244,559.8633,5.0,3143
0.085894704,1378.125,16.0,3144
0.07378192,559.8633,8.0,3145
0.05244072,2497.8516,16.0,3146
0.04367258,2497.8516,15.0,3147
0.048024364,1119.7266,18.0,3148
0.078158274,2540.918,7.0,3149
0.08065195,2583.9844,17.0,3150
0.101747744,861.3281,6.0,3151
0.11545148,2411.7188,13.0,3152
0.10489051,1894.9219,20.0,3153
0.0692237,1076.6602,13.0,3154
0.068811156,2756.25,31.0,3155
0.10115598,2239.4531,22.0,3156
0.06214555,645.9961,7.0,3157
0.053434312,2497.8516,25.0,3158
0.06824216,2540.918,28.0,3159
0.04066182,5727.832,98.0,3160
0.06271776,5081.836,47.0,3161
0.04154698,5038.7695,130.0,3162
0.06344428,2282.5195,14.0,3163
0.11351457,1894.9219,27.0,3164
0.0793392,1937.9883,31.0,3165
0.058771208,2368.6523,23.0,3166
0.039977577,2713.1836,16.0,3167
0.0479351,2540.918,30.0,3168
0.03590411,3273.0469,51.0,3169
0.05440154,8957.8125,152.0,3170
0.118831046,2024.1211,18.0,3171
0.08654119,1894.9219,16.0,3172
0.12701027,2239.4531,14.0,3173
0.10136275,2239.4531,18.0,3174
0.109430276,2239.4531,29.0,3175
0.11364605,2196.3867,17.0,3176
0.13335784,1119.7266,7.0,3177
0.15173216,1119.7266,18.0,3178
0.09895855,2239.4531,16.0,3179
0.06798452,2239.4531,18.0,3180
0.091057815,2153.3203,21.0,3181
0.04726371,5081.836,42.0,3182
0.059072435,732.1289,18.0,3183
0.055553243,732.1289,21.0,3184
0.08966919,1464.2578,14.0,3185
0.13102874,732.1289,16.0,3186
0.05893527,1076.6602,9.0,3187
0.028422086,3746.7773,26.0,3188
0.04413506,129.19922,3.0,3189
0.042700715,1378.125,5.0,3190
0.075140946,775.1953,6.0,3191
0.12481829,430.66406,2.0,3192
0.059773155,2756.25,16.0,3193
0.11167205,645.9961,9.0,3194
0.06605372,86.13281,12.0,3195
0.12705441,1808.7891,17.0,3196
0.07728135,473.73047,1.0,3197
0.06875667,473.73047,4.0,3198
0.14819868,2454.7852,15.0,3199
0.1272317,1765.7227,15.0,3200
0.11054203,1765.7227,17.0,3201
0.08629788,2110.254,10.0,3202
0.09204667,129.19922,8.0,3203
0.07874276,2799.3164,18.0,3204
0.14998882,1722.6562,15.0,3205
0.10017714,1679.5898,28.0,3206
0.052517105,4521.9727,91.0,3207
0.053580407,3143.8477,17.0,3208
0.053517133,2497.8516,22.0,3209
0.05496232,4478.9062,67.0,3210
0.042863894,3660.6445,42.0,3211
0.040768977,3186.914,21.0,3212
0.15664299,689.0625,16.0,3213
0.08573997,2368.6523,15.0,3214
0.057670835,1894.9219,22.0,3215
0.066181146,1851.8555,31.0,3216
0.045148917,1894.9219,212.0,3217
0.06599934,1851.8555,229.0,3218
0.07839669,645.9961,6.0,3219
0.07210672,2842.3828,14.0,3220
0.066748485,2842.3828,18.0,3221
0.08294386,1033.5938,14.0,3222
0.05234948,3316.1133,191.0,3223
0.0732424,602.9297,9.0,3224
0.06622977,990.52734,14.0,3225
0.13937499,990.52734,19.0,3226
0.07567396,2670.1172,22.0,3227
0.08815748,3531.4453,30.0,3228
0.06989356,2756.25,27.0,3229
0.048304856,2756.25,58.0,3230
0.06893436,1033.5938,48.0,3231
0.08180879,2756.25,24.0,3232
0.08294242,1076.6602,35.0,3233
0.0585379,1421.1914,24.0,3234
0.074651614,1119.7266,33.0,3235
0.07552,1076.6602,34.0,3236
0.07910468,1119.7266,10.0,3237
0.0729395,1119.7266,33.0,3238
0.06870047,1119.7266,12.0,3239
0.12872921,1033.5938,28.0,3240
0.10118023,2627.0508,25.0,3241
0.10875202,1119.7266,9.0,3242
0.11473707,818.2617,9.0,3243
0.09487614,1119.7266,36.0,3244
0.10288683,1119.7266,39.0,3245
0.113332234,1119.7266,25.0,3246
0.071875915,2799.3164,14.0,3247
0.09576989,2756.25,17.0,3248
0.08147712,2756.25,19.0,3249
0.10325225,1119.7266,34.0,3250
0.10055418,2583.9844,16.0,3251
0.08684493,1119.7266,33.0,3252
0.082606755,1119.7266,18.0,3253
0.092429005,1119.7266,14.0,3254
0.09596931,1119.7266,19.0,3255
0.14319046,2756.25,25.0,3256
0.083571926,1119.7266,10.0,3257
0.06943238,3316.1133,30.0,3258
0.10145775,86.13281,5.0,3259
0.09408538,1119.7266,9.0,3260
0.077259734,1679.5898,38.0,3261
0.11728625,1119.7266,40.0,3262
0.079035126,2454.7852,14.0,3263
0.088982984,1119.7266,11.0,3264
0.11096942,2756.25,11.0,3265
0.121762045,2756.25,20.0,3266
0.09641335,1119.7266,5.0,3267
0.08943835,2928.5156,20.0,3268
0.1131358,2325.586,16.0,3269
0.114164904,1119.7266,15.0,3270
0.09893663,3574.5117,24.0,3271
0.098607466,3574.5117,24.0,3272
0.122012205,3574.5117,11.0,3273
0.14601092,129.19922,7.0,3274
0.097435035,129.19922,7.0,3275
0.14108145,2627.0508,15.0,3276
0.12749425,1119.7266,13.0,3277
0.10610793,2799.3164,17.0,3278
0.11319759,3617.5781,18.0,3279
0.120576456,86.13281,5.0,3280
0.10340256,1119.7266,13.0,3281
0.1043135,1248.9258,19.0,3282
0.096100435,1119.7266,4.0,3283
0.12887052,1679.5898,13.0,3284
0.110629246,1119.7266,16.0,3285
0.096356675,3617.5781,185.0,3286
0.1020018,3617.5781,15.0,3287
0.13490191,172.26562,4.0,3288
0.08489269,1679.5898,30.0,3289
0.08350119,1119.7266,6.0,3290
0.112731226,3617.5781,181.0,3291
0.13063958,172.26562,4.0,3292
0.11641806,1119.7266,18.0,3293
0.10108718,3617.5781,20.0,3294
0.11235795,129.19922,4.0,3295
0.075700775,2799.3164,15.0,3296
0.08315674,990.52734,30.0,3297
0.09240798,818.2617,8.0,3298
0.0946978,818.2617,30.0,3299
0.07910377,258.39844,2.0,3300
0.06508398,3445.3125,16.0,3301
0.07023194,3359.1797,15.0,3302
0.09073667,2540.918,25.0,3303
0.096197754,1291.9922,19.0,3304
0.081394196,2497.8516,23.0,3305
0.08814769,1679.5898,8.0,3306
0.07360148,1248.9258,19.0,3307
0.08567877,2110.254,17.0,3308
0.0838719,818.2617,12.0,3309
0.09516665,2239.4531,16.0,3310
0.08326459,818.2617,13.0,3311
0.09251739,1679.5898,19.0,3312
0.08506548,1679.5898,28.0,3313
0.08016093,2411.7188,13.0,3314
0.0721997,1033.5938,6.0,3315
0.07498476,301.46484,8.0,3316
0.06593735,2670.1172,11.0,3317
0.06556085,1119.7266,6.0,3318
0.060698647,1291.9922,5.0,3319
0.04657756,1119.7266,16.0,3320
0.027850723,2799.3164,18.0,3321
0.07275599,775.1953,19.0,3322
0.05763153,2756.25,19.0,3323
0.04891292,689.0625,20.0,3324
0.051405452,4995.703,167.0,3325
0.0420648,2540.918,16.0,3326
0.03835225,732.1289,16.0,3327
0.049363934,2971.582,10.0,3328
0.056129295,1722.6562,27.0,3329
0.06768699,3273.0469,16.0,3330
0.0543568,1033.5938,26.0,3331
0.06046536,559.8633,34.0,3332
0.05527323,645.9961,4.0,3333
0.04037625,1033.5938,28.0,3334
0.03698985,1033.5938,17.0,3335
0.0488554,3143.8477,12.0,3336
0.07577805,3875.9766,178.0,3337
0.07847526,3875.9766,25.0,3338
0.076581836,3919.043,39.0,3339
0.11123722,3919.043,56.0,3340
0.091502175,3919.043,26.0,3341
0.07878546,947.46094,36.0,3342
0.08562272,3617.5781,21.0,3343
0.04225263,3660.6445,37.0,3344
0.044651546,3832.9102,55.0,3345
0.038281046,9646.875,37.0,3346
0.06764891,3746.7773,74.0,3347
0.039197206,9905.273,55.0,3348
0.046465393,1593.457,5.0,3349
0.075832225,732.1289,9.0,3350
0.108591035,2627.0508,19.0,3351
0.08679205,990.52734,16.0,3352
0.058101803,1033.5938,17.0,3353
0.11303753,818.2617,34.0,3354
0.09081295,732.1289,8.0,3355
0.06711325,2756.25,13.0,3356
0.069652244,732.1289,6.0,3357
0.055418283,818.2617,22.0,3358
0.06624164,2627.0508,64.0,3359
0.06336335,732.1289,12.0,3360
0.08027677,2583.9844,33.0,3361
0.12657446,473.73047,4.0,3362
0.077692255,559.8633,8.0,3363
0.056925405,861.3281,6.0,3364
0.076940246,1119.7266,14.0,3365
0.06851726,559.8633,25.0,3366
0.06593655,2756.25,17.0,3367
0.087503634,1248.9258,10.0,3368
0.06775445,2799.3164,38.0,3369
0.05246049,2799.3164,31.0,3370
0.049400788,3402.246,16.0,3371
0.044209927,1119.7266,11.0,3372
0.044465553,1119.7266,35.0,3373
0.055653114,2411.7188,21.0,3374
0.05960976,2842.3828,10.0,3375
0.062343083,2239.4531,22.0,3376
0.07478394,2411.7188,31.0,3377
0.09367761,2928.5156,24.0,3378
0.08567037,732.1289,30.0,3379
0.07657044,2971.582,32.0,3380
0.060723692,3186.914,14.0,3381
0.07178218,2411.7188,17.0,3382
0.081671365,732.1289,24.0,3383
0.09422987,86.13281,2.0,3384
0.060109977,3229.9805,20.0,3385
0.059003223,3919.043,24.0,3386
0.10065355,387.59766,33.0,3387
0.08024377,387.59766,17.0,3388
0.08606651,2497.8516,22.0,3389
0.07068373,3143.8477,16.0,3390
0.104224876,775.1953,8.0,3391
0.060198765,3919.043,13.0,3392
0.06507321,3014.6484,16.0,3393
0.06777256,732.1289,8.0,3394
0.09259855,2497.8516,23.0,3395
0.067817524,3316.1133,25.0,3396
0.05986758,2368.6523,5.0,3397
0.0697526,2670.1172,22.0,3398
0.059355658,1248.9258,30.0,3399
0.07130026,602.9297,7.0,3400
0.07039689,2756.25,21.0,3401
0.07782575,473.73047,9.0,3402
0.07174023,2368.6523,18.0,3403
0.087406516,473.73047,9.0,3404
0.05446142,1335.0586,28.0,3405
0.07398467,2282.5195,30.0,3406
0.07430915,516.7969,7.0,3407
0.081964105,818.2617,19.0,3408
0.08949777,387.59766,3.0,3409
0.07591698,2670.1172,17.0,3410
0.09156997,689.0625,19.0,3411
0.043102372,3488.379,25.0,3412
0.05944448,2756.25,17.0,3413
0.081099905,2627.0508,11.0,3414
0.07368725,2799.3164,13.0,3415
0.07925198,1851.8555,18.0,3416
0.07441008,1679.5898,21.0,3417
0.07696964,2885.4492,13.0,3418
0.071785405,1248.9258,10.0,3419
0.07117425,818.2617,12.0,3420
0.07187312,818.2617,9.0,3421
0.10147089,1119.7266,16.0,3422
0.0787227,1679.5898,23.0,3423
0.073169544,732.1289,13.0,3424
0.09142156,2411.7188,23.0,3425
0.0610797,387.59766,8.0,3426
0.07380828,689.0625,13.0,3427
0.051118452,602.9297,1.0,3428
0.040717147,2799.3164,15.0,3429
0.05803022,1119.7266,13.0,3430
0.04539683,2411.7188,22.0,3431
0.06886111,1291.9922,8.0,3432
0.0737612,1248.9258,24.0,3433
0.07771951,559.8633,5.0,3434
0.053371355,2713.1836,17.0,3435
0.036291517,2497.8516,22.0,3436
0.041444313,2497.8516,24.0,3437
0.039643027,2713.1836,4.0,3438
0.050982215,1851.8555,30.0,3439
0.07072345,602.9297,11.0,3440
0.043598913,1076.6602,24.0,3441
0.09096508,2627.0508,65.0,3442
0.06280725,861.3281,6.0,3443
0.060172398,861.3281,11.0,3444
0.06311069,473.73047,10.0,3445
0.07434094,2540.918,26.0,3446
0.064270206,990.52734,8.0,3447
0.050220218,1119.7266,19.0,3448
0.060096808,1119.7266,18.0,3449
0.06641308,1119.7266,16.0,3450
0.07284114,559.8633,6.0,3451
0.071384795,2799.3164,60.0,3452
0.06943552,3229.9805,17.0,3453
0.035904616,5684.7656,111.0,3454
0.04432405,3316.1133,11.0,3455
0.042744797,9689.941,69.0,3456
0.05823455,2239.4531,25.0,3457
0.058352206,2153.3203,24.0,3458
0.09034284,732.1289,17.0,3459
0.065489836,904.39453,15.0,3460
0.064031355,2627.0508,14.0,3461
0.07493968,990.52734,12.0,3462
0.08690708,2627.0508,14.0,3463
0.059573144,2627.0508,28.0,3464
0.07716576,3057.7148,10.0,3465
0.07623905,2627.0508,15.0,3466
0.08048931,602.9297,15.0,3467
0.07048502,2627.0508,32.0,3468
0.062234163,645.9961,25.0,3469
0.08298217,473.73047,8.0,3470
0.058692437,732.1289,23.0,3471
0.07914413,3316.1133,59.0,3472
0.0950627,2368.6523,9.0,3473
0.08431558,2756.25,17.0,3474
0.08278349,689.0625,11.0,3475
0.08719498,818.2617,15.0,3476
0.08308891,689.0625,7.0,3477
0.08299426,1248.9258,31.0,3478
0.066873066,1248.9258,31.0,3479
0.077621154,1679.5898,25.0,3480
0.075579025,2756.25,22.0,3481
0.07938022,1679.5898,17.0,3482
0.04773794,1076.6602,23.0,3483
0.05506685,2368.6523,46.0,3484
0.061301123,2540.918,14.0,3485
0.074847065,2799.3164,17.0,3486
0.091274045,2368.6523,24.0,3487
0.077344425,2928.5156,16.0,3488
0.065593354,732.1289,15.0,3489
0.0569214,818.2617,4.0,3490
0.08016229,2928.5156,11.0,3491
0.083370164,3316.1133,23.0,3492
0.049716357,1722.6562,15.0,3493
0.08189754,2627.0508,10.0,3494
0.074279346,473.73047,7.0,3495
0.076623775,2411.7188,6.0,3496
0.09198971,3014.6484,11.0,3497
0.06797143,2497.8516,10.0,3498
0.09998928,2756.25,35.0,3499
0.08762839,473.73047,8.0,3500
0.08948496,2713.1836,12.0,3501
0.06840895,2497.8516,15.0,3502
0.087016456,1248.9258,28.0,3503
0.0933222,1679.5898,12.0,3504
0.083339706,43.066406,2.0,3505
0.08903971,344.53125,11.0,3506
0.07179679,861.3281,10.0,3507
0.0848003,818.2617,6.0,3508
0.06886351,1378.125,20.0,3509
0.07003653,516.7969,13.0,3510
0.06778014,2713.1836,9.0,3511
0.06684775,2799.3164,30.0,3512
0.069281556,1119.7266,11.0,3513
0.11322821,1248.9258,18.0,3514
0.07473681,2928.5156,18.0,3515
0.06248156,2885.4492,23.0,3516
0.062348537,2670.1172,29.0,3517
0.07771024,2411.7188,41.0,3518
0.06245371,3402.246,15.0,3519
0.06115743,2239.4531,12.0,3520
0.0821662,3402.246,18.0,3521
0.068552606,1894.9219,9.0,3522
0.06357982,2540.918,29.0,3523
0.07546456,1248.9258,11.0,3524
0.091435574,2799.3164,13.0,3525
0.07478641,43.066406,2.0,3526
0.0728564,3273.0469,22.0,3527
0.062016223,3273.0469,15.0,3528
0.05811671,2842.3828,16.0,3529
0.05512469,3746.7773,197.0,3530
0.102666266,1679.5898,19.0,3531
0.08664092,1464.2578,6.0,3532
0.07053304,861.3281,24.0,3533
0.090795875,430.66406,11.0,3534
0.07154096,3445.3125,181.0,3535
0.06683088,2799.3164,11.0,3536
0.07661913,1464.2578,20.0,3537
0.06976738,430.66406,8.0,3538
0.1054356,645.9961,17.0,3539
0.061037682,1119.7266,10.0,3540
0.05130644,2411.7188,14.0,3541
0.12334587,1033.5938,36.0,3542
0.05641535,2799.3164,31.0,3543
0.051213007,2540.918,26.0,3544
0.052335028,2497.8516,25.0,3545
0.047927167,3445.3125,18.0,3546
0.046195038,3660.6445,10.0,3547
0.05755414,2454.7852,14.0,3548
0.07433481,129.19922,3.0,3549
0.0601245,2627.0508,16.0,3550
0.038114168,1033.5938,24.0,3551
0.037526745,1593.457,18.0,3552
0.04364852,4995.703,12.0,3553
0.035310693,1076.6602,4.0,3554
0.05831928,473.73047,8.0,3555
0.07523067,473.73047,7.0,3556
0.084378846,818.2617,9.0,3557
0.0732468,3919.043,69.0,3558
0.0744307,3919.043,29.0,3559
0.079625815,516.7969,16.0,3560
0.055365562,947.46094,46.0,3561
0.06326754,2885.4492,77.0,3562
0.05313025,3229.9805,15.0,3563
0.041589763,818.2617,18.0,3564
0.041305397,5986.2305,23.0,3565
0.039356966,6201.5625,30.0,3566
0.040166944,2497.8516,38.0,3567
0.06639557,2196.3867,17.0,3568
0.068880156,1808.7891,21.0,3569
0.072272904,2928.5156,41.0,3570
0.077885464,1248.9258,11.0,3571
0.08026369,602.9297,3.0,3572
0.08603712,2670.1172,23.0,3573
0.05053998,1636.5234,30.0,3574
0.07033888,818.2617,13.0,3575
0.06055839,2842.3828,5.0,3576
0.07556156,2756.25,19.0,3577
0.07682462,732.1289,25.0,3578
0.05836588,3660.6445,34.0,3579
0.06306237,1636.5234,17.0,3580
0.09763786,2583.9844,30.0,3581
0.06499533,2583.9844,15.0,3582
0.105501264,473.73047,8.0,3583
0.074288525,2713.1836,9.0,3584
0.09760314,2756.25,23.0,3585
0.09408949,1119.7266,14.0,3586
0.056851957,2756.25,16.0,3587
0.06904094,559.8633,16.0,3588
0.08166425,2799.3164,10.0,3589
0.08662611,1248.9258,17.0,3590
0.05461382,2842.3828,18.0,3591
0.050339658,516.7969,9.0,3592
0.05361932,2842.3828,20.0,3593
0.044083245,3875.9766,121.0,3594
0.044265542,2282.5195,10.0,3595
0.0448205,3143.8477,22.0,3596
0.07970972,689.0625,5.0,3597
0.05833792,559.8633,5.0,3598
0.067041025,2971.582,25.0,3599
0.07419443,3057.7148,12.0,3600
0.06718663,2713.1836,15.0,3601
0.093235396,301.46484,6.0,3602
0.08038974,3316.1133,13.0,3603
0.059129547,3359.1797,14.0,3604
0.05614046,1033.5938,23.0,3605
0.088852465,344.53125,6.0,3606
0.0573232,2627.0508,12.0,3607
0.053732764,430.66406,6.0,3608
0.06739166,2067.1875,18.0,3609
0.089128636,2799.3164,18.0,3610
0.06723123,3186.914,14.0,3611
0.07222669,818.2617,18.0,3612
0.08877443,1722.6562,24.0,3613
0.07913162,2067.1875,15.0,3614
0.05424255,2454.7852,25.0,3615
0.08839284,387.59766,6.0,3616
0.05146378,3273.0469,201.0,3617
0.04916453,516.7969,6.0,3618
0.053652063,3100.7812,20.0,3619
0.033784013,2196.3867,10.0,3620
0.052500363,1679.5898,20.0,3621
0.053376794,1679.5898,16.0,3622
0.082702786,1679.5898,16.0,3623
0.06754883,1119.7266,22.0,3624
0.08630578,387.59766,9.0,3625
0.06805104,732.1289,36.0,3626
0.054739114,2497.8516,45.0,3627
0.068078555,2799.3164,19.0,3628
0.093135275,732.1289,10.0,3629
0.09402969,3273.0469,21.0,3630
0.084093265,732.1289,21.0,3631
0.07217712,1894.9219,15.0,3632
0.048343144,4134.375,170.0,3633
0.08874892,1248.9258,17.0,3634
0.055955496,1894.9219,23.0,3635
0.06487659,689.0625,6.0,3636
0.08705215,2713.1836,17.0,3637
0.07473544,990.52734,14.0,3638
0.11186019,1248.9258,10.0,3639
0.056732304,1679.5898,12.0,3640
0.04973171,1550.3906,17.0,3641
0.068924926,387.59766,4.0,3642
0.06055365,3273.0469,13.0,3643
0.082010016,301.46484,9.0,3644
0.05573521,1808.7891,13.0,3645
0.06457427,43.066406,1.0,3646
0.06370904,1464.2578,11.0,3647
0.06752027,430.66406,4.0,3648
0.05445078,2497.8516,12.0,3649
0.0469006,1119.7266,11.0,3650
0.055120673,3832.9102,20.0,3651
0.06489742,2411.7188,18.0,3652
0.051365092,1248.9258,9.0,3653
0.04830092,2239.4531,10.0,3654
0.044629734,2239.4531,18.0,3655
0.0522734,3617.5781,14.0,3656
0.06298458,2885.4492,18.0,3657
0.053792223,2756.25,20.0,3658
0.04505935,3143.8477,13.0,3659
0.07101273,2454.7852,17.0,3660
0.05403744,2583.9844,21.0,3661
0.067922585,2368.6523,11.0,3662
0.05563269,1550.3906,26.0,3663
0.06678277,2454.7852,26.0,3664
0.05959201,3832.9102,18.0,3665
0.06867201,2713.1836,16.0,3666
0.07251679,2239.4531,13.0,3667
0.056782365,2239.4531,13.0,3668
0.063919574,2842.3828,10.0,3669
0.055478666,1808.7891,17.0,3670
0.071273334,1851.8555,9.0,3671
0.051178623,1679.5898,19.0,3672
0.03685156,1679.5898,9.0,3673
0.052865498,1248.9258,14.0,3674
0.046570655,1205.8594,18.0,3675
0.043119896,1550.3906,27.0,3676
0.048122246,2583.9844,6.0,3677
0.0502334,1162.793,12.0,3678
0.05711296,2239.4531,7.0,3679
0.066271394,2799.3164,21.0,3680
0.051881798,3014.6484,5.0,3681
0.058001902,2583.9844,14.0,3682
0.049606983,1291.9922,11.0,3683
0.053501245,1464.2578,6.0,3684
0.0748551,258.39844,13.0,3685
0.05095267,2540.918,11.0,3686
0.059765067,2799.3164,13.0,3687
0.08872113,602.9297,5.0,3688
0.06883819,1593.457,15.0,3689
0.07223972,1162.793,10.0,3690
0.06795978,1636.5234,11.0,3691
0.06592132,2411.7188,16.0,3692
0.04464142,1291.9922,17.0,3693
0.05513204,2713.1836,12.0,3694
0.06073491,1464.2578,9.0,3695
0.067673475,1248.9258,23.0,3696
0.0633582,1378.125,17.0,3697
0.059762757,301.46484,7.0,3698
0.028759884,2239.4531,18.0,3699
0.047725238,2799.3164,17.0,3700
0.044353407,1679.5898,9.0,3701
0.06375553,645.9961,10.0,3702
0.057421897,602.9297,12.0,3703
0.039883275,1033.5938,5.0,3704
0.049372755,1205.8594,11.0,3705
0.046858523,1722.6562,8.0,3706
0.034364738,732.1289,11.0,3707
0.04495555,1421.1914,13.0,3708
0.056753732,1636.5234,14.0,3709
0.052895498,1119.7266,14.0,3710
0.045109622,1291.9922,6.0,3711
0.060765065,947.46094,8.0,3712
0.04674134,1894.9219,9.0,3713
0.028755182,2497.8516,17.0,3714
0.050514583,775.1953,6.0,3715
0.045192957,1636.5234,8.0,3716
0.056967195,1851.8555,6.0,3717
0.04120695,645.9961,6.0,3718
