@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral kurtosis' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
3.4582112,980
3.5010424,981
3.5169578,982
3.5226367,983
4.090039,984
3.8865204,985
3.4496946,986
3.36444,987
3.0256886,988
3.1080315,989
2.601307,990
2.7960896,991
3.4989655,992
3.3214529,993
2.9949272,994
3.4207373,995
3.4548316,996
3.4982555,997
4.257238,998
4.239149,999
4.140956,1000
3.8589551,1001
2.9616902,1002
3.2577615,1003
2.8425145,1004
2.9296389,1005
3.3456085,1006
3.3551495,1007
3.7133858,1008
3.4306278,1009
3.2485094,1010
2.866516,1011
3.1674993,1012
3.4733677,1013
3.2466545,1014
3.4665196,1015
3.4035304,1016
2.916408,1017
3.073181,1018
3.2595267,1019
2.8776848,1020
3.1552646,1021
3.28521,1022
3.4909892,1023
2.6000986,1024
1.9802253,1025
4.9776735,1026
3.9354062,1027
3.9371865,1028
3.3458805,1029
2.6199062,1030
2.976707,1031
3.2618642,1032
2.797004,1033
2.5768223,1034
2.5917716,1035
2.587737,1036
3.0276353,1037
2.8594291,1038
2.2168696,1039
2.9901977,1040
3.532332,1041
3.2157445,1042
3.0685797,1043
2.431831,1044
2.137378,1045
2.2493398,1046
2.4301996,1047
3.4761603,1048
3.4550498,1049
3.669753,1050
2.6706445,1051
2.4820528,1052
2.777314,1053
3.397446,1054
4.005361,1055
4.1147847,1056
3.699925,1057
4.1427193,1058
4.127818,1059
4.429591,1060
4.888847,1061
5.0398026,1062
5.570151,1063
5.440571,1064
6.1366587,1065
5.704216,1066
6.2686424,1067
3.2441938,1068
3.0387583,1069
2.7278495,1070
2.6485999,1071
3.092113,1072
3.413663,1073
2.9371736,1074
3.745054,1075
4.331817,1076
4.4314303,1077
5.1965976,1078
4.4937778,1079
4.540517,1080
4.496189,1081
4.360683,1082
5.4444556,1083
5.353674,1084
5.0895066,1085
5.302287,1086
4.8256364,1087
5.4029117,1088
3.5323472,1089
4.517271,1090
5.5592422,1091
6.135128,1092
5.790369,1093
6.1150413,1094
4.570716,1095
2.9804676,1096
2.6253448,1097
2.909465,1098
2.7418733,1099
2.8147228,1100
2.8848193,1101
4.808368,1102
4.9226995,1103
5.159708,1104
5.3005238,1105
6.4618654,1106
6.8165207,1107
5.1805477,1108
3.911821,1109
3.523022,1110
5.365306,1111
4.825847,1112
4.0573835,1113
4.2248178,1114
4.3624897,1115
4.3930073,1116
3.969213,1117
4.976513,1118
4.1544294,1119
3.684663,1120
6.104069,1121
4.709947,1122
2.054709,1123
1.9179682,1124
2.139766,1125
2.6899154,1126
3.3544376,1127
2.669984,1128
4.3689528,1129
4.2139974,1130
4.924292,1131
5.7701645,1132
6.0862985,1133
6.5213466,1134
7.1546574,1135
8.639141,1136
3.4510713,1137
4.7326565,1138
5.376902,1139
4.2429714,1140
4.3264604,1141
4.291823,1142
3.716487,1143
3.149882,1144
4.236977,1145
4.131436,1146
5.0182695,1147
4.7304287,1148
5.6474366,1149
2.6377485,1150
3.1162207,1151
3.3911233,1152
2.8267999,1153
3.4870691,1154
3.0483944,1155
2.9980874,1156
3.4867187,1157
5.094615,1158
4.4168,1159
3.2693121,1160
4.3324614,1161
4.01008,1162
4.134944,1163
3.4386044,1164
5.116134,1165
6.2867064,1166
6.742232,1167
6.423069,1168
7.003767,1169
5.7978897,1170
4.513162,1171
5.050066,1172
4.3487115,1173
3.4435236,1174
1.9543276,1175
2.1269321,1176
2.3961973,1177
2.1332579,1178
3.2601194,1179
3.0491865,1180
2.6656716,1181
2.1810029,1182
2.4434237,1183
2.8272498,1184
4.4960184,1185
5.14363,1186
5.0686994,1187
4.521719,1188
4.9100604,1189
4.5990767,1190
5.3123174,1191
5.4055943,1192
4.559177,1193
4.386185,1194
5.2203465,1195
5.5855994,1196
5.3828797,1197
6.3933897,1198
3.8705118,1199
3.9615853,1200
4.848762,1201
5.453985,1202
4.830695,1203
7.058459,1204
5.1375003,1205
3.4525194,1206
3.4419625,1207
2.450133,1208
2.3386364,1209
2.5077908,1210
2.0910325,1211
2.2830095,1212
2.6534781,1213
2.7403016,1214
3.3750541,1215
4.7042937,1216
4.4743934,1217
6.5303006,1218
4.189392,1219
4.4101596,1220
3.940349,1221
4.1487927,1222
4.1659317,1223
5.3798623,1224
5.0694647,1225
3.3636143,1226
4.9463444,1227
5.6076903,1228
5.584927,1229
6.31708,1230
4.3981676,1231
2.7434835,1232
3.2427502,1233
3.0481083,1234
2.7933986,1235
2.1098711,1236
2.3976917,1237
1.9186275,1238
2.1357043,1239
2.5544777,1240
2.9433765,1241
3.340227,1242
2.9068947,1243
1.7840315,1244
1.738852,1245
1.9265807,1246
3.0420291,1247
2.9473946,1248
2.969289,1249
3.0313325,1250
2.6951325,1251
2.843288,1252
2.6665313,1253
2.7530525,1254
2.772067,1255
3.1665325,1256
2.8711758,1257
3.1460962,1258
3.2247686,1259
3.4741805,1260
3.9245465,1261
3.0559974,1262
2.6848884,1263
2.9114983,1264
2.8287654,1265
3.288748,1266
3.3327088,1267
3.107051,1268
3.3110628,1269
2.9546845,1270
3.19073,1271
3.2887683,1272
3.8978698,1273
3.677336,1274
4.0194154,1275
4.9417834,1276
3.8690283,1277
3.829948,1278
4.336098,1279
3.8474007,1280
3.4681377,1281
3.7855704,1282
4.1097875,1283
4.217103,1284
3.1976097,1285
3.6261625,1286
3.8549526,1287
4.140585,1288
3.706464,1289
3.0454714,1290
3.0574262,1291
2.7316442,1292
3.1606054,1293
2.76022,1294
2.563844,1295
3.9138083,1296
3.76923,1297
3.662856,1298
2.6798244,1299
2.7114553,1300
2.942616,1301
3.3976555,1302
4.1134486,1303
3.7416077,1304
4.276082,1305
3.7604628,1306
4.5817847,1307
4.053112,1308
3.5257514,1309
4.4515214,1310
4.6400824,1311
4.5280924,1312
5.3416023,1313
4.6299243,1314
4.7717943,1315
3.5705228,1316
3.2396789,1317
2.9276962,1318
3.8298888,1319
3.3753843,1320
3.1460423,1321
3.3302324,1322
3.3661337,1323
3.9565425,1324
3.7527876,1325
3.5974889,1326
3.6828542,1327
3.6740825,1328
3.7692778,1329
3.8116727,1330
4.3644767,1331
4.3080835,1332
3.8363397,1333
3.95203,1334
4.1855845,1335
3.6172037,1336
5.2859035,1337
5.2994437,1338
4.397061,1339
4.1479893,1340
4.4268355,1341
3.9708884,1342
3.9396198,1343
3.392217,1344
3.2396314,1345
2.9154449,1346
3.4396613,1347
3.8304048,1348
3.8760045,1349
3.8019805,1350
3.278707,1351
3.5627503,1352
3.5332847,1353
3.7520492,1354
3.722371,1355
3.838866,1356
3.648725,1357
3.5862057,1358
3.2299874,1359
3.409008,1360
3.0246415,1361
3.074212,1362
3.2851086,1363
3.2682865,1364
3.6548,1365
2.9887528,1366
3.5188446,1367
3.5225134,1368
3.4100347,1369
3.6316392,1370
3.095187,1371
2.9136686,1372
2.4582138,1373
2.6024506,1374
2.3966897,1375
2.303188,1376
2.428705,1377
2.9002495,1378
2.5307004,1379
2.5060232,1380
2.7344043,1381
2.352999,1382
2.543682,1383
2.493387,1384
3.0386105,1385
3.5010948,1386
3.207601,1387
3.5490584,1388
3.2696936,1389
3.457728,1390
3.614761,1391
3.4544296,1392
3.2263072,1393
3.7331212,1394
3.5714338,1395
3.7134614,1396
3.914463,1397
3.1275349,1398
2.9132724,1399
2.4334893,1400
2.7991323,1401
2.966608,1402
2.8854117,1403
3.5547826,1404
2.9739764,1405
3.016983,1406
2.93951,1407
3.1765213,1408
3.2248068,1409
3.3562768,1410
3.308121,1411
3.4438548,1412
3.5306084,1413
3.1369162,1414
2.7385175,1415
2.9392812,1416
3.2650232,1417
3.4534974,1418
3.4735568,1419
3.607462,1420
3.141346,1421
3.256756,1422
3.3864186,1423
3.8540323,1424
3.0868545,1425
2.5479956,1426
2.6261787,1427
2.4710913,1428
2.075534,1429
2.475189,1430
2.4560623,1431
3.0933752,1432
3.2798095,1433
2.7708118,1434
3.117897,1435
3.2691593,1436
2.9941077,1437
3.681707,1438
4.141234,1439
4.1664352,1440
4.478199,1441
4.898006,1442
4.52328,1443
5.001054,1444
4.1741533,1445
4.791764,1446
4.5112877,1447
4.0951257,1448
3.7726545,1449
4.4824557,1450
4.330945,1451
3.4054432,1452
3.686915,1453
3.5961218,1454
3.7385938,1455
3.5286422,1456
4.307228,1457
3.712161,1458
4.103316,1459
3.5230699,1460
3.13271,1461
3.7072752,1462
3.262625,1463
3.6082003,1464
4.5600243,1465
4.8991485,1466
4.6932154,1467
4.010771,1468
3.2852988,1469
2.9546266,1470
2.7845414,1471
2.7814732,1472
2.8083398,1473
2.6895542,1474
2.9215882,1475
2.7332964,1476
2.675792,1477
3.320542,1478
2.6116571,1479
2.4460838,1480
3.5594466,1481
2.8958712,1482
2.6696815,1483
2.5856042,1484
2.532345,1485
2.8574214,1486
3.177295,1487
3.688645,1488
3.8806005,1489
4.5646067,1490
4.727161,1491
3.3689222,1492
4.195014,1493
3.814066,1494
3.946073,1495
4.2120013,1496
4.603915,1497
4.1016035,1498
4.285129,1499
4.187694,1500
3.9998147,1501
4.6089306,1502
4.408467,1503
4.7201996,1504
5.104022,1505
4.4005814,1506
3.3798964,1507
2.926233,1508
2.4427416,1509
2.6326642,1510
2.8316393,1511
3.054141,1512
3.5835717,1513
3.2609177,1514
4.1424527,1515
4.0579143,1516
4.167199,1517
4.8881,1518
4.3925977,1519
4.862779,1520
4.912747,1521
3.955308,1522
4.221689,1523
4.5081363,1524
4.7014856,1525
4.761748,1526
4.958533,1527
4.538019,1528
4.291628,1529
4.3314805,1530
4.9139085,1531
4.4532967,1532
4.1704216,1533
5.1626377,1534
4.139012,1535
3.047163,1536
2.4267173,1537
2.5693586,1538
2.4395168,1539
2.6798053,1540
4.29225,1541
3.805022,1542
4.8370686,1543
4.1579456,1544
4.7025323,1545
4.272597,1546
5.235654,1547
4.751402,1548
4.506015,1549
4.730062,1550
5.222599,1551
5.858561,1552
4.307512,1553
5.1615963,1554
3.474954,1555
4.167119,1556
3.9536426,1557
3.8924046,1558
4.7435603,1559
4.870166,1560
4.609265,1561
3.7838452,1562
4.199174,1563
2.9921937,1564
2.8996425,1565
2.85943,1566
2.3487973,1567
3.577708,1568
3.7439306,1569
4.2162795,1570
4.2368507,1571
5.0134635,1572
4.292074,1573
4.0161133,1574
3.3879974,1575
2.8905091,1576
3.582411,1577
4.446614,1578
4.679165,1579
5.2292657,1580
5.444322,1581
4.5205517,1582
5.0288954,1583
4.463121,1584
4.511253,1585
4.8995895,1586
4.58206,1587
4.725145,1588
4.404843,1589
4.6265807,1590
3.6595876,1591
3.2626863,1592
2.793153,1593
3.1380794,1594
3.213251,1595
3.9619405,1596
5.0437293,1597
4.4594045,1598
5.203968,1599
4.6999726,1600
4.3250637,1601
3.8957179,1602
4.26009,1603
5.198716,1604
4.7152395,1605
5.381241,1606
6.030717,1607
5.442776,1608
5.5719604,1609
5.5793734,1610
4.607964,1611
4.648466,1612
5.7093477,1613
5.7073994,1614
4.7218537,1615
6.575629,1616
4.8303075,1617
3.7858064,1618
3.1465783,1619
2.8992865,1620
3.2768252,1621
2.9858296,1622
2.9779382,1623
2.9501867,1624
3.7969434,1625
4.3765006,1626
4.1680512,1627
4.3391056,1628
4.210972,1629
4.765706,1630
4.4585123,1631
3.5668328,1632
4.720174,1633
4.4983025,1634
4.9767313,1635
4.738773,1636
4.8797703,1637
4.5762033,1638
3.5679226,1639
4.147464,1640
4.08059,1641
5.084149,1642
5.616415,1643
5.672748,1644
3.5270312,1645
2.9633796,1646
2.6660364,1647
2.4911156,1648
2.2941391,1649
2.7596493,1650
2.019107,1651
3.9192827,1652
4.1141734,1653
4.2532115,1654
4.187164,1655
4.347846,1656
3.816774,1657
2.7215629,1658
2.953391,1659
3.234332,1660
3.9366062,1661
4.8436656,1662
5.6618094,1663
3.503025,1664
3.1326578,1665
3.6715534,1666
5.158075,1667
4.412087,1668
4.8272614,1669
3.4765196,1670
4.5695295,1671
3.6787388,1672
3.3023388,1673
2.8609848,1674
2.6270258,1675
2.479663,1676
2.398428,1677
2.3465102,1678
2.4637089,1679
4.1402926,1680
3.849167,1681
4.1318736,1682
4.070296,1683
3.2583022,1684
3.0675254,1685
4.049868,1686
3.5278177,1687
3.675705,1688
3.4715345,1689
