@RELATION ClassificationSet

@ATTRIBUTE 'Mean_1(NaN_eliminated(Average distance between extremal spectral values and its variance))' NUMERIC
@ATTRIBUTE 'Std_dev_1(NaN_eliminated(Average distance between extremal spectral values and its variance))' NUMERIC
@ATTRIBUTE 'Mean_2(NaN_eliminated(Average distance between extremal spectral values and its variance))' NUMERIC
@ATTRIBUTE 'Std_dev_2(NaN_eliminated(Average distance between extremal spectral values and its variance))' NUMERIC
@ATTRIBUTE 'Mean_1(NaN_eliminated(Average distance between zero-crossings of the time-domain signal and its variance))' NUMERIC
@ATTRIBUTE 'Std_dev_1(NaN_eliminated(Average distance between zero-crossings of the time-domain signal and its variance))' NUMERIC
@ATTRIBUTE 'Mean_2(NaN_eliminated(Average distance between zero-crossings of the time-domain signal and its variance))' NUMERIC
@ATTRIBUTE 'Std_dev_2(NaN_eliminated(Average distance between zero-crossings of the time-domain signal and its variance))' NUMERIC

@DATA
271.6562392727273,555.1844992424318,145.97184718181816,368.09446937030344,15.479904038181813,31.613755086765984,12.306637605454554,17.284969668324116
305.2632206976745,1396.0178464578908,163.46241994883724,913.889051383976,17.70420218651161,339.4672648788263,17.182921092093018,318.45918997208963
299.16967236111134,442.47276000846927,160.76276227777777,633.8012359750202,15.787884587962962,20.587475413238696,13.851541650462972,24.211303040940166
295.4926220833332,576.0475910397881,157.74453429629625,661.2310266479931,15.267253665740741,46.72049727566808,14.398091304166666,61.103346227211595
298.16514958525335,927.9028433552991,161.0664316820277,724.2406972942864,17.813006584792625,94.8743643189125,17.789634359447,98.60906058051562
302.6373322222223,1364.1223833853508,167.07275958333332,817.6356226096929,20.922306763425922,121.5514930034482,20.472959629166667,132.81462497663136
296.172765138889,1499.3798808783245,161.4649404398149,978.5102607586554,18.01337483379629,120.06621926200044,17.41999299305556,129.24065165458933
301.9683847004608,2182.9047090980625,162.83700220276506,1249.0649891960775,12.525974635023038,61.99112458925973,10.690590836543773,56.03750621527339
307.85147995370386,2018.0791295660777,167.95851705555546,1248.0504703591441,12.812389680092602,59.601896943307565,11.902373052916671,88.17284681892276
305.28596749999997,1207.585934269224,171.2392384305556,1040.3273495411859,14.944011189814807,80.01091918404335,15.794008411111113,109.21630368908453
304.5435831797236,1134.0402858090042,168.4969269032258,984.1719522864429,19.51095892211983,202.7815549363269,19.24254552119815,153.6411684622162
301.0848249537039,1296.3898604979777,165.54728543055566,869.9770391970421,22.54714044861112,228.0307045376836,22.089123649537033,159.4709699546871
302.37103309090907,1372.0967282646254,168.56572745454545,817.3387482710315,21.893280294545445,165.4320319107407,22.900053510000006,125.06186815010943
301.1593000465118,11186.469756978368,160.2946144604651,9196.836665363822,14.386642356279078,1257.6624386693263,15.454504068837194,417.46310427016556
290.92222282407414,458.13242008655646,150.77566953703703,499.82306762749056,5.924778572685186,11.199076977868048,7.030398998148143,52.81801874944066
291.5067904629628,378.41679935898696,148.77752234259253,498.6128127350549,6.813327360185185,12.414624342324213,7.621683684722222,38.279339594878444
286.67779695852533,918.8331902425576,145.9610837235023,676.9307928103048,9.03711750691244,14.488653660073233,10.757596698156673,49.24433548877817
265.8752646296297,1219.9705135700642,134.42364747685193,913.5152821755105,9.938278380092596,8.27214759909508,10.950148683796293,34.295303056659
259.83992916666676,849.6744042617325,131.2336734351851,824.5100930739655,11.767504500925929,62.01822420631677,12.381086632870367,79.44157781176584
273.01133133640553,962.7726147281102,142.00639247926262,846.394182827419,12.74951751198156,62.844961254436676,13.809634577419354,91.97133092708164
268.57401481481503,840.5761406208278,137.9661366296297,810.2653627647086,10.55135987083333,15.670581676516028,11.521995899074081,52.82836821200427
264.05285162037035,620.5578304126741,131.08177714814812,673.2318022825086,9.124659189814812,11.883168668951374,10.50324780740741,57.932477733005676
273.4285977419356,605.7022722388305,132.9282547741935,766.9275287392225,8.910787723502304,16.247630424700805,10.660879976036863,60.824327876239835
285.54300791666674,599.1932211269739,144.8949499675926,861.6770665650461,9.81688324722223,24.304662618146462,12.039394302314818,62.71942110066842
290.62108900000004,611.6346228528181,152.99410421818177,719.4457525062061,10.726070510000001,26.184464495418723,13.558742177272732,70.09937142274471
290.39918613953495,367.46395494288805,149.8721396790699,385.6097427729752,15.805285773488375,110.39447099884283,23.04697237627906,177.74616150218634
289.9495082407409,398.45487666424975,149.9665803240741,405.913839400483,15.133103662037026,53.55127293953588,22.405471232407425,161.38803485390096
297.5835801388889,601.9692825226514,159.14259609722228,666.803745778038,13.73052794212963,70.98051692064305,20.74848548287037,185.0301290460269
306.8103123963134,646.5692078368356,169.39783258064514,774.621419009895,13.761622558525348,158.10245711325607,20.09588942396313,270.64916617386314
310.76747111111104,602.5869506372109,171.69845728703694,707.1861506435314,14.922520548611123,156.07457343614794,20.768889381944486,229.34075255566657
306.9742547685185,563.1487923986557,166.465469837963,636.7941187909804,14.747534381018513,89.61367670574856,21.819826197685174,188.19956573316608
309.03138207373263,595.9988809519526,168.4141064285715,626.1130418231905,13.756792394470056,98.47168586559343,21.46714173732721,215.79310490157152
309.52631662037055,646.1541048383816,170.32550332870366,709.1608777829068,12.786566042129637,66.1796519823161,19.264266244444435,156.4522367857524
300.3451621296298,573.7256494192212,162.17470970833335,711.3545311951946,14.338513617592595,85.31438910481354,20.980898390740744,173.67906343901493
299.1796443778801,500.9356878971581,162.80209123502314,628.4085732294121,14.415227276036862,98.07725999211938,22.39437353732718,195.7414391197897
302.3551175925925,499.78530111988226,164.97629645833328,623.2967658501772,14.30625388425926,82.64101856135612,22.313372281944428,208.01730000195198
302.9150480909093,525.9885642063792,163.71521440909092,619.3244017193864,15.644823812727273,91.806682915617,23.467461220909097,242.3989437015787
289.79258795348846,548.5772866748689,154.52337352558132,606.0366829369269,15.654020683255814,122.32897472541895,18.64400488418604,195.0261504362095
294.4391284722222,810.8705875632601,161.43349272222216,771.8883648606717,13.650343984259257,125.38296636990468,14.821590649999997,121.08474873421034
307.9491255092592,1045.050276118916,170.15653467592588,841.471516636352,16.88847832361111,154.84946909543058,18.97451086898148,115.28822766863084
311.26063050691255,1185.6669566142598,170.7213214746543,873.68981586369,16.880053171428564,126.957555217973,19.709279104147473,106.37506967602877
305.95064458333314,813.4069827487988,166.5106877129631,700.5276183017615,15.161884247222215,83.90972411099122,17.760639198148137,90.86399735353926
304.07432453703734,760.0751568545404,165.09811181018534,685.4083838045733,15.686167992592589,74.43716361489557,16.624424711759264,72.54624032287698
300.17123751152087,970.4732985089486,161.532103202765,744.6823078308025,12.525168918433176,49.91488539410985,13.556278071612903,73.04799698830922
305.5004583796298,1052.0933845561308,165.93288930555562,796.7783301034368,11.677320895370375,39.21424692840671,13.536369388888893,59.032147358883925
309.82844685185205,989.6555919456636,168.44870662037042,710.3406457043003,14.120220328703716,75.9514130748919,15.872540308333331,60.320943395805976
302.9916815668202,925.9713156468313,161.90377495391698,636.2323088069737,14.53327329078341,69.45612212314124,14.68004011474654,57.42604123445802
305.12120115740754,1325.80454305982,163.9560208657407,930.3413083212074,14.165898805555557,55.33468961108493,13.793499429629628,54.48132892847579
307.0009820000001,1529.7304614415216,167.0040350181818,1180.873265870996,14.348853399090912,81.14679764867228,14.994422178181809,76.2408744293924
289.79258795348846,548.5772866748689,154.52337352558132,606.0366829369269,15.654020683255814,122.32897472541895,18.64400488418604,195.0261504362095
294.4391284722222,810.8705875632601,161.43349272222216,771.8883648606717,13.650343984259257,125.38296636990468,14.821590649999997,121.08474873421034
307.9491255092592,1045.050276118916,170.15653467592588,841.471516636352,16.88847832361111,154.84946909543058,18.97451086898148,115.28822766863084
311.26063050691255,1185.6669566142598,170.7213214746543,873.68981586369,16.880053171428564,126.957555217973,19.709279104147473,106.37506967602877
305.95064458333314,813.4069827487988,166.5106877129631,700.5276183017615,15.161884247222215,83.90972411099122,17.760639198148137,90.86399735353926
304.07432453703734,760.0751568545404,165.09811181018534,685.4083838045733,15.686167992592589,74.43716361489557,16.624424711759264,72.54624032287698
300.17123751152087,970.4732985089486,161.532103202765,744.6823078308025,12.525168918433176,49.91488539410985,13.556278071612903,73.04799698830922
305.5004583796298,1052.0933845561308,165.93288930555562,796.7783301034368,11.677320895370375,39.21424692840671,13.536369388888893,59.032147358883925
309.82844685185205,989.6555919456636,168.44870662037042,710.3406457043003,14.120220328703716,75.9514130748919,15.872540308333331,60.320943395805976
302.9916815668202,925.9713156468313,161.90377495391698,636.2323088069737,14.53327329078341,69.45612212314124,14.68004011474654,57.42604123445802
305.12120115740754,1325.80454305982,163.9560208657407,930.3413083212074,14.165898805555557,55.33468961108493,13.793499429629628,54.48132892847579
307.0009820000001,1529.7304614415216,167.0040350181818,1180.873265870996,14.348853399090912,81.14679764867228,14.994422178181809,76.2408744293924
302.90060418604656,1531.4934626466709,146.79566024651163,434.93005393271835,7.888695455813953,295.1422849721025,6.711498031953491,176.24691763876768
291.90103574074084,394.5114150589588,138.2277212175926,551.5254682006303,9.04142373240741,20.477950510254683,7.686881033333337,38.47751835936726
293.03405106481483,448.96007937872935,141.9419273611111,813.8679074403661,11.641991006944442,28.367251979309465,12.917393866203703,74.1759286392354
307.2027055760369,649.0005304294606,160.16553479262666,897.4482927529655,15.950371635023043,93.54564150450938,19.900605823502303,145.2210313741423
298.7651833796299,1010.1940279888012,161.58466416666664,771.3883512719855,19.44564793935185,249.07550309794968,22.62116140694445,222.42599989208006
294.5835260185185,957.3254372720448,158.75962956018523,794.9445390949243,18.793999730555555,242.92490834482797,22.312987012962964,238.5597784883076
292.7765408294929,1030.6637675536463,157.1021171198157,875.0073235908363,14.324204760368668,82.70898133150378,17.07304589631338,176.0020550731585
285.25155009259277,707.1330824307287,153.33324287962972,735.2551725777071,13.063109961574074,58.125219191705824,16.597012070370358,146.4603458643453
300.7275059259259,682.4597049489588,166.88557019444434,747.9581330160669,16.290826228240736,82.6771859534034,22.35443511481481,147.8851053320636
309.42933119815683,684.0105293267003,171.89573629032253,668.2213886655566,14.675027245622116,80.8761265922268,19.537801486635942,140.79675872639484
312.6804145370371,883.8178612336792,172.12512824074076,700.3320207305005,13.630517844907398,63.30760862841944,18.70378527175926,130.93853960521787
317.1095443636363,1025.5045302997846,176.0850558636364,771.6040847240279,15.386043253636371,76.58839701505998,21.760156649999992,145.19056165946836
292.3563646046512,1300.4260761742712,155.0345770186047,1366.1321847739196,11.369068232558142,154.25175599146527,13.82148608697675,121.24230949842807
284.3543133333335,437.75341445917013,146.10985735185182,472.09044701583923,11.132047073611112,45.356190448458996,12.890580860648143,87.49205081769014
283.0450529629632,439.90900377089446,143.5747473657409,566.203947836628,10.665118087037031,25.66222653634466,11.23316979722221,71.13225047874273
285.0421364055301,457.3608477517847,144.33600462672806,548.4095334238855,9.428734963594472,22.05650652216766,10.602164360829487,73.81366554912027
283.8533518981481,463.48662147967076,146.76147040277777,499.18808309171,10.115110593518525,25.430026349481928,12.321338290740739,89.83025196017472
283.1559411111113,620.263430889843,146.4000952407407,483.3942728949804,12.124612750462958,28.765417204856952,12.230308787962962,77.23497526750661
288.55745838709686,712.9039780700492,150.12187747926262,569.5517900084077,12.323618093087546,44.74455036774727,12.546181197695853,79.50151643623671
291.3402493981482,775.8974945877933,155.91611055092596,759.2502906419547,12.493711861574077,69.48561997580634,14.250020074537044,117.44842955623318
299.21109972222234,983.5202791090255,164.8577542870371,851.947826544132,16.940973106481483,153.41005540891857,19.176332304629636,173.02575006185126
306.0381752073735,854.5365929729353,169.56190082488473,901.9995439130716,19.04027927419354,235.94306385548745,23.430405510138236,211.76439204751878
299.0175351388891,840.0308006391133,164.34564525000008,869.0443099693869,16.61552927962963,193.60527141819895,21.69279107685183,228.67527513054696
291.3924375454546,805.930336449022,158.85325627272726,691.0797930278064,14.916584402727272,126.00882923307464,19.31652495454546,208.96870120861345
289.5725743720932,696.4506086292956,158.90262335348834,686.2422820088572,15.619025545116276,138.58083021262496,20.879277238139526,226.8752807613075
285.22273583333345,654.5307525096069,154.12744072685186,698.7092589691177,15.14542049166666,207.11924581674864,19.487391391203705,225.02287918878622
279.14147212962973,1079.5557251395878,147.78550603703707,1021.4881663151874,14.85140727638889,219.70099043802998,18.376369974074084,231.10546238726278
264.98447889400916,1178.01229825771,138.78070638709684,1032.5683893437076,12.88660722580645,92.19220657262255,15.744717804608296,126.68180032122721
272.5030306018519,1328.9282992851422,143.68810350000004,903.3414580664523,13.093901893518515,81.94845947819175,16.556180474537033,111.80920319808352
289.2438212962963,1076.6692322660688,147.05747906944444,849.9354635010294,11.272840457870378,73.31297443433493,15.26679738472222,126.43960947732276
278.9586199078342,793.7342453010691,138.73352987557598,697.1302443346383,12.076380141013829,133.12276249586006,16.160050681106004,229.1808061035893
273.19706939814836,760.9837193414206,142.59229185185188,802.1559796940876,14.145577184259267,152.45001507269447,17.91870724305555,227.81593746517015
287.56208101851865,976.1983435820893,147.63779990740738,613.2169088923494,10.076046443981479,69.38368032080723,12.029649772685174,93.91803062630413
288.20397276497715,717.3195446728132,140.26640130875586,584.8659488269005,8.293424292626725,64.95085114861932,9.89037723917051,82.41776703192156
277.5199151388891,509.2684087393213,135.77067660185176,771.406851739365,9.81851670601852,114.41411153136339,12.388940753240743,157.36584746379518
276.8280167272727,577.0015113899799,139.36782527272726,861.2392573128047,10.48756477,131.20335808501503,13.427733119090913,197.36689479742907
276.72521613953495,635.9670146316406,140.35371920930237,845.28074297344,11.556020258139533,94.29776244796962,12.378899250697673,198.89976469681645
285.0015343055556,851.5353114006622,150.2050392314815,967.8545828467749,12.927533052314812,93.08833353151411,14.215825440277783,218.3596859953111
293.8229623611113,899.7789418482395,160.75584004166674,896.3984346444013,12.990964753703706,71.49792358499302,14.14907936990741,190.9659851783179
294.06693465437803,693.6547104749225,161.76680861290316,677.3278930962335,14.43948883778802,174.68958725687756,14.495665127649774,209.64445088096676
299.25370541666666,584.1942817892696,165.5859645787037,710.9082332325213,17.96421954212963,224.08056237927372,19.750983993055552,289.1285409818998
305.64719819444446,584.6290885857187,170.27940724537027,786.2598176779439,22.33696057916666,236.08659743938009,25.515431065277774,235.28820906438807
315.0727248387097,890.9019638232913,172.43608520737325,772.5050832444718,21.117776372811054,274.80573640378105,22.849964499078347,206.96957910686305
316.068397361111,1396.9605468474535,166.25317222222225,1380.135893180359,20.539304087037053,337.6577715888173,19.31214005092593,179.51631864568094
290.7240007870369,1385.5232610747667,145.61885092129634,1479.3029287529348,16.05720910185185,317.6091068621495,12.99856901666668,193.52600013227567
289.61258921659004,914.4857263478298,149.22787090783407,962.3861230560051,15.47946717373272,216.0291734198144,13.973719875576037,163.1749991091486
307.3778618055558,626.8641201868281,164.4744318472223,639.6982589482611,24.284878836574084,355.85657350245515,22.76492113703705,189.96967823137115
307.5088774545454,552.7663839675989,162.38390309999994,643.9480136266833,25.076211197272738,424.5031957300108,22.801436208181812,243.263809181905
291.670461534884,710.6068437951901,151.6390435023255,470.0837543794065,14.544348654418606,223.88067219492075,17.39142029953489,205.37864524120937
291.35055189814824,561.7857619860845,152.6814227314815,670.2541025841621,15.56026344675926,336.1821875030386,21.108446658796304,396.7346639214074
295.62613180555576,451.37325827465526,155.06918021296295,674.3759569987242,17.048491697685186,399.48499060090666,22.968400622222205,404.35803771704
293.7671719354841,463.3690545424037,151.99553382488472,483.6312906334651,13.086519200460833,154.09964383014614,19.52487956497696,249.61356697891887
291.97054486111125,441.2386796914729,152.8381197499999,463.8726272433192,11.278937730092593,75.39481269694987,17.004142493055557,206.09129289138605
291.8813292592596,533.8668677718592,150.69420113888887,591.2946362643759,8.441309209259256,19.831339912208048,11.022459387499996,61.584456900838234
291.6782458525345,581.7669831305028,148.53357264516123,583.2728625581284,9.74942513410139,63.95837732571306,15.015509533640554,202.87856814742761
294.08809018518537,425.554617945213,146.5545185833333,498.05893746569404,9.56306259675926,66.22978315543244,14.59903122546297,208.4120286824666
287.9833660185188,535.496019943543,143.32956242592599,664.5755936426636,9.852705682407406,70.04697547919415,11.554927575462965,99.31532798310771
284.73384483871007,632.3693033743657,146.03478635483873,737.9370181390269,11.449151345622118,133.5139955279223,14.265856848387104,187.3564794928291
287.5413161111113,993.6951517900044,152.89313450925917,788.0043323885101,15.581317620833337,302.27381275651237,20.653725262037035,356.3977675577283
286.43083136363634,1322.2954840920206,158.73459671818185,897.8541533221234,20.35148171636364,400.45160346346825,26.988937973636364,389.11562382868806
297.40082660465123,656.1758046986163,159.4199970976744,533.1771583859047,10.763079371162794,44.33188834833734,11.638939626046504,203.72378701594536
284.2291495370372,633.8412086811413,148.64655372222228,610.3537304116214,12.680910358333332,41.96546164231452,11.314658901851844,69.64195087499998
288.8928150462963,1019.6432214143989,152.2598699212963,855.2094362790141,15.6580196101852,46.282085817256615,14.093311376388893,71.55038018862614
307.73520479262675,801.1955960871352,164.31057041013827,634.2314601084533,17.171860580645166,59.930673133660775,15.750478352534559,101.42108492666797
308.84666916666674,787.1947903537698,165.91607087500003,711.4302188310755,17.011289824074076,63.82821893877869,16.655026281481472,112.84156510093408
307.37180388888896,829.5773151811387,167.41123849537038,756.8951321138205,17.19514171064814,85.25658621540515,16.603125498148145,131.6050536320262
322.3189207373272,1280.6389252735473,176.8395680645161,891.8718043578118,14.490867505069113,80.52773792878271,12.336011205990776,129.87663267574484
320.4594820833335,1274.4540162359824,176.73908712962967,855.9161585801859,11.247089700925928,12.908408480231957,7.648469255555556,22.694359780886256
311.4544501851852,698.4135595244211,171.15581604629622,638.529662658943,16.850465449074076,176.74510822645112,12.928821451851858,194.04385019983874
316.7251086175116,579.7428835197622,174.68245311520744,706.4921866431041,23.26100393410138,384.67691461597286,20.09873095898617,390.9014310805553
312.3790491666667,546.2045109624319,172.0607739351852,614.779179703201,22.42250249074073,280.90130479598906,21.60600164907407,271.2342319179295
311.541221090909,575.3551701853569,170.60491918181808,486.0634168812494,19.18397770909091,57.21138264204108,18.782602017272733,69.56994360943231
278.8797799534886,737.1862438662158,148.51468264651166,607.9498585642364,14.409963695348832,176.08228859641918,16.26454165348837,197.4255369493197
275.8706874074076,580.832716123232,148.47649292129634,593.5349160249008,14.420285210648151,14.136432981185205,14.535795490740748,20.954912974525307
283.3406849074075,401.64419749910263,152.89188985648147,504.3048123760857,13.85760781666667,16.40659680484674,13.998546627314825,21.948491989308845
284.5659905990784,386.62786120806123,148.0785751612904,544.2927260707327,11.512597675115206,15.631866833995925,12.251153906451622,33.4080499435563
285.62345967592626,591.7385167575919,147.756510513889,633.5630780154546,11.63706033055556,36.184330501291726,15.472334893055558,92.35916797701104
285.2903066666667,605.5619768726791,151.1476669814814,594.6363239106314,11.764435065740736,35.20597222065838,16.6631991125,83.28965350624185
298.83859940092185,1653.809427529611,160.01333426728107,1018.1361715054676,11.277420269585246,41.98911857555778,13.656009941935487,115.77654975432435
315.4591399537035,1762.4573399889891,169.96572250925925,1087.2995115482831,25.213853204629626,764.4242686748955,27.549108666666644,802.9893778346385
327.80646907407413,1262.5447459019013,178.02618064814803,846.4117253816339,35.390522079629626,920.1215832727722,38.90684246342593,852.7364328858838
323.6667320737328,1664.4901635960487,176.73918755760369,1021.2854480215034,30.497066122119815,639.7691593194194,37.38805135345622,672.5493171538707
321.5724907870371,1518.4547640107735,175.3222711574073,1024.90761584355,25.703742986111124,614.6616813977505,33.995574331481485,723.9210877463954
332.19362072727284,1286.1213126898886,180.4874127272728,969.2603273369909,22.53769241909092,638.1828795443239,28.596778409090906,698.764732360716
289.65333548837214,485.674579384723,157.48684706976746,661.8185062046383,25.847997213953473,617.1996549338232,34.679303310232555,631.5832823192011
288.8144723611112,506.0404949833618,156.97357123611113,701.5177152193036,28.51117030324073,634.833543730934,36.06230658703706,535.9373737556391
292.5282323611111,593.897830649732,159.77830542592585,675.523300982776,25.563947837500027,460.3727269315197,32.87705030787037,443.2433495825019
304.72391760368686,820.205703211488,168.6103269769583,860.6263297813423,20.10672484930876,234.5997800510977,26.075385705898608,302.39896206919434
312.7651183796296,859.6006931742974,174.0468417777778,802.7322379792263,17.593390220370377,126.39842768882951,21.18198399203703,142.9626100388898
307.1617224537037,813.9865800494831,169.89307409722227,693.4611247764658,14.200986187500003,107.93802420599984,17.266615074351847,127.7259818927564
299.52735004608303,648.935883099548,164.74081439631343,640.9347966564848,11.288917272350222,58.217582809366526,15.437553749585245,147.39041016058206
299.4021622222225,796.9535613323546,162.80463075462941,703.1031132019862,12.726046806944455,67.70619829387995,16.582333845370382,155.05657796110967
285.03598356481496,986.1520313228958,149.87572935648154,748.4650154114138,12.576504519907415,44.77117751738891,15.210569417592597,91.38032665871725
286.4430921198158,881.8698850634398,151.2659101198157,665.797527500783,10.63587493870968,29.487960259546508,14.396678803225802,75.73747845100785
309.69407342592604,711.7291079483709,171.27677962500005,701.1832205804413,11.13460203981481,45.24380037700087,16.262603814814806,87.5694015540002
314.61048999999997,674.3383413173133,177.1992168545455,705.8322139965335,12.723598500000001,45.40412579385907,17.833164417272737,59.935059132144524
294.688169162791,33221.16910057595,144.10677213023246,5178.139601062129,12.657282214418599,329.9697680263863,10.59840059441861,292.6312997842076
280.40788546296324,377.7575983288036,139.88674422222226,421.06382337466704,9.241731246296299,6.193405973843137,8.284679149999997,4.989073576419683
285.2795803240742,411.4528631741206,142.9680544027777,355.4737161889086,10.903930878703704,15.852060043039856,9.376793171759264,6.949493478777663
306.36532806451606,1060.790066437633,160.49974841935483,939.6589145557208,14.341457647926264,85.78380360867462,15.081035540553001,118.14354720663603
315.7786285185185,870.695023173139,173.7976210185185,850.2146279128037,23.45989785,447.5256222419185,27.369881061296297,404.0942884814912
315.8843859259258,914.4201759951694,171.48682893518523,742.9743566132607,22.909944933796307,433.24712161737557,27.455785052962945,426.89002817390895
316.64486322580666,1105.7789965692346,170.97646637788003,773.9179174699676,15.275422674654385,163.35602743736803,19.592599577880183,262.8643693094485
317.08163018518496,1026.0695709001104,174.56572497222217,935.2045509946169,16.19782916944444,164.58134630280148,19.89726393796296,214.65668669639467
325.4489065277778,1215.7365476421055,180.03696662037038,1013.4100871511807,15.556363272222223,88.46935973018162,18.953697709259263,125.12480495587279
312.4212719354838,1218.6063857856952,168.7081530230415,916.8262976961039,23.063557211520735,315.8425810053712,28.608134729953935,392.8428073958298
304.7271285648149,863.308066602404,164.2684728981482,769.5710640914085,24.7543651986111,334.14390403247694,31.088577990740745,392.9424676528807
311.88011163636384,873.6800116881737,170.83907490909087,866.6411224661072,18.112362915454547,172.96893404901638,22.67559563909091,221.7311120588658
297.4404142325583,652.1061181916546,158.11336938139527,608.9914921931561,20.66820789813953,337.91630253037994,24.967690904465137,369.62335064267523
295.83536124999995,618.560904306756,156.16706026388889,632.7826237950002,21.20367759953704,364.57587563935306,25.998550380555567,371.3702392105911
296.68279875000013,543.9495141052108,156.47418629629624,574.2734709229758,21.649086999537033,276.8291932168908,25.224832389351878,282.77872550042224
297.94245612903234,589.654120894783,158.9530328479263,621.8416353065015,20.043666926267278,218.7761109175775,24.07499503456221,230.70566596423436
291.0691308796297,692.0112575522542,153.33975539814813,637.9903421900522,17.044524339351852,184.6853222909794,20.836092362037043,213.51548852288397
288.55943962962976,575.7916861902744,151.9354860648148,630.9365832934219,18.44050834583334,154.17730440709877,20.975028280092598,163.68865557951383
293.9980399539171,687.1106131655687,154.8943491152074,768.1189318075792,18.063115718894007,166.54563309778467,22.15195252073733,184.30103561671365
300.96011097222225,882.0733189243023,159.73958474999995,792.0016431754368,14.332226365740738,130.4795606386347,20.26091292106482,166.98457779300594
304.1583532870372,763.3255333032952,165.486162800926,644.9450889979876,16.026908990740733,217.69922772203014,21.652464458564808,264.44778994254256
305.89963746543793,722.6262449805938,167.2730915253455,663.0083757669589,16.930971736405535,189.82504256696274,20.796855501612907,235.65577296268438
298.0408894444442,859.6768122031073,163.26207348148156,771.602115603788,17.103895712962967,109.49697558992695,20.061993278935184,161.72717119096157
288.0230124545456,745.0400404126696,159.3187741454545,793.2718737299977,19.27608786909091,98.21931813434492,22.21231707454545,186.96199175357577
327.7232140930232,228910.02998810168,158.09372602790717,596.2270350137474,25.917774869302328,579.38485271765,32.32981247488371,369.0280483003595
295.4453948611113,481.1780572959938,155.55576081481485,618.4305315110552,19.22852752546296,327.45455130713566,26.066232822222236,221.59682715566797
304.10798342592597,750.9311967145792,162.21803525462977,830.3996525238518,16.641719356018513,302.3983409262536,21.547884249999992,232.46902072358012
306.799121843318,1115.8932926134316,168.68248308294926,930.8027652563871,23.18547750645162,595.7550231502049,24.420404414285724,336.1849325790898
301.7025009259262,1208.8247164089632,166.06935424074084,1047.6140117065652,27.201393152777776,587.0899178220762,29.47943107870371,421.2880026884514
296.1270766203704,852.6349486945585,160.81348266666666,759.4071757759577,22.278148731481494,345.69693249985744,25.28703581574073,312.3788540186089
296.2490945161291,746.3736112212865,161.1293929585253,695.1987188843248,17.29205893640552,235.42981954737664,16.66880701105991,142.77370868511954
300.8635333796298,840.4820048111535,165.48481871296295,809.1651194583175,16.26355721111112,144.0534714034214,16.384354409259252,150.4508024202019
299.5116418981482,639.8999467098494,163.8595245277778,632.0464471037247,16.43990657685185,200.68820821471002,19.567627357407392,230.7627540555485
306.4855856682029,611.0408448979202,162.0459870967743,546.5662016701735,12.141059354377878,141.8018070229794,16.489289006912436,197.35499297382444
304.34234898148173,814.5718653899546,160.45870901851845,684.223073856169,8.721221783333338,27.36108054377347,11.46075902638889,74.69605104319538
294.0325332727274,800.4401560049113,157.39141992727272,767.1894941023953,8.426158675454548,20.991759581454247,9.978046142727273,48.50231864393829
284.3537142325582,1038.1930939957856,144.70749627906972,771.6788702896583,14.380526018139527,849.9543899710452,11.5866531283721,43.545470551784696
283.2430692129631,592.8903011112661,145.05000385185193,583.2219240776299,13.21585453148148,19.598236400921717,11.445025073148148,15.129339976863177
286.6595699537037,531.9893341507608,153.53552119444436,559.774746642815,15.69772798009259,37.28608284774393,12.564990391666672,21.29320975644569
293.0604716589863,465.3707866274231,158.10878336405526,444.17192631198367,15.315872088940091,40.71789278592811,12.101316962211984,24.269755183213345
294.99683902777775,581.9747567625041,160.06221793981476,571.6038581216435,18.700159964351844,63.69624098837243,15.454673593055551,37.282180218056396
301.90185212962984,581.8356887318733,166.30288525925934,671.0624224021988,20.67032513981482,60.46529689166291,18.651873043518517,21.79933672818948
296.7991000921658,582.8713948020326,162.43793173271885,648.3426836823558,15.629780567741932,49.01886309932074,14.738517764055297,38.87513508634674
294.4945376388892,522.6746635196783,159.76188990740738,567.3220340416788,15.990147024074066,52.426519602447804,13.156700501851857,42.505568248327165
296.800032638889,577.6567990136672,161.20698444444443,527.2344167693494,20.61657338888889,54.23149463110358,14.728496576388896,25.19962828489337
291.1863810599078,981.400144724405,157.9683335898617,707.7155147829908,18.231635844239626,60.08910480214186,14.06321773087557,28.49747786995098
284.65249851851854,1092.1786005802132,152.3064774444443,796.2506601851138,16.539683681018513,53.17013141230131,14.749435148611113,55.64390747591406
281.59291954545455,962.5862898199515,148.3922463909091,718.2934576826996,18.74862000818182,65.12419984627982,16.156747749999994,60.698465377344576
313.12347506976744,11138.273086628398,184.81826721860475,42849.31356945608,30.09176045813953,1150.463008014189,19.565830182790712,505.3188140925205
301.70948875000005,538.0252914340385,165.55932636111115,608.9963677851899,24.585409245370357,452.1489948104336,17.6023102537037,212.05114050635987
306.78545287037036,750.482856425573,167.0234150925927,677.8382719027454,26.98911888148147,584.6239127539491,21.955168246759253,277.3170674547581
313.5613073732719,954.3560383383665,172.36683826728103,874.619770733675,27.246977408294935,602.5038386392158,22.51380828387099,270.5403620165232
304.7479238888889,1161.1738080047728,166.21581575462957,941.2503032324067,18.07586486342592,231.11701504899412,14.267294900000005,121.15884318727925
296.4873831018519,980.296401571081,160.21835161111107,825.1789038431007,14.537920199074076,100.13055481387197,15.273545731018528,135.4305501709998
